One ^cd1++++=One
dance ^nn++++=dance
of ^in++++=of
the ^ati++++=the
fires ^nns++++=fires
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
The ^ati++++=The
troopers ^nns+nom+++=troopers
fell ^vbd+++xvbn+=fell
back ^jjb++++=back
towards ^in++++=towards
the ^ati++++=the
door ^nn++++=door
in ^in++++=in
the ^ati++++=the
southern ^jj+atrb+++=southern
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
those ^dt+dem+++=those
yellow ^jj+atrb+++=yellow
dancers ^nns+nom+++=dancers
springing ^vwbg+++xvbg+=springing
hither ^rb++++=hither
and ^cc+phrs+++=and
thither ^rb++++=thither.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
the ^ati++++=the
altar ^nn++++=altar
stood ^vbd+++xvbn+=stood
safe ^jj++++=safe
and ^cc++++=and
apart ^in++++=apart
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
its ^pp$+it+++=its
white ^jj++++=white
light ^jj++++=light;
; ^zz++++=EXTRAWORD
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
troopers ^nns+nom+++=troopers
turned ^vbd+++xvbn+=turned
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
abbot ^npt++++=abbot
whom ^whp+rel+obj++=whom
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
dead ^jj++++=dead
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet
and ^cc++++=and
now ^rn+tm+++=now
stood ^vbd+++xvbn+=stood
before ^cs+sub+++=before
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
crucifix ^nn++++=crucifix
lifted ^vbd+++xvbn+=lifted
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands
high ^jj++++=high
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
with ^in++++=with
a ^at++++=a
loud ^jj+atrb+++=loud
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
' ^zz++++='Woe
woe ^np++++=EXTRAWORD
unto ^in++++=unto
all ^abn++++=all
who ^whp+who+++=who
smite ^nn++++=smite
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
dwell ^vb++++=dwell
within ^in++++=within
the ^ati++++=the
Light ^nn++++=Light
of ^in++++=of
the ^ati++++=the
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
shall ^md+prd+++=shall
wander ^vb++++=wander
among ^in++++=among
the ^ati++++=the
ungovernable ^jj+atrb+++=ungovernable
shadows ^nps++++=shadows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
follow ^vb+vprv+++=follow
the ^ati++++=the
ungovernable ^jj+atrb+++=ungovernable
fires ^nns++++=fires!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
having ^vbg+hvg++xvbg+=having
so ^ql+emph+++=so
cried ^jj+++xvbn+=cried
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
on ^in+ppvb+++=on
his ^pp$+pp3+++=his
face ^nn++++=face
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
brazen ^nn++++=brazen
crucifix ^vb+++??+=crucifix
rolled ^vbd+++xvbn+=rolled
down ^rp++++=down
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
altar ^nn++++=altar.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smoke ^nn++++=smoke
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
grown ^vprf+++xvbnx+=grown
very ^ql+amp+++=very
thick ^jj++++=thick,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
it ^pp3+it+++=it
drove ^vbd+++xvbn+=drove
the ^ati++++=the
troopers ^nns+nom+++=troopers
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
open ^jj+atrb+++=open
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
them ^pp3o+pp3+++=them
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them
shone ^vbd+++xvbn+=shone
the ^ati++++=the
painted ^jj+atrb++xvbn+=painted
windows ^nns++++=windows
of ^in++++=of
the ^ati++++=the
Abbey ^npl++++=Abbey
filled ^vbd+++xvbn+=filled
with ^in++++=with
saints ^nns++++=saints
and ^cc++++=and
martyrs ^nns++++=martyrs,
, ^zz++++=EXTRAWORD
awakened ^j+++xvbn+=awakened,
, ^zz++++=EXTRAWORD
as ^in++++=as
from ^in"++++=from
a ^at++++=a
sacred ^jj+atrb+++=sacred
trance ^nn++++=trance,
, ^zz++++=EXTRAWORD
into ^in++++=into
an ^at++++=an
angry ^jj+atrb+++=angry
and ^cc+phrs+++=and
animated ^jj+atrb++xvbn+=animated
life ^nn++++=life.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
troopers ^nns+nom+++=troopers
were ^vbd+bed+aux++=were
dazzled ^vpsv++agls+xvbnx+=dazzled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while
could ^md+pos+++=could
see ^vb+vprv+++=see
nothing ^pn++++=nothing
but ^cc++++=but
the ^ati++++=the
flaming ^jj+atrb+++=flaming
faces ^nns++++=faces
of ^in++++=of
saints ^nns++++=saints
and ^cc++++=and
martyrs ^nns++++=martyrs.
. ^zz++++=EXTRAWORD
Presently ^rb+cnj+++=Presently,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
saw ^vbd+vprv+tht0+xvbnx+=saw
a ^at++++=a
man ^nn++++=man
covered ^vbd+++xvbn+=covered
with ^in++++=with
dust ^nn++++=dust
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
running ^nvbg+++xvbg+=running
towards ^in++++=towards
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Two
wo ^&fw++++=EXTRAWORD
messengers ^nns+nom+++=messengers,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
' ^zz++++='have
have ^vb+hv+aux++=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
sent ^vpsv++by+xvbnx+=sent
by ^in++++=by
the ^ati++++=the
defeated ^jj+++xvbn+=defeated
Irish ^jj++++=Irish
to ^to++++=to
raise ^vbi++++=raise
against ^in++++=against
you ^pp2+pp2+++=you
the ^ati++++=the
whole ^jj+atrb+++=whole
country ^nn++++=country
about ^rp++++=about
Manor ^npl++++=Manor
Hamilton ^np++++=Hamilton,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
not ^xnot++not++=not
stop ^nn++++=stop
them ^pp3o+pp3+++=them
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+aux++=be
overpowered ^vpsv++agls+xvbnx+=overpowered
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods
before ^cs+sub+++=before
you ^pp2+pp2+++=you
reach ^vb++++=reach
home ^nr++++=home
again ^rb+tm+++=again!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ride ^nn++++=ride
north ^nr+pl+++=north-east
- ^zz++++=EXTRAWORD
east ^np+pl+++=EXTRAWORD
between ^in++++=between
Ben ^np++++=Ben
Bulben ^np+++??+=Bulben
and ^cc++++=and
Cashel ^np+++??+=Cashel-na-Gael.'
- ^zz++++=EXTRAWORD
na ^xnot++not++=EXTRAWORD
- ^zz++++=EXTRAWORD
gael ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Frederick ^np++++=Frederick
Hamilton ^np++++=Hamilton
called ^vbd+++xvbn+=called
to ^in++++=to
him ^pp3o+pp3+++=him
the ^ati++++=the
five ^cd++++=five
troopers ^nns+nom+++=troopers
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
first ^rb++splt++=first
fired ^vprf+++xvbnx+=fired
upon ^in++++=upon
the ^ati++++=the
monks ^nns++++=monks
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Mount
mount ^nn++++=EXTRAWORD
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ride ^vb++++=ride
through ^in++++=through
the ^ati++++=the
woods ^nns++++=woods
towards ^in++++=towards
the ^ati++++=the
mountain ^nn++++=mountain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
get ^vb++++=get
before ^in++++=before
these ^dt+dem+++=these
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kill ^nn++++=kill
them ^pp3o+pp3+++=them.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
troopers ^nns+nom+++=troopers
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
many ^ap++++=many
moments ^nns+nom+++=moments
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
splashed ^vprf+++xvbnx+=splashed
across ^in+pl+++=across
the ^ati++++=the
river ^nn++++=river
at ^rb++++=at
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
now ^rn+tm+splt++=now
called ^vpsv++agls+xvbnx+=called
Buckley ^np++++=Buckley's
's ^$++++=EXTRAWORD
Ford ^np++++=Ford,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plunged ^vpsv++agls+xvbn+=plunged
into ^in++++=into
the ^ati++++=the
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
followed ^vbd+vprv++xvbnx+=followed
a ^at++++=a
beaten ^jj+++xvbn+=beaten
track ^npl++++=track
that ^tht+rel+subj++=that
wound ^vwbn+++xvbn+=wound
along ^in++++=along
the ^ati++++=the
northern ^jj+atrb+++=northern
bank ^nn++++=bank
of ^in++++=of
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boughs ^nns++++=boughs
of ^in++++=of
the ^ati++++=the
birch ^nn++++=birch
and ^cc++++=and
quicken ^jj+atrb++xvbn+=quicken
trees ^nns++++=trees
mingled ^vbd+++xvbn+=mingled
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hid ^vbd+++xvbn+=hid
the ^ati++++=the
cloudy ^jj+atrb+++=cloudy
moonlight ^nn++++=moonlight,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
pathway ^nn++++=pathway
in ^in++++=in
almost ^rb+hdg+++=almost
complete ^jj+atrb+++=complete
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
rode ^vbd+++xvbnx+=rode
at ^in++++=at
a ^at++++=a
rapid ^jj+atrb+++=rapid
trot ^nn++++=trot,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
chatting ^vbg+++xvbg+=chatting
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
watching ^vbg+++xvbg+=watching
some ^dti++++=some
stray ^jj+atrb+++=stray
weasel ^nn++++=weasel
or ^cc++++=or
rabbit ^nn++++=rabbit
scuttling ^jj++++=scuttling
away ^rp+pl+++=away
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Gradually ^rb+cnj+++=Gradually,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
gloom ^nn++++=gloom
and ^cc++++=and
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
woods ^nns++++=woods
oppressed ^jj++++=oppressed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
drew ^vbd+++xvbnx+=drew
closer ^rbr++++=closer
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
talk ^vbi++++=talk
rapidly ^rb++++=rapidly;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
old ^jj+atrb+++=old
comrades ^nns++++=comrades
and ^cc++++=and
knew ^vbd+vprv++xvbn+=knew
each ^ppls++++=each
other's ^ppls++++=other's
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
was ^vbd+bedz+aux++=was
married ^vpsv++agls+xvbnx+=married,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
how ^wrb+who+whcl++=how
glad ^jj++++=glad
his ^pp$+pp3+++=his
wife ^nn++++=wife
would ^md+prd+++=would
be ^vb+be+aux++=be
to ^to++++=to
see ^vbi+vprv+tht0++=see
him ^pp3o+pp3+++=him
return ^vb++++=return
safe ^jj++++=safe
from ^in++++=from
this ^dt+dem+++=this
harebrained ^jj+atrb++xvbn+=harebrained
expedition ^nn+nom+++=expedition
against ^in++++=against
the ^ati++++=the
White ^jj+atrb+++=White
Friars ^np++++=Friars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
hear ^vbi+vprv+++=hear
how ^wrb+who+whcl++=how
fortune ^nn++++=fortune
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
amends ^nns++++=amends
for ^in++++=for
rashness ^nns+nom+++=rashness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
oldest ^nn++++=oldest
of ^in++++=of
the ^ati++++=the
five ^cd++++=five,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
wife ^nn++++=wife
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
spoke ^j+++xvbn+=spoke
of ^in++++=of
a ^at++++=a
flagon ^nn+++??+=flagon
of ^in++++=of
wine ^nn++++=wine
which ^whp+rel+obj++=which
awaited ^jj+++xvbn+=awaited
him ^pp3o+pp3+++=him
upon ^in++++=upon
an ^at++++=an
upper ^jjb+atrb+++=upper
shelf ^nn++++=shelf;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
a ^at++++=a
third ^nn++++=third,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
the ^ati++++=the
youngest ^jjt++++=youngest,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
sweetheart ^nn++++=sweetheart
watching ^vwbg+++xvbg+=watching
for ^in++++=for
his ^pp$+pp3+++=his
return ^nn++++=return,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
rode ^vbd+++xvbnx+=rode
a ^rb++++=a
little ^rb"++++=little
way ^nn++++=way
before ^in++++=before
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
talking ^vbg+++xvbg+=talking
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
stopped ^vbd+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
horse ^nn++++=horse
was ^vbd+bedz+aux++=was
trembling ^nvbg+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
something ^pn++++=something,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
but ^cc++++=but
it ^pp3+it+++=it
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
looked ^vbd+++xvbn+=looked
like ^in++++=like
a ^at++++=a
great ^jj+atrb+++=great
worm ^nn++++=worm
with ^in++++=with
a ^at++++=a
silver ^nn++++=silver
crown ^nn++++=crown
upon ^in++++=upon
his ^pp$+pp3+++=his
