Being ^vbg+beg++xvbg+=Being
scorn ^vbi++++=scorn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
all ^abn++++=all
thy ^pp$+pp2+++=thy
sweetness ^nns+nom+++=sweetness
bitter ^nn++++=bitter.
. ^zz++++=EXTRAWORD
Thy ^pp$+pp2+++=Thy
shames ^nns+++??+=shames
and ^cc++++=and
sins ^nns++++=sins
are ^vb+ber+vrb++=are
the ^ati++++=the
austere ^jj+atrb+++=austere
fruits ^nns++++=fruits
of ^in++++=of
thy ^pp$+pp2+++=thy
miseries ^nns+nom+++=miseries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thy ^pp$+pp2+++=thy
miseries ^nns+nom+++=miseries
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
poured ^vpsv++agls+xvbnx+=poured
out ^rp+pl+++=out
upon ^in++++=upon
thee ^pp2+pp2+++=thee
by ^in++++=by
foreign ^jj+atrb+++=foreign
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Alas ^uh++++=Alas,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
stricken ^jj+atrb+++=stricken
country ^nn++++=country!
! ^zz++++=EXTRAWORD
clothed ^xvbn+++xvbn+=clothed
with ^in++++=with
this ^dt+dem+++=this
most ^ap+emph+++=most
pity ^nn++++=pity-moving
- ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=EXTRAWORD
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
with ^in++++=with
this ^dt+dem+++=this
most ^ql+emph+++=most
unutterably ^jj+atrb+++=unutterably
mournful ^jj+atrb+++=mournful
loveliness ^nns+nom+++=loveliness,
, ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
sore ^jj++++=sore-grieved,
- ^zz++++=EXTRAWORD
grieved ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
desperately ^rb++++=desperately-beloved!
- ^zz++++=EXTRAWORD
beloved ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
for ^in++++=for
thee ^pp2+pp2+++=thee,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
country ^nn++++=country,
, ^zz++++=EXTRAWORD
a ^at++++=a
resurrection ^nn+nom+++=resurrection?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
how ^wrb+who+++=how
long ^rb++++=long
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
continued ^vprf+++xvbnx+=continued
to ^to++++=to
rhapsodize ^vbi++++=rhapsodize
in ^in++++=in
this ^dt+dem+++=this
strain ^nn++++=strain,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
not ^xnot++not++=not
my ^pp$+pp1+++=my
wandering ^jj+atrb++xvbg+=wandering
thoughts ^nns++++=thoughts
been ^vprf+ben+aux+xvbn+=been
suddenly ^rb++splt++=suddenly
recalled ^vpsv++agls+xvbn+=recalled
to ^in++++=to
my ^pp$+pp1+++=my
own ^ap++++=own
immediate ^jj+atrb+++=immediate
neighbourhood ^nn+nom+++=neighbourhood
by ^in++++=by
the ^ati++++=the
monotonous ^jj+atrb+++=monotonous
clatter ^nn++++=clatter
of ^in++++=of
a ^at++++=a
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
hoofs ^nns++++=hoofs
upon ^in++++=upon
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
moving ^jj+++xvbg+=moving,
, ^zz++++=EXTRAWORD
at ^rb++++=at
that ^dt+dem+++=that
peculiar ^jj+atrb+++=peculiar
pace ^nn++++=pace
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
neither ^dt++neg++=neither
a ^at++++=a
walk ^nn++++=walk
nor ^cc++neg++=nor
a ^at++++=a
trot ^nn++++=trot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
partakes ^nns+++??+=partakes
of ^in++++=of
both ^abx++++=both,
, ^zz++++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
in ^in++++=in
vogue ^nn++++=vogue
among ^in++++=among
the ^ati++++=the
southern ^jj+atrb+++=southern
farmers ^nns+nom+++=farmers.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
my ^pp$+pp1+++=my
pursuer ^nn++++=pursuer
was ^vbd+bedz+vrb++=was
up ^rb+phrv+++=up
with ^in+ppvb+++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
checking ^vbg+++xvbg+=checking
his ^pp$+pp3+++=his
steed ^nn++++=steed
into ^in++++=into
a ^at++++=a
walk ^nn++++=walk
he ^pp3a+pp3+++=he
saluted ^vbd+++xvbnx+=saluted
me ^pp1o+pp1+++=me
with ^in++++=with
much ^ap++++=much
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cavalier ^np+nom+++=cavalier
was ^vbd+bedz+vrb++=was
a ^at++++=a
light ^nn++++=light-built
- ^zz++++=EXTRAWORD
built ^vwbn+++xvbn+=EXTRAWORD
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
with ^in++++=with
good ^jj++++=good-humoured
- ^zz++++=EXTRAWORD
humoured ^vbd+++xvbn+=EXTRAWORD
sun ^nn++++=sun-burnt
- ^zz++++=EXTRAWORD
burnt ^jj+atrb++xvbn+=EXTRAWORD
features ^nns++++=features,
, ^zz++++=EXTRAWORD
a ^at++++=a
shrewd ^jj++++=shrewd
and ^cc+phrs+++=and
lively ^jj+atrb+++=lively
black ^jj+atrb+++=black
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
head ^nn++++=head
covered ^vbd+++xvbn+=covered
with ^in++++=with
a ^at++++=a
crop ^nn++++=crop
of ^in++++=of
close ^jj+atrb+++=close
curly ^jj+atrb+++=curly
black ^jj+atrb+++=black
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
surmounted ^vpsv++agls+xvbn+=surmounted
with ^in++++=with
a ^at++++=a
turf ^nn++++=turf-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+++xvbn+=EXTRAWORD
caubeen ^jj+++xvbn+=caubeen,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
pack ^nn++++=pack-thread
- ^zz++++=EXTRAWORD
thread ^nn++++=EXTRAWORD
band ^nn++++=band
of ^in++++=of
which ^whp+rel+pied++=which
was ^vbd+bedz+aux++=was
stuck ^vpsv++agls+xvbnx+=stuck
a ^at++++=a
short ^jj+atrb+++=short
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
evidently ^rb++splt++=evidently
seen ^vprf+++xvbnx+=seen
much ^ap++++=much
service ^nn++++=service.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
companion ^nn++++=companion
was ^vbd+bedz+vrb++=was
a ^at++++=a
dealer ^nn++++=dealer
in ^in++++=in
all ^abn++++=all
kinds ^nns++++=kinds
of ^in++++=of
local ^jj+atrb+++=local
lore ^nn++++=lore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
took ^vbd+++xvbn+=took
occasion ^nn++++=occasion
to ^to++++=to
let ^vbi++++=let
me ^pp1o+pp1+++=me
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^rb++++=so.
. ^zz++++=EXTRAWORD
After ^in++++=After
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
short ^jj+atrb+++=short
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
scandalous ^jj++++=scandalous
and ^cc+phrs+++=and
supernatural ^jj++++=supernatural
were ^vbd+bed+aux++=were
happily ^rb++splt++=happily
blended ^vpsv++agls+xvbnx+=blended,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
arrive ^vbi++++=arrive
at ^rb++++=at
a ^at++++=a
narrow ^jj+atrb+++=narrow
road ^npl++++=road
or ^cc++++=or
bohreen ^vb+++xvbn+=bohreen
leading ^jj+++xvbg+=leading
to ^in++++=to
a ^at++++=a
snug ^jj++++=snug-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
farm ^nn++++=farm-house.
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++='That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
comfortable ^jj+atrb+++=comfortable
bit ^nn++++=bit
iv ^nn+++??+=iv
a ^at++++=a
farm ^nn++++=farm,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
observed ^vbd+vprv++xvbn+=observed
my ^pp$+pp1+++=my
comrade ^nn++++=comrade,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
towards ^in++++=towards
the ^ati++++=the
dwelling ^jj+++xvbg+=dwelling
with ^in++++=with
his ^pp$+pp3+++=his
thumb ^nn++++=thumb;
; ^zz++++=EXTRAWORD
' ^zz++++='a
a ^at++++=EXTRAWORD
shnug ^nn+++??+=shnug
spot ^nn++++=spot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
Mooneys ^np+++??+=Mooneys
this ^dt+dem+++=this
long ^jj+atrb+++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Tis
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
noted ^jj+atrb++xvbn+=noted
place ^nn++++=place
for ^in++++=for
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened
wid ^in++++=wid
the ^ati++++=the
famous ^jj++++=famous
gandher ^jjr++++=gandher
there ^rn+pl+++=there
in ^in++++=in
former ^ap++++=former
times ^nns++++=times.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
wid ^in++++=wid
the ^ati++++=the
gandher ^jjr++++=gandher!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
ejaculated ^vbd+++xvbn+=ejaculated
my ^pp$+pp1+++=my
companion ^nn++++=companion
in ^in++++=in
a ^at++++=a
tone ^nn++++=tone
of ^in++++=of
indignant ^jj+atrb+++=indignant
surprise ^nn++++=surprise;
; ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
gandher ^jjr+atrb+++=gandher
iv ^nn+++??+=iv
Ballymacrucker ^np+nom++??+=Ballymacrucker,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gandher ^jjr++++=gandher!
! ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
raverance ^nn+nom+++=raverance
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
stranger ^nn+nom+++=stranger
in ^in++++=in
these ^dt+dem+++=these
parts ^nns++++=parts.
. ^zz++++=EXTRAWORD
Sure ^jj++++=Sure
every ^at++++=every
fool ^nn++++=fool
knows ^vbz+vprv+++=knows
all ^abn++++=all
about ^in++++=about
the ^ati++++=the
gandher ^jjr++++=gandher,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Terence ^np+nom+++=Terence
Mooney ^np+++??+=Mooney,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
rest ^nn++++=rest
his ^pp$+pp3+++=his
sowl ^nn+++??+=sowl.
. ^zz++++=EXTRAWORD
Begorra ^np+++??+=Begorra,
, ^zz++++=EXTRAWORD
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
surprisin ^nn+++??+=surprisin'
' ^zz++++=EXTRAWORD
to ^in++++=to
me ^pp1o+pp1+++=me
how ^wrb+who+++=how
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear
iv ^nn+++??+=iv
the ^ati++++=the
gandher ^jjr++++=gandher;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
may ^md+pos+++=may
be ^vb+be+aux++=be
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
funnin ^nn+++??+=funnin
me ^pp1o+pp1+++=me
ye ^pp2+pp2+++=ye
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
raverance ^nn+nom+++=raverance.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
assured ^vbd+++xvbnx+=assured
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conjured ^vbd+++xvbn+=conjured
him ^pp3o+pp3+++=him
to ^to++++=to
narrate ^nn+nom+++=narrate
to ^in++++=to
me ^pp1o+pp1+++=me
the ^ati++++=the
facts ^nns++++=facts,
, ^zz++++=EXTRAWORD
an ^at++++=an
unacquaintance ^nn+nom+++=unacquaintance
with ^in++++=with
which ^whp+rel+pied++=which
was ^vbd+bedz+vrb++=was
sufficient ^jj+pred+++=sufficient
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
stamp ^vbi++++=stamp
me ^pp1o+pp1+++=me
as ^in++++=as
an ^at++++=an
ignoramus ^nn++++=ignoramus
of ^in++++=of
the ^ati++++=the
first ^od++++=first
magnitude ^nn++++=magnitude.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+aux++=did
not ^xnot++not++=not
require ^vb+vsua+++=require
much ^ap++++=much
entreaty ^nn++++=entreaty
to ^to++++=to
induce ^vbi++++=induce
my ^pp$+pp1+++=my
communicative ^jj+atrb+++=communicative
friend ^nn++++=friend
to ^to++++=to
relate ^vbi++++=relate
the ^ati++++=the
circumstance ^nn+nom+++=circumstance,
, ^zz++++=EXTRAWORD
in ^in++++=in
nearly ^rb+down+++=nearly
the ^ati++++=the
following ^jj+atrb++xvbg+=following
words ^nns++++=words:
: ^zz++++=EXTRAWORD
' ^zz++++='Terence
terence ^np+nom+++=EXTRAWORD
Mooney ^np+++??+=Mooney
was ^vbd+bedz+vrb++=was
an ^at++++=an
honest ^jj+atrb+++=honest
boy ^nn++++=boy
and ^cc++++=and
well ^rb++++=well
to ^to++++=to
do ^vbi++++=do;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
rinted ^vbd+++xvbnx+=rinted
the ^ati++++=the
biggest ^jjt+atrb+++=biggest
farm ^nn++++=farm
on ^in++++=on
this ^dt+dem+++=this
side ^nn++++=side
iv ^nn+++??+=iv
the ^ati++++=the
Galties ^np+++??+=Galties;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
mighty ^jj++++=mighty
cute ^jj++++=cute
and ^cc++++0=an'
a ^at++++=a
sevare ^nn+++??+=sevare
worker ^nn++++=worker,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
small ^jj+atrb+++=small
wonder ^nn++++=wonder
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
a ^at++++=a
good ^jj+atrb+++=good
penny ^nn++++=penny
every ^at++++=every
harvest ^nn++++=harvest.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
unluckily ^rb++++=unluckily
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
blessed ^vpsv++agls+xvbnx+=blessed
with ^in++++=with
an ^at++++=an
ilegant ^jj+atrb+++=ilegant
large ^jj+atrb+++=large
family ^nn++++=family
iv ^nn+++??+=iv
daughters ^nns+nom+++=daughters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
iv ^nn+++??+=iv
coorse ^nn+++??+=coorse
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+vrb++=was
allamost ^nn+++??+=allamost
bruck ^nn+++??+=bruck,
, ^zz++++=EXTRAWORD
striving ^vbg+++xvbg+=striving
to ^to++++=to
make ^vbi++++=make
up ^rp++++=up
fortunes ^nns++++=fortunes
for ^in++++=for
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
conthrivance ^nn+nom+++=conthrivance
iv ^nn+++??+=iv
any ^dti++++=any
soart ^nn+++??+=soart
or ^cc++++=or
description ^nn+nom+++=description
for ^in++++=for
makin ^nn+++??+=makin'
' ^zz++++=EXTRAWORD
money ^nn++++=money
out ^rp+pl+++=out
iv ^nn+++??+=iv
the ^ati++++=the
farm ^nn++++=farm,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
up ^in+cmpx+++=up
to ^in"++++=to.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
other ^ap++++=other
ways ^nns++++=ways
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
iv ^nn+++??+=iv
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
always ^rb++++=always
kep ^vb+++??+=kep
a ^at++++=a
power ^nn++++=power
iv ^nn+++??+=iv
turkeys ^nns+++??+=turkeys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
soarts ^nns+++??+=soarts
iv ^nn+++??+=iv
poultrey ^nn+++??+=poultrey;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
iv ^nn+++??+=iv
all ^abn++++=all
rason ^nn+++??+=rason
partial ^jj++++=partial
to ^in++++=to
geese ^nns++++=geese
and ^cc++++0=an'
small ^jj+atrb+++=small
blame ^nn++++=blame
to ^in++++=to
him ^pp3o+pp3+++=him
for ^in++++=for
that ^dt+dem+++=that
same ^ap++++=same
for ^in++++=for
twice ^rb++++=twice't
't ^vbd+++xvbn+0=EXTRAWORD
a ^at++++=a
year ^nn++++=year
you ^pp2+pp2+++=you
can ^md+pos+++=can
pluck ^vb+++??+=pluck
them ^pp3o+pp3+++=them
as ^in++++=as
bare ^jj++++=bare
as ^ql++++=as
my ^pp$+pp1+++=my
hand ^nn++++=hand
and ^cc++++0=an'
get ^vb++++=get
a ^at++++=a
fine ^jj+atrb+++=fine
price ^nn++++=price
for ^in++++=for
the ^ati++++=the
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
plenty ^nn++++=plenty
of ^in++++=of
rale ^nn+++??+=rale
sizable ^jj+atrb+++=sizable
eggs ^nns++++=eggs
and ^cc+cls+++0=an'
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
too ^ql++++=too
ould ^np++++=ould
to ^to++++=to
lay ^vbi++++=lay
any ^dti++++=any
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
kill ^vb++++=kill
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
sell ^vb++++=sell
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
gintlemen ^nn++++=gintlemen
for ^in++++=for
goslings ^nns+nom+++=goslings,
, ^zz++++=EXTRAWORD
