This ^dt+pdem+++=This
have ^vb+hv+aux++=have
staked ^vprf+++xvbnx+=staked
their ^pp$+pp3+++=their
last ^jj+atrb+++=last
ounce ^nn++++=ounce
of ^in++++=of
dust ^nn++++=dust
at ^rb++++=at
odds ^nns++++=odds
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
never ^rb++++=never
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life
made ^vbd+++xvbn+=made
a ^at++++=a
definite ^jj+atrb+++=definite
assertion ^nn+nom+++=assertion
of ^in++++=of
fact ^nn++++=fact
to ^to++++=to
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
opposite ^jj+atrb+++=opposite
sex ^nn++++=sex.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
absolutely ^rb+amp+++=absolutely
necessary ^jj++++=necessary
to ^to+jcmp+++=to
change ^vb++++=change
a ^at++++=a
woman ^nn++++=woman's
's ^vbz+bez+vrb++0=EXTRAWORD
preconceived ^jj+atrb+++=preconceived
notions ^nns+nom+++=notions
as ^in++++=as
to ^in"++++=to
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
should ^md+nec+++=should
do ^vb+do+vrb++=do--as,
-- ^--+clp+++=EXTRAWORD
as ^cs+sub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
discouraging ^jj++++=discouraging
her ^pp3o+pp3+++=her
riding ^nvbg+++xvbg+=riding
through ^in++++=through
quicksand ^nn+++??+=quicksand--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=would
persuade ^vb++++=persuade
somebody ^pn++++=somebody
else ^rb+cnj+++=else
to ^in++++=to
issue ^nn++++=issue
the ^ati++++=the
advice ^nn++++=advice.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
would ^md+prd+++=would
cower ^jjr++++=cower
in ^in++++=in
the ^ati++++=the
background ^nn++++=background
blushing ^vwbg+++xvbg+=blushing
his ^pp$+pp3+++=his
absurd ^jj+atrb+++=absurd
little ^jj+atrb+++=little
blushes ^nns++++=blushes
at ^in++++=at
his ^pp$+pp3+++=his
second ^od++++=second-hand
- ^zz++++=EXTRAWORD
hand ^nn++++=EXTRAWORD
temerity ^nn+nom+++=temerity.
. ^zz++++=EXTRAWORD
Add ^vb+vpub+++=Add
to ^in++++=to
this ^dt+dem+++=this
narrow ^jj++++=narrow,
, ^zz++++=EXTRAWORD
sloping ^vbg+++xvbg+=sloping
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
a ^at++++=a
soft ^jj+atrb+++=soft
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
diminutive ^jj++++=diminutive
pink ^jj++++=pink-and-white
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
white ^jj+atrb+++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Alfred ^np++++=Alfred
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read
the ^ati++++=the
prairie ^nn++++=prairie
like ^in++++=like
a ^at++++=a
book ^nn++++=book.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
ride ^vb++++=ride
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
shoot ^vb++++=shoot
accurately ^rb+cnj+++=accurately,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
at ^in++++=at
heart ^nn++++=heart
afraid ^jj++++=afraid
of ^in++++=of
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
fight ^vb++++=fight
like ^in++++=like
a ^rb++++=a
little ^rb"++++=little
catamount ^jj+++xvbn+=catamount
when ^wrb+who+++=when
occasion ^nn++++=occasion
for ^in++++=for
it ^pp3+it+++=it
really ^rb+emph+++=really
arose ^vbd+++xvbn+=arose.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
Alfred ^np++++=Alfred
was ^vbd+bedz+aux++=was
considered ^vpsv++agls+xvbnx+=considered
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
best ^jjt+atrb+++=best
scouts ^nns+++??+=scouts
on ^in++++=on
the ^ati++++=the
plains ^npls++++=plains.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
Caldwell ^np+++??+=Caldwell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
capitalist ^nn+nom+++=capitalist,
, ^zz++++=EXTRAWORD
engaged ^xvbn+++xvbn+=engaged
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter
out ^rp+pl+++=out
to ^in++++=to
Deadwood ^np+++??+=Deadwood.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Caldwell ^np++++=Caldwell
was ^vbd+bedz+aux++=was
determined ^jj++agls+xvbnx+=determined
to ^to+jcmp+++=to
go ^vbi++++=go
to ^in++++=to
Deadwood ^np+++??+=Deadwood.
. ^zz++++=EXTRAWORD
A ^at++++=A
limited ^jj+atrb++xvbn+=limited
experience ^nn+nom+++=experience
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
sort ^nn++++=sort,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
wooden ^jj+atrb+++=wooden
floors ^nns++++=floors
to ^in++++=to
the ^ati++++=the
tents ^nns++++=tents,
, ^zz++++=EXTRAWORD
towels ^nns++++=towels
to ^in++++=to
the ^ati++++=the
tent ^nn++++=tent-poles,
- ^zz++++=EXTRAWORD
poles ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
expert ^nn++++=expert
cooks ^nns++++=cooks
to ^in++++=to
the ^ati++++=the
delectation ^nn+nom+++=delectation
of ^in++++=of
the ^ati++++=the
campers ^nns+nom+++=campers,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
convinced ^vprf+++xvbnx+=convinced
her ^pp$+pp3+++=her
that ^cs+sub+++=that
" ^zz++++="roughing
roughing ^vbg+++xvbg+=EXTRAWORD
it ^pp3+it+++=it"
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
favorite ^jj+atrb+++=favorite
recreation ^nn+nom+++=recreation.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
Caldwell ^np+++??+=Caldwell
senior ^nn++++=senior
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
sooner ^rbr++++=sooner
or ^cc+phrs+++=or
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
across ^in+pl+++=across
the ^ati++++=the
plains ^npls++++=plains
on ^in++++=on
his ^pp$+pp3+++=his
annual ^jj+atrb+++=annual
trip ^nn++++=trip.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
at ^rb++++=at
the ^ati++++=the
time ^nn++++=time
when ^wrb+who+++=when
wagon ^nn++++=wagon-trains
- ^zz++++=EXTRAWORD
trains ^nns++++=EXTRAWORD
went ^vwbn+++xvbn+=went
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
Pierre ^&fw++++=Pierre
on ^in++++=on
the ^ati++++=the
north ^np+pl+++=north,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
South ^nr+pl+++=South
Fork ^nn++++=Fork
on ^in++++=on
the ^ati++++=the
south ^np+pl+++=south.
. ^zz++++=EXTRAWORD
Incidental ^jj+atrb+++=Incidental
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
of ^in++++=of
homicidal ^jj+atrb+++=homicidal
tendencies ^nns++++=tendencies
and ^cc++++=and
undeveloped ^jj+atrb++xvbn+=undeveloped
ideas ^nns++++=ideas
as ^in++++=as
to ^in++++=to
the ^ati++++=the
propriety ^nn++++=propriety
of ^in++++=of
doing ^xvbg+++xvbg+=doing
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
told ^vpsv++agls+xvbnx+=told,
, ^zz++++=EXTRAWORD
made ^jj+atrb++xvbn+=made
things ^nns++++=things
interesting ^jj++++=interesting
occasionally ^rb+cnj+++=occasionally,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
often ^rb++++=often.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
no ^at++++=no
danger ^nn++++=danger
to ^in++++=to
a ^at++++=a
good ^jj++++=good-sized
- ^zz++++=EXTRAWORD
sized ^jj+atrb+++=EXTRAWORD
train ^nn++++=train.
. ^zz++++=EXTRAWORD
The ^ati++++=The
daughter ^nn+nom+++=daughter
had ^vb+hv+vrb++=had
a ^at++++=a
fiance ^nn++++=fiance
named ^vbd+++xvbn+=named
Allen ^np++++=Allen
who ^whp+rel+subj++=who
liked ^vbd+++xvbn+=liked
roughing ^vbg+++xvbg+=roughing
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
along ^in+strn+++=along.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
and ^cc++++=and
Miss ^npt++++=Miss
Caldwell ^np++++=Caldwell
rigged ^vbd+++xvbn+=rigged
themselves ^ppls+pp3+++=themselves
out ^rp+pl+++=out
bountifully ^rb+cnj+++=bountifully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prepared ^jj+++xvbn+=prepared
to ^to+jcmp+++=to
enjoy ^vbi++++=enjoy
the ^ati++++=the
trip ^nn++++=trip.
. ^zz++++=EXTRAWORD
At ^in++++=At
Pierre ^&fw++++=Pierre
the ^ati++++=the
train ^nn++++=train
of ^in++++=of
eight ^cd++++=eight
wagons ^nns++++=wagons
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
joined ^vpsv++by+xvbnx+=joined
by ^in++++=by
Alfred ^np++++=Alfred
and ^cc++++=and
Billy ^np++++=Billy
Knapp ^np+++??+=Knapp.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
two ^cd++++=two
men ^nns++++=men
were ^vbd+bed+vrb++=were
interesting ^jj+pred+++=interesting,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
tyrannical ^jj++++=tyrannical
on ^in++++=on
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
points ^nns++++=points--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
as ^ql++++=as
getting ^jj+++xvbg+=getting
out ^rp+pl+++=out
of ^in++++=of
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
train ^nn++++=train,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
also ^rb++++=also
deficient ^jj+pred+++=deficient
in ^in++++=in
reasons ^nns++++=reasons
for ^in++++=for
their ^pp$+pp3+++=their
tyranny ^nn++++=tyranny.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
people ^nns++++=people
chafed ^vbd+++xvbn+=chafed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
finding ^vbg+++xvbg+=finding
Billy ^np++++=Billy
Knapp ^np+++??+=Knapp
either ^dtx++++=either
imperturbable ^jj++++=imperturbable
or ^cc+phrs+++=or
thick ^jj++++=thick-skinned,
- ^zz++++=EXTRAWORD
skinned ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned
their ^pp$+pp3+++=their
attention ^nn+nom+++=attention
to ^in++++=to
Alfred ^np++++=Alfred.
. ^zz++++=EXTRAWORD
Allen ^np++++=Allen
annoyed ^jj+atrb+++=annoyed
Alfred ^np++++=Alfred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Caldwell ^np++++=Caldwell
thoughtlessly ^jj++++=thoughtlessly
approved ^jj+++xvbn+=approved
of ^in++++=of
Allen ^np++++=Allen.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
them ^pp3o+pp3+++=them
they ^pp3a+pp3+++=they
succeeded ^vbd+++xvbnx+=succeeded
often ^rb++++=often
in ^in++++=in
shocking ^xvbg+++xvbg+=shocking
fearfully ^rb++++=fearfully
all ^rb++++=all
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
finer ^jjr+atrb+++=finer
sensibilities ^nns+nom+++=sensibilities.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
question ^nn+nom+++=question
of ^in++++=of
Allen ^np++++=Allen
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
annoyance ^nn+nom+++=annoyance
would ^md+prd+++=would
soon ^rb+tm+++=soon
have ^vb+hv+aux++=have
ceased ^vprf+++xvbnx+=ceased.
. ^zz++++=EXTRAWORD
Alfred ^np++++=Alfred
would ^md+prd+++=would
simply ^rb++++=simply
have ^vb+hv+aux++=have
bashfully ^rb++splt++=bashfully
killed ^vprf+++xvbnx+=killed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
because ^cs+cos+++=because
of ^in"++++=of
his ^pp$+pp3+++=his
innate ^jj+atrb+++=innate
courtesy ^nn++++=courtesy,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
so ^ql+emph+++=so
saturated ^jj+++xvbn+=saturated
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
his ^pp$+pp3+++=his
philosophy ^nn++++=philosophy
of ^in++++=of
life ^nn++++=life
was ^vbd+bedz+aux++=was
thoroughly ^rb+amp+splt++=thoroughly
tinged ^vpsv++by+xvbnx+=tinged
by ^in++++=by
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent
and ^cc+phrs+++=and
inactive ^jj++++=inactive.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
to ^to+ncmp+++=to
recommend ^vbi+vsua+++=recommend
a ^at++++=a
plains ^npls++++=plains
journey ^nn++++=journey
at ^rb++++=at
first ^rb"++++=first.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
at ^rb++++=at
all ^abn++++=all
to ^to++++=to
recommend ^vbi+vsua+++=recommend
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+vrb++=has
the ^ati++++=the
same ^ap++++=same
monotony ^nn++++=monotony
as ^in++++=as
a ^at++++=a
voyage ^nn++++=voyage
at ^rb++++=at
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
there ^ex+pex+++=there
is ^vbz+bez+aux++=is
less ^rbr++splt++=less
living ^vbg+++xvbgx+=living
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
being ^nn+nn+aux++=being
carried ^vbd+++xvbn+=carried,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
progress ^nns+nom+++=progress
to ^in++++=to
a ^at++++=a
great ^jj+atrb+++=great
extent ^nn++++=extent
by ^in++++=by
your ^pp$+pp2+++=your
own ^ap++++=own
volition ^nn+nom+++=volition.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
the ^ati++++=the
food ^nn++++=food
is ^vbz+bez+vrb++=is
coarse ^jj+pred+++=coarse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
bathe ^vb++++=bathe.
. ^zz++++=EXTRAWORD
To ^in++++=To
a ^at++++=a
plainsman ^nn+nom+++=plainsman,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
the ^ati++++=the
instinct ^nn++++=instinct,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
things ^nns++++=things
are ^vb+ber+vrb++=are
as ^ql++++=as
nothing ^pn++++=nothing
in ^in++++=in
comparison ^in"++++=comparison
with ^in"++++=with
the ^ati++++=the
charm ^nn++++=charm
of ^in++++=of
the ^ati++++=the
outdoor ^jjb+atrb+++=outdoor
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
pleasing ^nn++++=pleasing
tingling ^vwbg+++xvbg+=tingling
of ^in++++=of
adventure ^nn++++=adventure.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
woman ^nn++++=woman
is ^vbz+bez+vrb++=is
a ^at++++=a
creature ^nn++++=creature
wedded ^vbd+++xvbn+=wedded
to ^in++++=to
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
also ^rb++++=also
has ^vbz+hvz+vrb++=has
a ^at++++=a
strange ^jj+atrb+++=strange
instinctive ^jj+atrb+++=instinctive
desire ^nn++++=desire
to ^to+ncmp+++=to
be ^vbi++vrb++=be
entirely ^rb+amp+++=entirely
alone ^rb++++=alone
every ^at++++=every
once ^rb+tm+++=once
in ^in++++=in
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
probably ^rb++++=probably
because ^cs+cos+++=because
her ^pp3o+pp3+++=her
experiences ^nns+nom+++=experiences,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
not ^xnot++not++=not
less ^rbr++++=less
numerous ^jj++++=numerous
than ^in++++=than
man ^nn++++=man's,
's, ^nn+++??+=EXTRAWORD
are ^vb+ber+vrb++=are
mainly ^rb++++=mainly
psychical ^jj+pred+++=psychical,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
needs ^nns++++=needs
occasionally ^rb++++=occasionally
time ^nn++++=time
to ^to++++=to
get ^vbi++++=get
" ^zz++++="thought
thought ^nn+++xvbn+=EXTRAWORD
up ^in+cmpx+++=up
to ^in++++=to
date ^nn++++=date."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
Miss ^npt++++=Miss
Caldwell ^np++++=Caldwell
began ^vbd+++xvbn+=began
to ^to++++=to
get ^vbi++++=get
very ^ql+amp+++=very
impatient ^jj++++=impatient.
. ^zz++++=EXTRAWORD
The ^ati++++=The
afternoon ^nn++++=afternoon
of ^in++++=of
the ^ati++++=the
sixth ^od++++=sixth
day ^nn++++=day
Alfred ^np++++=Alfred,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Caldwell ^np++++=Caldwell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Allen ^np++++=Allen
rode ^vbd+++xvbn+=rode
along ^in++++=along
side ^nn++++=side
by ^in++++=by
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Alfred ^np++++=Alfred
was ^vbd+bedz+aux++=was
telling ^nvbg+++xvbg+=telling
a ^at++++=a
self ^nn++++=self-effacing
- ^zz++++=EXTRAWORD
effacing ^jj+atrb+++=EXTRAWORD
story ^nn++++=story
of ^in++++=of
adventure ^nn++++=adventure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Caldwell ^np++++=Caldwell
was ^vbd+bedz+aux++=was
listening ^vbg+++xvbgx+=listening
carelessly ^rb++++=carelessly
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
else ^rb+cnj+++=else
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
Allen ^np++++=Allen
chaffed ^vbd+++xvbn+=chaffed
lazily ^rb++++=lazily
when ^wrb+who+++=when
the ^ati++++=the
fancy ^nn++++=fancy
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
happened ^vbd+++xvbnx+=happened
to ^to+vcmp+++=to
have ^vbi++vrb++=have
a ^at++++=a
limb ^nn++++=limb
broken ^vbd+++xvbn+=broken
at ^rb++++=at
the ^ati++++=the
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Alfred ^np++++=Alfred
