In ^in++++=IN
large ^jj+atrb+++=large
fresh ^jj+atrb+++=fresh
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tree ^nn++++=tree
would ^md+prd+++=would
always ^rb++splt++=always
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
little ^jj+atrb+++=little
creature ^nn++++=creature!
! ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
whole ^jj+atrb+++=whole
life ^nn++++=life
consists ^nns+nom+++=consists
only ^rb+down+++=only
of ^in++++=of
a ^at++++=a
single ^jj+atrb+++=single
day ^nn++++=day.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
very ^ql+amp+++=very
short ^jj++++=short.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
be ^vb+be+vrb++=be
quite ^rb++++=quite
melancholy ^jj+pred+++=melancholy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Melancholy!
melancholy ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
creature ^nn++++=creature
would ^md+prd+++=would
always ^rb++++=always
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
" ^zz++++="Everything
everything ^pn++++=EXTRAWORD
around ^rp++++=around
me ^pp1o+pp1+++=me
is ^vbz+bez+vrb++=is
so ^ql++++=so
wonderfully ^rb++++=wonderfully
bright ^jj++++=bright
and ^cc+phrs+++=and
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beautiful ^jj++++=beautiful,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
makes ^vbz++++=makes
me ^pp1o+pp1+++=me
joyous ^jj++++=joyous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
only ^rb+down+++=only
for ^in++++=for
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
all ^abn++++=all
over ^in+strn+++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Over!"
over ^in+strn+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
the ^ati++++=the
fly ^nn++++=fly;
; ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
all ^abn++++=all
over ^in+strn+++=over?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
all ^abn++++=all
over ^in++++=over
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No;
no ^at++++=EXTRAWORD
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
very ^ql+amp+++=very
likely ^jj++++=likely
live ^jj++++=live
for ^in++++=for
thousands ^cds++++=thousands
of ^in++++=of
your ^pp$+pp2+++=your
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
day ^nn++++=day
is ^vbz+bez+vrb++=is
whole ^jj+atrb+++=whole
seasons ^nns++++=seasons
long ^jj++++=long;
; ^zz++++=EXTRAWORD
indeed ^rb++++=indeed
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
so ^ql++++=so
long ^rb++++=long
that ^dt+dem+++=that
you ^pp2+pp2+++=you
could ^md+pos+++=could
never ^rb++splt++=never
reckon ^vb+vprv+tht0++=reckon
it ^pp3+it+++=it
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No?
no ^at++++=EXTRAWORD
? ^zz++++=EXTRAWORD
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
have ^vb+hv+vrb++=have
thousands ^cds++++=thousands
of ^in++++=of
my ^pp$+pp1+++=my
days ^nns++++=days,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
thousands ^cds++++=thousands
of ^in++++=of
moments ^nns+nom+++=moments
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
can ^md+pos+++=can
be ^vb+be+vrb++=be
merry ^jj+pred+++=merry
and ^cc+phrs+++=and
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
all ^rb++++=all
the ^ati++++=the
beauty ^nn++++=beauty
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
cease ^vb++++=cease
when ^wrb+who+++=when
you ^pp2+pp2+++=you
die ^vb++++=die?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
tree ^nn++++=tree;
; ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
certainly ^rb++++=certainly
last ^rb++++=last
much ^ap++++=much
longer ^rbr++++=longer,
, ^zz++++=EXTRAWORD
infinitely ^rb++++=infinitely
longer ^rbr++++=longer
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
can ^md+pos+++=can
even ^rb++splt++=even
think ^vb+vprv+++=think
of ^in+strn+++=of."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
little ^ap++++=little
fly ^vb++++=fly,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
to ^to++++=to
live ^vbi++++=live;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
we ^pp1a+pp1+++=we
reckon ^vb+vprv+++=reckon
differently ^rb++++=differently."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
little ^jj+atrb+++=little
creature ^nn++++=creature
danced ^vbd+++xvbn+=danced
and ^cc+phrs+++=and
floated ^vbd+++xvbn+=floated
in ^in++++=in
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
rejoicing ^nvbg+++xvbg+=rejoicing
in ^in++++=in
her ^pp$+pp3+++=her
delicate ^jj+atrb+++=delicate
wings ^nns++++=wings
of ^in++++=of
gauze ^nn++++=gauze
and ^cc++++=and
velvet ^nn++++=velvet,
, ^zz++++=EXTRAWORD
rejoicing ^nvbg+++xvbg+=rejoicing
in ^in++++=in
the ^ati++++=the
balmy ^nn+++??+=balmy
breezes ^nns++++=breezes,
, ^zz++++=EXTRAWORD
laden ^j+++xvbn+=laden
with ^in++++=with
the ^ati++++=the
fragrance ^nn+nom+++=fragrance
of ^in++++=of
clover ^nn++++=clover-fields
- ^zz++++=EXTRAWORD
fields ^nns++++=EXTRAWORD
and ^cc++++=and
wild ^jj+atrb+++=wild
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
elder ^jjr++++=elder-blossoms
- ^zz++++=EXTRAWORD
blossoms ^nns+++??+=EXTRAWORD
and ^cc++++=and
honeysuckle ^nn++++=honeysuckle,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
garden ^nn++++=garden
hedges ^nns++++=hedges,
, ^zz++++=EXTRAWORD
wild ^jj+atrb+++=wild
thyme ^nn++++=thyme,
, ^zz++++=EXTRAWORD
primroses ^nns++++=primroses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mint ^nn++++=mint,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
scent ^nn++++=scent
of ^in++++=of
all ^abn++++=all
these ^dt+pdem+++=these
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
strong ^jj++++=strong
that ^cs+sub+++=that
the ^ati++++=the
perfume ^nn++++=perfume
almost ^rb+hdg+++=almost
intoxicated ^vbd+++xvbn+=intoxicated
the ^ati++++=the
little ^ap++++=little
fly ^vb++++=fly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
long ^jj+atrb+++=long
and ^cc+phrs+++=and
beautiful ^jj+atrb+++=beautiful
day ^nn++++=day
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
full ^jj++++=full
of ^in++++=of
joy ^nn++++=joy
and ^cc++++=and
sweet ^jj+atrb+++=sweet
delights ^nns++++=delights,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
when ^wrb+who+++=when
the ^ati++++=the
sun ^nn++++=sun
sank ^vbd+++xvbn+=sank
low ^jj++++=low
it ^pp3+it+++=it
felt ^vbd+vprv++xvbn+=felt
tired ^jj+++xvbn+=tired
of ^in++++=of
all ^abn++++=all
its ^pp$+it+++=its
happiness ^nns+nom+++=happiness
and ^cc++++=and
enjoyment ^nn+nom+++=enjoyment.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
wings ^nns++++=wings
could ^md+pos+++=could
sustain ^vb++++=sustain
it ^pp3+it+++=it
no ^at++++=no
longer ^rbr++++=longer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gently ^rb++++=gently
and ^cc+phrs+++=and
slowly ^rb++++=slowly
it ^pp3+it+++=it
glided ^vbd+++xvbn+=glided
down ^rp++++=down
upon ^in++++=upon
the ^ati++++=the
soft ^nn++++=soft
waving ^vwbg+++xvbg+=waving
blades ^nns++++=blades
of ^in++++=of
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
nodded ^j+++xvbn+=nodded
its ^pp$+it+++=its
little ^rb++++=little
head ^jjb++++=head
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
it ^pp3+it+++=it
could ^md+pos+++=could
nod ^vb++++=nod,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slept ^vbd+++xvbn+=slept
peacefully ^rb++++=peacefully
and ^cc+phrs+++=and
sweetly ^rb++++=sweetly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fly ^nn++++=fly
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
little ^jj+atrb+++=little
Ephemera ^np+++??+=Ephemera!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
oak ^nn++++=oak;
; ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
terribly ^rb++++=terribly
short ^jj+atrb+++=short
life ^nn++++=life!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
on ^in++++=on
every ^at++++=every
summer ^nn++++=summer
day ^nn++++=day
the ^ati++++=the
dance ^nn++++=dance
was ^vbd+bedz+aux++=was
repeated ^vpsv++agls+xvbnx+=repeated,
, ^zz++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
questions ^nns+nom+++=questions
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
same ^ap++++=same
answers ^nns+nom+++=answers
given ^vwbn+++xvbn+=given.
. ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
thing ^nn++++=thing
was ^vbd+bedz+aux++=was
continued ^vpsv++agls+xvbnx+=continued
through ^in++++=through
many ^ap++++=many
generations ^nns+nom+++=generations
of ^in++++=of
Ephemera ^np+++??+=Ephemera;
; ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
felt ^vbd+vprv++xvbn+=felt
equally ^rb++++=equally
merry ^jj++++=merry
and ^cc++++=and
equally ^rb++++=equally
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
oak ^nn++++=oak
remained ^vbd+++xvbn+=remained
awake ^jj++++=awake
through ^in++++=through
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noon ^nn++++=noon
of ^in++++=of
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
evening ^nn++++=evening
of ^in++++=of
autumn ^nn++++=autumn;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
time ^nn++++=time
of ^in++++=of
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
night ^nn++++=night
drew ^vbd+++xvbn+=drew
nigh ^rb++++=nigh
winter ^nn++++=winter
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming.
. ^zz++++=EXTRAWORD
Already ^rb++++=Already
the ^ati++++=the
storms ^nns++++=storms
were ^vbd+bed+aux++=were
singing ^vbg+++xvbgx+=singing,
, ^zz++++=EXTRAWORD
" ^zz++++="Good-night,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
good ^jj++++=good-night."
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
fell ^vbd+++xvbn+=fell
a ^at++++=a
leaf ^nn++++=leaf
and ^cc++++=and
there ^rn+pl+++=there
fell ^nn+++xvbn+=fell
a ^at++++=a
leaf ^nn++++=leaf.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
rock ^vb++++=rock
you ^pp2+pp2+++=you
and ^cc++++=and
lull ^vb++++=lull
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
to ^to++++=to
sleep ^vbi++++=sleep,
, ^zz++++=EXTRAWORD
go ^vb++++=go
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=will
sing ^vb++++=sing
you ^pp2+pp2+++=you
to ^to++++=to
sleep ^vbi++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shake ^vb++++=shake
you ^pp2+pp2+++=you
to ^to++++=to
sleep ^vbi++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
will ^md+prd+++=will
do ^vb+do+vrb++=do
your ^pp$+pp2+++=your
old ^jj+atrb+++=old
twigs ^nns++++=twigs
good ^jj++++=good;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
will ^md+prd+++=will
even ^rb++++=even
crackle ^nn+++??+=crackle
with ^in++++=with
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
Sleep ^nn++++=Sleep
sweetly ^rb+cnj+++=sweetly,
, ^zz++++=EXTRAWORD
sleep ^nn++++=sleep
sweetly ^rb+cnj+++=sweetly,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
three ^cd++++=three-hundred-and-sixty-fifth
- ^zz++++=EXTRAWORD
hundred ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
sixty ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fifth ^od++++=EXTRAWORD
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Correctly ^rb++++=Correctly
speaking ^jj+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
but ^cc++++=but
a ^at++++=a
youngster ^nn+nom+++=youngster
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Sleep ^nn++++=Sleep
sweetly ^rb+cnj+++=sweetly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clouds ^nns++++=clouds
will ^md+prd+++=will
drop ^vb++++=drop
snow ^nn++++=snow
upon ^in++++=upon
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
will ^md+prd+++=will
be ^vb+be+vrb++=be
quite ^rb++++=quite
a ^at++++=a
cover ^vb++++=cover-lid,
- ^zz++++=EXTRAWORD
lid ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
warm ^jj++++=warm
and ^cc+phrs+++=and
sheltering ^jj+++xvbg+=sheltering
to ^in++++=to
your ^pp$+pp2+++=your
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Sweet ^jj+atrb+++=Sweet
sleep ^nn++++=sleep
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pleasant ^jj+atrb+++=pleasant
dreams ^nps++++=dreams."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
there ^ex+pex+++=there
stood ^vprf+++xvbn+=stood
the ^ati++++=the
oak ^nn++++=oak,
, ^zz++++=EXTRAWORD
stripped ^j+++xvbn+=stripped
of ^in++++=of
all ^abn++++=all
its ^pp$+it+++=its
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
to ^in++++=to
rest ^nn++++=rest
during ^in++++=during
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
a ^at++++=a
long ^jj+atrb+++=long
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
dream ^nn++++=dream
many ^ap++++=many
dreams ^nps++++=dreams
of ^in++++=of
events ^nns++++=events
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened
in ^in++++=in
its ^pp$+it+++=its
life ^nn++++=life,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
dreams ^nps++++=dreams
of ^in++++=of
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
tree ^nn++++=tree
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
small ^jj++++=small;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
in ^in++++=in
its ^pp$+it+++=its
cradle ^nn++++=cradle
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
acorn ^nn++++=acorn.
. ^zz++++=EXTRAWORD
According ^in++++=According
to ^in++++=to
human ^jj+atrb+++=human
computation ^nn+nom+++=computation,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
in ^in++++=in
the ^ati++++=the
fourth ^od++++=fourth
century ^nn++++=century
of ^in++++=of
its ^pp$+it+++=its
existence ^nn+nom+++=existence.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
largest ^jjt+atrb+++=largest
and ^cc+phrs+++=and
best ^jjt+atrb+++=best
tree ^nn++++=tree
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
summit ^nn++++=summit
towered ^vbd+++xvbn+=towered
above ^rb++++=above
all ^abn++++=all
the ^ati++++=the
other ^ap++++=other
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
far ^rb+pl+++=far
out ^rp+pl+++=out
at ^rb++++=at
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
it ^pp3+it+++=it
served ^vbd+++xvbn+=served
as ^ql++++=as
a ^at++++=a
landmark ^nn++++=landmark
to ^in++++=to
the ^ati++++=the
sailors ^nns++++=sailors.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
no ^at++++=no
idea ^nn++++=idea
how ^wrb+who+++=how
many ^ap++++=many
eyes ^nns++++=eyes
looked ^vbd+++xvbn+=looked
eagerly ^rb++++=eagerly
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
In ^in++++=In
its ^pp$+it+++=its
topmost ^nn+++??+=topmost
branches ^nns++++=branches
the ^ati++++=the
wood ^nn++++=wood-pigeon
- ^zz++++=EXTRAWORD
pigeon ^nn++++=EXTRAWORD
built ^vbd+++xvbn+=built
her ^pp$+pp3+++=her
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cuckoo ^nn++++=cuckoo
carried ^vbd+++xvbn+=carried
out ^rp+pl+++=out
his ^pp$+pp3+++=his
usual ^jj+atrb+++=usual
vocal ^jj+atrb+++=vocal
performances ^nns+nom+++=performances,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^vbn+vprv+tht0+xvbn+=EXTRAWORD
notes ^nns++++=notes
echoed ^vwbn+++xvbn+=echoed
amid ^in++++=amid
the ^ati++++=the
boughs ^nns++++=boughs;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
autumn ^nn++++=autumn,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
leaves ^nn++++=leaves
looked ^vbd+++xvbn+=looked
like ^in++++=like
beaten ^vbd+++xvbn+=beaten
copper ^nn++++=copper
plates ^nns++++=plates,
, ^zz++++=EXTRAWORD
the ^ati++++=the
birds ^nns++++=birds
of ^in++++=of
passage ^nn+nom+++=passage
would ^md+prd+++=would
come ^vb++++=come
and ^cc++++=and
rest ^nn++++=rest
upon ^in++++=upon
the ^ati++++=the
branches ^nns++++=branches
before ^in++++=before
taking ^xvbg+++xvbg+=taking
their ^pp$+pp3+++=their
flight ^nn++++=flight
across ^in+pl+++=across
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
winter ^nn++++=winter,
