From ^in++++=From
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
go ^vb++++=go
into ^in++++=into
town ^nn++++=town,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
gruffly ^jj++++=gruffly,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
uncertain ^jj++++=uncertain
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
back ^jjb+pred+++=back.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
that ^dt+dem+++=that
stuff ^nn++++=stuff
cleared ^vwbn+++xvbn+=cleared
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reply ^nn++++=reply
to ^in++++=to
the ^ati++++=the
urgent ^jj+atrb+++=urgent
letters ^nns+nom+++=letters--mind
-- ^--+clp+++=EXTRAWORD
mind ^nn++++=EXTRAWORD
you ^pp2+pp2+++=you
write ^vb++++=write
in ^in++++=in
the ^ati++++=the
proper ^jj+atrb+++=proper
tone ^nn++++=tone
to ^in++++=to
Dixon ^np++++=Dixon--as
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
soapy ^vb+++??+=soapy
as ^ql++++=as
you ^pp2+pp2+++=you
can ^md+pos+++=can
make ^vb++++=make
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
Miss ^npt++++=Miss
Brewer ^np++++=Brewer
we ^pp1a+pp1+++=we
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
reduce ^vb++++=reduce
the ^ati++++=the
fees ^nns++++=fees,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
her ^pp$+pp3+++=her
credit ^nn++++=credit
for ^in++++=for
a ^at++++=a
month ^nn++++=month.
. ^zz++++=EXTRAWORD
Guarantee ^nn+nom+++=Guarantee
the ^ati++++=the
Leicestershire ^np++++=Leicestershire
fellow ^jjb++++=fellow
a ^at++++=a
pass ^vb++++=pass
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
begins ^vbz++++=begins
at ^rb++++=at
once ^rb"+tm+++=once.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
listened ^vbd+++xvbn+=listened,
, ^zz++++=EXTRAWORD
bit ^nn++++=bit
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
wooden ^jj++++=wooden
penholder ^jjr++++=penholder
to ^in++++=to
splinters ^nns+nom+++=splinters.
. ^zz++++=EXTRAWORD
' ^zz++++='All
all ^abn++++=EXTRAWORD
right ^jj++++=right,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
' ^zz++++='But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
look ^vb++++=look
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
a ^rb++++=a
little ^rb"++++=little
money ^nn++++=money.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='So
so ^ql++++=EXTRAWORD
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
like ^in++++=like
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
coin ^nn++++=coin
in ^in++++=in
your ^pp$+pp2+++=your
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
give ^vb++++=give
me ^pp1o+pp1+++=me
half ^abn++++=half-a-crown.
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
absolute ^jj+atrb+++=absolute
need ^nn++++=need
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
even ^rb++++=even
get ^vb++++=get
my ^pp$+pp1+++=my
hair ^nn++++=hair
cut ^vbd+++xvbn+=cut.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sick ^jj+pred+++=sick
of ^in++++=of
this ^dt+dem+++=this
slavery ^nn+nom+++=slavery.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Then
then ^rn+tm+++=EXTRAWORD
go ^vb++++=go
and ^cc++++=and
do ^vb+do+vrb++=do
better ^jjr++++=better,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
well ^rb++++=well-dressed
- ^zz++++=EXTRAWORD
dressed ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
insolently ^rb++++=insolently.
. ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
glad ^jj+pred+++=glad
enough ^dt++++=enough
of ^in++++=of
the ^ati++++=the
job ^nn++++=job
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
offered ^vbd+++xvbnx+=offered
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
good ^jj++++=good
your ^pp$+pp2+++=your
looking ^vb+++xvbg+=looking
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
for ^in++++=for
money ^nn++++=money.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
no ^at++++=no
more ^ql++++=more
myself ^ppl+pp1+++=myself
than ^in++++=than
just ^rb+emph+++=just
live ^vb++++=live;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
a ^at++++=a
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
clear ^vb++++=clear
out ^rp+pl+++=out
of ^in++++=of
this ^dt+dem+++=this
rotten ^jj+atrb+++=rotten
business ^nns+nom+++=business.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
towards ^in++++=towards
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^cs+sub+++=before
opening ^xvbg+++xvbg+=opening
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood
hesitating ^vbg+++xvbg+=hesitating.
. ^zz++++=EXTRAWORD
' ^zz++++='Want
want ^vb++++=EXTRAWORD
to ^to+vcmp+++=to
get ^vbi++++=get
your ^pp$+pp2+++=your
hair ^nn++++=hair
cut ^vbd+++xvbn+=cut,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
sixpence ^nn+nom+++=sixpence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
I ^pp1a+pp1+++=I
can ^md+pos+++=can
spare ^vb++++=spare.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
man ^nn++++=man
at ^in++++=at
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
stared ^j+++xvbn+=stared
gloomily ^rb++++=gloomily
at ^in++++=at
the ^ati++++=the
sixpenny ^jjb+atrb+++=sixpenny
piece ^nn++++=piece
on ^in++++=on
the ^ati++++=the
table ^nn++++=table
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Topham ^np+++??+=Topham;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
university ^nn+nom+++=university
degree ^nn++++=degree
and ^cc++++=and
a ^at++++=a
damaged ^jj+atrb++xvbn+=damaged
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
months ^nns++++=months
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
choice ^nn++++=choice
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
between ^in++++=between
staying ^xvbg+++xvbg+=staying
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets
and ^cc++++=and
turning ^nvbg+++xvbg+=turning
sandwich ^nn++++=sandwich-man,
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
luck ^nn++++=luck
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Rudolph ^np++++=Rudolph
Starkey ^np+++??+=Starkey,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
wrote ^vbd+vprv++xvbn+=wrote
himself ^ppl+pp3+++=himself
M.a ^nn++++=M.A.
. ^zz++++=EXTRAWORD
of ^in++++=of
Dublin ^np++++=Dublin
University ^nn+nom+++=University
and ^cc++++=and
advertised ^jj+++xvbn+=advertised
a ^at++++=a
system ^nn++++=system
of ^in++++=of
tuition ^nn+nom+++=tuition
by ^in++++=by
correspondence ^nn+nom+++=correspondence.
. ^zz++++=EXTRAWORD
In ^in++++=In
return ^in"++++=return
for ^in"++++=for
mere ^jjb+atrb+++=mere
board ^nn++++=board
and ^cc++++=and
lodging ^nn++++=lodging
Topham ^np+++??+=Topham
became ^vbd+++xvbn+=became
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Starkey ^np++++=Starkey's
's ^$++++=EXTRAWORD
assistant ^nn+nom+++=assistant;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
by ^in++++=by
far ^rb+pl+++=far
the ^ati++++=the
greater ^jjr+atrb+++=greater
part ^nn++++=part
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Starkey ^np++++=Starkey's
's ^$++++=EXTRAWORD
work ^nn++++=work.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tutorial ^jj+atrb+++=tutorial
business ^nns+nom+++=business
was ^vbd+bedz+vrb++=was
but ^cc++++=but
moderately ^rb++++=moderately
successful ^jj++++=successful;
; ^zz++++=EXTRAWORD
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
kept ^vbd+++xvbn+=kept
its ^pp$+it+++=its
proprietor ^nn++++=proprietor
in ^in++++=in
cigarettes ^nns+nom+++=cigarettes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enabled ^vbd+++xvbn+=enabled
him ^pp3o+pp3+++=him
to ^to++++=to
pass ^vbi++++=pass
some ^dti++++=some
hours ^nns++++=hours
a ^at++++=a
day ^nn++++=day
at ^rb++++=at
a ^at++++=a
club ^nn++++=club,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
convinced ^jj++agls+xvbnx+=convinced
that ^tht+jcmp+++=that
before ^cs+sub+++=before
long ^rb++++=long
some ^dti++++=some
better ^jjr+atrb+++=better
chance ^nn++++=chance
in ^in++++=in
life ^nn++++=life
would ^md+prd+++=would
offer ^vb++++=offer
itself ^ppl++++=itself
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Having ^vbg+hvg++xvbg+=Having
always ^rb++++=always
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
lazy ^jj+atrb+++=lazy
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
Starkey ^np+++??+=Starkey
regarded ^vwbn+++xvbn+=regarded
himself ^ppl+pp3+++=himself
as ^in++++=as
an ^at++++=an
example ^nn++++=example
of ^in++++=of
industry ^nn++++=industry
unrewarded ^vbd+++xvbn+=unrewarded;
; ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
as ^ql++++=as
selfish ^jj++++=selfish
a ^at++++=a
fellow ^nn++++=fellow
as ^in++++=as
one ^cd1++++=one
could ^md+pos+++=could
meet ^vb++++=meet,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
reproached ^vbd+++xvbnx+=reproached
himself ^ppl+pp3+++=himself
with ^in++++=with
the ^ati++++=the
unworldliness ^nns+nom+++=unworldliness
of ^in++++=of
his ^pp$+pp3+++=his
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+vrb++=had
so ^ql+emph+++=so
hindered ^jj+++xvbn+=hindered
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
basely ^jj+atrb+++=basely
material ^nn++++=material
age ^nn++++=age.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
his ^pp$+pp3+++=his
ventures ^nns++++=ventures
was ^vbd+bedz+vrb++=was
a ^at++++=a
half ^abn++++=half-moral,
- ^zz++++=EXTRAWORD
moral ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
half ^abn++++=half-practical
- ^zz++++=EXTRAWORD
practical ^jj+atrb+++=EXTRAWORD
little ^jj+atrb+++=little
volume ^nn++++=volume
entitled ^vwbn+++xvbn+=entitled
Success ^nns+nom+++=Success
in ^in++++=in
Life ^nn++++=Life.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
it ^pp3+it+++=it
been ^vprf+ben+vrb+xvbn+=been
either ^dtx++++=either
more ^rbr++++=more
moral ^jj++++=moral
or ^cc++++=or
more ^rbr++++=more
practical ^jj++++=practical,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
book ^nn++++=book
would ^md+prd+++=would
probably ^rb++++=probably
have ^vb+hv+aux++=have
yielded ^vprf+++xvbnx+=yielded
him ^pp3o+pp3+++=him
a ^at++++=a
modest ^jj+atrb+++=modest
income ^nn++++=income,
, ^zz++++=EXTRAWORD
for ^in++++=for
such ^abl++++=such
works ^nns++++=works
are ^vb+ber+vrb++=are
dear ^jj+pred+++=dear
to ^in++++=to
the ^ati++++=the
British ^jj+atrb+++=British
public ^nn++++=public;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Rudolph ^np+++??+=Rudolph
Starkey ^np+++??+=Starkey,
, ^zz++++=EXTRAWORD
M.a ^nn++++=M.A.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
men ^nns++++=men
who ^whp+rel+subj++=who
do ^vb+do+vrb++=do
everything ^pn++++=everything
by ^in++++=by
halves ^nns++++=halves
and ^cc++++=and
snarl ^nn++++=snarl
over ^in++++=over
the ^ati++++=the
ineffectual ^jj+atrb+++=ineffectual
results ^nns++++=results.
. ^zz++++=EXTRAWORD
Topham ^np++++=Topham's
's ^$++++=EXTRAWORD
fault ^nn++++=fault
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
his ^pp$+pp3+++=his
instincts ^nns++++=instincts
but ^cc++++=but
too ^rb++++=too
thoroughly ^rb+amp+++=thoroughly.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
brought ^vbd+++xvbnx+=brought
him ^pp3o+pp3+++=him
to ^in++++=to
an ^at++++=an
end ^nn++++=end
of ^in++++=of
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Starkey ^np+++??+=Starkey
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
glad ^jj++++=glad
enough ^qlp++++=enough
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
employment ^nn+nom+++=employment
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
offered ^vpsv++agls+xvbnx+=offered
without ^in++++=without
any ^dti++++=any
inconvenient ^jj+atrb+++=inconvenient
inquiries ^nns++++=inquiries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
work ^nn++++=work
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
undertook ^vbd+vsua+tht0+xvbnx+=undertook
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
competently ^jj++++=competently
and ^cc++++=and
honestly ^rb++++=honestly
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
without ^in++++=without
a ^at++++=a
grumble ^nn++++=grumble.
. ^zz++++=EXTRAWORD
Beginning ^vbg+++xvbg+=Beginning
with ^in++++=with
a ^at++++=a
certain ^jj+atrb+++=certain
gratitude ^nn++++=gratitude
to ^in++++=to
his ^pp$+pp3+++=his
employer ^nn+nom+++=employer,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
without ^in++++=without
any ^dti++++=any
liking ^nvbg+++xvbg+=liking,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
soon ^rb+tm+++=soon
grew ^vbd+++xvbn+=grew
to ^to++++=to
detest ^vbi++++=detest
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
much ^ap++++=much
ado ^nn++++=ado
to ^to++++=to
keep ^vbi++++=keep
up ^rb+phrv+++=up
a ^at++++=a
show ^nn++++=show
of ^in++++=of
decent ^jj+atrb+++=decent
civility ^nn+nom+++=civility
in ^in++++=in
their ^pp$+pp3+++=their
intercourse ^nn+++??+=intercourse.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
better ^jjr+atrb+++=better
birth ^nn++++=birth
and ^cc++++=and
breeding ^nvbg+++xvbg+=breeding
than ^in++++=than
Starkey ^np+++??+=Starkey,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
burned ^vbd+++xvbnx+=burned
with ^in++++=with
resentment ^nn+nom+++=resentment
at ^in++++=at
the ^ati++++=the
scant ^jj+atrb+++=scant
ceremony ^nn++++=ceremony
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
treated ^vpsv++agls+xvbnx+=treated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
loathed ^vbd+++xvbn+=loathed
the ^ati++++=the
meanness ^nns+nom+++=meanness
which ^whp+rel+subj++=which
could ^md+pos+++=could
exact ^jj++++=exact
so ^ql++++=so
much ^ap++++=much
toil ^nn++++=toil
for ^in++++=for
such ^abl++++=such
poor ^jj+atrb+++=poor
remuneration ^nn+nom+++=remuneration.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
offering ^vbg+++xvbg+=offering
his ^pp$+pp3+++=his
terms ^nns++++=terms
Starkey ^np+++??+=Starkey
had ^vbd+hvd+aux++=had
talked ^vprf+++xvbnx+=talked
in ^cs+sub+++=in
that ^cs"++++=that
bland ^jj+atrb+++=bland
way ^nn++++=way
characteristic ^nn++++=characteristic
of ^in++++=of
him ^pp3o+pp3+++=him
with ^in++++=with
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
really ^rb+emph+++=really
ashamed ^jj+pred+++=ashamed
to ^to+jcmp+++=to
propose ^vbi++++=propose
nothing ^pn++++=nothing
better ^jjr++++=better
to ^to+jcmp+++=to
a ^at++++=a
man ^nn++++=man
of ^in++++=of
your ^pp$+pp2+++=your
standing ^nvbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
making ^vbg+++xvbgx+=making
a ^at++++=a
start ^nn++++=start,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fact ^nn++++=fact
of ^in++++=of
the ^ati++++=the
matter ^nn++++=matter
is ^vbz+bez+vrb++=is
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
at ^rb++++=at
present ^vb++++=present,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
very ^ql+amp+++=very
well ^rb++++=well
manage ^vb++++=manage
to ^to+vcmp+++=to
do ^vbi++++=do
all ^abn++++=all
the ^ati++++=the
work ^nn++++=work
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
worth ^in++++=worth
your ^pp$+pp2+++=your
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
get ^vb++++=get
on ^in++++=on
capitally ^rb++++=capitally
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
need ^nn++++=need
not ^xnot++not++=not
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
as ^ql++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
our ^pp$+pp1+++=our
progress ^nns+nom+++=progress
justifies ^vbz++++=justifies
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
come ^vprf+++xvbn+=come
to ^in++++=to
new ^jj+atrb+++=new
arrangements ^nns+nom+++=arrangements.
. ^zz++++=EXTRAWORD
A ^at++++=A
matter ^nn++++=matter
of ^in++++=of
six ^cd++++=six
