From ^in++++=FROM
intricate ^jj+atrb+++=intricate
colour ^nn++++=colour.
. ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
fell ^vbd+++xvbn+=fell
either ^dtx++++=either
upon ^in++++=upon
the ^ati++++=the
smooth ^jj++++=smooth,
, ^zz++++=EXTRAWORD
grey ^jj++++=grey
back ^jjb++++=back
of ^in++++=of
a ^at++++=a
pebble ^nn++++=pebble,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shell ^nn++++=shell
of ^in++++=of
a ^at++++=a
snail ^nn++++=snail
with ^in++++=with
its ^pp$+it+++=its
brown ^jj+atrb+++=brown,
, ^zz++++=EXTRAWORD
circular ^jj+atrb+++=circular
veins ^nns++++=veins,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
falling ^nvbg+++xvbg+=falling
into ^in++++=into
a ^at++++=a
raindrop ^nn+++??+=raindrop,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
expanded ^vbd+++xvbn+=expanded
with ^in++++=with
such ^abl++++=such
intensity ^nn+nom+++=intensity
of ^in++++=of
red ^jj++++=red,
, ^zz++++=EXTRAWORD
blue ^jj++++=blue
and ^cc++++=and
yellow ^nn++++=yellow
the ^ati++++=the
thin ^jj+atrb+++=thin
walls ^nns++++=walls
of ^in++++=of
water ^nn++++=water
that ^tht+rel+++=that
one ^cd1++++=one
expected ^jj+++xvbn+=expected
them ^pp3o+pp3+++=them
to ^to++++=to
burst ^vbi++++=burst
and ^cc+phrs+++=and
disappear ^vb+seem+++=disappear.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
the ^ati++++=the
drop ^nn++++=drop
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
in ^in++++=in
a ^at++++=a
second ^od++++=second
silver ^nn++++=silver
grey ^np++++=grey
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
light ^nn++++=light
now ^rn+tm+++=now
settled ^vbd+++xvbn+=settled
upon ^in++++=upon
the ^ati++++=the
flesh ^nn++++=flesh
of ^in++++=of
a ^at++++=a
leaf ^nn++++=leaf,
, ^zz++++=EXTRAWORD
revealing ^vbg+nom++xvbg+=revealing
the ^ati++++=the
branching ^jj+atrb++xvbg+=branching
thread ^nn++++=thread
of ^in++++=of
fibre ^nn++++=fibre
beneath ^in+pl+++=beneath
the ^ati++++=the
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
on ^in++++=on
and ^cc++++=and
spread ^vb+++xvbn+=spread
its ^pp$+it+++=its
illumination ^nn+nom+++=illumination
in ^in++++=in
the ^ati++++=the
vast ^jj+atrb+++=vast
green ^jj+atrb+++=green
spaces ^nns++++=spaces
beneath ^in+pl+++=beneath
the ^ati++++=the
dome ^nn++++=dome
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+++xvbn+=EXTRAWORD
and ^cc++++=and
tongue ^nn++++=tongue-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+atrb++xvbn+=EXTRAWORD
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
breeze ^nn++++=breeze
stirred ^vbd+++xvbn+=stirred
rather ^rb++++=rather
more ^rbr++++=more
briskly ^rb++++=briskly
overhead ^jjb++++=overhead
and ^cc++++=and
the ^ati++++=the
colour ^nn++++=colour
was ^vbd+bedz+aux++=was
flashed ^vpsv++agls+xvbnx+=flashed
into ^in++++=into
the ^ati++++=the
air ^nn++++=air
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
who ^whp+rel+subj++=who
walk ^vb++++=walk
in ^in++++=in
Kew ^np+++??+=Kew
Gardens ^nns++++=Gardens
in ^in++++=in
July ^nr++++=July.
. ^zz++++=EXTRAWORD
The ^ati++++=The
figures ^nns++++=figures
of ^in++++=of
these ^dt+dem+++=these
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
straggled ^vprf+++xvbn+=straggled
past ^jjb++++=past
the ^ati++++=the
flower ^nn++++=flower-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
curiously ^rb++++=curiously
irregular ^jj+atrb+++=irregular
movement ^nn+nom+++=movement
not ^xnot++not++=not
unlike ^in++++=unlike
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
white ^jj+atrb+++=white
and ^cc+phrs+++=and
blue ^jj+atrb+++=blue
butterflies ^nns++++=butterflies
who ^whp+rel+subj++=who
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
turf ^nn++++=turf
in ^in++++=in
zig ^nn+++??+=zig-zag
- ^zz++++=EXTRAWORD
zag ^nn+++??+=EXTRAWORD
flights ^nns++++=flights
from ^in++++=from
bed ^nn++++=bed
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+vrb++=was
about ^in++++=about
six ^cd++++=six
inches ^nns++++=inches
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
strolling ^jj++++=strolling
carelessly ^rb+cnj+++=carelessly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
she ^pp3a+pp3+++=she
bore ^vbd+++xvbnx+=bore
on ^in++++=on
with ^in++++=with
greater ^jjr+atrb+++=greater
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
turning ^nvbg+++xvbg+=turning
her ^pp$+pp3+++=her
head ^jjb++++=head
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
to ^to++++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
children ^nns++++=children
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
too ^rb++++=too
far ^rb+pl+++=far
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
kept ^vbd+++xvbn+=kept
this ^dt+dem+++=this
distance ^nn+nom+++=distance
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
woman ^nn++++=woman
purposely ^rb+cnj+++=purposely,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
perhaps ^rb++++=perhaps
unconsciously ^rb+cnj+++=unconsciously,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
go ^vbi++++=go
on ^in++++=on
with ^in++++=with
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts.
. ^zz++++=EXTRAWORD
" ^zz++++="Fifteen
fifteen ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
here ^rn+pl+++=here
with ^in++++=with
Lily ^np++++=Lily,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
sat ^vbd+++xvbn+=sat
somewhere ^rb++++=somewhere
over ^in++++=over
there ^rn+pl+++=there
by ^in++++=by
a ^at++++=a
lake ^nn++++=lake
and ^cc++++=and
I ^pp1a+pp1+++=I
begged ^vbd+++xvbnx+=begged
her ^pp$+pp3+++=her
to ^to++++=to
marry ^vbi++++=marry
me ^pp1o+pp1+++=me
all ^abn++++=all
through ^in++++=through
the ^ati++++=the
hot ^jj+atrb+++=hot
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
the ^ati++++=the
dragonfly ^nn++++=dragonfly
kept ^vbd+++xvbn+=kept
circling ^vbg+nom++xvbg+=circling
round ^rb++++=round
us ^pp1o+pp1+++=us:
: ^zz++++=EXTRAWORD
how ^wrb+who+++=how
clearly ^rb++++=clearly
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
the ^ati++++=the
dragonfly ^jj++++=dragonfly
and ^cc++++=and
her ^pp$+pp3+++=her
shoe ^nn++++=shoe
with ^in++++=with
the ^ati++++=the
square ^nn++++=square
silver ^nn++++=silver
buckle ^nn++++=buckle
at ^rb++++=at
the ^ati++++=the
toe ^nn++++=toe.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
shoe ^nn++++=shoe
and ^cc+cls+++=and
when ^wrb+who+++=when
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
impatiently ^rb++++=impatiently
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
without ^in++++=without
looking ^xvbg+++xvbg+=looking
up ^rp++++=up
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
say ^vb+vpub+++=say:
: ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
her ^pp$+pp3+++=her
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
her ^pp$+pp3+++=her
shoe ^nn++++=shoe.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
my ^pp$+pp1+++=my
love ^nn++++=love,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
desire ^nn++++=desire,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
dragonfly ^jj++++=dragonfly;
; ^zz++++=EXTRAWORD
for ^in++++=for
some ^dti++++=some
reason ^nn++++=reason
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
it ^pp3+it+++=it
settled ^vbd+++xvbn+=settled
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
on ^in++++=on
that ^dt+dem+++=that
leaf ^nn++++=leaf,
, ^zz++++=EXTRAWORD
the ^ati++++=the
broad ^jj+atrb+++=broad
one ^pn++++=one
with ^in++++=with
the ^ati++++=the
red ^jj+atrb+++=red
flower ^nn++++=flower
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
dragonfly ^nn++++=dragonfly
settled ^vbd+++xvbn+=settled
on ^in+ppvb+++=on
the ^ati++++=the
leaf ^nn++++=leaf
she ^pp3a+pp3+++=she
would ^md+prd+++=would
say ^vb+vpub+++=say
' ^zz++++='Yes'
yes ^uh++++=EXTRAWORD
' ^zz++++=EXTRAWORD
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
dragonfly ^rb++++=dragonfly
went ^vbd+++xvbn+=went
round ^rb++++=round
and ^cc++++=and
round ^nn++++=round:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
never ^rb++++=never
settled ^vbd+++xvbn+=settled
anywhereof ^nn+++??+=anywhereof
course ^nn++++=course
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
happily ^rb++++=happily
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
walking ^vbg+++xvbgx+=walking
here ^rn+pl+++=here
with ^in++++=with
Eleanor ^np++++=Eleanor
and ^cc++++=and
the ^ati++++=the
childrentell ^nn+++??+=childrenTell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor.
. ^zz++++=EXTRAWORD
D ^zz++++=D'you
'you ^nn+++??+=EXTRAWORD
ever ^rb++++=ever
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
ask ^vb++++=ask,
, ^zz++++=EXTRAWORD
Simon ^np++++=Simon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
Lily ^np++++=Lily,
, ^zz++++=EXTRAWORD
the ^ati++++=the
woman ^nn++++=woman
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+vrb++=have
married.. ^nn+++??+=married....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
silent ^jj++++=silent?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
mind ^vb+++??+=mind
my ^pp$+pp1+++=my
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
Simon ^np++++=Simon?
? ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Doesn't
n't ^xnot++not++0=EXTRAWORD
one ^cd1++++=one
always ^rb++++=always
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
garden ^nn++++=garden
with ^in++++=with
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
lying ^vwbg+++xvbg+=lying
under ^in++++=under
the ^ati++++=the
trees ^nns++++=trees?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Aren't
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
all ^abn++++=all
that ^dt+pdem+++=that
remains ^vbz++++=remains
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
ghosts ^nns++++=ghosts
lying ^vwbg+++xvbg+=lying
under ^in++++=under
the ^ati++++=the
trees,. ^nn+++??+=trees,...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
reality ^nn+nom+++=reality?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
a ^at++++=a
square ^nn++++=square
silver ^nn++++=silver
shoe ^nn++++=shoe
buckle ^nn++++=buckle
and ^cc++++=and
a ^at++++=a
dragonfly ^jj++++=dragonfly"
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
a ^at++++=a
kiss ^nn++++=kiss.
. ^zz++++=EXTRAWORD
Imagine ^vb+vprv+++=Imagine
six ^cd++++=six
little ^jj+atrb+++=little
girls ^nns++++=girls
sitting ^vwbg+++xvbg+=sitting
before ^in++++=before
their ^pp$+pp3+++=their
easels ^nns+++??+=easels
twenty ^cd++++=twenty
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
down ^rp++++=down
by ^in++++=by
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
a ^at++++=a
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
painting ^nvbg+++xvbg+=painting
the ^ati++++=the
water ^nn++++=water-lilies,
- ^zz++++=EXTRAWORD
lilies ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^rb++++=first
red ^jj+atrb+++=red
water ^nn++++=water-lilies
- ^zz++++=EXTRAWORD
lilies ^nns++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
suddenly ^rb++++=suddenly
a ^at++++=a
kiss ^vb++++=kiss,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
on ^rp++++=on
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
my ^pp$+pp1+++=my
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
my ^pp$+pp1+++=my
hand ^nn++++=hand
shook ^vbd+++xvbn+=shook
all ^rb++++=all
the ^ati++++=the
afternoon ^nn++++=afternoon
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
paint ^vb++++=paint.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
out ^rp+pl+++=out
my ^pp$+pp1+++=my
watch ^nn++++=watch
and ^cc++++=and
marked ^jj+++xvbn+=marked
the ^ati++++=the
hour ^nn++++=hour
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
would ^md+prd+++=would
allow ^vb++++=allow
myself ^ppl+pp1+++=myself
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
the ^ati++++=the
kiss ^nn++++=kiss
for ^in++++=for
five ^cd++++=five
minutes ^nns++++=minutes
onlyit ^nn+++??+=onlyit
was ^vbd+bedz+aux++=was
so ^ql++++=so
preciousthe ^vb+++??+=preciousthe
kiss ^vb++++=kiss
of ^in++++=of
an ^at++++=an
old ^jj++++=old
grey ^jj++++=grey-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
woman ^nn++++=woman
with ^in++++=with
a ^at++++=a
wart ^nn+++??+=wart
on ^in++++=on
her ^pp$+pp3+++=her
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mother ^nn++++=mother
of ^in++++=of
all ^abn++++=all
my ^pp$+pp1+++=my
kisses ^nns++++=kisses
all ^rb++++=all
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
Caroline ^np++++=Caroline,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
Hubert ^np++++=Hubert."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
walked ^vbd+++xvbnx+=walked
on ^in++++=on
the ^ati++++=the
past ^jjb++++=past
the ^ati++++=the
flower ^nn++++=flower-bed,
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
walking ^vbg+++xvbg+=walking
four ^cd++++=four
abreast ^rb+cnj+++=abreast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
diminished ^jj+++xvbn+=diminished
in ^in++++=in
size ^nn++++=size
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees
and ^cc++++=and
looked ^vbd+++xvbn+=looked
half ^abn++++=half
transparent ^jj++++=transparent
as ^in++++=as
the ^ati++++=the
sunlight ^nn++++=sunlight
and ^cc++++=and
shade ^nn++++=shade
swam ^vbd+++xvbn+=swam
over ^in++++=over
their ^pp$+pp3+++=their
backs ^nns++++=backs
in ^in++++=in
large ^jj+atrb+++=large
trembling ^jj+atrb++xvbg+=trembling
irregular ^nn++++=irregular
patches ^nns++++=patches.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
oval ^jj+atrb+++=oval
flower ^nn++++=flower
bed ^nn++++=bed
the ^ati++++=the
snail ^nn++++=snail,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
shell ^nn++++=shell
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stained ^vpsv++agls+xvbnx+=stained
red ^jj++++=red,
, ^zz++++=EXTRAWORD
blue ^jj++++=blue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yellow ^nn++++=yellow
for ^in++++=for
the ^ati++++=the
space ^nn++++=space
of ^in++++=of
two ^cd++++=two
minutes ^nns++++=minutes
or ^cc++++=or
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
moving ^vbg+++xvbgx+=moving
very ^ql+amp+++=very
slightly ^rb+down+++=slightly
in ^in++++=in
its ^pp$+it+++=its
shell ^nn++++=shell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
next ^rb++++=next
began ^vbd+++xvbn+=began
to ^to++++=to
labour ^vbi++++=labour
over ^in++++=over
the ^ati++++=the
crumbs ^nns++++=crumbs
of ^in++++=of
loose ^jj+atrb+++=loose
earth ^nn++++=earth
which ^whp+rel+subj++=which
broke ^vbd+++xvbn+=broke
away ^rp+pl+++=away
and ^cc++++=and
rolled ^vbd+++xvbn+=rolled
down ^rp++++=down
as ^ql++++=as
it ^pp3+it+++=it
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
a ^at++++=a
definite ^jj+atrb+++=definite
goal ^nn++++=goal
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
differing ^jj+++xvbg+=differing
in ^in++++=in
this ^dt+dem+++=this
respect ^nn++++=respect
from ^in++++=from
the ^ati++++=the
singular ^nn++++=singular
high ^jj++++=high
stepping ^jj+++xvbg+=stepping
angular ^jj+atrb+++=angular
green ^jj+atrb+++=green
insect ^nn++++=insect
who ^whp+rel+subj++=who
attempted ^vbd+++xvbn+=attempted
to ^to+vcmp+++=to
cross ^vbi++++=cross
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waited ^vpsv++agls+xvbn+=waited
for ^in++++=for
a ^at++++=a
second ^od++++=second
with ^in++++=with
its ^pp$+it+++=its
antenn ^nn+++??+=antenn
trembling ^vwbg+++xvbg+=trembling
as ^cs+sub+++=as
if ^cs+cnd+++=if
in ^in++++=in
deliberation ^nn+nom+++=deliberation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
stepped ^vbd+++xvbn+=stepped
off ^in+pl+++=off
as ^ql++++=as
rapidly ^rb++++=rapidly
and ^cc+phrs+++=and
strangely ^rb++++=strangely
in ^in++++=in
the ^ati++++=the
opposite ^jj+atrb+++=opposite
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Brown ^jj+atrb+++=Brown
cliffs ^nns++++=cliffs
