It ^pp3+it+++=It
as ^in++++=as
a ^at++++=a
navvy ^nn+++??+=navvy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
precious ^jj++++=precious
as ^ql++++=as
honour ^vb++++=honour.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs
Swann ^np++++=Swann
looked ^vbd+++xvbn+=looked
down ^rp++++=down
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
ended ^vbd+++xvbn+=ended
to ^in++++=to
the ^ati++++=the
east ^np+pl+++=east
in ^in++++=in
darkness ^nns+nom+++=darkness
and ^cc++++=and
a ^at++++=a
marl ^np++++=marl
pit ^nn++++=pit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
up ^rp++++=up
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
ended ^vbd+++xvbn+=ended
to ^in++++=to
the ^ati++++=the
west ^np+pl+++=west
in ^in++++=in
Trafalgar ^np+++??+=Trafalgar
Road ^nn++++=Road
and ^cc++++=and
electric ^jj+atrb+++=electric
cars ^nns++++=cars;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
shivered ^vbd+++xvbnx+=shivered,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
shawl ^nn++++=shawl
over ^rp++++=over
her ^pp3o+pp3+++=her
independent ^jj+atrb+++=independent
little ^jj+atrb+++=little
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
probably ^rb++++=probably
elsewhere ^rb+cnj+++=elsewhere,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
woman ^nn++++=woman
puts ^vbz++++=puts
her ^pp$+pp3+++=her
head ^jjb++++=head
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
front ^jjb+atrb+++=front
door ^nn++++=door,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
always ^rb++++=always
looks ^vbz++++=looks
first ^od++++=first
to ^in++++=to
right ^nn++++=right
and ^cc++++=and
then ^rn+tm+++=then
to ^to++++=to
left ^vbi++++=left,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
scouting ^jj+++xvbg+=scouting
Iroquois ^np+++??+=Iroquois,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
the ^ati++++=the
air ^nn++++=air
nips ^nns+++??+=nips
she ^pp3a+pp3+++=she
shivers ^nns+nom+++=shivers--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
cold ^jj+pred+++=cold,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
merely ^rb+down+++=merely
to ^to++++=to
express ^nns+nom+++=express
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
goodness ^nns+nom+++=goodness
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
keep ^vb++++=keep
your ^pp$+pp2+++=your
hands ^nns++++=hands
warm ^jj++++=warm,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs
Swann ^np++++=Swann
enjoined ^vbd+vsua++xvbn+=enjoined
her ^pp$+pp3+++=her
son ^nn++++=son.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh!"
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gilbert ^np++++=Gilbert,
, ^zz++++=EXTRAWORD
with ^in++++=with
scornful ^jj+atrb+++=scornful
lightness ^nns+nom+++=lightness,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
his ^pp$+pp3+++=his
playing ^vbg+++xvbg+=playing
had ^vb+hv+aux++=had
never ^rb++splt++=never
suffered ^vprf+++xvbnx+=suffered
from ^in++++=from
cold ^jj+atrb+++=cold
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
quite ^rb++++=quite
warm ^jj++++=warm
to ^to++++=to-night!"
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
mind ^nn++++=mind
what ^wdt+who+++=what
you ^pp2+pp2+++=you
eat ^vb++++=eat!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
" ^zz++++="There!
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
hear ^vb+vprv+++=hear
the ^ati++++=the
car ^nn++++=car."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hurried ^vbd+++xvbnx+=hurried
up ^rp++++=up
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
The ^ati++++=The
electric ^jj+atrb+++=electric
tram ^nn+++??+=tram
slid ^vbd+++xvbn+=slid
in ^in++++=in
thunder ^nn++++=thunder
down ^in++++=down
Trafalgar ^np+++??+=Trafalgar
Road ^nn++++=Road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopped ^vpsv++agls+xvbn+=stopped
for ^in++++=for
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
jar ^nn++++=jar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
gingerly ^rb++++=gingerly
climbed ^vbd+++xvbn+=climbed
into ^in++++=into
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
practising ^nvbg+++xvbg+=practising
all ^abn++++=all
precautions ^nns+nom+++=precautions
on ^in++++=on
behalf ^nn++++=behalf
of ^in++++=of
his ^pp$+pp3+++=his
violoncello ^nn+++??+=violoncello.
. ^zz++++=EXTRAWORD
The ^ati++++=The
car ^nn++++=car
slid ^vbd+++xvbn+=slid
away ^rp+pl+++=away
again ^rb+tm+++=again
towards ^in++++=towards
Bursley ^np+++??+=Bursley,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
blue ^jj+atrb+++=blue
sparks ^np++++=sparks.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs
Swann ^np++++=Swann
stared ^vbd+++xvbn+=stared
mechanically ^rb++++=mechanically
at ^in++++=at
the ^ati++++=the
flickering ^jj+atrb+++=flickering
gas ^nn++++=gas
in ^in++++=in
her ^pp$+pp3+++=her
lobby ^nn++++=lobby,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
closed ^jj+++xvbn+=closed
her ^pp3o+pp3+++=her
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone!
! ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone!
! ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nns++++=people
who ^whp+rel+subj++=who
considered ^vbd+vprv++xvbn+=considered
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
departure ^nn++++=departure
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
dramatic ^jj+atrb+++=dramatic
moment ^nn++++=moment
in ^in++++=in
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
musical ^jj+atrb+++=musical
enterprise ^nn++++=enterprise
in ^in++++=in
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
were ^vbd+bed+vrb++=were
Mrs ^npt++++=Mrs
Swann ^np++++=Swann,
, ^zz++++=EXTRAWORD
chiefly ^rb+cnj+++=chiefly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
secondarily ^jj++++=secondarily.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II
And ^cc++++=And
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
moment ^nn++++=moment--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
day ^nn++++=day,
, ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
week ^nn++++=week--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
dramatic ^jj+pred+++=dramatic
in ^in++++=in
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
local ^jj+atrb+++=local
musical ^jj+atrb+++=musical
enterprise ^nn++++=enterprise.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
occurred ^vprf+++xvbnx+=occurred
to ^in++++=to
somebody ^pn++++=somebody
in ^in++++=in
Hanbridge ^np+++??+=Hanbridge,
, ^zz++++=EXTRAWORD
about ^in++++=about
a ^at++++=a
year ^nn++++=year
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
since ^in++++=since
York ^np++++=York,
, ^zz++++=EXTRAWORD
Norwich ^np++++=Norwich,
, ^zz++++=EXTRAWORD
Hereford ^np+++??+=Hereford,
, ^zz++++=EXTRAWORD
Gloucester ^np+nom+++=Gloucester,
, ^zz++++=EXTRAWORD
Birmingham ^np++++=Birmingham,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
Blackpool ^np++++=Blackpool
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
musical ^jj+atrb+++=musical
festivals ^nns+nom+++=festivals,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi++vrb++=have
its ^pp$+it+++=its
musical ^jj+atrb+++=musical
festival ^nn+nom+++=festival.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Five ^cd++++=Five
Towns ^nns++++=Towns
possessed ^vbd+++xvbn+=possessed
a ^at++++=a
larger ^jjr+atrb+++=larger
population ^nn+nom+++=population
than ^in++++=than
any ^dti++++=any
of ^in++++=of
these ^dt+dem+++=these
centres ^nns++++=centres
save ^vb++++=save
Birmingham ^np++++=Birmingham,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
notorious ^jj+pred+++=notorious
for ^in++++=for
its ^pp$+it+++=its
love ^nn++++=love
of ^in++++=of
music ^nn++++=music.
. ^zz++++=EXTRAWORD
Choirs ^np+++??+=Choirs
from ^in++++=from
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
places ^nns++++=places--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
as ^ql++++=as
Brecknock ^np+++??+=Brecknock,
, ^zz++++=EXTRAWORD
Aberystwyth ^np+++??+=Aberystwyth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Crystal ^nn++++=Crystal
Palace ^nn++++=Palace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
a ^at++++=a
place ^nn++++=place
called ^vbd+++xvbn+=called
Hull ^np++++=Hull--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
back ^jjb++++=back
with ^in++++=with
first ^rb++++=first
prizes ^nns++++=prizes--cups
-- ^--+clp+++=EXTRAWORD
cups ^nns++++=EXTRAWORD
and ^cc++++=and
banners ^nns+nom+++=banners--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
the ^ati++++=the
singing ^jj+++xvbg+=singing
of ^in++++=of
choruses ^nns+++??+=choruses
and ^cc++++=and
part ^nn++++=part-songs.
- ^zz++++=EXTRAWORD
songs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
three ^cd++++=three
( ^zz++++=(or
or ^cc++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
two ^cd++++=two
and ^cc++++=and
a ^at++++=a
half ^abn++++=half)
) ^zz++++=EXTRAWORD
rival ^jjb+atrb+++=rival
choirs ^nns++++=choirs
in ^in++++=in
Hanbridge ^np+++??+=Hanbridge
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
also ^rb++++=also
the ^ati++++=the
brass ^nn++++=brass
band ^nn++++=band
contests ^nns++++=contests
were ^vbd+bed+aux++=were
famously ^rb++splt++=famously
attended ^vpsv++agls+xvbnx+=attended.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
cornet ^nn++++=cornet
players ^nns+nom+++=players
is ^vbz+bez+aux++=is
scarcely ^rb+down+splt++=scarcely
exceeded ^vpsv++by+xvbnx+=exceeded
by ^in++++=by
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
public ^jj++++=public-houses.
- ^zz++++=EXTRAWORD
houses ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Hence ^rb+cnj+++=Hence
the ^ati++++=the
feeling ^nvbg+++xvbg+=feeling,
, ^zz++++=EXTRAWORD
born ^xvbn+++xvbn+=born
and ^cc+phrs+++=and
fanned ^xvbn+++xvbn+=fanned
into ^in++++=into
lustiness ^nns+nom+++=lustiness
at ^in++++=at
Hanbridge ^np+++??+=Hanbridge,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
owed ^vbd+++xvbn+=owed
it ^pp3+it+++=it
to ^in++++=to
its ^pp$+it+++=its
self ^nn++++=self-respect
- ^zz++++=EXTRAWORD
respect ^nn++++=EXTRAWORD
to ^in++++=to
have ^vbi++vrb++=have
a ^at++++=a
Musical ^jj+atrb+++=Musical
Festival ^nn+nom+++=Festival
like ^in++++=like
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
world ^nn++++=world!
! ^zz++++=EXTRAWORD
Men ^nns++++=Men
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
of ^in++++=of
Wagner ^np++++=Wagner,
, ^zz++++=EXTRAWORD
men ^nns++++=men
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
told ^vprf+++xvbnx+=told
the ^ati++++=the
difference ^nn+nom+++=difference
between ^in++++=between
a ^at++++=a
sonata ^nn+++??+=sonata
and ^cc++++=and
a ^at++++=a
sonnet ^nn+++??+=sonnet
to ^to++++=to
save ^vbi++++=save
their ^pp$+pp3+++=their
souls ^nns++++=souls,
, ^zz++++=EXTRAWORD
men ^nns++++=men
who ^whp+rel+subj++=who
spent ^vbd+++xvbn+=spent
all ^abn++++=all
their ^pp$+pp3+++=their
lives ^nns++++=lives
in ^in++++=in
manufacturing ^xvbg+++xvbg+=manufacturing
tea ^nn++++=tea-cups
- ^zz++++=EXTRAWORD
cups ^nns++++=EXTRAWORD
or ^cc++++=or
china ^np++++=china
door ^nn++++=door-knobs,
- ^zz++++=EXTRAWORD
knobs ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
invited ^vpsv++agls+xvbnx+=invited
to ^to++++=to
guarantee ^nn+nom+++=guarantee
five ^cd++++=five
pounds ^nns++++=pounds
a ^at++++=a-piece
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
against ^in++++=against
possible ^jj+atrb+++=possible
loss ^nn++++=loss
on ^in++++=on
the ^ati++++=the
festival ^nn+nom+++=festival;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
bravely ^rb++++=bravely
and ^cc+phrs+++=and
blindly ^rb++++=blindly
did ^vbd+dod+vrb++=did
so ^rb++++=so.
. ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
of ^in++++=of
the ^ati++++=the
largest ^jjt++++=largest
Hanbridge ^np+++??+=Hanbridge
choir ^nn++++=choir,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
appointed ^xvbn+++xvbn+=appointed
to ^to+vcmp+++=to
conduct ^vbi++++=conduct
the ^ati++++=the
preliminary ^jj+atrb+++=preliminary
rehearsals ^nns+nom+++=rehearsals
of ^in++++=of
the ^ati++++=the
Festival ^nn+nom+++=Festival
Chorus ^nn++++=Chorus,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
an ^at++++=an
acute ^jj+atrb+++=acute
attack ^nn++++=attack
of ^in++++=of
self ^nn++++=self-importance,
- ^zz++++=EXTRAWORD
importance ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
ended ^vbd+++xvbn+=ended
fatally ^rb++++=fatally
a ^at++++=a
year ^nn++++=year
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
Double ^jj++++=Double-crown
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
posters ^nns+nom+++=posters
appeared ^vbd+seem++xvbn+=appeared
magically ^rb++++=magically
on ^in++++=on
all ^abn++++=all
the ^ati++++=the
hoardings ^nns++++=hoardings
announcing ^nvbg+++xvbg+=announcing
that ^tht+ncmp+++=that
a ^at++++=a
Festival ^nn+nom+++=Festival
consisting ^vwbg+++xvbg+=consisting
of ^in++++=of
three ^cd++++=three
evening ^nn++++=evening
and ^cc++++=and
two ^cd++++=two
morning ^nn++++=morning
concerts ^nns++++=concerts
would ^md+prd+++=would
be ^vb+be+aux++=be
held ^vpsv++agls+xvbnx+=held
in ^in++++=in
the ^ati++++=the
Alexandra ^np++++=Alexandra
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
at ^in++++=at
Hanbridge ^np+++??+=Hanbridge,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
6 ^zz++++=6
th ^zz++++=th,
, ^zz++++=EXTRAWORD
7 ^zz++++=7
th ^zz++++=th
and ^cc++++=and
8 ^zz++++=8
th ^zz++++=th
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
box ^nn++++=box-plan
- ^zz++++=EXTRAWORD
plan ^vb++++=EXTRAWORD
could ^md+pos+++=could
be ^vb+be+aux++=be
consulted ^vpsv++agls+xvbnx+=consulted
at ^rb++++=at
the ^ati++++=the
principal ^jjb+atrb+++=principal
stationers ^nns+nom+++=stationers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Alexandra ^np++++=Alexandra
Hall ^npl++++=Hall
contained ^vbd+++xvbn+=contained
no ^at++++=no
boxes ^nns++++=boxes
whatever ^nn+nom+++=whatever,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
" ^zz++++="box-plan"
box ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
plan ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
phrase ^nn++++=phrase
sacred ^jj++++=sacred
to ^in++++=to
the ^ati++++=the
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
used ^vbd+++xvbn+=used.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
Festival ^nn+nom+++=Festival
more ^rbr++++=more
and ^cc+phrs+++=and
more ^rbr++++=more
impregnated ^vbd+++xvbn+=impregnated
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
the ^ati++++=the
lion ^nn++++=lion's
's ^$++++=EXTRAWORD
share ^nn++++=share
of ^in++++=of
the ^ati++++=the
columns ^nns++++=columns
of ^in++++=of
the ^ati++++=the
Staffordshire ^np++++=Staffordshire
Signal ^nn++++=Signal.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
few ^ap++++=few
days ^nns++++=days
the ^ati++++=the
Signal ^nn++++=Signal
reported ^vbd+vpub++xvbn+=reported
progress ^nns+nom+++=progress,
, ^zz++++=EXTRAWORD
even ^rb++++=even
to ^in++++=to
intimate ^jj+atrb+++=intimate
biographical ^jj+atrb+++=biographical
details ^nns++++=details
of ^in++++=of
the ^ati++++=the
singers ^nns+nom+++=singers
engaged ^vwbn+++xvbn+=engaged,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
composers ^nns+nom+++=composers
to ^to++++=to
be ^vbi+vbi+aux++=be
performed ^vpsv++agls+xvbnx+=performed,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
analyses ^nns++++=analyses
of ^in++++=of
the ^ati++++=the
latter ^ap++++=latter's
's ^vbz+bez+vrb++0=EXTRAWORD
works ^nn++++=works.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
week ^nn++++=week
itself ^ppl++++=itself
had ^vbd+hvd+aux++=had
dawned ^vprf+++xvbnx+=dawned
in ^in++++=in
exhilaration ^nn+nom+++=exhilaration
and ^cc++++=and
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
early ^jj++++=early
on ^in++++=on
the ^ati++++=the
day ^nn++++=day
before ^in++++=before
the ^ati++++=the
opening ^jj+atrb++xvbg+=opening
day ^nn++++=day
John ^np++++=John
Merazzi ^np+++??+=Merazzi,
, ^zz++++=EXTRAWORD
the ^ati++++=the
renowned ^jj+atrb+++=renowned
conductor ^nn++++=conductor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Herbert ^np++++=Herbert
Millwain ^np+++??+=Millwain,
, ^zz++++=EXTRAWORD
the ^ati++++=the
renowned ^jj+atrb+++=renowned
leader ^nn++++=leader
of ^in++++=of
the ^ati++++=the
orchestra ^nn++++=orchestra,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
renowned ^jj+atrb+++=renowned
orchestra ^nn++++=orchestra
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
all ^abn++++=all
