On ^in++++=On
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead
by ^in++++=by
his ^pp$+pp3+++=his
own ^ap++++=own
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
farther ^rbr++++=farther
I ^pp1a+pp1+++=I
understood ^vbd+vprv+tht0+xvbnx+=understood
its ^pp$+it+++=its
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
realized ^vbd+vprv++xvbn+=realized
how ^wrb+who+whcl++=how
coolly ^rb++++=coolly
formed ^vbd+++xvbn+=formed
a ^at++++=a
scheme ^nn++++=scheme
it ^pp3+it+++=it
disclosed ^vbd+vpub++xvbn+=disclosed
and ^cc+cls+++=and
how ^wrb+who+++=how
terrible ^jj++++=terrible
its ^pp$+it+++=its
purport ^nn++++=purport
was ^vbd+bedz+aux++=was
intended ^vpsv++agls+xvbnx+=intended
to ^to+vcmp+++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
The ^ati++++=The
worst ^nn++++=worst
of ^in++++=of
the ^ati++++=the
contents ^nns++++=contents
was ^vbd+bedz+vrb++=was
the ^ati++++=the
information ^nn+nom+++=information
that ^tht+vcmp+obj++=that
a ^at++++=a
certain ^jj+atrb+++=certain
officer ^nn++++=officer
( ^zz++++=(whom
whom ^whp+wpor+++=EXTRAWORD
he ^pp3a+pp3+++=he
named ^vbd+++xvbnx+=named)
) ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
driven ^vprf+++xvbnx+=driven
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
deed ^nn++++=deed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
committing ^vbg+++xvbgx+=committing
suicide ^nn++++=suicide
for ^in++++=for
the ^ati++++=the
sole ^jjb+atrb+++=sole
purpose ^nn++++=purpose
of ^in++++=of
gaining ^xvbg+++xvbg+=gaining
thereby ^rb++++=thereby
the ^ati++++=the
power ^nn++++=power
to ^to+ncmp+++=to
revenge ^vb++++=revenge
himself ^ppl+pp3+++=himself
upon ^in++++=upon
his ^pp$+pp3+++=his
enemy ^nn++++=enemy!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+vprv++xvbnx+=learned
afterward ^rb++++=afterward
that ^cs+sub+++=that
the ^ati++++=the
officer ^nn++++=officer
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
a ^at++++=a
similar ^jj+atrb+++=similar
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
puzzling ^jj+++xvbg+=puzzling
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
to ^to++++=to
reflect ^vbi+vprv+++=reflect
upon ^in++++=upon
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man's
's ^$++++=EXTRAWORD
peculiarities ^nns+nom+++=peculiarities.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
always ^rb++splt++=always
seemed ^vprf+++xvbnx+=seemed
somewhat ^rb+down+++=somewhat
uncanny ^jj++++=uncanny,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
I ^pp1a+pp1+++=I
proved ^vbd+vprv++xvbnx+=proved
more ^rbr++++=more
sympathetic ^jj++++=sympathetic
he ^pp3a+pp3+++=he
doubtless ^rb++++=doubtless
would ^md+prd+++=would
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
farther ^rbr++++=farther
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
of ^in++++=of
certain ^jj+atrb+++=certain
problems ^nns++++=problems
which ^wdt+who+whcl++=which
he ^pp3a+pp3+++=he
professed ^vbd+++xvbnx+=professed
to ^to++++=to
have ^vbi+vbi+aux++=have
solved ^vprf+++xvbnx+=solved
concerning ^in++++=concerning
the ^ati++++=the
life ^nn++++=life
beyond ^in++++=beyond
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
thing ^nn++++=thing
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
came ^vbd+++xvbn+=came
back ^jjb++++=back
vividly ^rb++++=vividly:
: ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
only ^rb+down+splt++=only
overcome ^vb+++xvbn+=overcome
that ^dt+dem+++=that
purely ^rb++++=purely
gross ^jj++++=gross
and ^cc++++=and
animal ^nn++++=animal
love ^nn++++=love
of ^in++++=of
life ^nn++++=life
that ^tht+rel+subj++=that
makes ^vbz++++=makes
us ^pp1o+pp1+++=us
all ^rb++++=all
shun ^vb++++=shun
death ^nn++++=death,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
kill ^vb++++=kill
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
far ^rb+pl+++=far
more ^rbr++++=more
powerful ^jj++++=powerful
I ^pp1a+pp1+++=I
could ^md+pos+++=could
be ^vb+be+vrb++=be
in ^in++++=in
spirit ^nn++++=spirit
than ^in++++=than
in ^in++++=in
flesh ^nn++++=flesh."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
manner ^nn++++=manner
of ^in++++=of
the ^ati++++=the
suicide ^nn++++=suicide
was ^vbd+bedz+vrb++=was
startling ^jj+pred+++=startling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
what ^wdt+who+++=what
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
expected ^vpsv++agls+xvbnx+=expected
from ^in++++=from
this ^dt+dem+++=this
odd ^jj+atrb+++=odd
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
scorning ^vbg+++xvbg+=scorning
the ^ati++++=the
flummery ^nn+nom+++=flummery
of ^in++++=of
funerals ^nns+nom+++=funerals,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
into ^in++++=into
a ^rb++++=a
little ^rb"++++=little
canyon ^nn++++=canyon
near ^in+pl+++=near
the ^ati++++=the
military ^jj+atrb+++=military
reservation ^nn+nom+++=reservation
and ^cc++++=and
blown ^jj+++xvbn+=blown
himself ^ppl+pp3+++=himself
into ^in++++=into
a ^at++++=a
million ^cd++++=million
fragments ^nns+nom+++=fragments
with ^in++++=with
dynamite ^nn++++=dynamite,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
all ^abn++++=all
of ^in++++=of
him ^pp3o+pp3+++=him
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
ever ^rb++splt++=ever
found ^vpsv++agls+xvbnx+=found
was ^vbd+bedz+vrb++=was
some ^dti++++=some
minute ^nn++++=minute
particles ^nns++++=particles
of ^in++++=of
flesh ^nn++++=flesh
and ^cc++++=and
bone ^nn++++=bone.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
the ^ati++++=the
letter ^nn++++=letter
a ^at++++=a
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
desired ^vbd+vsua++xvbnx+=desired
to ^to+vcmp+++=to
observe ^vbi+vprv+++=observe
the ^ati++++=the
officer ^nn++++=officer
without ^in++++=without
rousing ^xvbg+++xvbg+=rousing
his ^pp$+pp3+++=his
suspicion ^nn++++=suspicion
of ^in++++=of
my ^pp$+pp1+++=my
purpose ^nn++++=purpose;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
an ^at++++=an
admirable ^jj+atrb+++=admirable
test ^nn++++=test
of ^in++++=of
a ^at++++=a
dead ^jj+atrb+++=dead
man ^nn++++=man's
's ^$++++=EXTRAWORD
power ^nn++++=power
and ^cc++++=and
deliberate ^jj+atrb+++=deliberate
intention ^nn+nom+++=intention
to ^to+ncmp+++=to
haunt ^vb++++=haunt
the ^ati++++=the
living ^nvbg+++xvbg+=living,
, ^zz++++=EXTRAWORD
for ^in++++=for
so ^ql++++=so
I ^pp1a+pp1+++=I
interpreted ^vbd+++xvbnx+=interpreted
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
officer ^nn++++=officer
thus ^rb+cnj+++=thus
to ^to++++=to
be ^vbi+vbi+aux++=be
punished ^vpsv++agls+xvbnx+=punished
was ^vbd+bedz+vrb++=was
an ^at++++=an
oldish ^jj+atrb+++=oldish
man ^nn++++=man,
, ^zz++++=EXTRAWORD
short ^jj++++=short,
, ^zz++++=EXTRAWORD
apoplectic ^jj++++=apoplectic,
, ^zz++++=EXTRAWORD
overbearing ^jj++++=overbearing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
irascible ^jj++++=irascible.
. ^zz++++=EXTRAWORD
Generally ^rb+down+++=Generally
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
kind ^nn++++=kind
to ^to++++=to
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
in ^in++++=in
a ^at++++=a
way ^nn++++=way;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
gross ^jj+pred+++=gross
and ^cc++++=and
mean ^nn++++=mean,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
explained ^vbd+vpub++xvbn+=explained
sufficiently ^rb++++=sufficiently
his ^pp$+pp3+++=his
harsh ^jj+atrb+++=harsh
treatment ^nn+nom+++=treatment
of ^in++++=of
young ^jj+atrb+++=young
Gratmar ^np+++??+=Gratmar,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
efforts ^nns++++=efforts
to ^to+ncmp+++=to
break ^vbi++++=break
that ^cs+sub+++=that
flighty ^jj+atrb+++=flighty
young ^jj+atrb+++=young
man ^nn++++=man's
's ^$++++=EXTRAWORD
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
very ^ql+amp+++=very
long ^rb++++=long
after ^in++++=after
the ^ati++++=the
suicide ^nn++++=suicide
certain ^jj+atrb+++=certain
modifications ^nns+nom+++=modifications
in ^in++++=in
the ^ati++++=the
officer ^nn++++=officer's
's ^$++++=EXTRAWORD
conduct ^nn++++=conduct
became ^vbd+++xvbn+=became
apparent ^jj++++=apparent
to ^in++++=to
my ^pp$+pp1+++=my
watchful ^jj+atrb+++=watchful
oversight ^nn++++=oversight.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
choler ^jjr++++=choler,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
none ^pn++++=none
the ^ati++++=the
less ^rbr++++=less
sporadic ^jj++++=sporadic,
, ^zz++++=EXTRAWORD
developed ^j+++xvbn+=developed
a ^at++++=a
quality ^nn+nom+++=quality
which ^whp+rel+subj++=which
had ^vb+hv+vrb++=had
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
characteristics ^nns++++=characteristics
of ^in++++=of
senility ^nn+nom+++=senility;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
still ^rb++++=still
in ^in++++=in
his ^pp$+pp3+++=his
prime ^jjb++++=prime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vpsv++agls+xvbn+=passed
for ^in++++=for
a ^at++++=a
sound ^nn++++=sound
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
bachelor ^nn++++=bachelor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
always ^rb++++=always
alone ^jj++++=alone;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
presently ^rb+tm+++=presently
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
shirk ^vbi++++=shirk
solitude ^nn++++=solitude
at ^in++++=at
night ^nn++++=night
and ^cc++++=and
court ^nn++++=court
it ^pp3+it+++=it
in ^in++++=in
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
brother ^nn++++=brother-officers
- ^zz++++=EXTRAWORD
officers ^nns+nom+++=EXTRAWORD
chaffed ^vbd+++xvbn+=chaffed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thereupon ^rb++++=thereupon
he ^pp3a+pp3+++=he
would ^md+prd+++=would
laugh ^vb++++=laugh
in ^in++++=in
rather ^rb++++=rather
a ^at++++=a
forced ^jj+atrb++xvbn+=forced
and ^cc+phrs+++=and
silly ^jj+atrb+++=silly
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
different ^jj++++=different
from ^in++++=from
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
way ^nn++++=way
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
on ^in++++=on
these ^dt+dem+++=these
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
blush ^vb++++=blush
so ^ql++++=so
violently ^rb++++=violently
that ^cs+sub+++=that
his ^pp$+pp3+++=his
face ^nn++++=face
would ^md+prd+++=would
become ^vb++++=become
almost ^rb+hdg+++=almost
purple ^jj++++=purple.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
soldierly ^jj+atrb+++=soldierly
alertness ^nns+nom+++=alertness
and ^cc++++=and
sternness ^nns+nom+++=sternness
relaxed ^vbd+++xvbn+=relaxed
surprisingly ^rb++++=surprisingly
at ^in++++=at
some ^dti++++=some
times ^nns++++=times
and ^cc++++=and
at ^in++++=at
others ^aps++++=others
were ^vbd+bed+aux++=were
exaggerated ^vpsv++agls+xvbnx+=exaggerated
into ^in++++=into
unnecessary ^jj+atrb+++=unnecessary
acerbity ^nn+nom+++=acerbity,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
conduct ^nn++++=conduct
in ^in++++=in
this ^dt+dem+++=this
regard ^nn++++=regard
suggesting ^nn+vpub++xvbg+=suggesting
that ^tht+ncmp+++=that
of ^in++++=of
a ^at++++=a
drunken ^jj+atrb+++=drunken
man ^nn++++=man
who ^whp+rel+subj++=who
knows ^vbz+vprv+++=knows
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
drunk ^vpsv++agls+xvbnx+=drunk
and ^cc++++=and
who ^whp+rel+obj++=who
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
makes ^vbz++++=makes
a ^at++++=a
brave ^jj+atrb+++=brave
effort ^nn++++=effort
to ^to+ncmp+++=to
appear ^vbi+seem+++=appear
sober ^jj++++=sober.
. ^zz++++=EXTRAWORD
All ^abn++++=All
these ^dt+dem+++=these
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
some ^dti++++=some
mental ^jj+atrb+++=mental
strain ^nn++++=strain,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
dreadful ^jj+atrb+++=dreadful
apprehension ^nn++++=apprehension,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perhaps ^rb++++=perhaps
something ^pn++++=something
worse ^jjr++++=worse
than ^in++++=than
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbnx+=observed
partly ^rb+down+++=partly
by ^in++++=by
me ^pp1o+pp1+++=me
and ^cc++++=and
partly ^rb+down+++=partly
by ^in++++=by
an ^at++++=an
intelligent ^jj+atrb+++=intelligent
officer ^nn++++=officer
whose ^whp+rel+obj++=whose
watch ^nn++++=watch
upon ^in++++=upon
the ^ati++++=the
man ^nn++++=man
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
secured ^vpsv++by+xvbnx+=secured
by ^in++++=by
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
To ^to++++=To
be ^vbi++vrb++=be
more ^rbr++++=more
particular ^jj+pred+++=particular,
, ^zz++++=EXTRAWORD
the ^ati++++=the
afflicted ^jj+atrb++xvbn+=afflicted
man ^nn++++=man
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
often ^rb++++=often
to ^to++++=to
start ^vbi++++=start
suddenly ^rb++++=suddenly
and ^cc++++=and
in ^in++++=in
alarm ^nn++++=alarm,
, ^zz++++=EXTRAWORD
look ^vb++++=look
quickly ^rb++++=quickly
round ^jj++++=round,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
some ^dti++++=some
unintelligent ^jj+atrb+++=unintelligent
monosyllabic ^jj+atrb+++=monosyllabic
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
seemingly ^vb++++=seemingly
to ^to+vcmp+++=to
an ^at++++=an
inaudible ^jj+atrb+++=inaudible
question ^nn+nom+++=question
that ^tht+rel+obj++=that
no ^at++++=no
visible ^jj+atrb+++=visible
person ^nn++++=person
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
acquired ^vbd+++xvbnx+=acquired
the ^ati++++=the
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
of ^in++++=of
having ^nn+nn+aux++=having
taken ^vwbn+++xvbn+=taken
lately ^rb+tm+++=lately
to ^in++++=to
nightmares ^nns+++??+=nightmares,
, ^zz++++=EXTRAWORD
for ^in++++=for
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
he ^pp3a+pp3+++=he
would ^md+prd+++=would
shriek ^vb++++=shriek
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
dreadful ^jj+atrb+++=dreadful
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
alarming ^jj+++xvbg+=alarming
his ^pp$+pp3+++=his
roommates ^nns+nom+++=roommates
prodigiously ^rb++++=prodigiously.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
these ^dt+dem+++=these
attacks ^nns++++=attacks
he ^pp3a+pp3+++=he
would ^md+prd+++=would
sit ^vb++++=sit
up ^rp++++=up
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
ruddy ^jj+atrb+++=ruddy
face ^nn++++=face
devoid ^in++++=devoid
of ^in"++++=of
color ^nn++++=color,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
glassy ^nn+++??+=glassy
and ^cc++++=and
shining ^jj+++xvbg+=shining,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
breathing ^xvbg+++xvbg+=breathing
broken ^vprf+++xvbn+=broken
with ^in+ppvb+++=with
gasps ^nns++++=gasps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
body ^nn++++=body
wet ^nn++++=wet
with ^in++++=with
a ^at++++=a
cold ^jj+atrb+++=cold
perspiration ^nn+nom+++=perspiration.
. ^zz++++=EXTRAWORD
Knowledge ^nn++++=Knowledge
of ^in++++=of
these ^dt+dem+++=these
developments ^nns+nom+++=developments
and ^cc++++=and
transformations ^nns+nom+++=transformations
spread ^vbd+++xvbn+=spread
throughout ^in++++=throughout
the ^ati++++=the
garrison ^nn++++=garrison;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
few ^ap++++=few
( ^zz++++=(mostly
mostly ^rb++++=EXTRAWORD
women ^nns++++=women)
) ^zz++++=EXTRAWORD
who ^whp+who+++=who
dared ^vbd+++xvbn+=dared
to ^to+vcmp+++=to
express ^nns+nom+++=express
sympathy ^nn++++=sympathy
or ^cc++++=or
suggest ^vb+vpub+tht0++=suggest
a ^at++++=a
tonic ^nn++++=tonic
encountered ^vwbn+++xvbn+=encountered
so ^pn+emph+++=so
violent ^jj+atrb+++=violent
rebuffs ^nns+++??+=rebuffs
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
blessed ^vbd+++xvbnx+=blessed
Heaven ^nn++++=Heaven
for ^in++++=for
escaping ^xvbg+++xvbg+=escaping
alive ^jj++++=alive
from ^in++++=from
his ^pp$+pp3+++=his
word ^nn++++=word-volleys.
- ^zz++++=EXTRAWORD
volleys ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
garrison ^nn++++=garrison
surgeon ^nn++++=surgeon,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
a ^at++++=a
kindly ^jj+atrb+++=kindly
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
commanding ^jj+++xvbg+=commanding
general ^jj++++=general,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
constructed ^vpsv++agls+xvbnx+=constructed
on ^in++++=on
dignified ^jj+atrb+++=dignified
and ^cc+phrs+++=and
impressive ^jj+atrb+++=impressive
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
received ^j+++xvbn+=received
little ^ap++++=little
thanks ^rb+dspt+++=thanks
for ^in++++=for
their ^pp$+pp3+++=their
solicitude ^nn+++??+=solicitude.
. ^zz++++=EXTRAWORD
Clearly ^rb++++=Clearly
the ^ati++++=the
doughty ^jj+atrb+++=doughty
old ^jj+atrb+++=old
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought
like ^in++++=like
a ^at++++=a
bulldog ^np++++=bulldog
in ^in++++=in
two ^cd++++=two
wars ^nns++++=wars
and ^cc++++=and
a ^at++++=a
hundred ^cd++++=hundred
battles ^nns++++=battles,
, ^zz++++=EXTRAWORD
