A ^at++++=A
road ^npl++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
little ^ap++++=little
burg ^nn+++??+=burg
of ^in++++=of
Weston ^np+++??+=Weston,
, ^zz++++=EXTRAWORD
seven ^cd++++=seven
miles ^nns++++=miles
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Being ^vbg+beg++xvbg+=Being
the ^ati++++=the
latest ^jjt+atrb+++=latest
recruit ^nn++++=recruit,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
last ^jj+atrb+++=last
company ^nn++++=company,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
last ^jj+atrb+++=last
regiment ^nn+nom+++=regiment,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Second ^od++++=Second
Division ^nn++++=Division,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
furthermore ^rb+cnj+++=furthermore,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
last ^rb++++=last
rank ^nn++++=rank
of ^in++++=of
the ^ati++++=the
rear ^nn++++=rear-guard.
- ^zz++++=EXTRAWORD
guard ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
army ^nn++++=army
went ^vbd+++xvbn+=went
into ^in++++=into
camp ^nn++++=camp
at ^rb++++=at
Weston ^np+++??+=Weston
beside ^in+pl+++=beside
the ^ati++++=the
railroad ^nn++++=railroad
track ^nn++++=track--beside
-- ^--+clp+++=EXTRAWORD
beside ^in+pl+++=EXTRAWORD
the ^ati++++=the
tracks ^nns++++=tracks,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
for ^in++++=for
two ^cd++++=two
roads ^nns++++=roads
went ^vbd+++xvbn+=went
through ^in+strn+++=through:
: ^zz++++=EXTRAWORD
the ^ati++++=the
Chicago ^np++++=Chicago,
, ^zz++++=EXTRAWORD
Milwaukee ^np+nom++??+=Milwaukee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Rock ^npl++++=Rock
Island ^nn++++=Island.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
intention ^nn+nom+++=intention
was ^vbd+bedz+aux++=was
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
first ^od++++=first
train ^vb++++=train
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
railroad ^nn++++=railroad
officials ^nns+nom+++=officials
" ^zz++++="coppered"
coppered ^jj+++xvbn+=EXTRAWORD
" ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
play ^nn++++=play--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
won ^vbd+++xvbn+=won.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
first ^rb++++=first
train ^nn++++=train.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
tied ^vbd+++xvbnx+=tied
up ^rp++++=up
the ^ati++++=the
two ^cd++++=two
lines ^nns++++=lines
and ^cc++++=and
stopped ^vbd+++xvbn+=stopped
running ^jj+atrb++xvbg+=running
trains ^nns++++=trains.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
meantime ^nn++++=meantime,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
we ^pp1a+pp1+++=we
lay ^vpsv++by+xvbn+=lay
by ^in++++=by
the ^ati++++=the
dead ^jj+atrb+++=dead
tracks ^nns++++=tracks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
good ^jj+atrb+++=good
people ^nns++++=people
of ^in++++=of
Omaha ^np+++??+=Omaha
and ^cc++++=and
Council ^nn++++=Council
Bluffs ^np+++??+=Bluffs
were ^vbd+bed+aux++=were
bestirring ^vbg+++xvbgx+=bestirring
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Preparations ^nns+nom+++=Preparations
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
to ^in++++=to
form ^nn++++=form
a ^at++++=a
mob ^nn++++=mob,
, ^zz++++=EXTRAWORD
capture ^nn++++=capture
a ^at++++=a
train ^nn++++=train
in ^in++++=in
Council ^nn++++=Council
Bluffs ^np+++??+=Bluffs,
, ^zz++++=EXTRAWORD
run ^j+++xvbn+=run
it ^pp3+it+++=it
down ^rp++++=down
to ^in++++=to
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
us ^pp1o+pp1+++=us
a ^at++++=a
present ^nn++++=present
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
railroad ^nn++++=railroad
officials ^nns+nom+++=officials
coppered ^vbd+++xvbn+=coppered
that ^dt+dem+++=that
play ^nn++++=play,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
wait ^vb++++=wait
for ^in++++=for
the ^ati++++=the
mob ^nn++++=mob.
. ^zz++++=EXTRAWORD
Early ^jj++++=Early
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
the ^ati++++=the
second ^od++++=second
day ^nn++++=day,
, ^zz++++=EXTRAWORD
an ^at++++=an
engine ^nn++++=engine,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
single ^jj+atrb+++=single
private ^jj+atrb+++=private
car ^nn++++=car
attached ^vbd+++xvbn+=attached,
, ^zz++++=EXTRAWORD
arrived ^j+++xvbn+=arrived
at ^rb++++=at
the ^ati++++=the
station ^nn+nom+++=station
and ^cc++++=and
side ^nn++++=side-tracked.
- ^zz++++=EXTRAWORD
tracked ^jj+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
sign ^nn++++=sign
that ^tht+ncmp+++=that
life ^nn++++=life
had ^vbd+hvd+aux++=had
renewed ^vprf+++xvbnx+=renewed
in ^in++++=in
the ^ati++++=the
dead ^jj+atrb+++=dead
roads ^nns++++=roads,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
army ^nn++++=army
lined ^vbd+++xvbn+=lined
up ^rp++++=up
beside ^in+pl+++=beside
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
never ^rb++++=never
did ^vbd+dod+aux++=did
life ^nn++++=life
renew ^vb++++=renew
so ^ql+emph+++=so
monstrously ^jj++++=monstrously
on ^in++++=on
a ^at++++=a
dead ^jj+atrb+++=dead
railroad ^nn++++=railroad
as ^ql++++=as
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
on ^in++++=on
those ^dt+dem+++=those
two ^cd++++=two
roads ^nns++++=roads.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
west ^np+pl+++=west
came ^vbd+++xvbn+=came
the ^ati++++=the
whistle ^nn++++=whistle
of ^in++++=of
a ^at++++=a
locomotive ^nn++++=locomotive.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
in ^in++++=in
our ^pp$+pp1+++=our
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
bound ^xvbn+++xvbn+=bound
east ^np+pl+++=east.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
bound ^vpsv++agls+xvbnx+=bound
east ^np+pl+++=east.
. ^zz++++=EXTRAWORD
A ^at++++=A
stir ^nn++++=stir
of ^in++++=of
preparation ^nn+nom+++=preparation
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
our ^pp$+pp1+++=our
ranks ^nns++++=ranks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whistle ^nn++++=whistle
tooted ^vbd+++xvbn+=tooted
fast ^rb++++=fast
and ^cc+phrs+++=and
furiously ^rb+cnj+++=furiously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
train ^nn++++=train
thundered ^vbd+++xvbn+=thundered
at ^in++++=at
top ^jjb+atrb+++=top
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hobo ^nn+++??+=hobo
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
live ^vb++++=live
that ^dt+pdem+++=that
could ^md+pos+++=could
have ^vb+hv+aux++=have
boarded ^vprf+++xvbnx+=boarded
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
locomotive ^nn++++=locomotive
whistled ^vbd+++xvbn+=whistled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
train ^nn++++=train
came ^vbd+++xvbn+=came
through ^in++++=through
at ^rb++++=at
top ^jjb+atrb+++=top
speed ^nn++++=speed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another,
, ^zz++++=EXTRAWORD
train ^nn++++=train
after ^in++++=after
train ^nn++++=train,
, ^zz++++=EXTRAWORD
train ^nn++++=train
after ^in++++=after
train ^nn++++=train,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
toward ^in++++=toward
the ^ati++++=the
last ^rb++++=last
the ^ati++++=the
trains ^nns++++=trains
were ^vbd+bed+aux++=were
composed ^vpsv++agls+xvbnx+=composed
of ^in++++=of
passenger ^nn+nom+++=passenger
coaches ^nns++++=coaches,
, ^zz++++=EXTRAWORD
box ^nn++++=box-cars,
- ^zz++++=EXTRAWORD
cars ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
flat ^jj++++=flat-cars,
- ^zz++++=EXTRAWORD
cars ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dead ^jj+atrb+++=dead
engines ^nns++++=engines,
, ^zz++++=EXTRAWORD
cabooses ^nns+++??+=cabooses,
, ^zz++++=EXTRAWORD
mail ^nn++++=mail-cars,
- ^zz++++=EXTRAWORD
cars ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
wrecking ^vbg+++xvbg+=wrecking
appliances ^nns+nom+++=appliances,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
riff ^nn+++??+=riff-raff
- ^zz++++=EXTRAWORD
raff ^nn+++??+=EXTRAWORD
of ^in++++=of
worn ^vbd+++xvbn+=worn-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
and ^cc++++=and
abandoned ^jj+++xvbn+=abandoned
rolling ^jj+++xvbg+=rolling-stock
- ^zz++++=EXTRAWORD
stock ^nn++++=EXTRAWORD
that ^tht+rel+subj++=that
collects ^vbz++++=collects
in ^in++++=in
the ^ati++++=the
yards ^nns++++=yards
of ^in++++=of
great ^jj+atrb+++=great
railways ^nns++++=railways.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
yards ^nns++++=yards
at ^in++++=at
Council ^nn++++=Council
Bluffs ^np+++??+=Bluffs
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
completely ^rb+amp+splt++=completely
cleaned ^vpsv++agls+xvbn+=cleaned,
, ^zz++++=EXTRAWORD
the ^ati++++=the
private ^jj+atrb+++=private
car ^nn++++=car
and ^cc++++=and
engine ^nn++++=engine
went ^vbd+++xvbn+=went
east ^np+pl+++=east,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tracks ^nn++++=tracks
died ^vbd+++xvbn+=died
for ^in++++=for
keeps ^nn++++=keeps.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
day ^nn++++=day
went ^vwbn+++xvbn+=went
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
meantime ^nn++++=meantime,
, ^zz++++=EXTRAWORD
pelted ^xvbn+++xvbn+=pelted
by ^in++++=by
sleet ^nn++++=sleet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hail ^nn++++=hail,
, ^zz++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
thousand ^cd++++=thousand
hoboes ^nns+++??+=hoboes
lay ^vbd+++xvbn+=lay
beside ^in+pl+++=beside
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
night ^nn++++=night
the ^ati++++=the
good ^jj+atrb+++=good
people ^nns++++=people
of ^in++++=of
Council ^nn++++=Council
Bluffs ^np+++??+=Bluffs
went ^vbd+++xvbn+=went
the ^ati++++=the
railroad ^nn++++=railroad
officials ^nns+nom+++=officials
one ^cd1++++=one
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
A ^at++++=A
mob ^nn++++=mob
formed ^vbd+++xvbn+=formed
in ^in++++=in
Council ^nn++++=Council
Bluffs ^np+++??+=Bluffs,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
river ^nn++++=river
to ^in++++=to
Omaha ^np+++??+=Omaha,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
joined ^vbd+++xvbn+=joined
with ^in++++=with
another ^dt++++=another
mob ^nn++++=mob
in ^in++++=in
a ^at++++=a
raid ^nn++++=raid
on ^in++++=on
the ^ati++++=the
Union ^nn++++=Union
Pacific ^jj+atrb+++=Pacific
yards ^nns++++=yards.
. ^zz++++=EXTRAWORD
First ^rb++++=First
they ^pp3a+pp3+++=they
captured ^vbd+++xvbnx+=captured
an ^at++++=an
engine ^nn++++=engine,
, ^zz++++=EXTRAWORD
next ^ap++++=next
they ^pp3a+pp3+++=they
knocked ^vbd+++xvbnx+=knocked
a ^at++++=a
train ^nn++++=train
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
united ^jj+atrb+++=united
mobs ^nns++++=mobs
piled ^vbd+++xvbn+=piled
aboard ^in+strn+++=aboard,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
Missouri ^np+++??+=Missouri,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ran ^vpsv++agls+xvbn+=ran
down ^rb+phrv+++=down
the ^ati++++=the
Rock ^npl++++=Rock
Island ^nn++++=Island
right ^jj++++=right
of ^in++++=of
way ^nn++++=way
to ^to++++=to
turn ^vbi++++=turn
the ^ati++++=the
train ^nn++++=train
over ^in++++=over
to ^in++++=to
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
railway ^nn++++=railway
officials ^nns+nom+++=officials
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
copper ^vbi++++=copper
this ^dt+dem+++=this
play ^nn++++=play,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
fell ^vbd+++xvbn+=fell
down ^rp++++=down,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
mortal ^jj+atrb+++=mortal
terror ^nn++++=terror
of ^in++++=of
the ^ati++++=the
section ^nn+nom+++=section
boss ^nn++++=boss
and ^cc++++=and
one ^cd1++++=one
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
section ^nn+nom+++=section
gang ^nn++++=gang
at ^rb++++=at
Weston ^np+++??+=Weston.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
pair ^nn++++=pair,
, ^zz++++=EXTRAWORD
under ^in++++=under
secret ^jj+atrb+++=secret
telegraphic ^jj+atrb+++=telegraphic
orders ^nns++++=orders,
, ^zz++++=EXTRAWORD
tried ^vb+++xvbn+=tried
to ^to+vcmp+++=to
wreck ^vbi++++=wreck
our ^pp$+pp1+++=our
train ^nn++++=train-load
- ^zz++++=EXTRAWORD
load ^nn++++=EXTRAWORD
of ^in++++=of
sympathizers ^nns+nom+++=sympathizers
by ^in++++=by
tearing ^xvbg+++xvbg+=tearing
up ^rp++++=up
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
happened ^vbd+++xvbn+=happened
that ^dt+dem+++=that
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
suspicious ^jj+pred+++=suspicious
and ^cc++++=and
had ^vb+hv+vrb++=had
our ^pp$+pp1+++=our
patrols ^nns++++=patrols
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Caught ^j+++xvbn+=Caught
red ^jj++++=red-handed
- ^zz++++=EXTRAWORD
handed ^vwbn+++xvbn+=EXTRAWORD
at ^rb++++=at
train ^nn++++=train-wrecking,
- ^zz++++=EXTRAWORD
wrecking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
surrounded ^vpsv++by+xvbn+=surrounded
by ^in++++=by
twenty ^cd++++=twenty
hundred ^cd++++=hundred
infuriated ^vbd+++xvbn+=infuriated
hoboes ^nns+++??+=hoboes,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
section ^nn+nom+++=section-gang
- ^zz++++=EXTRAWORD
gang ^nn++++=EXTRAWORD
boss ^nn++++=boss
and ^cc++++=and
assistant ^nn+nom+++=assistant
prepared ^jj+++xvbn+=prepared
to ^to+jcmp+++=to
meet ^vbi++++=meet
death ^nn++++=death.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember
what ^wdt+who+++=what
saved ^vwbn+++xvbn+=saved
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
arrival ^nn++++=arrival
of ^in++++=of
the ^ati++++=the
train ^nn++++=train.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
our ^pp$+pp1+++=our
turn ^nn++++=turn
to ^to++++=to
fall ^vbi++++=fall
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
In ^in++++=In
their ^pp$+pp3+++=their
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
mobs ^nns++++=mobs
had ^vbd+hvd+aux++=had
neglected ^vprf+++xvbnx+=neglected
to ^to++++=to
make ^vbi++++=make
up ^rp++++=up
a ^at++++=a
sufficiently ^rb++++=sufficiently
long ^rb++++=long
train ^nn++++=train.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
room ^nn++++=room
for ^in++++=for
two ^cd++++=two
thousand ^cd++++=thousand
hoboes ^nns+++??+=hoboes
to ^to++++=to
ride ^vbi++++=ride.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
mobs ^nns++++=mobs
and ^cc++++=and
the ^ati++++=the
hoboes ^nns+++??+=hoboes
had ^vb+hv+vrb++=had
a ^at++++=a
talkfest ^jjt++++=talkfest,
, ^zz++++=EXTRAWORD
fraternized ^jj+atrb++xvbn+=fraternized,
, ^zz++++=EXTRAWORD
sang ^jj+atrb++xvbn+=sang
songs ^nns++++=songs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
parted ^jj+++xvbn+=parted,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mobs ^nns++++=mobs
going ^vwbg+++xvbg+=going
back ^jjb++++=back
on ^in++++=on
their ^pp$+pp3+++=their
captured ^vbd+++xvbn+=captured
train ^nn++++=train
to ^in++++=to
Omaha ^np+++??+=Omaha,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hoboes ^nns+++??+=hoboes
pulling ^vwbg+++xvbg+=pulling
out ^rp+pl+++=out
next ^ap++++=next
morning ^nn++++=morning
on ^in++++=on
a ^at++++=a
hundred ^cd++++=hundred-and-forty-mile
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
forty ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
march ^nr++++=march
to ^to++++=to
Des ^&fw++++=Des
Moines ^np+++??+=Moines.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^cs+sub+++=until
Kelly ^np++++=Kelly's
's ^$++++=EXTRAWORD
Army ^nn++++=Army
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
Missouri ^np+++??+=Missouri
that ^tht+rel+obj++=that
it ^pp3+it+++=it
began ^vbd+++xvbn+=began
to ^to++++=to
walk ^vbi++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
that ^dt+dem+++=that
it ^pp3+it+++=it
never ^rb++++=never
rode ^vbd+++xvbn+=rode
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
cost ^nn++++=cost
the ^ati++++=the
railroads ^nns+++??+=railroads
slathers ^nns+nom+++=slathers
of ^in++++=of
money ^nn++++=money,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
acting ^vbg+++xvbgx+=acting
on ^in++++=on
principle ^nn++++=principle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
won ^vbd+++xvbnx+=won.
. ^zz++++=EXTRAWORD
Underwood ^np+++??+=Underwood,
, ^zz++++=EXTRAWORD
Leola ^np+++??+=Leola,
, ^zz++++=EXTRAWORD
Menden ^np+++??+=Menden,
, ^zz++++=EXTRAWORD
Avoca ^np+++??+=Avoca,
, ^zz++++=EXTRAWORD
Walnut ^nn++++=Walnut,
, ^zz++++=EXTRAWORD
Marno ^np+++??+=Marno,
, ^zz++++=EXTRAWORD
Atlantic ^np++++=Atlantic,
, ^zz++++=EXTRAWORD
Wyoto ^np+++??+=Wyoto,
, ^zz++++=EXTRAWORD
Anita ^np+++??+=Anita,
, ^zz++++=EXTRAWORD
