One ^cd1++++=One
- ^zz++++=EXTRAWORD
whiskered ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
spitting ^jj++++=spitting
and ^cc+phrs+++=and
snarling ^jj+++xvbg+=snarling,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
slink ^vb++++=slink
and ^cc++++=and
sidle ^nn+++??+=sidle
over ^in++++=over
the ^ati++++=the
white ^jj++++=white
back ^rp++++=back-garden
- ^zz++++=EXTRAWORD
garden ^nn++++=EXTRAWORD
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
lynx ^nn+++??+=lynx-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
hunters ^nns+nom+++=hunters,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
and ^cc++++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
fur ^nn++++=fur-capped
- ^zz++++=EXTRAWORD
capped ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
moccasined ^vbd+++xvbn+=moccasined
trappers ^nns+nom+++=trappers
from ^in++++=from
Hudson ^np++++=Hudson
Bay ^nn++++=Bay,
, ^zz++++=EXTRAWORD
off ^in+pl+++=off
Mumbles ^np+++??+=Mumbles
Road ^nn++++=Road,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
hurl ^vb++++=hurl
our ^pp$+pp1+++=our
deadly ^rb++++=deadly
snowballs ^nns+++??+=snowballs
at ^rb++++=at
the ^ati++++=the
green ^nn++++=green
of ^in++++=of
their ^pp$+pp3+++=their
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wise ^jj+atrb+++=wise
cats ^nns++++=cats
never ^rb++++=never
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
so ^ql++++=so
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
Eskimo ^jj++++=Eskimo-footed
- ^zz++++=EXTRAWORD
footed ^jj+++xvbn+=EXTRAWORD
arctic ^np++++=arctic
marksmen ^nns++++=marksmen
in ^in++++=in
the ^ati++++=the
muffling ^nn+nom+++=muffling
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
eternal ^jj+atrb+++=eternal
snows ^nps++++=snows
eternal ^jj++++=eternal,
, ^zz++++=EXTRAWORD
ever ^rb++++=ever
since ^cs+sub+++=since
Wednesday ^nr++++=Wednesday
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
never ^rb++++=never
heard ^vbn+vprv++xvbn+=heard
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero's
's ^$++++=EXTRAWORD
first ^od++++=first
cry ^vb++++=cry
from ^in++++=from
her ^pp$+pp3+++=her
igloo ^nn++++=igloo
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
heard ^vbd+vprv+tht0+xvbn+=heard
it ^pp3+it+++=it
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
to ^in++++=to
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
far ^rb+pl+++=far-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
challenge ^nn++++=challenge
of ^in++++=of
our ^pp$+pp1+++=our
enemy ^nn++++=enemy
and ^cc++++=and
prey ^nn++++=prey,
, ^zz++++=EXTRAWORD
the ^ati++++=the
neighbor ^nn++++=neighbor's
's ^vbz+bez+vrb++0=EXTRAWORD
polar ^jj+atrb+++=polar
cat ^nn++++=cat.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
soon ^rb+tm+++=soon
the ^ati++++=the
voice ^nn++++=voice
grew ^vbd+++xvbn+=grew
louder ^jjr++++=louder.
. ^zz++++=EXTRAWORD
" ^zz++++="Fire!"
fire ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
beat ^vbd+++xvbnx+=beat
the ^ati++++=the
dinner ^nn++++=dinner-gong.
- ^zz++++=EXTRAWORD
gong ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
snowballs ^nns+++??+=snowballs
in ^in++++=in
our ^pp$+pp1+++=our
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
toward ^in++++=toward
the ^ati++++=the
house ^nn++++=house;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
pouring ^vbg+++xvbgx+=pouring
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
dining ^jj+++xvbg+=dining-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gong ^nn++++=gong
was ^vbd+bedz+aux++=was
bombilating ^vbg+++xvbgx+=bombilating,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero
was ^vbd+bedz+aux++=was
announcing ^vbg+++xvbgx+=announcing
ruin ^nn++++=ruin
like ^in++++=like
a ^at++++=a
town ^nn++++=town
crier ^jjr++++=crier
in ^in++++=in
Pompeii ^np++++=Pompeii.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better
than ^in++++=than
all ^abn++++=all
the ^ati++++=the
cats ^nns++++=cats
in ^in++++=in
Wales ^np++++=Wales
standing ^vwbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
in ^in++++=in
a ^at++++=a
row ^nn++++=row.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
bounded ^vbd+++xvbn+=bounded
into ^in++++=into
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
laden ^j+++xvbn+=laden
with ^in++++=with
snowballs ^nns+++??+=snowballs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
smoke ^nn++++=smoke-filled
- ^zz++++=EXTRAWORD
filled ^vbd+++xvbn+=EXTRAWORD
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
was ^vbd+bedz+aux++=was
burning ^vbg+++xvbgx+=burning
all ^abn++++=all
right ^jj++++=right;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
always ^rb++++=always
slept ^vbd+++xvbn+=slept
there ^rn+pl+++=there
after ^cs+sub+++=after
midday ^nn++++=midday
dinner ^nn++++=dinner
with ^in++++=with
a ^at++++=a
newspaper ^nn+nom+++=newspaper
over ^in++++=over
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
fine ^jj+atrb+++=fine
Christmas ^np++++=Christmas!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
smacking ^jj+++xvbg+=smacking
at ^rb++++=at
the ^ati++++=the
smoke ^nn++++=smoke
with ^in++++=with
a ^at++++=a
slipper ^nn++++=slipper.
. ^zz++++=EXTRAWORD
" ^zz++++="Call
call ^vb++++=EXTRAWORD
the ^ati++++=the
fire ^nn++++=fire
brigade ^nn++++=brigade,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero
as ^ql++++=as
she ^pp3a+pp3+++=she
beat ^vbd+++xvbnx+=beat
the ^ati++++=the
gong ^nn++++=gong.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero,
, ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Christmas ^np++++=Christmas."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
fire ^nn++++=fire
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
clouds ^nns++++=clouds
of ^in++++=of
smoke ^nn++++=smoke
and ^cc++++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero
standing ^vwbg+++xvbg+=standing
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
his ^pp$+pp3+++=his
slipper ^nn++++=slipper
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
conducting ^vbg+++xvbgx+=conducting.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
threw ^vbd+++xvbn+=threw
all ^abn++++=all
our ^pp$+pp1+++=our
snowballs ^nns+++??+=snowballs
into ^in++++=into
the ^ati++++=the
smoke ^nn++++=smoke
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we
missed ^vbd+++xvbn+=missed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero
and ^cc++++=and
ran ^vbd+++xvbn+=ran
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
to ^in++++=to
the ^ati++++=the
telephone ^nn++++=telephone
box ^nn++++=box.
. ^zz++++=EXTRAWORD
" ^zz++++="Let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
call ^vb++++=call
the ^ati++++=the
police ^nns++++=police
as ^rb++++=as
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jim ^np++++=Jim
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
ambulance ^nn+nom+++=ambulance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Ernie ^np++++=Ernie
Jenkins ^np++++=Jenkins,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
likes ^nns++++=likes
fires ^nns++++=fires."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
we ^pp1a+pp1+++=we
only ^rb+down+++=only
called ^vwbn+++xvbn+=called
the ^ati++++=the
fire ^nn++++=fire
brigade ^nn++++=brigade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
the ^ati++++=the
fire ^nn++++=fire
engine ^nn++++=engine
came ^vbd+++xvbn+=came
and ^cc++++=and
three ^cd++++=three
tall ^jj+atrb+++=tall
men ^nns++++=men
in ^in++++=in
helmets ^nns++++=helmets
brought ^vbd+++xvbn+=brought
a ^at++++=a
hose ^nn++++=hose
into ^in++++=into
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero
got ^vbd+++xvbn+=got
out ^rb+phrv+++=out
just ^rb+emph+++=just
in ^in++++=in
time ^nn++++=time
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned
it ^pp3+it+++=it
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
could ^md+pos+++=could
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
noisier ^jjr++++=noisier
Christmas ^np++++=Christmas
Eve ^nn++++=Eve.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
the ^ati++++=the
firemen ^nns++++=firemen
turned ^vbd+++xvbn+=turned
off ^in+pl+++=off
the ^ati++++=the
hose ^nn++++=hose
and ^cc++++=and
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing
in ^in++++=in
the ^ati++++=the
wet ^nn++++=wet,
, ^zz++++=EXTRAWORD
smoky ^jj+atrb+++=smoky
room ^nn++++=room,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim's
's ^$++++=EXTRAWORD
Aunt ^nn++++=Aunt,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss.
. ^zz++++=EXTRAWORD
Prothero ^np++++=Prothero,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
downstairs ^jjb++++=downstairs
and ^cc+phrs+++=and
peered ^jj+++xvbn+=peered
in ^in++++=in
at ^rb++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Jim ^np++++=Jim
and ^cc++++=and
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
to ^to++++=to
hear ^vbi+vprv+++=hear
what ^wdt+who+whcl++=what
she ^pp3a+pp3+++=she
would ^md+prd+++=would
say ^vb+vpub+++=say
to ^to+vcmp+++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said
the ^ati++++=the
right ^jj+atrb+++=right
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
always ^rb++++=always.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
three ^cd++++=three
tall ^jj+atrb+++=tall
firemen ^nns++++=firemen
in ^in++++=in
their ^pp$+pp3+++=their
shining ^jj+atrb++xvbg+=shining
helmets ^nns++++=helmets,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
among ^in++++=among
the ^ati++++=the
smoke ^nn++++=smoke
and ^cc++++=and
cinders ^nns+nom+++=cinders
and ^cc++++=and
dissolving ^jj+atrb+++=dissolving
snowballs ^nns+++??+=snowballs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
like ^vb++++=like
anything ^pn++++=anything
to ^to++++=to
read ^vbn+vprv++xvbn+=read?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Years ^nns++++=Years
and ^cc++++=and
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
wolves ^nps++++=wolves
in ^in++++=in
Wales ^np++++=Wales,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
birds ^nns++++=birds
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
red ^jj++++=red-flannel
- ^zz++++=EXTRAWORD
flannel ^nn++++=EXTRAWORD
petticoats ^nns++++=petticoats
whisked ^vwbn+++xvbn+=whisked
past ^jjb++++=past
the ^ati++++=the
harp ^nn++++=harp-shaped
- ^zz++++=EXTRAWORD
shaped ^vwbn+++xvbn+=EXTRAWORD
hills ^npl++++=hills,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
sang ^vbd+++xvbn+=sang
and ^cc+phrs+++=and
wallowed ^vbd+++xvbn+=wallowed
all ^abn++++=all
night ^nn++++=night
and ^cc++++=and
day ^nn++++=day
in ^in++++=in
caves ^nns++++=caves
that ^tht+rel+subj++=that
smelt ^vbd+++xvbn+=smelt
like ^in++++=like
Sunday ^nr++++=Sunday
afternoons ^nns++++=afternoons
in ^in++++=in
damp ^jj+atrb+++=damp
front ^jjb+atrb+++=front
farmhouse ^nn++++=farmhouse
parlors ^nns++++=parlors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
chased ^vbd+++xvbn+=chased,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
jawbones ^nns+++??+=jawbones
of ^in++++=of
deacons ^nns++++=deacons,
, ^zz++++=EXTRAWORD
the ^ati++++=the
English ^nn++++=English
and ^cc++++=and
the ^ati++++=the
bears ^nns++++=bears,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
motor ^nn++++=motor
car ^nn++++=car,
, ^zz++++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
wheel ^nn++++=wheel,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
duchess ^nns+nom+++=duchess-faced
- ^zz++++=EXTRAWORD
faced ^xvbn+++xvbn+=EXTRAWORD
horse ^np++++=horse,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
rode ^vbd+++xvbn+=rode
the ^ati++++=the
daft ^rb++++=daft
and ^cc++++=and
happy ^jj+atrb+++=happy
hills ^nns++++=hills
bareback ^nn+++??+=bareback,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
snowed ^vbd+++xvbn+=snowed
and ^cc++++=and
it ^pp3+it+++=it
snowed ^vbd+++xvbn+=snowed.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
here ^rn+pl+++=here
a ^at++++=a
small ^jj+atrb+++=small
boy ^nn++++=boy
says ^vbz+vpub+++=says:
: ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
snowed ^vbd+++xvbn+=snowed
last ^rb++++=last
year ^nn++++=year,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
a ^at++++=a
snowman ^nn++++=snowman
and ^cc++++=and
my ^pp$+pp1+++=my
brother ^npt++++=brother
knocked ^vbd+++xvbn+=knocked
it ^pp3+it+++=it
down ^rp++++=down
and ^cc++++=and
I ^pp1a+pp1+++=I
knocked ^vbd+++xvbnx+=knocked
my ^pp$+pp1+++=my
brother ^nn++++=brother
down ^rp++++=down
and ^cc+phrs+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
tea ^nn++++=tea."
