It ^pp3+it+++=It
plates ^nns++++=plates
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
afterward ^rb++++=afterward
maintained ^vbd+vpub++xvbn+=maintained
was ^vbd+bedz+aux++=was
premeditated ^vpsv++agls+xvbnx+=premeditated,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
omelet ^nn++++=omelet
intended ^vwbn+vsua++xvbn+=intended
for ^in++++=for
Wanhope ^np+++??+=Wanhope;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
stretched ^vpsv++agls+xvbnx+=stretched
in ^in++++=in
the ^ati++++=the
largest ^nn++++=largest
of ^in++++=of
Minver ^np++++=Minver's
's ^$++++=EXTRAWORD
bamboo ^nn+++??+=bamboo
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
expression ^nn++++=expression
of ^in++++=of
spiritual ^jj+atrb+++=spiritual
vacancy ^nn++++=vacancy
which ^whp+rel+obj++=which
in ^in++++=in
him ^pp3o+pp3+++=him
commonly ^rb++++=commonly
followed ^vbd+vprv++xvbn+=followed
material ^nn++++=material
abundance ^nn+nom+++=abundance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
had ^vbd+hvd+aux++=had
sunk ^vprf+++xvbnx+=sunk
to ^in++++=to
a ^at++++=a
red ^jj+atrb+++=red
cavern ^nn++++=cavern
under ^in++++=under
the ^ati++++=the
ashes ^nns++++=ashes;
; ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
Venetian ^np+++??+=Venetian
blinds ^nns++++=blinds
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
muffled ^jj++++=muffled
in ^in++++=in
a ^at++++=a
wet ^jj+atrb+++=wet
March ^nr++++=March
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
itself ^ppl++++=itself
heard ^vbd+vprv++xvbn+=heard
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
by ^in++++=by
the ^ati++++=the
slipping ^jj+atrb++xvbg+=slipping
hoofs ^nns++++=hoofs
of ^in++++=of
a ^at++++=a
cab ^nn++++=cab-horse
- ^zz++++=EXTRAWORD
horse ^nn++++=EXTRAWORD
or ^cc++++=or
the ^ati++++=the
melancholy ^jj+atrb+++=melancholy
clangor ^nn++++=clangor
of ^in++++=of
a ^at++++=a
street ^npl++++=street-car
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
speaking ^vbg+++xvbgx+=speaking
professionally ^rb+cnj+++=professionally,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
offensively ^rb++++=offensively
so ^rb++++=so
of ^in++++=of
certain ^jj+atrb+++=certain
nervous ^jj+atrb+++=nervous
impressions ^nns++++=impressions
which ^whp+rel+obj++=which
precede ^nn+++??+=precede
illness ^nns+nom+++=illness;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Rulledge ^np+++??+=Rulledge,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
never ^rb++splt++=never
let ^vb+++xvbn+=let
psychology ^nn++++=psychology
alone ^rb++++=alone
until ^in++++=until
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
degraded ^jj++++=degraded
it ^pp3+it+++=it
into ^in++++=into
psychics ^nns++++=psychics,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
upon ^in++++=upon
the ^ati++++=the
word ^nn++++=word
" ^zz++++="precede."
precede ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
should ^md+nec+++=should
not ^xnot++not++=not
the ^ati++++=the
mind ^nn++++=mind
precede ^nn+++??+=precede
an ^at++++=an
event ^nn++++=event
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
nerves ^nns++++=nerves
precede ^nn+++??+=precede
a ^at++++=a
fever ^nn++++=fever?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because,"
because ^cs+cos+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
event ^nn++++=event
may ^md+pos+++=may
be ^vb+be+aux++=be
going ^vbg+++xvbgx+=going
in ^in++++=in
another ^dt++++=another
direction ^nn+nom+++=direction."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
mean ^jj++++=mean.
. ^zz++++=EXTRAWORD
A ^at++++=A
warning ^nn++++=warning
a ^at++++=a
distinct ^jj+atrb+++=distinct
sense ^nn++++=sense
that ^tht+ncmp+++=that
something ^pn++++=something
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
happen ^vb+++??+=happen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Something
something ^pn++++=EXTRAWORD
is ^vbz+bez+aux++=is
always ^rb++splt++=always
going ^md"++pmd"++=going
to ^md+prd+++=to
happen ^vb+++??+=happen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
universe ^nn++++=universe
owes ^vbz++++=owes
most ^ap+emph+++=most
of ^in++++=of
its ^pp$+it+++=its
reputation ^nn+nom+++=reputation
for ^in++++=for
veracity ^nn+nom+++=veracity
to ^in++++=to
that ^dt+dem+++=that
circumstance ^nn+nom+++=circumstance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge
turned ^vbd+++xvbn+=turned
from ^in++++=from
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
wounded ^jj+++xvbn+=wounded
patience ^np+nom+++=patience
of ^in++++=of
one ^cd1++++=one
long ^rb++++=long
persecuted ^vbd+++xvbn+=persecuted
for ^in++++=for
his ^pp$+pp3+++=his
openness ^nns+nom+++=openness
to ^in++++=to
higher ^jjr+atrb+++=higher
things ^nns++++=things.
. ^zz++++=EXTRAWORD
" ^zz++++="Wanhope
wanhope ^nn+++??+=EXTRAWORD
understands ^vbz++++=understands
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
understand ^vb+vprv+++=understand
the ^ati++++=the
terms ^nns++++=terms
of ^in++++=of
your ^pp$+pp2+++=your
question ^nn+nom+++=question,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
necessarily ^rb++++=necessarily
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
put ^vb+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
your ^pp$+pp2+++=your
own ^ap++++=own
terms ^nns++++=terms."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
joined ^vbd+++xvbn+=joined
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
into ^in+ppvb+++=into
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
the ^ati++++=the
faculty ^nn++++=faculty
of ^in++++=of
imparting ^xvbg+++xvbg+=imparting
scientific ^jj+atrb+++=scientific
dignity ^nn+nom+++=dignity
to ^in++++=to
attitudes ^nns++++=attitudes
which ^whp+rel+obj++=which
in ^in++++=in
another ^dt++++=another
man ^nn++++=man
would ^md+prd+++=would
have ^vb+hv+aux++=have
seemed ^vprf+++xvbnx+=seemed
only ^rb+down+++=only
comfortable ^jj++++=comfortable.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
presentiment ^nn+nom+++=presentiment
may ^md+pos+++=may
be ^vb+be+aux++=be
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
an ^at++++=an
emotional ^jj+atrb+++=emotional
state ^nn++++=state
for ^in++++=for
which ^whp+rel+pied++=which
consciousness ^nns+nom+++=consciousness
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
yet ^rb++++=yet
supplied ^vwbn+++xvbn+=supplied
an ^at++++=an
adequate ^jj+atrb+++=adequate
cause ^nn++++=cause.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cause ^nn++++=cause
may ^md+pos+++=may
afterward ^rb++++=afterward
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
an ^at++++=an
event ^nn++++=event,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
emotion ^nn+nom+++=emotion
appears ^vbz+seem+++=appears
prophetic ^jj++++=prophetic;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
event ^nn++++=event
may ^md+pos+++=may
merely ^rb+down+splt++=merely
select ^vb++++=select
itself ^ppl++++=itself
from ^in++++=from
a ^at++++=a
multitude ^nn++++=multitude
of ^in++++=of
occurrences ^nns+nom+++=occurrences
because ^cs+cos+++=because
it ^pp3+it+++=it
fits ^vbz++++=fits
the ^ati++++=the
emotion ^nn+nom+++=emotion.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
remember ^nn+nom+++=remember
the ^ati++++=the
successful ^jj+atrb+++=successful
coincidences ^nns+nom+++=coincidences
and ^cc++++=and
forget ^vb+vprv+++=forget
the ^ati++++=the
failures ^nns++++=failures."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
forget ^vb+vprv+++=forget
mine ^nn++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
assented ^vbd+++xvbn+=assented.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
failures ^nns++++=failures
have ^vb+hv+vrb++=have
the ^ati++++=the
advantage ^nn+nom+++=advantage
of ^in++++=of
occurring ^xvbg+++xvbg+=occurring
three ^cd++++=three
times ^nns++++=times
a ^at++++=a
day ^nn++++=day,
, ^zz++++=EXTRAWORD
at ^rb++++=at
regular ^jj+atrb+++=regular
meals ^nns++++=meals."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge
refused ^vbd+++xvbn+=refused
the ^ati++++=the
diversion ^nn++++=diversion.
. ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
knows ^vbz+vprv+++=knows
that ^tht+vcmp+++=that
a ^at++++=a
particular ^jj+atrb+++=particular
calamity ^nn+nom+++=calamity
is ^vbz+bez+aux++=is
to ^to++++=to
happen ^vbi+v+++=happen?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
no ^at++++=no
longer ^rbr++++=longer
be ^vb+be+vrb++=be
a ^at++++=a
presentiment ^nn+nom+++=presentiment,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
knowledge ^nn++++=knowledge,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
delusion ^nn++++=delusion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
both ^abx++++=both,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
suggested ^vbd+vpub++xvbn+=suggested.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
categories ^nns++++=categories
are ^vb+ber+vrb++=are
not ^xnot++not++=not
mutually ^rb++++=mutually
exclusive ^jj++++=exclusive
in ^in++++=in
Rulledge ^np+++??+=Rulledge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
noticed ^vprf+++xvbnx+=noticed
that ^tht+vcmp+++=that
during ^in++++=during
this ^dt+dem+++=this
Minver ^np+++??+=Minver
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased
to ^in++++=to
sketch ^nn++++=sketch
with ^in++++=with
a ^at++++=a
charred ^jj+atrb++xvbn+=charred
match ^nn++++=match
upon ^in++++=upon
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
an ^at++++=an
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made,
, ^zz++++=EXTRAWORD
apparently ^rb++++=apparently
without ^in++++=without
intending ^xvbg+++xvbg+=intending
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
profile ^nn++++=profile
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
had ^vbd+hvd+aux++=had
crossed ^vprf+++xvbnx+=crossed
it ^pp3+it+++=it
with ^in++++=with
two ^cd++++=two
impatient ^jj+atrb+++=impatient
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
habitual ^jj+atrb+++=habitual
irony ^nn++++=irony
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
constant ^jj++++=constant
that ^dt+dem+++=that
one ^cd1++++=one
learned ^vb+++xvbn+=learned
to ^to+vcmp+++=to
distinguish ^vbi++++=distinguish
its ^pp$+it+++=its
degrees ^nns+nom+++=degrees;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
ridicule ^nn++++=ridicule
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
Rulledge ^np++++=Rulledge's
's ^$++++=EXTRAWORD
insistence ^nn+nom+++=insistence
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
defensive ^jj++++=defensive.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
Omelet ^np+++??+=Omelet?
? ^zz++++=EXTRAWORD
Never ^rb++++=Never.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
respect ^nn++++=respect
my ^pp$+pp1+++=my
friends ^nns++++=friends'
' ^zz++++=EXTRAWORD
property ^nn++++=property."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
presentiment ^nn+nom+++=presentiment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj++++=dear
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
thousand ^cd++++=thousand.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
one ^cd1++++=one
now ^rn+tm+++=now
that ^dt+dem+++=that
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
encourage ^nn+nom+++=encourage
Rulledge ^np+++??+=Rulledge
he ^pp3a+pp3+++=he
will ^md+prd+++=will
tell ^vb++++=tell
us ^pp1o+pp1+++=us
his ^pp$+pp3+++=his."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge
sat ^vbd+++xvbn+=sat
upright ^jj++++=upright.
. ^zz++++=EXTRAWORD
" ^zz++++="Mine
mine ^nn++++=EXTRAWORD
is ^vbz+bez+aux++=is
perfectly ^rb+amp+splt++=perfectly
well ^rb++++=well
authenticated ^vwbn+++xvbn+=authenticated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
spare ^jj++++=spare
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Authenticated ^np+++??+=Authenticated
mysteries ^nns+nom+++=mysteries
are ^vb+ber+vrb++=are
the ^ati++++=the
dullest ^nn++++=dullest.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
all ^rb++++=all
the ^ati++++=the
discomfort ^nn++++=discomfort
of ^in++++=of
fact ^nn++++=fact
and ^cc++++=and
none ^rb++++=none
of ^in++++=of
the ^ati++++=the
liberty ^nn++++=liberty
of ^in++++=of
fiction ^nn+nom+++=fiction."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
such ^abl++++=such
a ^at++++=a
case ^nn++++=case,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rulledge ^np+++??+=Rulledge
persisted ^vbd+++xvbn+=persisted.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
see ^vb+vprv+++=see
the ^ati++++=the
mushrooms ^nns++++=mushrooms
you ^pp2+pp2+++=you
ate ^vbd+++xvbn+=ate
for ^in++++=for
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
psychical ^jj+atrb+++=psychical
intimations ^nns+nom+++=intimations
are ^vb+ber+vrb++=are
notoriously ^rb++++=notoriously
vivid ^jj+pred+++=vivid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wanhope ^np+++??+=Wanhope
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
help ^vb++++=help
Minver ^np+++??+=Minver
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
subject ^nn++++=subject.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
reason ^nn++++=reason,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
not ^xnot++not++=not
tell ^vb++++=tell
us ^pp1o+pp1+++=us
your ^pp$+pp2+++=your
case ^nn++++=case,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
one ^pn++++=one.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
need ^vb++++=need
not ^xnot++not++=not
accept ^vb+vprv+++=accept
any ^dti++++=any
interpretation ^nn+nom+++=interpretation
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
psychologist ^nn+nom+++=psychologist's
's ^$++++=EXTRAWORD
magnanimity ^nn+nom+++=magnanimity,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Minver ^np+++??+=Minver
remarked ^vbd+vpub++xvbn+=remarked.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
leaves ^nns++++=leaves
you ^pp2+pp2+++=you
your ^pp$+pp2+++=your
facts ^nns++++=facts
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
taken ^vprf+++xvbnx+=taken
away ^rb+phrv+++=away
everything ^pn++++=everything
that ^cs+sub+++=that
made ^vwbn+++xvbn+=made
them ^pp3o+pp3+++=them
worth ^in++++=worth
having ^nn++++=having."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
pushed ^vbd+++xvbn+=pushed
the ^ati++++=the
ashes ^nns++++=ashes
together ^nn+nom+++=together
with ^in++++=with
his ^pp$+pp3+++=his
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
dismiss ^vbi++++=dismiss
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
somewhat ^rb+down+++=somewhat
outside ^jjb++++=outside
the ^ati++++=the
circle ^nn++++=circle
of ^in++++=of
the ^ati++++=the
lamp ^nn++++=lamp,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
tell ^vb++++=tell
you ^pp2+pp2+++=you
something ^pn++++=something
which ^whp+who+++=which
happened ^vbd+++xvbn+=happened
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
warn ^vb+vpub+tht0++=warn
you ^pp2+pp2+++=you
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
accuracy ^nn+nom+++=accuracy
