When ^wrb+who+++=When
shrubbery ^nn+nom+++=shrubbery.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb++++=mean
to ^to+vcmp+++=to
have ^vbi++vrb++=have
roses ^nns++++=roses
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
breakfast ^nn++++=breakfast
one ^cd1++++=one
April ^nr++++=April
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Colonel ^nn++++=Colonel,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
reading ^vbg+++xvbgx+=reading
an ^at++++=an
account ^nn++++=account
of ^in++++=of
a ^at++++=a
disputed ^jj+atrb++xvbn+=disputed
boundary ^nn+nom+++=boundary
in ^in++++=in
the ^ati++++=the
county ^nn++++=county
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
over ^in++++=over
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
exactly ^rb++++=exactly?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
dreadful ^jj++++=dreadful
little ^ap++++=little
wilderness ^nns+nom+++=wilderness
beyond ^in++++=beyond
the ^ati++++=the
old ^jj+atrb+++=old
yews ^nns+++??+=yews."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh
oh ^uh++++=EXTRAWORD
that ^dt+dem+++=that
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
why ^wrb+who+whcl++=why
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
' ^zz++++='that
that ^dt+dem+++=EXTRAWORD
place ^nn++++=place'
' ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+vrb++=has
a ^at++++=a
south ^nr+pl+++=south-west
- ^zz++++=EXTRAWORD
west ^np+pl+++=EXTRAWORD
aspect ^nn++++=aspect
and ^cc++++=and
is ^vbz+bez+aux++=is
completely ^rb+amp+splt++=completely
sheltered ^vpsv++agls+xvbnx+=sheltered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Has
has ^vbz+hvz+vrb++=EXTRAWORD
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
rather ^rb++++=rather
damp ^jj++++=damp."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
damp ^nn++++=damp
because ^cs+cos+++=because
nobody ^pn++++=nobody
has ^vbz+hvz+aux++=has
attended ^vprf+++xvbnx+=attended
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Collins ^np++++=Collins
has ^vbz+hvz+aux++=has
allowed ^vprf+++xvbnx+=allowed
the ^ati++++=the
drains ^nns++++=drains
to ^to++++=to
choke ^vbi++++=choke."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
statements ^nns+nom+++=statements
which ^whp+rel+subj++=which
leave ^vb++++=leave
a ^at++++=a
prudent ^jj+atrb+++=prudent
husband ^nn++++=husband
with ^in++++=with
little ^jj+atrb+++=little
room ^nn++++=room
for ^in++++=for
profitable ^jj+atrb+++=profitable
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Colonel ^npt++++=Colonel
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
boundary ^nn+nom+++=boundary
dispute ^nn++++=dispute.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Anstruther ^np+nom+++=Anstruther
continued ^vbd+++xvbn+=continued:
: ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
remains ^nns++++=remains
of ^in++++=of
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
summer ^nn++++=summer-house
- ^zz++++=EXTRAWORD
house ^nn++++=EXTRAWORD
there ^rn+pl+++=there
rotten ^jj+atrb+++=rotten
boards ^nns++++=boards,
, ^zz++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
bricks ^nns++++=bricks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
extraordinary ^jj+atrb+++=extraordinary
post ^nn++++=post
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+pdem+++=that
must ^md+nec+++=must
come ^vb++++=come
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
have ^vb+hv+vrb++=have
the ^ati++++=the
ground ^nn++++=ground
trenched ^vbd+++xvbn+=trenched,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
in ^in++++=in
proper ^jj+atrb+++=proper
drainage ^nn+nom+++=drainage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
a ^at++++=a
circular ^jj+atrb+++=circular
bed ^nn++++=bed
with ^in++++=with
standards ^nns++++=standards."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
nice ^jj++++=nice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
merely ^rb+down+++=merely
nice ^jj++++=nice,
, ^zz++++=EXTRAWORD
Henry ^np++++=Henry.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
be ^vb+be+vrb++=be
the ^ati++++=the
best ^nn++++=best
rose ^vbd+++xvbn+=rose
garden ^npl++++=garden
in ^in++++=in
the ^ati++++=the
county ^nn++++=county."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dare ^vb++++=dare
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
will ^md+prd+++=will."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Bentleys ^nps++++=Bentleys
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
but ^cc++++=but
hybrid ^nn++++=hybrid
perpetuals ^nns+nom+++=perpetuals.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
might ^md+pos+++=might
as ^rb++splt++=as
well ^rb++++=well
grow ^vb++++=grow
cabbages ^nns+nom+++=cabbages."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Colonel ^npt++++=Colonel
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
always ^rb++splt++=always
considered ^vprf+++xvbnx+=considered
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bentley ^np++++=Bentley's
's ^$++++=EXTRAWORD
roses ^nns++++=roses
rather ^rb++++=rather
fine ^jj++++=fine,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
reminded ^vprf+++xvbn+=reminded
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing
whatever ^nn+nom+++=whatever
about ^in++++=about
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
conceded ^j+++xvbn+=conceded
the ^ati++++=the
point ^nn++++=point.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
that ^dt+dem+++=that
morning ^nn++++=morning
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Anstruther ^np+nom+++=Anstruther
sent ^vbd+++xvbn+=sent
for ^in++++=for
Collins ^np++++=Collins.
. ^zz++++=EXTRAWORD
Collins ^np++++=Collins
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
head ^jjb+atrb+++=head
gardener ^nn+nom+++=gardener
at ^in++++=at
Westfield ^np+++??+=Westfield
for ^in++++=for
nearly ^rb+down+++=nearly
thirty ^cd++++=thirty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad,
, ^zz++++=EXTRAWORD
slow ^jj+atrb+++=slow
man ^nn++++=man
with ^in++++=with
an ^at++++=an
expression ^nn++++=expression
of ^in++++=of
settled ^vbd+++xvbn+=settled
melancholy ^jj++++=melancholy,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
whole ^jj+atrb+++=whole
vegetable ^nn++++=vegetable
kingdom ^nn+nom+++=kingdom
had ^vbd+hvd+aux++=had
disappointed ^vprf+++xvbnx+=disappointed
him ^pp3o+pp3+++=him
privately ^rb++++=privately.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
listened ^vbd+++xvbnx+=listened
to ^in++++=to
the ^ati++++=the
rose ^vbd+++xvbn+=rose-garden
- ^zz++++=EXTRAWORD
garden ^nn++++=EXTRAWORD
scheme ^nn++++=scheme
with ^in++++=with
his ^pp$+pp3+++=his
cap ^nn++++=cap
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands
and ^cc++++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
directed ^vwbn+++xvbn+=directed
toward ^in++++=toward
a ^at++++=a
pattern ^nn++++=pattern
in ^in++++=in
the ^ati++++=the
carpet ^nn++++=carpet.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Anstruther ^np+nom+++=Anstruther.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
understand ^vb+vprv+++=understand
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
want ^vb++++=want
done ^vbd+++xvbn+=done?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
You ^pp2+pp2+++=You
wants ^vbz++++=wants
the ^ati++++=the
old ^jj+atrb+++=old
place ^nn++++=place
cleared ^vwbn+++xvbn+=cleared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Entirely
entirely ^rb+amp+++=EXTRAWORD
cleared ^vbd+++xvbn+=cleared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There'll
there ^ex+pex+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
the ^ati++++=the
laurels ^nns++++=laurels,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
laurels ^nns++++=laurels
are ^vb+ber+aux++=are
to ^to++++=to
come ^vbi++++=come
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them
roots ^nns++++=roots
goes ^vbz++++=goes
a ^at++++=a
long ^jj+atrb+++=long
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
they ^pp3a+pp3+++=they
must ^md+nec+++=must
be ^vb+be+aux++=be
followed ^vpsv++agls+xvbnx+=followed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
bit ^nn++++=bit
of ^in++++=of
building ^xvbg+++xvbg+=building."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
building ^nvbg+++xvbg+=building.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
heap ^nn++++=heap
of ^in++++=of
rotten ^jj+atrb+++=rotten
wood ^nn++++=wood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Collins ^np++++=Collins
rubbed ^vbd+++xvbn+=rubbed
one ^cd1++++=one
thumb ^nn++++=thumb
upon ^in++++=upon
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
summer- ^nn+++??+=summer-'ouse
'ouse ^nn+++??+=EXTRAWORD
there ^rn+pl+++=there
once ^cs+tm+++=once,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
gather ^vb+vprv+++=gather."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Built
built ^vwbn+++xvbn+=EXTRAWORD
very ^ql+amp+++=very
strong ^jj++++=strong,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
do ^vb+do+aux++=do
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
cannot ^md+pos+not++=cannot
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
very ^ql+amp+++=very
strong ^jj++++=strong
if ^cs+cnd+++=if
nothing ^pn++++=nothing
remains ^nns++++=remains
but ^cc++++=but
three ^cd++++=three
boards ^nns++++=boards
and ^cc++++=and
a ^at++++=a
post ^nn++++=post."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
Not ^xnot++not++=Not
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Anstruther ^np+nom+++=Anstruther
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
that ^tht+vcmp+++=that
pauses ^nns+++??+=pauses
of ^in++++=of
this ^dt+dem+++=this
sort ^nn++++=sort
were ^vbd+bed+vrb++=were
a ^at++++=a
form ^nn++++=form
of ^in++++=of
resistance ^nn+nom+++=resistance
with ^in++++=with
Collins ^np++++=Collins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
encourage ^nn+nom+++=encourage
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
begin ^vb++++=begin
on ^in++++=on
Monday ^nr++++=Monday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
agreeable ^jj++++=agreeable
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
sooner ^rbr++splt++=sooner
leave ^vb++++=leave
that ^dt+dem+++=that
centre ^jjb+atrb+++=centre
post ^nn++++=post."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
'am, ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
drove ^vpsv++agls+xvbnx+=drove
in ^in++++=in
wonderful ^jj++++=wonderful
deep ^jj++++=deep."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
dig ^vb++++=dig
deeper ^jjr++++=deeper."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
in ^in++++=in
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
precisely ^rb++++=precisely.
. ^zz++++=EXTRAWORD
Standards ^nns++++=Standards
could ^md+pos+++=could
go ^vb++++=go
round ^rb++++=round
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
might ^md+pos+++=might
be ^vb+be+aux++=be
trained ^vpsv++agls+xvbnx+=trained
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
want ^vb++++=want
ivy ^nn++++=ivy
trained ^vbd+++xvbn+=trained
up ^rp++++=up
a ^at++++=a
decayed ^jj+atrb++xvbn+=decayed
post ^nn++++=post
in ^in++++=in
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
my ^pp$+pp1+++=my
rose ^vbd+++xvbn+=rose
garden ^npl++++=garden."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
any ^dti++++=any
practical ^jj+atrb+++=practical
reason ^nn++++=reason
for ^in++++=for
leaving ^xvbg+++xvbg+=leaving
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Collins ^np++++=Collins
considered ^vwbn+vprv++xvbn+=considered
the ^ati++++=the
adjective ^nn++++=adjective.
. ^zz++++=EXTRAWORD
" ^zz++++="Practical,
practical ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am?"
'am?" ^nn+++??+=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Does ^vbz+doz+aux++=Does
it ^pp3+it+++=it
support ^vb++++=support
anything ^pn++++=anything?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
a ^at++++=a
boundary ^nn+nom+++=boundary
mark ^nn++++=mark?
? ^zz++++=EXTRAWORD
Does ^vbz+doz+aux++=Does
it ^pp3+it+++=it
cover ^vb++++=cover
a ^at++++=a
pipe ^nn++++=pipe?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
knows ^vbz+vprv+++=knows
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
remove ^vb++++=remove
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
no ^at++++=no
movement ^nn+nom+++=movement
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
there ^rn+pl+++=there
something ^pn++++=something
else ^rb+cnj+++=else?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Collins ^np++++=Collins
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
what ^wdt+who+++=what
assistance ^nn+nom+++=assistance
the ^ati++++=the
window ^nn++++=window
could ^md+pos+++=could
afford ^vb++++=afford
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
apparent ^jj++++=apparent.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
grandfather ^nn+nom+++=grandfather,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
worked ^vbd+++xvbnx+=worked
here ^rn+pl+++=here
under ^in++++=under
