I ^pp1a+pp1+++=I
borrowed ^vbd+++xvbn+=borrowed
the ^ati++++=the
notebooks ^nns++++=notebooks.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
there ^rn+pl+++=there
periodically ^rb+cnj+++=periodically,
, ^zz++++=EXTRAWORD
as ^ql++++=as
men ^nns++++=men
go ^vb++++=go
to ^in++++=to
a ^at++++=a
monastery ^nn+nom+++=monastery,
, ^zz++++=EXTRAWORD
a ^at++++=a
gaming ^jj+++xvbg+=gaming-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
an ^at++++=an
aunt ^nn++++=aunt
in ^in++++=in
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
escaped ^vbd+++xvbnx+=escaped
from ^in++++=from
lives ^nns++++=lives
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
disgraceful ^jj++++=disgraceful,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
offensively ^rb++++=offensively
explanatory ^jj++++=explanatory.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
nobody ^pn++++=nobody
asked ^vbd+vsua++xvbn+=asked
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
represented ^vbd+++xvbnx+=represented.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
could ^md+pos+++=could
sit ^vb++++=sit
at ^in++++=at
the ^ati++++=the
window ^nn++++=window
after ^in++++=after
dusk ^nn++++=dusk,
, ^zz++++=EXTRAWORD
smelling ^vbg+nom++xvbg+=smelling
damp ^nn++++=damp
linen ^nn++++=linen,
, ^zz++++=EXTRAWORD
fried ^jj+atrb+++=fried
haddock ^nns++++=haddock,
, ^zz++++=EXTRAWORD
stale ^jj+atrb+++=stale
tobacco ^nn++++=tobacco,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tepid ^jj+atrb+++=tepid
breath ^nn++++=breath
of ^in++++=of
the ^ati++++=the
public ^jj++++=public-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watch ^vb++++=watch
the ^ati++++=the
police ^nns++++=police
station ^nn+nom+++=station
deliver ^vb++++=deliver
its ^pp$+it+++=its
occasional ^jj+atrb+++=occasional
fragment ^nn+nom+++=fragment
of ^in++++=of
human ^jj+atrb+++=human
mystery ^nn+nom+++=mystery.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^pn++++=one
such ^abl++++=such
evening ^nn++++=evening
a ^at++++=a
van ^&fw++++=van
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
constables ^nns++++=constables
descended ^vbd+++xvbn+=descended,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
small ^jj+atrb+++=small
man ^nn++++=man
in ^in++++=in
a ^at++++=a
grey ^jj+atrb+++=grey
coat ^nn++++=coat
whose ^whp+rel+obj++=whose
sleeve ^nn++++=sleeve
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
torn ^vpsv++agls+xvbnx+=torn
from ^in++++=from
shoulder ^nn+nom+++=shoulder
to ^in++++=to
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
blood ^nn++++=blood
visible ^jj++++=visible.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
disappointed ^jj+++xvbn+=disappointed
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
gathered ^vbd+++xvbn+=gathered
with ^in++++=with
the ^ati++++=the
silent ^jj+atrb+++=silent
speed ^nn++++=speed
of ^in++++=of
particles ^nns++++=particles
obeying ^vwbg+++xvbg+=obeying
a ^at++++=a
physical ^jj+atrb+++=physical
law ^nn++++=law.
. ^zz++++=EXTRAWORD
A ^at++++=A
butcher ^nn++++=butcher's
's ^$++++=EXTRAWORD
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood
on ^in++++=on
tiptoe ^nn+++??+=tiptoe;
; ^zz++++=EXTRAWORD
three ^cd++++=three
women ^nns++++=women
emerged ^vbd+++xvbn+=emerged
without ^in++++=without
hats ^nns++++=hats;
; ^zz++++=EXTRAWORD
a ^at++++=a
gentleman ^nn+nom+++=gentleman
with ^in++++=with
a ^at++++=a
Pekinese ^np+nom++??+=Pekinese
paused ^vbd+++xvbn+=paused
at ^in++++=at
a ^at++++=a
distance ^nn+nom+++=distance
compatible ^jj++++=compatible
with ^in++++=with
innocence ^nn+nom+++=innocence;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
chewing ^vbg+++xvbg+=chewing
bread ^nn++++=bread
with ^in++++=with
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
deliberate ^jj+atrb+++=deliberate
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
everyone ^pn++++=everyone
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
occurred ^vprf+++xvbnx+=occurred
and ^cc+phrs+++=and
rejected ^vbd+++xvbn+=rejected
every ^at++++=every
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
prisoner ^nn+nom+++=prisoner
did ^vbd+dod+aux++=did
not ^xnot++not++=not
resist ^vb++++=resist.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
once ^rb+tm+++=once
at ^rb++++=at
the ^ati++++=the
upper ^jjb+atrb+++=upper
windows ^nns++++=windows
opposite ^jj++++=opposite,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
Eeldrop ^np+++??+=Eeldrop,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^cs+sub+++=as
if ^cs+cnd+++=if
some ^dti++++=some
ancient ^jj+atrb+++=ancient
calculation ^nn+nom+++=calculation
had ^vbd+hvd+aux++=had
presented ^vprf+++xvbnx+=presented
an ^at++++=an
unforeseen ^jj+atrb+++=unforeseen
remainder ^nn+nom+++=remainder.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
" ^zz++++="Murder,"
murder ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
butcher ^nn++++=butcher's
's ^$++++=EXTRAWORD
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
" ^zz++++="Drink,"
drink ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
women ^nns++++=women.
. ^zz++++=EXTRAWORD
" ^zz++++="Foreign,"
foreign ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
with ^in++++=with
the ^ati++++=the
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
Appleplex ^np+++??+=Appleplex
made ^vbd+++xvbn+=made
a ^at++++=a
note ^nn++++=note.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Eeldrop ^np+++??+=Eeldrop,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+++=EXTRAWORD
rapidly ^rb++++=rapidly
the ^ati++++=the
world ^nn++++=world
repairs ^nns++++=repairs
the ^ati++++=the
wound ^nn+++xvbn+=wound
of ^in++++=of
individuality ^nn+nom+++=individuality.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
passes ^vbz++++=passes
through ^in++++=through
that ^dt+dem+++=that
door ^nn++++=door
carrying ^vwbg+++xvbg+=carrying
an ^at++++=an
act ^nn++++=act
which ^whp+rel+subj++=which
may ^md+pos+++=may
have ^vb+hv+aux++=have
destroyed ^vprf+++xvbnx+=destroyed
his ^pp$+pp3+++=his
universe ^nn++++=universe;
; ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
latch ^nn++++=latch
falls ^vbz++++=falls,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
murder ^nn++++=murder,
, ^zz++++=EXTRAWORD
drink ^vb++++=drink,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
foreign ^jj++++=foreign."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
omitted ^vprf+++xvbnx+=omitted
insanity ^nn+nom+++=insanity,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Appleplex ^np+++??+=Appleplex.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
appear ^vb+seem+++=appear
when ^wrb+who+++=when
the ^ati++++=the
evening ^nn++++=evening
paper ^nn++++=paper
arrives ^vbz++++=arrives."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Insanity
insanity ^nn+nom+++=EXTRAWORD
is ^vbz+bez+vrb++=is
merely ^rb+down+++=merely
the ^ati++++=the
most ^ql+emph+++=most
comfortable ^jj+atrb+++=comfortable
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
absolves ^vbz++++=absolves
the ^ati++++=the
classifier ^nn++++=classifier
from ^in++++=from
imagining ^xvbg+++xvbg+=imagining
motive ^nn++++=motive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
also ^rb++++=also
be ^vb+be+vrb++=be
true ^jj+pred+++=true."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Truth
truth ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
point ^nn++++=point."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Appleplex ^np+++??+=Appleplex
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
pencil ^nn++++=pencil.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
concession ^nn++++=concession
from ^in++++=from
a ^at++++=a
seeker ^nn++++=seeker
after ^in++++=after
reality ^nn+nom+++=reality."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
truth ^nn++++=truth
as ^in++++=as
correspondence ^nn+nom+++=correspondence,
, ^zz++++=EXTRAWORD
accuracy ^nn+nom+++=accuracy,
, ^zz++++=EXTRAWORD
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
virtues ^nns++++=virtues
of ^in++++=of
magistrates ^nns+nom+++=magistrates.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb++++=mean
that ^tht+vcmp+++=that
even ^cs+sub+++=even
if ^cs+cnd+++=if
the ^ati++++=the
man ^nn++++=man
is ^vbz+bez+aux++=is
drunk ^vpsv++agls+xvbnx+=drunk,
, ^zz++++=EXTRAWORD
foreign ^jj++++=foreign,
, ^zz++++=EXTRAWORD
homicidal ^jj++++=homicidal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mad ^jj++++=mad,
, ^zz++++=EXTRAWORD
the ^ati++++=the
accumulation ^nn+nom+++=accumulation
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
approach ^nn++++=approach
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
surrounds ^vbz++++=surrounds
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
know ^vb+vprv+++=know
the ^ati++++=the
categories ^nns++++=categories
through ^in++++=through
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
may ^md+pos+++=may
be ^vb+be+aux++=be
condemned ^vpsv++agls+xvbnx+=condemned;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
the ^ati++++=the
instant ^nn+nom+++=instant
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
irretrievable ^jj++++=irretrievable
to ^in++++=to
himself ^ppl+pp3+++=himself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
fly ^nn++++=fly
settled ^vbd+++xvbn+=settled
upon ^in++++=upon
the ^ati++++=the
rim ^nn++++=rim
of ^in++++=of
the ^ati++++=the
oatmeal ^nn++++=oatmeal
tin ^nn++++=tin.
. ^zz++++=EXTRAWORD
Appleplex ^np+++??+=Appleplex
watched ^vbd+++xvbn+=watched
it ^pp3+it+++=it
clean ^vb++++=clean
its ^pp$+it+++=its
forelegs ^nns+++??+=forelegs.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
assume ^vb+vprv+++=assume
an ^at++++=an
instant ^nn+nom+++=instant,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
actions ^nns+nom+++=actions
are ^vb+ber+vrb++=are
sedimentary ^nn+nom+++=sedimentary.
. ^zz++++=EXTRAWORD
A ^at++++=A
rejected ^jj+atrb++xvbn+=rejected
cheque ^nn++++=cheque,
, ^zz++++=EXTRAWORD
a ^at++++=a
diseased ^jj+atrb+++=diseased
child ^nn++++=child,
, ^zz++++=EXTRAWORD
a ^at++++=a
humiliating ^jj+atrb+++=humiliating
employer ^nn+nom+++=employer,
, ^zz++++=EXTRAWORD
five ^cd++++=five
years ^nns++++=years
of ^in++++=of
custard ^nn+++??+=custard
and ^cc++++=and
prunes ^nns++++=prunes
in ^in++++=in
a ^at++++=a
boarding ^nn++++=boarding-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^cd1++++=one
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
laugh ^vb++++=laugh
repeated ^vbd+++xvbn+=repeated
beyond ^in++++=beyond
endurance ^nn+nom+++=endurance
these ^dt+dem+++=these
form ^nn++++=form
layers ^nns++++=layers.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
a ^at++++=a
hand ^nn++++=hand
moves ^nns++++=moves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
catastrophe ^nn++++=catastrophe
looks ^vbz++++=looks
sudden ^jj++++=sudden
because ^cs+cos+++=because
the ^ati++++=the
public ^nn++++=public
arrives ^vbz++++=arrives
late ^jj++++=late."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
public ^nn++++=public
also ^rb++++=also
departs ^vbz++++=departs
early ^jj++++=early.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
sees ^vbz+vprv+++=sees
the ^ati++++=the
hand ^nn++++=hand
move ^nn++++=move
and ^cc++++=and
misses ^npt++++=misses
what ^wdt+who+++=what
follows ^vbz+vprv+++=follows.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
actions ^nns+nom+++=actions
after ^cs+sub+++=after
which ^whp+who+++=which
the ^ati++++=the
self ^nn++++=self
can ^md+pos+++=can
no ^at++++=no
longer ^rbr++++=longer
return ^nn++++=return
to ^in++++=to
its ^pp$+it+++=its
previous ^jj+atrb+++=previous
fiction ^nn+nom+++=fiction.
. ^zz++++=EXTRAWORD
The ^ati++++=The
murderer ^nn+nom+++=murderer
may ^md+pos+++=may
escape ^vb++++=escape
the ^ati++++=the
gallows ^np++++=gallows,
, ^zz++++=EXTRAWORD
the ^ati++++=the
adulterer ^nn++++=adulterer
may ^md+pos+++=may
be ^vb+be+aux++=be
forgiven ^vpsv++agls+xvbnx+=forgiven,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fraudulent ^jj+atrb+++=fraudulent
cashier ^nn++++=cashier
may ^md+pos+++=may
repay ^vb++++=repay
the ^ati++++=the
bank ^nn++++=bank;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
an ^at++++=an
irreversible ^jj+atrb+++=irreversible
thing ^nn++++=thing
has ^vbz+hvz+aux++=has
entered ^vprf+++xvbnx+=entered
consciousness ^nns+nom+++=consciousness.
. ^zz++++=EXTRAWORD
Theology ^nn++++=Theology
understood ^vwbn+vprv++xvbn+=understood
this ^dt+dem+++=this
badly ^rb++++=badly
but ^cc+phrs+++=but
intensely ^rb+amp+++=intensely.
. ^zz++++=EXTRAWORD
Sociology ^nn++++=Sociology
understands ^vbz++++=understands
it ^pp3+it+++=it
accurately ^rb++++=accurately
and ^cc++++=and
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
contrasting ^vbg+++xvbgx+=contrasting
medieval ^jj+atrb+++=medieval
hell ^nn++++=hell
with ^in++++=with
municipal ^jj+atrb+++=municipal
statistics ^nn++++=statistics."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
contrasting ^vbg+++xvbgx+=contrasting
consequence ^nn+nom+++=consequence
with ^in++++=with
classification ^nn+nom+++=classification."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Below ^rb++++=Below
them ^pp3o+pp3+++=them
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
spat ^vbd+++xvbn+=spat
with ^in++++=with
care ^nn++++=care
between ^in++++=between
two ^cd++++=two
paving ^jj+atrb++xvbg+=paving
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
The ^ati++++=The
women ^nns++++=women
discussed ^vwbn+++xvbn+=discussed
whether ^cs+who+++=whether
the ^ati++++=the
prisoner ^nn+nom+++=prisoner
had ^vbd+hvd+aux++=had
worn ^vprf+++xvbnx+=worn
boots ^nns++++=boots
or ^cc++++=or
slippers ^nns+nom+++=slippers.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
disagreement ^nn+nom+++=disagreement
became ^vbd+++xvbn+=became
moral ^jj++++=moral.
. ^zz++++=EXTRAWORD
Boots ^nns++++=Boots
implied ^vbd+++xvbn+=implied
preparation ^nn+nom+++=preparation;
; ^zz++++=EXTRAWORD
slippers ^nns+nom+++=slippers
implied ^vbd+++xvbn+=implied
domestic ^jj+atrb+++=domestic
provocation ^nn+nom+++=provocation.
. ^zz++++=EXTRAWORD
Appleplex ^np+++??+=Appleplex
resumed ^vbd+++xvbn+=resumed
writing ^vbg+++xvbg+=writing.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="at
at ^rb++++=EXTRAWORD
least ^rb"++++=least
seven ^cd++++=seven
socially ^rb++++=socially
distinct ^jj+atrb+++=distinct
methods ^nns++++=methods
of ^in++++=of
spitting ^nn++++=spitting.
. ^zz++++=EXTRAWORD
