There ^ex+pex+++=There
which ^whp+rel+subj++=which
makes ^vbz++++=makes
poverty ^nn++++=poverty
more ^ql++++=more
touching ^jj+++xvbg+=touching
because ^cs+cos+++=because
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
tried ^vprf+++xvbnx+=tried
so ^ql+emph+++=so
hard ^jj++++=hard
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
black ^jj+atrb+++=black
bonnet ^nn++++=bonnet
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
mended ^vpsv++agls+xvbnx+=mended
at ^rb++++=at
the ^ati++++=the
crown ^nn++++=crown;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
gloves ^nns++++=gloves
were ^vbd+bed+vrb++=were
gray ^np++++=gray
at ^in++++=at
the ^ati++++=the
finger ^nn++++=finger
ends ^nns++++=ends;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
thin ^jj+atrb+++=thin
wisp ^nn++++=wisp
of ^in++++=of
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
white ^jj++++=white,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
beside ^in+pl+++=beside
one ^cd1++++=one
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
paper ^nn++++=paper
trembled ^vbd+++xvbn+=trembled
in ^in++++=in
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
took ^vbd+++xvbn+=took
a ^at++++=a
magazine ^nn++++=magazine
from ^in++++=from
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
minutes ^nns++++=minutes
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
ten ^cd++++=ten.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman
did ^vbd+dod+aux++=did
not ^xnot++not++=not
turn ^vb++++=turn
the ^ati++++=the
page ^nn++++=page.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
nearer ^rbr++++=nearer,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bent ^vpsv++agls+xvbn+=bent
near ^in+pl+++=near
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
her ^pp3o+pp3+++=her
hand ^nn++++=hand
and ^cc++++=and
rubbed ^vbd+++xvbn+=rubbed
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
the ^ati++++=the
knuckles ^nns++++=knuckles,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
sleepy ^jj+atrb+++=sleepy
child ^nn++++=child.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
ceased ^vbd+++xvbn+=ceased
pretending ^vbg+++xvbg+=pretending
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
from ^in++++=from
Colorado ^np++++=Colorado?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
started ^vbd+++xvbn+=started.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
frightened ^vbd+++xvbn+=frightened,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
accused ^vpsv++agls+xvbnx+=accused
of ^in++++=of
something ^pn++++=something;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
her ^pp$+pp3+++=her
face ^nn++++=face
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
Leastways ^np+++??+=Leastways,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
escaped ^vbd+++xvbn+=escaped
almost ^rb+hdg+++=almost
joyfully ^rb++++=joyfully.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
lowered ^vbd+++xvbn+=lowered
the ^ati++++=the
newspaper ^nn+nom+++=newspaper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
looked ^vbd+++xvbn+=looked
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other
with ^in++++=with
the ^ati++++=the
immediate ^jj+atrb+++=immediate
interest ^nn++++=interest
of ^in++++=of
exiles ^nns+++??+=exiles
who ^whp+rel+subj++=who
discover ^nn+nom+++=discover
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
stood ^vprf+++xvbnx+=stood
beneath ^in+pl+++=beneath
the ^ati++++=the
same ^ap++++=same
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
part ^nn++++=part?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Denver
denver ^jjr++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
spell ^nn++++=spell.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
up ^rp++++=up
toward ^in++++=toward
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
in ^in++++=in
them ^pp3o+pp3+++0='em
exactly ^rb+cnj+++=exactly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
close ^jj++++=close
close ^jj++++=close
enough ^qlp++++=enough
to ^to++++=to
see ^vbi+vprv+++=see
them ^pp3o+pp3+++0='em
every ^at++++=every
clear ^jj+atrb+++=clear
day ^nn++++=day.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
named ^vbd+++xvbn+=named
her ^pp3o+pp3+++=her
town ^nn++++=town.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knowed ^vbd+++xvbnx+=knowed
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
woman ^nn++++=woman
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Went
went ^vbd+++xvbn+=EXTRAWORD
through ^in++++=through
there ^rn+pl+++=there
once ^cs+tm+++=once
with ^in++++=with
my ^pp$+pp1+++=my
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Twas
was ^vbd+bedz+vrb++=EXTRAWORD
in ^in++++=in
June ^nr++++=June,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
light ^nn++++=light
streamin ^nn+++??+=streamin'
' ^zz++++=EXTRAWORD
all ^abn++++=all
over ^in++++=over
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
Funny ^jj++++=Funny
what ^wdt+who+++=what
a ^at++++=a
body ^nn++++=body
recollects ^nns+++??+=recollects.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
the ^ati++++=the
year ^nn++++=year
not ^xnot++not++=not
certain ^jj++++=certain
but ^cc++++=but
I ^pp1a+pp1+++=I
recollect ^vb+vprv+++=recollect
that ^tht+vcmp+++=that
light ^jj++++=light."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled
and ^cc+phrs+++=and
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
paper ^nn++++=paper
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
smile ^nn++++=smile
faded ^vbd+++xvbn+=faded
as ^ql++++=as
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
like ^in++++=like
me ^pp1o+pp1+++=me
to ^to++++=to
find ^vbi+vprv+++=find
something ^pn++++=something
for ^in++++=for
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
eyes ^nns++++=eyes
are ^vb+ber+vrb++=are
good ^jj+pred+++=good,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
closely ^rb++++=closely
they ^pp3a+pp3+++=they
print ^vb++++=print
some ^dti++++=some
of ^in++++=of
those ^dt+dem+++=those
columns ^nns++++=columns."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
fingers ^nns+nom+++=fingers
tightened ^vbd+++xvbn+=tightened
upon ^in++++=upon
the ^ati++++=the
wooden ^jj+atrb+++=wooden
rod ^nn++++=rod.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
weather ^nn++++=weather."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
