It ^pp3+it+++=It
, ^zz++++=EXTRAWORD
every ^at++++=every
juniper ^jjr+atrb+++=juniper
bush ^nn++++=bush
as ^in++++=as
a ^at++++=a
hereditary ^jj++++=hereditary
dependent ^jj++++=dependent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
brook ^nn++++=brook
which ^whp+rel+subj++=which
could ^md+pos+++=could
be ^vb+be+aux++=be
crossed ^vpsv++agls+xvbnx+=crossed
without ^in++++=without
wetting ^xvbg+++xvbg+=wetting
the ^ati++++=the
sole ^nn++++=sole
of ^in++++=of
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
shoe ^nn++++=shoe
as ^ql++++=as
the ^ati++++=the
principal ^jjb+atrb+++=principal
river ^nn++++=river
of ^in++++=of
the ^ati++++=the
domain ^nn++++=domain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
therefore ^rb+cnj+++=therefore
wrapped ^vbd+++xvbn+=wrapped
myself ^ppl+pp1+++=myself
in ^in++++=in
a ^at++++=a
greatcoat ^nn+++??+=greatcoat
and ^cc++++=and
led ^vbd+++xvbn+=led
Eustace ^np++++=Eustace
forth ^np++++=forth
with ^in++++=with
the ^ati++++=the
gravity ^nn+nom+++=gravity
of ^in++++=of
a ^at++++=a
proprietor ^nn++++=proprietor
exhibiting ^vwbg+++xvbg+=exhibiting
ancestral ^jj+atrb+++=ancestral
lands ^nns++++=lands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
snow ^nn++++=snow
had ^vbd+hvd+aux++=had
softened ^vprf+++xvbnx+=softened
all ^abn++++=all
our ^pp$+pp1+++=our
humble ^jj+atrb+++=humble
boundaries ^nns++++=boundaries.
. ^zz++++=EXTRAWORD
Walls ^nns++++=Walls,
, ^zz++++=EXTRAWORD
hollows ^nns++++=hollows,
, ^zz++++=EXTRAWORD
cart ^nn++++=cart-ruts,
- ^zz++++=EXTRAWORD
ruts ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
unambitious ^jj+atrb+++=unambitious
inequalities ^nns+nom+++=inequalities
of ^in++++=of
the ^ati++++=the
fields ^nns++++=fields
were ^vbd+bed+aux++=were
rounded ^vpsv++agls+xvbnx+=rounded
into ^in++++=into
one ^cd1++++=one
quiet ^jj+atrb+++=quiet
harmony ^nn++++=harmony,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
earth ^nn++++=earth
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
asleep ^jj++++=asleep
and ^cc++++=and
drawn ^vbd+++xvbn+=drawn
a ^at++++=a
white ^jj+atrb+++=white
coverlet ^nn+nom+++=coverlet
over ^in++++=over
its ^pp$+it+++=its
imperfections ^nns+nom+++=imperfections.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
and ^cc+phrs+++=and
there ^rn+pl+++=there
a ^at++++=a
weed ^nn++++=weed
thrust ^vbd+++xvbn+=thrust
up ^rp++++=up
its ^pp$+it+++=its
brown ^np++++=brown
head ^jjb++++=head;
; ^zz++++=EXTRAWORD
the ^ati++++=the
brook ^nn++++=brook
muttered ^vbd+++xvbn+=muttered
beneath ^in+pl+++=beneath
a ^at++++=a
thin ^jj+atrb+++=thin
crystal ^nn++++=crystal
ceiling ^nn+nom+++=ceiling;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bare ^jj+atrb+++=bare
apple ^nn++++=apple
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
touched ^xvbn+++xvbn+=touched
by ^in++++=by
sunlight ^nn++++=sunlight,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
bear ^vbi+vprv+++=bear
a ^at++++=a
momentary ^jj+atrb+++=momentary
fruitage ^nn+nom+++=fruitage
of ^in++++=of
silver ^nn++++=silver.
. ^zz++++=EXTRAWORD
Eustace ^np++++=Eustace
praised ^vbd+++xvbn+=praised
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
admired ^vbd+++xvbnx+=admired
the ^ati++++=the
distant ^jj+atrb+++=distant
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
mine ^pp$$++++=mine;
; ^zz++++=EXTRAWORD
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
over ^in++++=over
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
possessed ^vbd+++xvbnx+=possessed
only ^rb+down+++=only
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
crossing ^xvbg+++xvbg+=crossing;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
neighboring ^jj+atrb+++=neighboring
barn ^nn++++=barn,
, ^zz++++=EXTRAWORD
concerning ^in++++=concerning
whose ^whp+rel+pied++=whose
ownership ^nn+nom+++=ownership
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
claim ^nn++++=claim
whatever ^nn+nom+++=whatever.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
enthusiasm ^nn++++=enthusiasm,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
unencumbered ^vpsv++by+xvbn+=unencumbered
by ^in++++=by
legal ^jj+atrb+++=legal
distinctions ^nns+nom+++=distinctions,
, ^zz++++=EXTRAWORD
annexed ^j+++xvbn+=annexed
the ^ati++++=the
whole ^jj+atrb+++=whole
landscape ^nn++++=landscape
to ^in++++=to
my ^pp$+pp1+++=my
property ^nn++++=property.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
we ^pp1a+pp1+++=we
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
rocky ^jj+atrb+++=rocky
slope ^nn++++=slope
behind ^in+pl+++=behind
the ^ati++++=the
orchard ^nn++++=orchard
and ^cc++++=and
came ^vbd+++xvbn+=came
to ^to++++=to
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
my ^pp$+pp1+++=my
summer ^nn++++=summer
house ^nn++++=house.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
more ^rbr++++=more
exact ^jj+atrb+++=exact
inventory ^nn++++=inventory
it ^pp3+it+++=it
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
described ^vpsv++agls+xvbnx+=described
as ^ql++++=as
a ^at++++=a
ruin ^nn++++=ruin
composed ^vwbn+++xvbn+=composed
of ^in++++=of
four ^cd++++=four
posts ^nns++++=posts,
, ^zz++++=EXTRAWORD
several ^ap++++=several
decayed ^jj+atrb++xvbn+=decayed
boards ^nns++++=boards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
roof ^nn++++=roof
through ^in++++=through
which ^whp+rel+pied++=which
the ^ati++++=the
rain ^nn++++=rain
enjoyed ^vbd+++xvbn+=enjoyed
uninterrupted ^jj+atrb+++=uninterrupted
privileges ^nns++++=privileges.
. ^zz++++=EXTRAWORD
A ^at++++=A
wild ^jj+atrb+++=wild
vine ^nn++++=vine
had ^vbd+hvd+aux++=had
climbed ^vprf+++xvbnx+=climbed
one ^cd1++++=one
side ^nn++++=side
and ^cc++++=and
stretched ^vbd+++xvbn+=stretched
its ^pp$+it+++=its
withered ^jj+atrb++xvbn+=withered
tendrils ^nns+++??+=tendrils
among ^in++++=among
the ^ati++++=the
rafters ^nns+nom+++=rafters;
; ^zz++++=EXTRAWORD
two ^cd++++=two
benches ^nns++++=benches
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
neither ^dt++neg++=neither
could ^md+pos+++=could
be ^vb+be+aux++=be
trusted ^vpsv++by+xvbnx+=trusted
by ^in++++=by
a ^at++++=a
prudent ^jj+atrb+++=prudent
man ^nn++++=man;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
entrance ^nn+nom+++=entrance,
, ^zz++++=EXTRAWORD
framed ^xvbn+++xvbn+=framed
by ^in++++=by
snow ^np++++=snow-laden
- ^zz++++=EXTRAWORD
laden ^xvbn+++xvbn+=EXTRAWORD
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
possessed ^j+++xvbn+=possessed
an ^at++++=an
air ^nn++++=air
of ^in++++=of
mystery ^nn+nom+++=mystery
wholly ^rb++++=wholly
disproportioned ^jj+++xvbn+=disproportioned
to ^in++++=to
the ^ati++++=the
edifice ^nn++++=edifice.
. ^zz++++=EXTRAWORD
In ^in++++=In
summer ^nn++++=summer
the ^ati++++=the
place ^nn++++=place
was ^vbd+bedz+vrb++=was
green ^nn++++=green,
, ^zz++++=EXTRAWORD
airy ^jj++++=airy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
full ^jj++++=full
of ^in++++=of
wavering ^jj+atrb+++=wavering
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
with ^in++++=with
snow ^nn++++=snow
upon ^in++++=upon
its ^pp$+it+++=its
broken ^jj+atrb++xvbn+=broken
roof ^nn++++=roof
and ^cc++++=and
pale ^jj+atrb+++=pale
sunshine ^nn++++=sunshine
entering ^vwbg+++xvbg+=entering
through ^in++++=through
every ^at++++=every
crevice ^&fw++++=crevice,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
less ^rbr++++=less
like ^in++++=like
a ^at++++=a
structure ^nn++++=structure
of ^in++++=of
timber ^nn++++=timber
than ^in++++=than
the ^ati++++=the
fading ^jj+atrb++xvbg+=fading
recollection ^nn+nom+++=recollection
of ^in++++=of
one ^pn++++=one.
. ^zz++++=EXTRAWORD
A ^at++++=A
cathedral ^nn+nom+++=cathedral,
, ^zz++++=EXTRAWORD
after ^in++++=after
centuries ^nns++++=centuries
of ^in++++=of
ruin ^nn++++=ruin,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
retain ^vb++++=retain
its ^pp$+it+++=its
sanctity ^nn+nom+++=sanctity;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+dem+++=this
poor ^jj+atrb+++=poor
summer ^nn++++=summer
house ^nn++++=house,
, ^zz++++=EXTRAWORD
after ^in++++=after
twenty ^cd++++=twenty
winters ^nns+nom+++=winters,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
attained ^vprf+++xvbnx+=attained
something ^pn++++=something
even ^rb++++=even
more ^rbr++++=more
difficult ^jj++++=difficult
a ^at++++=a
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
Eustace ^np++++=Eustace
stood ^vbd+++xvbn+=stood
within ^in++++=within
it ^pp3+it+++=it
and ^cc++++=and
gazed ^vpsv++agls+xvbn+=gazed
through ^in++++=through
the ^ati++++=the
open ^jj+atrb+++=open
framework ^nn++++=framework
toward ^in++++=toward
the ^ati++++=the
meadow ^nn++++=meadow.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
precisely ^rb++++=precisely
the ^ati++++=the
place ^nn++++=place,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
To ^to++++=To
catch ^vbi++++=catch
a ^at++++=a
rheumatism ^nn+nom+++=rheumatism?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
tell ^vbi++++=tell
a ^at++++=a
story ^nn++++=story."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
the ^ati++++=the
portfolio ^nn++++=portfolio,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
faithfully ^rb++++=faithfully
through ^in++++=through
our ^pp$+pp1+++=our
expedition ^nn+nom+++=expedition.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
fatal ^jj+atrb+++=fatal
hour ^nn++++=hour
has ^vbz+hvz+aux++=has
arrived ^vprf+++xvbnx+=arrived."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
remember ^nn+nom+++=remember,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
pursued ^vwbn+++xvbn+=pursued
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
without ^in++++=without
heeding ^xvbg+++xvbg+=heeding
my ^pp$+pp1+++=my
forebodings ^nns+++??+=forebodings,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
tales ^nns++++=tales
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
related ^vbd+++xvbnx+=related
to ^in++++=to
the ^ati++++=the
children ^nns++++=children
at ^in++++=at
Tanglewood ^np+++??+=Tanglewood?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
remember ^nn+nom+++=remember
both ^abx++++=both
the ^ati++++=the
tales ^nns++++=tales
and ^cc++++=and
the ^ati++++=the
children ^nns++++=children.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
certain ^jj++++=certain
of ^in++++=of
the ^ati++++=the
latter ^ap++++=latter
were ^vbd+bed+vrb++=were
more ^rbr++++=more
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
forget ^vbi+vprv+++=forget
than ^in++++=than
any ^dti++++=any
work ^nn++++=work
of ^in++++=of
literature ^nn++++=literature."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+aux++=have
demanded ^vprf+++xvbnx+=demanded
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
others ^aps++++=others!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
portfolio ^nn++++=portfolio,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
displayed ^vbd+++xvbn+=displayed
six ^cd++++=six
manuscripts ^nns++++=manuscripts,
, ^zz++++=EXTRAWORD
neatly ^rb++++=neatly
tied ^vbd+++xvbn+=tied
with ^in++++=with
blue ^jj+atrb+++=blue
ribbon ^nn++++=ribbon.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
clean ^jj+atrb+++=clean
margins ^nns++++=margins
and ^cc++++=and
imposing ^jj+atrb++xvbg+=imposing
titles ^nns++++=titles
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
undergone ^vprf+++xvbn+=undergone
the ^ati++++=the
wholesome ^jj+atrb+++=wholesome
humiliation ^nn+nom+++=humiliation
of ^in++++=of
criticism ^nn+nom+++=criticism.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
one ^pn++++=one
into ^in++++=into
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
a ^at++++=a
vigorous ^jj+atrb+++=vigorous,
, ^zz++++=EXTRAWORD
aspiring ^jj+atrb+++=aspiring
script ^nn++++=script,
, ^zz++++=EXTRAWORD
every ^at++++=every
capital ^nn++++=capital
letter ^nn++++=letter
seeming ^vwbg+seem++xvbg+=seeming
desirous ^jj++++=desirous
of ^in++++=of
becoming ^xvbg+++xvbg+=becoming
famous ^jj++++=famous
before ^cs+sub+++=before
the ^ati++++=the
sentence ^nn+nom+++=sentence
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
completed ^vpsv++agls+xvbnx+=completed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
