At ^rb++++=At
a ^at++++=a
gauge ^nn++++=gauge,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
furnace ^nn++++=furnace
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
an ^at++++=an
instant ^nn++++=instant
disclosed ^vbd+vpub++xvbn+=disclosed
a ^at++++=a
blood ^nn++++=blood-red
- ^zz++++=EXTRAWORD
red ^jj+atrb+++=EXTRAWORD
cavern ^nn++++=cavern
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
coal ^nn++++=coal
burned ^vbd+++xvbn+=burned
with ^in++++=with
intolerable ^jj+atrb+++=intolerable
brilliance ^nn+nom+++=brilliance.
. ^zz++++=EXTRAWORD
A ^at++++=A
guard ^nn++++=guard's
's ^$++++=EXTRAWORD
whistle ^vb++++=whistle
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
fireman ^nn++++=fireman.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver
moved ^vbd+++xvbn+=moved
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
couplings ^nns+nom+++=couplings
tightened ^vbd+++xvbn+=tightened
one ^cd1++++=one
after ^cs+sub+++=after
another ^ppls++++=another
with ^in++++=with
a ^at++++=a
succession ^nn++++=succession
of ^in++++=of
mild ^jj+atrb+++=mild
metallic ^jj+atrb+++=metallic
complaints ^nns++++=complaints;
; ^zz++++=EXTRAWORD
the ^ati++++=the
engine ^nn++++=engine
breathed ^vbd+++xvbn+=breathed
softly ^rb++++=softly;
; ^zz++++=EXTRAWORD
the ^ati++++=the
platform ^nn++++=platform
began ^vbd+++xvbn+=began,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
imperceptibly ^rb+cnj+++=imperceptibly,
, ^zz++++=EXTRAWORD
to ^to++++=to
move ^vbi++++=move
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
we ^pp1a+pp1+++=we
proceeded ^vbd+++xvbn+=proceeded
at ^rb++++=at
the ^ati++++=the
pace ^nn++++=pace
of ^in++++=of
a ^at++++=a
mouse ^nn++++=mouse
considering ^vwbg+++xvbg+=considering
whether ^cs+who+++=whether
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
observed ^vpsv++agls+xvbnx+=observed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
porters ^nns+nom+++=porters
slid ^vwbn+++xvbn+=slid
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
bookstall ^nn+++??+=bookstall,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
late ^jj+atrb+++=late
passenger ^nn+nom+++=passenger
running ^vwbg+++xvbg+=running
beneath ^in+pl+++=beneath
the ^ati++++=the
majestic ^jj+atrb+++=majestic
clock ^nn++++=clock
with ^in++++=with
the ^ati++++=the
hopeless ^jj+atrb+++=hopeless
dignity ^nn+nom+++=dignity
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
knows ^vbz+vprv+++=knows
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
private ^jj+atrb+++=private
catastrophe ^nn++++=catastrophe
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
a ^at++++=a
public ^jj+atrb+++=public
entertainment ^nn+nom+++=entertainment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
roof ^nn++++=roof
gathered ^vbd+++xvbn+=gathered
itself ^ppl++++=itself
above ^rb++++=above
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
columns ^nns++++=columns
fled ^vbd+++xvbn+=fled
slowly ^rb++++=slowly
astern ^rb+pl+++=astern;
; ^zz++++=EXTRAWORD
signals ^nns+nom+++=signals
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
orderly ^jj+atrb+++=orderly
ranks ^nns++++=ranks.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
locomotive ^nn++++=locomotive
put ^vbd+++xvbn+=put
its ^pp$+it+++=its
will ^md+prd+++=will
upon ^in++++=upon
the ^ati++++=the
train ^nn++++=train.
. ^zz++++=EXTRAWORD
London ^np++++=London
broke ^vbd+++xvbn+=broke
apart ^in+strn+++=apart.
. ^zz++++=EXTRAWORD
Walls ^nns++++=Walls,
, ^zz++++=EXTRAWORD
sheds ^nns++++=sheds,
, ^zz++++=EXTRAWORD
bridges ^nns++++=bridges,
, ^zz++++=EXTRAWORD
soot ^nn++++=soot-blackened
- ^zz++++=EXTRAWORD
blackened ^jj+atrb+++=EXTRAWORD
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
windows ^nns++++=windows
with ^in++++=with
pale ^nn++++=pale
faces ^nns++++=faces
at ^rb++++=at
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
laundries ^nns++++=laundries,
, ^zz++++=EXTRAWORD
advertisements ^nns+nom+++=advertisements,
, ^zz++++=EXTRAWORD
semaphores ^nns+++??+=semaphores,
, ^zz++++=EXTRAWORD
brick ^nn++++=brick
cuttings ^nns++++=cuttings
and ^cc++++=and
sudden ^jj+atrb+++=sudden
strips ^nns++++=strips
of ^in++++=of
sky ^nn++++=sky
flew ^vbd+++xvbn+=flew
backward ^jj++++=backward
into ^in++++=into
a ^at++++=a
gray ^np++++=gray
confusion ^nn++++=confusion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
exhaust ^nn++++=exhaust,
, ^zz++++=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first
separately ^rb++++=separately
audible ^jj++++=audible,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
a ^at++++=a
rapid ^jj+atrb+++=rapid,
, ^zz++++=EXTRAWORD
enormous ^jj+atrb+++=enormous
hammering ^nvbg+++xvbg+=hammering.
. ^zz++++=EXTRAWORD
Iron ^nn++++=Iron
answered ^vbd+vpub++xvbn+=answered
iron ^nn++++=iron
beneath ^in+pl+++=beneath
our ^pp$+pp1+++=our
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
coaches ^nns++++=coaches
swayed ^vwbn+++xvbn+=swayed,
, ^zz++++=EXTRAWORD
resisted ^j+++xvbn+=resisted,
, ^zz++++=EXTRAWORD
submitted ^j+++xvbn+=submitted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
express ^nns+nom+++=express
shot ^nn+++xvbn+=shot
northward ^jjb++++=northward
with ^in++++=with
the ^ati++++=the
purposeful ^jj+atrb+++=purposeful
arrogance ^nn+nom+++=arrogance
of ^in++++=of
a ^at++++=a
projectile ^nn++++=projectile.
. ^zz++++=EXTRAWORD
In ^in++++=In
London ^np++++=London
at ^rb++++=at
that ^dt+dem+++=that
hour ^nn++++=hour
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
undoubtedly ^rb++++=undoubtedly
thousands ^cds++++=thousands
of ^in++++=of
persons ^nns++++=persons
imagining ^vwbg+vprv++xvbg+=imagining
Scotland ^np++++=Scotland.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stockbroker ^nn+nom+++=stockbroker,
, ^zz++++=EXTRAWORD
unfolding ^vbg+++xvbg+=unfolding
his ^pp$+pp3+++=his
paper ^nn++++=paper
in ^in++++=in
a ^at++++=a
suburban ^jj+atrb+++=suburban
breakfast ^nn++++=breakfast
room ^nn++++=room,
, ^zz++++=EXTRAWORD
imagined ^jj+atrb++xvbn+=imagined
grouse ^nns++++=grouse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
schoolboy ^nn++++=schoolboy
imagined ^vbd+vprv++xvbn+=imagined
clans ^nns++++=clans
at ^in++++=at
perpetual ^jj+atrb+++=perpetual
war ^nn++++=war
among ^in++++=among
purple ^jj+atrb+++=purple
mountains ^npl++++=mountains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
elderly ^jj+atrb+++=elderly
lady ^npt++++=lady
imagined ^vbd+vprv++xvbn+=imagined
draughts ^nns++++=draughts.
. ^zz++++=EXTRAWORD
A ^at++++=A
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
employers ^nns+nom+++=employers
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone
to ^in++++=to
Glasgow ^np++++=Glasgow,
, ^zz++++=EXTRAWORD
imagined ^jj+atrb++xvbn+=imagined
savages ^nns+nom+++=savages
who ^whp+rel+subj++=who
consumed ^vbd+++xvbn+=consumed
oats ^nns++++=oats
by ^in++++=by
preference ^nn+nom+++=preference
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke
only ^rb+down+++=only
in ^in++++=in
proverbs ^nns++++=proverbs.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
Scotland ^np++++=Scotland,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
amused ^vpsv++by+xvbnx+=amused
by ^in++++=by
these ^dt+pdem+++=these
conjectures ^vbz+vprv+++=conjectures
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
busy ^jj++++=busy
with ^in++++=with
shipbuilding ^nn++++=shipbuilding,
, ^zz++++=EXTRAWORD
mining ^nn++++=mining,
, ^zz++++=EXTRAWORD
weaving ^vbg+++xvbg+=weaving,
, ^zz++++=EXTRAWORD
bargaining ^nn++++=bargaining,
, ^zz++++=EXTRAWORD
preaching ^vbg+++xvbg+=preaching,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
preparing ^vbg+++xvbg+=preparing
its ^pp$+it+++=its
own ^ap++++=own
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
four ^cd++++=four
hundred ^cd++++=hundred
miles ^nns++++=miles
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
ride ^vbi++++=ride
in ^in++++=in
the ^ati++++=the
cab ^nn++++=cab.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
travelers ^nns+nom+++=travelers
who ^whp+rel+obj++=who
desire ^nn++++=desire
velvet ^nn++++=velvet,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
cushion ^nn++++=cushion
between ^in++++=between
themselves ^ppls+pp3+++=themselves
and ^cc++++=and
every ^at++++=every
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
To ^in++++=To
them ^pp3o+pp3+++=them
the ^ati++++=the
first ^od++++=first-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
compartment ^nn+nom+++=compartment
is ^vbz+bez+vrb++=is
the ^ati++++=the
crown ^nn++++=crown
of ^in++++=of
civilization ^nn+nom+++=civilization.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
sit ^vb++++=sit
in ^in++++=in
it ^pp3+it+++=it
with ^in++++=with
their ^pp$+pp3+++=their
backs ^nns++++=backs
to ^in++++=to
the ^ati++++=the
engine ^nn++++=engine
and ^cc++++=and
learn ^vb+vprv+++=learn
from ^in++++=from
the ^ati++++=the
timetable ^nn++++=timetable
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
crossed ^vprf+++xvbnx+=crossed
England ^np++++=England.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
cab ^nn++++=cab
is ^vbz+bez+vrb++=is
the ^ati++++=the
proper ^jj+atrb+++=proper
observatory ^nn++++=observatory
of ^in++++=of
an ^at++++=an
express ^nn++++=express.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
one ^cd1++++=one
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
merely ^rb+down+++=merely
travel ^vb++++=travel;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
witnesses ^nns+nom+++=witnesses
the ^ati++++=the
manufacture ^nn++++=manufacture
of ^in++++=of
travel ^nn++++=travel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floor ^nn++++=floor
trembled ^vbd+++xvbn+=trembled
like ^in++++=like
a ^at++++=a
deck ^nn++++=deck
above ^jjb+atrb+++=above
propellers ^nns+nom+++=propellers.
. ^zz++++=EXTRAWORD
Brass ^nn++++=Brass
fittings ^nns++++=fittings
quivered ^vbd+++xvbn+=quivered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reversing ^jj+++xvbg+=reversing
lever ^&fw++++=lever
stood ^vprf+++xvbn+=stood
within ^in++++=within
reach ^nn++++=reach
of ^in++++=of
the ^ati++++=the
driver ^nn++++=driver's
's ^$++++=EXTRAWORD
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
gauges ^nns++++=gauges
watched ^vbd+++xvbn+=watched
us ^pp1o+pp1+++=us
with ^in++++=with
round ^nn++++=round,
, ^zz++++=EXTRAWORD
incorruptible ^jj+atrb+++=incorruptible
faces ^nns++++=faces;
; ^zz++++=EXTRAWORD
the ^ati++++=the
regulator ^nn++++=regulator
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
weapon ^nn++++=weapon
of ^in++++=of
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
Wind ^nn++++=Wind
rushed ^vbd+++xvbn+=rushed
through ^rb+phrv+++=through
the ^ati++++=the
open ^jj+atrb+++=open
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
cab ^nn++++=cab
and ^cc++++=and
drove ^vbd+++xvbn+=drove
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
steam ^nn++++=steam,
, ^zz++++=EXTRAWORD
cinders ^nns+nom+++=cinders,
, ^zz++++=EXTRAWORD
moisture ^nn++++=moisture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
breath ^nn++++=breath
of ^in++++=of
fields ^nns++++=fields
against ^in++++=against
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Ahead ^rb+cnj+++=Ahead,
, ^zz++++=EXTRAWORD
the ^ati++++=the
paired ^jj+atrb++xvbn+=paired
rails ^nns++++=rails
drew ^vbd+++xvbn+=drew
together ^nn+nom+++=together
to ^in++++=to
a ^at++++=a
bright ^jj+atrb+++=bright
point ^nn++++=point,
, ^zz++++=EXTRAWORD
unrolled ^j+++xvbn+=unrolled
beneath ^in+pl+++=beneath
the ^ati++++=the
buffer ^nn++++=buffer
beam ^nn++++=beam,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^jj+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
Telegraph ^nn++++=Telegraph
wires ^nns++++=wires
dipped ^vbd+++xvbn+=dipped
and ^cc+phrs+++=and
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
dipped ^j+++xvbn+=dipped
and ^cc+phrs+++=and
rose ^j+++xvbn+=rose,
, ^zz++++=EXTRAWORD
writing ^vbg+++xvbg+=writing
an ^at++++=an
endless ^jj+atrb+++=endless
message ^nn+nom+++=message
which ^whp+rel+obj++=which
no ^at++++=no
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
train ^nn++++=train
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver
stood ^vbd+++xvbn+=stood
easily ^rb+cnj+++=easily,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hand ^nn++++=hand
near ^in+pl+++=near
the ^ati++++=the
regulator ^nn++++=regulator,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
body ^nn++++=body
adjusting ^vwbg+++xvbg+=adjusting
itself ^ppl++++=itself
without ^in++++=without
thought ^vb+++xvbn+=thought
to ^to+vcmp+++=to
every ^at++++=every
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
not ^xnot++not++=not
at ^in++++=at
the ^ati++++=the
countryside ^nn++++=countryside
but ^cc++++=but
through ^in++++=through
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
language ^nn+nom+++=language
of ^in++++=of
signals ^nns+nom+++=signals.
. ^zz++++=EXTRAWORD
A ^at++++=A
green ^nn++++=green
light ^jj++++=light,
, ^zz++++=EXTRAWORD
a ^at++++=a
lifted ^nn++++=lifted
arm ^vb++++=arm,
, ^zz++++=EXTRAWORD
the ^ati++++=the
glint ^nn++++=glint
of ^in++++=of
points ^nns++++=points,
, ^zz++++=EXTRAWORD
a ^at++++=a
curve ^nn++++=curve
half ^nn++++=half
a ^at++++=a
mile ^nn++++=mile
away ^rp+pl+++=away
these ^dt+pdem+++=these
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
scenery ^nn+nom+++=scenery.
. ^zz++++=EXTRAWORD
Villages ^nns+nom+++=Villages
might ^md+pos+++=might
exhibit ^vb++++=exhibit
their ^pp$+pp3+++=their
church ^nn++++=church
towers ^nns++++=towers,
, ^zz++++=EXTRAWORD
rivers ^nns++++=rivers
might ^md+pos+++=might
shine ^vb++++=shine
under ^in++++=under
stone ^nn++++=stone
bridges ^nns++++=bridges,
, ^zz++++=EXTRAWORD
noble ^jj+atrb+++=noble
houses ^nns++++=houses
might ^md+pos+++=might
present ^vb++++=present
their ^pp$+pp3+++=their
ancestral ^jj+atrb+++=ancestral
woods ^nns++++=woods:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
