At ^in++++=At
which ^whp+who+++=EXTRAWORD
kind ^nn++++=kind?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Red
red ^jj+atrb+++=EXTRAWORD
ones ^pn++++=ones."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Red
red ^jj+atrb+++=EXTRAWORD
ones ^cd1s++++=ones
cost ^nn++++=cost
ten ^cd++++=ten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mamma
mamma ^npt++++=EXTRAWORD
says ^vbz+vpub+++=says
fi ^nn+++??+=fi'."
'." ^nn+++??+=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
your ^pp$+pp2+++=your
mamma ^npt++++=mamma
can ^md+pos+++=can
sell ^vb++++=sell
' ^zz++++='em."
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
From ^in++++=From
behind ^in+pl+++=behind
the ^ati++++=the
charcoal ^nn+nom+++=charcoal
stove ^nn++++=stove
came ^vbd+++xvbn+=came
a ^at++++=a
stifled ^jj+atrb++xvbn+=stifled
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
whom ^whp+rel+obj++=whom
everybody ^pn++++=everybody
called ^vbd+++xvbn+=called
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bellotti ^np++++=Bellotti
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
wiped ^j+++xvbn+=wiped
her ^pp$+pp3+++=her
hands ^nns++++=hands
upon ^in++++=upon
her ^pp$+pp3+++=her
apron ^nn++++=apron,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
counted ^vbd+++xvbn+=counted
six ^cd++++=six
scarlet ^jj+atrb+++=scarlet
candies ^nns+++??+=candies
into ^in++++=into
a ^at++++=a
twist ^nn++++=twist
of ^in++++=of
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
" ^zz++++="There,"
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
is ^vbz+bez+vrb++=is
lagniappe ^nn+++??+=lagniappe."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
head ^nn++++=head
came ^vbd+++xvbn+=came
up ^rp++++=up.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
magnificent ^jj+atrb+++=magnificent
head ^nn++++=head,
, ^zz++++=EXTRAWORD
black ^jj++++=black-bearded,
- ^zz++++=EXTRAWORD
bearded ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
bull ^nn++++=bull-necked,
- ^zz++++=EXTRAWORD
necked ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
angry ^jj++++=angry;
; ^zz++++=EXTRAWORD
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
a ^at++++=a
minor ^jj+atrb+++=minor
Caesar ^np++++=Caesar
condemned ^vwbn+++xvbn+=condemned
by ^in++++=by
commerce ^nn++++=commerce
to ^to++++=to
sell ^vbi++++=sell
onions ^nns++++=onions,
, ^zz++++=EXTRAWORD
lamp ^nn++++=lamp
oil ^nn++++=oil
and ^cc++++=and
liquor ^nn++++=liquor
by ^in++++=by
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
away ^rb+phrv+++=away
my ^pp$+pp1+++=my
candy ^nn++++=candy
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
one ^pn++++=one,
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
one ^pn++++=one!
! ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
one ^pn++++=one!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
roared ^vbd+++xvbnx+=roared.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
away ^rb+phrv+++=away
one ^cd1++++=one
all ^abn++++=all
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
night ^nn++++=night
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
an ^at++++=an
empty ^jj+atrb+++=empty
jar ^nn++++=jar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
fled ^vbd+++xvbn+=fled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
resumed ^vbd+++xvbn+=resumed
her ^pp3o+pp3+++=her
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
a ^at++++=a
gray ^np++++=gray
stocking ^nn++++=stocking
from ^in++++=from
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
shawl ^nn++++=shawl
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
knit ^vbi+++??+=knit.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
were ^vbd+bed+vrb++=were
thin ^jj+pred+++=thin
and ^cc+phrs+++=and
restless ^jj++++=restless.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
moved ^vbd+++xvbnx+=moved
even ^rb++++=even
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
watched ^vbd+++xvbnx+=watched
Tony ^np++++=Tony,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
customers ^nns+nom+++=customers
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
the ^ati++++=the
stove ^nn++++=stove
smoked ^vbd+++xvbn+=smoked
and ^cc++++=and
the ^ati++++=the
rain ^nn++++=rain
rattled ^vwbn+++xvbn+=rattled
against ^in++++=against
the ^ati++++=the
panes ^nns++++=panes.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
those ^dt+dem+++=those
fingers ^nns+nom+++=fingers
ceased ^vbd+++xvbn+=ceased
their ^pp$+pp3+++=their
poor ^jj+atrb+++=poor
employment ^nn+nom+++=employment,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
heart ^nn++++=heart
also ^rb++++=also
might ^md+pos+++=might
stop ^vb++++=stop
from ^in++++=from
lack ^nn++++=lack
of ^in++++=of
habit ^nn++++=habit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighbourhood ^nn+nom+++=neighbourhood
called ^vbd+++xvbn+=called
her ^pp3o+pp3+++=her
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
German ^jj+atrb+++=German
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
nobody ^pn++++=nobody
knew ^vbd+vprv++xvbn+=knew
when ^wrb+who+whcl++=when
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married.
. ^zz++++=EXTRAWORD
Prytania ^np+++??+=Prytania
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
admit ^vb+vpub+++=admit,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
other ^ap++++=other
matters ^nns+nom+++=matters
to ^to++++=to
occupy ^vbi++++=occupy
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
refined ^jj+atrb++xvbn+=refined
families ^nns++++=families
above ^in+pl+++=above
the ^ati++++=the
avenue ^npl++++=avenue
required ^vbd+++xvbn+=required
oysters ^nns+nom+++=oysters
for ^in++++=for
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
charcoal ^nn+nom+++=charcoal
during ^in++++=during
cold ^nn++++=cold
snaps ^vbz++++=snaps,
, ^zz++++=EXTRAWORD
candy ^nn++++=candy
for ^in++++=for
their ^pp$+pp3+++=their
children ^nns++++=children
and ^cc++++=and
credit ^nn++++=credit
until ^in++++=until
Saturday ^nr++++=Saturday.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
investigate ^nn+nom+++=investigate
the ^ati++++=the
sacraments ^nns+nom+++=sacraments
of ^in++++=of
the ^ati++++=the
people ^nns++++=people
who ^whp+rel+subj++=who
supplied ^vbd+++xvbn+=supplied
these ^dt+dem+++=these
necessities ^nns+nom+++=necessities.
. ^zz++++=EXTRAWORD
Tony ^np++++=Tony
himself ^ppl+pp3+++=himself
was ^vbd+bedz+vrb++=was
Italian ^jj+pred+++=Italian,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
according ^in++++=according
to ^in++++=to
local ^jj+atrb+++=local
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
naturally ^rb++++=naturally
excitable ^jj++++=excitable,
, ^zz++++=EXTRAWORD
thrifty ^jj++++=thrifty
and ^cc+phrs+++=and
armed ^jj+++xvbn+=armed
with ^in++++=with
a ^at++++=a
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
was ^vbd+bedz+vrb++=was
German ^jj+pred+++=German,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
consequently ^rb+cnj+splt++=consequently
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
endure ^vb++++=endure.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
nationality ^nn+nom+++=nationality
explained ^vbd+vpub++xvbn+=explained
everything ^pn++++=everything
and ^cc++++=and
excused ^vbd+++xvbn+=excused
nearly ^rb+down+++=nearly
as ^ql++++=as
much ^ap++++=much.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
him ^pp3o+pp3+++=him
fifteen ^cd++++=fifteen
years ^nns++++=years
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
shop ^nn++++=shop
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
one ^cd1++++=one
room ^nn++++=room,
, ^zz++++=EXTRAWORD
three ^cd++++=three
shelves ^nns++++=shelves
and ^cc++++=and
a ^at++++=a
barrel ^nn++++=barrel
of ^in++++=of
potatoes ^nns++++=potatoes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
scrubbed ^vbd+++xvbnx+=scrubbed
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
cooked ^j+++xvbn+=cooked
his ^pp$+pp3+++=his
meals ^nns++++=meals,
, ^zz++++=EXTRAWORD
mended ^j+++xvbn+=mended
his ^pp$+pp3+++=his
shirts ^nns++++=shirts,
, ^zz++++=EXTRAWORD
carried ^jj+atrb++xvbn+=carried
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
salted ^jj+atrb++xvbn+=salted
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
kept ^jj+atrb++xvbn+=kept
accounts ^nns++++=accounts
and ^cc++++=and
slept ^vpsv++agls+xvbn+=slept
in ^in++++=in
a ^at++++=a
cupboard ^nn++++=cupboard
behind ^in+pl+++=behind
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
In ^in++++=In
time ^nn++++=time
the ^ati++++=the
business ^nns+nom+++=business
prospered ^vbd+++xvbn+=prospered.
. ^zz++++=EXTRAWORD
Jars ^nns++++=Jars
multiplied ^vwbn+++xvbn+=multiplied;
; ^zz++++=EXTRAWORD
sausages ^nns+nom+++=sausages
hung ^vbd+++xvbn+=hung
from ^in++++=from
hooks ^nns++++=hooks;
; ^zz++++=EXTRAWORD
pyramids ^nns+++??+=pyramids
of ^in++++=of
oranges ^nns++++=oranges
guarded ^vbd+++xvbn+=guarded
the ^ati++++=the
doorway ^nn++++=doorway;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Tony ^np++++=Tony,
, ^zz++++=EXTRAWORD
nourished ^vprf+++xvbn+=nourished
by ^in++++=by
success ^nns+nom+++=success,
, ^zz++++=EXTRAWORD
grew ^j+++xvbn+=grew
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
a ^at++++=a
Hercules ^np+++??+=Hercules
upholstered ^jj++++=upholstered
in ^in++++=in
greasy ^jj+atrb+++=greasy
blue ^nn++++=blue
flannel ^nn++++=flannel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
diminished ^vbd+++xvbn+=diminished
in ^in++++=in
equal ^jj+atrb+++=equal
proportion ^nn+nom+++=proportion.
. ^zz++++=EXTRAWORD
No ^at++++=No
matter ^nn++++=matter
what ^wdt+who+++=what
the ^ati++++=the
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
at ^rb++++=at
dawn ^nn++++=dawn
to ^in++++=to
the ^ati++++=the
French ^jj+atrb+++=French
Market ^nn++++=Market.
. ^zz++++=EXTRAWORD
No ^at++++=No
matter ^nn++++=matter
how ^wrb+who+++=how
late ^jj+atrb+++=late
Tony ^np++++=Tony
drank ^vbd+++xvbn+=drank,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
waited ^vbd+++xvbnx+=waited
to ^to+vcmp+++=to
unlace ^vb+++??+=unlace
his ^pp$+pp3+++=his
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
No ^at++++=No
matter ^nn++++=matter
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
broke ^vbd+++xvbnx+=broke,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
swept ^vbd+++xvbnx+=swept
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
no ^at++++=no
matter ^nn++++=matter
whether ^cs+who+++=whether
his ^pp$+pp3+++=his
anger ^nn++++=anger
sprang ^vbd+++xvbn+=sprang
from ^in++++=from
a ^at++++=a
dishonest ^jj+atrb+++=dishonest
customer ^nn+nom+++=customer,
, ^zz++++=EXTRAWORD
a ^at++++=a
sour ^jj+atrb+++=sour
oyster ^nn++++=oyster,
, ^zz++++=EXTRAWORD
a ^at++++=a
losing ^jj+atrb++xvbg+=losing
card ^nn++++=card
or ^cc++++=or
the ^ati++++=the
mere ^jjb+atrb+++=mere
insolence ^nn+nom+++=insolence
of ^in++++=of
Tuesday ^nr++++=Tuesday
following ^vwbg+++xvbg+=following
Monday ^nr++++=Monday,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
descended ^vbd+++xvbn+=descended
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
open ^jj+atrb+++=open
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
leather ^nn++++=leather
strap ^nn++++=strap
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
sharpened ^vbd+++xvbnx+=sharpened
his ^pp$+pp3+++=his
razor ^nn++++=razor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighbours ^nns++++=neighbours
heard ^vbd+vprv++xvbn+=heard.
. ^zz++++=EXTRAWORD
" ^zz++++="Foreign
foreign ^jj+atrb+++=EXTRAWORD
folks ^nns++++=folks
is ^vbz+bez+vrb++=is
different ^jj+pred+++=different,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Madame ^npt++++=Madame
Lavigne ^np+++??+=Lavigne,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
bought ^vbd+++xvbn+=bought
sugar ^nn++++=sugar
there ^rn+pl+++=there
on ^rp++++=on
credit ^nn++++=credit.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^jj+atrb+++=mean
nothin ^nn+++??+=nothin',"
'," ^vb+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
iceman ^nn++++=iceman.
. ^zz++++=EXTRAWORD
" ^zz++++="He'd
he ^pp3a+pp3+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
never ^rb++splt++=never
dare ^vb++++=dare
hit ^nn+++xvbn+=hit
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
declared ^vbd+vpub++xvbn+=declared
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Flaherty ^np++++=Flaherty,
, ^zz++++=EXTRAWORD
the ^ati++++=the
daughter ^nn+nom+++=daughter
of ^in++++=of
Erin ^np+++??+=Erin,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
husband ^nn++++=husband
had ^vb+hv+aux++=had
not ^xnot++not++=not
dared ^vprf+++xvbn+=dared
do ^vb+do+vrb++=do
anything ^pn++++=anything
in ^in++++=in
twelve ^cd++++=twelve
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
offered ^vbd+++xvbn+=offered
no ^at++++=no
complaint ^nn++++=complaint.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
morning ^nn++++=morning
she ^pp3a+pp3+++=she
appeared ^vbd+seem++xvbnx+=appeared
behind ^in+pl+++=behind
the ^ati++++=the
counter ^nn++++=counter
with ^in++++=with
a ^at++++=a
dingy ^jj+atrb+++=dingy
shawl ^nn++++=shawl
over ^rp++++=over
her ^pp3o+pp3+++=her
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
perhaps ^rb++++=perhaps
a ^at++++=a
bruise ^nn++++=bruise
beneath ^in+pl+++=beneath
one ^cd1++++=one
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
measured ^vbd+++xvbnx+=measured
beans ^nns++++=beans,
, ^zz++++=EXTRAWORD
wrapped ^jj+atrb++xvbn+=wrapped
candles ^nns++++=candles
and ^cc++++=and
gave ^vbd+++xvbn+=gave
the ^ati++++=the
children ^nns++++=children
their ^pp$+pp3+++=their
lagniappe ^nn+++??+=lagniappe.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
needles ^nps++++=needles
clicked ^vbd+++xvbn+=clicked,
, ^zz++++=EXTRAWORD
clicked ^j+++xvbn+=clicked,
, ^zz++++=EXTRAWORD
clicked ^j+++xvbn+=clicked.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
went ^vbd+++xvbn+=went
on ^in++++=on
pretty ^rb++++=pretty
much ^ap++++=much
as ^ql++++=as
before ^in++++=before.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
holidays ^nns++++=holidays,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
or ^cc+phrs+++=or
twice ^rb++++=twice
a ^at++++=a
year ^nn++++=year
Tony ^np++++=Tony
suffered ^vbd+++xvbn+=suffered
from ^in++++=from
gout ^nn+++??+=gout.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Samson ^np++++=Samson
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lay ^vbd+++xvbnx+=lay
in ^in++++=in
bed ^nn++++=bed
with ^in++++=with
his ^pp$+pp3+++=his
mountainous ^jj+atrb+++=mountainous
foot ^nn++++=foot
enclosed ^vbd+++xvbn+=enclosed
in ^in++++=in
flannel ^nn++++=flannel,
, ^zz++++=EXTRAWORD
roaring ^vbg+++xvbg+=roaring
that ^dt+dem+++=that
the ^ati++++=the
sheet ^nn++++=sheet
was ^vbd+bedz+vrb++=was
too ^ql++++=too
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
broth ^nn++++=broth
too ^rb++++=too
weak ^jj++++=weak,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor
a ^at++++=a
thief ^nn++++=thief
and ^cc++++=and
the ^ati++++=the
saints ^nns++++=saints
negligent ^jj++++=negligent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
throw ^vb++++=throw
spoons ^nns++++=spoons,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
pursue ^vb++++=pursue.
. ^zz++++=EXTRAWORD
During ^in++++=During
those ^dt+dem+++=those
blessed ^jj+atrb++xvbn+=blessed
intervals ^nns+nom+++=intervals
the ^ati++++=the
woman ^nn++++=woman
moved ^vbd+++xvbn+=moved
almost ^rb+hdg+++=almost
lightly ^rb++++=lightly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
yard ^nn++++=yard
beneath ^in+pl+++=beneath
the ^ati++++=the
narrow ^nn++++=narrow
strip ^vb++++=strip
of ^in++++=of
sky ^nn++++=sky
and ^cc++++=and
breathed ^vbd+++xvbn+=breathed
as ^cs+sub+++=as
if ^cs+cnd+++=if
air ^nn++++=air
were ^vbd+bed+vrb++=were
a ^at++++=a
novelty ^nn++++=novelty.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
she ^pp3a+pp3+++=she
even ^rb++++=even
hummed ^vbd+++xvbn+=hummed
a ^at++++=a
German ^jj+atrb+++=German
song ^nn++++=song
while ^cs+sub+++=while
hanging ^vbg+++xvbg+=hanging
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
enormous ^jj+atrb+++=enormous
stockings ^nns++++=stockings
upon ^in++++=upon
the ^ati++++=the
line ^nn++++=line.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
sing ^vb++++=sing
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
from ^in++++=from
the ^ati++++=the
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stopped ^vbd+++xvbnx+=stopped
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
small ^jj++++=small
and ^cc++++=and
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
survived ^j+++xvbn+=survived
at ^rb++++=at
the ^ati++++=the
corners ^nns+nom+++=corners
of ^in++++=of
her ^pp$+pp3+++=her
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
passed ^vbd+++xvbn+=passed
in ^in++++=in
this ^dt+dem+++=this
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+tht0++=say
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed
like ^in++++=like
loaded ^vbd+++xvbn+=loaded
carts ^nns+++??+=carts
over ^in++++=over
a ^at++++=a
weak ^jj+atrb+++=weak
bridge ^nn++++=bridge.
. ^zz++++=EXTRAWORD
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
beard ^nn++++=beard
became ^vbd+++xvbn+=became
streaked ^vbd+++xvbn+=streaked
with ^in++++=with
iron ^nn++++=iron-gray;
- ^zz++++=EXTRAWORD
gray ^np++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
hair ^nn++++=hair
faded ^vbd+++xvbn+=faded
to ^in++++=to
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
