It ^pp3+it+++=It
who ^whp+rel+subj++=who
know ^vb+vprv+tht0++=know
the ^ati++++=the
particulars ^nns++++=particulars
wonder ^vb++++=wonder
at ^rb++++=at
her ^pp3o+pp3+++=her
constancy ^nn++++=constancy
more ^ql++++=more
than ^cs+sub+++=than
at ^rb++++=at
the ^ati++++=the
event ^nn++++=event
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
about ^md"++pmd"++=about
to ^md+prd+++=to
relate ^vb++++=relate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
visited ^vbd+++xvbnx+=visited
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
three ^cd++++=three
several ^ap++++=several
times ^nns++++=times
concerning ^in++++=concerning
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
in ^in++++=in
the ^ati++++=the
company ^nn++++=company
of ^in++++=of
a ^at++++=a
gentleman ^nn+nom+++=gentleman
of ^in++++=of
undoubted ^jj+atrb+++=undoubted
credit ^nn++++=credit,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
desired ^vbd+vsua++xvbn+=desired
that ^tht+vcmp+++=that
every ^at++++=every
circumstance ^nn+nom+++=circumstance
might ^md+pos+++=might
be ^vb+be+aux++=be
repeated ^vpsv++agls+xvbnx+=repeated
from ^in++++=from
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning,
, ^zz++++=EXTRAWORD
without ^in++++=without
our ^pp$+pp1+++=our
directing ^jj+++xvbg+=directing
her ^pp$+pp3+++=her
by ^in++++=by
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
account ^nn++++=account
agreed ^vbd+vpub++xvbn+=agreed
in ^in++++=in
all ^abn++++=all
material ^nn++++=material
points ^nns++++=points;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
sometimes ^rb++++=sometimes
remembered ^vbd+vprv++xvbn+=remembered
afterward ^rb++++=afterward
a ^at++++=a
small ^jj+atrb+++=small
circumstance ^nn+nom+++=circumstance
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
omitted ^vprf+++xvbnx+=omitted
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
as ^ql++++=as
naturally ^rb++++=naturally
happens ^vbz+vsua+++=happens
in ^in++++=in
a ^at++++=a
conversation ^nn+nom+++=conversation
of ^in++++=of
near ^in+pl+++=near
two ^cd++++=two
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
never ^rb++++=never
contradicted ^vbd+++xvbn+=contradicted
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
likewise ^rb+cnj+++=likewise
avouch ^nn+++??+=avouch
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
hath ^vbz+hvz+aux++=hath
made ^vprf+++xvbnx+=made
no ^at++++=no
profit ^nn++++=profit
by ^in++++=by
the ^ati++++=the
report ^nn++++=report,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
hath ^vbz+hvz+aux++=hath
suffered ^vprf+++xvbnx+=suffered
disturbance ^nn+nom+++=disturbance
from ^in++++=from
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
resentment ^nn+nom+++=resentment
from ^in++++=from
certain ^jj+atrb+++=certain
relations ^nns+nom+++=relations
of ^in++++=of
the ^ati++++=the
deceased ^jj++++=deceased,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^ap++++=much
idle ^jj+atrb+++=idle
censure ^nn++++=censure
from ^in++++=from
persons ^nns++++=persons
who ^whp+rel+subj++=who
think ^vb+vprv+++=think
it ^pp3+it+++=it
wit ^nn++++=wit
to ^to++++=to
deny ^vbi+vpub+++=deny
whatever ^nn+nom+++=whatever
they ^pp3a+pp3+++=they
cannot ^md+pos+not++=cannot
explain ^vb+vpub+++=explain.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
and ^cc++++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
Veal ^nn++++=Veal
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
acquainted ^vpsv++agls+xvbnx+=acquainted
from ^in++++=from
childhood ^nn+nom+++=childhood.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
fathers ^nns+nom+++=fathers
lived ^vbd+++xvbn+=lived
for ^in+ppvb+++=for
some ^dti++++=some
years ^nns++++=years
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
parish ^nn++++=parish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
young ^jj+atrb+++=young
women ^nns++++=women,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
both ^abx++++=both
under ^in++++=under
affliction ^nn+nom+++=affliction,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
of ^in++++=of
different ^jj+atrb+++=different
kinds ^nns++++=kinds,
, ^zz++++=EXTRAWORD
contracted ^j+++xvbn+=contracted
that ^dt+dem+++=that
intimacy ^nn+nom+++=intimacy
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
often ^rb++++=often
stronger ^jjr+pred+++=stronger
than ^in++++=than
friendships ^nns+nom+++=friendships
made ^vbd+++xvbn+=made
in ^in++++=in
prosperity ^nn+nom+++=prosperity.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
had ^vb+hv+vrb++=had
a ^at++++=a
severe ^jj+atrb+++=severe
mother ^nn++++=mother-in-law,
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
was ^vbd+bedz+aux++=was
charged ^vpsv++agls+xvbnx+=charged,
, ^zz++++=EXTRAWORD
before ^in++++=before
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
strength ^nn++++=strength
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
care ^nn++++=care
of ^in++++=of
a ^at++++=a
sick ^jj+atrb+++=sick
brother ^nn++++=brother
and ^cc++++=and
an ^at++++=an
imprudent ^jj+atrb+++=imprudent
household ^nn++++=household.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
read ^vbd+vprv++xvbnx+=read
together ^nn+nom+++=together
such ^abl++++=such
books ^nns++++=books
as ^in++++=as
came ^nn++++=came
within ^in++++=within
their ^pp$+pp3+++=their
reach ^nn++++=reach,
, ^zz++++=EXTRAWORD
chiefly ^rb++++=chiefly
discourses ^nns++++=discourses
concerning ^in++++=concerning
resignation ^nn+nom+++=resignation,
, ^zz++++=EXTRAWORD
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
future ^jjb+atrb+++=future
happiness ^nns+nom+++=happiness;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
one ^cd1++++=one
was ^vbd+bedz+aux++=was
denied ^vpsv++agls+xvbnx+=denied
liberty ^nn++++=liberty
or ^cc++++=or
money ^nn++++=money,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
supplied ^jj+++xvbn+=supplied
her ^pp$+pp3+++=her
with ^in++++=with
company ^nn++++=company,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
the ^ati++++=the
better ^jjr+atrb+++=better
charity ^nn+nom+++=charity
of ^in++++=of
the ^ati++++=the
two ^cd++++=two.
. ^zz++++=EXTRAWORD
After ^in++++=After
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
condition ^nn+nom+++=condition
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
amended ^xvbn+++xvbn+=amended
as ^ql++++=as
her ^pp$+pp3+++=her
friends ^nns++++=friends
had ^vbd+hvd+aux++=had
hoped ^vprf+++xvbnx+=hoped.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
capable ^jj++++=capable
of ^in++++=of
behaving ^xvbg+++xvbg+=behaving
civilly ^rb++++=civilly
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
subject ^nn++++=subject
at ^rb++++=at
home ^nr++++=home
to ^in++++=to
violent ^jj+atrb+++=violent
passions ^nns++++=passions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
more ^rbr++++=more
than ^in++++=than
once ^rb+tm+++=once
struck ^vprf+++xvbn+=struck
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
besides ^rb+cnj+++=besides
withholding ^xvbg+++xvbg+=withholding
those ^dt+dem+++=those
common ^jj+atrb+++=common
necessaries ^nns++++=necessaries
which ^whp+rel+obj++=which
a ^at++++=a
wife ^nn++++=wife
might ^md+pos+++=might
reasonably ^rb++splt++=reasonably
expect ^vb+vprv+++=expect.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mention ^nn+nom+++=mention
this ^dt+dem+++=this
not ^xnot++not++=not
to ^to++++=to
expose ^vbi++++=expose
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
some ^dti++++=some
have ^vb+hv+aux++=have
pretended ^vprf+++xvbnx+=pretended
that ^tht+vcmp+++=that
grief ^nn++++=grief
had ^vb+hv+vrb++=had
disordered ^jj++++=disordered
her ^pp$+pp3+++=her
understanding ^nvbg+++xvbg+=understanding.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
no ^at++++=no
one ^cd1++++=one
who ^whp+rel+subj++=who
hath ^vbz+hvz+aux++=hath
conversed ^vprf+++xvbnx+=conversed
with ^in++++=with
her ^pp$+pp3+++=her
can ^md+pos+++=can
observe ^vb+vprv+++=observe
the ^ati++++=the
least ^rbt++++=least
confusion ^nn++++=confusion
in ^in++++=in
her ^pp$+pp3+++=her
speech ^nn++++=speech
or ^cc++++=or
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kept ^vbd+++xvbnx+=kept
her ^pp$+pp3+++=her
house ^npl++++=house
with ^in++++=with
prudence ^nn+nom+++=prudence
upon ^in++++=upon
very ^ql+amp+++=very
little ^ap++++=little,
, ^zz++++=EXTRAWORD
instructed ^xvbn+++xvbn+=instructed
her ^pp$+pp3+++=her
children ^nns++++=children,
, ^zz++++=EXTRAWORD
preserved ^xvbn+++xvbn+=preserved
a ^at++++=a
decent ^jj+atrb+++=decent
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
provoked ^vbd+++xvbn+=provoked,
, ^zz++++=EXTRAWORD
spoke ^j+++xvbn+=spoke
rather ^rb++++=rather
of ^in++++=of
Providence ^np+nom++??+=Providence
than ^in++++=than
revenge ^nn++++=revenge.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal,
, ^zz++++=EXTRAWORD
meanwhile ^rb+cnj+++=meanwhile,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
to ^to++++=to
live ^vbi++++=live
with ^in+ppvb+++=with
her ^pp3o+pp3+++=her
brother ^npt++++=brother,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
Veal ^nn++++=Veal,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
affairs ^nns++++=affairs
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
from ^in++++=from
one ^cd1++++=one
town ^nn++++=town
to ^in++++=to
another ^dt++++=another.
. ^zz++++=EXTRAWORD
By ^in++++=By
degrees ^nns+nom+++=degrees
the ^ati++++=the
correspondence ^nn+nom+++=correspondence
between ^in++++=between
the ^ati++++=the
women ^nns++++=women
grew ^vbd+++xvbn+=grew
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
wrote ^vbd+vprv++xvbn+=wrote
twice ^rb++++=twice
and ^cc++++=and
received ^vbd+++xvbn+=received
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
meeting ^nvbg+++xvbg+=meeting
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
by ^in++++=by
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
her ^pp$+pp3+++=her
civil ^jj++++=civil
but ^cc+phrs+++=but
reserved ^jj+++xvbn+=reserved,
, ^zz++++=EXTRAWORD
as ^ql++++=as
persons ^nns++++=persons
sometimes ^rb++++=sometimes
become ^vb++++=become
when ^wrb+who+++=when
advanced ^jj+++xvbn+=advanced
a ^rb++++=a
little ^rb"++++=little
in ^in++++=in
fortune ^nn++++=fortune
and ^cc++++=and
desirous ^vb++++=desirous
to ^to+vcmp+++=to
forget ^vbi+vprv+++=forget
the ^ati++++=the
witnesses ^nns+nom+++=witnesses
of ^in++++=of
their ^pp$+pp3+++=their
former ^ap++++=former
want ^nn++++=want.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
neglect ^nn++++=neglect
grieved ^vbd+++xvbn+=grieved
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
she ^pp3a+pp3+++=she
neither ^rb++neg++=neither
reproached ^vbd+++xvbn+=reproached
her ^pp3o+pp3+++=her
nor ^cc++neg++=nor
spoke ^vbd+++xvbn+=spoke
ill ^jj++++=ill
of ^in++++=of
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
above ^jjb++++=above
two ^cd++++=two
years ^nns++++=years
passed ^vbd+++xvbn+=passed
without ^in++++=without
their ^pp$+pp3+++=their
seeing ^jj+atrb++xvbg+=seeing
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
On ^in++++=On
Saturday ^nr++++=Saturday,
, ^zz++++=EXTRAWORD
the ^ati++++=the
eighth ^od++++=eighth
day ^nn++++=day
of ^in++++=of
September ^nr+nom+++=September,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
1705 ^cd+date+++=1705,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
room ^nn++++=room
of ^in++++=of
her ^pp3o+pp3+++=her
house ^npl++++=house,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
having ^nn+nn+aux++=having
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
work ^nn++++=work
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
about ^in++++=about
twelve ^cd++++=twelve
at ^in++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
day ^nn++++=day
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
street ^nn++++=street
full ^jj++++=full
of ^in++++=of
ordinary ^jj+atrb+++=ordinary
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
was ^vbd+bedz+vrb++=was
absent ^jj+pred+++=absent;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
child ^nn++++=child
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone
on ^in++++=on
an ^at++++=an
errand ^nn++++=errand;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
maid ^nn++++=maid,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
washing ^vbg+++xvbgx+=washing
in ^in++++=in
the ^ati++++=the
back ^jjb+atrb+++=back
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
at ^rb++++=at
that ^dt+dem+++=that
time ^nn++++=time
above ^jjb+atrb+++=above
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
reflecting ^vbg+vprv++xvbgx+=reflecting
upon ^in++++=upon
her ^pp$+pp3+++=her
troubles ^nns++++=troubles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saying ^nvbg+++xvbg+=saying
within ^in++++=within
herself ^ppl+pp3+++=herself
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
no ^at++++=no
earthly ^jj+atrb+++=earthly
alteration ^nn+nom+++=alteration
appeared ^vbd+seem++xvbn+=appeared
likely ^jj++++=likely,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
endeavour ^vb++++=endeavour
to ^to++++=to
make ^vbi++++=make
affliction ^nn+nom+++=affliction
useful ^jj++++=useful
and ^cc++++=and
depend ^vb++++=depend
upon ^in++++=upon
that ^dt+dem+++=that
goodness ^nns+nom+++=goodness
which ^whp+rel+subj++=which
can ^md+pos+++=can
turn ^vb++++=turn
even ^rb++++=even
cruelty ^nn++++=cruelty
to ^in++++=to
our ^pp$+pp1+++=our
advantage ^nn+nom+++=advantage.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
knocking ^nn++++=knocking
at ^in++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
loud ^jj++++=loud,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
distinct ^jj++++=distinct.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
opened ^vbd+++xvbn+=opened
it ^pp3+it+++=it
herself ^ppl+pp3+++=herself
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
standing ^vwbg+++xvbg+=standing
without ^in+strn+++=without,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
riding ^jj+atrb++xvbg+=riding
habit ^nn++++=habit
of ^in++++=of
scoured ^jj+atrb+++=scoured
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
sober ^jj+atrb+++=sober
striped ^jj+atrb+++=striped
pattern ^nn++++=pattern,
, ^zz++++=EXTRAWORD
newly ^rb++++=newly
made ^vbd+++xvbn+=made
up ^rp++++=up,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
sleeves ^nns++++=sleeves
drawn ^vwbn+++xvbn+=drawn
close ^jj++++=close
at ^rb++++=at
the ^ati++++=the
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
hood ^nn++++=hood
upon ^in++++=upon
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
weather ^nn++++=weather
did ^vbd+dod+aux++=did
not ^xnot++not++=not
require ^vb+vsua+++=require
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carried ^vbd+++xvbn+=carried
no ^at++++=no
bundle ^nn++++=bundle,
, ^zz++++=EXTRAWORD
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
riding ^nvbg+++xvbg+=riding
whip ^nn++++=whip.
. ^zz++++=EXTRAWORD
" ^zz++++="Madam,"
madam ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
surprised ^vbd+++xvbn+=surprised,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj++++=great
while ^cs+sub+++=while
since ^in++++=since
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
satisfaction ^nn+nom+++=satisfaction."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
stepped ^vbd+++xvbn+=stepped
in ^in++++=in
and ^cc++++=and
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
well ^rb++++=well
be ^vb+be+aux++=be
surprised ^vpsv++agls+xvbnx+=surprised,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
used ^vprf+++xvbnx+=used
you ^pp2+pp2+++=you
very ^ql+amp+++=very
unkindly ^rb++++=unkindly;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
go ^vb++++=go
my ^pp$+pp1+++=my
journey ^nn++++=journey
without ^in++++=without
first ^rb++++=first
seeing ^vbg+vprv++xvbg+=seeing
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bargrave ^np++++=Bargrave
led ^vbd+++xvbn+=led
her ^pp$+pp3+++=her
into ^in++++=into
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
offered ^vbd+++xvbn+=offered
her ^pp$+pp3+++=her
the ^ati++++=the
best ^jjt+atrb+++=best
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Veal ^np++++=Veal
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
upon ^in++++=upon
her ^pp$+pp3+++=her
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
earnestly ^rb++++=earnestly
at ^rb++++=at
her ^pp3o+pp3+++=her
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
