# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
A ^at++++=A
or ^cc+cls+++=or
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
performing ^vbg+++xvbg+=performing
some ^dti++++=some
religious ^jj+atrb+++=religious
penance ^nn+nom+++=penance?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Withers ^nns+nom++??+=Withers
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
cigar ^nn++++=cigar.
. ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
for ^in++++=for
twopence ^nns+nom+++=twopence
at ^in++++=at
Malta ^np++++=Malta,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
so ^rb+emph+++=so
good ^jj++++=good
as ^ql++++=as
those ^dt+dem+++=those
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
at ^rb++++=at
Port ^npl++++=Port
Said ^vbd+vpub++xvbn+=Said,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
flavour ^nn++++=flavour
improves ^vbz++++=improves
toward ^in++++=toward
the ^ati++++=the
middle ^nn++++=middle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
poisons ^nns++++=poisons
of ^in++++=of
which ^whp+rel+pied++=which
the ^ati++++=the
same ^ap++++=same
may ^md+pos+++=may
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
Bellamy ^np++++=Bellamy.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
smoked ^vprf+++xvbnx+=smoked
them ^pp3o+pp3+++=them
for ^in++++=for
twelve ^cd++++=twelve
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
reason ^nn++++=reason
for ^in++++=for
continuing ^nn++++=continuing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
Habit ^nn++++=Habit,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj++++=dear
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^rb+down+++=only
reliable ^jj+atrb+++=reliable
educator ^nn++++=educator.
. ^zz++++=EXTRAWORD
Repetition ^nn+nom+++=Repetition
makes ^vbz++++=makes
everything ^pn++++=everything
easy ^jj+atrb+++=easy
virtue ^nn++++=virtue,
, ^zz++++=EXTRAWORD
vice ^in+strn+++=vice,
, ^zz++++=EXTRAWORD
matrimony ^nn++++=matrimony,
, ^zz++++=EXTRAWORD
early ^jj+atrb+++=early
rising ^nvbg+++xvbg+=rising,
, ^zz++++=EXTRAWORD
dishonesty ^nn++++=dishonesty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
a ^at++++=a
cheap ^jj+atrb+++=cheap
cigar ^nn++++=cigar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Virtue
virtue ^nn++++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
become ^vb++++=become
easy ^jj++++=easy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
not ^xnot++not++=not
practised ^vbd+++xvbn+=practised
it ^pp3+it+++=it
sufficiently ^rb++++=sufficiently."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Withers ^nns+nom++??+=Withers
spoke ^vbd+++xvbn+=spoke
without ^in++++=without
heat ^nn++++=heat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
men ^nns++++=men
who ^whp+rel+subj++=who
will ^md+prd+++=will
concede ^vb+vsua+++=concede
any ^dti++++=any
fact ^nn++++=fact
except ^in++++=except
the ^ati++++=the
one ^pn++++=one
under ^in++++=under
discussion ^nn++++=discussion.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
confuse ^vb++++=confuse
ease ^nn++++=ease
with ^in++++=with
appetite ^nn++++=appetite,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bellamy ^np++++=Bellamy.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Appetite ^nn++++=Appetite
is ^vbz+bez+vrb++=is
merely ^rb+down+++=merely
habit ^nn++++=habit
after ^cs+sub+++=after
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
ceased ^vprf+++xvbnx+=ceased
to ^to++++=to
be ^vbi++vrb++=be
ashamed ^jj+pred+++=ashamed
of ^in++++=of
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
these ^dt+dem+++=these
cigars ^nns++++=cigars
from ^in++++=from
economy ^nn++++=economy
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
reading ^vbg+++xvbgx+=reading
for ^in++++=for
the ^ati++++=the
Bar ^nn++++=Bar.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
ill ^jj++++=ill,
, ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
made ^vprf+++xvbn+=made
my ^pp$+pp1+++=my
laundress ^nns+nom+++=laundress
ill ^jj++++=ill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
third ^od++++=third
brought ^vprf+++xvbn+=brought
a ^at++++=a
policeman ^nn+nom+++=policeman
upstairs ^jjb++++=upstairs
under ^in++++=under
the ^ati++++=the
impression ^nn++++=impression
that ^tht+ncmp+++=that
the ^ati++++=the
chimney ^nn++++=chimney
was ^vbd+bedz+vrb++=was
on ^in++++=on
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
a ^at++++=a
month ^nn++++=month
I ^pp1a+pp1+++=I
could ^md+pos+++=could
smoke ^vb++++=smoke
one ^pn++++=one
without ^in++++=without
assistance ^nn+nom+++=assistance.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
a ^at++++=a
year ^nn++++=year
I ^pp1a+pp1+++=I
preferred ^vbd+++xvbnx+=preferred
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
once ^cs+tm+++=once
accepted ^vprf+++xvbn+=accepted
a ^at++++=a
Havana ^np+++??+=Havana
from ^in++++=from
a ^at++++=a
wealthy ^jj+atrb+++=wealthy
client ^nn++++=client
and ^cc++++=and
was ^vbd+bedz+aux++=was
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
throw ^vbi++++=throw
it ^pp3+it+++=it
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
no ^at++++=no
character ^nn+nom+++=character."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
had ^vb+hv+vrb++=had
tobacco ^nn++++=tobacco,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bellamy ^np++++=Bellamy.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
defect ^nn++++=defect.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
misses ^vbz++++=misses
the ^ati++++=the
string ^nn++++=string,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lamp ^nn++++=lamp-black,
- ^zz++++=EXTRAWORD
black ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
full ^jj++++=full-bodied
- ^zz++++=EXTRAWORD
bodied ^jj+atrb++xvbn+=EXTRAWORD
taste ^nn++++=taste
of ^in++++=of
brown ^jj+atrb+++=brown
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
tobacco ^nn++++=tobacco
now ^rn+tm+++=now
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me
thin ^jj++++=thin
and ^cc+phrs+++=and
effeminate ^jj++++=effeminate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
at ^in++++=at
his ^pp$+pp3+++=his
cigar ^nn++++=cigar
with ^in++++=with
the ^ati++++=the
contented ^jj+atrb+++=contented
expression ^nn++++=expression
of ^in++++=of
a ^at++++=a
man ^nn++++=man
inhaling ^vwbg+++xvbg+=inhaling
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
same ^ap++++=same
with ^in++++=with
wine ^nn++++=wine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
club ^nn++++=club
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
a ^at++++=a
claret ^nn+++??+=claret
at ^rb++++=at
eighteenpence ^nn+nom+++=eighteenpence
the ^ati++++=the
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
knew ^vbd+vprv++xvbn+=knew
where ^wrb+who+whcl++=where
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from.
. ^zz++++=EXTRAWORD
The ^ati++++=The
steward ^nn++++=steward
said ^vbd+vpub++xvbn+=said
Bordeaux ^np++++=Bordeaux,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
always ^rb++++=always
suspected ^jj+++xvbn+=suspected
Birmingham ^np++++=Birmingham.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
a ^at++++=a
metallic ^jj+atrb+++=metallic
finish ^nn++++=finish
and ^cc++++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
tongue ^nn++++=tongue
with ^in++++=with
a ^at++++=a
distinct ^jj+atrb+++=distinct
impression ^nn++++=impression
of ^in++++=of
having ^nn+nn+aux++=having
been ^vprf+ben+aux+xvbn+=been
fined ^vpsv++agls+xvbnx+=fined
ten ^cd++++=ten
shillings ^nns+nom+++=shillings
and ^cc++++=and
costs ^nns++++=costs.
. ^zz++++=EXTRAWORD
New ^jj+atrb+++=New
members ^nns+nom+++=members
complained ^vbd+vpub++xvbn+=complained
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
members ^nns+nom+++=members
drank ^vbd+++xvbn+=drank
nothing ^pn++++=nothing
else ^rb+cnj+++=else."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
old ^jj+atrb+++=old
fools ^nns++++=fools."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Possibly.
possibly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
comfortable ^jj+atrb+++=comfortable
fools ^nns++++=fools.
. ^zz++++=EXTRAWORD
A ^at++++=A
bottle ^nn++++=bottle
was ^vbd+bedz+aux++=was
stolen ^vpsv++agls+xvbnx+=stolen
one ^cd1++++=one
night ^nn++++=night
by ^in++++=by
two ^cd++++=two
burglars ^nns+++??+=burglars,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
drank ^vbd+++xvbn+=drank
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
pantry ^nn++++=pantry.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
found ^vbd+vprv++xvbn+=found
one ^cd1++++=one
insensible ^jj++++=insensible
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
attempting ^vb+++xvbg+=attempting
to ^to+vcmp+++=to
confess ^nns+nom+++=confess
to ^in++++=to
crimes ^nns++++=crimes
committed ^vbd+++xvbn+=committed
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
grew ^vbd+++xvbnx+=grew
so ^cs+sub+++=so
accustomed ^vprf+++xvbn+=accustomed
to ^in++++=to
that ^dt+dem+++=that
claret ^nn+++??+=claret
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
committee ^nn+nom+++=committee
changed ^vbd+++xvbn+=changed
the ^ati++++=the
bin ^nn++++=bin,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lost ^vbd+++xvbnx+=lost
both ^abx++++=both
appetite ^nn++++=appetite
and ^cc++++=and
spirits ^nns++++=spirits.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
weeks ^nns++++=weeks
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
dead ^jj+atrb+++=dead
beat ^nn+++xvbn+=beat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
ordered ^vbd+++xvbn+=ordered
champagne ^nn++++=champagne,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
useless ^jj+pred+++=useless.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recovered ^vbd+++xvbnx+=recovered
only ^rb+down+++=only
when ^wrb+who+++=when
the ^ati++++=the
steward ^nn++++=steward
discovered ^vbd+vprv++xvbn+=discovered
eleven ^cd++++=eleven
forgotten ^vbn+vprv++xvbn+=forgotten
bottles ^nns++++=bottles
behind ^in+pl+++=behind
the ^ati++++=the
coal ^nn++++=coal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bellamy ^np++++=Bellamy
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
merely ^rb+down+++=merely
acquired ^jj+atrb++xvbn+=acquired
degraded ^jj+atrb+++=degraded
tastes ^nns++++=tastes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
argument ^nn+nom+++=argument.
. ^zz++++=EXTRAWORD
Persist ^nn+nom+++=Persist
in ^in++++=in
anything ^pn++++=anything
long ^rb++++=long
enough ^qlp++++=enough
and ^cc++++=and
you ^pp2+pp2+++=you
no ^at++++=no
longer ^rbr++++=longer
endure ^vb++++=endure
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
require ^vb+vsua+tht0++=require
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moralist ^nn+nom+++=moralist
calls ^vbz++++=calls
the ^ati++++=the
process ^nns+nom+++=process
discipline ^nn++++=discipline
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
approves ^vbz++++=approves
the ^ati++++=the
result ^nn++++=result
and ^cc++++=and
corruption ^nn+nom+++=corruption
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=does
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
makes ^vbz++++=makes
no ^at++++=no
such ^abl++++=such
distinction ^nn+nom+++=distinction."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=would
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
man ^nn++++=man
might ^md+pos+++=might
become ^vb++++=become
accustomed ^vbd+++xvbn+=accustomed
to ^to++++=to
being ^xvbg+++xvbg+=being
kicked ^vbd+++xvbn+=kicked
downstairs ^jjb++++=downstairs?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
kicked ^vprf+++xvbn+=kicked
regularly ^rb+cnj+++=regularly,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
hour ^nn++++=hour
and ^cc++++=and
by ^in++++=by
the ^ati++++=the
same ^ap++++=same
person ^nn++++=person,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
eventually ^rb+tm+splt++=eventually
find ^vb+vprv+++=find
the ^ati++++=the
omission ^nn++++=omission
disquieting ^vwbg+++xvbg+=disquieting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nonsense ^nn++++=nonsense."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
listen ^vb++++=listen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Withers ^nns+nom++??+=Withers
settled ^vbd+++xvbn+=settled
himself ^ppl+pp3+++=himself
more ^rbr++++=more
deeply ^rb++++=deeply
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
cigar ^nn++++=cigar
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
reached ^vprf+++xvbnx+=reached
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
considered ^vbd+vprv+tht0+xvbnx+=considered
its ^pp$+it+++=its
improving ^jj+atrb++xvbg+=improving
portion ^nn+nom+++=portion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Bellamy ^np++++=Bellamy
moved ^vbd+++xvbn+=moved
nearer ^rbr++++=nearer
the ^ati++++=the
ventilator ^nn++++=ventilator.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
in ^in++++=in
Camden ^np++++=Camden
Town ^nn++++=Town,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Withers ^nns+nom++??+=Withers,
, ^zz++++=EXTRAWORD
" ^zz++++="named
named ^xvbn+++xvbn+=EXTRAWORD
Jephson ^np+++??+=Jephson.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kept ^vbd+++xvbnx+=kept
a ^at++++=a
shop ^nn++++=shop
dealing ^vwbg+++xvbg+=dealing
in ^in++++=in
lamps ^nns++++=lamps,
, ^zz++++=EXTRAWORD
kettles ^nns+++??+=kettles,
, ^zz++++=EXTRAWORD
devotional ^jj+atrb+++=devotional
prints ^nns++++=prints,
, ^zz++++=EXTRAWORD
paraffin ^nn++++=paraffin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
small ^jj+atrb+++=small
china ^np++++=china
dogs ^nns++++=dogs
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
always ^rb++splt++=always
represented ^vpsv++agls+xvbnx+=represented
as ^ql++++=as
looking ^jj+++xvbg+=looking
for ^in++++=for
somebody ^pn++++=somebody.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
married ^vbd+++xvbnx+=married
a ^at++++=a
woman ^nn++++=woman
of ^in++++=of
exceptional ^jj+atrb+++=exceptional
energy ^nn++++=energy.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Jephson ^np++++=Jephson
possessed ^vbd+++xvbn+=possessed
the ^ati++++=the
domestic ^jj+atrb+++=domestic
virtues ^nns++++=virtues
in ^in++++=in
a ^at++++=a
highly ^rb+amp+++=highly
concentrated ^jj+atrb++xvbn+=concentrated
form ^nn++++=form.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
industrious ^jj+pred+++=industrious,
, ^zz++++=EXTRAWORD
economical ^jj++++=economical,
, ^zz++++=EXTRAWORD
sober ^jj++++=sober,
, ^zz++++=EXTRAWORD
