# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
that ^dt+pdem+++=EXTRAWORD
makes ^vbz++++=makes
it ^pp3+it+++=it
different ^jj++++=different."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
foundation ^nn+nom+++=foundation
of ^in++++=of
Theodore ^np++++=Theodore's
's ^$++++=EXTRAWORD
philosophy ^nn++++=philosophy.
. ^zz++++=EXTRAWORD
Anything ^pn++++=Anything
unpleasant ^jj++++=unpleasant
became ^vbd+++xvbn+=became
necessary ^jj++++=necessary
the ^ati++++=the
instant ^nn+nom+++=instant
three ^cd++++=three
other ^ap++++=other
people ^nns++++=people
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
him ^pp3o+pp3+++=him
in ^in++++=in
town ^nn++++=town,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
love ^nn++++=love.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
this ^dt+dem+++=this
because ^cs+cos+++=because
his ^pp$+pp3+++=his
collar ^nn++++=collar
was ^vbd+bedz+vrb++=was
higher ^jjr+pred+++=higher
than ^in++++=than
comfort ^nn++++=comfort
required ^vbd+++xvbn+=required,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
boots ^nns++++=boots
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright
enough ^dt++++=enough
to ^in++++=to
signal ^nn++++=signal
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
frequently ^rb++++=frequently
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lady ^nn++++=lady
was ^vbd+bedz+vrb++=was
Miss ^npt++++=Miss
Amelia ^np++++=Amelia
Croft ^np++++=Croft,
, ^zz++++=EXTRAWORD
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
girl ^nn++++=girl
with ^in++++=with
substantial ^jj+atrb+++=substantial
hair ^nn++++=hair
and ^cc++++=and
a ^at++++=a
mother ^nn++++=mother
who ^whp+rel+subj++=who
believed ^vprf+++xvbn+=believed
that ^tht+vcmp+++=that
a ^at++++=a
man ^nn++++=man
in ^in++++=in
love ^nn++++=love
should ^md+nec+++=should
be ^vb+be+vrb++=be
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
Theodore ^np++++=Theodore,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
his ^pp$+pp3+++=his
dinner ^nn++++=dinner
untouched ^jj++++=untouched.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
appetite ^nn++++=appetite,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baines ^np++++=Baines?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Croft ^np++++=Croft
would ^md+prd+++=would
ask ^vb++++=ask,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
gratified ^jj+atrb++xvbn+=gratified
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="None
none ^pn++++=EXTRAWORD
whatever ^nn+nom+++=whatever,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Theodore ^np++++=Theodore
would ^md+prd+++=would
sigh ^vb++++=sigh,
, ^zz++++=EXTRAWORD
pushing ^nvbg+++xvbg+=pushing
away ^rp+pl+++=away
a ^at++++=a
cutlet ^nn++++=cutlet
upon ^in++++=upon
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
rested ^vbd+++xvbn+=rested
with ^in++++=with
painful ^jj+atrb+++=painful
affection ^nn+nom+++=affection.
. ^zz++++=EXTRAWORD
Amelia ^np+++??+=Amelia
looked ^vbd+++xvbn+=looked
tenderly ^rb++++=tenderly
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
weak ^jj++++=weak-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
female ^nn++++=female
cousin ^nn++++=cousin,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
invited ^vpsv++agls+xvbnx+=invited
to ^to++++=to
observe ^vbi+vprv+++=observe
the ^ati++++=the
progress ^nns+nom+++=progress
of ^in++++=of
the ^ati++++=the
romance ^nn+nom+++=romance,
, ^zz++++=EXTRAWORD
whispered ^vb+++xvbn+=whispered
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
beautiful ^jj+pred+++=beautiful.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remained ^vbd+++xvbnx+=remained
at ^rb++++=at
the ^ati++++=the
Crofts ^nns++++=Crofts'
' ^zz++++=EXTRAWORD
house ^npl++++=house
one ^cd1++++=one
night ^nn++++=night.
. ^zz++++=EXTRAWORD
At ^rb++++=At
two ^cd++++=two
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
cautious ^jj+atrb+++=cautious
movements ^nns+nom+++=movements
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
supposing ^vbg+vprv+tht0+xvbg+=supposing
burglars ^nns+++??+=burglars
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered,
, ^zz++++=EXTRAWORD
descended ^j+++xvbn+=descended
with ^in++++=with
a ^at++++=a
poker ^nn++++=poker.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
pantry ^nn++++=pantry
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
Theodore ^np++++=Theodore
eating ^vwbg+++xvbg+=eating
cold ^jj+atrb+++=cold
beef ^nn++++=beef
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
blancmange ^nn+++??+=blancmange
with ^in++++=with
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
A ^at++++=A
loaf ^nn++++=loaf,
, ^zz++++=EXTRAWORD
a ^at++++=a
chicken ^nn++++=chicken
leg ^nn++++=leg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
half ^nn++++=half
a ^at++++=a
tart ^nn++++=tart
stood ^vbd+++xvbn+=stood
ready ^jj++++=ready
for ^in++++=for
subsequent ^jj+atrb+++=subsequent
operations ^nns+nom+++=operations.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
annoyed ^jj++++=annoyed
at ^in++++=at
my ^pp$+pp1+++=my
entrance ^nn+nom+++=entrance.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
no ^at++++=no
appetite ^nn++++=appetite,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
truly ^rb++++=truly
in ^in++++=in
love ^nn++++=love
does ^vbz+doz+aux++=does
not ^xnot++not++=not
eat ^vb++++=eat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
can ^md+pos+++=can
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
finished ^vbd+++xvbnx+=finished
the ^ati++++=the
tart ^nn++++=tart
and ^cc++++=and
returned ^vbd+++xvbn+=returned
upstairs ^jjb++++=upstairs
to ^to++++=to
compose ^vbi++++=compose
a ^at++++=a
sonnet ^nn+++??+=sonnet
concerning ^in++++=concerning
the ^ati++++=the
satisfaction ^nn+nom+++=satisfaction
of ^in++++=of
starving ^nn++++=starving
for ^in++++=for
Amelia ^np++++=Amelia's
's ^$++++=EXTRAWORD
sake ^nn++++=sake.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
married ^vbd+++xvbnx+=married.
. ^zz++++=EXTRAWORD
Theodore ^np++++=Theodore
performed ^vwbn+++xvbn+=performed
the ^ati++++=the
ceremony ^nn++++=ceremony
admirably ^rb+cnj+++=admirably,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
afterwards ^rb+tm+++=afterwards
admitted ^vbd+vpub++xvbn+=admitted
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
boots ^nns++++=boots
hurt ^vbd+++xvbn+=hurt
him ^pp3o+pp3+++=him
and ^cc++++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
thinking ^vbg+++xvbgx+=thinking
chiefly ^rb++++=chiefly
of ^in++++=of
luncheon ^nn++++=luncheon.
. ^zz++++=EXTRAWORD
In ^in++++=In
due ^jj+atrb+++=due
course ^nn++++=course
Amelia ^np+++??+=Amelia
prepared ^jj+++xvbn+=prepared
to ^in+jcmp+++=to
present ^jj++++=present
him ^pp3o+pp3+++=him
with ^in++++=with
an ^at++++=an
heir ^nn++++=heir.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
evening ^nn++++=evening
of ^in++++=of
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
Theodore ^np++++=Theodore
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage
outside ^jjb++++=outside
the ^ati++++=the
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nurse ^nn++++=nurse,
, ^zz++++=EXTRAWORD
a ^at++++=a
large ^jj+atrb+++=large
woman ^nn++++=woman
with ^in++++=with
calm ^nn++++=calm
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
informed ^j+++xvbn+=informed
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
a ^at++++=a
husband ^nn++++=husband
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
remain ^vb++++=remain
near ^in+pl+++=near
at ^rb++++=at
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
nothing ^pn++++=nothing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Theodore ^np++++=Theodore.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
nurse ^nn++++=nurse.
. ^zz++++=EXTRAWORD
" ^zz++++="Still,
still ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
proper ^jj+pred+++=proper."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
maiden ^jjb+atrb+++=maiden
aunt ^nn++++=aunt
produced ^vbd+++xvbn+=produced
a ^at++++=a
hard ^jj+atrb+++=hard
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
relative ^jj++++=relative
brought ^vwbn+++xvbn+=brought
him ^pp3o+pp3+++=him
a ^at++++=a
cold ^nn++++=cold
chop ^vb++++=chop,
, ^zz++++=EXTRAWORD
remarking ^vbg+++xvbg+=remarking
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
too ^ql++++=too
anxious ^jj++++=anxious
to ^to+jcmp+++=to
touch ^vb++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Theodore ^np++++=Theodore,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
eaten ^vprf+++xvbnx+=eaten
nothing ^pn++++=nothing
since ^in++++=since
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
chop ^vb++++=chop
hopefully ^rb++++=hopefully;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
family ^nn++++=family
had ^vbd+hvd+aux++=had
assembled ^vprf+++xvbnx+=assembled
to ^to++++=to
watch ^vbi++++=watch
his ^pp$+pp3+++=his
distress ^nns+nom+++=distress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
turn ^vbi++++=turn
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
keep ^vb++++=keep
up ^rb+phrv+++=up
your ^pp$+pp2+++=your
strength ^nn++++=strength,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
aunt ^nn++++=aunt,
, ^zz++++=EXTRAWORD
removing ^jj+++xvbg+=removing
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
At ^rb++++=At
intervals ^nns+nom+++=intervals
somebody ^pn++++=somebody
opened ^vbd+++xvbn+=opened
the ^ati++++=the
bedroom ^nn++++=bedroom
door ^nn++++=door
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
not ^xnot++not++=not
to ^to++++=to
worry ^vbi+vprv+++=worry.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
worried ^vbd+vprv++xvbn+=worried
much ^ap++++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
repeated ^xvbn+++xvbn+=repeated
assurances ^nns+nom+++=assurances
produced ^vbd+++xvbn+=produced
their ^pp$+pp3+++=their
natural ^jj+atrb+++=natural
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
upsetting ^vbg+++xvbg+=upsetting
a ^at++++=a
hot ^jj++++=hot-water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
stepping ^vbg+++xvbg+=stepping
upon ^in++++=upon
a ^at++++=a
medicine ^nn++++=medicine
spoon ^nn++++=spoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
striking ^jj+++xvbg+=striking
his ^pp$+pp3+++=his
head ^nn++++=head
against ^in++++=against
a ^at++++=a
cupboard ^nn++++=cupboard.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
sit ^vbi++++=sit,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nurse ^nn++++=nurse
emerged ^vbd+++xvbn+=emerged
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked
surprised ^jj+++xvbn+=surprised
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
be ^vb+be+vrb++=be
capable ^jj+pred+++=capable
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^rb++++=At
three ^cd++++=three
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
cry ^nn++++=cry
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
nurse ^nn++++=nurse.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
Heaven ^nn++++=Heaven,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Theodore ^np++++=Theodore,
, ^zz++++=EXTRAWORD
with ^in++++=with
perfect ^jj+atrb+++=perfect
sincerity ^nn+nom+++=sincerity.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
the ^ati++++=the
chop ^vb++++=chop
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
maiden ^jjb+atrb+++=maiden
aunt ^nn++++=aunt
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
men ^nns++++=men
were ^vbd+bed+vrb++=were
strange ^jj+atrb+++=strange
creatures ^nns++++=creatures.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
married ^jj+atrb++xvbn+=married
life ^nn++++=life
was ^vbd+bedz+vrb++=was
orderly ^jj+pred+++=orderly,
, ^zz++++=EXTRAWORD
owing ^in++++=owing
chiefly ^rb++++=chiefly
to ^in++++=to
Janet ^np++++=Janet,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
Scotch ^np++++=Scotch
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
Janet ^np++++=Janet
held ^vbd+vprv++xvbn+=held
strong ^jj+atrb+++=strong
views ^nns++++=views
upon ^in++++=upon
religion ^nn++++=religion.
