# ^zz++++=##
# ^zz++++=EXTRAWORD
A ^at++++=A
George ^np++++=George,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Harris ^np++++=Harris.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
lifting ^vbg+++xvbgx+=lifting
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
lift ^nn++++=lift
mine ^pp$$++++=mine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
opened ^vbd+++xvbn+=opened
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
that ^dt+dem+++=that
thing ^nn++++=thing
off ^in+pl+++=off
my ^pp$+pp1+++=my
pavement ^nn+nom+++=pavement,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
George ^np++++=George
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad
young ^jj+atrb+++=young
fisherman ^nn+nom+++=fisherman
with ^in++++=with
cheerful ^jj+atrb+++=cheerful
blue ^nn++++=blue
eyes ^nns++++=eyes
and ^cc++++=and
the ^ati++++=the
settled ^jj+atrb++xvbn+=settled
belief ^nn++++=belief
that ^tht+ncmp+++=that
age ^nn++++=age
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
created ^vpsv++agls+xvbnx+=created
to ^to++++=to
furnish ^vbi++++=furnish
youth ^nn++++=youth
with ^in++++=with
amusement ^nn+nom+++=amusement.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
thing ^nn++++=thing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
great ^jj+atrb+++=great
ugly ^jj+atrb+++=ugly
box ^nn++++=box."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Harris ^np++++=Harris
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
end ^nn++++=end
thoughtfully ^rb++++=thoughtfully.
. ^zz++++=EXTRAWORD
George ^np++++=George,
, ^zz++++=EXTRAWORD
taken ^xvbn+++xvbn+=taken
by ^in++++=by
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
retained ^j+++xvbn+=retained
his ^pp$+pp3+++=his;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
chest ^nn++++=chest
swung ^vbd+++xvbn+=swung
round ^rb++++=round
and ^cc++++=and
struck ^vbd+++xvbn+=struck
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg's
's ^$++++=EXTRAWORD
wall ^nn++++=wall
with ^in++++=with
a ^at++++=a
report ^nn++++=report
which ^whp+rel+subj++=which
brought ^vbd+++xvbn+=brought
two ^cd++++=two
women ^nns++++=women
to ^in++++=to
neighboring ^jj+atrb+++=neighboring
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
" ^zz++++="Mind
mind ^nn++++=EXTRAWORD
my ^pp$+pp1+++=my
' ^zz++++='ouse!"
ouse ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shouted ^vbd+vpub++xvbn+=shouted
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
house ^npl++++=house
moved ^vbd+++xvbn+=moved,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
George ^np++++=George.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
moved ^vbd+++xvbn+=moved
when ^wrb+who+++=when
you ^pp2+pp2+++=you
hit ^vbd+++xvbn+=hit
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
more ^rbr++++=more
careful ^jj++++=careful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
sixty ^cd++++=sixty
years ^nns++++=years
sharpening ^vwbg+++xvbg+=sharpening
a ^at++++=a
natural ^jj+atrb+++=natural
gift ^nn++++=gift
for ^in++++=for
unpleasant ^jj+atrb+++=unpleasant
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
from ^in++++=from
George ^np++++=George
to ^in++++=to
the ^ati++++=the
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+wp$r+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="Sam's
sam ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
uncle ^nn++++=uncle's."
's." ^nn+++??+=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
put ^vb+++xvbn+=put
Sam ^np++++=Sam's
's ^$++++=EXTRAWORD
uncle ^nn++++=uncle
inside ^jjb++++=inside
and ^cc++++=and
throw ^vb++++=throw
them ^pp3o+pp3+++0='em
both ^abx++++=both
in ^in++++=in
the ^ati++++=the
harbour ^nn++++=harbour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Brown ^jj++++=Brown
laughed ^jj+++xvbn+=laughed
so ^rb++++=so
heartily ^rb++++=heartily
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
backward ^jj++++=backward
into ^in++++=into
the ^ati++++=the
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
George ^np++++=George
and ^cc++++=and
Harris ^np++++=Harris,
, ^zz++++=EXTRAWORD
inspired ^xvbn+++xvbn+=inspired
by ^in++++=by
his ^pp$+pp3+++=his
example ^nn++++=example,
, ^zz++++=EXTRAWORD
lifted ^j+++xvbn+=lifted
it ^pp3+it+++=it
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
corner ^nn++++=corner
caught ^vbd+++xvbn+=caught
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
emerged ^vprf+++xvbnx+=emerged
to ^to++++=to
defend ^vbi++++=defend
his ^pp$+pp3+++=his
property ^nn++++=property,
, ^zz++++=EXTRAWORD
with ^in++++=with
sufficient ^jj+atrb+++=sufficient
firmness ^nns+nom+++=firmness
to ^in++++=to
seat ^nn++++=seat
him ^pp3o+pp3+++=him
on ^in++++=on
his ^pp$+pp3+++=his
own ^ap++++=own
doorstep ^nn++++=doorstep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
men ^nns++++=men
apologized ^vbd+++xvbn+=apologized
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
Harris ^np++++=Harris
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
Brown ^jj+atrb+++=Brown
brushed ^jj+++xvbn+=brushed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg's
's ^$++++=EXTRAWORD
sleeve ^nn++++=sleeve,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
George ^np++++=George
inquired ^vbd+++xvbn+=inquired
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
hurt ^vprf+++xvbnx+=hurt
the ^ati++++=the
step ^nn++++=step.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wait ^vb++++=wait,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wait ^vb++++=wait,
, ^zz++++=EXTRAWORD
George ^np++++=George
Gale ^nn++++=Gale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
even ^rb++++=even
with ^in++++=with
you ^pp2+pp2+++=you
one ^pn++++=one
of ^in++++0=o'
these ^dt+dem+++=these
days ^nns++++=days."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
looked ^vbd+++xvbn+=looked
respectfully ^rb++++=respectfully
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
wait ^vb++++=wait?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
went ^vbd+++xvbn+=went
indoors ^rn+pl+++=indoors
and ^cc++++=and
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
such ^abl++++=such
vigor ^nn++++=vigor
that ^tht+rel+obj++=that
the ^ati++++=the
brass ^nn++++=brass
knocker ^jjr++++=knocker
struck ^vbd+++xvbn+=struck
twice ^rb++++=twice.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
men ^nns++++=men
continued ^vbd+++xvbn+=continued
uphill ^jjb++++=uphill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
evening ^nn++++=evening
the ^ati++++=the
story ^nn++++=story
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
Arms ^nns++++=Arms
in ^in++++=in
three ^cd++++=three
forms ^nns++++=forms,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
unfavorable ^jj++++=unfavorable
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg's
's ^$++++=EXTRAWORD
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
week ^nn++++=week
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
no ^at++++=no
opportunity ^nn+nom+++=opportunity
of ^in++++=of
repaying ^xvbg+++xvbg+=repaying
George ^np++++=George.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
that ^dt+dem+++=that
time ^nn++++=time
a ^at++++=a
cab ^nn++++=cab
stopped ^vbd+++xvbn+=stopped
outside ^jjb++++=outside
his ^pp$+pp3+++=his
cottage ^nn+nom+++=cottage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
driver ^nn++++=driver
lowered ^vbd+++xvbn+=lowered
a ^at++++=a
brown ^jj+atrb+++=brown
trunk ^nn++++=trunk
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
regrettable ^jj+atrb+++=regrettable
coincidence ^nn+nom+++=coincidence,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
the ^ati++++=the
same ^ap++++=same
doorstep ^nn++++=doorstep.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
woman ^nn++++=woman
descended ^vbd+++xvbn+=descended
after ^in++++=after
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg's
's ^$++++=EXTRAWORD
niece ^nn++++=niece,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Lucy ^np++++=Lucy
Miller ^np++++=Miller,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
London ^np++++=London
to ^to++++=to
keep ^vbi++++=keep
house ^npl++++=house
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
Bellwick ^np+++??+=Bellwick
two ^cd++++=two
hours ^nns++++=hours
the ^ati++++=the
harbor ^nn++++=harbor
knew ^vbd+vprv++xvbn+=knew
her ^pp$+pp3+++=her
name ^nn++++=name,
, ^zz++++=EXTRAWORD
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
probable ^jj+atrb+++=probable
value ^nn++++=value
of ^in++++=of
her ^pp$+pp3+++=her
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused
three ^cd++++=three
offers ^nns++++=offers
of ^in++++=of
assistance ^nn+nom+++=assistance
between ^in++++=between
the ^ati++++=the
station ^nn+nom+++=station
and ^cc++++=and
the ^ati++++=the
cottage ^nn+nom+++=cottage.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there
two ^cd++++=two
days ^nns++++=days,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
of ^in++++=of
Bellwick ^np+++??+=Bellwick
had ^vbd+hvd+aux++=had
developed ^vprf+++xvbnx+=developed
an ^at++++=an
interest ^nn++++=interest
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
both ^abx++++=both
sudden ^jj++++=sudden
and ^cc+phrs+++=and
suspicious ^jj++++=suspicious.
. ^zz++++=EXTRAWORD
George ^np++++=George
Gale ^nn++++=Gale
developed ^vbd+++xvbn+=developed
the ^ati++++=the
strongest ^jjt+atrb+++=strongest
interest ^nn++++=interest
of ^in++++=of
all ^abn++++=all.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
first ^rb++++=first
saw ^vbd+vprv++xvbn+=saw
Miss ^npt++++=Miss
Miller ^np++++=Miller
on ^in++++=on
the ^ati++++=the
following ^jj+atrb++xvbg+=following
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway
shaking ^vwbg+++xvbg+=shaking
a ^at++++=a
tablecloth ^nn++++=tablecloth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
carried ^vbd+++xvbn+=carried
one ^cd1++++=one
corner ^npl++++=corner
over ^in++++=over
her ^pp$+pp3+++=her
head ^jjb++++=head
and ^cc+phrs+++=and
displayed ^jj+++xvbn+=displayed
a ^at++++=a
small ^jj++++=small,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
face ^nn++++=face
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
George ^np++++=George,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
weathered ^jj+atrb+++=weathered
gales ^nns++++=gales
in ^in++++=in
the ^ati++++=the
North ^nr+pl+++=North
Sea ^nn++++=Sea
without ^in++++=without
losing ^xvbg+++xvbg+=losing
either ^dtx++++=either
his ^pp$+pp3+++=his
balance ^nn+nom+++=balance
or ^cc++++=or
his ^pp$+pp3+++=his
appetite ^nn++++=appetite,
, ^zz++++=EXTRAWORD
walked ^j+++xvbn+=walked
into ^in++++=into
a ^at++++=a
fish ^nns++++=fish
basket ^nn++++=basket.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Miller ^np++++=Miller
withdrew ^vbd+++xvbn+=withdrew
indoors ^rn+pl+++=indoors.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
her ^pp$+pp3+++=her
place ^nn++++=place.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
done ^vbd+++xvbn+=done
that ^dt+dem+++=that
basket ^nn++++=basket
any ^dti++++=any
good ^jj++++=good?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
the ^ati++++=the
weather ^nn++++=weather,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
George ^np++++=George.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah.
ah ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Weather ^nn++++=Weather
generally ^rb+down+++=generally
comes ^vbz++++=comes
from ^in+ppvb+++=from
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
perhaps ^rb++++=perhaps
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
altered ^vpsv++agls+xvbnx+=altered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
kicked ^vbd+++xvbn+=kicked
the ^ati++++=the
basket ^nn++++=basket
aside ^rp++++=aside
and ^cc++++=and
went ^vbd+++xvbn+=went
down ^rp++++=down
to ^in++++=to
his ^pp$+pp3+++=his
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
At ^in++++=At
dinner ^nn++++=dinner
he ^pp3a+pp3+++=he
ate ^vbd+++xvbnx+=ate
only ^rb+down+++=only
two ^cd++++=two
herrings ^nns++++=herrings
instead ^rb+cnj+++=instead
of ^in++++=of
four ^cd++++=four,
, ^zz++++=EXTRAWORD
a ^at++++=a
circumstance ^nn+nom+++=circumstance
which ^whp+rel+subj++=which
caused ^vbd+++xvbn+=caused
his ^pp$+pp3+++=his
mother ^nn++++=mother
to ^to++++=to
feel ^vbi+vprv+++=feel
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
and ^cc++++=and
his ^pp$+pp3+++=his
father ^nn++++=father
to ^in++++=to
remark ^nn++++=remark
that ^tht+ncmp+++=that
no ^at++++=no
good ^nn++++=good
came ^vbd+++xvbn+=came
of ^in++++=of
sitting ^xvbg+++xvbg+=sitting
up ^rp++++=up
late ^jj++++=late
at ^rb++++=at
public ^jj+atrb+++=public
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
next ^ap++++=next
few ^ap++++=few
days ^nns++++=days
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg's
's ^$++++=EXTRAWORD
cottage ^npl+nom+++=cottage
so ^ql++++=so
often ^rb++++=often
that ^dt+dem+++=that
even ^rb++++=even
the ^ati++++=the
road ^npl++++=road
seemed ^vbd+seem++xvbn+=seemed
surprised ^vbd+++xvbn+=surprised.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
Miss ^npt++++=Miss
Miller ^np++++=Miller
was ^vbd+bedz+vrb++=was
at ^rb++++=at
the ^ati++++=the
window ^nn++++=window;
; ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
The ^ati++++=The
difference ^nn+nom+++=difference
became ^vbd+++xvbn+=became
plain ^nn++++=plain
before ^cs+sub+++=before
George ^np++++=George
reached ^vbd+++xvbn+=reached
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Miller ^np++++=Miller
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
picked ^vbd+++xvbn+=picked
up ^rp++++=up
things ^nns++++=things.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening
George ^np++++=George
paused ^vbd+++xvbn+=paused
to ^to++++=to
admire ^vbi++++=admire
a ^at++++=a
geranium ^nn++++=geranium
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
" ^zz++++="Pretty
pretty ^rb++++=EXTRAWORD
flower ^nn++++=flower,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wragg ^np++++=Wragg
came ^vbd+++xvbn+=came
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Which
which ^whp+who+++=EXTRAWORD
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
red ^jj+atrb+++=red
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
brick ^nn++++=brick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
meant ^vbd+vprv++xvbnx+=meant
the ^ati++++=the
one ^pn++++=one
behind ^in+pl+++=behind
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
