It ^pp3+it+++=It
. ^zz++++=EXTRAWORD
Bancroft ^np++++=Bancroft
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
jaunting ^jj+++xvbg+=jaunting-car
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chauffeur ^nn++++=chauffeur
was ^vbd+bedz+vrb++=was
in ^in++++=in
York ^np++++=York
with ^in++++=with
the ^ati++++=the
motor ^nn++++=motor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
groom ^nn++++=groom
had ^vbd+hvd+aux++=had
lamed ^vprf+++xvbnx+=lamed
himself ^ppl+pp3+++=himself
at ^in++++=at
football ^nn++++=football,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
butler ^np++++=butler
suffered ^vbd+++xvbn+=suffered
from ^in++++=from
bronchitis ^nn++++=bronchitis
whenever ^nn+nom+++=whenever
asked ^vbd+vsua++xvbn+=asked
to ^to+vcmp+++=to
leave ^vbi++++=leave
the ^ati++++=the
house ^npl++++=house
after ^in++++=after
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
remained ^vprf+++xvbn+=remained
Miss ^npt++++=Miss
Craig ^np++++=Craig.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bancroft ^np++++=Bancroft
had ^vb+hv+vrb++=had
a ^at++++=a
graceful ^jj+atrb+++=graceful
manner ^nn++++=manner
of ^in++++=of
allowing ^xvbg+++xvbg+=allowing
inferiors ^nns++++=inferiors
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
offering ^xvbg+++xvbg+=offering
the ^ati++++=the
services ^nns++++=services
which ^whp+rel+obj++=which
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
right ^nn++++=right
to ^to+ncmp+++=to
command ^vb++++=command.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Miss ^npt++++=Miss
Craig ^np++++=Craig,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
the ^ati++++=the
schoolroom ^nn++++=schoolroom,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
never ^rb++++=never
dream ^nn++++=dream
of ^in++++=of
asking ^xvbg+++xvbg+=asking
you ^pp2+pp2+++=you
to ^to++++=to
walk ^vbi++++=walk
to ^in++++=to
Brackenrigg ^np+++??+=Brackenrigg
on ^in++++=on
such ^abl++++=such
an ^at++++=an
evening ^nn++++=evening."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Craig ^np++++=Craig
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Peggy ^np++++=Peggy,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
unnaturally ^rb++++=unnaturally
red ^jj++++=red
above ^jjb++++=above
the ^ati++++=the
white ^jj+atrb+++=white
sheet ^nn++++=sheet.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
moor ^npl++++=moor!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
yet ^rb++++=yet
six ^cd++++=six."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
the ^ati++++=the
way ^nn++++=way?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Past
past ^jjb++++=EXTRAWORD
the ^ati++++=the
shooting ^jj+atrb++xvbg+=shooting
butts ^nns++++=butts,
, ^zz++++=EXTRAWORD
over ^in++++=over
Graywife ^np+++??+=Graywife
Beck ^nn++++=Beck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
along ^in++++=along
the ^ati++++=the
glebe ^nn+++??+=glebe
road ^npl++++=road."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
brave ^jj++++=brave
of ^in++++=of
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
Cook ^nn++++=Cook
shall ^md+prd+++=shall
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
some ^dti++++=some
sandwiches ^nns++++=sandwiches.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
take ^vb++++=take
Caesar ^np++++=Caesar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Caesar ^np++++=Caesar
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj++++=large
retriever ^jjr++++=retriever
whose ^whp+who+++=whose
courage ^nn+nom+++=courage
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
tested ^vpsv++agls+xvbnx+=tested
except ^in++++=except
by ^in++++=by
the ^ati++++=the
cat ^nn++++=cat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
followed ^vbd+vprv++xvbnx+=followed
Miss ^npt++++=Miss
Craig ^np++++=Craig
willingly ^rb++++=willingly
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
servants ^nns+nom+++=servants'
' ^zz++++=EXTRAWORD
hall ^npl++++=hall,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
cook ^nn++++=cook
was ^vbd+bedz+aux++=was
cutting ^vbg+++xvbgx+=cutting
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
not ^xnot++not++=not
be ^vb+be+aux++=be
crossing ^vbg+++xvbgx+=crossing
by ^in++++=by
Graywife ^np+++??+=Graywife
Beck ^nn++++=Beck
after ^in++++=after
dark ^jj++++=dark?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
cook ^nn++++=cook
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^vb++++=hope
to ^to+vcmp+++=to
return ^vbi++++=return
before ^in++++=before
dark ^nn++++=dark."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hope's
hope ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
a ^at++++=a
poor ^jj+atrb+++=poor
lantern ^nn++++=lantern
on ^rp++++=on
t ^zz++++=t'moor."
'moor." ^nn++be+??+0=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bancroft ^np++++=Bancroft,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
to ^to++++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
no ^at++++=no
unnecessary ^jj+atrb+++=unnecessary
quantity ^nn+nom+++=quantity
of ^in++++=of
chicken ^nn++++=chicken
was ^vbd+bedz+aux++=was
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
the ^ati++++=the
sandwiches ^nns++++=sandwiches,
, ^zz++++=EXTRAWORD
laughed ^j+++xvbn+=laughed
delicately ^rb++++=delicately.
. ^zz++++=EXTRAWORD
" ^zz++++="Cook
cook ^nn++++=EXTRAWORD
believes ^vbz+vprv+++=believes
every ^at++++=every
rustic ^jj+atrb+++=rustic
tale ^nn++++=tale
she ^pp3a+pp3+++=she
hears ^vbz+vprv+++=hears."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
them ^pp3o+pp3+++=them
as ^ql++++=as
has ^vbz+hvz+aux++=has
seen ^vprf+++xvbnx+=seen
Parson ^nn++++=Parson
Lyle ^np+++??+=Lyle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
" ^zz++++="Wet
wet ^jj+atrb+++=EXTRAWORD
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
walks ^nns++++=walks
from ^in++++=from
test ^nn+++??+=t'stone
trough ^nn++++=trough
to ^in++++=to
t ^zz++++=t'old
'old ^nn+++??+=EXTRAWORD
butts ^nns++++=butts.
. ^zz++++=EXTRAWORD
At ^rb++++=At
nine ^cd++++=nine
o'clock ^rb++++=o'clock
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
gone ^vpsv++agls+xvbnx+=gone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gone
gone ^vprf+++xvbn+=EXTRAWORD
where ^wrb+who+++=where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Miss ^npt++++=Miss
Craig ^np++++=Craig.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
dead ^jj+atrb+++=dead
men ^nns++++=men
go ^vb++++=go,
, ^zz++++=EXTRAWORD
miss ^npt++++=miss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bancroft ^np++++=Bancroft's
's ^$++++=EXTRAWORD
laugh ^nn++++=laugh
became ^vbd+++xvbn+=became
firmer ^jjr++++=firmer.
. ^zz++++=EXTRAWORD
" ^zz++++="Really,
really ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Cook ^nn++++=Cook!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
frighten ^vb++++=frighten
Miss ^npt++++=Miss
Craig ^np++++=Craig."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
madam ^npt++++=madam,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Miss ^npt++++=Miss
Craig ^np++++=Craig,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
untrue ^jj+pred+++=untrue.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
buttoned ^vbd+++xvbnx+=buttoned
her ^pp$+pp3+++=her
mackintosh ^nn++++=mackintosh,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
the ^ati++++=the
lantern ^nn++++=lantern,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
out ^rp+pl+++=out
with ^in++++=with
Caesar ^np++++=Caesar.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
mile ^nn++++=mile
the ^ati++++=the
rain ^nn++++=rain
was ^vbd+bedz+vrb++=was
merely ^rb+down+++=merely
tiresome ^jj+pred+++=tiresome.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
hung ^vbd+++xvbn+=hung
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
as ^in++++=as
a ^at++++=a
fine ^jj+atrb+++=fine
grey ^np++++=grey
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
obscuring ^vbg+++xvbg+=obscuring
the ^ati++++=the
hills ^nns++++=hills
without ^in++++=without
seeming ^vb+seem++xvbg+=seeming
to ^to+vcmp+++=to
fall ^vbi++++=fall.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Bancroft ^np++++=Bancroft
Hall ^nn++++=Hall
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
row ^nn++++=row
of ^in++++=of
yellow ^jj+atrb+++=yellow
windows ^nns++++=windows;
; ^zz++++=EXTRAWORD
before ^in++++=before
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
moor ^npl++++=moor
rose ^vbd+++xvbn+=rose
blackly ^jj++++=blackly
beneath ^in+pl+++=beneath
a ^at++++=a
colourless ^jj+atrb+++=colourless
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Caesar ^np++++=Caesar
trotted ^vbd+++xvbn+=trotted
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
investigating ^vbg+++xvbg+=investigating
heather ^nn++++=heather
and ^cc++++=and
road ^nn++++=road
metal ^nn++++=metal
with ^in++++=with
equal ^jj+atrb+++=equal
gravity ^nn+nom+++=gravity.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
companionship ^nn+nom+++=companionship
was ^vbd+bedz+vrb++=was
comforting ^jj+pred+++=comforting.
. ^zz++++=EXTRAWORD
A ^at++++=A
governess ^nns+nom+++=governess
might ^md+pos+++=might
be ^vb+be+vrb++=be
socially ^rb++++=socially
negligible ^jj+pred+++=negligible
to ^in++++=to
a ^at++++=a
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
at ^rb++++=at
least ^rb"++++=least
a ^at++++=a
person ^nn++++=person.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
fork ^nn++++=fork
by ^in++++=by
Carter ^np++++=Carter's
's ^$++++=EXTRAWORD
Plantation ^nn+nom+++=Plantation,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
Caesar ^np++++=Caesar
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
along ^in+strn+++=along."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Brackenrigg ^np+++??+=Brackenrigg,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
road ^nn++++=road
home ^nr++++=home.
. ^zz++++=EXTRAWORD
The ^ati++++=The
latter ^ap++++=latter
led ^jj+++xvbn+=led
toward ^in++++=toward
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
" ^zz++++="Caesar!"
caesar ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wagged ^vbd+++xvbnx+=wagged
his ^pp$+pp3+++=his
tail ^nn++++=tail
apologetically ^rb++++=apologetically
and ^cc++++=and
departed ^vbd+++xvbn+=departed
at ^rb++++=at
a ^at++++=a
gallop ^nn++++=gallop.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem+tht0+xvbn+=appeared
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
consideration ^nn+nom+++=consideration,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
the ^ati++++=the
governess ^nns+nom+++=governess.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Craig ^np++++=Craig
continued ^vbd+++xvbn+=continued
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Darkness ^nns+nom+++=Darkness
came ^vbd+++xvbn+=came
without ^in++++=without
sunset ^nn++++=sunset.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
thickened ^vprf+++xvbn+=thickened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
familiar ^jj+atrb+++=familiar
landmarks ^nns++++=landmarks
dissolved ^vwbn+++xvbn+=dissolved.
. ^zz++++=EXTRAWORD
A ^at++++=A
grouse ^nns++++=grouse
burst ^vbd+++xvbn+=burst
from ^in++++=from
the ^ati++++=the
heather ^nn++++=heather
almost ^rb+hdg+++=almost
under ^in++++=under
her ^pp$+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
as ^ql++++=as
it ^pp3+it+++=it
flew ^vbd+++xvbn+=flew:
: ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
go ^vb++++=go
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
go ^vb++++=go
back ^jjb++++=back!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub+tht0+xvbnx+=told
herself ^ppl+pp3+++=herself
that ^cs+sub+++=that
the ^ati++++=the
human ^jj+atrb+++=human
ear ^nn++++=ear
imposed ^vbd+++xvbn+=imposed
words ^nns++++=words
upon ^in++++=upon
senseless ^jj+atrb+++=senseless
noises ^nns++++=noises.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
another ^dt++++=another
bird ^nn++++=bird
repeated ^vbd+++xvbn+=repeated
the ^ati++++=the
warning ^nn++++=warning
farther ^rbr++++=farther
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
walked ^vbd+++xvbnx+=walked
more ^rbr++++=more
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
At ^in++++=At
Graywife ^np+++??+=Graywife
Beck ^nn++++=Beck
the ^ati++++=the
water ^nn++++=water
covered ^vbd+++xvbn+=covered
the ^ati++++=the
stepping ^jj+++xvbg+=stepping-stones.
- ^zz++++=EXTRAWORD
stones ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
crossed ^vbd+++xvbnx+=crossed
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
against ^in++++=against
the ^ati++++=the
rough ^jj+atrb+++=rough
stone ^nn++++=stone
trough ^nn++++=trough
which ^whp+rel+subj++=which
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
ford ^np++++=ford.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it
the ^ati++++=the
path ^nn++++=path
became ^vbd+++xvbn+=became
a ^at++++=a
pale ^nn++++=pale
strip ^vb++++=strip
between ^in++++=between
the ^ati++++=the
heather ^nn++++=heather.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
she ^pp3a+pp3+++=she
mistook ^vbd+++xvbnx+=mistook
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
post ^nn++++=post
for ^in++++=for
a ^at++++=a
crouching ^jj+atrb++xvbg+=crouching
man ^nn++++=man;
; ^zz++++=EXTRAWORD
once ^rb+tm+++=once
a ^at++++=a
sheep ^nns++++=sheep
stared ^vbd+++xvbn+=stared
from ^in++++=from
behind ^in+pl+++=behind
a ^at++++=a
wall ^nn++++=wall
with ^in++++=with
eyes ^nns++++=eyes
like ^in++++=like
green ^nn++++=green
lamps ^nns++++=lamps.
. ^zz++++=EXTRAWORD
Brackenrigg ^np+++??+=Brackenrigg
Farm ^npl++++=Farm
appeared ^vbd+seem++xvbn+=appeared
at ^rb++++=at
last ^rb"++++=last
as ^ql++++=as
three ^cd++++=three
squares ^nns++++=squares
of ^in++++=of
light ^nn++++=light.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
wiping ^vbg+++xvbg+=wiping
her ^pp$+pp3+++=her
hands ^nns++++=hands
upon ^in++++=upon
her ^pp$+pp3+++=her
apron ^nn++++=apron.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir
sir ^npt++++=EXTRAWORD
James ^np++++=James?
? ^zz++++=EXTRAWORD
Nay ^uh++++=Nay,
, ^zz++++=EXTRAWORD
miss ^npt++++=miss.
. ^zz++++=EXTRAWORD
He ^np++++=He
left ^vbd+++xvbnx+=left
by ^in++++=by
the ^ati++++=the
noon ^nn++++=noon
train ^nn++++=train.
. ^zz++++=EXTRAWORD
Got ^jj+atrb++xvbn+=Got
word ^nn++++=word
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
operation ^nn+nom+++=operation
waiting ^vwbg+++xvbg+=waiting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Craig ^np++++=Craig
leaned ^vbd+++xvbn+=leaned
against ^in++++=against
the ^ati++++=the
doorpost ^nn+++??+=doorpost.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
no ^at++++=no
other ^ap++++=other
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dr.
dr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell's
's ^$++++=EXTRAWORD
at ^rb++++=at
Settle ^vb++++=Settle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
twelve ^cd++++=twelve
miles ^nns++++=miles
if ^cs+cnd+++=if
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
in ^in++++=in
and ^cc++++=and
dry ^jj++++=dry
yourself ^ppl+pp2+++=yourself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Peggy ^np++++=Peggy's
's ^$++++=EXTRAWORD
burning ^jj+atrb++xvbg+=burning
face ^nn++++=face
had ^vbd+hvd+aux++=had
become ^vb++++=become
fixed ^vbd+++xvbn+=fixed
in ^in++++=in
Miss ^npt++++=Miss
Craig ^np++++=Craig's
's ^$++++=EXTRAWORD
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wrote ^vbd+vprv++xvbnx+=wrote
a ^at++++=a
note ^nn++++=note
asking ^vwbg+vsua++xvbg+=asking
the ^ati++++=the
farmer ^nn++++=farmer
to ^to++++=to
send ^vbi++++=send
a ^at++++=a
boy ^nn++++=boy
on ^in++++=on
horseback ^nn++++=horseback
to ^to++++=to
Settle ^vbi++++=Settle,
, ^zz++++=EXTRAWORD
accepted ^jj+atrb++xvbn+=accepted
hot ^jj+atrb+++=hot
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
refused ^vbd+++xvbn+=refused
a ^at++++=a
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot
go ^vb++++=go
back ^jjb++++=back
alone ^rb+cnj+++=alone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
