Once ^rb+tm+++=Once
black ^jj+atrb+++=black
satin ^nn++++=satin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tassel ^nn+++??+=tassel
of ^in++++=of
her ^pp$+pp3+++=her
tail ^nn++++=tail
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
each ^dt++++=each
morning ^nn++++=morning
with ^in++++=with
a ^at++++=a
blue ^jj+atrb+++=blue
ribbon ^nn++++=ribbon.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
twelve ^cd++++=twelve
silver ^nn++++=silver
pails ^nns+++??+=pails
of ^in++++=of
milk ^nn++++=milk
every ^at++++=every
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
milk ^nn++++=milk
tasted ^vprf+++xvbn+=tasted
as ^ql++++=as
lilies ^nns++++=lilies
smell ^nn++++=smell,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
more ^rbr++++=more
nourishing ^jj+++xvbg+=nourishing.
. ^zz++++=EXTRAWORD
Physicians ^nns++++=Physicians
sent ^vbd+++xvbn+=sent
for ^in++++=for
it ^pp3+it+++=it
when ^wrb+who+++=when
dukes ^npts++++=dukes
became ^vbd+++xvbn+=became
pale ^nn++++=pale
from ^in++++=from
eating ^xvbg+++xvbg+=eating
too ^ql++++=too
many ^ap++++=many
truffles ^nns+++??+=truffles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rich ^jj+atrb+++=rich
ladies ^nns++++=ladies
drank ^vbd+++xvbn+=drank
it ^pp3+it+++=it
from ^in++++=from
porcelain ^nn++++=porcelain
cups ^nns++++=cups
to ^to++++=to
improve ^vbi++++=improve
their ^pp$+pp3+++=their
complexions ^nns++++=complexions.
. ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
and ^cc++++=and
her ^pp3o+pp3+++=her
father ^npt++++=father
were ^vbd+bed+aux++=were
therefore ^rb+cnj+splt++=therefore
comfortably ^rb++++=comfortably
provided ^vbd+vsua++xvbn+=provided
for ^in+ppvb+++=for,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
rich ^jj++++=rich;
; ^zz++++=EXTRAWORD
for ^in++++=for
even ^rb++++=even
wonderful ^jj+atrb+++=wonderful
milk ^nn++++=milk
must ^md+nec+++=must
be ^vb+be+aux++=be
delivered ^vpsv++agls+xvbnx+=delivered,
, ^zz++++=EXTRAWORD
strained ^j+++xvbn+=strained,
, ^zz++++=EXTRAWORD
measured ^j+++xvbn+=measured,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paid ^vpsv++agls+xvbn+=paid
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
always ^rb++++=always
persons ^nns++++=persons
who ^whp+rel+subj++=who
promise ^vb+vpub+++=promise
to ^to+vcmp+++=to
settle ^vbi++++=settle
their ^pp$+pp3+++=their
accounts ^nns++++=accounts
on ^in++++=on
Tuesday ^nr++++=Tuesday
and ^cc++++=and
forget ^vb+vprv+++=forget
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
which ^wdt+who+whcl++=which
Tuesday ^nr++++=Tuesday.
. ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
rose ^vbd+++xvbn+=rose
every ^at++++=every
morning ^nn++++=morning
when ^wrb+who+++=when
the ^ati++++=the
dew ^nn++++=dew
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
shining ^vbg+++xvbgx+=shining
on ^in++++=on
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
a ^at++++=a
blue ^jj+atrb+++=blue
petticoat ^nn++++=petticoat,
, ^zz++++=EXTRAWORD
a ^at++++=a
white ^jj+atrb+++=white
gown ^nn++++=gown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
broad ^jj+atrb+++=broad
straw ^nn++++=straw
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
the ^ati++++=the
shed ^jj+++xvbn+=shed
with ^in++++=with
a ^at++++=a
bunch ^nn++++=bunch
of ^in++++=of
rose ^nn+++xvbn+=rose
leaves ^nns++++=leaves
for ^in++++=for
the ^ati++++=the
cow ^nn++++=cow.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
Snowflower ^np+nom++??+=Snowflower,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Snowflower ^np+nom++??+=Snowflower
would ^md+prd+++=would
turn ^vb++++=turn
her ^pp3o+pp3+++=her
golden ^jj+atrb+++=golden
horns ^nns++++=horns
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
so ^ql++++=so
as ^ql++++=as
not ^xnot++not++=not
to ^in++++=to
scratch ^nn++++=scratch
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
" ^zz++++="Moo,"
moo ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
meant ^vbd+vprv++xvbn+=meant
anything ^pn++++=anything
from ^in++++=from
good ^jj+atrb+++=good
morning ^nn++++=morning
to ^in++++=to
the ^ati++++=the
weather ^nn++++=weather
is ^vbz+bez+aux++=is
changing ^vbg+++xvbgx+=changing,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
occasion ^nn++++=occasion.
. ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
milked ^vwbn+++xvbn+=milked
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
brushed ^j+++xvbn+=brushed
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
polished ^jj++++=polished
her ^pp$+pp3+++=her
horns ^nns++++=horns
with ^in++++=with
chamois ^nn++++=chamois
leather ^nn++++=leather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
led ^vbd+++xvbn+=led
her ^pp$+pp3+++=her
into ^in++++=into
the ^ati++++=the
meadow ^nn++++=meadow.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
she ^pp3a+pp3+++=she
cooked ^vbd+++xvbnx+=cooked
porridge ^nn++++=porridge
for ^in++++=for
her ^pp$+pp3+++=her
dear ^uh++++=dear
old ^jj+atrb+++=old
father ^nn++++=father,
, ^zz++++=EXTRAWORD
mended ^j+++xvbn+=mended
his ^pp$+pp3+++=his
stockings ^nns++++=stockings,
, ^zz++++=EXTRAWORD
swept ^xvbn+++xvbn+=swept
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vb+++xvbn+=set
a ^at++++=a
bowl ^nn++++=bowl
of ^in++++=of
wild ^jj+atrb+++=wild
flowers ^nns+nom+++=flowers
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
as ^ql++++=as
industrious ^jj++++=industrious
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
pretty ^rb+cnj+++=pretty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
pretty ^rb++++=pretty
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
brown ^jj+pred+++=brown
with ^in++++=with
golden ^jj+atrb+++=golden
glints ^nns+++??+=glints
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
blue ^jj+pred+++=blue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
had ^vb+hv+vrb++=had
the ^ati++++=the
delicate ^jj+atrb+++=delicate
color ^nn++++=color
of ^in++++=of
apple ^nn++++=apple-blossoms
- ^zz++++=EXTRAWORD
blossoms ^nns+++??+=EXTRAWORD
just ^rb+emph+++=just
before ^in++++=before
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
often ^rb++++=often
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
marry ^vb++++=marry
a ^at++++=a
prince ^nn++++=prince.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Father ^nn++++=Father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
always ^rb++++=always
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
would ^md+prd+++=would
polish ^jj+atrb+++=polish
Snowflower ^np+nom+++=Snowflower's
's ^$++++=EXTRAWORD
horns ^nns++++=horns?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Princes
princes ^nns++++=EXTRAWORD
generally ^rb+down+++=generally
employ ^vb++++=employ
somebody ^pn++++=somebody
for ^in++++=for
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
her ^pp$+pp3+++=her
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
might ^md+pos+++=might
employ ^vb++++=employ
the ^ati++++=the
wrong ^jj+atrb+++=wrong
person ^nn++++=person."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
argument ^nn+nom+++=argument
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
answered ^vpsv++agls+xvbnx+=answered.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
afternoon ^nn++++=afternoon
in ^in++++=in
June ^nr++++=June,
, ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
led ^vbd+++xvbn+=led
Snowflower ^np+nom++??+=Snowflower
into ^in++++=into
the ^ati++++=the
meadow ^nn++++=meadow,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
buttercups ^nns++++=buttercups
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
thick ^jj++++=thick
that ^cs+sub+++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
field ^nn++++=field
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
wearing ^vbg+++xvbgx+=wearing
a ^at++++=a
cloth ^nn++++=cloth
of ^in++++=of
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
A ^at++++=A
brook ^nn++++=brook
ran ^vbd+++xvbn+=ran
through ^rb+phrv+++=through
the ^ati++++=the
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
whispering ^jj+++xvbg+=whispering
over ^in++++=over
green ^nn++++=green
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wild ^jj+atrb+++=wild
roses ^nns++++=roses
leaned ^vbd+++xvbn+=leaned
above ^jjb++++=above
it ^pp3+it+++=it
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
themselves ^ppls+pp3+++=themselves
in ^in++++=in
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
awake ^jj++++=awake
since ^cs+sub+++=since
four ^cd++++=four
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
for ^in++++=for
Snowflower ^np+nom++??+=Snowflower
had ^vbd+hvd+aux++=had
required ^vprf+++xvbnx+=required
an ^at++++=an
especially ^rb++++=especially
elaborate ^jj+atrb+++=elaborate
brushing ^nvbg+++xvbg+=brushing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
beneath ^in+pl+++=beneath
a ^at++++=a
willow ^nn++++=willow,
, ^zz++++=EXTRAWORD
meaning ^vb+++xvbg+=meaning
to ^to+vcmp+++=to
rest ^vb++++=rest
for ^in++++=for
one ^cd1++++=one
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bees ^nns++++=bees
hummed ^vbd+++xvbn+=hummed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brook ^nn++++=brook
whispered ^vbd+vpub++xvbn+=whispered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cow ^nn++++=cow
cropped ^vbd+++xvbn+=cropped
buttercups ^nns++++=buttercups
with ^in++++=with
the ^ati++++=the
absent ^jj++++=absent-minded
- ^zz++++=EXTRAWORD
minded ^jj+atrb++xvbn+=EXTRAWORD
expression ^nn++++=expression
common ^jj++++=common
to ^in++++=to
cows ^nns++++=cows
and ^cc++++=and
philosophers ^nns+nom+++=philosophers.
. ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
shut ^vbd+++xvbn+=shut
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sun ^nn++++=sun
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low.
. ^zz++++=EXTRAWORD
" ^zz++++="Snowflower!"
snowflower ^jjr++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
meadow ^nn++++=meadow
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^at++++=a
crushed ^jj+++xvbn+=crushed
blue ^np++++=blue
ribbon ^nn++++=ribbon
lay ^vbd+++xvbn+=lay
beside ^in+pl+++=beside
the ^ati++++=the
brook ^nn++++=brook.
. ^zz++++=EXTRAWORD
Drusilla ^np+++??+=Drusilla
searched ^vbd+++xvbn+=searched
behind ^in+pl+++=behind
the ^ati++++=the
willow ^nn++++=willow,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
even ^rb++++=even
an ^at++++=an
enchanted ^jj+++xvbn+=enchanted
cow ^np++++=cow
can ^md+pos+++=can
scarcely ^rb+down+splt++=scarcely
hide ^vb++++=hide
behind ^in+pl+++=behind
a ^at++++=a
tree ^nn++++=tree
no ^at++++=no
wider ^nn++++=wider
than ^in++++=than
a ^at++++=a
milk ^nn++++=milk
pail ^nn++++=pail.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
searched ^vbd+++xvbnx+=searched
among ^in++++=among
the ^ati++++=the
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
along ^in++++=along
the ^ati++++=the
brook ^nn++++=brook,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
a ^at++++=a
blackberry ^nn++++=blackberry
hedge ^nn++++=hedge.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
until ^cs+sub+++=until
the ^ati++++=the
thrushes ^nns+++??+=thrushes
began ^vbd+++xvbn+=began
to ^to++++=to
repeat ^vbi++++=repeat
" ^zz++++="Snowflower!"
snowflower ^jjr++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all
helpful ^jj++++=helpful.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran
toward ^in++++=toward
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
as ^ql++++=as
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
splendid ^nn++++=splendid
jingling ^vwbg+++xvbg+=jingling
and ^cc++++=and
clattering ^vwbg+++xvbg+=clattering.
. ^zz++++=EXTRAWORD
First ^rb++++=First
rode ^vbd+++xvbn+=rode
twelve ^cd++++=twelve
trumpeters ^nns+nom+++=trumpeters
in ^in++++=in
pink ^jj+atrb+++=pink
satin ^nn++++=satin.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
came ^vbd+++xvbn+=came
six ^cd++++=six
noblemen ^nns++++=noblemen
upon ^in++++=upon
gray ^np++++=gray
palfreys ^nns+++??+=palfreys
with ^in++++=with
silver ^nn++++=silver
housings ^nns+++??+=housings.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them
rode ^vbd+++xvbn+=rode
the ^ati++++=the
King ^npt++++=King
beneath ^in+pl+++=beneath
a ^at++++=a
green ^nn++++=green
umbrella ^nn++++=umbrella
embroidered ^vbd+++xvbn+=embroidered
with ^in++++=with
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
initials ^nns+nom+++=initials,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
birthday ^nn++++=birthday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
but ^cc+phrs+++=but
flattering ^jj+atrb+++=flattering
portrait ^nn++++=portrait
of ^in++++=of
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
King ^nn++++=King
wore ^vbd+++xvbn+=wore
a ^at++++=a
purple ^jj+atrb+++=purple
coat ^nn++++=coat
covered ^vbd+++xvbn+=covered
with ^in++++=with
medals ^nns++++=medals,
, ^zz++++=EXTRAWORD
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
ribbons ^nns++++=ribbons,
, ^zz++++=EXTRAWORD
diamond ^nn++++=diamond
bees ^nns++++=bees,
, ^zz++++=EXTRAWORD
emerald ^nn++++=emerald
oak ^nn++++=oak
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
jeweled ^jj+atrb++xvbn+=jeweled
orders ^nns++++=orders
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
presented ^vpsv++agls+xvbnx+=presented
to ^in++++=to
him ^pp3o+pp3+++=him
by ^in++++=by
countries ^nns++++=countries
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
visited ^vprf+++xvbnx+=visited.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
breast ^nn++++=breast
looked ^vbd+++xvbn+=looked
rather ^rb++++=rather
like ^in++++=like
a ^at++++=a
fence ^nn++++=fence
on ^rp++++=on
circus ^npl++++=circus
day ^nn++++=day
when ^wrb+who+++=when
every ^at++++=every
handbill ^nn+++??+=handbill
in ^in++++=in
the ^ati++++=the
county ^nn++++=county
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
pasted ^vpsv++agls+xvbnx+=pasted
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
Drusilla ^np+++??+=Drusilla,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
reined ^vbd+++xvbnx+=reined
in ^in++++=in
his ^pp$+pp3+++=his
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
nobleman ^nn+nom+++=nobleman
reined ^vbd+++xvbn+=reined
in ^in+strn+++=in;
; ^zz++++=EXTRAWORD
every ^at++++=every
palfrey ^nn++++=palfrey
reared ^vbd+++xvbn+=reared;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
trumpeter ^nn++++=trumpeter
stopped ^vbd+++xvbn+=stopped
so ^ql++++=so
suddenly ^rb++++=suddenly
that ^cs+sub+++=that
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
swallowed ^vbd+++xvbn+=swallowed
a ^at++++=a
note ^nn++++=note
and ^cc++++=and
hiccuped ^vpsv++agls+xvbn+=hiccuped
in ^in++++=in
B ^zz++++=B-flat.
- ^zz++++=EXTRAWORD
flat ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
weep ^vb++++=weep,
, ^zz++++=EXTRAWORD
pretty ^rb++++=pretty
maiden ^jjb++++=maiden?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
King ^nn++++=King.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
our ^pp$+pp1+++=our
cow ^nn++++=cow,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
Majesty ^nn++++=Majesty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pardy!"
pardy ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
King ^nn++++=King.
. ^zz++++=EXTRAWORD
" ^zz++++="Cows
cows ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
generally ^rb+down+++=generally
difficult ^jj++++=difficult
to ^to+jcmp+++=to
find ^vbi+vprv+++=find."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Snowflower
snowflower ^jjr++++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
general ^jj+atrb+++=general
cow ^nn++++=cow.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
white ^jj+pred+++=white,
, ^zz++++=EXTRAWORD
with ^in++++=with
golden ^jj+atrb+++=golden
horns ^nns++++=horns,
