At ^rb++++=At
broad ^jj+pred+++=broad,
, ^zz++++=EXTRAWORD
deliberate ^jj++++=deliberate
and ^cc+phrs+++=and
inclined ^jj+++xvbn+=inclined
to ^to+jcmp+++=to
regard ^vbi++++=regard
his ^pp$+pp3+++=his
own ^ap++++=own
conclusions ^nns++++=conclusions
as ^in++++=as
natural ^jj+atrb+++=natural
laws ^nns++++=laws,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
bought ^vprf+++xvbnx+=bought
the ^ati++++=the
evening ^nn++++=evening
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Gale ^np++++=Gale,
, ^zz++++=EXTRAWORD
a ^at++++=a
narrow ^jj+atrb+++=narrow,
, ^zz++++=EXTRAWORD
active ^jj+atrb+++=active
man ^nn++++=man
with ^in++++=with
a ^at++++=a
grey ^jj+atrb+++=grey
moustache ^nn++++=moustache
of ^in++++=of
an ^at++++=an
argumentative ^jj+atrb+++=argumentative
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused
to ^to+vcmp+++=to
buy ^vbi++++=buy
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
that ^tht+ncmp+++=that
Sandbach ^np+++??+=Sandbach
would ^md+prd+++=would
presently ^rb+tm+splt++=presently
lend ^vb++++=lend
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
mistaken ^vpsv++agls+xvbnx+=mistaken,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
see ^vb+vprv+++=see,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr
Gale ^np++++=Gale.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
still ^rb++splt++=still
seeing ^vbg+++xvbgx+=seeing
when ^wrb+who+++=when
a ^at++++=a
local ^nn++++=local
train ^vb++++=train
entered ^vbd+++xvbn+=entered
the ^ati++++=the
station ^nn+nom+++=station
with ^in++++=with
the ^ati++++=the
noisy ^jj+atrb+++=noisy
solicitude ^nn+++??+=solicitude
of ^in++++=of
an ^at++++=an
excitable ^jj+atrb+++=excitable
mother ^nn++++=mother
dragging ^vwbg+++xvbg+=dragging
an ^at++++=an
inoffensive ^jj+atrb+++=inoffensive
child ^nn++++=child.
. ^zz++++=EXTRAWORD
Porters ^nns+nom+++=Porters
shouted ^vbd+vpub++xvbn+=shouted,
, ^zz++++=EXTRAWORD
doors ^nns++++=doors
collided ^vbd+++xvbn+=collided,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers
descended ^vbd+++xvbn+=descended
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
all ^abn++++=all
day ^nn++++=day
for ^in++++=for
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Amid ^in++++=Amid
this ^dt+dem+++=this
earthly ^jj+atrb+++=earthly
disturbance ^nn+nom+++=disturbance
one ^cd1++++=one
figure ^nn++++=figure
remained ^vbd+++xvbn+=remained
absolutely ^rb+amp+++=absolutely
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
near ^in+pl+++=near
the ^ati++++=the
bookstall ^nn+++??+=bookstall,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
foot ^nn++++=foot
planted ^vwbn+++xvbn+=planted
upon ^in++++=upon
the ^ati++++=the
platform ^nn++++=platform,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
left ^nn+++xvbn+=left
a ^rb++++=a
little ^rb"++++=little
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
thin ^jj+atrb+++=thin,
, ^zz++++=EXTRAWORD
shabby ^jj+atrb+++=shabby
man ^nn++++=man
in ^in++++=in
a ^at++++=a
greenish ^jj+atrb+++=greenish
coat ^nn++++=coat
polished ^jj++++=polished
at ^in++++=at
the ^ati++++=the
elbows ^nns++++=elbows.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
cap ^nn++++=cap
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
its ^pp$+it+++=its
original ^jj+atrb+++=original
opinion ^nn++++=opinion
concerning ^in++++=concerning
shape ^nn++++=shape;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
boots ^nns++++=boots
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
constructed ^vpsv++agls+xvbnx+=constructed
during ^in++++=during
different ^jj+atrb+++=different
administrations ^nns+nom+++=administrations.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
his ^pp$+pp3+++=his
attitude ^nn++++=attitude
possessed ^vbd+++xvbn+=possessed
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
lean ^vb++++=lean,
, ^zz++++=EXTRAWORD
shuffle ^nn++++=shuffle,
, ^zz++++=EXTRAWORD
cough ^nn++++=cough,
, ^zz++++=EXTRAWORD
read ^j+++xvbn+=read
the ^ati++++=the
placards ^nns++++=placards
or ^cc++++=or
examine ^vb++++=examine
the ^ati++++=the
photographs ^nns++++=photographs
of ^in++++=of
seaside ^nn++++=seaside
resorts ^nns++++=resorts.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
merely ^rb+down+++=merely
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Gale ^np++++=Gale
noticed ^vbd+vprv++xvbn+=noticed
him ^pp3o+pp3+++=him
first ^rb++++=first.
. ^zz++++=EXTRAWORD
" ^zz++++="Queer
queer ^jj+atrb+++=EXTRAWORD
customer ^nn+nom+++=customer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach
lowered ^vbd+++xvbn+=lowered
the ^ati++++=the
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+whq++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
queer ^jj++++=queer
about ^rb++++=about
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
moved ^vbd+++xvbn+=moved
for ^in++++=for
five ^cd++++=five
minutes ^nns++++=minutes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everybody
everybody ^pn++++=EXTRAWORD
wants ^vbz++++=wants
to ^to+vcmp+++=to
move ^vbi++++=move
sooner ^rbr++++=sooner
or ^cc+phrs+++=or
later ^rbr+tm+++=later."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach
regarded ^vwbn+++xvbn+=regarded
his ^pp$+pp3+++=his
friend ^nn++++=friend
with ^in++++=with
benevolent ^jj+atrb+++=benevolent
contempt ^nn++++=contempt.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
him ^pp3o+pp3+++=him
move ^nn++++=move."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Couldn't
could ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
without ^in++++=without
touching ^xvbg+++xvbg+=touching
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
getting ^vbg+++xvbg+=getting
anybody ^pn++++=anybody
else ^rb+cnj+++=else
to ^to++++=to
interfere ^vbi++++=interfere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Gale ^np++++=Gale's
's ^$++++=EXTRAWORD
nostrils ^nns++++=nostrils
twitched ^vbd+++xvbn+=twitched
with ^in++++=with
the ^ati++++=the
scent ^nn++++=scent
of ^in++++=of
battle ^nn++++=battle.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
far ^rb+pl+++=far?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ten
ten ^cd++++=EXTRAWORD
yards ^nns++++=yards."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
what ^wdt+who+++=what
time ^nn++++=time?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^cs+sub+++=EXTRAWORD
my ^pp$+pp1+++=my
train ^nn++++=train
goes ^vbz++++=goes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach's
's ^$++++=EXTRAWORD
train ^nn++++=train
was ^vbd+bedz+aux++=was
announced ^vpsv++agls+xvbnx+=announced
for ^in++++=for
four ^cd++++=four
twenty ^cd++++=twenty-seven.
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
remained ^vprf+++xvbn+=remained
eleven ^cd++++=eleven
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
bet ^vbd+vpub++xvbn+=bet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Half-a-crown."
half ^abn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Done."
done ^vprf+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
Mr ^npt++++=Mr
Gale ^np++++=Gale
possessed ^vbd+++xvbn+=possessed
ingenuity ^nn+nom+++=ingenuity,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
like ^in++++=like
many ^ap++++=many
ingenious ^jj+atrb+++=ingenious
men ^nns++++=men,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
used ^vbd+++xvbnx+=used
it ^pp3+it+++=it
chiefly ^rb++++=chiefly
in ^in++++=in
circumstances ^nns+nom+++=circumstances
where ^wrb+who+++=where
straightforward ^jj+atrb+++=straightforward
conduct ^nn++++=conduct
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
cheaper ^jjr++++=cheaper.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
past ^jjb++++=past
the ^ati++++=the
shabby ^jj+atrb+++=shabby
man ^nn++++=man,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
a ^at++++=a
half ^abn++++=half-crown
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
artfully ^jj+atrb+++=artfully
complete ^jj+atrb+++=complete
imitation ^nn+nom+++=imitation
of ^in++++=of
carelessness ^nns+nom+++=carelessness,
, ^zz++++=EXTRAWORD
dropped ^j+++xvbn+=dropped
it ^pp3+it+++=it
within ^in++++=within
two ^cd++++=two
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
stationary ^jj+atrb+++=stationary
boot ^nn++++=boot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
coin ^nn++++=coin
rang ^vbd+++xvbn+=rang
brightly ^rb++++=brightly
upon ^in++++=upon
the ^ati++++=the
flags ^nns++++=flags.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shabby ^jj+atrb+++=shabby
man ^nn++++=man
looked ^vbd+++xvbn+=looked
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Gale ^np++++=Gale
continued ^vbd+++xvbn+=continued
three ^cd++++=three
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gazed ^vpsv++agls+xvbn+=gazed
towards ^in++++=towards
the ^ati++++=the
refreshment ^nn+nom+++=refreshment-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
one ^cd1++++=one
whose ^whp+rel+obj++=whose
thoughts ^nns++++=thoughts
concerned ^vwbn+++xvbn+=concerned
nothing ^pn++++=nothing
less ^rbr++++=less
material ^nn++++=material
than ^in++++=than
eternity ^nn+nom+++=eternity.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach
hid ^vbd+++xvbn+=hid
his ^pp$+pp3+++=his
interest ^nn++++=interest
behind ^in+pl+++=behind
the ^ati++++=the
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shabby ^jj+atrb+++=shabby
man ^nn++++=man
surveyed ^vwbn+++xvbn+=surveyed
the ^ati++++=the
half ^abn++++=half-crown.
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
Mr ^npt++++=Mr
Gale ^np++++=Gale,
, ^zz++++=EXTRAWORD
at ^rb++++=at
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
girl ^nn++++=girl
in ^in++++=in
the ^ati++++=the
bookstall ^nn+++??+=bookstall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
at ^in++++=at
his ^pp$+pp3+++=his
own ^ap++++=own
right ^jj+atrb+++=right
boot ^nn++++=boot.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
A ^at++++=A
minute ^nn++++=minute
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
half ^abn++++=half-crown
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
lay ^vbd+++xvbn+=lay
exposed ^vbd+++xvbn+=exposed
to ^in++++=to
civilisation ^nn+nom+++=civilisation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
civilisation ^nn+nom+++=civilisation
ignored ^vwbn+++xvbn+=ignored
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
porter ^nn++++=porter
almost ^rb+hdg+++=almost
trod ^vbd+++xvbn+=trod
upon ^in++++=upon
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
perceived ^vwbn+vprv++xvbn+=perceived
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
hesitated ^j+++xvbn+=hesitated
beneath ^in+pl+++=beneath
the ^ati++++=the
eye ^nn++++=eye
of ^in++++=of
his ^pp$+pp3+++=his
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
swept ^vpsv++agls+xvbnx+=swept
onward ^jjb++++=onward
into ^in++++=into
virtue ^nn++++=virtue.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shabby ^jj+atrb+++=shabby
man ^nn++++=man
remained ^vbd+++xvbn+=remained
fixed ^vbd+++xvbn+=fixed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
Mr ^npt++++=Mr
Gale ^np++++=Gale
returned ^vbd+++xvbn+=returned,
, ^zz++++=EXTRAWORD
picked ^j+++xvbn+=picked
up ^rp++++=up
the ^ati++++=the
coin ^nn++++=coin
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
other ^ap++++=other
methods ^nns++++=methods."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
Napoleon ^np++++=Napoleon
had ^vb+hv+vrb++=had
other ^ap++++=other
methods ^nns++++=methods
after ^in++++=after
Moscow ^np++++=Moscow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
game ^nn++++=game?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gale ^nn++++=Gale
demanded ^vbd+vsua++xvbn+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Sandbach ^np++++=Sandbach
folded ^vbd+++xvbn+=folded
the ^ati++++=the
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
for ^in++++=for
superiority ^nn+nom+++=superiority
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
observed ^vbd+++xvbnx+=observed
him ^pp3o+pp3+++=him
before ^cs+sub+++=before
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
woman ^nn++++=woman
bought ^vbd+++xvbn+=bought
a ^at++++=a
magazine ^nn++++=magazine
at ^in++++=at
the ^ati++++=the
stall ^nn++++=stall.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
her ^pp$+pp3+++=her
purse ^nn++++=purse,
, ^zz++++=EXTRAWORD
something ^pn++++=something
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
fellow ^jjb++++=fellow
put ^vbd+++xvbn+=put
his ^pp$+pp3+++=his
foot ^nn++++=foot
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him
stoop ^nn+++??+=stoop,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
dare ^vb++++=daren't
n't ^xnot++not++0=EXTRAWORD
pick ^vb++++=pick
it ^pp3+it+++=it
up ^rp++++=up
while ^cs+sub+++=while
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
left ^vprf+++xvbn+=left
the ^ati++++=the
stall ^nn++++=stall
since ^in++++=since."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
fell ^nn+++xvbn+=fell?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Half-a-sovereign."
half ^abn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
sovereign ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
edge ^nn++++=edge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Gale ^np++++=Gale
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
shabby ^jj+atrb+++=shabby
man ^nn++++=man
anew ^nn+++??+=anew.
. ^zz++++=EXTRAWORD
Much ^ap++++=Much
in ^in++++=in
human ^jj+atrb+++=human
behaviour ^nn++++=behaviour
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
mysterious ^jj++++=mysterious
became ^vbd+++xvbn+=became
instantly ^rb+tm+++=instantly
plain ^jj++++=plain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rigidity ^nn+nom+++=rigidity
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
obstinacy ^nn+nom+++=obstinacy
but ^cc++++=but
policy ^nn++++=policy;
; ^zz++++=EXTRAWORD
the ^ati++++=the
planted ^jj+++xvbn+=planted
boot ^np++++=boot
was ^vbd+bedz+vrb++=was
a ^at++++=a
fortress ^nns+nom+++=fortress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
