# ^zz++++=#
A ^at++++=A
the ^ati++++=the
tourist ^nn+nom+++=tourist
might ^md+pos+++=might
behold ^vb++++=behold
Bellagio ^np+++??+=Bellagio
shining ^vwbg+++xvbg+=shining
in ^in++++=in
the ^ati++++=the
golden ^jj+atrb+++=golden
evening ^nn++++=evening
light ^nn++++=light,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mountains ^npl++++=mountains
rising ^vwbg+++xvbg+=rising
fairy ^nn++++=fairy-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
through ^in++++=through
a ^at++++=a
haze ^nn++++=haze,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
boats ^nns++++=boats
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
proprietor ^nn++++=proprietor,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
which ^whp+rel+pied++=which
separate ^jj+atrb+++=separate
charges ^nns++++=charges
were ^vbd+bed+aux++=were
made ^vpsv++agls+xvbnx+=made.
. ^zz++++=EXTRAWORD
Lenz ^np+++??+=Lenz
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
life ^nn++++=life
with ^in++++=with
two ^cd++++=two
mules ^nns++++=mules
and ^cc++++=and
a ^at++++=a
persuasive ^jj+atrb+++=persuasive
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smile ^nn++++=smile
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared
early ^jj++++=early,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
proved ^vbd+vprv++xvbn+=proved
less ^rbr++++=less
useful ^jj++++=useful
than ^in++++=than
the ^ati++++=the
mules ^nns++++=mules;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
the ^ati++++=the
time ^nn++++=time
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
fifty ^cd++++=fifty
he ^pp3a+pp3+++=he
owned ^vbd+++xvbnx+=owned
the ^ati++++=the
Hotel ^nn++++=Hotel
Paradiso ^np+++??+=Paradiso,
, ^zz++++=EXTRAWORD
twelve ^cd++++=twelve
carriages ^nns+nom+++=carriages,
, ^zz++++=EXTRAWORD
an ^at++++=an
orange ^nn++++=orange
grove ^np++++=grove
which ^whp+rel+subj++=which
produced ^vbd+++xvbn+=produced
excellent ^jj+atrb+++=excellent
bills ^nns++++=bills
and ^cc++++=and
indifferent ^jj+atrb+++=indifferent
oranges ^nns++++=oranges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
daughter ^nn+nom+++=daughter
named ^vbd+++xvbn+=named
Tina ^np++++=Tina.
. ^zz++++=EXTRAWORD
Tina ^np++++=Tina
was ^vbd+bedz+vrb++=was
eighteen ^cd++++=eighteen,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
slender ^jj++++=slender,
, ^zz++++=EXTRAWORD
quick ^jj++++=quick-witted,
- ^zz++++=EXTRAWORD
witted ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
naturally ^rb++++=naturally
flirtatious ^jj++++=flirtatious
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
ask ^vb++++=ask
a ^at++++=a
one ^cd1++++=one-armed
- ^zz++++=EXTRAWORD
armed ^jj+atrb++xvbn+=EXTRAWORD
beggar ^nn++++=beggar
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
post ^nn++++=post-office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
without ^in++++=without
causing ^xvbg+++xvbg+=causing
him ^pp3o+pp3+++=him
to ^to++++=to
hope ^vbi++++=hope
for ^in++++=for
domestic ^jj+atrb+++=domestic
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
wickedness ^nns+nom+++=wickedness.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
temperament ^nn+nom+++=temperament,
, ^zz++++=EXTRAWORD
climate ^nn+nom+++=climate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
practice ^nn++++=practice.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
promised ^vbd+vpub++xvbn+=promised
more ^rbr++++=more
than ^cs+sub+++=than
her ^pp3o+pp3+++=her
judgment ^nn+nom+++=judgment
intended ^vwbn+vsua++xvbn+=intended
to ^to+vcmp+++=to
deliver ^vbi++++=deliver,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fault ^nn++++=fault
lay ^vbd+++xvbn+=lay
partly ^rb+down+++=partly
with ^in++++=with
the ^ati++++=the
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
unusually ^rb++++=unusually
large ^jj+pred+++=large
and ^cc++++=and
had ^vb+hv+aux++=had
never ^rb++splt++=never
studied ^vprf+++xvbnx+=studied
commercial ^jj+atrb+++=commercial
morality ^nn+nom+++=morality.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
all ^abn++++=all
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
within ^in++++=within
their ^pp$+pp3+++=their
influence ^nn+nom+++=influence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
seriously ^rb++++=seriously
affected ^vbd+++xvbn+=affected
was ^vbd+bedz+vrb++=was
Pietro ^np++++=Pietro
Baldi ^np+++??+=Baldi,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
Lenz ^np++++=Lenz's
's ^$++++=EXTRAWORD
drivers ^nns+nom+++=drivers.
. ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro
was ^vbd+bedz+vrb++=was
handsome ^jj+pred+++=handsome
in ^in++++=in
the ^ati++++=the
violent ^jj+atrb+++=violent
Italian ^jj+atrb+++=Italian
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
curled ^vbd+++xvbn+=curled,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
flashed ^vbd+++xvbn+=flashed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
shirt ^nn++++=shirt
lay ^vbd+++xvbn+=lay
open ^jj++++=open
at ^rb++++=at
the ^ati++++=the
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
upon ^in++++=upon
the ^ati++++=the
box ^nn++++=box
of ^in++++=of
a ^at++++=a
carriage ^nn+nom+++=carriage
with ^in++++=with
the ^ati++++=the
reins ^nns++++=reins
in ^in++++=in
his ^pp$+pp3+++=his
brown ^jj+atrb+++=brown
hands ^nns++++=hands
he ^pp3a+pp3+++=he
appeared ^vbd+seem++xvbnx+=appeared
capable ^jj++++=capable
of ^in++++=of
driving ^xvbg+++xvbg+=driving
the ^ati++++=the
chariot ^nn++++=chariot
of ^in++++=of
Apollo ^np++++=Apollo,
, ^zz++++=EXTRAWORD
provided ^j+++xvbn+=provided
Apollo ^np++++=Apollo
paid ^vbd+++xvbn+=paid
in ^in++++=in
advance ^nn+nom+++=advance.
. ^zz++++=EXTRAWORD
Unfortunately ^rb+cnj+++=Unfortunately,
, ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro
had ^vb+hv+vrb++=had
no ^at++++=no
property ^nn++++=property,
, ^zz++++=EXTRAWORD
no ^at++++=no
prospects ^nns++++=prospects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
conversation ^nn+nom+++=conversation
except ^in++++=except
upon ^in++++=upon
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
describe ^vb++++=describe
the ^ati++++=the
temper ^nn++++=temper,
, ^zz++++=EXTRAWORD
ancestry ^nn++++=ancestry,
, ^zz++++=EXTRAWORD
ailments ^nns+nom+++=ailments
and ^cc++++=and
secret ^jj+atrb+++=secret
vices ^nns++++=vices
of ^in++++=of
every ^at++++=every
animal ^nn++++=animal
between ^in++++=between
Milan ^np++++=Milan
and ^cc++++=and
the ^ati++++=the
Spl ^np+++??+=Spl
gen ^np++++=gen;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
separated ^xvbn+++xvbn+=separated
from ^in++++=from
the ^ati++++=the
stable ^nn++++=stable
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
like ^in++++=like
an ^at++++=an
actor ^nn++++=actor
deprived ^vbd+++xvbn+=deprived
of ^in++++=of
his ^pp$+pp3+++=his
part ^nn++++=part.
. ^zz++++=EXTRAWORD
Tina ^np++++=Tina,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
very ^ql+amp+++=very
little ^ap++++=little
of ^in++++=of
men ^nns++++=men
and ^cc++++=and
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
being ^nn+nn+aux++=being
admired ^vbd+++xvbn+=admired,
, ^zz++++=EXTRAWORD
mistook ^j+++xvbn+=mistook
Pietro ^np++++=Pietro's
's ^$++++=EXTRAWORD
jealousy ^nn++++=jealousy
for ^in++++=for
depth ^nn++++=depth,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
silence ^nn+nom+++=silence
for ^in++++=for
mystery ^nn+nom+++=mystery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
eyes ^nns++++=eyes
for ^in++++=for
a ^at++++=a
settled ^jj+atrb++xvbn+=settled
income ^nn++++=income.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
met ^vbd+++xvbnx+=met
in ^in++++=in
the ^ati++++=the
lemon ^nn++++=lemon
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
father ^nn++++=father
would ^md+prd+++=would
sell ^vb++++=sell
you ^pp2+pp2+++=you
to ^in++++=to
a ^at++++=a
rich ^jj+atrb+++=rich
pig ^nn++++=pig,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
one ^cd1++++=one
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Tina ^np++++=Tina
plucked ^vbd+++xvbn+=plucked
a ^at++++=a
blossom ^vb++++=blossom
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked
offended ^xvbn+++xvbn+=offended,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
on ^rp++++=on
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
behalf ^nn++++=behalf.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
shall ^md+prd+++=shall
sell ^vb++++=sell
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
kill ^vb++++=kill
him ^pp3o+pp3+++=him
first ^rb++++=first."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
pig ^nn++++=pig."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,"
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tina ^np++++=Tina,
, ^zz++++=EXTRAWORD
relieved ^j+++xvbn+=relieved.
. ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
really ^rb+emph+++=really?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
this ^dt+dem+++=this
hand ^nn++++=hand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro
raised ^vbd+++xvbn+=raised
a ^at++++=a
hand ^nn++++=hand
admirably ^rb++++=admirably
shaped ^jj+++xvbn+=shaped
for ^in++++=for
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
portraiture ^nn++++=portraiture,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
management ^nn+nom+++=management
of ^in++++=of
four ^cd++++=four
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
Tina ^np++++=Tina
shivered ^vbd+++xvbn+=shivered
pleasantly ^rb++++=pleasantly.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eighteen ^cd++++=eighteen,
, ^zz++++=EXTRAWORD
a ^at++++=a
threatened ^jj+atrb++xvbn+=threatened
murder ^nn++++=murder
may ^md+pos+++=may
appear ^vb+seem+++=appear
a ^at++++=a
touching ^jj+atrb++xvbg+=touching
proof ^nn++++=proof
of ^in++++=of
devotion ^nn+nom+++=devotion;
; ^zz++++=EXTRAWORD
later ^rbr+tm+++=later
in ^in++++=in
life ^nn++++=life
one ^cd1++++=one
generally ^rb+down+++=generally
prefers ^nns+nom+++=prefers
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
meetings ^nns++++=meetings
might ^md+pos+++=might
have ^vb+hv+aux++=have
continued ^vprf+++xvbnx+=continued
until ^cs+sub+++=until
Pietro ^np++++=Pietro
had ^vbd+hvd+aux++=had
exhausted ^vprf+++xvbnx+=exhausted
every ^at++++=every
horse ^nn++++=horse
in ^in++++=in
Lombardy ^np++++=Lombardy,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
have ^vb+hv+aux++=have
required ^vprf+++xvbnx+=required
several ^ap++++=several
months ^nns++++=months,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
not ^xnot++not++=not
Lenz ^np+++??+=Lenz
discovered ^vbd+vprv++xvbn+=discovered
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
upon ^in+ppvb+++=upon
the ^ati++++=the
pair ^nn++++=pair
behind ^in+pl+++=behind
a ^at++++=a
stone ^nn++++=stone
Cupid ^np+++??+=Cupid
whose ^whp+rel+obj++=whose
nose ^nn++++=nose
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
removed ^vpsv++by+xvbnx+=removed
by ^in++++=by
frost ^nn++++=frost,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
paternal ^jj+atrb+++=paternal
indignation ^nn+nom+++=indignation
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
immediate ^jj++++=immediate
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
pause ^vb++++=pause
to ^to++++=to
calculate ^nn+nom+++=calculate
whether ^cs+who+++=whether
Cupid ^np++++=Cupid's
's ^$++++=EXTRAWORD
mutilation ^nn+nom+++=mutilation
could ^md+pos+++=could
be ^vb+be+aux++=be
charged ^vpsv++agls+xvbnx+=charged
to ^in++++=to
the ^ati++++=the
guests ^nns++++=guests.
. ^zz++++=EXTRAWORD
" ^zz++++="Tina!"
tina ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sprang ^vbd+++xvbnx+=sprang
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Papa!"
papa ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pietro!"
pietro ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver
remained ^vbd+++xvbn+=remained
seated ^vbd+++xvbn+=seated.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
misfortune ^nn++++=misfortune
to ^to++++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
a ^at++++=a
tragic ^jj+atrb+++=tragic
attitude ^nn++++=attitude
compensated ^vbd+++xvbn+=compensated
for ^in++++=for
an ^at++++=an
empty ^jj+atrb+++=empty
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="Signor
signor ^npt++++=EXTRAWORD
Lenz ^np+++??+=Lenz,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
your ^pp$+pp2+++=your
daughter ^nn+nom+++=daughter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lenz ^np++++=Lenz's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
closed ^vbd+++xvbn+=closed
like ^in++++=like
a ^at++++=a
cash ^nn++++=cash-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^vb++++=love
my ^pp$+pp1+++=my
daughter ^nn+nom+++=daughter
on ^in++++=on
thirty ^cd++++=thirty
francs ^nns++++=francs
a ^at++++=a
month ^nn++++=month?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Love
love ^nn++++=EXTRAWORD
is ^vbz+bez+aux++=is
not ^xnot++not++=not
measured ^vbd+++xvbn+=measured
in ^in++++=in
francs ^nns++++=francs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everything
everything ^pn++++=EXTRAWORD
is ^vbz+bez+aux++=is
measured ^vpsv++agls+xvbnx+=measured
in ^in++++=in
francs ^nns++++=francs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Lenz ^np+++??+=Lenz,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
spoke ^vbd+++xvbn+=spoke
from ^in++++=from
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
leave ^vb++++=leave
my ^pp$+pp1+++=my
service ^nn++++=service
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro
rose ^vbd+++xvbn+=rose
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
marry ^vb++++=marry
Tina ^np++++=Tina."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
marry ^vb++++=marry
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Lecco ^np+++??+=Lecco.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
wages ^nns++++=wages
will ^md+prd+++=will
be ^vb+be+aux++=be
paid ^vpsv++agls+xvbnx+=paid,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
the ^ati++++=the
three ^cd++++=three
francs ^nns++++=francs
for ^in++++=for
the ^ati++++=the
lamp ^nn++++=lamp
you ^pp2+pp2+++=you
broke ^vbd+++xvbn+=broke
on ^in++++=on
Tuesday ^nr++++=Tuesday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
bay ^nn++++=bay
mare ^nn++++=mare."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
collect ^vb++++=collect
the ^ati++++=the
three ^cd++++=three
francs ^nns++++=francs
from ^in++++=from
the ^ati++++=the
bay ^nn++++=bay
mare ^nn++++=mare."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
became ^vbd+++xvbn+=became
dangerous ^jj++++=dangerous.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
Tina ^np++++=Tina,
, ^zz++++=EXTRAWORD
at ^in++++=at
Lenz ^np+++??+=Lenz,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
at ^in++++=at
the ^ati++++=the
stone ^nn++++=stone
Cupid ^np+++??+=Cupid,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
preserved ^vbd+++xvbn+=preserved
the ^ati++++=the
calm ^nn++++=calm
of ^in++++=of
one ^cd1++++=one
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
domestic ^jj+atrb+++=domestic
scenes ^nns++++=scenes.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
mine ^nn++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="she
she ^pp3a+pp3+++=EXTRAWORD
shall ^md+prd+++=shall
belong ^vb++++=belong
to ^in++++=to
no ^ati++neg++=no
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
declaration ^nn+nom+++=declaration,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
an ^at++++=an
opera ^nn++++=opera
would ^md+prd+++=would
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
down ^rb+phrv+++=down
the ^ati++++=the
curtain ^nn++++=curtain
amid ^in++++=amid
applause ^nn++++=applause,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely
caused ^xvbn+++xvbn+=caused
Lenz ^np+++??+=Lenz
to ^to++++=to
summon ^vbi++++=summon
two ^cd++++=two
porters ^nns+nom+++=porters.
. ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro
departed ^vbd+++xvbn+=departed
before ^in++++=before
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
take ^vb++++=take
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Lecco ^np+++??+=Lecco.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remained ^vbd+++xvbnx+=remained
in ^in++++=in
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood,
, ^zz++++=EXTRAWORD
sleeping ^nvbg+++xvbg+=sleeping
in ^in++++=in
haylofts ^nns+++??+=haylofts,
, ^zz++++=EXTRAWORD
eating ^nvbg+++xvbg+=eating
at ^rb++++=at
humble ^jj+atrb+++=humble
inns ^nns++++=inns
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
to ^in++++=to
