In ^in++++=In
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed,
, ^zz++++=EXTRAWORD
steel ^nn++++=steel
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
crossed ^vpsv++agls+xvbnx+=crossed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
winter ^nn++++=winter
water ^nn++++=water
when ^wrb+who+++=when
a ^at++++=a
fool ^nn++++=fool
addressed ^vbd+++xvbn+=addressed
her ^pp$+pp3+++=her
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
already ^rb++splt++=already
conquered ^vpsv++agls+xvbnx+=conquered.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
mouth ^nn++++=mouth
was ^vbd+bedz+vrb++=was
red ^jj+pred+++=red
and ^cc+phrs+++=and
wilful ^jj++++=wilful,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hands ^nns++++=hands
delicate ^jj++++=delicate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
wit ^nn++++=wit
so ^ql++++=so
sharp ^np++++=sharp
that ^tht+rel+++=that
many ^ap++++=many
a ^at++++=a
gallant ^jj++++=gallant,
, ^zz++++=EXTRAWORD
approaching ^jj+++xvbg+=approaching
her ^pp3o+pp3+++=her
like ^in++++=like
a ^at++++=a
hunter ^nn++++=hunter,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
away ^rp+pl+++=away
feeling ^nvbg+++xvbg+=feeling
himself ^ppl+pp3+++=himself
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
Master ^nn++++=Master
Anselme ^np+++??+=Anselme
loved ^vbd+++xvbn+=loved
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter
as ^in++++=as
misers ^nn++++=misers
love ^nn++++=love
the ^ati++++=the
key ^nn++++=key
of ^in++++=of
their ^pp$+pp3+++=their
treasury ^np++++=treasury:
: ^zz++++=EXTRAWORD
not ^xnot++not++=not
for ^in++++=for
itself ^ppl++++=itself
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
what ^wdt+who+++=what
it ^pp3+it+++=it
may ^md+pos+++=may
open ^jj++++=open.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused
merchants ^nns+nom+++=merchants,
, ^zz++++=EXTRAWORD
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
younger ^jjr+atrb+++=younger
sons ^nns++++=sons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
rich ^jj+atrb+++=rich
widowers ^nns+nom+++=widowers,
, ^zz++++=EXTRAWORD
always ^rb++++=always
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
Isabelle ^np+++??+=Isabelle
deserved ^vbd+++xvbn+=deserved
something ^pn++++=something
better ^jjr++++=better;
; ^zz++++=EXTRAWORD
by ^in++++=by
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant
that ^tht+vcmp+++=that
no ^at++++=no
offer ^nn++++=offer
yet ^rb++++=yet
made ^vwbn+++xvbn+=made
had ^vb+hv+aux++=had
sufficiently ^rb++splt++=sufficiently
fattened ^vprf+++xvbn+=fattened
his ^pp$+pp3+++=his
ambition ^nn+nom+++=ambition.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
there ^ex+pex+++=there
practised ^vbd+++xvbn+=practised
before ^cs+sub+++=before
the ^ati++++=the
Parliament ^nn+nom+++=Parliament
of ^in++++=of
Paris ^np++++=Paris
an ^at++++=an
advocate ^nn+nom+++=advocate
named ^vbd+++xvbn+=named
Feron ^np+++??+=Feron
de ^&fw++++=de
Villiers ^nns+nom+++=Villiers,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
reputation ^nn+nom+++=reputation
was ^vbd+bedz+vrb++=was
magnificent ^jj+pred+++=magnificent
and ^cc++++=and
whose ^whp+rel+obj++=whose
person ^nn++++=person
was ^vbd+bedz+vrb++=was
deplorable ^jj+pred+++=deplorable.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
make ^vb++++=make
a ^at++++=a
crooked ^jj+atrb+++=crooked
inheritance ^nn+nom+++=inheritance
appear ^vb+seem+++=appear
straight ^rb+cnj+++=straight,
, ^zz++++=EXTRAWORD
a ^at++++=a
stolen ^jj+atrb++xvbn+=stolen
field ^nn++++=field
seem ^vb+seem+++=seem
honestly ^rb++++=honestly
purchased ^vbd+++xvbn+=purchased,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
perjured ^nn++++=perjured
witness ^nns+nom+++=witness
smell ^nn++++=smell
of ^in++++=of
sanctity ^nn+nom+++=sanctity;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
art ^nn++++=art
of ^in++++=of
pleading ^xvbg+++xvbg+=pleading
could ^md+pos+++=could
persuade ^vb++++=persuade
the ^ati++++=the
eye ^nn++++=eye
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
handsome ^jj+pred+++=handsome.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
sixty ^cd++++=sixty,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
confessed ^vbd+vpub++xvbnx+=confessed
only ^rb+down+++=only
forty ^cd++++=forty-eight;
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
; ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
in ^in++++=in
the ^ati++++=the
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
long ^rb++++=long
in ^in++++=in
the ^ati++++=the
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
short ^jj++++=short
in ^in++++=in
the ^ati++++=the
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
yellow ^jj++++=yellow
about ^in++++=about
the ^ati++++=the
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
furnished ^vpsv++agls+xvbn+=furnished
with ^in++++=with
a ^at++++=a
nose ^nn++++=nose
which ^whp+rel+subj++=which
entered ^vbd+++xvbn+=entered
a ^at++++=a
room ^nn++++=room
before ^in++++=before
the ^ati++++=the
remainder ^nn+nom+++=remainder
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sparse ^nn+++??+=sparse
beard ^nn++++=beard
grew ^vbd+++xvbn+=grew
in ^in++++=in
gray ^np++++=gray
tufts ^nns++++=tufts
like ^in++++=like
grass ^nn++++=grass
between ^in++++=between
paving ^xvbg+++xvbg+=paving
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
his ^pp$+pp3+++=his
ears ^nns++++=ears
was ^vbd+bedz+vrb++=was
larger ^jjr+pred+++=larger
than ^in++++=than
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lower ^jjr+atrb+++=lower
lip ^nn++++=lip
hung ^vbd+++xvbn+=hung
pensively ^jj++++=pensively,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
breath ^nn++++=breath
had ^vb+hv+vrb++=had
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
an ^at++++=an
edict ^nn+++??+=edict,
, ^zz++++=EXTRAWORD
compelling ^jj+++xvbg+=compelling
all ^abn++++=all
who ^whp+who+++=who
encountered ^vbd+++xvbn+=encountered
it ^pp3+it+++=it
to ^to++++=to
retire ^vbi++++=retire
three ^cd++++=three
paces ^nns++++=paces.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Feron ^np+++??+=Feron
was ^vbd+bedz+vrb++=was
wealthy ^jj+pred+++=wealthy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
acquired ^vprf+++xvbnx+=acquired
money ^nn++++=money
in ^in++++=in
the ^ati++++=the
law ^nn++++=law,
, ^zz++++=EXTRAWORD
wherein ^wrb+who+++=wherein
coins ^nns++++=coins
breed ^nn++++=breed
faster ^rbr++++=faster
than ^in++++=than
rabbits ^nns++++=rabbits
if ^cs+cnd+++=if
clients ^nns++++=clients
are ^vb+ber+aux++=are
frightened ^vpsv++agls+xvbnx+=frightened
and ^cc++++=and
proceedings ^nns++++=proceedings
prolonged ^vbd+++xvbn+=prolonged.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
owned ^vbd+++xvbnx+=owned
beyond ^in++++=beyond
Saint ^nn++++=Saint-Denis
- ^zz++++=EXTRAWORD
denis ^np++++=EXTRAWORD
a ^at++++=a
fine ^jj+atrb+++=fine
estate ^nn++++=estate
called ^vbd+++xvbn+=called
Vauvert ^np+++??+=Vauvert,
, ^zz++++=EXTRAWORD
with ^in++++=with
vineyards ^nns++++=vineyards,
, ^zz++++=EXTRAWORD
mills ^np++++=mills,
, ^zz++++=EXTRAWORD
meadows ^npl++++=meadows,
, ^zz++++=EXTRAWORD
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
ponds ^nns++++=ponds,
, ^zz++++=EXTRAWORD
a ^at++++=a
stone ^nn++++=stone
house ^npl++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
peasants ^nns+nom+++=peasants
enough ^qlp++++=enough
to ^to++++=to
curse ^vbi++++=curse
their ^pp$+pp3+++=their
landlord ^nn++++=landlord
in ^in++++=in
chorus ^nn++++=chorus
on ^in++++=on
feast ^nn++++=feast
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
Isabelle ^np+++??+=Isabelle
at ^in++++=at
Mass ^nn++++=Mass,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
advocate ^nn+nom+++=advocate
fell ^vbd+++xvbn+=fell
in ^in++++=in
love ^nn++++=love
or ^cc++++=or
into ^in++++=into
appetite ^nn++++=appetite,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
old ^jj+atrb+++=old
men ^nns++++=men
often ^rb++++=often
rename ^nn+++??+=rename
so ^ql++++=so
they ^pp3a+pp3+++=they
may ^md+pos+++=may
carry ^vb++++=carry
it ^pp3+it+++=it
respectably ^rb++++=respectably
in ^rb++++=in
public ^rb"++++=public.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
her ^pp$+pp3+++=her
throughout ^in++++=throughout
the ^ati++++=the
service ^nn++++=service,
, ^zz++++=EXTRAWORD
prayed ^j+++xvbn+=prayed
to ^in++++=to
no ^ati++neg++=no
saint ^nn++++=saint,
, ^zz++++=EXTRAWORD
missed ^j+++xvbn+=missed
the ^ati++++=the
elevation ^nn+nom+++=elevation
of ^in++++=of
the ^ati++++=the
Host ^nn++++=Host,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
followed ^vbd+vprv++xvbn+=followed
her ^pp$+pp3+++=her
home ^nr++++=home
at ^rb++++=at
such ^abl++++=such
haste ^nn++++=haste
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
clerk ^nn++++=clerk
supposed ^vwbn+++xvbn+=supposed
a ^at++++=a
debtor ^nn++++=debtor
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
very ^ql+amp+++=very
afternoon ^nn++++=afternoon
he ^pp3a+pp3+++=he
presented ^vbd+++xvbnx+=presented
himself ^ppl+pp3+++=himself
to ^in++++=to
Master ^nn++++=Master
Anselme ^np+++??+=Anselme.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
daughter ^nn+nom+++=daughter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Feron ^np+++??+=Feron,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
pearl ^nn++++=pearl."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Beyond
beyond ^in++++=EXTRAWORD
price ^nn++++=price,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
goldsmith ^nn+++??+=goldsmith,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
priced ^vprf+++xvbnx+=priced
her ^pp$+pp3+++=her
a ^at++++=a
hundred ^cd++++=hundred
times ^nns++++=times.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
marry ^vb++++=marry
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
grave ^jj+atrb+++=grave
proposition ^nn+nom+++=proposition."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
grave ^jj+atrb+++=grave
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Indeed,"
indeed ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Anselme ^np+++??+=Anselme,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
nearly ^rb+down+++=nearly
grave ^jj+pred+++=grave
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
advocate ^nn+nom+++=advocate
did ^vbd+dod+aux++=did
not ^xnot++not++=not
hear ^vb+vprv+++=hear,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
busy ^jj+atrb+++=busy
unfolding ^jj+atrb++xvbg+=unfolding
documents ^nns+nom+++=documents.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
offered ^vbd+++xvbnx+=offered
marriage ^nn+nom+++=marriage
settlements ^nns+nom+++=settlements,
, ^zz++++=EXTRAWORD
rents ^nns++++=rents,
, ^zz++++=EXTRAWORD
plate ^nn++++=plate,
, ^zz++++=EXTRAWORD
jewels ^nns++++=jewels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
crown ^nn++++=crown
upon ^in++++=upon
this ^dt+dem+++=this
heap ^nn++++=heap,
, ^zz++++=EXTRAWORD
the ^ati++++=the
estate ^nn++++=estate
of ^in++++=of
Vauvert ^np+++??+=Vauvert,
, ^zz++++=EXTRAWORD
to ^to++++=to
pass ^vbi++++=pass
eventually ^rb+tm+++=eventually
into ^in++++=into
Anselme ^np++++=Anselme's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
under ^in++++=under
certain ^jj+atrb+++=certain
conditions ^nns+nom+++=conditions
so ^ql+emph+++=so
artfully ^jj++++=artfully
phrased ^jj+++xvbn+=phrased
that ^cs+sub+++=that
three ^cd++++=three
notaries ^nns++++=notaries
afterwards ^rb+tm+++=afterwards
disputed ^vbd+++xvbn+=disputed
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
meant ^vbd+vprv++xvbnx+=meant.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
goldsmith ^nn++++=goldsmith
understood ^vwbn+vprv++xvbn+=understood
the ^ati++++=the
chief ^jjb+atrb+++=chief
point ^nn++++=point:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+vrb++=have
the ^ati++++=the
estate ^nn++++=estate.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
clasped ^vbd+++xvbnx+=clasped
Feron ^np++++=Feron's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
son ^nn++++=son."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
affection ^nn+nom+++=affection
leapt ^vbd+++xvbn+=leapt
between ^in++++=between
them ^pp3o+pp3+++=them
as ^in++++=as
readily ^rb++++=readily
as ^in++++=as
a ^at++++=a
spark ^nn++++=spark
between ^in++++=between
flint ^nn++++=flint
and ^cc++++=and
steel ^nn++++=steel,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
spark ^nn++++=spark
in ^in++++=in
this ^dt+dem+++=this
case ^nn++++=case
was ^vbd+bedz+aux++=was
struck ^vpsv++agls+xvbnx+=struck
from ^in++++=from
title ^nn++++=title
deeds ^nns++++=deeds.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Isabelle ^np+++??+=Isabelle
was ^vbd+bedz+aux++=was
summoned ^vpsv++agls+xvbnx+=summoned
and ^cc+phrs+++=and
informed ^vpsv++agls+xvbn+=informed
of ^in++++=of
the ^ati++++=the
bargain ^nn++++=bargain,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
listened ^vbd+++xvbnx+=listened
without ^in++++=without
interrupting ^nn++++=interrupting.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
silence ^nn+nom+++=silence
delighted ^vbd+++xvbn+=delighted
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
mistook ^vbd+++xvbn+=mistook
it ^pp3+it+++=it
for ^in++++=for
obedience ^nn+nom+++=obedience,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Feron ^np+++??+=Feron,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
mistook ^vbd+++xvbn+=mistook
it ^pp3+it+++=it
for ^in++++=for
maidenly ^jj+atrb+++=maidenly
confusion ^nn++++=confusion.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
commonly ^rb++++=commonly
interpret ^vb++++=interpret
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
silence ^nn+nom+++=silence
as ^ql++++=as
saying ^jj+++xvbg+=saying
whatever ^nn+nom+++=whatever
they ^pp3a+pp3+++=they
most ^ql+emph+++=most
desire ^nn++++=desire
to ^to+ncmp+++=to
hear ^vbi+vprv+++=hear.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
to ^in++++=to
the ^ati++++=the
advocate ^nn+nom+++=advocate.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
truly ^rb++++=truly
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
marry ^vbi++++=marry
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="More
more ^ql++++=EXTRAWORD
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
salvation ^nn+nom+++=salvation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
likely ^jj++++=likely
lose ^vb++++=lose
both ^abx++++=both.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Master ^nn++++=Master
Feron ^np+++??+=Feron."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
little ^ap++++=little
else ^rb+cnj+++=else
since ^in++++=since
Sunday ^nr++++=Sunday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now
look ^vb++++=look
at ^rb++++=at
yourself ^ppl+pp2+++=yourself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
smile ^nn++++=smile
faltered ^vbd+++xvbn+=faltered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
of ^in++++=of
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
learning ^nvbg+++xvbg+=learning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
an ^at++++=an
old ^jj++++=old,
, ^zz++++=EXTRAWORD
ugly ^jj+atrb+++=ugly,
, ^zz++++=EXTRAWORD
malodorous ^jj+atrb+++=malodorous
ape ^nn++++=ape
wrapped ^vbd+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
lawyer ^nn++++=lawyer's
's ^$++++=EXTRAWORD
robe ^nn++++=robe."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Isabelle!"
isabelle ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
her ^pp3o+pp3+++=her
father ^npt++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Nay,
nay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
