All ^abn++++=All
bridges ^nns++++=bridges,
, ^zz++++=EXTRAWORD
shops ^nns++++=shops,
, ^zz++++=EXTRAWORD
hotels ^nns++++=hotels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
innumerable ^jj+atrb+++=innumerable
doors ^nns++++=doors
there ^ex+pex+++=there
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
place ^nn++++=place
for ^in++++=for
a ^at++++=a
man ^nn++++=man
willing ^jj++++=willing
to ^to+jcmp+++=to
work ^vb++++=work.
. ^zz++++=EXTRAWORD
By ^in++++=By
evening ^nn++++=evening
he ^pp3a+pp3+++=he
possessed ^vbd+++xvbnx+=possessed
nine ^cd++++=nine
cents ^nns++++=cents
and ^cc++++=and
no ^at++++=no
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crowds ^nns++++=crowds
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
him ^pp3o+pp3+++=him
certain ^jj+atrb+++=certain
things ^nns++++=things.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
a ^at++++=a
soaked ^jj+atrb++xvbn+=soaked
coat ^nn++++=coat
becomes ^vbz++++=becomes
a ^at++++=a
proclamation ^nn+nom+++=proclamation
of ^in++++=of
guilt ^nn++++=guilt;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
shoes ^nns++++=shoes
opening ^vwbg+++xvbg+=opening
at ^rb++++=at
the ^ati++++=the
toes ^nns++++=toes
are ^vb+ber+aux++=are
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
moral ^jj+atrb+++=moral
defects ^nns++++=defects;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
publicly ^rb++++=publicly
displayed ^vbd+++xvbn+=displayed,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
species ^nn++++=species
of ^in++++=of
insult ^nn++++=insult.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
quick ^jj+atrb+++=quick
irritation ^nn+nom+++=irritation.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
had ^vbd+hvd+aux++=had
drawn ^vprf+++xvbnx+=drawn
their ^pp$+pp3+++=their
skirts ^nns++++=skirts
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
A ^at++++=A
small ^jj+atrb+++=small
boy ^nn++++=boy
in ^in++++=in
a ^at++++=a
red ^jj+atrb+++=red
cap ^nn++++=cap
had ^vbd+hvd+aux++=had
marched ^vprf+++xvbnx+=marched
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
for ^in++++=for
half ^nn++++=half
a ^at++++=a
block ^nn++++=block,
, ^zz++++=EXTRAWORD
imitating ^vbg+++xvbg+=imitating
his ^pp$+pp3+++=his
limp ^nn++++=limp,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
three ^cd++++=three
other ^ap++++=other
boys ^nns++++=boys
applauded ^vwbn+++xvbn+=applauded.
. ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
mister ^nn++++=mister,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you
in ^in++++=in
th ^zz++++=th'
' ^zz++++=EXTRAWORD
flood ^nn++++=flood?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child
had ^vbd+hvd+aux++=had
cried ^vprf+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youth ^nn++++=youth
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face,
, ^zz++++=EXTRAWORD
hollowed ^xvbn+++xvbn+=hollowed
by ^in++++=by
a ^at++++=a
day ^nn++++=day
without ^in++++=without
food ^nn++++=food,
, ^zz++++=EXTRAWORD
silenced ^j+++xvbn+=silenced
them ^pp3o+pp3+++=them
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys
squealed ^vbd+++xvbn+=squealed,
, ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
out ^rp+pl+++=out!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
eats ^vbz++++=eats
kids ^nns++++=kids!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
they ^pp3a+pp3+++=they
scattered ^vbd+++xvbnx+=scattered
into ^in++++=into
a ^at++++=a
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
jeered ^vbd+++xvbnx+=jeered
from ^in++++=from
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
continued ^vprf+++xvbnx+=continued
down ^rp++++=down
the ^ati++++=the
avenue ^nn++++=avenue.
. ^zz++++=EXTRAWORD
The ^ati++++=The
city ^nn++++=city
at ^rb++++=at
dusk ^nn++++=dusk
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
manufacturing ^vbg+++xvbgx+=manufacturing
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Smoke ^nn++++=Smoke
drooped ^vbd+++xvbn+=drooped
from ^in++++=from
roofs ^nns++++=roofs.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
the ^ati++++=the
elevated ^jj+atrb++xvbn+=elevated
railway ^nn++++=railway,
, ^zz++++=EXTRAWORD
iron ^nn++++=iron
pillars ^nns++++=pillars
stood ^vbd+++xvbn+=stood
in ^in++++=in
two ^cd++++=two
solemn ^jj+atrb+++=solemn
files ^nns++++=files,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trains ^vbz++++=trains
passed ^vprf+++xvbn+=passed
overhead ^jjb++++=overhead
with ^in++++=with
the ^ati++++=the
grinding ^jj+atrb++xvbg+=grinding
complaint ^nn++++=complaint
of ^in++++=of
enormous ^jj+atrb+++=enormous
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Lamps ^nns++++=Lamps
awakened ^vbd+++xvbn+=awakened
one ^pn++++=one
by ^in++++=by
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
wet ^jj+atrb+++=wet
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
reflections ^nns+nom+++=reflections
stretched ^vwbn+++xvbn+=stretched
on ^in++++=on
the ^ati++++=the
pavement ^nn+nom+++=pavement
in ^in++++=in
yellow ^jj+atrb+++=yellow
wounds ^nns++++=wounds,
, ^zz++++=EXTRAWORD
broken ^j+++xvbn+=broken
continually ^rb++++=continually
by ^in++++=by
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
hoofs ^nns++++=hoofs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
hurried ^jj+atrb++xvbn+=hurried
feet ^nns++++=feet
of ^in++++=of
citizens ^nns++++=citizens.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
corners ^nns+nom+++=corners,
, ^zz++++=EXTRAWORD
gongs ^vbz+++??+=gongs
clamored ^vbd+++xvbn+=clamored.
. ^zz++++=EXTRAWORD
Cable ^nn++++=Cable
cars ^nns++++=cars
moved ^vbd+++xvbn+=moved
with ^in++++=with
a ^at++++=a
tranquil ^jj+atrb+++=tranquil,
, ^zz++++=EXTRAWORD
terrible ^jj+atrb+++=terrible
authority ^nn+nom+++=authority,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
conscious ^jj++++=conscious
that ^tht+jcmp+++=that
flesh ^nn++++=flesh
must ^md+nec+++=must
yield ^vb++++=yield
before ^in++++=before
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Coaches ^nns++++=Coaches
went ^vwbn+++xvbn+=went
by ^in++++=by
with ^in++++=with
lamps ^nns++++=lamps
like ^in++++=like
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
sleek ^jj+atrb+++=sleek
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
glass ^nn++++=glass
were ^vbd+bed+vrb++=were
pale ^nn++++=pale
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
white ^jj+atrb+++=white
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
the ^ati++++=the
flash ^nn++++=flash
of ^in++++=of
jewels ^nns++++=jewels
at ^in++++=at
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youth ^nn++++=youth
watched ^vbd+++xvbn+=watched
these ^dt+dem+++=these
warm ^jj++++=warm
little ^ap++++=little
worlds ^nns++++=worlds
glide ^vb++++=glide
past ^nn++++=past
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
appeared ^vbd+seem++xvbnx+=appeared
more ^rbr++++=more
distant ^jj++++=distant
than ^in++++=than
stars ^nns++++=stars.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
five ^cd++++=five
cents ^nns++++=cents
at ^in++++=at
noon ^nn++++=noon
upon ^in++++=upon
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
bread ^nn++++=bread
and ^cc++++=and
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
coffee ^nn++++=coffee
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
tasted ^vprf+++xvbn+=tasted
faintly ^rb++++=faintly
of ^in++++=of
burnt ^vbd+++xvbn+=burnt
wood ^npl++++=wood.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
investigations ^nns+nom+++=investigations.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
studied ^vprf+++xvbnx+=studied
cards ^nns++++=cards
announcing ^vwbg+++xvbg+=announcing
Porter ^nn++++=PORTER
Wanted ^vbd+++xvbn+=WANTED,
, ^zz++++=EXTRAWORD
Boy ^nn++++=BOY
Wanted ^vbd+++xvbn+=WANTED,
, ^zz++++=EXTRAWORD
Man ^nn++++=MAN
Wanted ^vbd+++xvbn+=WANTED,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
each ^dt++++=each
card ^nn++++=card
had ^vbd+hvd+aux++=had
proved ^vprf+++xvbnx+=proved
to ^to+vcmp+++=to
contain ^vbi++++=contain
some ^dti++++=some
hidden ^jj+atrb++xvbn+=hidden
clause ^nn++++=clause
written ^vbd+++xvbn+=written
upon ^in++++=upon
his ^pp$+pp3+++=his
person ^nn++++=person.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wet ^jj+atrb+++=wet
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
unshaven ^jj+atrb++xvbn+=unshaven
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
damaged ^xvbn+++xvbn+=damaged
shoes ^nns++++=shoes
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
this ^dt+dem+++=this
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
this ^dt+dem+++=this
man ^nn++++=man.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
warehouse ^nn++++=warehouse
a ^at++++=a
broad ^jj+atrb+++=broad
clerk ^nn++++=clerk
had ^vbd+hvd+aux++=had
glanced ^vprf+++xvbnx+=glanced
down ^rp++++=down
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Experience?"
experience ^nn+nom+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
can ^md+pos+++=can
" ^zz++++="
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
doin ^nn+++??+=doin'."
'." ^nn+++??+=EXTRAWORD
At ^rb++++=At
a ^at++++=a
restaurant ^nn+nom+++=restaurant
a ^at++++=a
man ^nn++++=man
in ^in++++=in
a ^at++++=a
white ^jj+atrb+++=white
apron ^nn++++=apron
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
no ^at++++=no
orphan ^nn++++=orphan
asylum ^nn++++=asylum."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
stable ^nn++++=stable
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
informed ^vpsv++agls+xvbnx+=informed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
too ^ql++++=too
light ^jj++++=light.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
shop ^nn++++=shop
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
too ^ql++++=too
dirty ^jj++++=dirty.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
cellar ^nn++++=cellar
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
too ^ql++++=too
late ^jj++++=late.
. ^zz++++=EXTRAWORD
The ^ati++++=The
refusals ^nns+nom+++=refusals
differed ^vbd+++xvbn+=differed
in ^in++++=in
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
formed ^vbd+++xvbnx+=formed
a ^at++++=a
single ^jj+atrb+++=single
great ^jj+atrb+++=great
official ^jj+atrb+++=official
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Toward ^in++++=Toward
night ^nn++++=night
he ^pp3a+pp3+++=he
drifted ^vbd+++xvbnx+=drifted
into ^in++++=into
narrower ^jjr+atrb+++=narrower
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
city ^nn++++=city
no ^at++++=no
longer ^rbr++++=longer
pretended ^vbd+vprv++xvbn+=pretended
to ^to+vcmp+++=to
be ^vbi++vrb++=be
handsome ^jj+pred+++=handsome.
. ^zz++++=EXTRAWORD
The ^ati++++=The
buildings ^nns++++=buildings
leaned ^vbd+++xvbn+=leaned
above ^rb++++=above
him ^pp3o+pp3+++=him
with ^in++++=with
faces ^nn++++=faces
blotched ^vwbn+++xvbn+=blotched
by ^in++++=by
old ^jj+atrb+++=old
advertisements ^nns+nom+++=advertisements.
. ^zz++++=EXTRAWORD
Fire ^nn++++=Fire
escapes ^vbz++++=escapes
clung ^vprf+++xvbn+=clung
to ^in++++=to
them ^pp3o+pp3+++=them
like ^in++++=like
black ^jj+atrb+++=black
parasites ^nns++++=parasites.
. ^zz++++=EXTRAWORD
In ^in++++=In
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
women ^nns++++=women
bent ^vbd+++xvbn+=bent
over ^in++++=over
sewing ^nn++++=sewing;
; ^zz++++=EXTRAWORD
children ^nns++++=children
pressed ^vbd+++xvbn+=pressed
round ^rb++++=round
noses ^nns++++=noses
against ^in++++=against
glass ^nn++++=glass;
; ^zz++++=EXTRAWORD
men ^nns++++=men
in ^in++++=in
undershirts ^nn++++=undershirts
smoked ^vbd+++xvbn+=smoked
with ^in++++=with
the ^ati++++=the
composure ^nn++++=composure
of ^in++++=of
chieftains ^nns+++??+=chieftains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gutters ^nns+nom+++=gutters
carried ^vbd+++xvbn+=carried
cigar ^nn++++=cigar
stumps ^nns++++=stumps,
, ^zz++++=EXTRAWORD
orange ^np++++=orange
peel ^np++++=peel,
, ^zz++++=EXTRAWORD
grease ^nn++++=grease,
, ^zz++++=EXTRAWORD
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
small ^jj+atrb+++=small
nameless ^jj+atrb+++=nameless
wreckage ^nn+nom+++=wreckage
toward ^in++++=toward
the ^ati++++=the
drains ^nns++++=drains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smell ^nn++++=smell
of ^in++++=of
food ^nn++++=food
came ^vbd+++xvbn+=came
upon ^in+ppvb+++=upon
him ^pp3o+pp3+++=him
suddenly ^rb++++=suddenly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
issued ^vbd+++xvbn+=issued
from ^in++++=from
a ^at++++=a
saloon ^nn++++=saloon
whose ^whp+rel+obj++=whose
swinging ^jj+atrb++xvbg+=swinging
doors ^nns++++=doors
opened ^vbd+++xvbn+=opened
and ^cc+phrs+++=and
shut ^vbd+++xvbn+=shut
like ^in++++=like
greedy ^jj+atrb+++=greedy
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
time ^nn++++=time
they ^pp3a+pp3+++=they
parted ^vbd+++xvbnx+=parted,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
released ^vbd+++xvbnx+=released
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
tobacco ^nn++++=tobacco
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
sour ^jj+atrb+++=sour
beer ^nn++++=beer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
odor ^nn++++=odor
of ^in++++=of
soup ^nn++++=soup.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youth ^nn++++=youth
halted ^vwbn+++xvbn+=halted.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
glass ^nn++++=glass
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
row ^nn++++=row
of ^in++++=of
men ^nns++++=men
at ^in++++=at
the ^ati++++=the
bar ^nn++++=bar,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
elbows ^nns++++=elbows
planted ^vwbn+++xvbn+=planted
in ^in++++=in
grave ^jj+atrb+++=grave
equality ^nn+nom+++=equality.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
farther ^rbr++++=farther
end ^nn++++=end,
, ^zz++++=EXTRAWORD
stood ^jj+atrb++xvbn+=stood
kettles ^nns+++??+=kettles
and ^cc++++=and
dishes ^nns++++=dishes
beneath ^in+pl+++=beneath
a ^at++++=a
sign ^nn++++=sign:
: ^zz++++=EXTRAWORD
Free ^jj+atrb+++=FREE
Lunch ^nn++++=LUNCH.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
law ^nn++++=law
of ^in++++=of
such ^abl++++=such
temples ^nns++++=temples.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
bought ^vbd+++xvbn+=bought
a ^at++++=a
drink ^nn++++=drink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thereafter ^nn+nom+++=thereafter
might ^md+pos+++=might
approach ^vb++++=approach
the ^ati++++=the
food ^nn++++=food
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
privilege ^nn++++=privilege.
. ^zz++++=EXTRAWORD
Nine ^cd++++=Nine
cents ^nns++++=cents
lay ^vbd+++xvbn+=lay
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
would ^md+prd+++=would
buy ^vb++++=buy
beer ^nn++++=beer.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
would ^md+prd+++=would
remain ^vb++++=remain
between ^in++++=between
him ^pp3o+pp3+++=him
and ^cc++++=and
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
entered ^vbd+++xvbnx+=entered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
saloon ^nn++++=saloon
swallowed ^vbd+++xvbn+=swallowed
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
puff ^nn++++=puff
of ^in++++=of
heated ^jj+atrb++xvbn+=heated
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
the ^ati++++=the
warmth ^nn++++=warmth
was ^vbd+bedz+vrb++=was
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
fingers ^nns+nom+++=fingers
tingled ^vbd+++xvbn+=tingled;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wet ^jj+atrb+++=wet
coat ^nn++++=coat
began ^vbd+++xvbn+=began
to ^to++++=to
steam ^vbi++++=steam
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
long ^jj+atrb+++=long
mirror ^nn++++=mirror
behind ^in+pl+++=behind
the ^ati++++=the
bar ^nn++++=bar
multiplied ^vwbn+++xvbn+=multiplied
bottles ^nns++++=bottles
into ^in++++=into
jeweled ^jj+atrb++xvbn+=jeweled
battalions ^nns++++=battalions.
. ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
and ^cc+phrs+++=and
green ^jj+atrb+++=green
labels ^nns++++=labels
gleamed ^vbd+++xvbn+=gleamed.
. ^zz++++=EXTRAWORD
Brass ^nn++++=Brass
rails ^nns++++=rails
burned ^vbd+++xvbn+=burned
under ^in++++=under
the ^ati++++=the
lamps ^nns++++=lamps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bartender ^jjr++++=bartender,
, ^zz++++=EXTRAWORD
a ^at++++=a
stout ^jj+atrb+++=stout
man ^nn++++=man
with ^in++++=with
sleeves ^nns++++=sleeves
rolled ^vbd+++xvbn+=rolled
above ^jjb+atrb+++=above
furry ^nn++++=furry
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
among ^in++++=among
the ^ati++++=the
glasses ^nns++++=glasses
with ^in++++=with
the ^ati++++=the
bored ^jj+atrb++xvbn+=bored
majesty ^nn++++=majesty
of ^in++++=of
an ^at++++=an
official ^nn++++=official
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
witnessed ^vprf+++xvbnx+=witnessed
all ^abn++++=all
human ^jj+atrb+++=human
thirsts ^nns+++??+=thirsts
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
them ^pp3o+pp3+++=them
alike ^rb++++=alike.
. ^zz++++=EXTRAWORD
" ^zz++++="Beer,"
beer ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bartender ^nn++++=bartender
drew ^vbd+++xvbn+=drew
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
shoved ^j+++xvbn+=shoved
it ^pp3+it+++=it
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swept ^vbd+++xvbn+=swept
away ^rp+pl+++=away
the ^ati++++=the
nickel ^nn++++=nickel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youth ^nn++++=youth
carried ^vbd+++xvbn+=carried
the ^ati++++=the
glass ^nn++++=glass
toward ^in++++=toward
the ^ati++++=the
lunch ^vb++++=lunch
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beer ^nn++++=beer
was ^vbd+bedz+vrb++=was
thin ^jj+pred+++=thin,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bitter ^jj++++=bitter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
his ^pp$+pp3+++=his
empty ^jj+atrb+++=empty
body ^nn++++=body
it ^pp3+it+++=it
assumed ^vbd+vprv++xvbn+=assumed
an ^at++++=an
immediate ^jj+atrb+++=immediate
and ^cc+phrs+++=and
portentous ^jj+atrb+++=portentous
power ^nn++++=power.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
in ^in++++=in
a ^at++++=a
white ^jj+atrb+++=white
jacket ^nn++++=jacket
