# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
At ^rb++++=At
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj+atrb+++=large
man ^nn++++=man,
, ^zz++++=EXTRAWORD
broad ^jj++++=broad
through ^in++++=through
the ^ati++++=the
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
straight ^jj++++=straight
in ^in++++=in
limb ^nn++++=limb,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fashioned ^vpsv++agls+xvbn+=fashioned
with ^in++++=with
that ^dt+dem+++=that
grave ^jj+atrb+++=grave
beauty ^nn++++=beauty
which ^whp+rel+obj++=which
strength ^nn++++=strength
gives ^vbz++++=gives
when ^wrb+who+++=when
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
long ^jj+atrb+++=long
served ^jj+atrb++xvbn+=served
useful ^jj+atrb+++=useful
labor ^nn++++=labor.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands
told ^vbd+vpub++xvbn+=told
his ^pp$+pp3+++=his
history ^nn++++=history
before ^cs+sub+++=before
his ^pp$+pp3+++=his
tongue ^nn++++=tongue
did ^vbd+dod+vrb++=did:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
darkened ^vpsv++by+xvbnx+=darkened
by ^in++++=by
sun ^nn++++=sun
and ^cc++++=and
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
scarred ^j+++xvbn+=scarred
across ^in+pl+++=across
the ^ati++++=the
palms ^nns++++=palms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
powerful ^jj++++=powerful
even ^rb++++=even
in ^in++++=in
helplessness ^nns+nom+++=helplessness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
afterward ^rb++++=afterward
learned ^vprf+++xvbn+=learned
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
blacksmith ^nn++++=blacksmith
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
Virginia ^np++++=Virginia
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
swing ^vb++++=swing
the ^ati++++=the
great ^jj+atrb+++=great
hammer ^nn++++=hammer
from ^in++++=from
dawn ^nn++++=dawn
until ^in++++=until
evening ^nn++++=evening;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
same ^ap++++=same
hands ^nns++++=hands
had ^vbd+hvd+aux++=had
mended ^vprf+++xvbnx+=mended
his ^pp$+pp3+++=his
sister ^nn++++=sister's
's ^$++++=EXTRAWORD
toys ^nns++++=toys,
, ^zz++++=EXTRAWORD
shod ^vwbn+++xvbn+=shod
a ^at++++=a
neighbor ^nn++++=neighbor's
's ^vbz+bez+vrb++0=EXTRAWORD
poor ^jj+atrb+++=poor
horse ^nn++++=horse
without ^in++++=without
payment ^nn+nom+++=payment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
planted ^xvbn+++xvbn+=planted
roses ^nns++++=roses
about ^in++++=about
the ^ati++++=the
doorstep ^nn++++=doorstep
for ^in++++=for
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
lifted ^vbd+++xvbnx+=lifted
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened
and ^cc+phrs+++=and
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
us ^pp1o+pp1+++=us
without ^in++++=without
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
" ^zz++++="Easy,
easy ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
strain ^nn++++=strain
yourselves ^ppls+pp2+++=yourselves.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
heavy ^jj+atrb+++=heavy
load ^nn++++=load."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
bearers ^nns+nom+++=bearers
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
lips ^nns++++=lips
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
carried ^vbd+++xvbn+=carried
Billy ^np++++=Billy
Crane ^nn++++=Crane
near ^rb++++=near
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
John ^np++++=John."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
walk ^vb++++=walk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fainted ^vbd+++xvbnx+=fainted
before ^cs+sub+++=before
the ^ati++++=the
sentence ^nn+nom+++=sentence
was ^vbd+bedz+aux++=was
finished ^vpsv++agls+xvbnx+=finished;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
quiet ^jj+atrb+++=quiet
self ^nn++++=self-forgetfulness
- ^zz++++=EXTRAWORD
forgetfulness ^nns+nom+++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it
remained ^vbd+++xvbn+=remained
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
should ^md+nec+++=should
have ^vb+hv+aux++=have
taught ^vprf+++xvbnx+=taught
me ^pp1o+pp1+++=me
sooner ^rbr++++=sooner
what ^wdt+who+++=what
manner ^nn++++=manner
of ^in++++=of
man ^nn++++=man
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
committed ^vpsv++agls+xvbnx+=committed
to ^in++++=to
our ^pp$+pp1+++=our
care ^nn++++=care.
. ^zz++++=EXTRAWORD
For ^in++++=For
two ^cd++++=two
days ^nns++++=days
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
little ^jj++++=little,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
for ^in++++=for
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bore ^vbd+++xvbn+=bore
every ^at++++=every
necessary ^jj+atrb+++=necessary
torment ^nn+nom+++=torment
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
the ^ati++++=the
ward ^nn++++=ward
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
importunate ^nn+nom+++=importunate
suffering ^vwbg+++xvbg+=suffering,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
shattered ^jj+atrb++xvbn+=shattered
creatures ^nns++++=creatures
who ^whp+rel+subj++=who
begged ^vbd+++xvbn+=begged,
, ^zz++++=EXTRAWORD
groaned ^j+++xvbn+=groaned,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
caught ^vbd+++xvbn+=caught
at ^rb++++=at
my ^pp$+pp1+++=my
dress ^nn++++=dress
whenever ^nn+nom+++=whenever
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
much ^rb++++=much
of ^in++++=of
my ^pp$+pp1+++=my
time ^nn++++=time,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv++xvbg+=believing
that ^tht+vcmp+++=that
John ^np++++=John,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
never ^rb++++=never
called ^jj+++xvbn+=called,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
no ^at++++=no
need ^nn++++=need
of ^in++++=of
me ^pp1o+pp1+++=me
beyond ^in++++=beyond
medicine ^nn++++=medicine,
, ^zz++++=EXTRAWORD
food ^nn++++=food,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clean ^jj+atrb+++=clean
bandages ^nns+nom+++=bandages.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thanked ^vbd+++xvbnx+=thanked
me ^pp1o+pp1+++=me
for ^in++++=for
each ^dt++++=each
service ^nn++++=service
with ^in++++=with
a ^at++++=a
respectful ^jj++++=respectful
" ^zz++++="ma'am,"
ma ^npt++++=EXTRAWORD
'am," ^vb+++??+=EXTRAWORD
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
face ^nn++++=face
to ^in++++=to
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
content ^jj++++=content
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
left ^vpsv++agls+xvbnx+=left
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
dignity ^nn+nom+++=dignity
intimidated ^vbd+++xvbn+=intimidated
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
persons ^nns++++=persons
whose ^whp+rel+obj++=whose
sorrow ^nn++++=sorrow
invites ^vbz++++=invites
consolation ^nn+nom+++=consolation,
, ^zz++++=EXTRAWORD
as ^in++++=as
an ^at++++=an
open ^jj+atrb+++=open
door ^nn++++=door
invites ^vbz++++=invites
a ^at++++=a
guest ^nn++++=guest;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
shut ^vbd+++xvbn+=shut
chamber ^nn++++=chamber
before ^in++++=before
which ^whp+who+++=which
one ^cd1++++=one
pauses ^nns+++??+=pauses,
, ^zz++++=EXTRAWORD
unwilling ^jj++++=unwilling
to ^to+jcmp+++=to
intrude ^vbi++++=intrude.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
unexpectedly ^rb++++=unexpectedly
to ^to++++=to
fetch ^vbi++++=fetch
a ^at++++=a
cup ^nn++++=cup
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ward ^nn++++=ward
was ^vbd+bedz+vrb++=was
unusually ^rb++++=unusually
still ^rb++++=still.
. ^zz++++=EXTRAWORD
A ^at++++=A
pale ^nn++++=pale
strip ^vb++++=strip
of ^in++++=of
winter ^nn++++=winter
sunshine ^nn++++=sunshine
lay ^vbd+++xvbn+=lay
across ^in+pl+++=across
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
the ^ati++++=the
high ^jj+atrb+++=high
windows ^nns++++=windows
the ^ati++++=the
bare ^jj+atrb+++=bare
branches ^nns++++=branches
moved ^vbd+++xvbn+=moved
against ^in++++=against
a ^at++++=a
cold ^jj+atrb+++=cold
blue ^jj+atrb+++=blue
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
John ^np++++=John
believed ^vbd+vprv++xvbn+=believed
himself ^ppl+pp3+++=himself
unobserved ^jj++++=unobserved.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
his ^pp$+pp3+++=his
head ^nn++++=head
toward ^in++++=toward
a ^at++++=a
neighboring ^jj+atrb+++=neighboring
cot ^nn++++=cot,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
boy ^nn++++=boy
scarcely ^rb+down+++=scarcely
seventeen ^cd++++=seventeen
slept ^vbd+++xvbn+=slept
with ^in++++=with
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
against ^in++++=against
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
newly ^rb++++=newly
arrived ^vbd+++xvbn+=arrived
from ^in++++=from
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
bending ^jj+++xvbg+=bending
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
smoothing ^nvbg+++xvbg+=smoothing
his ^pp$+pp3+++=his
hair ^nn++++=hair
and ^cc++++=and
whispering ^nvbg+++xvbg+=whispering
some ^dti++++=some
little ^jj+atrb+++=little
household ^nn++++=household
name ^nn++++=name
which ^whp+rel+subj++=which
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
smile ^nn++++=smile
even ^rb++++=even
in ^in++++=in
fever ^nn++++=fever.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
John ^np++++=John
watching ^vwbg+++xvbg+=watching
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
No ^at++++=No
envy ^nn++++=envy
disfigured ^vwbn+++xvbn+=disfigured
his ^pp$+pp3+++=his
face ^nn++++=face;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
hunger ^nn++++=hunger
so ^ql++++=so
patient ^nn++++=patient
and ^cc++++=and
so ^rb+emph+++=so
profound ^jj++++=profound
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
myself ^ppl+pp1+++=myself
rebuked ^vbd+++xvbn+=rebuked.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
one ^cd1++++=one
rough ^jj+atrb+++=rough
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
of ^in++++=of
its ^pp$+it+++=its
own ^ap++++=own
accord ^nn++++=accord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vbd+++xvbn+=passed
it ^pp3+it+++=it
once ^rb+tm+++=once
over ^in++++=over
his ^pp$+pp3+++=his
cropped ^jj+atrb++xvbn+=cropped
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv+tht0+xvbg+=hearing
my ^pp$+pp1+++=my
step ^nn++++=step,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
it ^pp3+it+++=it
fall ^nn++++=fall
and ^cc++++=and
resumed ^vbd+++xvbn+=resumed
the ^ati++++=the
composed ^jj+atrb++xvbn+=composed
expression ^nn++++=expression
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
mistaken ^vprf+++xvbnx+=mistaken
for ^in++++=for
independence ^nn+nom+++=independence.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
simple ^jj+atrb+++=simple
gesture ^nn++++=gesture
pierced ^vbd+++xvbn+=pierced
me ^pp1o+pp1+++=me
more ^rbr++++=more
sharply ^rb++++=sharply
than ^in++++=than
reproach ^nn++++=reproach.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
attended ^vprf+++xvbnx+=attended
his ^pp$+pp3+++=his
body ^nn++++=body
and ^cc++++=and
neglected ^jj+++xvbn+=neglected
the ^ati++++=the
