# ^zz++++=##
# ^zz++++=EXTRAWORD
A ^at++++=A
, ^zz++++=EXTRAWORD
offended ^j+++xvbn+=offended
none ^pn++++=none
without ^in++++=without
necessity ^nn+nom+++=necessity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rejected ^vwbn+++xvbn+=rejected
them ^pp3o+pp3+++=them
without ^in++++=without
regret ^nn++++=regret.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Darlington ^np++++=Darlington
sometimes ^rb++++=sometimes
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
please ^uh++++=please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
difficult ^jj++++=difficult,
, ^zz++++=EXTRAWORD
father ^nn++++=father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ask ^vb++++=ask
only ^rb+down+++=only
that ^dt+dem+++=that
a ^at++++=a
man ^nn++++=man
should ^md+nec+++=should
be ^vb+be+vrb++=be
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
merely ^rb+down+++=merely
resemble ^vb++++=resemble
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
merchant ^nn+nom+++=merchant
laughed ^vbd+++xvbn+=laughed;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
deny ^vb+vpub+++=deny
that ^tht+vcmp+++=that
the ^ati++++=the
distinction ^nn+nom+++=distinction
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
young ^jj+atrb+++=young
man ^nn++++=man
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
roof ^nn++++=roof
who ^whp+rel+subj++=who
would ^md+prd+++=would
have ^vb+hv+aux++=have
borne ^vprf+++xvbnx+=borne
Kate ^np++++=Kate's
's ^$++++=EXTRAWORD
examination ^nn+nom+++=examination
without ^in++++=without
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
neither ^dt++neg++=neither
he ^pp3a+pp3+++=he
nor ^cc++neg++=nor
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
of ^in++++=of
making ^xvbg+++xvbg+=making
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Edwin ^np++++=Edwin
Lee ^nn++++=Lee
was ^vbd+bedz+vrb++=was
the ^ati++++=the
orphaned ^jj+atrb+++=orphaned
son ^nn++++=son
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Darlington ^np++++=Darlington's
's ^$++++=EXTRAWORD
earliest ^jjt+atrb+++=earliest
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
father ^nn++++=father
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
when ^wrb+who+++=when
the ^ati++++=the
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
twelve ^cd++++=twelve
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
behind ^rb+phrv+++=behind
an ^at++++=an
honorable ^jj+atrb+++=honorable
name ^nn++++=name,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
debts ^nns++++=debts
honestly ^rb++++=honestly
acknowledged ^vbd+vpub++xvbn+=acknowledged,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
fortune ^nn++++=fortune
whatever ^nn+nom+++=whatever.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Darlington ^np++++=Darlington
took ^vbd+++xvbn+=took
the ^ati++++=the
child ^nn++++=child
into ^in++++=into
his ^pp$+pp3+++=his
own ^ap++++=own
home ^nr++++=home,
, ^zz++++=EXTRAWORD
educated ^j+++xvbn+=educated
him ^pp3o+pp3+++=him
with ^in++++=with
affectionate ^jj+atrb+++=affectionate
care ^nn++++=care,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Edwin ^np++++=Edwin
became ^vbd+++xvbn+=became
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
counting ^jj+++xvbg+=counting-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
proved ^vbd+vprv++xvbnx+=proved
active ^jj++++=active,
, ^zz++++=EXTRAWORD
trustworthy ^jj++++=trustworthy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
intelligent ^jj++++=intelligent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
possessed ^vbd+++xvbnx+=possessed
no ^at++++=no
showy ^jj+atrb+++=showy
talents ^nns++++=talents,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
many ^ap++++=many
useful ^jj+atrb+++=useful
ones ^pn++++=ones;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
little ^jj++++=little
of ^in++++=of
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
and ^cc++++=and
generally ^rb+down+++=generally
accomplished ^vbd+++xvbn+=accomplished
more ^rbr++++=more
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
promised ^vbd+vpub++xvbnx+=promised.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
manner ^nn++++=manner
was ^vbd+bedz+vrb++=was
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
modest ^jj++++=modest,
, ^zz++++=EXTRAWORD
gentlemanly ^jj++++=gentlemanly;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
habits ^nns++++=habits
were ^vbd+bed+vrb++=were
regular ^jj+pred+++=regular;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
gratitude ^nn++++=gratitude
toward ^in++++=toward
his ^pp$+pp3+++=his
benefactor ^nn++++=benefactor
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
servile ^jj+atrb+++=servile
submission ^nn++++=submission
of ^in++++=of
dependence ^nn+nom+++=dependence,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
warm ^jj+atrb+++=warm
and ^cc+phrs+++=and
manly ^jj+atrb+++=manly
attachment ^nn+nom+++=attachment
of ^in++++=of
a ^at++++=a
generous ^jj+atrb+++=generous
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
Kate ^np++++=Kate
and ^cc++++=and
Edwin ^np++++=Edwin
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
up ^rp++++=up
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
studied ^vprf+++xvbnx+=studied
beside ^in+pl+++=beside
the ^ati++++=the
same ^ap++++=same
winter ^nn++++=winter
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
ridden ^j+++xvbn+=ridden
under ^in++++=under
the ^ati++++=the
same ^ap++++=same
summer ^nn++++=summer
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
quarreled ^j+++xvbn+=quarreled
over ^in++++=over
books ^nns++++=books,
, ^zz++++=EXTRAWORD
made ^jj+atrb++xvbn+=made
peace ^nn++++=peace
over ^in++++=over
music ^nn++++=music,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
called ^jj+atrb++xvbn+=called
one ^cd1++++=one
another ^ppls++++=another
brother ^npt++++=brother
and ^cc++++=and
sister ^npt++++=sister
so ^ql++++=so
long ^rb++++=long
that ^dt+dem+++=that
the ^ati++++=the
household ^nn++++=household
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
forgotten ^vprf++tht0+xvbnx+=forgotten
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
tie ^nn++++=tie
of ^in++++=of
blood ^nn++++=blood
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Edwin ^np++++=Edwin
corrected ^vwbn+++xvbn+=corrected
Kate ^np++++=Kate's
's ^$++++=EXTRAWORD
accounts ^nns++++=accounts
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
undertook ^vbd+vsua++xvbnx+=undertook
charitable ^jj+atrb+++=charitable
enterprises ^nns++++=enterprises
too ^rb++++=too
extensive ^jj++++=extensive
for ^in++++=for
her ^pp$+pp3+++=her
allowance ^nn+nom+++=allowance;
; ^zz++++=EXTRAWORD
Kate ^np++++=Kate
laughed ^vbd+++xvbn+=laughed
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
gravity ^nn+nom+++=gravity
when ^wrb+who+++=when
the ^ati++++=the
perplexities ^nns+nom+++=perplexities
of ^in++++=of
the ^ati++++=the
counting ^jj+++xvbg+=counting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
confidence ^nn+nom+++=confidence
appeared ^vbd+seem++xvbn+=appeared
perfect ^jj++++=perfect,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
affection ^nn+nom+++=affection
tranquil ^jj++++=tranquil.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
youth ^nn++++=youth
does ^vbz+doz+aux++=does
not ^xnot++not++=not
remain ^vb++++=remain
stationary ^jj++++=stationary
because ^cs+cos+++=because
custom ^nn++++=custom
finds ^vbz+vprv+++=finds
its ^pp$+it+++=its
changes ^nns++++=changes
inconvenient ^jj++++=inconvenient.
. ^zz++++=EXTRAWORD
Kate ^np++++=Kate
returned ^vbd+++xvbn+=returned
one ^cd1++++=one
spring ^nn++++=spring
from ^in++++=from
a ^at++++=a
visit ^nn++++=visit
in ^in++++=in
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Edwin ^np++++=Edwin
met ^vbd+++xvbn+=met
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^cs+sub+++=in
that ^cs"++++=that
instant ^nn+nom+++=instant
discovered ^vbd+vprv++xvbn+=discovered
what ^wdt+who+whcl++=what
three ^cd++++=three
weeks ^nns++++=weeks
of ^in++++=of
absence ^nn+nom+++=absence
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
Kate ^np++++=Kate
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
to ^in++++=to
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
not ^xnot++not++=not
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
had ^vb+hv+vrb++=had
its ^pp$+it+++=its
old ^jj+atrb+++=old
sweetness ^nns+nom+++=sweetness,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
smile ^nn++++=smile
its ^pp$+it+++=its
old ^jj+atrb+++=old
sincerity ^nn+nom+++=sincerity,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
both ^abx++++=both
had ^vbd+hvd+aux++=had
acquired ^vprf+++xvbnx+=acquired
a ^at++++=a
power ^nn++++=power
which ^whp+rel+obj++=which
alarmed ^jj+++xvbn+=alarmed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
hear ^vb+vprv+tht0++=hear
her ^pp$+pp3+++=her
step ^vb++++=step
without ^in++++=without
listening ^xvbg+++xvbg+=listening;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
sit ^vb++++=sit
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
without ^in++++=without
remembering ^vb+vprv++xvbg+=remembering
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
young ^jj+pred+++=young,
, ^zz++++=EXTRAWORD
beautiful ^jj++++=beautiful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
heiress ^nns+nom+++=heiress
to ^in++++=to
a ^at++++=a
great ^jj+atrb+++=great
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
dependent ^jj++++=dependent,
, ^zz++++=EXTRAWORD
possessed ^j+++xvbn+=possessed
of ^in++++=of
nothing ^pn++++=nothing
but ^cc++++=but
his ^pp$+pp3+++=his
character ^nn+nom+++=character
and ^cc++++=and
his ^pp$+pp3+++=his
salary ^nn++++=salary.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
Edwin ^np++++=Edwin
been ^vprf+ben+vrb+xvbn+=been
vain ^jj++++=vain,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
mistaken ^vprf+++xvbnx+=mistaken
kindness ^nns+nom+++=kindness
for ^in++++=for
preference ^nn+nom+++=preference;
; ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
been ^vb+vbd+vrb+xvbnx+=been
selfish ^jj++++=selfish,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
resolved ^vprf+++xvbnx+=resolved
to ^to+vcmp+++=to
profit ^vb++++=profit
by ^in++++=by
their ^pp$+pp3+++=their
intimacy ^nn+nom+++=intimacy.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
imbued ^vpsv++agls+xvbnx+=imbued
with ^in++++=with
a ^at++++=a
passion ^nn++++=passion
which ^whp+rel+subj++=which
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
fearful ^jj++++=fearful
for ^in++++=for
Kate ^np++++=Kate's
's ^$++++=EXTRAWORD
peace ^nn++++=peace
and ^cc++++=and
jealous ^jj++++=jealous
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Darlington ^np++++=Darlington
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
poor ^jj+pred+++=poor
and ^cc+phrs+++=and
friendless ^jj++++=friendless.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he
repay ^vb++++=repay
that ^dt+dem+++=that
confidence ^nn+nom+++=confidence
by ^in++++=by
secretly ^rb++++=secretly
seeking ^vbg+++xvbg+=seeking
the ^ati++++=the
daughter ^nn+nom+++=daughter?
? ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he
expose ^vb++++=expose
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
suspicion ^nn++++=suspicion
that ^tht+ncmp+++=that
gratitude ^nn++++=gratitude
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
calculation ^nn+nom+++=calculation
and ^cc++++=and
affection ^nn+nom+++=affection
an ^at++++=an
investment ^nn+nom+++=investment?
? ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
solitude ^nn++++=solitude
of ^in++++=of
his ^pp$+pp3+++=his
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
decision ^nn++++=decision
cost ^nn++++=cost
him ^pp3o+pp3+++=him
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
believed ^vbd+vprv+tht0+xvbnx+=believed
it ^pp3+it+++=it
right ^jj++++=right;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
excellent ^jj+atrb+++=excellent
people ^nns++++=people,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
once ^rb+tm+++=once
convinced ^jj+v++xvbn+=convinced
that ^tht+jcmp+++=that
misery ^nn++++=misery
is ^vbz+bez+vrb++=is
a ^at++++=a
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
pursue ^vb++++=pursue
it ^pp3+it+++=it
with ^in++++=with
astonishing ^jj+atrb+++=astonishing
firmness ^nns+nom+++=firmness.
. ^zz++++=EXTRAWORD
A ^at++++=A
commercial ^jj+atrb+++=commercial
house ^npl++++=house
connected ^vbd+++xvbn+=connected
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Darlington ^np++++=Darlington's
's ^$++++=EXTRAWORD
business ^nns+nom+++=business
required ^vbd+++xvbn+=required
a ^at++++=a
trustworthy ^jj+atrb+++=trustworthy
person ^nn++++=person
to ^to++++=to
sail ^vbi++++=sail
in ^in++++=in
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
vessels ^nns++++=vessels
for ^in++++=for
Valparaiso ^np+++??+=Valparaiso.
. ^zz++++=EXTRAWORD
The ^ati++++=The
voyage ^nn++++=voyage
would ^md+prd+++=would
be ^vb+be+vrb++=be
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
the ^ati++++=the
position ^nn+nom+++=position
responsible ^jj++++=responsible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
absence ^nn+nom+++=absence
perhaps ^rb++++=perhaps
prolonged ^jj+++xvbn+=prolonged
through ^in++++=through
several ^ap++++=several
years ^nns++++=years.
