In ^in++++=In
, ^zz++++=EXTRAWORD
counting ^nvbg+++xvbg+=counting
mares ^nns++++=mares,
, ^zz++++=EXTRAWORD
colts ^nns++++=colts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
number ^nn++++=number
of ^in++++=of
serviceable ^jj+atrb+++=serviceable
saddle ^nn++++=saddle
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
earlier ^jjr+atrb+++=earlier
history ^nn++++=history
is ^vbz+bez+aux++=is
somewhat ^rb+down+splt++=somewhat
obscured ^vpsv++by+xvbnx+=obscured
by ^in++++=by
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
every ^at++++=every
man ^nn++++=man
who ^whp+rel+subj++=who
knew ^vbd+vprv+tht0+xvbn+=knew
him ^pp3o+pp3+++=him
told ^vbd+vpub++xvbn+=told
it ^pp3+it+++=it
differently ^rb++++=differently;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
through ^in++++=through
hard ^jj+atrb+++=hard
times ^nns++++=times,
, ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
owed ^vbd+++xvbnx+=owed
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
accounted ^vpsv++agls+xvbnx+=accounted
honest ^jj++++=honest
by ^in++++=by
neighbors ^nns++++=neighbors
whose ^whp+rel+obj++=whose
opinion ^nn++++=opinion
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
certificate ^nn+nom+++=certificate
under ^in++++=under
seal ^nn++++=seal.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
quarrelsome ^jj++++=quarrelsome.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
an ^at++++=an
age ^nn++++=age
when ^wrb+who+++=when
a ^at++++=a
man ^nn++++=man
prefers ^nns+nom+++=prefers
counting ^nvbg+++xvbg+=counting
colts ^nns++++=colts
to ^to++++=to
exchanging ^vbi++++=exchanging
bullets ^nns+nom+++=bullets,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
this ^dt+dem+++=this
preference ^nn+nom+++=preference,
, ^zz++++=EXTRAWORD
as ^ql++++=as
will ^md+prd+++=will
appear ^vb+seem+++=appear,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
amount ^nn++++=amount
to ^in++++=to
cowardice ^nn++++=cowardice.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
years ^nns++++=years
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
Gray ^np++++=Gray
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
involved ^vpsv++agls+xvbnx+=involved
in ^in++++=in
debt ^nn++++=debt.
. ^zz++++=EXTRAWORD
A ^at++++=A
judgment ^nn+nom+++=judgment
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
rendered ^vpsv++agls+xvbnx+=rendered
against ^in++++=against
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
maintained ^vbd+vpub++xvbnx+=maintained
that ^tht+vcmp+++=that
it ^pp3+it+++=it
had ^vb+hv+aux++=had
afterward ^rb++splt++=afterward
been ^vprf+ben+aux+xvbnx+=been
satisfied ^vpsv++agls+xvbnx+=satisfied.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
the ^ati++++=the
payment ^nn+nom+++=payment
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
improperly ^jj++++=improperly
entered ^jj+++xvbn+=entered,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
papers ^nns++++=papers
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
lost ^vpsv++agls+xvbnx+=lost,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whether ^cs+who+++=whether
some ^dti++++=some
enterprising ^jj+atrb+++=enterprising
person ^nn++++=person
discovered ^vbd+vprv++xvbn+=discovered
that ^tht+vcmp+++=that
a ^at++++=a
dead ^jj+atrb+++=dead
judgment ^nn+nom+++=judgment
might ^md+pos+++=might
be ^vb+be+aux++=be
revived ^vpsv++agls+xvbnx+=revived
and ^cc+phrs+++=and
made ^vbd+++xvbn+=made
to ^to+vcmp+++=to
walk ^vbi++++=walk,
, ^zz++++=EXTRAWORD
cannot ^md+pos+not++=cannot
now ^rn+tm+++=now
be ^vb+be+aux++=be
stated ^vpsv++agls+xvbnx+=stated
with ^in++++=with
certainty ^nn++++=certainty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
records ^nns++++=records
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
models ^nns++++=models
of ^in++++=of
clerical ^jj+atrb+++=clerical
virtue ^nn++++=virtue.
. ^zz++++=EXTRAWORD
At ^rb++++=At
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
an ^at++++=an
execution ^nn+nom+++=execution
was ^vbd+bedz+aux++=was
issued ^vpsv++agls+xvbnx+=issued,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sheriff ^np++++=Sheriff
Ninde ^np+++??+=Ninde
levied ^vbd+++xvbn+=levied
upon ^in++++=upon
Gray ^np++++=Gray's
's ^$++++=EXTRAWORD
horse ^nn++++=horse
herd ^nn++++=herd.
. ^zz++++=EXTRAWORD
Ninde ^np+++??+=Ninde
was ^vbd+bedz+vrb++=was
a ^at++++=a
sheriff ^nn++++=sheriff
with ^in++++=with
a ^at++++=a
reputation ^nn+nom+++=reputation
to ^to++++=to
maintain ^vbi+vpub+++=maintain,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
sometimes ^rb++++=sometimes
more ^rbr++++=more
troublesome ^jj++++=troublesome
than ^in++++=than
a ^at++++=a
county ^nn++++=county.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
newspaper ^nn+nom+++=newspaper
had ^vbd+hvd+aux++=had
described ^vprf+++xvbnx+=described
him ^pp3o+pp3+++=him
and ^cc++++=and
a ^at++++=a
deputy ^nn++++=deputy
as ^in++++=as
" ^zz++++="human
human ^jj+atrb+++=EXTRAWORD
bloodhounds ^nns+++??+=bloodhounds,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
an ^at++++=an
expression ^vb++++=expression
that ^tht+vcmp+++=that
pleased ^jj+++xvbn+=pleased
them ^pp3o+pp3+++=them
greatly ^rb+amp+++=greatly
and ^cc++++=and
alarmed ^jj+++xvbn+=alarmed
nobody ^pn++++=nobody
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
either ^dtx++++=either
man ^nn++++=man
after ^in++++=after
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
Ninde ^np+++??+=Ninde
carried ^vbd+++xvbn+=carried
two ^cd++++=two
revolvers ^nns+nom+++=revolvers,
, ^zz++++=EXTRAWORD
wore ^j+++xvbn+=wore
his ^pp$+pp3+++=his
hat ^nn++++=hat
at ^rb++++=at
a ^at++++=a
determined ^jj+atrb++xvbn+=determined
angle ^nn++++=angle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
acquired ^vprf+++xvbnx+=acquired
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
looking ^nn++++=looking
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
as ^cs+sub+++=as
if ^cs+cnd+++=if
expecting ^vbg+vprv++xvbg+=expecting
an ^at++++=an
assassin ^nn++++=assassin.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
destitute ^jj++++=destitute
of ^in++++=of
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
accepted ^vprf+++xvbnx+=accepted
so ^pn++++=so
many ^ap++++=many
compliments ^nns+nom+++=compliments
upon ^in++++=upon
it ^pp3+it+++=it
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
no ^at++++=no
longer ^rbr++++=longer
considered ^vbd+vprv+tht0+xvbn+=considered
it ^pp3+it+++=it
necessary ^jj++++=necessary
to ^to+jcmp+++=to
examine ^vbi++++=examine
the ^ati++++=the
article ^nn++++=article
closely ^rb++++=closely.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Gray ^np++++=Gray
learned ^vbd+vprv++xvbn+=learned
of ^in++++=of
the ^ati++++=the
levy ^nn++++=levy,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
protested ^vbd+vpub++xvbnx+=protested
that ^tht+vcmp+++=that
the ^ati++++=the
judgment ^nn+nom+++=judgment
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
paid ^vpsv++agls+xvbnx+=paid
and ^cc++++=and
that ^tht+vcmp+++=that
the ^ati++++=the
horses ^nns++++=horses
could ^md+pos+++=could
not ^xnot++not++=not
lawfully ^rb++++=lawfully
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sheriff ^nn++++=sheriff
replied ^vbd+vpub++xvbn+=replied
that ^tht+vcmp+++=that
the ^ati++++=the
execution ^nn+nom+++=execution
was ^vbd+bedz+vrb++=was
regular ^jj+pred+++=regular
upon ^in++++=upon
its ^pp$+it+++=its
face ^nn++++=face
and ^cc++++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
proposed ^vbd+vsua++xvbnx+=proposed
to ^to++++=to
serve ^vbi++++=serve
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
law ^nn++++=law
enough ^dt++++=enough
for ^in++++=for
Ninde ^np+++??+=Ninde
and ^cc++++=and
too ^ql++++=too
much ^ap++++=much
law ^nn++++=law
for ^in++++=for
Gray ^np++++=Gray.
. ^zz++++=EXTRAWORD
Gray ^np++++=Gray
consulted ^vwbn+++xvbn+=consulted
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
counsel ^nn++++=counsel,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
upon ^in++++=upon
this ^dt+dem+++=this
point ^nn++++=point
the ^ati++++=the
accounts ^nns++++=accounts
differ ^vb++++=differ.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
next ^ap++++=next
move ^vb++++=move
had ^vb+hv+vrb++=had
at ^rb++++=at
least ^rb"++++=least
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
legal ^jj+atrb+++=legal
intelligence ^nn+nom+++=intelligence.
. ^zz++++=EXTRAWORD
Texas ^np++++=Texas
process ^nns+nom+++=process
in ^in++++=in
a ^at++++=a
civil ^jj+atrb+++=civil
case ^nn++++=case
could ^md+pos+++=could
not ^xnot++not++=not
run ^vb+++xvbn+=run
into ^in+ppvb+++=into
the ^ati++++=the
Indian ^jj+atrb+++=Indian
Territory ^nn++++=Territory.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
sheriff ^nn++++=sheriff
could ^md+pos+++=could
gather ^vb+vprv+++=gather
the ^ati++++=the
herd ^nn++++=herd,
, ^zz++++=EXTRAWORD
Gray ^np++++=Gray
and ^cc++++=and
several ^ap++++=several
of ^in++++=of
his ^pp$+pp3+++=his
sons ^nns++++=sons
and ^cc++++=and
neighbors ^nns++++=neighbors
rounded ^vbd+++xvbn+=rounded
up ^rp++++=up
the ^ati++++=the
horses ^nns++++=horses
and ^cc++++=and
started ^vbd+++xvbn+=started
north ^nr+pl+++=north.
. ^zz++++=EXTRAWORD
Moving ^vbg+++xvbg+=Moving
nearly ^rb+down+++=nearly
two ^cd++++=two
hundred ^cd++++=hundred
head ^jjb++++=head
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
tying ^xvbg+++xvbg+=tying
a ^at++++=a
bundle ^nn++++=bundle
behind ^in+pl+++=behind
the ^ati++++=the
saddle ^nn++++=saddle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mares ^nns++++=mares
had ^vb+hv+vrb++=had
colts ^nns++++=colts;
; ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
stock ^nn++++=stock
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
driven ^vpsv++agls+xvbnx+=driven
beyond ^in++++=beyond
the ^ati++++=the
home ^nr++++=home
range ^nn++++=range;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
horse ^nn++++=horse
herd ^nn++++=herd
possesses ^nns+nom+++=possesses,
, ^zz++++=EXTRAWORD
in ^in++++=in
large ^jj+atrb+++=large
measure ^nn++++=measure,
, ^zz++++=EXTRAWORD
the ^ati++++=the
reasoning ^jj+atrb++xvbg+=reasoning
powers ^nns++++=powers
of ^in++++=of
a ^at++++=a
political ^jj+atrb+++=political
convention ^nn+nom+++=convention.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
travels ^vbz++++=travels
well ^jj+pred+++=well
when ^wrb+who+++=when
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
nowhere ^rb+pl+++=nowhere
to ^to++++=to
go ^vbi++++=go
and ^cc++++=and
scatters ^nns+nom+++=scatters
when ^wrb+who+++=when
speed ^nn++++=speed
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
Gray ^np++++=Gray's
's ^$++++=EXTRAWORD
men ^nns++++=men
kept ^vbd+++xvbn+=kept
the ^ati++++=the
bunch ^nn++++=bunch
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
Red ^jj+atrb+++=Red
River ^nn++++=River,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pushed ^vpsv++agls+xvbn+=pushed
into ^in++++=into
the ^ati++++=the
Territory ^nn++++=Territory.
. ^zz++++=EXTRAWORD
Gray ^np++++=Gray
had ^vb+hv+vrb++=had
a ^at++++=a
brother ^nn++++=brother
living ^vwbg+++xvbg+=living
near ^in+pl+++=near
the ^ati++++=the
Kansas ^np++++=Kansas
line ^nn++++=line.
. ^zz++++=EXTRAWORD
The ^ati++++=The
country ^nn++++=country
about ^in++++=about
his ^pp$+pp3+++=his
place ^nn++++=place
offered ^vbd+++xvbn+=offered
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
the ^ati++++=the
herd ^nn++++=herd
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
hidden ^jj+++xvbn+=hidden,
, ^zz++++=EXTRAWORD
for ^in++++=for
this ^dt+dem+++=this
sized ^jj+atrb+++=sized
bunch ^nn++++=bunch
could ^md+pos+++=could
no ^at++++=no
more ^ql++++=more
be ^vb+be+aux++=be
hidden ^vpsv++agls+xvbnx+=hidden
than ^in++++=than
a ^at++++=a
courthouse ^nn+++??+=courthouse,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
beyond ^in++++=beyond
Ninde ^np++++=Ninde's
's ^$++++=EXTRAWORD
civil ^jj+atrb+++=civil
jurisdiction ^nn+nom+++=jurisdiction.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
Gray ^np++++=Gray
and ^cc++++=and
several ^ap++++=several
others ^aps++++=others
camped ^jj+++xvbn+=camped
with ^in++++=with
the ^ati++++=the
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
night ^nn++++=night-herding
- ^zz++++=EXTRAWORD
herding ^nn++++=EXTRAWORD
them ^pp3o+pp3+++=them
and ^cc++++=and
keeping ^vbg+++xvbg+=keeping
close ^jj++++=close
watch ^vb++++=watch
upon ^in++++=upon
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sheriff ^nn++++=sheriff,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
mean ^jj+atrb+++=mean
time ^nn++++=time,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
difficulties ^nns++++=difficulties
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
bondsmen ^vb+++xvbn+=bondsmen
had ^vbd+hvd+aux++=had
guaranteed ^vprf+++xvbnx+=guaranteed
his ^pp$+pp3+++=his
official ^jj++++=official
conduct ^vb++++=conduct,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
feared ^vbd+vprv++xvbnx+=feared
that ^tht+vcmp+++=that
failure ^nn++++=failure
to ^to+ncmp+++=to
produce ^vbi++++=produce
the ^ati++++=the
property ^nn++++=property
would ^md+prd+++=would
be ^vb+be+aux++=be
charged ^vpsv++agls+xvbnx+=charged
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Worse ^jjr++++=Worse
than ^in++++=than
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
men ^nns++++=men
were ^vbd+bed+aux++=were
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
Gray ^np++++=Gray
had ^vbd+hvd+aux++=had
beaten ^vprf+++xvbnx+=beaten
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
A ^at++++=A
sheriff ^npt++++=sheriff
may ^md+pos+++=may
survive ^vb++++=survive
a ^at++++=a
doubtful ^jj+atrb+++=doubtful
execution ^nn+nom+++=execution
more ^rbr++++=more
readily ^rb++++=readily
than ^in++++=than
a ^at++++=a
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
Ninde ^np+++??+=Ninde
decided ^vbd+vprv++xvbn+=decided
to ^to+vcmp+++=to
recover ^vbi++++=recover
the ^ati++++=the
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
A ^at++++=A
sensible ^jj+atrb+++=sensible
officer ^nn++++=officer
might ^md+pos+++=might
have ^vb+hv+aux++=have
returned ^vprf+++xvbnx+=returned
to ^in++++=to
court ^nn++++=court,
, ^zz++++=EXTRAWORD
stated ^vb+++xvbn+=stated
that ^tht+vcmp+++=that
the ^ati++++=the
property ^nn++++=property
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
carried ^vpsv++agls+xvbnx+=carried
outside ^jjb++++=outside
the ^ati++++=the
State ^nn++++=State,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
the ^ati++++=the
lawyers ^nns+nom+++=lawyers
open ^vb++++=open
the ^ati++++=the
ball ^nn++++=ball.
. ^zz++++=EXTRAWORD
Ninde ^np+++??+=Ninde
either ^dtx++++=either
relied ^jj+++xvbn+=relied
on ^in++++=on
his ^pp$+pp3+++=his
reputation ^nn+nom+++=reputation
as ^in++++=as
a ^at++++=a
bad ^jj+atrb+++=bad
man ^nn++++=man,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
probably ^rb++++=probably
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
any ^dti++++=any
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
recruited ^vbd+++xvbnx+=recruited
a ^at++++=a
party ^nn++++=party
of ^in++++=of
frontier ^nn+nom+++=frontier
heelers ^nns+nom+++=heelers,
, ^zz++++=EXTRAWORD
men ^nns++++=men
who ^whp+rel+subj++=who
wore ^vbd+++xvbn+=wore
their ^pp$+pp3+++=their
cartridge ^nn++++=cartridge
belts ^nns++++=belts
conspicuously ^rb++++=conspicuously
and ^cc++++=and
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood
of ^in++++=of
several ^ap++++=several
killings ^nns+nom+++=killings.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
guards ^nns++++=guards
and ^cc++++=and
trail ^nn++++=trail
hands ^nns++++=hands
of ^in++++=of
real ^jj+atrb+++=real
experience ^nn+nom+++=experience;
; ^zz++++=EXTRAWORD
others ^aps++++=others
were ^vbd+bed+vrb++=were
ornamental ^jj+atrb+++=ornamental
human ^jj+atrb+++=human
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
fierce ^jj++++=fierce
in ^in++++=in
the ^ati++++=the
saloons ^nns+++??+=saloons
and ^cc++++=and
obedient ^jj++++=obedient
wherever ^nn+nom+++=wherever
shooting ^xvbg+++xvbg+=shooting
seemed ^vprf+++xvbn+=seemed
likely ^jj++++=likely.
. ^zz++++=EXTRAWORD
The ^ati++++=The
party ^nn++++=party
rode ^vbd+++xvbn+=rode
north ^np+pl+++=north,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
a ^at++++=a
country ^nn++++=country
in ^in++++=in
which ^whp+rel+pied++=which
Ninde ^np+++??+=Ninde
possessed ^vbd+++xvbn+=possessed
no ^at++++=no
more ^rbr++++=more
civil ^jj+atrb+++=civil
authority ^nn+nom+++=authority
than ^in++++=than
a ^at++++=a
drummer ^nn++++=drummer
selling ^vwbg+++xvbg+=selling
patent ^jj+atrb+++=patent
churns ^nns++++=churns.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
announce ^vb+vpub+++=announce
this ^dt+dem+++=this
fact ^nn++++=fact
to ^in++++=to
his ^pp$+pp3+++=his
posse ^nn++++=posse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
were ^vbd+bed+aux++=were
informed ^vpsv++agls+xvbnx+=informed
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
assisting ^vbg+++xvbgx+=assisting
an ^at++++=an
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true
in ^in++++=in
the ^ati++++=the
social ^jj++++=social
but ^cc++++=but
not ^xnot++not++=not
the ^ati++++=the
legal ^jj+atrb+++=legal
sense ^nn++++=sense.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
approached ^vbd+++xvbnx+=approached
Gray ^np++++=Gray's
's ^$++++=EXTRAWORD
camp ^nn++++=camp
at ^rb++++=at
night ^nn++++=night.
. ^zz++++=EXTRAWORD
The ^ati++++=The
herders ^nns+nom+++=herders
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
for ^in+ppvb+++=for
ordinary ^jj+atrb+++=ordinary
horse ^nn++++=horse
thieves ^nns++++=thieves,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
expect ^vb+vprv+++=expect
a ^at++++=a
