From ^in++++=From
; ^zz++++=EXTRAWORD
engines ^nns++++=engines
coughed ^vbd+++xvbn+=coughed;
; ^zz++++=EXTRAWORD
whistles ^nns++++=whistles
answered ^vbd+vpub++xvbn+=answered
whistles ^nns++++=whistles.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
beam ^nn++++=beam
had ^vb+hv+vrb++=had
a ^at++++=a
separate ^jj+atrb+++=separate
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
formed ^vbd+++xvbnx+=formed
one ^cd1++++=one
implacable ^jj+atrb+++=implacable
roar ^nn++++=roar.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dust ^nn++++=dust
received ^vbd+++xvbn+=received
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
entered ^vbd+++xvbn+=entered
the ^ati++++=the
nostrils ^nns++++=nostrils,
, ^zz++++=EXTRAWORD
settled ^j+++xvbn+=settled
upon ^in++++=upon
the ^ati++++=the
tongue ^nn++++=tongue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
discovered ^vbd+vprv++xvbn+=discovered
every ^at++++=every
fold ^nn++++=fold
of ^in++++=of
clothing ^nn++++=clothing.
. ^zz++++=EXTRAWORD
Daylight ^nn++++=Daylight
passed ^vbd+++xvbn+=passed
through ^in++++=through
broken ^xvbn+++xvbn+=broken
panes ^nns++++=panes
but ^cc++++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
illuminate ^nn+nom+++=illuminate
the ^ati++++=the
interior ^nn++++=interior;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
a ^at++++=a
brownish ^jj+atrb+++=brownish
substance ^nn+nom+++=substance
suspended ^vwbn+++xvbn+=suspended
among ^in++++=among
revolving ^xvbg+++xvbg+=revolving
wheels ^nns++++=wheels
and ^cc++++=and
vibrating ^jj+atrb+++=vibrating
screens ^nns++++=screens.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
machinery ^nn+nom+++=machinery
only ^rb+down+++=only
belts ^nns++++=belts
rushing ^vwbg+++xvbg+=rushing
over ^in++++=over
drums ^nns++++=drums,
, ^zz++++=EXTRAWORD
chains ^nns++++=chains
lifting ^vwbg+++xvbg+=lifting,
, ^zz++++=EXTRAWORD
iron ^nn++++=iron
plates ^nns++++=plates
shaking ^vwbg+++xvbg+=shaking
with ^in++++=with
feverish ^jj+atrb+++=feverish
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
little ^ap++++=little
faces ^nns++++=faces
emerged ^vbd+++xvbn+=emerged
beneath ^rb++++=beneath
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slate ^nn++++=slate-pickers
- ^zz++++=EXTRAWORD
pickers ^nns+nom+++=EXTRAWORD
sat ^vbd+++xvbn+=sat
astride ^nn+++??+=astride
narrow ^jj+atrb+++=narrow
boards ^nns++++=boards
beside ^in+pl+++=beside
a ^at++++=a
descending ^jj+atrb++xvbg+=descending
river ^nn++++=river
of ^in++++=of
coal ^nn++++=coal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floor ^nn++++=floor
pitched ^vbd+++xvbn+=pitched
at ^rb++++=at
nearly ^rb+down+++=nearly
forty ^cd++++=forty
degrees ^nns+nom+++=degrees.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
its ^pp$+it+++=its
shaking ^jj+atrb++xvbg+=shaking
channels ^nns++++=channels
poured ^vbd+++xvbn+=poured
lumps ^nns++++=lumps
of ^in++++=of
anthracite ^nn++++=anthracite
mixed ^vbd+++xvbn+=mixed
with ^in++++=with
slate ^nn++++=slate,
, ^zz++++=EXTRAWORD
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
splintered ^jj+atrb++xvbn+=splintered
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rubbish ^nn++++=rubbish
from ^in++++=from
the ^ati++++=the
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys
bent ^vbd+++xvbn+=bent
over ^in++++=over
this ^dt+dem+++=this
flood ^nn++++=flood,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
the ^ati++++=the
refuse ^nn++++=refuse
with ^in++++=with
quick ^jj+atrb+++=quick
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flung ^vbd+++xvbn+=flung
it ^pp3+it+++=it
into ^in++++=into
chutes ^nns+++??+=chutes
at ^rb++++=at
their ^pp$+pp3+++=their
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
ten ^cd++++=ten
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
some ^dti++++=some
perhaps ^rb++++=perhaps
twelve ^cd++++=twelve
or ^cc++++=or
fourteen ^cd++++=fourteen.
. ^zz++++=EXTRAWORD
One ^pn++++=One,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
told ^vpsv++agls+xvbnx+=told,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
at ^rb++++=at
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
shirts ^nns++++=shirts
were ^vbd+bed+vrb++=were
open ^jj+pred+++=open
at ^rb++++=at
the ^ati++++=the
throat ^nn++++=throat
despite ^in++++=despite
the ^ati++++=the
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
faces ^nns++++=faces
were ^vbd+bed+vrb++=were
so ^ql++++=so
uniformly ^rb++++=uniformly
black ^jj++++=black
that ^dt+dem+++=that
expression ^nn++++=expression
survived ^vbd+++xvbn+=survived
only ^rb+down+++=only
in ^in++++=in
glittering ^jj+atrb+++=glittering
eyes ^nns++++=eyes
and ^cc++++=and
sudden ^jj+atrb+++=sudden
white ^jj+atrb+++=white
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
worked ^vbd+++xvbnx+=worked
from ^in++++=from
seven ^cd++++=seven
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
until ^in++++=until
six ^cd++++=six
at ^in++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
with ^in++++=with
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour
at ^in++++=at
noon ^nn++++=noon.
. ^zz++++=EXTRAWORD
For ^in++++=For
this ^dt+dem+++=this
they ^pp3a+pp3+++=they
earned ^vbd+++xvbnx+=earned
from ^in++++=from
sixty ^cd++++=sixty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
to ^to++++=to
ninety ^cd++++=ninety
cents ^nns++++=cents
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
may ^md+pos+++=may
hear ^vb+vprv+++=hear
such ^abl++++=such
figures ^nns++++=figures
in ^in++++=in
an ^at++++=an
office ^nn++++=office
and ^cc++++=and
preserve ^nn++++=preserve
composure ^nn++++=composure.
. ^zz++++=EXTRAWORD
Written ^j+++xvbn+=Written
in ^in++++=in
a ^at++++=a
ledger ^np++++=ledger
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
harmless ^jj+pred+++=harmless,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
decorous ^jj++++=decorous.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
the ^ati++++=the
flying ^jj+atrb++xvbg+=flying
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
each ^ppls++++=each
cent ^nnu"++++=cent
seemed ^vbd+seem++xvbn+=seemed
measured ^vbd+++xvbn+=measured
against ^in++++=against
a ^at++++=a
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
hands ^nns++++=hands
moved ^vbd+++xvbn+=moved
without ^in++++=without
pause ^nn++++=pause.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
cracked ^vpsv++agls+xvbnx+=cracked,
, ^zz++++=EXTRAWORD
scarred ^j+++xvbn+=scarred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swollen ^jj++++=swollen
at ^rb++++=at
the ^ati++++=the
knuckles ^nns++++=knuckles.
. ^zz++++=EXTRAWORD
Sharp ^jj+atrb+++=Sharp
slate ^nn++++=slate
cut ^vbd+++xvbn+=cut
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
coal ^nn++++=coal
crushed ^vwbn+++xvbn+=crushed
their ^pp$+pp3+++=their
nails ^nns++++=nails;
; ^zz++++=EXTRAWORD
the ^ati++++=the
shaking ^jj+atrb++xvbg+=shaking
floor ^nn++++=floor
transmitted ^vwbn+++xvbn+=transmitted
its ^pp$+it+++=its
agitation ^nn+nom+++=agitation
into ^in++++=into
their ^pp$+pp3+++=their
thin ^jj+atrb+++=thin
bodies ^nns++++=bodies.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
large ^jj+atrb+++=large
piece ^nn++++=piece
jammed ^vbd+++xvbn+=jammed
in ^in++++=in
a ^at++++=a
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up
and ^cc++++=and
kicked ^vbd+++xvbn+=kicked
it ^pp3+it+++=it
loose ^jj++++=loose
with ^in++++=with
the ^ati++++=the
swagger ^nn++++=swagger
of ^in++++=of
an ^at++++=an
experienced ^jj+atrb++xvbn+=experienced
workman ^nn++++=workman.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
snatched ^jj+++xvbn+=snatched
a ^at++++=a
fragment ^nn+nom+++=fragment
from ^in++++=from
the ^ati++++=the
stream ^nn++++=stream
and ^cc++++=and
hurled ^vbd+++xvbn+=hurled
it ^pp3+it+++=it
at ^in++++=at
his ^pp$+pp3+++=his
neighbor ^nn++++=neighbor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
victim ^nn++++=victim
replied ^vbd+vpub++xvbn+=replied
with ^in++++=with
an ^at++++=an
oath ^nn++++=oath
of ^in++++=of
astonishing ^jj+atrb+++=astonishing
completeness ^nns+nom+++=completeness.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
laughed ^vbd+++xvbnx+=laughed,
, ^zz++++=EXTRAWORD
shoved ^jj+atrb++xvbn+=shoved
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
to ^in++++=to
their ^pp$+pp3+++=their
labor ^nn++++=labor
before ^cs+sub+++=before
the ^ati++++=the
overseer ^nn+nom+++=overseer
could ^md+pos+++=could
turn ^vb++++=turn
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Mind
mind ^nn++++=EXTRAWORD
yer ^pp$++++=yer
own ^ap++++=own
chute ^nn+++??+=chute,
, ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aw,
aw ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
shut ^j+++xvbn+=shut
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
knock ^vb++++=knock
yeh ^uh++++=yeh
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
culm ^nn+++??+=culm
pile ^nn++++=pile."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
knock ^vb++++=knock
over ^rb+phrv+++=over
a ^at++++=a
sick ^jj+atrb+++=sick
chicken ^nn++++=chicken."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
voices ^nns++++=voices
were ^vbd+bed+vrb++=were
shrill ^jj+pred+++=shrill
and ^cc++++=and
nearly ^rb+down+++=nearly
devoured ^vpsv++by+xvbn+=devoured
by ^in++++=by
the ^ati++++=the
machinery ^nn+nom+++=machinery.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
gambled ^vbd+++xvbnx+=gambled
with ^in++++=with
marbles ^nns++++=marbles
at ^in++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
Harlan ^np+++??+=Harlan
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
smoked ^vbd+++xvbnx+=smoked
behind ^in+pl+++=behind
the ^ati++++=the
boiler ^nn++++=boiler
house ^nn++++=house.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
fought ^vbd+++xvbnx+=fought,
, ^zz++++=EXTRAWORD
boasted ^j+++xvbn+=boasted,
, ^zz++++=EXTRAWORD
swore ^j+++xvbn+=swore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dreamed ^vpsv++agls+xvbn+=dreamed
of ^in++++=of
promotion ^nn+nom+++=promotion.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
ambitious ^jj++++=ambitious.
. ^zz++++=EXTRAWORD
In ^in++++=In
time ^nn++++=time
a ^at++++=a
reliable ^jj++++=reliable
picker ^jjr++++=picker
might ^md+pos+++=might
become ^vb++++=become
a ^at++++=a
door ^nn++++=door
boy ^nn++++=boy
underground ^jjb++++=underground,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
mule ^nn++++=mule
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
laborer ^nn++++=laborer
beside ^in+pl+++=beside
a ^at++++=a
miner ^nn++++=miner.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
summit ^nn++++=summit
waited ^vbd+++xvbn+=waited
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
kneel ^vbi++++=kneel
all ^abn++++=all
day ^nn++++=day
under ^in++++=under
a ^at++++=a
roof ^nn++++=roof
that ^tht+rel+subj++=that
might ^md+pos+++=might
crush ^vb++++=crush
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
drilling ^vbg+nom++xvbg+=drilling
rock ^npl++++=rock
while ^cs+sub+++=while
powder ^nn++++=powder
smoke ^nn++++=smoke
and ^cc++++=and
coal ^nn++++=coal
dust ^vb++++=dust
prepared ^vbd+++xvbn+=prepared
his ^pp$+pp3+++=his
lungs ^nns++++=lungs
for ^in++++=for
burial ^nn++++=burial.
. ^zz++++=EXTRAWORD
A ^at++++=A
small ^jj+atrb+++=small
boy ^nn++++=boy
nearest ^jjt++++=nearest
us ^pp1o+pp1+++=us
coughed ^vbd+++xvbn+=coughed
into ^in++++=into
his ^pp$+pp3+++=his
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cough ^nn++++=cough
seized ^vbd+++xvbn+=seized
him ^pp3o+pp3+++=him
with ^in++++=with
such ^abl++++=such
force ^nn++++=force
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
jerked ^vbd+++xvbn+=jerked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
examined ^vbd+++xvbnx+=examined
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
up ^rb+cnj+++=up,
