There ^ex+pex+++=There
be ^vb+be+aux++=be
alarmed ^vpsv++agls+xvbnx+=alarmed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
stepping ^vbg+++xvbg+=stepping
out ^rp+pl+++=out
in ^in++++=in
his ^pp$+pp3+++=his
flowered ^jj+atrb+++=flowered
gown ^nn++++=gown.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
Turkish ^jj+atrb+++=Turkish
angel ^nn++++=angel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
appeared ^jj+++xvbn+=appeared
quite ^rb++++=quite
possible ^jj++++=possible
to ^to+jcmp+++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
through ^in++++=through
a ^at++++=a
window ^nn++++=window
higher ^jjr++++=higher
than ^in++++=than
any ^dti++++=any
ladder ^nn++++=ladder
could ^md+pos+++=could
reach ^vb++++=reach,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
dressing ^nvbg+++xvbg+=dressing
gown ^nn++++=gown
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
golden ^jj+atrb+++=golden
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke
so ^rb++++=so
prettily ^rb++++=prettily
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
forgot ^vbd+vprv++xvbnx+=forgot
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
frightened ^vpsv++agls+xvbnx+=frightened.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
two ^cd++++=two
dark ^jj+atrb+++=dark
lakes ^nns++++=lakes
in ^in++++=in
which ^whp+rel+pied++=which
silver ^nn++++=silver-tailed
- ^zz++++=EXTRAWORD
tailed ^vbd+++xvbn+=EXTRAWORD
mermaids ^nns+++??+=mermaids
studied ^vbd+++xvbn+=studied
the ^ati++++=the
secrets ^nns++++=secrets
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
forehead ^nn++++=forehead
was ^vbd+bedz+vrb++=was
a ^at++++=a
snowy ^jj+atrb+++=snowy
mountain ^nn++++=mountain
containing ^vwbg+++xvbg+=containing
halls ^npl++++=halls
of ^in++++=of
crystal ^nn++++=crystal,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
thoughts ^nns++++=thoughts
of ^in++++=of
wise ^jj+atrb+++=wise
queens ^npt++++=queens
danced ^vwbn+++xvbn+=danced
by ^in++++=by
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
princess ^nns+nom+++=princess
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
anything ^pn++++=anything
of ^in++++=of
the ^ati++++=the
sort ^nn++++=sort.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
all ^abn++++=all
angels ^nns++++=angels
so ^rb+emph+++=so
eloquent ^jj++++=eloquent?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
the ^ati++++=the
truthful ^jj+atrb+++=truthful
ones ^pn++++=ones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
stories ^nns++++=stories
one ^pn++++=one
about ^in++++=about
the ^ati++++=the
moon ^np++++=moon
losing ^vwbg+++xvbg+=losing
a ^at++++=a
slipper ^nn++++=slipper,
, ^zz++++=EXTRAWORD
another ^dt++++=another
about ^in++++=about
a ^at++++=a
rose ^nn+++xvbn+=rose
that ^tht+rel+++=that
wished ^vb+++xvbn+=wished
to ^to+vcmp+++=to
become ^vbi++++=become
minister ^nn+nom+++=minister
of ^in++++=of
state ^nn++++=state
and ^cc++++=and
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed
until ^cs+sub+++=until
the ^ati++++=the
tears ^nns++++=tears
stood ^vbd+++xvbn+=stood
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
marry ^vb++++=marry
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
pleasure ^nn++++=pleasure,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
beautiful ^jj+pred+++=beautiful
and ^cc++++=and
would ^md+prd+++=would
inherit ^vb++++=inherit
half ^nn++++=half
the ^ati++++=the
kingdom ^nn+nom+++=kingdom.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
come ^vb++++=come
again ^rb+tm+++=again
on ^in++++=on
Saturday ^nr++++=Saturday,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
and ^cc++++=and
mother ^nn++++=mother
will ^md+prd+++=will
take ^vb++++=take
tea ^nn++++=tea
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=will
be ^vb+be+vrb++=be
proud ^jj+pred+++=proud
to ^to+jcmp+++=to
meet ^vbi++++=meet
an ^at++++=an
angel ^nn++++=angel,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
my ^pp$+pp1+++=my
mother ^nn++++=mother
is ^vbz+bez+vrb++=is
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
please ^uh++++=please.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
tell ^vb++++=tell
us ^pp1o+pp1+++=us
a ^at++++=a
story ^nn++++=story
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
amusing ^jj+pred+++=amusing
and ^cc+phrs+++=and
instructive ^jj++++=instructive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
whole ^jj+atrb+++=whole
cupboard ^nn++++=cupboard
full ^jj++++=full
of ^in++++=of
such ^abl++++=such
stories ^nns++++=stories,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
in ^in++++=in
truth ^nn++++=truth
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not
even ^rb++++=even
a ^at++++=a
cupboard ^nn++++=cupboard.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kissed ^vbd+++xvbnx+=kissed
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
into ^in++++=into
the ^ati++++=the
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flew ^vbd+++xvbn+=flew
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
Saturday ^nr++++=Saturday
he ^pp3a+pp3+++=he
wandered ^vbd+++xvbnx+=wandered
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets
considering ^vwbg+++xvbg+=considering
what ^wdt+who+++=what
tale ^nn++++=tale
he ^pp3a+pp3+++=he
should ^md+nec+++=should
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^md"++pmd"++=had
to ^md+nec+++=to
make ^vb++++=make
the ^ati++++=the
king ^npt++++=king
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
queen ^nn++++=queen
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
princess ^nns+nom+++=princess
love ^nn++++=love
him ^pp3o+pp3+++=him
more ^ql++++=more
than ^cs+sub+++=than
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
to ^to+ncmp+++=to
demand ^vb++++=demand
of ^in++++=of
one ^cd1++++=one
story ^nn++++=story,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
some ^dti++++=some
people ^nns++++=people
demand ^vb++++=demand.
. ^zz++++=EXTRAWORD
On ^in++++=On
Saturday ^nr++++=Saturday
evening ^nn++++=evening
he ^pp3a+pp3+++=he
flew ^vbd+++xvbnx+=flew
again ^rb+tm+++=again
to ^in++++=to
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king,
, ^zz++++=EXTRAWORD
the ^ati++++=the
queen ^nn++++=queen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
princess ^nns+nom+++=princess
were ^vbd+bed+aux++=were
waiting ^vbg+++xvbgx+=waiting.
. ^zz++++=EXTRAWORD
