There ^ex+pex+++=There
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
fit ^jj++++=fit
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Karen ^np+++??+=Karen,
, ^zz++++=EXTRAWORD
slipping ^vbg+++xvbg+=slipping
them ^pp3o+pp3+++=them
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
how ^wrb+who+whcl++=how
perfectly ^rb+amp+++=perfectly
they ^pp3a+pp3+++=they
fit ^vb++++=fit!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
indeed ^qlp++++=indeed
they ^pp3a+pp3+++=they
fitted ^vbd+++xvbnx+=fitted
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
upon ^in++++=upon
her ^pp$+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
At ^rb++++=At
church ^npl++++=church
Karen ^np+++??+=Karen
knelt ^vbd+++xvbn+=knelt
before ^in++++=before
the ^ati++++=the
altar ^nn++++=altar.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minister ^nn+nom+++=minister
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
baptism ^nn+nom+++=baptism,
, ^zz++++=EXTRAWORD
obedience ^nn+nom+++=obedience,
, ^zz++++=EXTRAWORD
humility ^nn+nom+++=humility,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
putting ^jj+++xvbg+=putting
away ^rp+pl+++=away
of ^in++++=of
childish ^jj+atrb+++=childish
vanities ^nns+nom+++=vanities.
. ^zz++++=EXTRAWORD
Karen ^np+++??+=Karen
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
solemn ^jj+atrb+++=solemn
words ^nns++++=words,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wondered ^vbd+vprv++xvbnx+=wondered
whether ^cs+who+++=whether
the ^ati++++=the
people ^nns++++=people
behind ^in+pl+++=behind
her ^pp$+pp3+++=her
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
red ^jj+atrb+++=red
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
walked ^vbd+++xvbnx+=walked
to ^in++++=to
the ^ati++++=the
rail ^nn++++=rail,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stepped ^vbd+++xvbnx+=stepped
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
shoes ^nns++++=shoes
might ^md+pos+++=might
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
advantage ^nn+nom+++=advantage;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned
to ^in++++=to
her ^pp$+pp3+++=her
place ^nn++++=place,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
down ^rp++++=down
at ^rb++++=at
them ^pp3o+pp3+++=them
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside
the ^ati++++=the
church ^npl++++=church
stood ^vbd+++xvbn+=stood
an ^at++++=an
old ^jj+atrb+++=old
soldier ^nn++++=soldier
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
beard ^nn++++=beard.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
a ^at++++=a
crutch ^nn++++=crutch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
coat ^nn++++=coat
was ^vbd+bedz+aux++=was
faded ^vpsv++agls+xvbnx+=faded
and ^cc++++=and
patched ^jj++++=patched.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stooped ^vbd+++xvbnx+=stooped
and ^cc+phrs+++=and
brushed ^vbd+++xvbn+=brushed
the ^ati++++=the
dust ^nn++++=dust
from ^in++++=from
Karen ^np++++=Karen's
's ^$++++=EXTRAWORD
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
" ^zz++++="Look!"
look ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
beautiful ^jj+atrb+++=beautiful
dancing ^jj+atrb++xvbg+=dancing
shoes ^nns++++=shoes!
! ^zz++++=EXTRAWORD
Hold ^nn++++=Hold
fast ^rb++++=fast
when ^wrb+who+++=when
you ^pp2+pp2+++=you
dance ^vb++++=dance!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tapped ^vbd+++xvbnx+=tapped
each ^dt++++=each
sole ^jjb++++=sole
with ^in++++=with
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shoes ^nns++++=shoes
tingled ^vbd+++xvbn+=tingled
upon ^in++++=upon
Karen ^np++++=Karen's
's ^$++++=EXTRAWORD
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady
saw ^vbd+vprv++xvbn+=saw
their ^pp$+pp3+++=their
color ^nn++++=color
clearly ^rb++++=clearly.
. ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+pdem+++=EXTRAWORD
are ^vb+ber+aux++=are
not ^xnot++not++=not
fit ^vb++++=fit
for ^in++++=for
church ^nn++++=church,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
sternly ^rb++++=sternly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
never ^rb++++=never
wear ^nn++++=wear
them ^pp3o+pp3+++=them
there ^rn+pl+++=there
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Karen ^np+++??+=Karen
bowed ^vbd+++xvbn+=bowed
her ^pp3o+pp3+++=her
head ^jjb++++=head
and ^cc+phrs+++=and
answered ^jj+++xvbn+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
on ^in++++=on
the ^ati++++=the
following ^jj+atrb++xvbg+=following
Sunday ^nr++++=Sunday
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
black ^jj+atrb+++=black
shoes ^nns++++=shoes
and ^cc++++=and
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
red ^jj+atrb+++=red
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
the ^ati++++=the
red ^jj+atrb+++=red
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
old ^jj+atrb+++=old
lady ^nn++++=lady
will ^md+prd+++=will
not ^xnot++not++=not
notice ^nn++++=notice,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
church ^nn++++=church
door ^nn++++=door
stood ^vbd+++xvbn+=stood
the ^ati++++=the
soldier ^nn++++=soldier.
. ^zz++++=EXTRAWORD
" ^zz++++="Look,
look ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
beautiful ^jj+atrb+++=beautiful
dancing ^jj+atrb++xvbg+=dancing
shoes ^nns++++=shoes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Karen ^np+++??+=Karen
came ^vbd+++xvbn+=came
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
lifted ^vbd+++xvbnx+=lifted
one ^cd1++++=one
foot ^nn++++=foot
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
show ^vbi+vprv+++=show
the ^ati++++=the
shoe ^nn++++=shoe.
. ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
the ^ati++++=the
other ^ap++++=other
foot ^nn++++=foot
sprang ^vbd+++xvbn+=sprang
after ^in++++=after
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
three ^cd++++=three
dancing ^nvbg+++xvbg+=dancing
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
spun ^vbd+++xvbn+=spun
around ^rp++++=around
so ^ql++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
skirts ^nns++++=skirts
flew ^vbd+++xvbn+=flew
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop!"
stop ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
coachman ^nn+nom+++=coachman.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
shoes ^nns++++=shoes
carried ^vbd+++xvbn+=carried
her ^pp$+pp3+++=her
past ^jjb++++=past
the ^ati++++=the
carriage ^nn+nom+++=carriage
and ^cc++++=and
along ^in++++=along
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
