# ^zz++++=##
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
of ^in++++=of
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
flagons ^nns+++??+=flagons
of ^in++++=of
German ^jj+atrb+++=German
ale ^nn++++=ale,
, ^zz++++=EXTRAWORD
polished ^jj+atrb+++=polished
floors ^nns++++=floors
upon ^in++++=upon
which ^whp+rel+pied++=which
silk ^nn++++=silk
shoes ^nns++++=shoes
whispered ^vbd+++xvbn+=whispered
from ^in++++=from
door ^nn++++=door
to ^in++++=to
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Black ^jj+atrb+++=Black
horses ^nns++++=horses
stamped ^vwbn+++xvbn+=stamped
in ^in++++=in
the ^ati++++=the
stables ^nns++++=stables,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gilded ^jj+atrb++xvbn+=gilded
coach ^nn++++=coach
rolled ^vbd+++xvbn+=rolled
out ^rp+pl+++=out
beneath ^in+pl+++=beneath
the ^ati++++=the
gatehouse ^nn+++??+=gatehouse
whenever ^nn+nom+++=whenever
Herr ^npt++++=Herr
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
and ^cc++++=and
his ^pp$+pp3+++=his
lady ^nn++++=lady
went ^vbd+++xvbn+=went
to ^in++++=to
church ^nn++++=church.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
every ^at++++=every
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
counted ^vprf+++xvbnx+=counted
every ^at++++=every
tree ^nn++++=tree
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
rocked ^vprf+++xvbnx+=rocked
the ^ati++++=the
rooks ^nns+++??+=rooks
in ^in++++=in
their ^pp$+pp3+++=their
high ^jj+atrb+++=high
nests ^nns++++=nests,
, ^zz++++=EXTRAWORD
shaken ^xvbn+++xvbn+=shaken
acorns ^nns+++??+=acorns
upon ^in++++=upon
the ^ati++++=the
wild ^jj+atrb+++=wild
boars ^nns+++??+=boars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blown ^jj+++xvbn+=blown
the ^ati++++=the
fragrance ^nn+nom+++=fragrance
of ^in++++=of
lime ^nn++++=lime
blossom ^vb++++=blossom
across ^in+pl+++=across
the ^ati++++=the
moat ^nn++++=moat.
. ^zz++++=EXTRAWORD
Herr ^npt++++=Herr
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
was ^vbd+bedz+aux++=was
highborn ^vpsv++agls+xvbnx+=highborn
and ^cc++++=and
learned ^jj+++xvbn+=learned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
speak ^vb++++=speak
of ^in++++=of
wars ^nns++++=wars,
, ^zz++++=EXTRAWORD
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
metals ^nns++++=metals
and ^cc++++=and
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
brow ^nn++++=brow
was ^vbd+bedz+vrb++=was
broad ^jj+pred+++=broad,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
beard ^nn++++=beard
carefully ^rb++++=carefully
trimmed ^xvbn+++xvbn+=trimmed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
neck ^nn++++=neck
held ^vbd+vprv++xvbn+=held
stiffly ^rb+cnj+++=stiffly,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
an ^at++++=an
invisible ^jj+atrb+++=invisible
collar ^nn++++=collar
of ^in++++=of
iron ^nn++++=iron
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
head ^jjb++++=head
forever ^rb++++=forever
lifted ^vbd+++xvbn+=lifted
above ^jjb++++=above
other ^ap++++=other
men ^nns++++=men.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
ancestors ^nns++++=ancestors
looked ^vbd+++xvbn+=looked
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
walls ^nns++++=walls
in ^in++++=in
armour ^nn++++=armour
and ^cc++++=and
lace ^nn++++=lace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
never ^rb++++=never
passed ^vwbn+++xvbn+=passed
them ^pp3o+pp3+++=them
without ^in++++=without
thinking ^xvbg+++xvbg+=thinking,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
of ^in++++=of
your ^pp$+pp2+++=your
blood ^nn++++=blood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lady ^nn++++=lady
was ^vbd+bedz+vrb++=was
mild ^jj+pred+++=mild
and ^cc+phrs+++=and
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
through ^in++++=through
Borreby ^np+++??+=Borreby
as ^in++++=as
the ^ati++++=the
evening ^nn++++=evening
moves ^vbz++++=moves
through ^in++++=through
a ^at++++=a
summer ^nn++++=summer
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
softening ^jj++++=softening
all ^abn++++=all
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
hard ^jj+pred+++=hard.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
three ^cd++++=three
daughters ^nns+nom+++=daughters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eldest ^jjt++++=eldest,
, ^zz++++=EXTRAWORD
Ida ^np+++??+=Ida,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
rose ^nn+++xvbn+=rose
warm ^jj++++=warm
of ^in++++=of
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
tender ^jj++++=tender
of ^in++++=of
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
easily ^rb++++=easily
bent ^vpsv++by+xvbn+=bent
by ^in++++=by
love ^nn++++=love
or ^cc++++=or
sorrow ^nn++++=sorrow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
Johanna ^np+++??+=Johanna,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
lily ^np++++=lily
white ^np++++=white,
, ^zz++++=EXTRAWORD
upright ^jj++++=upright
and ^cc+phrs+++=and
proud ^jj++++=proud.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
glance ^nn++++=glance
was ^vbd+bedz+vrb++=was
sharp ^jj+pred+++=sharp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
would ^md+prd+++=would
sooner ^rbr++splt++=sooner
break ^vb++++=break
than ^in++++=than
bow ^nn++++=bow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youngest ^jjt++++=youngest,
, ^zz++++=EXTRAWORD
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
pale ^nn++++=pale
hyacinth ^np++++=hyacinth,
, ^zz++++=EXTRAWORD
delicate ^jj++++=delicate
and ^cc++++=and
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
with ^in++++=with
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
always ^rb++++=always
to ^to++++=to
listen ^vbi++++=listen
for ^in++++=for
something ^pn++++=something
beyond ^in++++=beyond
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
played ^vbd+++xvbnx+=played
with ^in++++=with
their ^pp$+pp3+++=their
curls ^nns++++=curls
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
ran ^vbd+++xvbnx+=ran
beneath ^in+pl+++=beneath
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
filled ^vbd+++xvbnx+=filled
their ^pp$+pp3+++=their
little ^jj+atrb+++=little
aprons ^nns++++=aprons
with ^in++++=with
fallen ^nn++++=fallen
blossom ^vb++++=blossom.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
snatched ^vbd+++xvbnx+=snatched
the ^ati++++=the
ribbons ^nns++++=ribbons
from ^in++++=from
their ^pp$+pp3+++=their
caps ^nns++++=caps
and ^cc++++=and
carried ^vwbn+++xvbn+=carried
them ^pp3o+pp3+++=them
into ^in++++=into
the ^ati++++=the
shrubbery ^nn+nom+++=shrubbery,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
must ^md+nec+++=must
laugh ^vb++++=laugh
and ^cc++++=and
chase ^nn++++=chase
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
it ^pp3+it+++=it
back ^jjb++++=back!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Ida ^np+++??+=Ida.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
take ^vb++++=take
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
dare ^vb++++=dare!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Johanna ^np+++??+=Johanna.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea
stood ^vbd+++xvbn+=stood
beneath ^in+pl+++=beneath
the ^ati++++=the
old ^jj+atrb+++=old
elm ^nn++++=elm
where ^wrb+who+++=where
a ^at++++=a
stork ^nn+++??+=stork
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
its ^pp$+it+++=its
nest ^nn++++=nest
upon ^in++++=upon
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
chimney ^nn++++=chimney-stack.
- ^zz++++=EXTRAWORD
stack ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
servant ^nn+nom+++=servant
boy ^nn++++=boy
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
a ^at++++=a
stone ^nn++++=stone
and ^cc++++=and
loosened ^vbd+++xvbn+=loosened
the ^ati++++=the
dry ^jj+atrb+++=dry
branches ^nns++++=branches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nest ^nn++++=nest
tilted ^vbd+++xvbn+=tilted;
; ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
birds ^nns++++=birds
clattered ^vbd+++xvbn+=clattered
their ^pp$+pp3+++=their
beaks ^nns++++=beaks
and ^cc++++=and
beat ^vb+++xvbn+=beat
their ^pp$+pp3+++=their
unfledged ^jj+atrb++xvbn+=unfledged
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
not ^xnot++not++=not
hurt ^nn+++xvbn+=hurt
them ^pp3o+pp3+++=them!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fetched ^vbd+++xvbnx+=fetched
men ^nns++++=men
from ^in++++=from
the ^ati++++=the
stable ^nn++++=stable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
begged ^vbd+++xvbn+=begged
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
brought ^vbd+++xvbnx+=brought
a ^at++++=a
ladder ^nn++++=ladder
and ^cc++++=and
bound ^jj+++xvbn+=bound
the ^ati++++=the
nest ^nn++++=nest
securely ^rb++++=securely
with ^in++++=with
rope ^nn++++=rope
and ^cc++++=and
willow ^nn++++=willow
withes ^nns+++??+=withes.
. ^zz++++=EXTRAWORD
Herr ^npt++++=Herr
Waldemar ^np+++??+=Waldemar
laughed ^vbd+++xvbn+=laughed
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
Daa ^np+++??+=Daa
troubling ^vwbg+++xvbg+=troubling
herself ^ppl+pp3+++=herself
for ^in++++=for
marsh ^nn++++=marsh
birds ^nns++++=birds!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
house ^nn++++=house,
, ^zz++++=EXTRAWORD
father ^nn++++=father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
child ^nn++++=child,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
afraid ^jj+pred+++=afraid
to ^to+jcmp+++=to
lose ^vbi++++=lose
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lady ^npt++++=lady
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
circling ^vbg+nom++xvbg+=circling
above ^jjb++++=above
the ^ati++++=the
chimney ^nn++++=chimney
and ^cc++++=and
rustled ^vbd+++xvbn+=rustled
the ^ati++++=the
stork ^nn+++??+=stork's
's ^$++++=EXTRAWORD
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
Remember ^nn+nom+++=Remember
that ^tht+vcmp+++=that
nest ^nn++++=nest.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
call ^vb++++=call
little ^ap++++=little
deeds ^nns++++=deeds
little ^ap++++=little
because ^cs+cos+++=because
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
are ^vb+ber+vrb++=are
little ^ap++++=little.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
blown ^vprf+++xvbnx+=blown
over ^in++++=over
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you:
: ^zz++++=EXTRAWORD
no ^at++++=no
kindness ^nns+nom+++=kindness
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
light ^jj++++=light
that ^dt+dem+++=that
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
outlast ^vb+++??+=outlast
a ^at++++=a
stone ^nn++++=stone
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
sorrow ^nn++++=sorrow
entered ^vbd+++xvbn+=entered
Borreby ^np+++??+=Borreby
Hall ^nn++++=Hall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
with ^in++++=with
trumpet ^nn++++=trumpet
or ^cc++++=or
drum ^nn++++=drum.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
closed ^jj+atrb++xvbn+=closed
coach ^nn++++=coach,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
physician ^nn++++=physician
who ^whp+rel+subj++=who
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
in ^in++++=in
covered ^jj+atrb++xvbn+=covered
mirrors ^nns++++=mirrors,
, ^zz++++=EXTRAWORD
whispered ^jj+atrb++xvbn+=whispered
steps ^nns++++=steps
and ^cc++++=and
a ^at++++=a
bell ^nn++++=bell
tolling ^nn+nom+++=tolling
through ^in++++=through
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lady ^npt++++=lady
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
breathed ^vprf+++xvbnx+=breathed
against ^in++++=against
her ^pp$+pp3+++=her
window ^nn++++=window
all ^rb++++=all
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Within ^in+strn+++=Within,
, ^zz++++=EXTRAWORD
the ^ati++++=the
candles ^nns++++=candles
burned ^vbd+++xvbn+=burned
low ^jj++++=low,
, ^zz++++=EXTRAWORD
the ^ati++++=the
daughters ^nns+nom+++=daughters
knelt ^vbd+++xvbn+=knelt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Herr ^npt++++=Herr
Waldemar ^np+++??+=Waldemar
stood ^vbd+++xvbn+=stood
with ^in++++=with
his ^pp$+pp3+++=his
head ^jjb++++=head
high ^jj++++=high.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
morning ^nn++++=morning
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
bowed ^vwbn+++xvbn+=bowed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
even ^rb++++=even
grief ^vb++++=grief
could ^md+pos+++=could
bend ^vb++++=bend
that ^tht+rel+++=that
stiff ^jj+atrb+++=stiff
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
coffin ^nn++++=coffin
passed ^vbd+++xvbn+=passed
between ^in++++=between
lines ^nns++++=lines
of ^in++++=of
tenants ^nns+nom+++=tenants.
. ^zz++++=EXTRAWORD
Ida ^np+++??+=Ida
wept ^vbd+++xvbn+=wept
without ^in++++=without
restraint ^nn++++=restraint.
. ^zz++++=EXTRAWORD
Johanna ^np+++??+=Johanna
bit ^nn++++=bit
her ^pp$+pp3+++=her
lip ^nn++++=lip
until ^cs+sub+++=until
it ^pp3+it+++=it
bled ^vbd+++xvbn+=bled.
. ^zz++++=EXTRAWORD
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea
clasped ^vbd+++xvbn+=clasped
her ^pp$+pp3+++=her
hands ^nns++++=hands
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Herr ^npt++++=Herr
Waldemar ^np+++??+=Waldemar
walked ^vbd+++xvbn+=walked
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
followed ^vbd+vprv++xvbnx+=followed
a ^at++++=a
queen ^nn++++=queen
to ^in++++=to
her ^pp$+pp3+++=her
throne ^nn++++=throne
rather ^rb++++=rather
than ^in++++=than
a ^at++++=a
wife ^nn++++=wife
to ^in++++=to
the ^ati++++=the
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
the ^ati++++=the
great ^jj+atrb+++=great
rooms ^nns++++=rooms
grew ^vbd+++xvbn+=grew
louder ^jjr++++=louder
and ^cc+phrs+++=and
emptier ^jjr++++=emptier.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
footstep ^nn++++=footstep
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
music ^nn++++=music,
, ^zz++++=EXTRAWORD
no ^at++++=no
hunting ^jj+atrb++xvbg+=hunting
party ^nn++++=party,
, ^zz++++=EXTRAWORD
no ^at++++=no
feast ^nn++++=feast
could ^md+pos+++=could
fill ^vb++++=fill
the ^ati++++=the
silence ^nn+nom+++=silence
it ^pp3+it+++=it
left ^vbd+++xvbn+=left.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
Waldemar ^np+++??+=Waldemar
began ^vbd+++xvbn+=began
to ^to++++=to
build ^vbi++++=build
his ^pp$+pp3+++=his
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
A ^at++++=A
war ^nn++++=war
was ^vbd+bedz+aux++=was
spoken ^vpsv++agls+xvbnx+=spoken
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
told ^vbd+vpub++xvbn+=told
of ^in++++=of
fleets ^nns++++=fleets
and ^cc++++=and
cannon ^nn++++=cannon,
, ^zz++++=EXTRAWORD
treaties ^vbz+++??+=treaties
broken ^vbd+++xvbn+=broken
and ^cc++++=and
kingdoms ^nns+nom+++=kingdoms
watchful ^jj++++=watchful.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
