In ^in++++=In
child ^nn++++=child
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
wagged ^vbd+++xvbn+=wagged
his ^pp$+pp3+++=his
tail ^nn++++=tail
cautiously ^rb++++=cautiously.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
advanced ^vbd+++xvbn+=advanced
with ^in++++=with
the ^ati++++=the
solemn ^jj+atrb+++=solemn
uncertainty ^nn++++=uncertainty
of ^in++++=of
one ^cd1++++=one
presenting ^vbg+++xvbg+=presenting
himself ^ppl+pp3+++=himself
before ^cs+sub+++=before
an ^at++++=an
official ^jj++++=official
whose ^whp+who+++=whose
powers ^nns++++=powers
were ^vbd+bed+vrb++=were
unknown ^jj+pred+++=unknown.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
beyond ^in++++=beyond
reach ^nn++++=reach
and ^cc++++=and
wagged ^vbd+++xvbn+=wagged
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
ears ^nns++++=ears
went ^vbd+++xvbn+=went
backward ^jj++++=backward
in ^in++++=in
humility ^nn+nom+++=humility,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
expressed ^vbd+vpub++xvbn+=expressed
a ^at++++=a
wish ^nn++++=wish
to ^to+ncmp+++=to
be ^vbi+vbi+aux++=be
considered ^vpsv++agls+xvbnx+=considered
harmless ^jj++++=harmless,
, ^zz++++=EXTRAWORD
amusing ^jj++++=amusing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
useful ^jj++++=useful.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
snapped ^vbd+++xvbn+=snapped
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
dog ^nn++++=dog
came ^vbd+++xvbn+=came
nearer ^rbr++++=nearer,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck
him ^pp3o+pp3+++=him
across ^in+pl+++=across
the ^ati++++=the
nose ^nn++++=nose
with ^in++++=with
the ^ati++++=the
nail ^nn++++=nail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
leaped ^vbd+++xvbn+=leaped
aside ^rp++++=aside
and ^cc++++=and
sneezed ^vbd+++xvbn+=sneezed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
child ^nn++++=child
in ^in++++=in
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
Apparently ^rb++++=Apparently
he ^pp3a+pp3+++=he
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
committed ^vprf+++xvbnx+=committed
some ^dti++++=some
breach ^nn++++=breach
of ^in++++=of
ceremony ^nn++++=ceremony.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
creeping ^vbg+++xvbg+=creeping
low ^jj++++=low,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lay ^vpsv++agls+xvbn+=lay
upon ^in++++=upon
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
white ^jj+atrb+++=white
foot ^nn++++=foot
and ^cc++++=and
three ^cd++++=three
brown ^jj+atrb+++=brown
ones ^cd1s++++=ones
were ^vbd+bed+aux++=were
folded ^vpsv++agls+xvbnx+=folded
in ^in++++=in
a ^at++++=a
peculiar ^jj+atrb+++=peculiar
manner ^nn++++=manner
above ^rb++++=above
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
formed ^vbd+++xvbnx+=formed,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
prayer ^nn++++=prayer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
laughed ^vbd+++xvbn+=laughed
and ^cc+phrs+++=and
struck ^vbd+++xvbn+=struck
at ^rb++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
scrambled ^vbd+++xvbn+=scrambled
up ^rp++++=up
and ^cc++++=and
fled ^vbd+++xvbn+=fled
six ^cd++++=six
yards ^nns++++=yards.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
tail ^nn++++=tail
resumed ^vbd+++xvbn+=resumed
its ^pp$+it+++=its
humble ^jj+atrb+++=humble
activity ^nn+nom+++=activity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
interview ^vb++++=interview
continued ^vbd+++xvbn+=continued
in ^in++++=in
this ^dt+dem+++=this
fashion ^nn++++=fashion
for ^in++++=for
some ^dti++++=some
time ^nn++++=time.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
possessed ^vbd+++xvbn+=possessed
a ^at++++=a
nail ^nn++++=nail
and ^cc++++=and
superior ^jj+atrb+++=superior
social ^jj+atrb+++=social
rank ^nn++++=rank;
; ^zz++++=EXTRAWORD
the ^ati++++=the
dog ^nn++++=dog
possessed ^vbd+++xvbn+=possessed
only ^rb+down+++=only
a ^at++++=a
desire ^nn++++=desire
for ^in++++=for
friendship ^nn+nom+++=friendship.
. ^zz++++=EXTRAWORD
The ^ati++++=The
issue ^nn++++=issue
was ^vbd+bedz+vrb++=was
never ^rb++++=never
doubtful ^jj+pred+++=doubtful.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
child ^nn++++=child
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
home ^nr++++=home.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
' ^zz++++='way,"
way ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
child ^nn++++=child,
, ^zz++++=EXTRAWORD
kicking ^vbg+++xvbg+=kicking
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
dodged ^vbd+++xvbn+=dodged
with ^in++++=with
strategic ^jj+atrb+++=strategic
ability ^nn+nom+++=ability
of ^in++++=of
a ^at++++=a
high ^jj++++=high
order ^to++++=order.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
child ^nn++++=child
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
child ^nn++++=child
walked ^vbd+++xvbn+=walked
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
followed ^vbd+vprv++xvbnx+=followed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rope ^nn++++=rope
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him
whispered ^vbd+vpub++xvbn+=whispered
over ^in++++=over
the ^ati++++=the
cobbles ^nns++++=cobbles
and ^cc++++=and
occasionally ^rb++++=occasionally
caught ^vbd+++xvbn+=caught
about ^in++++=about
a ^at++++=a
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
causing ^jj+++xvbg+=causing
him ^pp3o+pp3+++=him
to ^in++++=to
tumble ^nn++++=tumble.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
mishap ^nn++++=mishap
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fill ^vbi++++=fill
him ^pp3o+pp3+++=him
with ^in++++=with
shame ^nn++++=shame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
hurried ^vbd+++xvbnx+=hurried
forward ^rb++++=forward
contritely ^jj++++=contritely,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
apologising ^vbg+++xvbg+=apologising
for ^in++++=for
the ^ati++++=the
clumsiness ^nns+nom+++=clumsiness
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
tenement ^nn+nom+++=tenement
door ^nn++++=door
the ^ati++++=the
child ^nn++++=child
faced ^vwbn+++xvbn+=faced
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
drooped ^vbd+++xvbn+=drooped
like ^in++++=like
a ^at++++=a
plant ^nn++++=plant
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
held ^vpsv++agls+xvbnx+=held
too ^ql++++=too
near ^in+pl+++=near
a ^at++++=a
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
entered ^vbd+++xvbn+=entered
the ^ati++++=the
dark ^jj+atrb+++=dark
passage ^nn+nom+++=passage
and ^cc++++=and
began ^vbd+++xvbn+=began
the ^ati++++=the
ascent ^nn++++=ascent.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^rb++++=first
landing ^nvbg+++xvbg+=landing
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
claws ^nns++++=claws
scratching ^vwbg+++xvbg+=scratching
below ^rb++++=below.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
had ^vbd+hvd+aux++=had
ventured ^vprf+++xvbnx+=ventured
into ^in++++=into
the ^ati++++=the
stairway ^nn++++=stairway,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
its ^pp$+it+++=its
black ^jj+atrb+++=black
height ^nn++++=height
appalled ^vbd+++xvbn+=appalled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
climbed ^vbd+++xvbnx+=climbed
two ^cd++++=two
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
slipped ^j+++xvbn+=slipped
back ^jjb+atrb+++=back
one ^pn++++=one,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
entangled ^jj+++xvbn+=entangled
in ^in++++=in
the ^ati++++=the
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
uttered ^vbd+++xvbn+=uttered
a ^at++++=a
faint ^jj+atrb+++=faint
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
descended ^vbd+++xvbn+=descended
with ^in++++=with
impatience ^nn+nom+++=impatience,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
the ^ati++++=the
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragged ^vbd+++xvbn+=dragged
him ^pp3o+pp3+++=him
upward ^jjb++++=upward.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
the ^ati++++=the
dog ^nn++++=dog
entered ^vbd+++xvbn+=entered
his ^pp$+pp3+++=his
new ^jj+atrb+++=new
kingdom ^nn+nom+++=kingdom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family
occupied ^vbd+++xvbn+=occupied
two ^cd++++=two
rooms ^nns++++=rooms
on ^in++++=on
the ^ati++++=the
fifth ^nn++++=fifth
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
larger ^jjr+atrb+++=larger
room ^nn++++=room
were ^vbd+bed+vrb++=were
a ^at++++=a
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
a ^at++++=a
table ^nn++++=table
with ^in++++=with
one ^cd1++++=one
sound ^jj+atrb+++=sound
leg ^nn++++=leg,
, ^zz++++=EXTRAWORD
three ^cd++++=three
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
a ^at++++=a
mattress ^nns+nom+++=mattress,
, ^zz++++=EXTRAWORD
a ^at++++=a
heap ^nn++++=heap
of ^in++++=of
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
articles ^nns++++=articles
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
their ^pp$+pp3+++=their
original ^jj+atrb+++=original
purposes ^nns++++=purposes
without ^in++++=without
acquiring ^xvbg+++xvbg+=acquiring
new ^jj+atrb+++=new
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
A ^at++++=A
saucepan ^nn+nom+++=saucepan
rested ^vbd+++xvbn+=rested
under ^in++++=under
a ^at++++=a
leak ^nn++++=leak,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
it ^pp3+it+++=it
had ^vb+hv+aux++=had
not ^xnot++not++=not
rained ^vprf+++xvbn+=rained
for ^in++++=for
four ^cd++++=four
days ^nns++++=days.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
cabbage ^nn+nom+++=cabbage,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
older ^jjr+atrb+++=older
children ^nns++++=children
quarreled ^vbd+++xvbn+=quarreled
beside ^in+pl+++=beside
the ^ati++++=the
mattress ^nns+nom+++=mattress.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
slept ^vbd+++xvbn+=slept
in ^in++++=in
a ^at++++=a
chair ^nn++++=chair
with ^in++++=with
his ^pp$+pp3+++=his
cap ^nn++++=cap
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
mother ^npt++++=mother
demanded ^vbd+vsua++xvbn+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dog ^nn++++=dog,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
ai ^vb+be+++=ain't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
drew ^vbd+++xvbn+=drew
the ^ati++++=the
animal ^nn++++=animal
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
the ^ati++++=the
new ^jj+atrb+++=new
proprietor ^nn++++=proprietor
assumed ^vwbn+vprv++xvbn+=assumed
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
a ^at++++=a
baron ^npt++++=baron
defending ^vwbg+++xvbg+=defending
an ^at++++=an
ancestral ^jj+atrb+++=ancestral
estate ^nn++++=estate.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
peered ^vbd+++xvbn+=peered
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wagged ^vbd+++xvbnx+=wagged
at ^in++++=at
the ^ati++++=the
family ^nn++++=family,
, ^zz++++=EXTRAWORD
submitting ^vbg+++xvbg+=submitting
his ^pp$+pp3+++=his
application ^nn+nom+++=application
to ^in++++=to
each ^dt++++=each
member ^nn++++=member.
. ^zz++++=EXTRAWORD
The ^ati++++=The
older ^jjr+atrb+++=older
children ^nns++++=children
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
threw ^vbd+++xvbn+=threw
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
struck ^vbd+++xvbn+=struck
the ^ati++++=the
wall ^nn++++=wall
near ^rb++++=near
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell
instantly ^rb+tm+++=instantly
upon ^in++++=upon
his ^pp$+pp3+++=his
back ^jjb++++=back
and ^cc+phrs+++=and
arranged ^jj+++xvbn+=arranged
his ^pp$+pp3+++=his
paws ^nns+++??+=paws
in ^in++++=in
prayer ^nn++++=prayer.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
performance ^nn+nom+++=performance
pleased ^vbd+++xvbn+=pleased
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
coal ^nn++++=coal
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
sprang ^vbd+++xvbn+=sprang
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
shrieking ^vbg+++xvbg+=shrieking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
struck ^vbd+++xvbn+=struck
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
brothers ^nns+nom+++=brothers
with ^in++++=with
a ^at++++=a
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
A ^at++++=A
domestic ^jj+atrb+++=domestic
battle ^nn++++=battle
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mother ^npt++++=mother
turned ^vbd+++xvbn+=turned
from ^in++++=from
the ^ati++++=the
stove ^nn++++=stove
and ^cc++++=and
administered ^xvbn+++xvbn+=administered
blows ^nns++++=blows
impartially ^rb+cnj+++=impartially,
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
a ^at++++=a
wet ^jj+atrb+++=wet
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
woke ^vbd+++xvbn+=woke,
, ^zz++++=EXTRAWORD
cursed ^j+++xvbn+=cursed
all ^abn++++=all
present ^vb++++=present,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
to ^to++++=to
sleep ^vbi++++=sleep
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
carnival ^nn+nom+++=carnival
the ^ati++++=the
dog ^nn++++=dog
crept ^vbd+++xvbn+=crept
beneath ^in+pl+++=beneath
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
From ^in++++=From
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
watched ^vbd+++xvbnx+=watched
his ^pp$+pp3+++=his
little ^ap++++=little
monarch ^nn++++=monarch
fighting ^vwbg+++xvbg+=fighting
on ^in++++=on
his ^pp$+pp3+++=his
behalf ^nn++++=behalf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
immense ^jj+atrb+++=immense
devotion ^nn+nom+++=devotion
took ^vbd+++xvbn+=took
possession ^nn++++=possession
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
supposed ^vpsv++agls+xvbnx+=supposed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbnx+=understood
the ^ati++++=the
dispute ^nn++++=dispute
concerning ^in++++=concerning
his ^pp$+pp3+++=his
residence ^nn+nom+++=residence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
understood ^vbd+vprv++xvbnx+=understood
only ^rb+down+++=only
that ^dt+dem+++=that
the ^ati++++=the
child ^nn++++=child
stood ^vbd+++xvbn+=stood
between ^in++++=between
him ^pp3o+pp3+++=him
and ^cc++++=and
the ^ati++++=the
coal ^nn++++=coal.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
the ^ati++++=the
mother ^npt++++=mother
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
that ^dt+dem+++=that
beast ^nn++++=beast
makes ^vbz++++=makes
dirt ^nn++++=dirt,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
he ^pp3a+pp3+++=he
goes ^vbz++++=goes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
promised ^vbd+++xvbn+=promised
impossible ^jj+atrb+++=impossible
things ^nns++++=things.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
dog ^nn++++=dog
remained ^vbd+++xvbn+=remained.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
named ^vpsv++agls+xvbnx+=named
Rags ^nns++++=Rags,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
name ^nn++++=name
had ^vb+hv+aux++=had
already ^rb++splt++=already
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
a ^at++++=a
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
a ^at++++=a
doll ^nn++++=doll,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
uncle ^nn++++=uncle
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
in ^in++++=in
jail ^nn++++=jail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
tied ^vbd+++xvbn+=tied
the ^ati++++=the
rope ^nn++++=rope
to ^in++++=to
the ^ati++++=the
table ^nn++++=table
leg ^nn++++=leg
at ^in++++=at
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Rags ^nns++++=Rags
slept ^vbd+++xvbn+=slept
beneath ^in+pl+++=beneath
the ^ati++++=the
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
curled ^j+++xvbn+=curled
tightly ^rb+cnj+++=tightly,
