I ^pp1a+pp1+++=I
grey ^np++++=grey,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
austere ^jj++++=austere.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
Peel ^np++++=Peel's
's ^$++++=EXTRAWORD
handwriting ^nn++++=handwriting
had ^vb+hv+vrb++=had
the ^ati++++=the
disciplined ^jj+atrb+++=disciplined
appearance ^nn+nom+++=appearance
of ^in++++=of
having ^nn+nn+aux++=having
renounced ^vprf+++xvbn+=renounced
pleasure ^nn++++=pleasure
in ^in++++=in
youth ^nn++++=youth
and ^cc++++=and
regretted ^vbd+vprv++xvbn+=regretted
nothing ^pn++++=nothing
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
stamp ^nn++++=stamp
seemed ^vbd+seem++xvbn+=seemed
conscious ^jj++++=conscious
that ^tht+jcmp+++=that
public ^jj+atrb+++=public
expenditure ^nn++++=expenditure
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
watched ^vbd+++xvbn+=watched.
. ^zz++++=EXTRAWORD
George ^np++++=George
opened ^vbd+++xvbn+=opened
the ^ati++++=the
letter ^nn++++=letter
with ^in++++=with
a ^at++++=a
fruit ^nn++++=fruit
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Niece ^nn++++=Niece,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
read ^vbd+vprv++xvbnx+=read
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
always ^rb++++=always
begins ^vbz++++=begins
with ^in++++=with
you ^pp2+pp2+++=you
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
means ^nns++++=means
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
went ^vbd+++xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
acknowledged ^vbd+vpub++xvbn+=acknowledged
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
request ^nn++++=request
for ^in++++=for
a ^at++++=a
temporary ^jj+atrb+++=temporary
accommodation ^nn+nom+++=accommodation
of ^in++++=of
two ^cd++++=two
hundred ^cd++++=hundred
pounds ^nns++++=pounds.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
regretted ^vbd+vprv++xvbnx+=regretted
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
accede ^vb++++=accede
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
already ^rb++splt++=already
made ^vprf+++xvbnx+=made,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
five ^cd++++=five
years ^nns++++=years
of ^in++++=of
her ^pp$+pp3+++=her
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
an ^at++++=an
annual ^jj+atrb+++=annual
contribution ^nn+nom+++=contribution
of ^in++++=of
five ^cd++++=five
hundred ^cd++++=hundred
pounds ^nns++++=pounds
toward ^in++++=toward
the ^ati++++=the
maintenance ^nn+nom+++=maintenance
of ^in++++=of
her ^pp$+pp3+++=her
household ^nn++++=household.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
respected ^vbd+++xvbnx+=respected
art ^nn++++=art,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
Mary ^np++++=Mary
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
child ^nn++++=child
of ^in++++=of
his ^pp$+pp3+++=his
late ^jj+atrb+++=late
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
understood ^vprf+++xvbnx+=understood
that ^tht+vcmp+++=that
a ^at++++=a
modest ^jj+atrb+++=modest
assistance ^nn+nom+++=assistance
would ^md+prd+++=would
enable ^vb++++=enable
her ^pp$+pp3+++=her
husband ^nn++++=husband
to ^to++++=to
establish ^vbi+vprv+++=establish
himself ^ppl+pp3+++=himself
in ^in++++=in
an ^at++++=an
honourable ^jj+atrb+++=honourable
profession ^nn++++=profession.
. ^zz++++=EXTRAWORD
George ^np++++=George
paused ^vbd+++xvbn+=paused.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Mary ^np++++=Mary
glanced ^vbd+++xvbn+=glanced
around ^in++++=around
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
undeniable ^jj+pred+++=undeniable
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
established ^vprf++tht0+xvbnx+=established
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
was ^vbd+bedz+vrb++=was
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
could ^md+pos+++=could
continue ^vb++++=continue
to ^to++++=to
inhabit ^vbi++++=inhabit
the ^ati++++=the
establishment ^nn+nom+++=establishment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letter ^nn++++=letter
proceeded ^vbd+++xvbn+=proceeded.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
had ^vb+hv+aux++=had
lately ^rb+tm+splt++=lately
observed ^vprf+++xvbnx+=observed,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
London ^np++++=London
weekly ^jj++++=weekly,
, ^zz++++=EXTRAWORD
an ^at++++=an
account ^nn++++=account
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
George ^np++++=George
Peel ^np++++=Peel's
's ^$++++=EXTRAWORD
celebration ^nn+nom+++=celebration
following ^vwbg+++xvbg+=following
the ^ati++++=the
award ^nn++++=award
of ^in++++=of
the ^ati++++=the
International ^jj+atrb+++=International
Gold ^nn++++=Gold
Medal ^nn++++=Medal
for ^in++++=for
Sculpture ^nn++++=Sculpture
at ^rb++++=at
Brussels ^np++++=Brussels.
. ^zz++++=EXTRAWORD
The ^ati++++=The
report ^vb++++=report
had ^vbd+hvd+aux++=had
mentioned ^vprf+++xvbnx+=mentioned
" ^zz++++="champagne
champagne ^nn++++=EXTRAWORD
flowing ^vwbg+++xvbg+=flowing
freely ^rb++++=freely
in ^in++++=in
the ^ati++++=the
spacious ^jj+atrb+++=spacious
studio ^nn++++=studio,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
music ^nn++++=music,
, ^zz++++=EXTRAWORD
distinguished ^jj+atrb++xvbn+=distinguished
guests ^nns++++=guests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
supper ^nn++++=supper
at ^in++++=at
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
could ^md+pos+++=could
not ^xnot++not++=not
reconcile ^vb++++=reconcile
such ^abl++++=such
ostentation ^nn+nom+++=ostentation
with ^in++++=with
a ^at++++=a
request ^nn++++=request
for ^in++++=for
further ^jjb+atrb+++=further
help ^nn++++=help.
. ^zz++++=EXTRAWORD
" ^zz++++="Champagne!"
champagne ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
exclaimed ^vbd+++xvbn+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
even ^rb++++=even
good ^jj+atrb+++=good
champagne ^nn++++=champagne."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
perhaps ^rb++++=perhaps
the ^ati++++=the
strongest ^jjt+atrb+++=strongest
answer ^nn++++=answer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
shows ^vbz+vprv+tht0++=shows
the ^ati++++=the
report ^nn++++=report
was ^vbd+bedz+vrb++=was
inaccurate ^jj+pred+++=inaccurate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Georgie ^np++++=Georgie
struck ^vbd+++xvbn+=struck
the ^ati++++=the
table ^nn++++=table
with ^in++++=with
his ^pp$+pp3+++=his
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
views ^nns++++=views
upon ^in++++=upon
journalism ^nn+nom+++=journalism,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
strongly ^rb+amp+++=strongly
supported ^vbd+++xvbn+=supported
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
concluded ^vbd+vprv+tht0+xvbn+=concluded
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
five ^cd++++=five
hundred ^cd++++=hundred
pounds ^nns++++=pounds
a ^at++++=a
year ^nn++++=year
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
encourage ^nn+nom+++=encourage
habits ^nns++++=habits
neither ^rb++neg++=neither
prudent ^jj++++=prudent
nor ^cc+phrs+neg++=nor
dignified ^jj++++=dignified,
, ^zz++++=EXTRAWORD
the ^ati++++=the
allowance ^nn+nom+++=allowance
would ^md+prd+++=would
in ^in++++=in
future ^jjb++++=future
be ^vb+be+aux++=be
reduced ^vpsv++agls+xvbnx+=reduced
to ^to++++=to
three ^cd++++=three
hundred ^cd++++=hundred
pounds ^nns++++=pounds,
, ^zz++++=EXTRAWORD
payable ^jj+atrb+++=payable
quarterly ^nn++++=quarterly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remained ^vbd+++xvbnx+=remained
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
affectionate ^jj+atrb+++=affectionate
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
Peel ^nn++++=Peel.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
seconds ^nns++++=seconds
George ^np++++=George
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
letter ^nn++++=letter
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
no ^at++++=no
longer ^rbr++++=longer
gasp ^nn++++=gasp
from ^in++++=from
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ceased ^vbd+++xvbnx+=ceased
to ^to++++=to
do ^vbi++++=do
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
with ^in++++=with
cloaks ^nns+++??+=cloaks
and ^cc++++=and
swords ^nns++++=swords,
, ^zz++++=EXTRAWORD
about ^in++++=about
two ^cd++++=two
centuries ^nns++++=centuries
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
George ^np++++=George
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Well!"
well ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary
rescued ^vbd+++xvbn+=rescued
the ^ati++++=the
coffee ^nn++++=coffee-pot
- ^zz++++=EXTRAWORD
pot ^vb++++=EXTRAWORD
from ^in++++=from
Georgie ^np++++=Georgie.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do?
do ^vb+do+vrb++=EXTRAWORD
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
dear ^jj+atrb+++=dear
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
looking ^vbg+++xvbg+=looking
like ^in++++=like
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^cs+sub+++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
a ^at++++=a
crack ^nn++++=crack
in ^in++++=in
a ^at++++=a
statue ^nn++++=statue
after ^cs+sub+++=after
the ^ati++++=the
exhibition ^nn+nom+++=exhibition
had ^vbd+hvd+aux++=had
opened ^vprf+++xvbnx+=opened."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
folded ^vbd+++xvbn+=folded
the ^ati++++=the
letter ^nn++++=letter
with ^in++++=with
exaggerated ^jj+atrb++xvbn+=exaggerated
precision ^nn++++=precision.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
thirty ^cd++++=thirty-three,
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
handsome ^jj++++=handsome
in ^in++++=in
a ^at++++=a
broad ^jj++++=broad
and ^cc++++=and
rather ^rb++++=rather
unfinished ^jj+atrb+++=unfinished
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
with ^in++++=with
fair ^jj+atrb+++=fair
hair ^nn++++=hair
that ^tht+rel+subj++=that
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
the ^ati++++=the
proper ^jj+atrb+++=proper
disorder ^nn+nom+++=disorder
without ^in++++=without
assistance ^nn+nom+++=assistance.
. ^zz++++=EXTRAWORD
Critics ^nns++++=Critics
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
his ^pp$+pp3+++=his
work ^nn++++=work
vigorous ^jj++++=vigorous,
, ^zz++++=EXTRAWORD
elemental ^jj++++=elemental,
, ^zz++++=EXTRAWORD
modern ^jj++++=modern,
, ^zz++++=EXTRAWORD
classical ^jj++++=classical,
, ^zz++++=EXTRAWORD
revolutionary ^jj++++=revolutionary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
diversity ^nn+nom+++=diversity
of ^in++++=of
opinion ^nn++++=opinion
had ^vbd+hvd+aux++=had
pleased ^vprf+++xvbnx+=pleased
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
No ^at++++=No
critic ^nn++++=critic
had ^vb+hv+aux++=had
yet ^cc++++=yet
called ^vwbn+++xvbn+=called
it ^pp3+it+++=it
remunerative ^jj++++=remunerative.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
reduce ^vb++++=reduce
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
George ^np++++=George
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
morally ^rb++++=morally
reduce ^vb++++=reduce
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
reduced ^vbd+++xvbn+=reduced
it ^pp3+it+++=it
morally ^rb++++=morally.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
reduced ^vprf+++xvbnx+=reduced
it ^pp3+it+++=it
by ^in++++=by
two ^cd++++=two
hundred ^cd++++=hundred
pounds ^nns++++=pounds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
old ^jj+atrb+++=old
paragraph ^nn++++=paragraph!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
Pemberton ^np+++??+=Pemberton
not ^xnot++not++=not
to ^to++++=to
mention ^nn+nom+++=mention
the ^ati++++=the
champagne ^nn++++=champagne."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
six ^cd++++=six
people ^nns++++=people."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
must ^md+nec+++=must
keep ^vb++++=keep
himself ^ppl+pp3+++=himself
before ^in++++=before
the ^ati++++=the
public ^nn++++=public."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
his ^pp$+pp3+++=his
creditors ^nns++++=creditors?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
