Once ^rb+tm+++=Once
the ^ati++++=the
third ^od++++=third
all ^abn++++=all
Wednesday ^nr++++=Wednesday,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fourth ^od++++=fourth
all ^rb++++=all
Thursday ^nr++++=Thursday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fifth ^od++++=fifth
all ^abn++++=all
Friday ^nr++++=Friday.
. ^zz++++=EXTRAWORD
On ^in++++=On
Saturday ^nr++++=Saturday
and ^cc++++=and
Sunday ^nr++++=Sunday
they ^pp3a+pp3+++=they
all ^rb++++=all
sat ^vbd+++xvbn+=sat
round ^rb++++=round
it ^pp3+it+++=it
to ^to++++=to
keep ^vbi++++=keep
off ^rb+phrv+++=off
the ^ati++++=the
draught ^nn++++=draught.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
they ^pp3a+pp3+++=they
sat ^vbd+++xvbnx+=sat
and ^cc+phrs+++=and
sat ^vbd+++xvbn+=sat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
warmed ^vbd+++xvbn+=warmed
and ^cc+phrs+++=and
warmed ^vbd+++xvbn+=warmed,
, ^zz++++=EXTRAWORD
for ^in++++=for
five ^cd++++=five
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
five ^cd++++=five
months ^nns++++=months,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
five ^cd++++=five
days ^nns++++=days
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
crack ^jjb++++=crack
that ^dt+pdem+++=that
shook ^vbd+++xvbn+=shook
the ^ati++++=the
pans ^nns++++=pans
from ^in++++=from
the ^ati++++=the
shelf ^nn++++=shelf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fist ^nn++++=fist
broke ^vbd+++xvbn+=broke
through ^in++++=through
the ^ati++++=the
shell ^nn++++=shell.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
a ^at++++=a
head ^nn++++=head,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
two ^cd++++=two
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
a ^at++++=a
boy ^nn++++=boy
as ^in++++=as
broad ^nn++++=broad
as ^in++++=as
a ^at++++=a
chopping ^jj+++xvbg+=chopping-block
- ^zz++++=EXTRAWORD
block ^nn++++=EXTRAWORD
tumbled ^vbd+++xvbn+=tumbled
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
the ^ati++++=the
ugliest ^jjt++++=ugliest
bairn ^jj+++xvbn+=bairn
ever ^rb++++=ever
seen ^vbd+vprv++xvbn+=seen.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+aux++=was
like ^in++++=like
scorched ^vbd+++xvbn+=scorched
heather ^nn++++=heather,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
nose ^nn++++=nose
turned ^vbd+++xvbn+=turned
east ^np+pl+++=east
while ^cs+sub+++=while
his ^pp$+pp3+++=his
chin ^nn++++=chin
turned ^vbd+++xvbn+=turned
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
eye ^nn++++=eye
was ^vbd+bedz+vrb++=was
grey ^np++++=grey
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
green ^nn++++=green,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
went ^vbd+++xvbn+=went
almost ^rb+hdg+++=almost
twice ^rb++++=twice
round ^in++++=round
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
the ^ati++++=the
five ^cd++++=five
wives ^nns++++=wives
were ^vbd+bed+vrb++=were
glad ^jj+pred+++=glad.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
call ^nn++++=call
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Call
call ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him
Fairface ^np+++??+=Fairface,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="Nay,"
nay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
third ^nn++++=third,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
lie ^nn++++=lie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
then ^rn+tm+++=then
the ^ati++++=the
bairn ^nn++++=bairn
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
and ^cc++++=and
grumbled ^vbd+++xvbn+=grumbled
so ^rb++++=so
loudly ^rb++++=loudly
that ^cs+sub+++=that
soot ^nn++++=soot
fell ^vbd+++xvbn+=fell
down ^rp++++=down
the ^ati++++=the
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
swallowed ^vbd+++xvbnx+=swallowed
the ^ati++++=the
eggshell ^nn+++??+=eggshell,
, ^zz++++=EXTRAWORD
all ^abn++++=all
but ^cc++++=but
one ^cd1++++=one
splinter ^nn+nom+++=splinter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cried ^vpsv++agls+xvbn+=cried
for ^in++++=for
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
call ^vb++++=call
him ^pp3o+pp3+++=him
Grumblegizzard ^np+++??+=Grumblegizzard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
eldest ^jjt+atrb+++=eldest
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Grumblegizzard ^np+++??+=Grumblegizzard
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wives ^nns++++=wives
brought ^vbd+++xvbn+=brought
him ^pp3o+pp3+++=him
a ^at++++=a
bowl ^nn++++=bowl
of ^in++++=of
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
" ^zz++++="More,"
more ^rbr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
brought ^vbd+++xvbnx+=brought
him ^pp3o+pp3+++=him
a ^at++++=a
pan ^nn++++=pan
of ^in++++=of
brose ^np++++=brose.
. ^zz++++=EXTRAWORD
" ^zz++++="More."
more ^rbr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
brought ^vbd+++xvbnx+=brought
him ^pp3o+pp3+++=him
twelve ^cd++++=twelve
herrings ^nns++++=herrings
and ^cc++++=and
a ^at++++=a
rye ^nn++++=rye
loaf ^nn++++=loaf.
. ^zz++++=EXTRAWORD
" ^zz++++="More."
more ^rbr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
sunset ^nn++++=sunset
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
eaten ^vprf+++xvbnx+=eaten
five ^cd++++=five
pots ^nns++++=pots
of ^in++++=of
porridge ^nn++++=porridge,
, ^zz++++=EXTRAWORD
five ^cd++++=five
cheeses ^nns+nom++??+=cheeses,
, ^zz++++=EXTRAWORD
a ^at++++=a
ham ^nn++++=ham,
, ^zz++++=EXTRAWORD
two ^cd++++=two
baskets ^nns++++=baskets
of ^in++++=of
turnips ^nns++++=turnips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
leather ^nn++++=leather
strap ^nn++++=strap
off ^in+pl+++=off
the ^ati++++=the
meal ^nn++++=meal-chest.
- ^zz++++=EXTRAWORD
chest ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
wives ^nns++++=wives.
. ^zz++++=EXTRAWORD
" ^zz++++="Herrings
herrings ^nns++++=EXTRAWORD
and ^cc++++=and
brose ^np++++=brose,
, ^zz++++=EXTRAWORD
porridge ^nn++++=porridge
and ^cc++++=and
milk ^nn++++=milk,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Grumblegizzard ^np+++??+=Grumblegizzard.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
plenty ^nn++++=plenty
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
grew ^vbd+++xvbnx+=grew
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
he ^pp3a+pp3+++=he
ate ^vbd+++xvbnx+=ate.
. ^zz++++=EXTRAWORD
On ^in++++=On
Monday ^nr++++=Monday
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
tall ^jj++++=tall
as ^in++++=as
the ^ati++++=the
table ^nn++++=table;
; ^zz++++=EXTRAWORD
on ^in++++=on
Tuesday ^nr++++=Tuesday
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
tall ^jj++++=tall
as ^in++++=as
the ^ati++++=the
door ^nn++++=door;
; ^zz++++=EXTRAWORD
on ^in++++=on
Wednesday ^nr++++=Wednesday
his ^pp$+pp3+++=his
head ^nn++++=head
went ^vbd+++xvbn+=went
through ^in++++=through
the ^ati++++=the
thatch ^nn++++=thatch.
. ^zz++++=EXTRAWORD
By ^in++++=By
Friday ^nr++++=Friday
he ^pp3a+pp3+++=he
could ^md+pos+++=could
lift ^vb++++=lift
all ^abn++++=all
five ^cd++++=five
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
after ^in++++=after
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
to ^to++++=to
hunt ^vbi++++=hunt
for ^in++++=for
crumbs ^nns++++=crumbs
beneath ^in+pl+++=beneath
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wives ^nns++++=wives
baked ^vbd+++xvbn+=baked
and ^cc+phrs+++=and
boiled ^vbd+++xvbn+=boiled,
, ^zz++++=EXTRAWORD
churned ^xvbn+++xvbn+=churned
and ^cc+phrs+++=and
brewed ^xvbn+++xvbn+=brewed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
use ^nn++++=use.
. ^zz++++=EXTRAWORD
Grumblegizzard ^np+++??+=Grumblegizzard
ate ^vbd+++xvbn+=ate
them ^pp3o+pp3+++=them
out ^rp+pl+++=out
of ^in++++=of
house ^nn++++=house
and ^cc++++=and
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
swallowed ^vbd+++xvbnx+=swallowed
the ^ati++++=the
winter ^nn++++=winter
meal ^nn++++=meal,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spring ^vb++++=spring
seed ^nn++++=seed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
last ^rb++++=last
salt ^jj+atrb+++=salt
herring ^nn++++=herring
in ^in++++=in
the ^ati++++=the
tub ^nn++++=tub.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
gnawed ^vbd+++xvbnx+=gnawed
the ^ati++++=the
wooden ^jj+atrb+++=wooden
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
bairn ^j+++xvbn+=bairn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
eldest ^jjt+atrb+++=eldest
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
five ^cd++++=five
mothers ^nns+nom+++=mothers
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
stay ^vb++++=stay
till ^cs+sub+++=till
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
eat ^vb++++=eat
the ^ati++++=the
beds ^nns++++=beds
under ^in++++=under
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Grumblegizzard ^np+++??+=Grumblegizzard.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
out ^rp+pl+++=out
and ^cc++++=and
seek ^vb++++=seek
work ^nn++++=work,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
they ^pp3a+pp3+++=they.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
here ^rn+pl+++=here's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
scrip ^nn++++=scrip
with ^in++++=with
five ^cd++++=five
bannocks ^nns++++=bannocks,
, ^zz++++=EXTRAWORD
one ^pn++++=one
from ^in++++=from
each ^dt++++=each
of ^in++++=of
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Grumblegizzard ^np+++??+=Grumblegizzard
hung ^vbd+++xvbn+=hung
the ^ati++++=the
scrip ^nn++++=scrip
round ^in++++=round
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
all ^abn++++=all
five ^cd++++=five
bannocks ^nns++++=bannocks
into ^in++++=into
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
over ^in++++=over
the ^ati++++=the
fell ^nn+++xvbn+=fell.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
long ^rb++++=long
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
great ^jj+atrb+++=great
farm ^nn++++=farm
where ^wrb+who+++=where
the ^ati++++=the
goodman ^nn++++=goodman
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
scolding ^jj+++xvbg+=scolding
his ^pp$+pp3+++=his
grieve ^np++++=grieve
because ^cs+cos+++=because
twelve ^cd++++=twelve
horses ^nns++++=horses
could ^md+pos+++=could
not ^xnot++not++=not
drag ^vb++++=drag
a ^at++++=a
stone ^nn++++=stone
from ^in++++=from
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
a ^at++++=a
field ^nn++++=field.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
hire ^nn++++=hire
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Grumblegizzard ^np+++??+=Grumblegizzard.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
farmer ^nn++++=farmer.
. ^zz++++=EXTRAWORD
" ^zz++++="Eat,"
eat ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Grumblegizzard ^np+++??+=Grumblegizzard.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
work ^nn++++=work,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
enough ^qlp++++=enough
eating ^jj+++xvbg+=eating."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer
looked ^vbd+++xvbn+=looked
him ^pp3o+pp3+++=him
up ^rp++++=up
and ^cc++++=and
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
wage ^nn++++=wage
and ^cc++++=and
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
board ^nn++++=board."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Make
make ^vb++++=EXTRAWORD
the ^ati++++=the
board ^nn++++=board
for ^in++++=for
twelve ^cd++++=twelve
men ^nns++++=men,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Grumblegizzard ^np+++??+=Grumblegizzard,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
twelve ^cd++++=twelve."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
goodman ^jj+atrb+++=goodman
thought ^nn+++xvbn+=thought
this ^dt+dem+++=this
a ^at++++=a
fine ^jj+atrb+++=fine
bargain ^nn++++=bargain.
. ^zz++++=EXTRAWORD
First ^rb++++=First
he ^pp3a+pp3+++=he
set ^vbd+++xvbnx+=set
Grumblegizzard ^np+++??+=Grumblegizzard
to ^in++++=to
plough ^nn++++=plough
the ^ati++++=the
stony ^jj+atrb+++=stony
field ^nn++++=field.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
six ^cd++++=six
horses ^nns++++=horses
before ^in++++=before
the ^ati++++=the
plough ^nn++++=plough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^ppls++++=each
horse ^np++++=horse
was ^vbd+bedz+vrb++=was
as ^ql++++=as
stout ^np++++=stout
as ^ql++++=as
a ^at++++=a
church ^nn++++=church
door ^nn++++=door.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Grumblegizzard ^np+++??+=Grumblegizzard
unharnessed ^vbd+++xvbn+=unharnessed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
pull ^vb++++=pull
awry ^rb+cnj+++=awry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
the ^ati++++=the
plough ^nn++++=plough
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
it ^pp3+it+++=it
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
