At ^rb++++=At
lay ^vbd+++xvbn+=lay
golden ^jj++++=golden
across ^in+pl+++=across
the ^ati++++=the
empty ^jj+atrb+++=empty
desks ^nns++++=desks.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
raised ^jj+atrb++xvbn+=raised
windows ^nns++++=windows
entered ^vbd+++xvbn+=entered
a ^at++++=a
mild ^jj+atrb+++=mild
June ^nr++++=June
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
fragrant ^jj++++=fragrant
with ^in++++=with
clover ^nn++++=clover
and ^cc++++=and
warm ^jj+atrb+++=warm
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Kirk ^np++++=Kirk
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
cheering ^jj++++=cheering
and ^cc+phrs+++=and
frowned ^jj+++xvbn+=frowned.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
quite ^rb++++=quite
capable ^jj+pred+++=capable
of ^in++++=of
winning ^nn++++=winning
without ^in++++=without
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
played ^vprf+++xvbnx+=played
on ^in+ppvb+++=on
the ^ati++++=the
Willard ^np++++=Willard's
's ^$++++=EXTRAWORD
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
also ^rb++++=also
unreasonable ^jj+pred+++=unreasonable,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
no ^at++++=no
one ^cd1++++=one
had ^vbd+hvd+aux++=had
suggested ^vprf+++xvbnx+=suggested
that ^tht+vcmp+++=that
the ^ati++++=the
success ^nns+nom+++=success
of ^in++++=of
the ^ati++++=the
nine ^cd++++=nine
depended ^vbd+++xvbn+=depended
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
written ^vprf+++xvbnx+=written
his ^pp$+pp3+++=his
resignation ^nn+nom+++=resignation
may ^md+pos+++=may
be ^vb+be+aux++=be
pardoned ^vpsv++agls+xvbnx+=pardoned
for ^in++++=for
regarding ^in++++=regarding
all ^abn++++=all
manifestations ^nns+nom+++=manifestations
of ^in++++=of
happiness ^nns+nom+++=happiness
as ^in++++=as
slightly ^rb+down+++=slightly
personal ^jj+atrb+++=personal
insults ^nns+++??+=insults.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letter ^nn++++=letter
lay ^vbd+++xvbn+=lay
under ^in++++=under
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
enclosed ^j+++xvbn+=enclosed,
, ^zz++++=EXTRAWORD
stamped ^xvbn+++xvbn+=stamped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
addressed ^vpsv++agls+xvbn+=addressed
to ^in++++=to
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Willard ^np++++=Willard.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
brief ^jj+atrb+++=brief
document ^nn+nom+++=document,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
represented ^vbd+++xvbn+=represented
five ^cd++++=five
months ^nns++++=months
of ^in++++=of
disappointment ^nn+nom+++=disappointment,
, ^zz++++=EXTRAWORD
three ^cd++++=three
faculty ^nn++++=faculty
conferences ^nns+nom+++=conferences,
, ^zz++++=EXTRAWORD
two ^cd++++=two
interviews ^nns++++=interviews
with ^in++++=with
the ^ati++++=the
head ^jjb+atrb+++=head
master ^nn++++=master,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
threatened ^jj+atrb++xvbn+=threatened
rebellion ^nn++++=rebellion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
almost ^rb+hdg+++=almost
continuous ^jj+atrb+++=continuous
ache ^nn++++=ache
beneath ^in+pl+++=beneath
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Kirk ^np++++=Kirk's
's ^$++++=EXTRAWORD
waistcoat ^nn++++=waistcoat.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
boys ^nns++++=boys
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
" ^zz++++="Curly."
curly ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
the ^ati++++=the
name ^nn++++=name
during ^in++++=during
his ^pp$+pp3+++=his
first ^od++++=first
week ^nn++++=week,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
because ^cs+cos+++=because
his ^pp$+pp3+++=his
brown ^jj+atrb+++=brown
hair ^nn++++=hair
curled ^vbd+++xvbn+=curled
obstinately ^rb++++=obstinately
over ^in++++=over
his ^pp$+pp3+++=his
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
partly ^rb+down+++=partly
because ^cs+cos+++=because
Charles ^np++++=Charles
Kirk ^np+++??+=Kirk
was ^vbd+bedz+vrb++=was
too ^ql++++=too
dignified ^jj++++=dignified
a ^at++++=a
name ^nn++++=name
for ^in++++=for
a ^at++++=a
master ^nn++++=master
who ^whp+rel+subj++=who
looked ^vbd+++xvbn+=looked
only ^rb+down+++=only
a ^at++++=a
year ^nn++++=year
or ^cc++++=or
two ^cd++++=two
older ^jjr++++=older
than ^in++++=than
the ^ati++++=the
sixth ^od++++=sixth
form ^nn++++=form.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
twenty ^cd++++=twenty-four,
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
graduate ^nn+nom+++=graduate
of ^in++++=of
a ^at++++=a
respectable ^jj+atrb+++=respectable
college ^nn++++=college,
, ^zz++++=EXTRAWORD
an ^at++++=an
excellent ^jj+atrb+++=excellent
Greek ^jj+atrb+++=Greek
scholar ^nn++++=scholar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
competent ^jj+atrb+++=competent
instructor ^nn++++=instructor
in ^in++++=in
German ^nn++++=German.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
possessed ^vbd+++xvbnx+=possessed
a ^at++++=a
mild ^jj+atrb+++=mild
disposition ^nn+nom+++=disposition,
, ^zz++++=EXTRAWORD
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
more ^rbr++++=more
natural ^jj+atrb+++=natural
inclination ^nn+nom+++=inclination
toward ^in++++=toward
tyranny ^nn++++=tyranny
than ^in++++=than
a ^at++++=a
canary ^nn++++=canary.
. ^zz++++=EXTRAWORD
Unfortunately ^rb+cnj+++=Unfortunately,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
his ^pp$+pp3+++=his
career ^nn++++=career
at ^in++++=at
Willard ^np++++=Willard's
's ^vbz+bez+vrb++0=EXTRAWORD
by ^in++++=by
attempting ^vb+++xvbg+=attempting
to ^to+vcmp+++=to
become ^vbi++++=become
an ^at++++=an
iron ^nn++++=iron-heeled
- ^zz++++=EXTRAWORD
heeled ^vbd+++xvbn+=EXTRAWORD
despot ^nn++++=despot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beginning ^jj+++xvbg+=beginning
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
simple ^jj++++=simple.
. ^zz++++=EXTRAWORD
Willard ^np++++=Willard's
's ^$++++=EXTRAWORD
'd ^md+prd+vrb++=had
a ^at++++=a
tradition ^nn+nom+++=tradition
concerning ^in++++=concerning
new ^jj+atrb+++=new
masters ^nns+nom+++=masters.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
evening ^nn++++=evening
of ^in++++=of
a ^at++++=a
new ^jj+atrb+++=new
instructor ^nn++++=instructor's
's ^$++++=EXTRAWORD
residence ^nn+nom+++=residence,
, ^zz++++=EXTRAWORD
certain ^jj+atrb+++=certain
bold ^jj+atrb+++=bold
spirits ^nns++++=spirits
visited ^vbd+++xvbn+=visited
his ^pp$+pp3+++=his
room ^nn++++=room
in ^in++++=in
disguise ^nn++++=disguise,
, ^zz++++=EXTRAWORD
removed ^xvbn+++xvbn+=removed
such ^abl++++=such
articles ^nns++++=articles
as ^ql++++=as
could ^md+pos+++=could
be ^vb+be+aux++=be
carried ^vpsv++agls+xvbnx+=carried
conveniently ^rb+cnj+++=conveniently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^vpsv++agls+xvbn+=left
in ^in++++=in
exchange ^nn++++=exchange
a ^at++++=a
large ^jj+atrb+++=large
placard ^nn+++??+=placard
bearing ^vwbg+++xvbg+=bearing
the ^ati++++=the
words ^nns++++=words:
: ^zz++++=EXTRAWORD
" ^zz++++="WELCOME
welcome ^jj++++=EXTRAWORD
To ^to+jcmp+++=TO
The ^ati++++=THE
Faculty ^nn++++=FACULTY."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sensible ^jj+atrb+++=Sensible
masters ^nns+nom+++=masters
permitted ^vbd+++xvbn+=permitted
the ^ati++++=the
ceremony ^nn++++=ceremony
to ^to++++=to
run ^vbi++++=run
its ^pp$+it+++=its
harmless ^jj+atrb+++=harmless
course ^nn++++=course.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
sensible ^jj+atrb+++=sensible
masters ^nns+nom+++=masters
provided ^vbd+vsua++xvbn+=provided
cake ^nn++++=cake.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
historic ^jj+atrb+++=historic
master ^nn++++=master
had ^vbd+hvd+aux++=had
joined ^vprf+++xvbnx+=joined
the ^ati++++=the
intruders ^nns+nom+++=intruders
and ^cc++++=and
helped ^vbd+++xvbn+=helped
them ^pp3o+pp3+++=them
lower ^jjr++++=lower
his ^pp$+pp3+++=his
own ^ap++++=own
mattress ^nns+nom+++=mattress
from ^in++++=from
a ^at++++=a
second ^od++++=second-story
- ^zz++++=EXTRAWORD
story ^nn++++=EXTRAWORD
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Curly ^jj++++=Curly
knew ^vbd+vprv++xvbn+=knew
nothing ^pn++++=nothing
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Finding ^vbg+++xvbg+=Finding
at ^rb++++=at
eleven ^cd++++=eleven
o'clock ^rb++++=o'clock
that ^cs+sub+++=that
six ^cd++++=six
masked ^xvbn+++xvbn+=masked
persons ^nns++++=persons
were ^vbd+bed+aux++=were
departing ^vbg+++xvbgx+=departing
with ^in++++=with
his ^pp$+pp3+++=his
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
framed ^jj+atrb++xvbn+=framed
photograph ^nn++++=photograph
of ^in++++=of
the ^ati++++=the
Parthenon ^np+++??+=Parthenon,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pursued ^vbd+++xvbnx+=pursued
them ^pp3o+pp3+++=them
down ^in++++=down
the ^ati++++=the
corridor ^nn++++=corridor.
. ^zz++++=EXTRAWORD
Being ^vbg+beg++xvbg+=Being
young ^jj++++=young,
, ^zz++++=EXTRAWORD
active ^jj++++=active,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thoroughly ^rb+amp+++=thoroughly
indignant ^jj++++=indignant,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
two ^cd++++=two.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captured ^jj+atrb++xvbn+=captured
marauders ^nns+nom+++=marauders
were ^vbd+bed+vrb++=were
James ^np++++=James
Turner ^np++++=Turner,
, ^zz++++=EXTRAWORD
captain ^npt++++=captain
of ^in++++=of
the ^ati++++=the
baseball ^nn++++=baseball
nine ^cd++++=nine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Philip ^np++++=Philip
Larkin ^np+++??+=Larkin,
, ^zz++++=EXTRAWORD
president ^npt++++=president
of ^in++++=of
the ^ati++++=the
sixth ^od++++=sixth
form ^nn++++=form.
. ^zz++++=EXTRAWORD
Curly ^jj++++=Curly
reported ^jj+++xvbn+=reported
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
faculty ^nn++++=faculty,
, ^zz++++=EXTRAWORD
startled ^xvbn+++xvbn+=startled
by ^in++++=by
such ^abl++++=such
zeal ^nn++++=zeal
and ^cc++++=and
unable ^jj++++=unable
to ^to+jcmp+++=to
retreat ^vb++++=retreat
without ^in++++=without
surrendering ^xvbg+++xvbg+=surrendering
its ^pp$+it+++=its
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
both ^abx++++=both
boys ^nns++++=boys
on ^in++++=on
strict ^jj+atrb+++=strict
probation ^nn+nom+++=probation
for ^in++++=for
a ^at++++=a
month ^nn++++=month
and ^cc++++=and
deprived ^vwbn+++xvbn+=deprived
them ^pp3o+pp3+++=them
of ^in++++=of
several ^ap++++=several
cherished ^jj+atrb++xvbn+=cherished
privileges ^nns++++=privileges.
. ^zz++++=EXTRAWORD
The ^ati++++=The
school ^npl++++=school
decided ^vbd+vprv++xvbn+=decided
at ^rb++++=at
once ^rb"+tm+++=once
that ^cs+sub+++=that
Curly ^jj+atrb+++=Curly
Kirk ^np+++??+=Kirk
was ^vbd+bedz+vrb++=was
a ^at++++=a
tyrant ^nn++++=tyrant.
. ^zz++++=EXTRAWORD
The ^ati++++=The
faculty ^nn++++=faculty,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
punished ^vprf+++xvbnx+=punished
the ^ati++++=the
culprits ^nns++++=culprits,
, ^zz++++=EXTRAWORD
decided ^j+++xvbn+=decided
more ^rbr++++=more
slowly ^rb++++=slowly
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
lacked ^vbd+++xvbnx+=lacked
judgment ^nn+nom+++=judgment.
. ^zz++++=EXTRAWORD
Large ^jj+atrb+++=Large
bodies ^nns++++=bodies
move ^vb++++=move
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
when ^wrb+who+++=when
composed ^jj+++xvbn+=composed
of ^in++++=of
educators ^nns++++=educators;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
once ^rb+tm+++=once
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
formed ^vprf+++xvbnx+=formed
an ^at++++=an
opinion ^nn++++=opinion,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
possess ^nns+nom+++=possess
considerable ^jj+atrb+++=considerable
momentum ^nn++++=momentum.
. ^zz++++=EXTRAWORD
Curly ^jj++++=Curly
might ^md+pos+++=might
yet ^rb++++=yet
have ^vb+hv+aux++=have
recovered ^vprf+++xvbnx+=recovered.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
wounded ^xvbn+++xvbn+=wounded
by ^in++++=by
the ^ati++++=the
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
resentment ^nn+nom+++=resentment
and ^cc++++=and
embarrassed ^vpsv++by+xvbn+=embarrassed
by ^in++++=by
the ^ati++++=the
faculty ^nn++++=faculty's
's ^$++++=EXTRAWORD
coolness ^nns+nom+++=coolness,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
increased ^vbd+++xvbnx+=increased
his ^pp$+pp3+++=his
severity ^nn+nom+++=severity.
. ^zz++++=EXTRAWORD
Whispering ^xvbg+++xvbg+=Whispering
became ^vbd+++xvbn+=became
insubordination ^nn+nom+++=insubordination.
. ^zz++++=EXTRAWORD
An ^at++++=An
ink ^nn++++=ink
pellet ^nn++++=pellet
became ^vbd+++xvbn+=became
an ^at++++=an
assault ^nn++++=assault
upon ^in++++=upon
constituted ^vbd+++xvbn+=constituted
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
boys ^nns++++=boys
who ^whp+rel+subj++=who
arrived ^vbd+++xvbn+=arrived
late ^jj++++=late
for ^in++++=for
German ^nn++++=German
spent ^vbd+++xvbn+=spent
a ^at++++=a
Saturday ^nr++++=Saturday
afternoon ^nn++++=afternoon
writing ^vwbg+++xvbg+=writing
irregular ^nn++++=irregular
verbs ^nns++++=verbs;
; ^zz++++=EXTRAWORD
three ^cd++++=three
of ^in++++=of
them ^pp3o+pp3+++=them
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
delayed ^vpsv++by+xvbnx+=delayed
by ^in++++=by
carrying ^xvbg+++xvbg+=carrying
an ^at++++=an
injured ^jj+atrb++xvbn+=injured
schoolmate ^nn+nom+++=schoolmate
to ^in++++=to
the ^ati++++=the
infirmary ^npl+nom+++=infirmary.
. ^zz++++=EXTRAWORD
The ^ati++++=The
explanation ^nn+nom+++=explanation
reached ^vbd+++xvbn+=reached
Curly ^jj++++=Curly
only ^rb+down+++=only
after ^cs+sub+++=after
punishment ^nn+nom+++=punishment
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
imposed ^vpsv++agls+xvbnx+=imposed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pride ^nn++++=pride
prevented ^vbd+++xvbn+=prevented
him ^pp3o+pp3+++=him
from ^in++++=from
withdrawing ^xvbg+++xvbg+=withdrawing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
classroom ^nn++++=classroom
became ^vbd+++xvbn+=became
orderly ^jj++++=orderly,
, ^zz++++=EXTRAWORD
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hateful ^jj++++=hateful.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys
obeyed ^vbd+++xvbn+=obeyed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
obeyed ^vbd+++xvbnx+=obeyed
as ^ql++++=as
prisoners ^nns+nom+++=prisoners
obey ^vb++++=obey
a ^at++++=a
warder ^nn++++=warder.
. ^zz++++=EXTRAWORD
Jokes ^nns++++=Jokes
ceased ^vbd+++xvbn+=ceased
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
approached ^vbd+++xvbnx+=approached.
. ^zz++++=EXTRAWORD
Groups ^nns++++=Groups
divided ^vwbn+++xvbn+=divided
to ^to++++=to
let ^vbi++++=let
him ^pp3o+pp3+++=him
pass ^nn++++=pass.
. ^zz++++=EXTRAWORD
At ^in++++=At
table ^nn++++=table,
, ^zz++++=EXTRAWORD
conversation ^nn+nom+++=conversation
on ^in++++=on
either ^dtx++++=either
side ^nn++++=side
of ^in++++=of
him ^pp3o+pp3+++=him
developed ^vbd+++xvbn+=developed
an ^at++++=an
extraordinary ^jj+atrb+++=extraordinary
interest ^nn++++=interest
in ^in++++=in
salt ^nn++++=salt-cellars
- ^zz++++=EXTRAWORD
cellars ^nns++++=EXTRAWORD
and ^cc++++=and
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
younger ^jjr+atrb+++=younger
masters ^nns+nom+++=masters,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
might ^md+pos+++=might
have ^vb+hv+aux++=have
aided ^vprf+++xvbnx+=aided
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
his ^pp$+pp3+++=his
stiffness ^nns+nom+++=stiffness
uninviting ^vwbg+++xvbg+=uninviting.
. ^zz++++=EXTRAWORD
By ^in++++=By
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
Curly ^np++++=Curly's
's ^$++++=EXTRAWORD
failure ^nn++++=failure
was ^vbd+bedz+vrb++=was
a ^at++++=a
recognized ^jj+atrb++xvbn+=recognized
institutional ^jj+atrb+++=institutional
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
fate ^nn++++=fate
threw ^vbd+++xvbn+=threw
him ^pp3o+pp3+++=him
a ^at++++=a
sop ^nn++++=sop
and ^cc++++=and
concealed ^vbd+++xvbn+=concealed
a ^at++++=a
hook ^nn++++=hook
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
nine ^cd++++=nine
were ^vbd+bed+aux++=were
discovered ^vpsv++agls+xvbnx+=discovered
returning ^vbg+++xvbg+=returning
after ^in++++=after
hours ^nns++++=hours
from ^in++++=from
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
Curly ^jj++++=Curly,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
master ^nn++++=master
on ^in++++=on
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
intercepted ^j+++xvbn+=intercepted
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
vicious ^jj+atrb+++=vicious
boys ^nns++++=boys;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
for ^in+ppvb+++=for
strawberries ^nns++++=strawberries
and ^cc++++=and
remained ^vpsv++agls+xvbn+=remained
for ^in++++=for
a ^at++++=a
moving ^jj+++xvbg+=moving-picture
- ^zz++++=EXTRAWORD
picture ^nn++++=EXTRAWORD
show ^nn++++=show.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
rules ^nns++++=rules
were ^vbd+bed+vrb++=were
rules ^nns++++=rules,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Curly ^jj++++=Curly,
, ^zz++++=EXTRAWORD
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
regard ^vbi++++=regard
mercy ^nn++++=mercy
as ^in++++=as
a ^at++++=a
form ^nn++++=form
of ^in++++=of
cowardice ^nn++++=cowardice.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reported ^vbd+vpub++xvbnx+=reported
all ^abn++++=all
four ^cd++++=four.
. ^zz++++=EXTRAWORD
The ^ati++++=The
faculty ^nn++++=faculty
placed ^vwbn+++xvbn+=placed
them ^pp3o+pp3+++=them
on ^in++++=on
probation ^nn+nom+++=probation.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Willard ^np++++=Willard
not ^xnot++not++=not
intervened ^vbd+++xvbn+=intervened,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
forbidden ^vpsv++agls+xvbnx+=forbidden
to ^to+vcmp+++=to
play ^vbi++++=play
in ^in++++=in
the ^ati++++=the
championship ^nn+nom+++=championship
game ^nn++++=game.
. ^zz++++=EXTRAWORD
The ^ati++++=The
school ^nn++++=school
never ^rb++++=never
learned ^vprf+++xvbn+=learned
that ^tht+vcmp+++=that
Curly ^jj++++=Curly
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
in ^in++++=in
their ^pp$+pp3+++=their
favor ^nn++++=favor
at ^in++++=at
