Old ^jj+atrb+++=Old
. ^zz++++=EXTRAWORD
Every ^at++++=Every
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Sam ^nn++++=Sam
returned ^vbd+++xvbn+=returned
from ^in++++=from
work ^nn++++=work,
, ^zz++++=EXTRAWORD
Aggie ^np+++??+=Aggie
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
the ^ati++++=the
same ^ap++++=same
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle,
, ^zz++++=EXTRAWORD
any ^dti++++=any
noos ^vbz+++??+=noos?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aggie ^np+++??+=Aggie
was ^vbd+bedz+vrb++=was
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
and ^cc++++=and
earnest ^nn++++=earnest,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
face ^nn++++=face
like ^in++++=like
a ^at++++=a
dumpling ^np+nom+++=dumpling
waiting ^vb+++xvbg+=waiting
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
a ^at++++=a
stew ^nn+++??+=stew.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
Norwich ^np++++=Norwich
twice ^rb++++=twice
and ^cc++++=and
Yarmouth ^np++++=Yarmouth
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
experience ^nn+nom+++=experience
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
her ^pp$+pp3+++=her
a ^at++++=a
taste ^nn++++=taste
for ^in++++=for
events ^nns++++=events.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
read ^vbd+vprv++xvbnx+=read
the ^ati++++=the
newspaper ^nn+nom+++=newspaper
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
could ^md+pos+++=could
get ^vb++++=get
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
followed ^j+++xvbn+=followed
the ^ati++++=the
war ^nn++++=war
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
a ^at++++=a
cracked ^nn++++=cracked
map ^vb++++=map
pinned ^vwbn+++xvbn+=pinned
beside ^in+pl+++=beside
the ^ati++++=the
dresser ^nn++++=dresser,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
places ^nns++++=places
called ^vbd+++xvbn+=called
Ypres ^np+++??+=Ypres,
, ^zz++++=EXTRAWORD
Arras ^np+++??+=Arras
and ^cc++++=and
Verdun ^np+++??+=Verdun
were ^vbd+bed+vrb++=were
important ^jj+pred+++=important,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
always ^rb++++=always
certain ^jj++++=certain
which ^whp+who+++=which
side ^nn++++=side
owned ^vbd+++xvbn+=owned
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
disliked ^vbd+++xvbn+=disliked
her ^pp$+pp3+++=her
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Noos?"
noos ^vbz+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
off ^in+pl+++=off
his ^pp$+pp3+++=his
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
noos ^nns+++??+=noos
should ^md+nec+++=should
there ^ex+pex+++=there
be ^vb+be+vrb++=be?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
seen ^vbd+vprv++xvbnx+=seen
Habbage ^np+nom+++=Habbage's
's ^$++++=EXTRAWORD
red ^jj+atrb+++=red
cow ^nn++++=cow
in ^in++++=in
the ^ati++++=the
hedge ^nn++++=hedge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
bea ^np++++=bean't
n't ^xnot++not++0=EXTRAWORD
noos ^nns+++??+=noos.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
allus ^nns+++??+=allus
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Or ^cc++++=Or
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
carrier ^nn++++=carrier's
's ^$++++=EXTRAWORD
cart ^nn++++=cart,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
young ^jj+atrb+++=young
Willie ^np++++=Willie
Pott ^np+++??+=Pott
firing ^vwbg+++xvbg+=firing
stones ^nns++++=stones
at ^in++++=at
a ^at++++=a
rook ^nn+++??+=rook,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Flegg ^np++++=Flegg
hanging ^vwbg+++xvbg+=hanging
out ^rp+pl+++=out
washing ^nvbg+++xvbg+=washing
in ^in++++=in
weather ^nn++++=weather
no ^at++++=no
sensible ^jj+atrb+++=sensible
woman ^nn++++=woman
would ^md+prd+++=would
have ^vb+hv+aux++=have
trusted ^vprf+++xvbnx+=trusted.
. ^zz++++=EXTRAWORD
Aggie ^np+++??+=Aggie
accepted ^vbd+vprv++xvbn+=accepted
these ^dt+dem+++=these
things ^nns++++=things
as ^in++++=as
modest ^jj+atrb+++=modest
contributions ^nns+nom+++=contributions
to ^in++++=to
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
the ^ati++++=the
parish ^nn++++=parish,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Sam ^np++++=Sam
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
News ^nn++++=News,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
opinion ^nn++++=opinion,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
town ^nn++++=town
invention ^nn+nom+++=invention.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
railway ^nn++++=railway
stations ^nns+nom+++=stations,
, ^zz++++=EXTRAWORD
public ^jj+atrb+++=public
houses ^nns++++=houses
and ^cc++++=and
people ^nns++++=people
with ^in++++=with
clean ^jj+atrb+++=clean
collars ^nns++++=collars.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
ever ^rb++++=ever
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
a ^at++++=a
farm ^nn++++=farm
labourer ^nn+nom+++=labourer
except ^in++++=except
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
work ^nn++++=work
and ^cc++++=and
the ^ati++++=the
occasional ^jj+atrb+++=occasional
failure ^nn++++=failure
of ^in++++=of
a ^at++++=a
bootlace ^nn+++??+=bootlace.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
war ^nn++++=war
had ^vbd+hvd+aux++=had
disappointed ^vprf+++xvbnx+=disappointed
Aggie ^np+++??+=Aggie
in ^in++++=in
this ^dt+dem+++=this
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
made ^vbd+++xvbn+=made
itself ^ppl++++=itself
heard ^vbd+vprv++xvbn+=heard
on ^in++++=on
distant ^jj+atrb+++=distant
nights ^nns++++=nights
as ^in++++=as
a ^at++++=a
dull ^nn++++=dull
muttering ^vwbg+++xvbg+=muttering
over ^in++++=over
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
soldiers ^nns+nom+++=soldiers
marched ^vbd+++xvbn+=marched
through ^in++++=through
the ^ati++++=the
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
cigarette ^nn+nom+++=cigarette
ends ^nns++++=ends
and ^cc++++=and
romantic ^jj+atrb+++=romantic
impressions ^nns++++=impressions
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Aeroplanes ^nns+nom+++=Aeroplanes
passed ^vbd+++xvbn+=passed
high ^np++++=high
overhead ^jjb++++=overhead
like ^in++++=like
bad ^jj++++=bad-tempered
- ^zz++++=EXTRAWORD
tempered ^vwbn+++xvbn+=EXTRAWORD
beetles ^nns+++??+=beetles.
. ^zz++++=EXTRAWORD
Prices ^nns++++=Prices
rose ^vbd+++xvbn+=rose;
; ^zz++++=EXTRAWORD
beer ^nn++++=beer
weakened ^vbd+++xvbn+=weakened;
; ^zz++++=EXTRAWORD
tobacco ^nn++++=tobacco
became ^vbd+++xvbn+=became
difficult ^jj++++=difficult;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Habbage ^np+nom+++=Habbage
complained ^vbd+vpub++xvbn+=complained
more ^rbr++++=more
steadily ^rb++++=steadily
than ^in++++=than
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Sam ^nn++++=Sam
maintained ^vbd+vpub++xvbn+=maintained
that ^tht+vcmp+++=that
these ^dt+pdem+++=these
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
events ^nns++++=events.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
whole ^jj+atrb+++=whole
war ^nn++++=war,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="bean't
bea ^np++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
much ^rb++++=much
but ^cc++++=but
a ^at++++=a
plaguey ^nn+++??+=plaguey
noosance ^nn+nom+++=noosance
got ^vbd+++xvbn+=got
up ^rp++++=up
by ^in++++=by
furriners ^nns+nom+++=furriners.
. ^zz++++=EXTRAWORD
Spoils ^np+++??+=Spoils
trade ^nn++++=trade,
, ^zz++++=EXTRAWORD
takes ^vbz++++=takes
the ^ati++++=the
young ^jj+atrb+++=young
chaps ^nns++++=chaps,
, ^zz++++=EXTRAWORD
frightens ^nns+++??+=frightens
the ^ati++++=the
hens ^nns++++=hens
and ^cc++++=and
puts ^vbz++++=puts
thruppence ^nn+nom+++=thruppence
on ^in++++=on
shag ^nn+++??+=shag.
. ^zz++++=EXTRAWORD
Call ^vb++++=Call
that ^dt+pdem+++=that
noos ^vbz+++??+=noos
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
loike ^nn+++??+=loike.
. ^zz++++=EXTRAWORD
Oi ^uh++++=Oi
call ^vb++++=call
it ^pp3+it+++=it
foolishness ^nns+nom+++=foolishness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aggie ^np+++??+=Aggie
had ^vb+hv+vrb++=had
a ^at++++=a
photograph ^nn++++=photograph
of ^in++++=of
a ^at++++=a
soldier ^nn++++=soldier
named ^vbd+++xvbn+=named
Albert ^np++++=Albert
on ^in++++=on
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece.
. ^zz++++=EXTRAWORD
Albert ^np++++=Albert
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
to ^in++++=to
her ^pp$+pp3+++=her
twice ^rb++++=twice
from ^in++++=from
France ^np++++=France
and ^cc++++=and
once ^rb+tm+++=once
from ^in++++=from
somewhere ^rb++++=somewhere
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
permitted ^vbd+++xvbn+=permitted
to ^to+vcmp+++=to
mention ^nn+nom+++=mention.
. ^zz++++=EXTRAWORD
In ^in++++=In
each ^dt++++=each
letter ^nn++++=letter
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
" ^zz++++="in
in ^in++++=EXTRAWORD
the ^ati++++=the
pink ^nn++++=pink,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
Aggie ^np+++??+=Aggie
therefore ^rb+cnj+++=therefore
imagined ^vbd+vprv++xvbn+=imagined
the ^ati++++=the
British ^jj+atrb+++=British
Army ^nn++++=Army
moving ^vwbg+++xvbg+=moving
about ^in++++=about
the ^ati++++=the
Continent ^nn++++=Continent
in ^in++++=in
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
rosy ^jj+atrb+++=rosy
glow ^nn++++=glow.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
supposed ^vbd+++xvbnx+=supposed
that ^tht+vcmp+++=that
Uncle ^npt++++=Uncle
Sam ^nn++++=Sam
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
by ^in++++=by
keeping ^xvbg+++xvbg+=keeping
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
open ^jj++++=open,
, ^zz++++=EXTRAWORD
discover ^nn+nom+++=discover
some ^dti++++=some
item ^nn++++=item
equally ^rb++++=equally
worthy ^jj++++=worthy
of ^in++++=of
correspondence ^nn+nom+++=correspondence.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Sam ^np++++=Sam's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
sharp ^jj++++=sharp
enough ^qlp++++=enough
for ^in++++=for
weeds ^nns++++=weeds,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
interested ^jj++++=interested
in ^in++++=in
history ^nn++++=history.
. ^zz++++=EXTRAWORD
On ^in++++=On
a ^at++++=a
certain ^jj+atrb+++=certain
morning ^nn++++=morning
in ^in++++=in
late ^jj+atrb+++=late
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
Aggie ^np+++??+=Aggie
put ^vbd+++xvbn+=put
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
cheese ^nn++++=cheese
and ^cc++++=and
two ^cd++++=two
onions ^nns++++=onions
into ^in++++=into
his ^pp$+pp3+++=his
tin ^nn++++=tin,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
the ^ati++++=the
tin ^nn++++=tin
in ^in++++=in
a ^at++++=a
red ^jj+atrb+++=red
handkerchief ^nn++++=handkerchief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
her ^pp$+pp3+++=her
question ^nn+nom+++=question
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
even ^rb++splt++=even
left ^vprf+++xvbnx+=left
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
noos ^nns+++??+=noos
today ^nr+tm+++=today,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
Oi ^uh++++=Oi
know ^vb+vprv+++=know
afore ^in++++=afore
it ^pp3+it+++=it
happen ^vb+++??+=happen?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
might ^md+pos+++=might
bring ^vb++++=bring
some ^dti++++=some
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oi'll
oi ^uh++++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bring ^vb++++=bring
home ^nr++++=home
what ^wdt+who+++=what
Oi ^uh++++=Oi
take ^vb++++=take
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
Oi ^uh++++=Oi
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
eat ^vb++++=eat
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb+vprv+tht0++=mean
something ^pn++++=something
interesting ^jj++++=interesting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
settled ^vbd+++xvbn+=settled
his ^pp$+pp3+++=his
cap ^nn++++=cap
upon ^in++++=upon
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Oi
oi ^uh++++=EXTRAWORD
got ^vbd+++xvbn+=got
seventeen ^cd++++=seventeen
rows ^nns++++=rows
of ^in++++0=o'
tarnips ^nns+++??+=tarnips
to ^in++++=to
thin ^jj++++=thin.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
interesting ^jj++++=interesting,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
come ^vb++++=come
and ^cc++++=and
do ^vb+do+vrb++=do
eight ^cd++++=eight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aggie ^np+++??+=Aggie
sighed ^vbd+++xvbn+=sighed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
notice ^vb+vprv+++=notice
anything ^pn++++=anything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oi
oi ^uh++++=EXTRAWORD
notice ^vb+vprv+++=notice
what ^wdt+who+whcl++=what
wants ^vbz++++=wants
noticin ^nn+++??+=noticin'."
'." ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
with ^in++++=with
his ^pp$+pp3+++=his
hoe ^vb++++=hoe
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
leaving ^jj+++xvbg+=leaving
her ^pp3o+pp3+++=her
to ^in++++=to
the ^ati++++=the
breakfast ^nn++++=breakfast
things ^nns++++=things
and ^cc++++=and
the ^ati++++=the
latest ^nn++++=latest
report ^vb++++=report
from ^in++++=from
the ^ati++++=the
Western ^jj++++=Western
Front ^jjb++++=Front.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
wide ^jj++++=wide,
, ^zz++++=EXTRAWORD
shining ^vbg+++xvbg+=shining
Norfolk ^np++++=Norfolk
mornings ^nns++++=mornings
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
sky ^nn++++=sky
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
have ^vbi++++=have
bought ^vprf+++xvbn+=bought
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
land ^nn++++=land
and ^cc++++=and
then ^rn+tm+++=then
forgotten ^vbd+vprv++xvbn+=forgotten
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
thin ^jj+atrb+++=thin
sea ^nn++++=sea
mist ^nn++++=mist
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
hollows ^nns++++=hollows.
. ^zz++++=EXTRAWORD
Above ^jjb++++=Above
it ^pp3+it+++=it
the ^ati++++=the
fields ^nns++++=fields
rolled ^vbd+++xvbn+=rolled
broad ^jj++++=broad
and ^cc++++=and
green ^nn++++=green,
, ^zz++++=EXTRAWORD
divided ^xvbn+++xvbn+=divided
by ^in++++=by
hedges ^nns++++=hedges,
, ^zz++++=EXTRAWORD
ditches ^nns++++=ditches
and ^cc++++=and
dusty ^jj+atrb+++=dusty
lanes ^nns++++=lanes.
. ^zz++++=EXTRAWORD
Larks ^np+++??+=Larks
climbed ^vbd+++xvbn+=climbed
into ^in++++=into
the ^ati++++=the
pale ^nn++++=pale
blue ^jj++++=blue
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
Insects ^nns++++=Insects
shone ^vbd+++xvbn+=shone
over ^in++++=over
the ^ati++++=the
wet ^jj+atrb+++=wet
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
a ^at++++=a
windmill ^np++++=windmill
turned ^vbd+++xvbn+=turned
with ^in++++=with
the ^ati++++=the
slow ^jj+atrb+++=slow
dignity ^nn+nom+++=dignity
of ^in++++=of
a ^at++++=a
person ^nn++++=person
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
paid ^vpsv++by+xvbnx+=paid
by ^in++++=by
the ^ati++++=the
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
walked ^vbd+++xvbn+=walked
two ^cd++++=two
miles ^nns++++=miles
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Habbage ^np+nom+++=Habbage's
's ^$++++=EXTRAWORD
turnip ^nn++++=turnip
field ^nn++++=field.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
once ^rb+tm+++=once
to ^to++++=to
fill ^vbi++++=fill
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
and ^cc++++=and
once ^rb+tm+++=once
to ^to++++=to
observe ^vbi+vprv+++=observe
a ^at++++=a
