By ^in++++=By
the ^ati++++=the
keeper ^nn++++=keeper's
's ^$++++=EXTRAWORD
cottage ^nn+nom+++=cottage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
brass ^nn++++=brass
telescope ^nn++++=telescope
from ^in++++=from
the ^ati++++=the
shelf ^nn++++=shelf.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
western ^jj+atrb+++=western
window ^nn++++=window
she ^pp3a+pp3+++=she
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
house ^nn++++=house
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
porch ^nn++++=porch
sagged ^vbd+++xvbn+=sagged.
. ^zz++++=EXTRAWORD
Curtains ^nns++++=Curtains
drifted ^vbd+++xvbn+=drifted
behind ^in+pl+++=behind
the ^ati++++=the
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
breeze ^nn++++=breeze
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
A ^at++++=A
red ^jj+atrb+++=red
bucket ^nn++++=bucket
hung ^vbd+++xvbn+=hung
from ^in++++=from
the ^ati++++=the
well ^rb++++=well
beside ^in+pl+++=beside
the ^ati++++=the
kitchen ^nn++++=kitchen
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
garden ^nn++++=garden
gate ^nn++++=gate
stood ^vbd+++xvbn+=stood
open ^jj++++=open.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
no ^at++++=no
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
cliff ^np++++=cliff
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
only ^rb+down+++=only
restless ^jj+atrb+++=restless
water ^nn++++=water.
. ^zz++++=EXTRAWORD
A ^at++++=A
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
from ^in++++=from
somewhere ^rb++++=somewhere
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
lowered ^vbd+++xvbn+=lowered
the ^ati++++=the
telescope ^nn++++=telescope.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
scarcely ^rb+down+++=scarcely
louder ^jjr++++=louder
than ^in++++=than
the ^ati++++=the
clink ^nn+++??+=clink
of ^in++++=of
a ^at++++=a
spoon ^nn++++=spoon
against ^in++++=against
a ^at++++=a
cup ^nn++++=cup,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
a ^at++++=a
handbell ^nn+++??+=handbell
by ^in++++=by
the ^ati++++=the
back ^jjb+atrb+++=back
door ^nn++++=door
to ^to++++=to
call ^vbi++++=call
Mara ^np+++??+=Mara
home ^nr++++=home
before ^in++++=before
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
shelf ^nn++++=shelf
below ^in+pl+++=below
the ^ati++++=the
window ^nn++++=window
stood ^vbd+++xvbn+=stood
the ^ati++++=the
lighthouse ^nn++++=lighthouse
logbook ^nn++++=logbook.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
opened ^vbd+++xvbn+=opened
it ^pp3+it+++=it
and ^cc++++=and
wrote ^vbd+vprv++xvbn+=wrote:
: ^zz++++=EXTRAWORD
**october ^jjr++++=**October
17 ^cd++++=17.
. ^zz++++=EXTRAWORD
Clear ^jj++++=Clear
after ^in++++=after
fog ^nn++++=fog.
. ^zz++++=EXTRAWORD
Wind ^nn++++=Wind
northeast ^nn+++??+=northeast.
. ^zz++++=EXTRAWORD
Sea ^nn++++=Sea
moderate ^jj++++=moderate.
. ^zz++++=EXTRAWORD
At ^rb++++=At
6:12 ^cd++++=6:12
a ^at++++=a
house ^npl++++=house
appeared ^vbd+seem++xvbn+=appeared
beyond ^in++++=beyond
the ^ati++++=the
eastern ^jj+atrb+++=eastern
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
Identity ^nn+nom+++=Identity
uncertain.** ^nn+++??+=uncertain.**
She ^pp3a+pp3+++=She
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
dipped ^j+++xvbn+=dipped
the ^ati++++=the
pen ^nn++++=pen
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
added ^vbd+vpub++xvbn+=added:
: ^zz++++=EXTRAWORD
**bell ^jj+++??+=**Bell
heard ^vbn+vprv++xvbn+=heard
at ^rb++++=at
6:19.** ^cd++++=6:19.**
The ^ati++++=The
supply ^nn++++=supply
boat ^nn++++=boat
was ^vbd+bedz+vrb++=was
due ^jj+pred+++=due
at ^in++++=at
noon ^nn++++=noon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
arrived ^vbd+++xvbn+=arrived
late ^jj++++=late,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
engine ^nn++++=engine
coughing ^nn++++=coughing
as ^ql++++=as
it ^pp3+it+++=it
rounded ^vbd+++xvbn+=rounded
the ^ati++++=the
southern ^jj+atrb+++=southern
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
Rell ^np+++??+=Rell
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
wheel ^nn++++=wheel,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
yellow ^jj+atrb+++=yellow
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
the ^ati++++=the
harbormaster ^nn+nom+++=harbormaster's
's ^$++++=EXTRAWORD
grandson ^nn++++=grandson
and ^cc++++=and
had ^vbd+hvd+aux++=had
delivered ^vprf+++xvbnx+=delivered
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
lamp ^nn++++=lamp
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mail ^nn++++=mail
to ^in++++=to
Bellweather ^np+nom++??+=Bellweather
for ^in++++=for
eleven ^cd++++=eleven
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tied ^vbd+++xvbnx+=tied
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
small ^jj++++=small
landing ^jj+++xvbg+=landing
and ^cc++++=and
began ^vbd+++xvbn+=began
unloading ^jj+atrb++xvbg+=unloading
crates ^nns++++=crates.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
pale ^nn++++=pale,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
house ^npl++++=house
on ^in++++=on
the ^ati++++=the
eastern ^jj+atrb+++=eastern
reef ^nn++++=reef."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
stopped ^vbd+++xvbn+=stopped
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
climbed ^vbd+++xvbnx+=climbed
the ^ati++++=the
cliff ^nn++++=cliff
path ^nn++++=path
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Halfway ^rb++++=Halfway
to ^in++++=to
the ^ati++++=the
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
house ^nn++++=house
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
view ^nn++++=view.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
dropped ^vbd+++xvbn+=dropped
a ^at++++=a
sack ^nn++++=sack
of ^in++++=of
potatoes ^nns++++=potatoes.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
of ^in++++=of
them ^pp3o+pp3+++=them
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+tht0++=see
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aye."
aye ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
turned ^vbd+++xvbn+=turned
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
one ^pn++++=one
from ^in++++=from
the ^ati++++=the
storm ^nn++++=storm?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
nodded ^vbd+++xvbnx+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
possible ^jj++++=possible."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea
is ^vbz+bez+aux++=is
not ^xnot++not++=not
known ^vbd+vprv++xvbn+=known
for ^in++++=for
consulting ^xvbg+++xvbg+=consulting
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
the ^ati++++=the
potatoes ^nns++++=potatoes
but ^cc++++=but
continued ^vbd+++xvbn+=continued
staring ^vbg+++xvbg+=staring
toward ^in++++=toward
the ^ati++++=the
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
be ^vb+be+vrb++=be
timbers ^nns+nom+++=timbers,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
wreck ^nn++++=wreck
arranged ^vwbn+vsua++xvbn+=arranged
strangely ^rb++++=strangely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
windows ^nns++++=windows
have ^vb+hv+vrb++=have
curtains ^nns++++=curtains."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Seaweed."
seaweed ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
chimney ^nn++++=chimney
is ^vbz+bez+aux++=is
smoking ^vbg+++xvbgx+=smoking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
thin ^jj+atrb+++=thin
gray ^np++++=gray
line ^nn++++=line
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
chimney ^nn++++=chimney
and ^cc++++=and
bent ^vpsv++agls+xvbn+=bent
toward ^in++++=toward
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
crossed ^vbd+++xvbn+=crossed
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
the ^ati++++=the
village ^nn+nom+++=village,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
them ^pp3o+pp3+++=them
not ^xnot++not++=not
to ^to++++=to
come ^vbi++++=come
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
instruction ^nn+nom+++=instruction
will ^md+prd+++=will
have ^vb+hv+vrb++=have
the ^ati++++=the
opposite ^jj+atrb+++=opposite
effect ^nn++++=effect."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
tell ^vb++++=tell
them ^pp3o+pp3+++=them
the ^ati++++=the
landing ^nvbg+++xvbg+=landing's
's ^$++++=EXTRAWORD
broken ^vpsv++agls+xvbnx+=broken."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They'll
they ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bring ^vb++++=bring
tools ^nns++++=tools."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
them ^pp3o+pp3+++=them
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
fever ^nn++++=fever."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They'll
they ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bring ^vb++++=bring
soup ^nn++++=soup."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
almost ^rb+hdg+++=almost
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
them ^pp3o+pp3+++=them
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
left ^vbd+++xvbn+=left
without ^in++++=without
taking ^xvbg+++xvbg+=taking
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
boat ^nn++++=boat
vanished ^vbd+++xvbn+=vanished
into ^in++++=into
the ^ati++++=the
afternoon ^nn++++=afternoon
glare ^nn++++=glare,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^in++++=before
sunset ^nn++++=sunset,
, ^zz++++=EXTRAWORD
three ^cd++++=three
fishing ^nvbg+++xvbg+=fishing
vessels ^nns++++=vessels
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
outside ^jjb++++=outside
the ^ati++++=the
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
Villagers ^nns+nom+++=Villagers
crowded ^vbd+++xvbn+=crowded
their ^pp$+pp3+++=their
decks ^nns++++=decks
with ^in++++=with
telescopes ^nns++++=telescopes
and ^cc++++=and
cameras ^nns++++=cameras.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
called ^jj+++xvbn+=called
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
shouted ^jj+atrb++xvbn+=shouted
questions ^nns+nom+++=questions
toward ^in++++=toward
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
At ^in++++=At
dusk ^nn++++=dusk,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
lit ^vbd+++xvbn+=lit
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
beam ^nn++++=beam
swept ^vwbn+++xvbn+=swept
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
touched ^vbd+++xvbn+=touched
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
every ^at++++=every
window ^nn++++=window
blazed ^vbd+++xvbn+=blazed
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
gripped ^vbd+++xvbn+=gripped
the ^ati++++=the
railing ^nn+nom+++=railing
around ^in++++=around
the ^ati++++=the
lens ^nn++++=lens.
. ^zz++++=EXTRAWORD
Figures ^nns++++=Figures
moved ^vbd+++xvbn+=moved
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
crossed ^vbd+++xvbn+=crossed
an ^at++++=an
upstairs ^jjb+atrb+++=upstairs
room ^nn++++=room
carrying ^xvbg+++xvbg+=carrying
folded ^xvbn+++xvbn+=folded
sheets ^nns++++=sheets.
. ^zz++++=EXTRAWORD
A ^at++++=A
broad ^jj++++=broad-shouldered
- ^zz++++=EXTRAWORD
shouldered ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
sat ^vbd+++xvbn+=sat
at ^in++++=at
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
girl ^nn++++=girl
ran ^vbd+++xvbn+=ran
through ^rb+phrv+++=through
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
trailing ^jj+atrb++xvbg+=trailing
one ^cd1++++=one
hand ^nn++++=hand
