Every ^at++++=Every
Her ^pp$+pp3+++=Her
window ^nn++++=window
displayed ^vbd+++xvbn+=displayed
watches ^nns++++=watches,
, ^zz++++=EXTRAWORD
pendulums ^nns+++??+=pendulums,
, ^zz++++=EXTRAWORD
sundials ^nns+nom+++=sundials,
, ^zz++++=EXTRAWORD
hourglasses ^nns+++??+=hourglasses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^nn++++=small
handwritten ^vbd+++xvbn+=handwritten
sign ^vb++++=sign:
: ^zz++++=EXTRAWORD
Time ^nn++++=TIME
Mended ^vbd+++xvbn+=MENDED
Memories ^nns++++=MEMORIES
Extra ^jj+atrb+++=EXTRA
People ^nns++++=People
thought ^vbd+++xvbn+=thought
the ^ati++++=the
second ^od++++=second
line ^nn++++=line
was ^vbd+bedz+vrb++=was
a ^at++++=a
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
correct ^jj++++=correct
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
inherited ^vprf+++xvbnx+=inherited
the ^ati++++=the
shop ^nn++++=shop
from ^in++++=from
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
fourteen ^cd++++=fourteen
years ^nns++++=years
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
behind ^rb+phrv+++=behind
three ^cd++++=three
shirts ^nns++++=shirts,
, ^zz++++=EXTRAWORD
a ^at++++=a
silver ^nn++++=silver
shaving ^vwbg+++xvbg+=shaving
cup ^nn++++=cup,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
unfinished ^jj+atrb+++=unfinished
clock ^nn++++=clock
whose ^whp+rel+subj++=whose
face ^vb++++=face
contained ^vbd+++xvbn+=contained
thirteen ^cd++++=thirteen
numbers ^nns+nom+++=numbers.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
covered ^vbd+++xvbn+=covered
in ^in++++=in
the ^ati++++=the
back ^jjb+atrb+++=back
room ^nn++++=room.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
her ^pp$+pp3+++=her
twenty ^cd++++=twenty-ninth
- ^zz++++=EXTRAWORD
ninth ^od++++=EXTRAWORD
birthday ^nn++++=birthday,
, ^zz++++=EXTRAWORD
a ^at++++=a
stranger ^nn++++=stranger
brought ^vbd+++xvbn+=brought
her ^pp$+pp3+++=her
a ^at++++=a
pocket ^nn++++=pocket
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
arrived ^vbd+++xvbnx+=arrived
at ^rb++++=at
6:01 ^cd++++=6:01.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
this ^dt+dem+++=this
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
staring ^vbg+++xvbgx+=staring
at ^rb++++=at
the ^ati++++=the
regulator ^nn++++=regulator
clock ^nn++++=clock
beside ^in+pl+++=beside
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
familiar ^nn++++=familiar
blink ^vb++++=blink
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
At ^rb++++=At
5:59 ^cd++++=5:59,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
holding ^vbg+vprv++xvbgx+=holding
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
At ^rb++++=At
6:00 ^cd++++=6:00,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cup ^nn++++=cup
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
counter ^nn++++=counter
and ^cc++++=and
the ^ati++++=the
stranger ^nn++++=stranger
stood ^vbd+++xvbn+=stood
before ^in++++=before
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall,
, ^zz++++=EXTRAWORD
elderly ^jj++++=elderly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wet ^nn++++=wet
from ^in++++=from
rain ^nn++++=rain
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
begun ^vwbn+++xvbn+=begun.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
repair ^vb++++=repair
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm
when ^wrb+who+++=when
Mara ^np+++??+=Mara
took ^vbd+++xvbn+=took
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
silver ^nn++++=silver
case ^nn++++=case
bore ^vbd+++xvbn+=bore
a ^at++++=a
design ^nn++++=design
of ^in++++=of
moth ^nn++++=moth
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
of ^in++++=of
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
face ^vb++++=face
held ^vbd+vprv++xvbn+=held
a ^at++++=a
single ^jj+atrb+++=single
dark ^jj+atrb+++=dark
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
watch ^nn++++=watch,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
stranger ^nn+nom+++=stranger
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
anymore ^nn+++??+=anymore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
eye ^nn++++=eye
blinked ^vbd+++xvbn+=blinked.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
nearly ^rb+down+++=nearly
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
rain ^nn++++=rain
began ^vbd+++xvbn+=began
tapping ^vbg+++xvbg+=tapping
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
shop ^nn++++=shop
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
contract ^vbi++++=contract
around ^in++++=around
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
ticking ^jj+atrb++xvbg+=ticking
mechanism ^nn+nom+++=mechanism
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
the ^ati++++=the
same ^ap++++=same
rhythm ^nn++++=rhythm,
, ^zz++++=EXTRAWORD
a ^at++++=a
hard ^jj+atrb+++=hard
metallic ^jj+atrb+++=metallic
pulse ^nn++++=pulse.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
disappeared ^vbd+seem++xvbnx+=disappeared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
mistaken ^vprf+++xvbnx+=mistaken
absence ^nn+nom+++=absence
for ^in++++=for
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
Rainwater ^nn+nom+++=Rainwater
ran ^vbd+++xvbn+=ran
from ^in++++=from
its ^pp$+it+++=its
brim ^nn++++=brim,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
indoors ^rn+pl+++=indoors
before ^cs+sub+++=before
the ^ati++++=the
rain ^nn++++=rain
started ^vbd+++xvbn+=started.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white
and ^cc+phrs+++=and
fine ^jj++++=fine
as ^ql++++=as
cobweb ^vb+++??+=cobweb.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
father ^nn++++=father
was ^vbd+bedz+vrb++=was
the ^ati++++=the
Keeper ^nn++++=Keeper
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Minutes ^nns++++=Minutes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
stealing ^nvbg+++xvbg+=stealing
from ^in++++=from
Bellwether ^np+nom++??+=Bellwether."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
laughed ^vbd+++xvbn+=laughed
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
without ^in++++=without
humor ^nn++++=humor.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^npt++++=father
repaired ^vbd+++xvbn+=repaired
clocks ^nns++++=clocks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
his ^pp$+pp3+++=his
father ^nn++++=father
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
mother ^nn++++=mother
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Repair ^vb++++=Repair
was ^vbd+bedz+vrb++=was
the ^ati++++=the
respectable ^jj+atrb+++=respectable
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
profession ^nn++++=profession."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
reached ^vbd+++xvbn+=reached
toward ^in++++=toward
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eye ^nn++++=eye
on ^in++++=on
its ^pp$+it+++=its
face ^vb++++=face
turned ^vbd+++xvbn+=turned
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
half ^nn++++=half?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Knowing
knowing ^vbg+vprv++xvbg+=EXTRAWORD
where ^wrb+who+whcl++=where
broken ^jj+atrb++xvbn+=broken
time ^nn++++=time
goes ^vbz++++=goes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
fingers ^nns+nom+++=fingers
around ^in++++=around
the ^ati++++=the
case ^nn++++=case.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
moved ^vbd+++xvbn+=moved
inside ^jjb++++=inside
it ^pp3+it+++=it
not ^xnot++not++=not
gears ^nns++++=gears,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
rapid ^nn++++=rapid
fluttering ^vwbg+++xvbg+=fluttering.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
covered ^jj+atrb++xvbn+=covered
clock ^nn++++=clock
in ^in++++=in
the ^ati++++=the
back ^jjb+atrb+++=back
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^in++++=EXTRAWORD
sunrise ^nn++++=sunrise
tomorrow ^nr+tm+++=tomorrow,
, ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=Bellwether
will ^md+prd+++=will
lose ^vb++++=lose
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
lose ^vb++++=lose
every ^at++++=every
minute ^nn++++=minute
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
misplaced ^vprf+++xvbnx+=misplaced.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
father ^nn++++=father
means ^nns++++=means
to ^to++++=to
return ^vbi++++=return
them ^pp3o+pp3+++=them
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
sounds ^vbz++++=sounds
generous ^jj++++=generous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
destroy ^vb++++=destroy
the ^ati++++=the
town ^nn++++=town."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
explained ^vbd+vpub+tht0+xvbnx+=explained
it ^pp3+it+++=it
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
discussing ^jj+atrb++xvbg+=discussing
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
A ^at++++=A
lost ^vbd+++xvbn+=lost
minute ^nn++++=minute
did ^vbd+dod+aux++=did
not ^xnot++not++=not
cease ^vb++++=cease
to ^to++++=to
exist ^vbi++++=exist.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
persisted ^vbd+++xvbn+=persisted
elsewhere ^rb+cnj+++=elsewhere,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
everything ^pn++++=everything
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
occurred ^vprf+++xvbnx+=occurred
inside ^jjb++++=inside
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
every ^at++++=every
step ^nn++++=step,
, ^zz++++=EXTRAWORD
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
word ^nn++++=word,
, ^zz++++=EXTRAWORD
injury ^nn++++=injury,
, ^zz++++=EXTRAWORD
decision ^nn++++=decision,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Returned ^j+++xvbn+=Returned
gently ^rb+cnj+++=gently,
, ^zz++++=EXTRAWORD
one ^pn++++=one
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
such ^abl++++=such
moments ^nns+nom+++=moments
might ^md+pos+++=might
settle ^vb++++=settle
into ^in++++=into
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Returned ^j+++xvbn+=Returned
all ^abn++++=all
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
collide ^vb++++=collide
with ^in++++=with
the ^ati++++=the
present ^jj+atrb+++=present.
. ^zz++++=EXTRAWORD
" ^zz++++="Imagine
imagine ^vb+vprv+++=EXTRAWORD
thousands ^cds++++=thousands
of ^in++++=of
yesterdays ^nn++++=yesterdays
forced ^vwbn+++xvbn+=forced
through ^in++++=through
a ^at++++=a
doorway ^nn++++=doorway
one ^cd1++++=one
person ^nn++++=person
wide ^jj++++=wide,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Imagine
imagine ^vb+vprv+++=EXTRAWORD
every ^at++++=every
version ^nn++++=version
of ^in++++=of
yourself ^ppl+pp2+++=yourself
that ^dt+pdem+++=that
occupied ^vbd+++xvbn+=occupied
those ^dt+dem+++=those
minutes ^nns++++=minutes
arriving ^vwbg+++xvbg+=arriving
at ^rb++++=at
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
me ^pp1o+pp1+++=me
to ^to++++=to
do ^vbi++++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Find
find ^vb+vprv+++=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father
before ^in++++=before
dawn ^nn++++=dawn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
go ^vb++++=go
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
smiled ^vbd+++xvbn+=smiled
sadly ^rb++++=sadly.
. ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
the ^ati++++=the
reason ^nn++++=reason
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
Mara ^np+++??+=Mara
could ^md+pos+++=could
ask ^vb++++=ask
his ^pp$+pp3+++=his
name ^nn++++=name,
, ^zz++++=EXTRAWORD
every ^at++++=every
clock ^nn++++=clock
in ^in++++=in
the ^ati++++=the
shop ^nn++++=shop
struck ^vbd+++xvbn+=struck
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
6:14 ^cd++++=6:14.
. ^zz++++=EXTRAWORD
The ^ati++++=The
noise ^nn++++=noise
shook ^vbd+++xvbn+=shook
dust ^nn++++=dust
from ^in++++=from
the ^ati++++=the
rafters ^nns+nom+++=rafters.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
flinched ^vbd+++xvbn+=flinched.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
final ^jj+atrb+++=final
chime ^nn++++=chime
faded ^vbd+++xvbn+=faded,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stranger ^nn+nom+++=stranger
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
counter ^nn++++=counter
lay ^vbd+++xvbn+=lay
a ^at++++=a
black ^jj++++=black
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
locked ^vbd+++xvbn+=locked
the ^ati++++=the
shop ^nn++++=shop
and ^cc++++=and
carried ^vbd+++xvbn+=carried
the ^ati++++=the
eye ^nn++++=eye-watch
- ^zz++++=EXTRAWORD
watch ^vb++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
back ^jjb+atrb+++=back
room ^nn++++=room.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pulled ^vbd+++xvbnx+=pulled
the ^ati++++=the
cloth ^nn++++=cloth
from ^in++++=from
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^vbz+bez+vrb++0=EXTRAWORD
unfinished ^jj+atrb+++=unfinished
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
