On ^in++++=On
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Councilman ^np+nom++??+=Councilman
Rook ^np+++??+=Rook
stepped ^vbd+++xvbn+=stepped
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
public ^jj+atrb+++=public
safety ^nn++++=safety,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced,
, ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
inspect ^vb++++=inspect
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
the ^ati++++=the
handle ^nn++++=handle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pyle ^np++++=Pyle
tried ^vbd+++xvbn+=tried
next ^ap++++=next,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
Miss ^npt++++=Miss
Thorn ^np++++=Thorn,
, ^zz++++=EXTRAWORD
two ^cd++++=two
fishermen ^nns++++=fishermen,
, ^zz++++=EXTRAWORD
the ^ati++++=the
church ^nn++++=church
organist ^nn+nom+++=organist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Finn ^np+++??+=Finn
Creel ^np+++??+=Creel,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
hung ^vbd+++xvbn+=hung
from ^in++++=from
the ^ati++++=the
handle ^nn++++=handle
with ^in++++=with
both ^abx++++=both
feet ^nns++++=feet
off ^in+pl+++=off
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
" ^zz++++="Locked,"
locked ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Councilman ^np+nom++??+=Councilman
Rook ^np+++??+=Rook
declared ^vbd+vpub++xvbn+=declared
with ^in++++=with
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
walking ^vbg+++xvbgx+=walking
away ^rp+pl+++=away
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
soft ^jj+atrb+++=soft
metallic ^jj+atrb+++=metallic
click ^nn++++=click.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brass ^nn++++=brass
mail ^nn++++=mail
slot ^nn++++=slot
had ^vbd+hvd+aux++=had
opened ^vprf+++xvbnx+=opened.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
envelope ^nn++++=envelope
slid ^vbd+++xvbn+=slid
through ^in++++=through
and ^cc++++=and
landed ^vpsv++agls+xvbn+=landed
on ^in++++=on
the ^ati++++=the
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Finn ^np+++??+=Finn
darted ^vbd+++xvbn+=darted
forward ^rb++++=forward
and ^cc++++=and
picked ^vbd+++xvbn+=picked
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
name ^nn++++=name,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
Vale ^npl++++=Vale."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Every ^at++++=Every
face ^nn++++=face
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
envelope ^nn++++=envelope
was ^vbd+bedz+aux++=was
yellowed ^vpsv++agls+xvbnx+=yellowed
at ^rb++++=at
the ^ati++++=the
corners ^nns+nom+++=corners.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
name ^nn++++=name
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
a ^at++++=a
hurried ^jj+atrb++xvbn+=hurried
slant ^nn++++=slant
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
recognized ^vbd+vprv++xvbnx+=recognized
before ^cs+sub+++=before
Finn ^np+++??+=Finn
placed ^vwbn+++xvbn+=placed
it ^pp3+it+++=it
in ^in++++=in
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
had ^vb+hv+aux++=had
always ^rb++splt++=always
made ^vprf+++xvbnx+=made
his ^pp$+pp3+++=his
capital ^nn++++=capital
M ^zz++++=M
too ^ql++++=too
large ^jj++++=large.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
salt ^nn++++=salt-bright
- ^zz++++=EXTRAWORD
bright ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
wooden ^jj+atrb+++=wooden
table ^nn++++=table
under ^in++++=under
a ^at++++=a
kitchen ^nn++++=kitchen
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv+tht0+xvbnx+=saw
Elias ^np+++??+=Elias
bent ^vbd+++xvbn+=bent
over ^in++++=over
a ^at++++=a
sheet ^nn++++=sheet
of ^in++++=of
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
tongue ^nn++++=tongue
caught ^vbd+++xvbn+=caught
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
elbow ^nn++++=elbow
nudging ^vwbg+++xvbg+=nudging
a ^at++++=a
jar ^nn++++=jar
of ^in++++=of
blackberry ^nn++++=blackberry
jam ^nn++++=jam.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
seventeen ^cd++++=seventeen
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
alive ^jj++++=alive
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
impatient ^jj++++=impatient
with ^in++++=with
the ^ati++++=the
limits ^nns++++=limits
of ^in++++=of
the ^ati++++=the
page ^nn++++=page.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
cruel ^jj+pred+++=cruel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
envelope ^nn++++=envelope,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
seal ^nn++++=seal
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
three ^cd++++=three
words ^nns++++=words
were ^vbd+bed+aux++=were
written ^vpsv++agls+xvbnx+=written:
: ^zz++++=EXTRAWORD
Never ^rb++++=NEVER
Sent ^vbd+++xvbn+=SENT,
, ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999
Mara ^np+++??+=Mara
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
tear ^vbi++++=tear
it ^pp3+it+++=it
open ^jj++++=open.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
throw ^vbi++++=throw
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
pushed ^vbd+++xvbnx+=pushed
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd
and ^cc++++=and
walked ^vbd+++xvbn+=walked
back ^jjb++++=back
toward ^in++++=toward
town ^nn++++=town,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
the ^ati++++=the
letter ^nn++++=letter
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blue ^jj+atrb+++=blue
door ^nn++++=door
swung ^vbd+++xvbn+=swung
open ^jj++++=open.
. ^zz++++=EXTRAWORD
The ^ati++++=The
museum ^nn++++=museum
was ^vbd+bedz+vrb++=was
larger ^jjr++++=larger
inside ^jjb++++=inside
than ^in++++=than
the ^ati++++=the
world ^nn++++=world
allowed ^vwbn+++xvbn+=allowed.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
everyone ^pn++++=everyone
said ^vbd+vpub++xvbn+=said
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
had ^vb+hv+vrb++=had
no ^at++++=no
thickness ^nns+nom+++=thickness
and ^cc++++=and
cast ^nn+++xvbn+=cast
a ^at++++=a
thin ^jj+atrb+++=thin
morning ^nn++++=morning
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
a ^at++++=a
dim ^jj+atrb+++=dim
hall ^npl++++=hall
stretching ^vwbg+++xvbg+=stretching
farther ^rbr++++=farther
than ^in++++=than
the ^ati++++=the
old ^jj+atrb+++=old
coast ^nn++++=coast
road ^nn++++=road.
. ^zz++++=EXTRAWORD
Lamps ^nns++++=Lamps
burned ^vbd+++xvbn+=burned
beneath ^in+pl+++=beneath
green ^nn++++=green
glass ^nn++++=glass
shades ^nns++++=shades.
. ^zz++++=EXTRAWORD
Cabinets ^nns++++=Cabinets
with ^in++++=with
hundreds ^cds++++=hundreds
of ^in++++=of
narrow ^jj+atrb+++=narrow
drawers ^nns+nom+++=drawers
lined ^vbd+++xvbn+=lined
the ^ati++++=the
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
Staircases ^nns++++=Staircases
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
crossed ^vbd+++xvbn+=crossed
overhead ^jjb++++=overhead,
, ^zz++++=EXTRAWORD
leading ^jj+++xvbg+=leading
to ^in++++=to
galleries ^nns+nom+++=galleries
full ^jj++++=full
of ^in++++=of
shelves ^nns++++=shelves,
, ^zz++++=EXTRAWORD
desks ^nns++++=desks,
, ^zz++++=EXTRAWORD
pigeonholes ^nns+++??+=pigeonholes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
locked ^jj+atrb++xvbn+=locked
glass ^nn++++=glass
cases ^nns++++=cases.
. ^zz++++=EXTRAWORD
Everywhere ^rb++++=Everywhere
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
folded ^jj+++xvbn+=folded
into ^in++++=into
triangles ^nns+++??+=triangles,
, ^zz++++=EXTRAWORD
tied ^j+++xvbn+=tied
with ^in++++=with
ribbon ^nn++++=ribbon,
, ^zz++++=EXTRAWORD
sealed ^xvbn+++xvbn+=sealed
with ^in++++=with
wax ^nn++++=wax,
, ^zz++++=EXTRAWORD
stuffed ^j+++xvbn+=stuffed
into ^in++++=into
bottles ^nns++++=bottles,
, ^zz++++=EXTRAWORD
scribbled ^j+++xvbn+=scribbled
on ^in++++=on
receipts ^nns++++=receipts,
, ^zz++++=EXTRAWORD
pressed ^j+++xvbn+=pressed
between ^in++++=between
the ^ati++++=the
pages ^nns++++=pages
of ^in++++=of
books ^nns++++=books,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
written ^vpsv++agls+xvbn+=written
on ^in++++=on
the ^ati++++=the
backs ^nns++++=backs
of ^in++++=of
photographs ^nns++++=photographs.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
clean ^jj+pred+++=clean
and ^cc+phrs+++=and
recent ^jj++++=recent.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
softened ^vpsv++by+xvbnx+=softened
by ^in++++=by
years ^nns++++=years
of ^in++++=of
handling ^xvbg+++xvbg+=handling.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
were ^vbd+bed+aux++=were
written ^vpsv++agls+xvbnx+=written
on ^in++++=on
materials ^nns+nom+++=materials
no ^at++++=no
one ^cd1++++=one
recognized ^jj+++xvbn+=recognized.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
entrance ^nn+nom+++=entrance
stood ^vbd+++xvbn+=stood
a ^at++++=a
woman ^nn++++=woman
in ^in++++=in
a ^at++++=a
gray ^np++++=gray
suit ^nn++++=suit.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall,
, ^zz++++=EXTRAWORD
with ^in++++=with
white ^jj+atrb+++=white
hair ^nn++++=hair
braided ^jj++++=braided
down ^rp++++=down
her ^pp3o+pp3+++=her
back ^jjb++++=back
and ^cc++++=and
ink ^nn++++=ink
stains ^nns++++=stains
on ^in++++=on
every ^at++++=every
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
A ^at++++=A
brass ^nn++++=brass
tag ^nn++++=tag
on ^rp++++=on
her ^pp3o+pp3+++=her
lapel ^nn++++=lapel
read ^vbd+vprv++xvbn+=read:
: ^zz++++=EXTRAWORD
Curator ^nn++++=CURATOR.
. ^zz++++=EXTRAWORD
" ^zz++++="Welcome,"
welcome ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Please
please ^uh++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
remove ^vb++++=remove
