Every ^at++++=Every
, ^zz++++=EXTRAWORD
Found ^j+++xvbn+=FOUND
Beneath ^in+pl+++=BENEATH
Dead ^jj+atrb+++=DEAD
Gull ^nn++++=GULL.
. ^zz++++=EXTRAWORD
The ^ati++++=The
townspeople ^nns++++=townspeople
called ^vbd+++xvbn+=called
it ^pp3+it+++=it
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
Museum ^npl++++=Museum
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Things ^nns++++=Things,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
open ^jj++++=open
to ^in++++=to
visitors ^nns++++=visitors.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
dared ^vbd+++xvbn+=dared
one ^cd1++++=one
another ^dt++++=another
to ^to++++=to
knock ^vbi++++=knock
on ^rp++++=on
her ^pp3o+pp3+++=her
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Adults ^nns++++=Adults
left ^vbd+++xvbn+=left
baskets ^nns++++=baskets
of ^in++++=of
bread ^nn++++=bread
on ^in++++=on
the ^ati++++=the
steps ^nns++++=steps
and ^cc++++=and
pretended ^vbd+vprv+tht0+xvbn+=pretended
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
mind ^vb+++??+=mind
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
father ^nn++++=father
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
nine ^cd++++=nine,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
mother ^npt++++=mother
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
twenty ^cd++++=twenty-three,
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
younger ^jjr+atrb+++=younger
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias,
, ^zz++++=EXTRAWORD
five ^cd++++=five
years ^nns++++=years
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
only ^rb+down+++=only
fair ^jj++++=fair
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
should ^md+nec+++=should
keep ^vb++++=keep
whatever ^nn+nom+++=whatever
the ^ati++++=the
sea ^nn++++=sea
could ^md+pos+++=could
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
October ^nr++++=October
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
returned ^vbd+++xvbn+=returned
a ^at++++=a
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
upright ^jj++++=upright
on ^in++++=on
the ^ati++++=the
black ^jj+atrb+++=black
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
wall ^nn++++=wall
around ^rp++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
narrow ^jj+pred+++=narrow,
, ^zz++++=EXTRAWORD
painted ^j+++xvbn+=painted
green ^np++++=green,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fitted ^vpsv++agls+xvbn+=fitted
with ^in++++=with
a ^at++++=a
brass ^nn++++=brass
handle ^nn++++=handle
bright ^jj++++=bright
as ^in++++=as
a ^at++++=a
coin ^nn++++=coin.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
gulls ^nns++++=gulls
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
pale ^jj+atrb+++=pale
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Waves ^nns++++=Waves
folded ^vbd+++xvbn+=folded
and ^cc+phrs+++=and
broke ^vbd+++xvbn+=broke
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
door ^nn++++=door
cast ^vbd+++xvbn+=cast
a ^at++++=a
long ^jj+atrb+++=long
shadow ^nn++++=shadow
toward ^in++++=toward
the ^ati++++=the
dunes ^nns++++=dunes.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
approached ^vbd+++xvbn+=approached
with ^in++++=with
her ^pp$+pp3+++=her
basket ^nn++++=basket
hooked ^vbd+++xvbn+=hooked
over ^in++++=over
one ^cd1++++=one
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tide ^nn++++=tide
washed ^vwbn+++xvbn+=washed
around ^rp++++=around
the ^ati++++=the
door ^nn++++=door's
's ^$++++=EXTRAWORD
base ^nn++++=base
without ^in++++=without
moving ^xvbg+++xvbg+=moving
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Barnacles ^np+++??+=Barnacles
crusted ^vbd+++xvbn+=crusted
its ^pp$+it+++=its
lower ^jjr+atrb+++=lower
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
paint ^nn++++=paint
looked ^vbd+++xvbn+=looked
fresh ^jj++++=fresh.
. ^zz++++=EXTRAWORD
At ^in++++=At
eye ^nn++++=eye
level ^nn++++=level,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
carved ^vprf+++xvbnx+=carved
a ^at++++=a
small ^jj+atrb+++=small
compass ^nn++++=compass
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
the ^ati++++=the
basket ^nn++++=basket.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
touched ^vbd+++xvbnx+=touched
the ^ati++++=the
brass ^nn++++=brass
handle ^nn++++=handle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
memory ^nn++++=memory
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
handle ^nn++++=handle
the ^ati++++=the
one ^cd1++++=one
the ^ati++++=the
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
her ^pp3o+pp3+++=her
twenty ^cd++++=twenty
years ^nns++++=years
ago ^rb++++=ago
rose ^nn+++xvbn+=rose
so ^ql++++=so
sharply ^rb++++=sharply
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
almost ^rb+hdg+++=almost
tasted ^vprf+++xvbn+=tasted
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
customs ^nns++++=customs
house ^nn++++=house,
, ^zz++++=EXTRAWORD
alone ^rb++++=alone
on ^in++++=on
a ^at++++=a
square ^nn++++=square
of ^in++++=of
blue ^jj+atrb+++=blue
velvet ^nn++++=velvet.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^pn++++=one
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
recognized ^vprf+++xvbnx+=recognized
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
wrapped ^vbd+++xvbn+=wrapped
both ^abx++++=both
hands ^nns++++=hands
around ^in++++=around
the ^ati++++=the
handle ^nn++++=handle
now ^rn+tm+++=now
and ^cc++++=and
pulled ^jj+++xvbn+=pulled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
opened ^vbd+++xvbn+=opened
without ^in++++=without
resistance ^nn+nom+++=resistance.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
A ^at++++=A
narrow ^jj+atrb+++=narrow
hallway ^nn++++=hallway
stretched ^vwbn+++xvbn+=stretched
into ^in++++=into
golden ^jj+atrb+++=golden
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Wallpaper ^nn+nom+++=Wallpaper
patterned ^jj++++=patterned
with ^in++++=with
tiny ^jj+atrb+++=tiny
ships ^nns++++=ships
covered ^vbd+++xvbn+=covered
its ^pp$+it+++=its
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
Lamps ^nns++++=Lamps
burned ^vbd+++xvbn+=burned
behind ^in+pl+++=behind
frosted ^jj+atrb+++=frosted
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floorboards ^nns++++=floorboards
were ^vbd+bed+vrb++=were
wet ^jj+pred+++=wet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
somewhere ^rb++++=somewhere
beyond ^in++++=beyond
came ^vbd+++xvbn+=came
the ^ati++++=the
slow ^jj++++=slow
ticking ^jj+++xvbg+=ticking
of ^in++++=of
a ^at++++=a
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stood ^vbd+++xvbn+=stood
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
A ^at++++=A
sensible ^jj+atrb+++=sensible
person ^nn++++=person
would ^md+prd+++=would
have ^vb+hv+aux++=have
closed ^vprf+++xvbnx+=closed
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
A ^at++++=A
sensible ^jj+atrb+++=sensible
person ^nn++++=person
would ^md+prd+++=would
have ^vb+hv+aux++=have
fetched ^vprf+++xvbnx+=fetched
the ^ati++++=the
harbor ^nn++++=harbor
master ^nn++++=master,
, ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
at ^rb++++=at
least ^rb"++++=least
a ^at++++=a
length ^nn++++=length
of ^in++++=of
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
half ^abn++++=half
her ^pp3o+pp3+++=her
life ^nn++++=life
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
sea ^nn++++=sea
to ^to++++=to
explain ^vbi+vpub+++=explain
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stepped ^vbd+++xvbnx+=stepped
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
swung ^vbd+++xvbn+=swung
shut ^vbd+++xvbn+=shut
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
wallpaper ^nn+nom+++=wallpaper,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
and ^cc++++=and
peeling ^nn+nom+++=peeling.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
tried ^vbd+++xvbn+=tried
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
found ^vbd+vprv++xvbn+=found
no ^at++++=no
seam ^nn++++=seam,
, ^zz++++=EXTRAWORD
no ^at++++=no
handle ^vb++++=handle,
, ^zz++++=EXTRAWORD
no ^at++++=no
keyhole ^nn++++=keyhole.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hallway ^nn++++=hallway
smelled ^vbd+++xvbn+=smelled
faintly ^rb++++=faintly
of ^in++++=of
kelp ^nn+++??+=kelp.
. ^zz++++=EXTRAWORD
Doors ^nns++++=Doors
lined ^vbd+++xvbn+=lined
both ^abx++++=both
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
each ^dt++++=each
painted ^jj+++xvbn+=painted
a ^at++++=a
different ^jj+atrb+++=different
color ^nn++++=color.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
grand ^jj+pred+++=grand,
, ^zz++++=EXTRAWORD
with ^in++++=with
carved ^xvbn+++xvbn+=carved
frames ^nns++++=frames
and ^cc++++=and
crystal ^nn++++=crystal
knobs ^nns+++??+=knobs.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
were ^vbd+bed+vrb++=were
plain ^nn++++=plain
enough ^qlp++++=enough
to ^to++++=to
belong ^vbi++++=belong
to ^in++++=to
cupboards ^nns++++=cupboards.
. ^zz++++=EXTRAWORD
A ^at++++=A
brass ^nn++++=brass
plate ^nn++++=plate
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fixed ^vpsv++agls+xvbnx+=fixed
above ^jjb++++=above
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Things ^nns++++=THINGS
Forgotten ^vwbn+vprv++xvbn+=FORGOTTEN
On ^in++++=ON
Purpose ^nn++++=PURPOSE.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
opened ^vbd+++xvbn+=opened
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
was ^vbd+bedz+vrb++=was
a ^at++++=a
room ^nn++++=room
larger ^jjr++++=larger
than ^in++++=than
the ^ati++++=the
customs ^nns++++=customs
house ^nn++++=house,
, ^zz++++=EXTRAWORD
filled ^j+++xvbn+=filled
with ^in++++=with
cabinets ^nns++++=cabinets.
. ^zz++++=EXTRAWORD
Thousands ^cds++++=Thousands
of ^in++++=of
drawers ^nns+nom+++=drawers
climbed ^vbd+++xvbn+=climbed
to ^in++++=to
a ^at++++=a
ceiling ^nn+nom+++=ceiling
lost ^vbd+++xvbn+=lost
in ^in++++=in
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
drawer ^nn++++=drawer
bore ^vbd+++xvbn+=bore
a ^at++++=a
label ^nn++++=label.
. ^zz++++=EXTRAWORD
A ^at++++=A
Mother ^np++++=MOTHER'S
's ^$++++=EXTRAWORD
Last ^rb++++=LAST
Words ^nns++++=WORDS.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Face ^nn++++=FACE
Of ^in++++=OF
A ^at++++=A
Man ^nn++++=MAN
Seen ^vbd+vprv++xvbn+=SEEN
From ^in++++=FROM
A ^at++++=A
Train ^nn++++=TRAIN.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=HOW
To ^to++++=TO
Sing ^vbi++++=SING
The ^ati++++=THE
Third ^nn++++=THIRD
Verse ^nn++++=VERSE.
. ^zz++++=EXTRAWORD
A ^at++++=A
Promise ^nn++++=PROMISE
Made ^vbd+++xvbn+=MADE
In ^in++++=IN
Rain ^nn++++=RAIN.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
another ^dt++++=another
plate ^nn++++=plate
read ^vbd+vprv++xvbn+=read
Things ^nns++++=THINGS
That ^tht+rel+subj++=THAT
Never ^rb++++=NEVER
Reached ^vbd+++xvbn+=REACHED
Their ^pp$+pp3+++=THEIR
Destination ^nn+nom+++=DESTINATION.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
room ^nn++++=room
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
lay ^vbd+++xvbnx+=lay
in ^in++++=in
sacks ^nns++++=sacks,
, ^zz++++=EXTRAWORD
spilled ^j+++xvbn+=spilled
from ^in++++=from
pigeonholes ^nns+++??+=pigeonholes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drifted ^vpsv++agls+xvbn+=drifted
across ^in+pl+++=across
the ^ati++++=the
floor ^nn++++=floor
like ^in++++=like
pale ^nn++++=pale
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Parcels ^nns++++=Parcels
were ^vbd+bed+aux++=were
stacked ^vpsv++agls+xvbnx+=stacked
between ^in++++=between
them ^pp3o+pp3+++=them:
: ^zz++++=EXTRAWORD
birthday ^nn++++=birthday
gifts ^nns++++=gifts,
, ^zz++++=EXTRAWORD
wedding ^nn++++=wedding
rings ^nns++++=rings,
, ^zz++++=EXTRAWORD
military ^jj+atrb+++=military
medals ^nns++++=medals,
, ^zz++++=EXTRAWORD
jars ^nns++++=jars
of ^in++++=of
jam ^nn++++=jam.
. ^zz++++=EXTRAWORD
A ^at++++=A
paper ^nn++++=paper
bird ^nn++++=bird
flew ^vbd+++xvbn+=flew
slow ^jj+atrb+++=slow
circles ^nns++++=circles
near ^in+pl+++=near
the ^ati++++=the
ceiling ^nn+nom+++=ceiling,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
wings ^nns++++=wings
covered ^vbd+++xvbn+=covered
in ^in++++=in
cramped ^nn++++=cramped
writing ^vwbg+++xvbg+=writing.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara."
mara ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
froze ^vbd+++xvbnx+=froze.
. ^zz++++=EXTRAWORD
The ^ati++++=The
voice ^nn++++=voice
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
inside ^jjb++++=inside
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
Vale ^npl++++=Vale?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
behind ^in+pl+++=behind
a ^at++++=a
tower ^nn++++=tower
of ^in++++=of
parcels ^nns++++=parcels.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
stooped ^jj+++xvbn+=stooped,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
in ^in++++=in
the ^ati++++=the
dark ^jj+atrb+++=dark
blue ^jj+atrb+++=blue
uniform ^nn++++=uniform
of ^in++++=of
an ^at++++=an
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^jj+atrb++xvbn+=EXTRAWORD
postman ^nn++++=postman.
. ^zz++++=EXTRAWORD
Seaweed ^nn++++=Seaweed
clung ^vbd+++xvbn+=clung
to ^in++++=to
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
skin ^nn++++=skin
had ^vb+hv+vrb++=had
the ^ati++++=the
gray ^np++++=gray
transparency ^nn++++=transparency
of ^in++++=of
fog ^nn++++=fog.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
late ^jj+pred+++=late,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
consulted ^vbd+++xvbnx+=consulted
a ^at++++=a
ledger ^np++++=ledger
tucked ^vbd+++xvbn+=tucked
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="Hard
hard ^jj++++=EXTRAWORD
to ^to+jcmp+++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time
is ^vbz+bez+aux++=is
poorly ^rb++splt++=poorly
organized ^vpsv++agls+xvbnx+=organized
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
one ^cd1++++=one
finger ^nn++++=finger
down ^in++++=down
a ^at++++=a
page ^nn++++=page.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
Vale ^npl++++=Vale.
. ^zz++++=EXTRAWORD
Collector ^nn++++=Collector,
, ^zz++++=EXTRAWORD
custodian ^jj++++=custodian,
, ^zz++++=EXTRAWORD
chronic ^jj++++=chronic
trespasser ^jjr++++=trespasser
in ^in++++=in
tidal ^jj+atrb+++=tidal
matters ^nns+nom+++=matters."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
trespassed ^vprf+++xvbnx+=trespassed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
entered ^vbd+++xvbn+=entered
through ^in++++=through
a ^at++++=a
Door ^nn++++=Door
of ^in++++=of
Return ^nn++++=Return
without ^in++++=without
being ^nn+nn+aux++=being
invited ^vwbn+++xvbn+=invited."
. ^zz++++=EXTRAWORD
