Every ^at++++=Every
. ^zz++++=EXTRAWORD
For ^in++++=For
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
anyone ^pn++++=anyone
could ^md+pos+++=could
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
first ^od++++=first
person ^nn++++=person
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
seventy ^cd++++=seventy-two,
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
small ^jj++++=small
and ^cc++++=and
straight ^rb++++=straight-backed,
- ^zz++++=EXTRAWORD
backed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
silver ^nn++++=silver
hair ^nn++++=hair
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
in ^in++++=in
a ^at++++=a
braid ^nn++++=braid.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
morning ^nn++++=morning
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
her ^pp3o+pp3+++=her
cottage ^nn+nom+++=cottage
at ^rb++++=at
half ^abn++++=half
past ^jjb++++=past
five ^cd++++=five,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
lantern ^nn++++=lantern
in ^in++++=in
winter ^nn++++=winter
and ^cc++++=and
a ^at++++=a
canvas ^nn++++=canvas
sack ^nn++++=sack
in ^in++++=in
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
past ^jjb++++=past
the ^ati++++=the
dark ^jj+atrb+++=dark
bakery ^nn++++=bakery
and ^cc++++=and
the ^ati++++=the
silent ^jj+atrb+++=silent
chapel ^nn++++=chapel,
, ^zz++++=EXTRAWORD
down ^rp++++=down
the ^ati++++=the
steps ^nns++++=steps
cut ^vbd+++xvbn+=cut
into ^in++++=into
the ^ati++++=the
cliff ^nn++++=cliff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waited ^vpsv++agls+xvbn+=waited
beside ^in+pl+++=beside
the ^ati++++=the
leaning ^jj+atrb++xvbg+=leaning
post ^nn++++=post
that ^tht+rel+subj++=that
marked ^vbd+++xvbn+=marked
the ^ati++++=the
high ^jj++++=high-tide
- ^zz++++=EXTRAWORD
tide ^vb++++=EXTRAWORD
line ^nn++++=line.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
hundreds ^cds++++=hundreds
of ^in++++=of
things ^nns++++=things.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child's
's ^vbz+bez+vrb++0=EXTRAWORD
red ^jj+atrb+++=red
boot ^nn++++=boot.
. ^zz++++=EXTRAWORD
A ^at++++=A
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
compass ^nn++++=compass.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
pages ^nns++++=pages
of ^in++++=of
a ^at++++=a
love ^nn++++=love
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ink ^nn++++=ink
still ^rb+atrb+++=still
legible ^jj++++=legible.
. ^zz++++=EXTRAWORD
A ^at++++=A
violin ^nn++++=violin
with ^in++++=with
barnacles ^nns+++??+=barnacles
growing ^vwbg+++xvbg+=growing
inside ^jjb++++=inside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
glass ^nn++++=glass
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
A ^at++++=A
wooden ^jj+atrb+++=wooden
soldier ^nn++++=soldier.
. ^zz++++=EXTRAWORD
A ^at++++=A
wedding ^nn++++=wedding
ring ^vb++++=ring
engraved ^vbd+++xvbn+=engraved
with ^in++++=with
two ^cd++++=two
names ^nns++++=names
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
people ^nns++++=people
no ^at++++=no
one ^pn++++=one
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
known ^vprf+++xvbnx+=known.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
sea ^nn++++=sea
had ^vb+hv+aux++=had
never ^rb++splt++=never
returned ^vprf+++xvbnx+=returned
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
nineteen ^cd++++=nineteen
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
disappeared ^vbd+seem++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
before ^in++++=before
a ^at++++=a
storm ^nn++++=storm
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
green ^nn++++=green
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
promising ^jj++++=promising
to ^to++++=to
be ^vbi++vrb++=be
home ^nr++++=home
by ^in++++=by
noon ^nn++++=noon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boat ^nn++++=boat
came ^vbd+++xvbn+=came
back ^jjb++++=back
eleven ^cd++++=eleven
years ^nns++++=years
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
upon ^in++++=upon
the ^ati++++=the
sand ^nn++++=sand
with ^in++++=with
its ^pp$+it+++=its
oars ^vbz+++??+=oars
tucked ^vwbn+++xvbn+=tucked
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
damage ^nn++++=damage
to ^in++++=to
the ^ati++++=the
hull ^nn++++=hull.
. ^zz++++=EXTRAWORD
No ^at++++=No
seaweed ^nn++++=seaweed
clung ^vbd+++xvbn+=clung
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
stern ^nn++++=stern,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
scratched ^vprf+++xvbnx+=scratched
a ^at++++=a
small ^jj+atrb+++=small
circle ^nn++++=circle
crossed ^vwbn+++xvbn+=crossed
by ^in++++=by
three ^cd++++=three
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
years ^nns++++=years
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
understand ^vbi+vprv+tht0++=understand
that ^tht+vcmp+++=that
mark ^vb++++=mark.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
drew ^vbd+++xvbnx+=drew
it ^pp3+it+++=it
in ^in++++=in
notebooks ^nns++++=notebooks,
, ^zz++++=EXTRAWORD
showed ^j+++xvbn+=showed
it ^pp3+it+++=it
to ^in++++=to
sailors ^nns++++=sailors,
, ^zz++++=EXTRAWORD
scholars ^nns++++=scholars,
, ^zz++++=EXTRAWORD
mapmakers ^nns+nom+++=mapmakers,
, ^zz++++=EXTRAWORD
priests ^nns++++=priests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
wandering ^jj+atrb++xvbg+=wandering
magician ^nn++++=magician
who ^whp+rel+subj++=who
claimed ^vbd+vpub+tht0+xvbn+=claimed
he ^pp3a+pp3+++=he
could ^md+pos+++=could
speak ^vb++++=speak
to ^to++++=to
drowned ^vbi++++=drowned
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
None ^pn++++=None
recognized ^vbd+vprv++xvbn+=recognized
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
every ^at++++=every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
" ^zz++++="Hope
hope ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
hook ^nn++++=hook,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
brother ^npt++++=brother
Tomas ^np+++??+=Tomas
once ^rb+tm+++=once
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
catches ^vbz++++=catches
in ^in++++=in
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
drag ^vb++++=drag
it ^pp3+it+++=it
everywhere ^rb++++=everywhere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
rather ^rb++++=rather
be ^vb+be+aux++=be
caught ^vpsv++agls+xvbnx+=caught,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="than
than ^in++++=EXTRAWORD
empty ^nn++++=empty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
stopped ^vbd+++xvbn+=stopped
arguing ^vbg+vpub++xvbg+=arguing
after ^in++++=after
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
clouds ^nns++++=clouds
were ^vbd+bed+vrb++=were
low ^jj+pred+++=low
and ^cc+phrs+++=and
purple ^jj++++=purple
over ^in++++=over
the ^ati++++=the
eastern ^jj+atrb+++=eastern
horizon ^nn++++=horizon,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
reached ^vbd+++xvbn+=reached
the ^ati++++=the
beach ^nn++++=beach
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
standing ^vwbg+++xvbg+=standing
at ^rb++++=at
the ^ati++++=the
water ^nn++++=water's
's ^$++++=EXTRAWORD
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
long ^jj+atrb+++=long
gray ^np++++=gray
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
air ^nn++++=air
was ^vbd+bedz+vrb++=was
mild ^jj+pred+++=mild.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
barefoot ^jj+pred+++=barefoot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
waves ^nns++++=waves
washed ^vwbn+++xvbn+=washed
over ^in++++=over
his ^pp$+pp3+++=his
ankles ^nns++++=ankles.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
notice ^vbi+vprv+++=notice.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
lose ^vb++++=lose
your ^pp$+pp2+++=your
toes ^nns++++=toes
that ^tht+rel+obj++=that
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
called ^vbd+++xvbn+=called.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
thin ^jj+atrb+++=thin
face ^nn++++=face
and ^cc++++=and
dark ^jj+atrb+++=dark
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
wet ^jj+pred+++=wet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
waiting ^vbg+++xvbgx+=waiting,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
the ^ati++++=the
return ^nn++++=return?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
paused ^vbd+++xvbn+=paused.
. ^zz++++=EXTRAWORD
Visitors ^nns++++=Visitors
came ^vbd+++xvbn+=came
to ^in++++=to
Bellwether ^np+nom++??+=Bellwether
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping
to ^to+vcmp+++=to
witness ^nns+nom+++=witness
the ^ati++++=the
sea ^nn++++=sea's
's ^vbz+bez+vrb++0=EXTRAWORD
strange ^jj+atrb+++=strange
habit ^nn++++=habit.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
arrived ^jj+atrb++xvbn+=arrived
carrying ^jj+atrb++xvbg+=carrying
cameras ^nns++++=cameras
and ^cc++++=and
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
man ^nn++++=man
carried ^vbd+++xvbn+=carried
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
harbor ^nn++++=harbor
bell ^nn++++=bell
began ^vbd+++xvbn+=began
to ^to++++=to
ring ^vbi++++=ring.
. ^zz++++=EXTRAWORD
One ^pn++++=One.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
looked ^vbd+++xvbn+=looked
not ^xnot++not++=not
at ^in++++=at
the ^ati++++=the
sea ^nn++++=sea
but ^cc++++=but
at ^in++++=at
Mara ^np+++??+=Mara.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
sixth ^od++++=sixth
stroke ^nn++++=stroke,
, ^zz++++=EXTRAWORD
a ^at++++=a
wave ^nn++++=wave
stretched ^vwbn+++xvbn+=stretched
across ^in+pl+++=across
the ^ati++++=the
sand ^nn++++=sand
and ^cc++++=and
withdrew ^vbd+++xvbn+=withdrew.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
lay ^vbd+++xvbn+=lay
where ^wrb+who+++=where
the ^ati++++=the
foam ^nn++++=foam
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
yellow ^jj+atrb+++=yellow
cup ^nn++++=cup.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
recognized ^vwbn+vprv++xvbn+=recognized
it ^pp3+it+++=it
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
picked ^vbd+++xvbnx+=picked
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
A ^at++++=A
crack ^nn++++=crack
ran ^vbd+++xvbn+=ran
from ^in++++=from
the ^ati++++=the
rim ^nn++++=rim
to ^in++++=to
a ^at++++=a
faded ^jj+++xvbn+=faded
painting ^jj+++xvbg+=painting
of ^in++++=of
a ^at++++=a
fox ^nn++++=fox.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
had ^vbd+hvd+aux++=had
drunk ^vprf+++xvbnx+=drunk
warm ^jj+atrb+++=warm
milk ^nn++++=milk
from ^in++++=from
that ^dt+dem+++=that
cup ^nn++++=cup
as ^in++++=as
a ^at++++=a
child ^nn++++=child.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
it ^pp3+it+++=it
away ^rp+pl+++=away
after ^cs+sub+++=after
the ^ati++++=the
handle ^nn++++=handle
broke ^vbd+++xvbn+=broke.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
wrapping ^jj+++xvbg+=wrapping
it ^pp3+it+++=it
in ^in++++=in
newspaper ^nn+nom+++=newspaper
and ^cc++++=and
placing ^nvbg+++xvbg+=placing
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
a ^at++++=a
rubbish ^nn++++=rubbish
bin ^&fw++++=bin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
crouched ^vbd+++xvbn+=crouched
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
lost ^vbd+++xvbn+=lost
at ^rb++++=at
sea ^nn++++=sea,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
whispered ^vbd+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
how ^wrb+who+++=how
" ^zz++++="
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea
takes ^vbz++++=takes
more ^ql++++=more
than ^cs+sub+++=than
people ^nns++++=people
throw ^vb++++=throw
into ^in++++=into
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Silas ^np+++??+=Silas."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
faint ^jj+atrb+++=faint
smile ^nn++++=smile
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rarely ^rb++++=rarely
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reached ^vbd+++xvbnx+=reached
toward ^in++++=toward
the ^ati++++=the
cup ^nn++++=cup,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mara ^np+++??+=Mara
pulled ^vbd+++xvbn+=pulled
it ^pp3+it+++=it
close ^in+cmpx+++=close
to ^in"++++=to
her ^pp$+pp3+++=her
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
something ^pn++++=something
about ^in++++=about
my ^pp$+pp1+++=my
daughter ^nn+nom+++=daughter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
heard ^vbd+vprv++xvbn+=heard
nothing ^pn++++=nothing
not ^xnot++not++=not
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
gulls ^nns++++=gulls,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
her ^pp3o+pp3+++=her
own ^ap++++=own
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
