By ^in++++=By
People ^nns++++=People
left ^vbd+++xvbn+=left.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cinema ^nn++++=cinema
closed ^vbd+++xvbn+=closed
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
school ^nn++++=school,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
blue ^jj++++=blue-bottle
- ^zz++++=EXTRAWORD
bottle ^nn++++=EXTRAWORD
factory ^nn++++=factory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^npl++++=church
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
its ^pp$+it+++=its
congregation ^nn+nom+++=congregation
had ^vbd+hvd+aux++=had
dwindled ^vprf+++xvbnx+=dwindled
to ^to++++=to
seven ^cd++++=seven
stubborn ^jj+atrb+++=stubborn
souls ^nns++++=souls
and ^cc++++=and
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
Station ^npl+nom+++=Station
remained ^vbd+++xvbn+=remained
because ^cs+cos+++=because
the ^ati++++=the
railway ^nn++++=railway
ran ^vbd+++xvbn+=ran
on ^in++++=on
higher ^jjr+atrb+++=higher
ground ^nn++++=ground
and ^cc+cls+++=and
because ^cs+cos+++=because,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
an ^at++++=an
old ^jj+atrb+++=old
transport ^nn++++=transport
law ^nn++++=law
no ^at++++=no
one ^cd1++++=one
had ^vbd+hvd+aux++=had
bothered ^vprf+++xvbnx+=bothered
to ^to+vcmp+++=to
repeal ^vbi++++=repeal,
, ^zz++++=EXTRAWORD
a ^at++++=a
station ^nn+nom+++=station
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
abandoned ^vpsv++agls+xvbnx+=abandoned
while ^cs+sub+++=while
it ^pp3+it+++=it
still ^rb++++=still
served ^vbd+++xvbn+=served
a ^at++++=a
permanent ^jj+atrb+++=permanent
resident ^nn++++=resident.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
resident ^jj++++=resident.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sold ^vbd+++xvbnx+=sold
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
tickets ^nns++++=tickets
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
swept ^xvbn+++xvbn+=swept
the ^ati++++=the
platform ^nn++++=platform
every ^at++++=every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
wound ^j+++xvbn+=wound
the ^ati++++=the
station ^nn+nom+++=station
clock ^nn++++=clock
every ^at++++=every
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
polished ^jj++++=polished
the ^ati++++=the
brass ^nn++++=brass
sign ^nn++++=sign
above ^jjb++++=above
the ^ati++++=the
ticket ^nn++++=ticket
window ^nn++++=window
until ^cs+sub+++=until
the ^ati++++=the
letters ^nns+nom+++=letters
shone ^vbd+++xvbn+=shone:
: ^zz++++=EXTRAWORD
Travelers ^nns+nom++??+=TRAVELERS
Are ^vb+ber+aux++=ARE
Advised ^vpsv++agls+xvbnx+=ADVISED
To ^to+vcmp+++=TO
Keep ^vbi++++=KEEP
Their ^pp$+pp3+++=THEIR
Destinations ^nns+nom++??+=DESTINATIONS
In ^in++++=IN
Mind ^nn++++=MIND.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
the ^ati++++=the
warning ^nn++++=warning
or ^cc+cls+++=or
what ^wdt+who+++=what
it ^pp3+it+++=it
meant ^vbd+vprv++xvbn+=meant.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
grandfather ^nn+nom+++=grandfather
had ^vbd+hvd+aux++=had
claimed ^vprf++tht0+xvbnx+=claimed
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
older ^jjr+pred+++=older
than ^in++++=than
the ^ati++++=the
railway ^nn++++=railway.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
Tuesday ^nr++++=Tuesday
of ^in++++=of
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
a ^at++++=a
storm ^nn++++=storm
came ^vbd+++xvbn+=came
in ^in++++=in
from ^in++++=from
the ^ati++++=the
west ^np+pl+++=west.
. ^zz++++=EXTRAWORD
By ^in++++=By
late ^jj+atrb+++=late
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
rain ^nn++++=rain
had ^vbd+hvd+aux++=had
erased ^vprf+++xvbnx+=erased
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^npl++++=sea
struck ^vbd+++xvbn+=struck
the ^ati++++=the
seawall ^nn+++??+=seawall
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
distant ^jj+atrb+++=distant
artillery ^nn+nom+++=artillery.
. ^zz++++=EXTRAWORD
Wind ^nn++++=Wind
shook ^vbd+++xvbn+=shook
the ^ati++++=the
station ^nn+nom+++=station
windows ^nns++++=windows
and ^cc++++=and
drove ^vbd+++xvbn+=drove
water ^nn++++=water
beneath ^in+pl+++=beneath
the ^ati++++=the
waiting ^jj+++xvbg+=waiting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
placed ^vwbn+++xvbn+=placed
buckets ^nns+++??+=buckets
under ^in++++=under
the ^ati++++=the
leaks ^nns++++=leaks,
, ^zz++++=EXTRAWORD
lit ^j+++xvbn+=lit
the ^ati++++=the
iron ^nn++++=iron
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
listened ^vpsv++agls+xvbn+=listened
to ^in++++=to
the ^ati++++=the
weather ^nn++++=weather
report ^vb++++=report
on ^in++++=on
the ^ati++++=the
radio ^nn++++=radio.
. ^zz++++=EXTRAWORD
" ^zz++++="Mandatory
mandatory ^jj+atrb+++=EXTRAWORD
evacuation ^nn+nom+++=evacuation,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
announcer ^nn+nom+++=announcer.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
remaining ^jj+atrb++xvbg+=remaining
residents ^nns++++=residents
in ^in++++=in
the ^ati++++=the
Bellweather ^np+nom++??+=Bellweather
flood ^nn++++=flood
zone ^nn++++=zone
must ^md+nec+++=must
leave ^vb++++=leave
by ^in++++=by
eighteen ^cd++++=eighteen
hundred ^cd++++=hundred
hours ^nns++++=hours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
seventeen ^cd++++=seventeen
forty ^cd++++=forty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Ash ^nn++++=Ash
arrived ^vbd+++xvbn+=arrived
with ^in++++=with
his ^pp$+pp3+++=his
dog ^nn++++=dog
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
seat ^nn++++=seat
of ^in++++=of
an ^at++++=an
ancient ^jj++++=ancient
green ^jj++++=green
van ^&fw++++=van.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hurried ^vbd+++xvbnx+=hurried
into ^in++++=into
the ^ati++++=the
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
rain ^nn++++=rain
streaming ^vwbg+++xvbg+=streaming
from ^in++++=from
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara,"
mara ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
breathless ^jj++++=breathless,
, ^zz++++=EXTRAWORD
" ^zz++++="we're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
come ^vb++++=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
train ^nn++++=train
at ^rb++++=at
midnight ^nn++++=midnight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
midnight ^nn++++=midnight
train ^nn++++=train.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'll
'll ^md+prd+++0=EXTRAWORD
close ^vb++++=close
the ^ati++++=the
line ^nn++++=line."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
tracks ^nns++++=tracks,
, ^zz++++=EXTRAWORD
two ^cd++++=two
black ^jj+atrb+++=black
ribbons ^nns++++=ribbons
shining ^vwbg+++xvbg+=shining
in ^in++++=in
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
midnight ^nn++++=midnight
train ^nn++++=train
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
missed ^vprf+++xvbnx+=missed
Bellweather ^np+nom++??+=Bellweather."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
storm ^nn++++=storm."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
never ^rb++++=never
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
radio ^nn++++=radio."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Ash ^nn++++=Ash
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
seventy ^cd++++=seventy-two,
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
tall ^jj++++=tall
and ^cc+phrs+++=and
stooped ^jj+++xvbn+=stooped,
, ^zz++++=EXTRAWORD
with ^in++++=with
eyebrows ^nns++++=eyebrows
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
him ^pp3o+pp3+++=him
look ^vb++++=look
permanently ^rb++++=permanently
astonished ^vbd+++xvbn+=astonished.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
eastern ^jj+atrb+++=eastern
barrier ^nn++++=barrier
has ^vbz+hvz+aux++=has
failed ^vprf+++xvbnx+=failed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Water
water ^nn++++=EXTRAWORD
is ^vbz+bez+aux++=is
already ^rb++splt++=already
crossing ^vbg+++xvbgx+=crossing
Market ^nn++++=Market
Square ^nn++++=Square."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
tightened ^vbd+++xvbn+=tightened
around ^rp++++=around
the ^ati++++=the
broom ^nn++++=broom.
. ^zz++++=EXTRAWORD
Market ^nn++++=Market
Square ^jj++++=Square
lay ^jjb+++xvbn+=lay
less ^ql++++=less
than ^cs+sub+++=than
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
van ^&fw++++=van
has ^vbz+hvz+vrb++=has
room ^nn++++=room,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
reverend ^npt++++=reverend
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wood ^np++++=Wood
and ^cc++++=and
the ^ati++++=the
Carters ^nns+nom++??+=Carters.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+aux++0=EXTRAWORD
meeting ^vbg+++xvbgx+=meeting
the ^ati++++=the
evacuation ^nn+nom+++=evacuation
bus ^nn++++=bus
at ^rb++++=at
High ^jj+atrb+++=High
Thorn ^nn++++=Thorn.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
around ^rp++++=around
the ^ati++++=the
ticket ^nn++++=ticket
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wooden ^jj+atrb+++=wooden
benches ^nns++++=benches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brass ^nn++++=brass
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
The ^ati++++=The
framed ^jj+atrb++xvbn+=framed
photographs ^nns++++=photographs
of ^in++++=of
steam ^nn++++=steam
engines ^nns++++=engines
and ^cc++++=and
opening ^jj+atrb++xvbg+=opening
ceremonies ^nns++++=ceremonies.
. ^zz++++=EXTRAWORD
A ^at++++=A
black ^jj++++=black-and-white
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
white ^jj+atrb+++=EXTRAWORD
portrait ^nn++++=portrait
showed ^vbd+vprv++xvbn+=showed
her ^pp3o+pp3+++=her
father ^npt++++=father
as ^ql++++=as
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
platform ^nn++++=platform
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
resting ^vwbg+++xvbg+=resting
on ^in++++=on
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
of ^in++++=of
a ^at++++=a
solemn ^jj+atrb+++=solemn
little ^jj+atrb+++=little
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
the ^ati++++=the
day ^nn++++=day
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
taken ^vpsv++agls+xvbnx+=taken.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
her ^pp$+pp3+++=her
a ^at++++=a
red ^jj+atrb+++=red
flag ^nn++++=flag
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her
never ^rb++++=never
to ^in++++=to
wave ^nn++++=wave
it ^pp3+it+++=it
unless ^cs+cnd+++=unless
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
stop ^vbi++++=stop
a ^at++++=a
train ^nn++++=train.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
about ^in++++=about
the ^ati++++=the
station ^nn+nom+++=station?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Ash ^np++++=Ash's
's ^$++++=EXTRAWORD
expression ^nn++++=expression
softened ^vbd+++xvbn+=softened.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
building ^nvbg+++xvbg+=building."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
horn ^np++++=horn
sounded ^vbd+++xvbn+=sounded
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
barked ^vbd+++xvbn+=barked
from ^in++++=from
the ^ati++++=the
van ^nn++++=van.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Ash ^nn++++=Ash
set ^vbd+++xvbn+=set
his ^pp$+pp3+++=his
hat ^nn++++=hat
back ^jjb++++=back
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
wait ^vb++++=wait
five ^cd++++=five
minutes ^nns++++=minutes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
argue ^vbi+vpub+++=argue,
