Every ^at++++=Every
and ^cc+cls+++=and
placed ^vpsv++agls+xvbn+=placed
on ^in++++=on
a ^at++++=a
shelf ^nn++++=shelf.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
its ^pp$+it+++=its
owner ^nn++++=owner
claimed ^vbd+vpub++xvbn+=claimed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked
for ^in+ppvb+++=for
proof ^nn++++=proof.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
no ^at++++=no
one ^cd1++++=one
came ^vbd+++xvbn+=came
within ^in++++=within
a ^at++++=a
year ^nn++++=year,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village
collection ^nn+nom+++=collection.
. ^zz++++=EXTRAWORD
The ^ati++++=The
keeper ^nn++++=keeper
before ^cs+sub+++=before
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
her ^pp$+pp3+++=her
that ^cs+sub+++=that
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
generous ^jj++++=generous.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
returns ^vbz++++=returns
nothing ^pn++++=nothing
for ^in++++=for
free ^jj++++=free,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="Even
even ^rb++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
see ^vb+vprv+++=see
the ^ati++++=the
price ^nn++++=price."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
believed ^vprf+++xvbnx+=believed
him ^pp3o+pp3+++=him
as ^in++++=as
a ^at++++=a
child ^nn++++=child.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
at ^rb++++=at
seventeen ^cd++++=seventeen,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
decided ^vprf++tht0+xvbnx+=decided
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
only ^rb+down+splt++=only
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
frighten ^vbi++++=frighten
her ^pp$+pp3+++=her
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
At ^rb++++=At
nineteen ^cd++++=nineteen,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
believing ^vbg+vprv++xvbg+=believing
in ^in++++=in
warnings ^nns++++=warnings
altogether ^nn+nom+++=altogether.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
year ^nn++++=year
her ^pp$+pp3+++=her
younger ^jjr+atrb+++=younger
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas,
, ^zz++++=EXTRAWORD
drowned ^j+++xvbn+=drowned.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
For ^in++++=For
eighteen ^cd++++=eighteen
years ^nns++++=years
after ^in++++=after
his ^pp$+pp3+++=his
death ^nn++++=death,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
shore ^nn++++=shore
each ^dt++++=each
morning ^nn++++=morning
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
forbidden ^jj+atrb++xvbn+=forbidden
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
imagined ^vbd+vprv++xvbnx+=imagined
finding ^vbg+++xvbg+=finding
his ^pp$+pp3+++=his
blue ^jj+atrb+++=blue
coat ^nn++++=coat
folded ^vbd+++xvbn+=folded
on ^in++++=on
the ^ati++++=the
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
silver ^nn++++=silver
whistle ^nn++++=whistle
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
around ^in++++=around
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
imagined ^vbd+vprv++xvbnx+=imagined
some ^dti++++=some
sign ^nn++++=sign
that ^tht+ncmp+++=that
the ^ati++++=the
sea ^nn++++=sea
had ^vb+hv+aux++=had
not ^xnot++not++=not
swallowed ^vbd+++xvbn+=swallowed
him ^pp3o+pp3+++=him
completely ^rb+amp+++=completely.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Hope ^nn++++=Hope
aged ^jj++++=aged
into ^in++++=into
habit ^nn++++=habit.
. ^zz++++=EXTRAWORD
Habit ^nn++++=Habit
hardened ^vbd+++xvbn+=hardened
into ^in++++=into
duty ^nn++++=duty.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
gray ^np++++=gray
morning ^nn++++=morning
in ^in++++=in
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
a ^at++++=a
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
upright ^jj++++=upright
in ^in++++=in
the ^ati++++=the
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
cliff ^nn++++=cliff
path ^nn++++=path
and ^cc++++=and
stopped ^vbd+++xvbn+=stopped
so ^ql++++=so
suddenly ^rb++++=suddenly
that ^cs+sub+++=that
the ^ati++++=the
lantern ^nn++++=lantern
swung ^vbd+++xvbn+=swung
from ^in++++=from
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Dawn ^nn++++=Dawn
had ^vb+hv+aux++=had
barely ^rb+down+splt++=barely
touched ^vprf+++xvbnx+=touched
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beach ^nn++++=beach
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty
except ^in++++=except
for ^in"++++=for
gulls ^nns++++=gulls
and ^cc++++=and
the ^ati++++=the
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient
water ^nn++++=water.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
oak ^nn++++=oak,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
oak ^nn++++=oak
grew ^vbd+++xvbn+=grew
for ^in++++=for
a ^at++++=a
hundred ^cd++++=hundred
miles ^nns++++=miles.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
three ^cd++++=three
iron ^nn++++=iron
hinges ^nns++++=hinges,
, ^zz++++=EXTRAWORD
a ^at++++=a
round ^jj+atrb+++=round
brass ^nn++++=brass
knob ^nn++++=knob,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
pane ^nn+++??+=pane
of ^in++++=of
blue ^jj+atrb+++=blue
glass ^nn++++=glass
set ^vbd+++xvbn+=set
near ^in+pl+++=near
the ^ati++++=the
top ^nn++++=top.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
wall ^nn++++=wall
around ^rp++++=around
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
no ^at++++=no
frame ^nn++++=frame
sunk ^vbd+++xvbn+=sunk
into ^in++++=into
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
simply ^rb++++=simply
stood ^vbd+++xvbn+=stood
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
casting ^vbg+++xvbg+=casting
a ^at++++=a
long ^jj+atrb+++=long
shadow ^nn++++=shadow
toward ^in++++=toward
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
approached ^vbd+++xvbn+=approached
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
A ^at++++=A
paper ^nn++++=paper
label ^nn++++=label
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
tied ^vpsv++agls+xvbnx+=tied
to ^in++++=to
the ^ati++++=the
knob ^nn++++=knob
with ^in++++=with
white ^jj+atrb+++=white
string ^nn++++=string.
. ^zz++++=EXTRAWORD
On ^in++++=On
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
in ^in++++=in
faded ^jj+atrb++xvbn+=faded
ink ^nn++++=ink,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=MARA
Vale ^nn++++=VALE.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
touch ^vb++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
minutes ^nns++++=minutes
she ^pp3a+pp3+++=she
listened ^vbd+++xvbnx+=listened
to ^in++++=to
the ^ati++++=the
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tide ^nn++++=tide
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
pulling ^vbg+nom++xvbg+=pulling
pebbles ^nns++++=pebbles
across ^in+pl+++=across
the ^ati++++=the
shore ^nn++++=shore
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
whispered ^vbd+vpub++xvbn+=whispered
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
Mara ^np+++??+=Mara
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
label ^nn++++=label
and ^cc++++=and
turned ^vbd+++xvbn+=turned
it ^pp3+it+++=it
over ^rb++++=over.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
four ^cd++++=four
words ^nns++++=words
on ^in++++=on
the ^ati++++=the
back ^nn++++=back.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=YOU
May ^md+pos+++=MAY
Ask ^vb++++=ASK
Once ^rb+tm+++=ONCE.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara?"
mara ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spun ^vbd+++xvbnx+=spun
around ^rp++++=around.
. ^zz++++=EXTRAWORD
A ^at++++=A
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood
halfway ^rb++++=halfway
down ^in++++=down
the ^ati++++=the
path ^nn++++=path,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
basket ^nn++++=basket
of ^in++++=of
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Kit ^nn++++=Kit
Farrow ^np++++=Farrow,
, ^zz++++=EXTRAWORD
the ^ati++++=the
baker ^nn++++=baker's
's ^$++++=EXTRAWORD
grandson ^nn++++=grandson,
, ^zz++++=EXTRAWORD
thin ^jj++++=thin
as ^in++++=as
a ^at++++=a
mast ^nn++++=mast
and ^cc++++=and
twice ^rb++++=twice
as ^in++++=as
curious ^nn++++=curious.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="Stay
stay ^vb++++=EXTRAWORD
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Naturally ^rb+cnj+++=Naturally,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
Kit ^nn++++=Kit
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
that ^cs+sub+++=that
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Doors
doors ^nns++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
float ^vb++++=float."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Neither
neither ^dt++neg++=EXTRAWORD
do ^vb+do+vrb++=do
church ^nn++++=church
bells ^nns++++=bells."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
circled ^vbd+++xvbnx+=circled
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
several ^ap++++=several
feet ^nns++++=feet
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+vrb++=EXTRAWORD
it ^pp3+it+++=it
open ^jj++++=open?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
one ^cd1++++=one
way ^nn++++=way
to ^to++++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
often ^rb++++=often
several ^ap++++=several
ways ^nns++++=ways
to ^to++++=to
find ^vbi+vprv+++=find
something ^pn++++=something
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
usually ^rb+down+++=usually
the ^ati++++=the
most ^ql+emph+++=most
dangerous ^jj++++=dangerous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kit ^nn++++=Kit
grinned ^vbd+++xvbn+=grinned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
the ^ati++++=the
fearless ^jj+atrb+++=fearless
grin ^nn++++=grin
of ^in++++=of
a ^at++++=a
child ^nn++++=child
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
lost ^vwbn+++xvbn+=lost
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
untied ^vbd+++xvbn+=untied
the ^ati++++=the
label ^nn++++=label
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
her ^pp$+pp3+++=her
coat ^nn++++=coat
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
customs ^nns++++=customs
house ^nn++++=house,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
proved ^vbd+vprv++xvbn+=proved
impossible ^jj++++=impossible
to ^to+jcmp+++=to
move ^vbi++++=move.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
and ^cc++++=and
Kit ^nn++++=Kit
pushed ^vwbn+++xvbn+=pushed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+aux++=did
not ^xnot++not++=not
shift ^vb++++=shift.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dug ^vbd+++xvbnx+=dug
around ^rp++++=around
its ^pp$+it+++=its
base ^nn++++=base
and ^cc++++=and
discovered ^vprf+++xvbn+=discovered
that ^tht+vcmp+++=that
it ^pp3+it+++=it
rested ^vbd+++xvbn+=rested
on ^in++++=on
the ^ati++++=the
sand ^nn++++=sand
without ^in++++=without
sinking ^xvbg+++xvbg+=sinking
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Kit ^nn++++=Kit
fetched ^vbd+++xvbn+=fetched
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
long ^rb++++=long
half ^abn++++=half
the ^ati++++=the
village ^nn+nom+++=village
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
fishermen ^nns++++=fishermen
pulled ^vbd+++xvbn+=pulled
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rope ^nn++++=rope
snapped ^vbd+++xvbn+=snapped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
remained ^vbd+++xvbn+=remained
upright ^jj++++=upright.
. ^zz++++=EXTRAWORD
By ^in++++=By
eight ^cd++++=eight
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
everyone ^pn++++=everyone
had ^vb+hv+vrb++=had
an ^at++++=an
opinion ^nn++++=opinion.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
belongs ^vbz++++=belongs
to ^in++++=to
a ^at++++=a
ship ^nn++++=ship,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Old ^jj+atrb+++=Old
Brenn ^np+++??+=Brenn.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
ship ^nn++++=ship
has ^vbz+hvz+vrb++=has
a ^at++++=a
door ^nn++++=door
standing ^vwbg+++xvbg+=standing
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
deck ^nn++++=deck?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
baker ^nn++++=baker.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
rich ^jj+atrb+++=rich
man ^nn++++=man's
's ^$++++=EXTRAWORD
ship ^nn++++=ship."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
warning ^nn++++=warning,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Cale ^np++++=Cale,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
considered ^vbd+vprv++xvbn+=considered
most ^ql+emph+++=most
things ^nns++++=things
warnings ^nns++++=warnings.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
miracle ^nn++++=miracle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
priest ^nn++++=priest.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
an ^at++++=an
obstruction ^nn+nom+++=obstruction,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
harbor ^nn++++=harbor
master ^nn++++=master.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Pell ^np++++=Pell
wanted ^vbd+++xvbn+=wanted
it ^pp3+it+++=it
fenced ^vbd+++xvbn+=fenced
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
bless ^vbi++++=bless
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
schoolmaster ^nn+nom+++=schoolmaster
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
measure ^vbi++++=measure
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Kit ^nn++++=Kit
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
open ^vbi++++=open
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said
