By ^in++++=By
everyone ^pn++++=everyone.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
forty ^cd++++=forty
and ^cc++++=and
looked ^vbd+++xvbn+=looked
tired ^jj+++xvbn+=tired
of ^in++++=of
the ^ati++++=the
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
funeral ^nn++++=funeral?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yesterday."
yesterday ^nr+tm+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hand ^nn++++=hand
tightened ^vbd+++xvbn+=tightened
around ^rp++++=around
the ^ati++++=the
car ^nn++++=car
keys ^nns++++=keys.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
letter ^nn++++=letter
said ^vbd+vpub++xvbn+=said
Friday ^nr++++=Friday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Friday ^nr++++=Friday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Today
today ^nr+tm+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Friday ^nr++++=Friday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
came ^vbd+++xvbn+=came
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Storm ^np++++=Storm's
's ^$++++=EXTRAWORD
due ^jj+atrb+++=due
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Saye ^np+++??+=Saye
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
get ^vbi++++=get
it ^pp3+it+++=it
done ^vbd+++xvbn+=done."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
" ^zz++++="Dad
dad ^npt++++=EXTRAWORD
would ^md+prd+++=would've
've ^vb+hv+aux++0=EXTRAWORD
preferred ^vprf+++xvbnx+=preferred
you ^pp2+pp2+++=you
missed ^vbd+++xvbn+=missed
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was:
: ^zz++++=EXTRAWORD
the ^ati++++=the
blade ^nn++++=blade,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
bright ^jj++++=bright
after ^in++++=after
all ^abn++++=all
these ^dt+dem+++=these
years ^nns++++=years.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
everyone ^pn++++=everyone
got ^vbd+++xvbn+=got
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
wanted ^vbd+++xvbnx+=wanted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
suitcase ^nn++++=suitcase
from ^in++++=from
the ^ati++++=the
trunk ^nn++++=trunk
and ^cc++++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
inside ^jjb++++=inside
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father's
's ^$++++=EXTRAWORD
boots ^nns++++=boots
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark
with ^in++++=with
oil ^nn++++=oil.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
tide ^nn++++=tide
charts ^nns++++=charts
covered ^vbd+++xvbn+=covered
the ^ati++++=the
kitchen ^nn++++=kitchen
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
A ^at++++=A
chipped ^jj+atrb++xvbn+=chipped
red ^jj+atrb+++=red
mug ^nn++++=mug
sat ^vbd+++xvbn+=sat
upside ^nn++++=upside
down ^rp++++=down
near ^in+pl+++=near
the ^ati++++=the
sink ^nn++++=sink.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
mantel ^nn+++??+=mantel
was ^vbd+bedz+vrb++=was
a ^at++++=a
photograph ^nn++++=photograph
of ^in++++=of
Mara ^np+++??+=Mara
and ^cc++++=and
Elias ^np+++??+=Elias
as ^ql++++=as
children ^nns++++=children,
, ^zz++++=EXTRAWORD
both ^abx++++=both
squinting ^jj+++xvbg+=squinting
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
them ^pp3o+pp3+++=them
stood ^vbd+++xvbn+=stood
their ^pp$+pp3+++=their
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hand ^nn++++=hand
resting ^vwbg+++xvbg+=resting
on ^in++++=on
each ^dt++++=each
of ^in++++=of
their ^pp$+pp3+++=their
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
father ^nn++++=father
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
picture ^nn++++=picture.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
her ^pp3o+pp3+++=her
suitcase ^nn++++=suitcase.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
die ^vb++++=die?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Heart."
heart ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Quickly?"
quickly ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
anyone ^pn++++=anyone
with ^in++++=with
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waited ^vbd+++xvbnx+=waited
for ^in++++=for
grief ^nn++++=grief
to ^to++++=to
come ^vbi++++=come,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
felt ^vbd+vprv++xvbn+=felt
only ^rb+down+++=only
an ^at++++=an
old ^jj+atrb+++=old,
, ^zz++++=EXTRAWORD
hollow ^jj+atrb+++=hollow
pressure ^nn++++=pressure
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
ribs ^nns++++=ribs.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
picked ^vbd+++xvbn+=picked
up ^rp++++=up
a ^at++++=a
brass ^nn++++=brass
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
left ^vbd+++xvbnx+=left
this ^dt+dem+++=this
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
long ^rb++++=long
and ^cc++++=and
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
green ^nn++++=green
around ^rp++++=around
the ^ati++++=the
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
touch ^vb++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lighthouse ^nn++++=lighthouse?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
council ^nn++++=council
owned ^vbd+++xvbn+=owned
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dad
dad ^npt++++=EXTRAWORD
bought ^vbd+++xvbn+=bought
it ^pp3+it+++=it
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
decommissioned ^vbd+++xvbnx+=decommissioned
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
why ^wrb+who+whcl++=why."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
gulls ^nns++++=gulls
screamed ^vbd+++xvbn+=screamed
over ^in++++=over
the ^ati++++=the
cliffs ^nns++++=cliffs.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
finally ^rb++++=finally
took ^vbd+++xvbn+=took
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
cold ^nn++++=cold
in ^in++++=in
her ^pp$+pp3+++=her
palm ^np++++=palm.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
left ^vbd+++xvbnx+=left
instructions ^nns+nom+++=instructions,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
to ^to++++=to
go ^vbi++++=go
up ^rp++++=up
before ^in++++=before
dark ^nn++++=dark."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
laughed ^vbd+++xvbnx+=laughed
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
key ^nn++++=key."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
want ^vb++++=want
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
answer ^nn++++=answer
came ^vbd+++xvbn+=came
too ^rb++++=too
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
studied ^vbd+++xvbn+=studied
her ^pp$+pp3+++=her
brother ^nn++++=brother's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
inside ^jjb++++=inside
since ^in++++=since
that ^dt+dem+++=that
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Neither
neither ^dt++neg++=EXTRAWORD
have ^vb+hv+vrb++=have
I ^pp1a+pp1+++=I."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
rattled ^vwbn+++xvbn+=rattled
suddenly ^rb++++=suddenly
against ^in++++=against
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
moved ^vbd+++xvbn+=moved
to ^in++++=to
the ^ati++++=the
stove ^nn++++=stove
and ^cc++++=and
lit ^rb+++xvbn+=lit
the ^ati++++=the
burner ^nn++++=burner
beneath ^in+pl+++=beneath
a ^at++++=a
kettle ^nn++++=kettle.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
weather ^nn++++=weather
radio ^nn++++=radio
says ^vbz+vpub+tht0++=says
the ^ati++++=the
storm ^nn++++=storm
will ^md+prd+++=will
pass ^vb++++=pass
north ^nr+pl+++=north
of ^in++++=of
us ^pp1o+pp1+++=us,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
believe ^vb+vprv+tht0++=believe
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drank ^vbd+++xvbnx+=drank
tea ^nn++++=tea
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clock ^nn++++=clock
above ^in+pl+++=above
the ^ati++++=the
door ^nn++++=door
ticked ^vbd+++xvbn+=ticked
too ^rb++++=too
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
standing ^vbg+++xvbg+=standing
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
wet ^jj+atrb+++=wet
nightdress ^nns+nom+++=nightdress
while ^cs+sub+++=while
her ^pp3o+pp3+++=her
father ^npt++++=father
shouted ^vbd+vpub++xvbn+=shouted
into ^in++++=into
the ^ati++++=the
telephone ^nn++++=telephone.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
Elias ^np+++??+=Elias
crying ^vwbg+++xvbg+=crying
at ^rb++++=at
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
later ^rbr+tm+++=later
he ^pp3a+pp3+++=he
would ^md+prd+++=would
deny ^vb+vpub+tht0++=deny
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
lighthouse ^nn++++=lighthouse
beam ^nn++++=beam
sliding ^vwbg+++xvbg+=sliding
across ^in+pl+++=across
the ^ati++++=the
windows ^nns++++=windows
every ^at++++=every
twelve ^cd++++=twelve
seconds ^nns++++=seconds.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
stopping ^nvbg+++xvbg+=stopping.
. ^zz++++=EXTRAWORD
At ^rb++++=At
four ^cd++++=four
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
Mara ^np+++??+=Mara
put ^vbd+++xvbn+=put
the ^ati++++=the
key ^nn++++=key
in ^in++++=in
her ^pp$+pp3+++=her
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
did ^vbd+dod+aux++=did
not ^xnot++not++=not
look ^vb++++=look
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
the ^ati++++=the
lower ^jjr+atrb+++=lower
path ^nn++++=path.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cliff ^nn++++=cliff
steps ^nns++++=steps
collapsed ^vbd+++xvbn+=collapsed
last ^rb++++=last
winter ^nn++++=winter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
coming ^nvbg+++xvbg+=coming?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waited ^vbd+++xvbnx+=waited.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
