On ^in++++=On
village ^nn+nom+++=village
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it
too ^rb++++=too.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
everyone ^pn++++=everyone
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
at ^rb++++=at
the ^ati++++=the
reservoir ^nn++++=reservoir.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
level ^nn++++=level
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
overnight ^jjb++++=overnight
by ^in++++=by
nearly ^rb+down+++=nearly
twenty ^cd++++=twenty
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Muddy ^jj+atrb+++=Muddy
banks ^nns++++=banks
curved ^jj++++=curved
around ^in++++=around
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
exposing ^vbg+++xvbg+=exposing
tree ^nn++++=tree
stumps ^nns++++=stumps
and ^cc++++=and
the ^ati++++=the
ribs ^nns++++=ribs
of ^in++++=of
old ^jj+atrb+++=old
boats ^nns++++=boats.
. ^zz++++=EXTRAWORD
Farther ^rbr++++=Farther
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tip ^nn++++=tip
of ^in++++=of
a ^at++++=a
stone ^nn++++=stone
tower ^nn++++=tower
broke ^vbd+++xvbn+=broke
the ^ati++++=the
surface ^nn++++=surface.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Quill ^np+++??+=Quill
stood ^vbd+++xvbn+=stood
on ^in++++=on
a ^at++++=a
boulder ^nn++++=boulder,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
appear ^vbi+seem+++=appear
taller ^jjr++++=taller
than ^in++++=than
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+aux++=is
to ^to++++=to
enter ^vbi++++=enter
the ^ati++++=the
water ^nn++++=water,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
dam ^nn++++=dam
keeper ^nn++++=keeper
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
notified ^vwbn+++xvbn+=notified.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
we ^pp1a+pp1+++=we
understand ^vb+vprv+++=understand
the ^ati++++=the
cause ^nn++++=cause,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
area ^nn++++=area
is ^vbz+bez+aux++=is
closed ^vpsv++agls+xvbnx+=closed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Closed
closed ^jj+++xvbn+=EXTRAWORD
with ^in++++=with
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
someone ^pn++++=someone
called ^vbd+++xvbn+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
ribbon ^nn++++=ribbon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nervous ^jj+atrb+++=nervous
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
crowd ^nn++++=crowd
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
younger ^jjr+atrb+++=younger
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
and ^cc++++=and
had ^vb+hv+vrb++=had
the ^ati++++=the
restless ^jj+atrb+++=restless
look ^nn++++=look
of ^in++++=of
someone ^pn++++=someone
forever ^rb++++=forever
expecting ^vbg+vprv++xvbg+=expecting
a ^at++++=a
door ^nn++++=door
to ^to++++=to
open ^vbi++++=open.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
eastern ^jj+atrb+++=eastern
church ^nn++++=church,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
at ^rb++++=at
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
" ^zz++++="Grandmother's
grandmother ^nn+nom+++=EXTRAWORD
's ^$++++=EXTRAWORD
church ^nn++++=church."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
drawings ^nns++++=drawings."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
a ^at++++=a
charcoal ^nn+nom+++=charcoal
smudge ^nn+++??+=smudge
in ^in++++=in
an ^at++++=an
old ^jj+atrb+++=old
book ^nn++++=book."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
ignored ^vwbn+++xvbn+=ignored
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
keeps ^vbz++++=keeps
falling ^nvbg+++xvbg+=falling,
, ^zz++++=EXTRAWORD
the ^ati++++=the
streets ^nns++++=streets
will ^md+prd+++=will
appear ^vb+seem+++=appear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
mud ^nn++++=mud
will ^md+prd+++=will
swallow ^vb++++=swallow
anyone ^pn++++=anyone
foolish ^jj++++=foolish
enough ^qlp++++=enough
to ^to++++=to
walk ^vbi++++=walk
on ^in++++=on
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
grinned ^vbd+++xvbnx+=grinned.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
come ^vb++++=come
to ^to++++=to
pull ^vbi++++=pull
me ^pp1o+pp1+++=me
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
caught ^vbd+++xvbn+=caught
his ^pp$+pp3+++=his
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
" ^zz++++="Tomas."
tomas ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
smile ^nn++++=smile
faded ^vbd+++xvbn+=faded.
. ^zz++++=EXTRAWORD
Since ^in++++=Since
their ^pp$+pp3+++=their
father ^nn++++=father's
's ^$++++=EXTRAWORD
death ^nn++++=death,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
single ^jj+atrb+++=single
word ^nn++++=word
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
a ^at++++=a
whole ^jj+atrb+++=whole
language ^nn+nom+++=language
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
meant ^vbd+vprv++xvbn+=meant
Be ^vb+be+vrb++=Be
careful ^jj+pred+++=careful.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
meant ^vbd+vprv+tht0+xvbn+=meant
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
already ^rb++splt++=already
lost ^vprf+++xvbnx+=lost
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
meant ^vbd+vprv++xvbn+=meant
Do ^vb+do+aux++=Do
not ^xnot++not++=not
make ^vb++++=make
me ^pp1o+pp1+++=me
become ^vb++++=become
our ^pp$+pp1+++=our
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
at ^rb++++=at
another ^dt++++=another
grave ^jj++++=grave
with ^in++++=with
her ^pp$+pp3+++=her
face ^nn++++=face
turned ^vbd+++xvbn+=turned
to ^in++++=to
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
workshop ^nn++++=workshop
door ^nn++++=door
unlocked ^vbd+++xvbn+=unlocked.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
a ^at++++=a
note ^nn++++=note
on ^in++++=on
the ^ati++++=the
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
looking ^jj+++xvbg+=looking.
. ^zz++++=EXTRAWORD
Back ^jjb++++=Back
before ^in++++=before
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
touching ^vbg+++xvbgx+=touching
the ^ati++++=the
western ^jj+atrb+++=western
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
took ^vbd+++xvbn+=took
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
lantern ^nn++++=lantern,
, ^zz++++=EXTRAWORD
a ^at++++=a
coil ^nn++++=coil
of ^in++++=of
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
long ^rb++++=long
ash ^nn++++=ash
walking ^xvbg+++xvbg+=walking
stick ^vb++++=stick
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
used ^vprf+++xvbnx+=used
in ^in++++=in
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
reservoir ^nn++++=reservoir,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
the ^ati++++=the
officials ^nns+nom+++=officials
were ^vbd+bed+aux++=were
leaving ^vbg+++xvbgx+=leaving.
. ^zz++++=EXTRAWORD
A ^at++++=A
wooden ^jj+atrb+++=wooden
barrier ^nn++++=barrier
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
placed ^vpsv++agls+xvbnx+=placed
across ^in+pl+++=across
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stepped ^vbd+++xvbn+=stepped
around ^rp++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
farther ^rbr++++=farther.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
valley ^nn++++=valley
lay ^vbd+++xvbn+=lay
uncovered ^vbd+++xvbn+=uncovered
beneath ^in+pl+++=beneath
the ^ati++++=the
evening ^nn++++=evening
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
graceful ^nn++++=graceful
ruin ^vb++++=ruin
pictured ^vbd+++xvbn+=pictured
in ^in++++=in
storybooks ^nns+++??+=storybooks.
. ^zz++++=EXTRAWORD
Mud ^nn++++=Mud
covered ^vbd+++xvbn+=covered
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
Roofs ^nns++++=Roofs
had ^vbd+hvd+aux++=had
collapsed ^vprf+++xvbnx+=collapsed.
. ^zz++++=EXTRAWORD
Chimneys ^nns++++=Chimneys
leaned ^vbd+++xvbn+=leaned
at ^in++++=at
broken ^xvbn+++xvbn+=broken
angles ^nns++++=angles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
drowned ^jj+atrb++xvbn+=drowned
orchard ^nn++++=orchard
was ^vbd+bedz+vrb++=was
a ^at++++=a
forest ^nn++++=forest
of ^in++++=of
black ^jj+atrb+++=black
spikes ^nns+++??+=spikes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
silver ^nn++++=silver
fish ^nns++++=fish
twisted ^vbd+++xvbn+=twisted
in ^in++++=in
shallow ^jj+atrb+++=shallow
pools ^nns++++=pools
between ^in++++=between
the ^ati++++=the
roots ^nns++++=roots.
. ^zz++++=EXTRAWORD
A ^at++++=A
path ^nn++++=path
of ^in++++=of
flat ^jj+atrb+++=flat
stones ^nns++++=stones
led ^vbd+++xvbn+=led
downward ^jjb++++=downward.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
Tomas ^np++++=Tomas's
's ^$++++=EXTRAWORD
footprints ^nns++++=footprints
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tested ^vbd+++xvbnx+=tested
each ^dt++++=each
patch ^nn++++=patch
of ^in++++=of
ground ^nn++++=ground
before ^in++++=before
stepping ^nn++++=stepping.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mud ^nn++++=mud
sucked ^vbd+++xvbn+=sucked
at ^rb++++=at
her ^pp3o+pp3+++=her
boots ^nns++++=boots
and ^cc++++=and
released ^vwbn+++xvbn+=released
them ^pp3o+pp3+++=them
