Every ^at++++=Every
but ^cc+cls+++=but
the ^ati++++=the
glass ^nn++++=glass
panel ^nn++++=panel
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them
had ^vbd+hvd+aux++=had
cracked ^vprf+++xvbnx+=cracked.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
crack ^nn++++=crack
came ^vbd+++xvbn+=came
a ^at++++=a
thin ^jj+atrb+++=thin,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
leaned ^vbd+++xvbn+=leaned
close ^nn++++=close.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
heard ^vbd+vprv++xvbnx+=heard
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
the ^ati++++=the
gentle ^jj+atrb+++=gentle
wash ^nn++++=wash
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
from ^in++++=from
the ^ati++++=the
one ^cd1++++=one
childhood ^nn+nom+++=childhood
journey ^nn++++=journey
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
to ^to+vcmp+++=to
the ^ati++++=the
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
enormous ^jj+atrb+++=enormous
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=breaking
against ^in++++=against
cliffs ^nns++++=cliffs
beneath ^in+pl+++=beneath
an ^at++++=an
open ^jj+atrb+++=open
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
roar ^nn++++=roar
was ^vbd+bedz+vrb++=was
another ^dt++++=another
sound ^jj++++=sound:
: ^zz++++=EXTRAWORD
a ^at++++=a
bell ^nn++++=bell
ringing ^vwbg+++xvbg+=ringing
irregularly ^jj++++=irregularly
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara!"
mara ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^nn++++=mayor's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
rose ^vbd+++xvbn+=rose
from ^in++++=from
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
the ^ati++++=the
pounding ^jj+++xvbg+=pounding
of ^in++++=of
boots ^nns++++=boots
on ^in++++=on
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
quickly ^rb++++=quickly
restarted ^vbd+++xvbn+=restarted
the ^ati++++=the
mechanism ^nn+nom+++=mechanism.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
Mayor ^npt++++=Mayor
Vale ^npl++++=Vale
entered ^vbd+++xvbn+=entered
the ^ati++++=the
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
red ^jj++++=red-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
gasping ^jj+++xvbg+=gasping,
, ^zz++++=EXTRAWORD
the ^ati++++=the
town ^nn++++=town
clock ^nn++++=clock
was ^vbd+bedz+aux++=was
moving ^vbg+++xvbgx+=moving
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
happened ^vbd+++xvbn+=happened?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
jam ^nn++++=jam
in ^in++++=in
the ^ati++++=the
western ^jj+atrb+++=western
gear ^nn++++=gear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
frowned ^vbd+++xvbnx+=frowned
at ^in++++=at
the ^ati++++=the
panels ^nns++++=panels.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Vale ^npl++++=Vale
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad
man ^nn++++=man
whose ^whp+rel+obj++=whose
clothes ^nns++++=clothes
always ^rb++++=always
seemed ^vbd+seem++xvbn+=seemed
one ^cd1++++=one
size ^nn++++=size
too ^rb++++=too
small ^jj++++=small.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
the ^ati++++=the
silver ^nn++++=silver
chain ^nn++++=chain
of ^in++++=of
office ^nn++++=office
even ^rb++++=even
before ^in++++=before
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
it ^pp3+it+++=it
affect ^vb++++=affect
today ^nr+tm+++=today's
's ^$++++=EXTRAWORD
clouds ^nns++++=clouds?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
certain ^jj+pred+++=certain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^npt++++=mayor
relaxed ^vbd+++xvbn+=relaxed.
. ^zz++++=EXTRAWORD
" ^zz++++="Good.
good ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
Founders ^nns+nom+++=Founders'
' ^zz++++=EXTRAWORD
Parade ^nn++++=Parade
is ^vbz+bez+vrb++=is
at ^in++++=at
noon ^nn++++=noon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
next ^ap++++=next
month ^nn++++=month."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
moved ^vbd+++xvbn+=moved
it ^pp3+it+++=it
forward ^rb++++=forward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Founders ^nns+nom+++=Founders
founded ^vbd+++xvbn+=founded
us ^pp1o+pp1+++=us
in ^in++++=in
March ^nn++++=March.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
knows ^vbz+vprv+tht0++=knows
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
founded ^vbd+++xvbnx+=founded
Bellwether ^np+nom++??+=Bellwether
in ^in++++=in
April ^nr++++=April."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Vale ^npl++++=Vale
looked ^vbd+++xvbn+=looked
briefly ^rb++++=briefly
irritated ^jj+++xvbn+=irritated.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
council ^nn++++=council
voted ^vbd+++xvbn+=voted.
. ^zz++++=EXTRAWORD
Noon ^nn++++=Noon,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
High ^jj+atrb+++=High
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
no ^at++++=no
rain ^nn++++=rain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
crack ^nn++++=crack.
. ^zz++++=EXTRAWORD
The ^ati++++=The
waves ^nns++++=waves
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
heard ^vbd+vprv++xvbnx+=heard
only ^rb+down+++=only
the ^ati++++=the
precise ^jj++++=precise
metallic ^jj++++=metallic
ticking ^jj+++xvbg+=ticking
of ^in++++=of
the ^ati++++=the
machine ^nn++++=machine.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wrapped ^vbd+++xvbnx+=wrapped
the ^ati++++=the
feather ^nn++++=feather
in ^in++++=in
cloth ^nn++++=cloth
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
her ^pp$+pp3+++=her
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
At ^in++++=At
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
parade ^npl++++=parade
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
town ^nn++++=town
square ^nn++++=square
beneath ^in+pl+++=beneath
high ^jj+atrb+++=high,
, ^zz++++=EXTRAWORD
obedient ^jj+atrb+++=obedient
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^nn++++=mayor
rode ^vbd+++xvbn+=rode
in ^in++++=in
an ^at++++=an
open ^jj+atrb+++=open
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
carried ^vbd+++xvbn+=carried
painted ^xvbn+++xvbn+=painted
suns ^nns+++??+=suns
on ^in++++=on
sticks ^nns++++=sticks.
. ^zz++++=EXTRAWORD
Bakers ^nns++++=Bakers
distributed ^vwbn+++xvbn+=distributed
honey ^nn++++=honey
cakes ^nns++++=cakes
shaped ^vbd+++xvbn+=shaped
like ^in++++=like
raindrops ^nns++++=raindrops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
brass ^nn++++=brass
band ^nn++++=band
played ^vbd+++xvbn+=played
" ^zz++++="Fair
fair ^jj+atrb+++=EXTRAWORD
Skies ^nns++++=Skies
Forever ^rb++++=Forever."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
watched ^vbd+++xvbn+=watched
from ^in++++=from
the ^ati++++=the
tower ^nn++++=tower
door ^nn++++=door.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
last ^jj+atrb+++=last
musicians ^nns++++=musicians
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
a ^at++++=a
shadow ^nn++++=shadow
moved ^vbd+++xvbn+=moved
over ^in++++=over
the ^ati++++=the
rooftops ^nns+++??+=rooftops.
. ^zz++++=EXTRAWORD
People ^nns++++=People
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
A ^at++++=A
single ^jj+atrb+++=single
silver ^nn++++=silver-gray
- ^zz++++=EXTRAWORD
gray ^np++++=EXTRAWORD
bird ^nn++++=bird
circled ^vbd+++xvbn+=circled
the ^ati++++=the
bell ^nn++++=bell
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
wings ^nns++++=wings
were ^vbd+bed+vrb++=were
too ^ql++++=too
long ^rb++++=long
for ^in++++=for
its ^pp$+it+++=its
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
flew ^vbd+++xvbn+=flew
without ^in++++=without
beating ^xvbg+++xvbg+=beating
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
tilting ^vbg+++xvbg+=tilting
on ^in++++=on
air ^nn++++=air
currents ^nns++++=currents
that ^tht+rel+subj++=that
should ^md+nec+++=should
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
vanished ^vbd+++xvbn+=vanished
into ^in++++=into
a ^at++++=a
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
searched ^vbd+++xvbn+=searched
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
books ^nns++++=books.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
were ^vbd+bed+vrb++=were
maintenance ^nn+nom+++=maintenance
ledgers ^nns+nom+++=ledgers:
: ^zz++++=EXTRAWORD
temperatures ^nns++++=temperatures,
, ^zz++++=EXTRAWORD
rainfall ^nn++++=rainfall
totals ^nns++++=totals,
, ^zz++++=EXTRAWORD
lists ^nns++++=lists
of ^in++++=of
replaced ^xvbn+++xvbn+=replaced
components ^nns++++=components.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv+tht0+xvbnx+=found
nothing ^pn++++=nothing
about ^in++++=about
birds ^nns++++=birds
until ^in+strn+++=until,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
discovered ^vbd+vprv+tht0+xvbnx+=discovered
a ^at++++=a
thin ^jj+atrb+++=thin
notebook ^nn++++=notebook
hidden ^vbd+++xvbn+=hidden
inside ^jjb++++=inside
the ^ati++++=the
cover ^nn++++=cover
of ^in++++=of
an ^at++++=an
almanac ^nn+++??+=almanac.
