By ^in++++=By
, ^zz++++=EXTRAWORD
the ^ati++++=the
supply ^nn++++=supply
train ^nn++++=train
arrived ^vbd+++xvbn+=arrived
without ^in++++=without
supplies ^nns++++=supplies.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
through ^in++++=through
the ^ati++++=the
rain ^nn++++=rain
in ^in++++=in
a ^at++++=a
cloud ^nn++++=cloud
of ^in++++=of
steam ^nn++++=steam,
, ^zz++++=EXTRAWORD
brakes ^nns++++=brakes
screaming ^vwbg+++xvbg+=screaming,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
three ^cd++++=three
empty ^jj+atrb+++=empty
carriages ^nns+nom+++=carriages
rattling ^jj++++=rattling
behind ^in+pl+++=behind
the ^ati++++=the
engine ^nn++++=engine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
down ^rp++++=down
and ^cc++++=and
removed ^vbd+++xvbn+=removed
his ^pp$+pp3+++=his
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
laughed ^vprf+++xvbnx+=laughed
with ^in++++=with
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
body ^nn++++=body.
. ^zz++++=EXTRAWORD
Lately ^rb+cnj+++=Lately,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
laughter ^nn+nom+++=laughter
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
his ^pp$+pp3+++=his
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
cargo ^nn++++=cargo?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
cargo ^nn++++=cargo."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
mail ^nn++++=mail?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
mail ^nn++++=mail."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
passengers ^nns+nom+++=passengers?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One."
one ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
last ^jj+atrb+++=last
carriage ^nn+nom+++=carriage
stepped ^vbd+++xvbn+=stepped
a ^at++++=a
boy ^nn++++=boy
in ^in++++=in
a ^at++++=a
yellow ^jj+atrb+++=yellow
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
ten ^cd++++=ten
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark
and ^cc++++=and
neatly ^rb++++=neatly
cut ^nn+++xvbn+=cut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
a ^at++++=a
small ^jj+atrb+++=small
wooden ^jj+atrb+++=wooden
box ^nn++++=box
against ^in++++=against
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
around ^rp++++=around
the ^ati++++=the
flooded ^jj+atrb+++=flooded
town ^nn++++=town
with ^in++++=with
grave ^jj+atrb+++=grave
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
comparing ^vbg+++xvbg+=comparing
it ^pp3+it+++=it
to ^in++++=to
a ^at++++=a
picture ^nn++++=picture
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
" ^zz++++="Name?"
name ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Elias."
elias ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Surname?"
surname ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
Elias ^np+++??+=Elias."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Children
children ^nns++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
travel ^vb++++=travel
under ^in++++=under
one ^cd1++++=one
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
ticket ^nn++++=ticket,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
driver ^nn++++=driver
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
where ^wrb+who+++=where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
reached ^vbd+++xvbn+=reached
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
and ^cc++++=and
handed ^vwbn+++xvbn+=handed
her ^pp$+pp3+++=her
a ^at++++=a
square ^nn++++=square
of ^in++++=of
gray ^np++++=gray
card ^nn++++=card.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ticket ^nn++++=ticket
bore ^vbd+++xvbn+=bore
the ^ati++++=the
railway ^nn++++=railway
company ^nn++++=company's
's ^vbz+bez+vrb++0=EXTRAWORD
old ^jj++++=old
winged ^jj++++=winged-wheel
- ^zz++++=EXTRAWORD
wheel ^vb++++=EXTRAWORD
emblem ^nn++++=emblem.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
twenty ^cd++++=twenty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ink ^nn++++=ink
had ^vbd+hvd+aux++=had
faded ^vprf+++xvbnx+=faded,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mara ^np+++??+=Mara
could ^md+pos+++=could
still ^rb++splt++=still
read ^vb+vprv++xvbn+=read
the ^ati++++=the
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=BELLWETHER
Station ^nn+nom+++=STATION
Single ^jj+atrb+++=SINGLE
Journey ^nn++++=JOURNEY
Third ^od++++=THIRD
Train ^vb++++=TRAIN
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
it ^pp3+it+++=it
over ^rb++++=over.
. ^zz++++=EXTRAWORD
The ^ati++++=The
back ^jjb++++=back
was ^vbd+bedz+vrb++=was
blank ^jj+pred+++=blank.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
find ^vb+vprv+tht0++=find
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=didn't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
board ^nn++++=board?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
looked ^vbd+++xvbn+=looked
past ^jjb++++=past
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
tracks ^nns++++=tracks.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
station ^nn+nom+++=station."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
stopped ^vbd+++xvbnx+=stopped
at ^rb++++=at
Croft ^np++++=Croft
to ^to++++=to
check ^vbi+vprv+++=check
the ^ati++++=the
signal ^nn++++=signal.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
cab ^nn++++=cab,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
in ^in++++=in
the ^ati++++=the
last ^jj+atrb+++=last
carriage ^nn+nom+++=carriage."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
studied ^vbd+++xvbn+=studied
the ^ati++++=the
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
beneath ^in+pl+++=beneath
the ^ati++++=the
station ^nn+nom+++=station
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
dripping ^jj+atrb++xvbg+=dripping
rainwater ^nn+nom+++=rainwater
onto ^in++++=onto
the ^ati++++=the
cracked ^jj+atrb++xvbn+=cracked
tiles ^nns++++=tiles.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
traveling ^nn+nom+++=traveling
with ^in+strn+++=with?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
mother ^nn++++=mother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
she ^pp3a+pp3+++=she?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
arrived ^vbd+++xvbn+=arrived
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when
will ^md+prd+++=will
she ^pp3a+pp3+++=she
arrive ^vb++++=arrive?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^in++++=EXTRAWORD
the ^ati++++=the
last ^rb++++=last
train ^nn++++=train."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
muttered ^vbd+++xvbn+=muttered
something ^pn++++=something
under ^in++++=under
his ^pp$+pp3+++=his
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
folded ^vbd+++xvbn+=folded
the ^ati++++=the
ticket ^nn++++=ticket
and ^cc++++=and
slid ^vbd+++xvbn+=slid
it ^pp3+it+++=it
into ^in++++=into
her ^pp$+pp3+++=her
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
last ^rb++++=last
train ^nn++++=train."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
timetable ^nn++++=timetable.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
says ^vbz+vpub+tht0++=says
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
gives ^vbz++++=gives
no ^at++++=no
time ^nn++++=time
and ^cc++++=and
no ^at++++=no
destination ^nn+nom+++=destination."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
the ^ati++++=the
last ^rb++++=last
train ^nn++++=train
if ^cs+cnd+++=if
everyone ^pn++++=everyone
knew ^vbd+vprv++xvbn+=knew
when ^wrb+who+whcl++=when
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
a ^at++++=a
wave ^nn++++=wave
broke ^vbd+++xvbn+=broke
against ^in++++=against
the ^ati++++=the
station ^nn+nom+++=station
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
waiting ^jj+atrb++xvbg+=waiting
room ^nn++++=room
like ^in++++=like
distant ^jj+atrb+++=distant
thunder ^nn++++=thunder.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
pulled ^vbd+++xvbn+=pulled
Mara ^np+++??+=Mara
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
orders ^nns++++=orders,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
morning ^nn++++=morning
service ^nn++++=service
is ^vbz+bez+aux++=is
canceled ^vpsv++agls+xvbnx+=canceled
from ^in++++=from
tomorrow ^nr+tm+++=tomorrow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
is ^vbz+bez+aux++=is
closing ^vbg+++xvbgx+=closing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
repairs ^nns++++=repairs?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
good ^nn++++=good."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
boy ^nn++++=boy
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
his ^pp$+pp3+++=his
wooden ^jj+atrb+++=wooden
box ^nn++++=box
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
and ^cc++++=and
was ^vbd+bedz+aux++=was
warming ^vbg+++xvbgx+=warming
his ^pp$+pp3+++=his
hands ^nns++++=hands
near ^in+pl+++=near
the ^ati++++=the
iron ^nn++++=iron
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
about ^in++++=about
the ^ati++++=the
town ^nn++++=town?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Evacuation
evacuation ^nn+nom+++=EXTRAWORD
boats ^nns++++=boats
come ^vb++++=come
Sunday ^nr++++=Sunday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Boats."
boats ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tracks
tracks ^nns++++=EXTRAWORD
east ^np+pl+++=east
of ^in++++=of
Croft ^nn++++=Croft
are ^vb+ber+aux++=are
sinking ^vbg+++xvbgx+=sinking.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
barely ^rb+down+++=barely
crossed ^xvbn+++xvbn+=crossed
today ^nr+tm+++=today."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
afternoon ^nn++++=afternoon
service ^nn++++=service?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Today
today ^nr+tm+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^ap++++=last."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
