At ^rb++++=At
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
silver ^nn++++=silver
pendulums ^nns+++??+=pendulums
that ^tht+rel+subj++=that
swung ^vbd+++xvbn+=swung
without ^in++++=without
making ^xvbg+++xvbg+=making
a ^at++++=a
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
them ^pp3o+pp3+++=them
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shopkeeper ^nn+nom+++=shopkeeper
was ^vbd+bedz+vrb++=was
a ^at++++=a
thin ^jj+atrb+++=thin
man ^nn++++=man
named ^vbd+++xvbn+=named
Elias ^np+++??+=Elias
Vale ^nn++++=Vale.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
suits ^nns++++=suits
were ^vbd+bed+vrb++=were
black ^jj+pred+++=black,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hands ^nns++++=hands
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
steady ^jj++++=steady
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
lift ^vb++++=lift
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
gear ^nn++++=gear
with ^in++++=with
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
tweezers ^nns+nom+++=tweezers
without ^in++++=without
trembling ^xvbg+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
People ^nns++++=People
rarely ^rb++++=rarely
visited ^vbd+++xvbn+=visited
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
came ^vbd+++xvbn+=came
quietly ^rb++++=quietly
and ^cc++++=and
left ^jj+++xvbn+=left
even ^rb++++=even
more ^rbr++++=more
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
Sixteen ^cd++++=Sixteen-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
Nora ^np+++??+=Nora
Finch ^np++++=Finch
passed ^vbd+++xvbn+=passed
the ^ati++++=the
shop ^nn++++=shop
every ^at++++=every
day ^nn++++=day
on ^in++++=on
her ^pp$+pp3+++=her
way ^nn++++=way
home ^nr++++=home
from ^in++++=from
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
sorted ^vbd+++xvbnx+=sorted
letters ^nns+nom+++=letters
after ^in++++=after
school ^nn++++=school.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
often ^rb++++=often
slowed ^vbd+++xvbn+=slowed
near ^in+pl+++=near
the ^ati++++=the
fogged ^jj+atrb++xvbn+=fogged
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
catch ^vbi++++=catch
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
what ^wdt+who+++=what
lay ^vbd+++xvbn+=lay
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
clock ^nn++++=clock
running ^vwbg+++xvbg+=running
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
time ^nn++++=time,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
woman ^nn++++=woman
laughing ^vwbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
shop ^nn++++=shop
appeared ^vbd+seem++xvbn+=appeared
empty ^jj++++=empty.
. ^zz++++=EXTRAWORD
Nora ^np++++=Nora's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
warned ^vprf++tht0+xvbnx+=warned
her ^pp$+pp3+++=her
about ^in++++=about
the ^ati++++=the
place ^nn++++=place.
. ^zz++++=EXTRAWORD
" ^zz++++="Elias
elias ^nns+++??+=EXTRAWORD
Vale ^npl++++=Vale
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
repair ^vb++++=repair
clocks ^nns++++=clocks,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
repairs ^nns++++=repairs
regrets ^nns++++=regrets.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
regret ^nn++++=regret
is ^vbz+bez+aux++=is
never ^rb++splt++=never
written ^vpsv++agls+xvbnx+=written
on ^in++++=on
the ^ati++++=the
bill ^nn++++=bill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
laugh ^nn++++=laugh
anymore ^nn+++??+=anymore.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
months ^nns++++=months
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
older ^jjr+atrb+++=older
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
Bellweather ^np+nom++??+=Bellweather
aboard ^in+pl+++=aboard
the ^ati++++=the
merchant ^nn+nom+++=merchant
ship ^nn++++=ship
Larkspur ^np+++??+=Larkspur.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vessel ^nn++++=vessel
was ^vbd+bedz+aux++=was
bound ^vpsv++agls+xvbnx+=bound
for ^in++++=for
southern ^jj+atrb+++=southern
ports ^nns++++=ports
and ^cc++++=and
should ^md+nec+++=should
have ^vb+hv+aux++=have
returned ^vprf+++xvbnx+=returned
within ^in++++=within
six ^cd++++=six
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
a ^at++++=a
storm ^nn++++=storm
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it
beyond ^in++++=beyond
Cape ^np++++=Cape
Mercy ^nn++++=Mercy.
. ^zz++++=EXTRAWORD
Pieces ^nns++++=Pieces
of ^in++++=of
the ^ati++++=the
hull ^np++++=hull
washed ^vwbn+++xvbn+=washed
ashore ^rb+pl+++=ashore
for ^in++++=for
days ^nns++++=days.
. ^zz++++=EXTRAWORD
No ^at++++=No
survivors ^nns++++=survivors
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
told ^vbd+vpub++xvbn+=told
Nora ^np+++??+=Nora
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
she ^pp3a+pp3+++=she
could ^md+pos+++=could
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
every ^at++++=every
night ^nn++++=night,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
final ^jj+atrb+++=final
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
by ^in++++=by
the ^ati++++=the
garden ^nn++++=garden
gate ^nn++++=gate
with ^in++++=with
his ^pp$+pp3+++=his
sea ^nn++++=sea
bag ^nn++++=bag
over ^in++++=over
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
twenty ^cd++++=twenty-one
- ^zz++++=EXTRAWORD
one ^cd1++++=EXTRAWORD
and ^cc++++=and
impatient ^jj++++=impatient
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sunrise ^nn++++=sunrise
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
the ^ati++++=the
brass ^nn++++=brass
buckles ^nns++++=buckles
on ^in++++=on
his ^pp$+pp3+++=his
coat ^nn++++=coat
red ^jj++++=red
as ^ql++++=as
embers ^nns++++=embers.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
harbor ^nn++++=harbor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
me ^pp1o+pp1+++=me
off ^in+strn+++=off."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
angry ^jj++++=angry
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
eaten ^vprf+++xvbnx+=eaten
the ^ati++++=the
last ^jj+atrb+++=last
honey ^nn++++=honey
cake ^nn++++=cake
and ^cc++++=and
laughed ^vbd+++xvbn+=laughed
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
complained ^vbd+vpub++xvbnx+=complained.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
work ^nn++++=work,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
start ^vb++++=start
until ^in++++=until
noon ^nn++++=noon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
sleeping ^jj+++xvbg+=sleeping
to ^to++++=to
do ^vbi++++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
shaken ^vprf+++xvbnx+=shaken
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling.
. ^zz++++=EXTRAWORD
" ^zz++++="Goodbye,
goodbye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
little ^ap++++=little
bird ^nn++++=bird."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
inside ^jjb++++=inside
without ^in++++=without
answering ^nn++++=answering.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
were ^vbd+bed+vrb++=were
the ^ati++++=the
last ^jj+atrb+++=last
words ^nns++++=words
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
On ^in++++=On
a ^at++++=a
cold ^jj+atrb+++=cold
evening ^nn++++=evening
in ^in++++=in
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
left ^vbd+++xvbn+=left
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
bundle ^nn++++=bundle
of ^in++++=of
undeliverable ^jj+atrb+++=undeliverable
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
polished ^jj++++=polished
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
town ^nn++++=town
lamps ^nns++++=lamps
floated ^vbd+++xvbn+=floated
in ^in++++=in
the ^ati++++=the
puddles ^nns++++=puddles
like ^in++++=like
blurred ^xvbn+++xvbn+=blurred
moons ^nns++++=moons.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stopped ^vbd+++xvbnx+=stopped
before ^in++++=before
the ^ati++++=the
Lost ^jj+atrb++xvbn+=Lost
Hour ^nn++++=Hour.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brass ^nn++++=brass
lamp ^nn++++=lamp
glowed ^vbd+++xvbn+=glowed
behind ^in+pl+++=behind
the ^ati++++=the
fogged ^jj+atrb++xvbn+=fogged
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
could ^md+pos+++=could
change ^vb++++=change
her ^pp3o+pp3+++=her
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
A ^at++++=A
bell ^nn++++=bell
chimed ^vbd+++xvbn+=chimed
somewhere ^rb++++=somewhere
far ^rb+pl+++=far
inside ^jjb++++=inside
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wood ^nn++++=wood
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Clocks ^nns++++=Clocks
crowded ^vbd+++xvbn+=crowded
the ^ati++++=the
walls ^nns++++=walls
all ^rb++++=all
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
hands ^nns++++=hands
turned ^vbd+++xvbn+=turned
at ^rb++++=at
different ^jj+atrb+++=different
speeds ^nns++++=speeds,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
room ^nn++++=room
contained ^vbd+++xvbn+=contained
no ^at++++=no
ticking ^nvbg+++xvbg+=ticking.
. ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn++++=silence
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
press ^vbi++++=press
against ^in++++=against
Nora ^np++++=Nora's
's ^$++++=EXTRAWORD
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^nn++++=Vale
sat ^vbd+++xvbn+=sat
behind ^in+pl+++=behind
a ^at++++=a
long ^rb++++=long
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
examining ^vbg+++xvbg+=examining
the ^ati++++=the
exposed ^jj+atrb++xvbn+=exposed
machinery ^nn+nom+++=machinery
of ^in++++=of
a ^at++++=a
pocket ^nn++++=pocket
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
late ^jj+pred+++=late,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
coming ^xvbg+++xvbg+=coming
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
set ^vbd+++xvbnx+=set
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
tweezers ^nns+nom+++=tweezers
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
gray ^np++++=gray
and ^cc++++=and
clear ^jj++++=clear.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
an ^at++++=an
hour ^nn++++=hour,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Everyone
everyone ^pn++++=EXTRAWORD
does ^vbz+doz+vrb++=does."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hope ^nn++++=hope
collapsed ^vbd+++xvbn+=collapsed
so ^ql++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
almost ^rb+hdg+++=almost
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
exchange ^nn++++=exchange
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
opened ^vbd+++xvbn+=opened
a ^at++++=a
drawer ^nn++++=drawer
beneath ^in+pl+++=beneath
the ^ati++++=the
counter ^nn++++=counter
and ^cc++++=and
removed ^vbd+++xvbn+=removed
a ^at++++=a
wooden ^jj+atrb+++=wooden
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Inside ^in+pl+++=Inside
lay ^jjb+++xvbn+=lay
dozens ^cds++++=dozens
of ^in++++=of
glass ^nn++++=glass
vials ^nn++++=vials,
, ^zz++++=EXTRAWORD
each ^dt++++=each
stoppered ^jj+++xvbn+=stoppered
with ^in++++=with
wax ^nn++++=wax.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
glowed ^jj+++xvbn+=glowed
faintly ^rb++++=faintly
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
were ^vbd+bed+vrb++=were
dark ^jj+pred+++=dark.
. ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
hour ^nn++++=hour
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
created ^vpsv++agls+xvbnx+=created,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
can ^md+pos+++=can
only ^rb+down+++=only
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken
from ^in++++=from
one ^cd1++++=one
place ^nn++++=place
and ^cc++++=and
given ^vpsv++agls+xvbn+=given
to ^in++++=to
another ^dt++++=another."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
stepped ^vbd+++xvbn+=stepped
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
need ^nn++++=need
the ^ati++++=the
morning ^nn++++=morning
my ^pp$+pp1+++=my
brother ^npt++++=brother
left ^vbd+++xvbn+=left.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
one ^cd1++++=one
hour ^nn++++=hour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
change ^nn++++=change
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
say ^vbi+vpub+++=say
goodbye ^nn++++=goodbye."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+pdem+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
the ^ati++++=the
same ^ap++++=same
desire ^nn++++=desire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
question ^nn+nom+++=question
stung ^vbd+++xvbn+=stung,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
held ^vbd+vprv+tht0+xvbnx+=held
his ^pp$+pp3+++=his
gaze ^nn++++=gaze.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
him ^pp3o+pp3+++=him
to ^to++++=to
know ^vbi+vprv+tht0++=know
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
studied ^vbd+++xvbn+=studied
her ^pp$+pp3+++=her
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
past ^jjb+atrb+++=past
resists ^nns+nom+++=resists
visitors ^nns++++=visitors,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
permit ^vb++++=permit
you ^pp2+pp2+++=you
to ^to++++=to
enter ^vbi++++=enter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
to ^to++++=to
remain ^vbi++++=remain.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
witness ^nns+nom+++=witness
an ^at++++=an
hour ^nn++++=hour
and ^cc++++=and
make ^vb++++=make
