At ^rb++++=At
black ^nn++++=black
against ^in++++=against
a ^at++++=a
yellow ^jj+atrb+++=yellow
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
telephone ^nn++++=telephone
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
People ^nns++++=People
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village
knew ^vbd+vprv++xvbn+=knew
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
dared ^vbd+++xvbn+=dared
one ^cd1++++=one
another ^dt++++=another
to ^in++++=to
press ^nn++++=press
their ^pp$+pp3+++=their
ears ^nns++++=ears
against ^in++++=against
the ^ati++++=the
office ^nn++++=office
door ^nn++++=door
after ^in++++=after
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
Teenagers ^nns+nom+++=Teenagers
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
iron ^nn++++=iron
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
cheap ^jj+atrb+++=cheap
cameras ^nns++++=cameras
and ^cc++++=and
bottles ^nns++++=bottles
of ^in++++=of
cider ^nn++++=cider,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
none ^pn++++=none
stayed ^vbd+++xvbn+=stayed
long ^rb++++=long
enough ^qlp++++=enough
to ^in++++=to
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
bravest ^nn++++=bravest
fled ^vbd+++xvbn+=fled
when ^wrb+who+++=when
the ^ati++++=the
ringing ^nn++++=ringing
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
Thomas ^np++++=Thomas
Vale ^npl++++=Vale
remained ^vbd+++xvbn+=remained
curious ^jj++++=curious.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
twelve ^cd++++=twelve
when ^wrb+who+++=when
the ^ati++++=the
railway ^nn++++=railway
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
last ^rb++++=last
train ^nn++++=train,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
father ^nn++++=father,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stationmaster ^nn+nom+++=stationmaster,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
official ^jj+atrb+++=official
story ^nn++++=story
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
Edwin ^np++++=Edwin
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
walked ^vprf+++xvbnx+=walked
north ^nr+pl+++=north
along ^in++++=along
the ^ati++++=the
tracks ^nns++++=tracks
to ^to++++=to
inspect ^vbi++++=inspect
storm ^nn++++=storm
damage ^nn++++=damage
and ^cc++++=and
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
recovered ^vpsv++agls+xvbnx+=recovered.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
villagers ^nns+nom+++=villagers
believed ^vbd+vprv+tht0+xvbn+=believed
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
claimed ^jj+++xvbn+=claimed
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
boarded ^vprf+++xvbnx+=boarded
the ^ati++++=the
last ^rb++++=last
train ^nn++++=train
with ^in++++=with
a ^at++++=a
woman ^nn++++=woman
in ^in++++=in
a ^at++++=a
green ^jj+atrb+++=green
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
discuss ^vbi++++=discuss
either ^dtx++++=either
possibility ^nn+nom+++=possibility.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
packed ^vbd+++xvbnx+=packed
the ^ati++++=the
stationmaster ^nn+nom+++=stationmaster's
's ^$++++=EXTRAWORD
brass ^nn++++=brass
whistle ^nn++++=whistle
in ^in++++=in
a ^at++++=a
drawer ^nn++++=drawer,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
with ^in++++=with
Thomas ^np++++=Thomas
to ^in++++=to
a ^at++++=a
cottage ^nn+nom+++=cottage
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
behaved ^jj+++xvbn+=behaved
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
never ^rb++++=never
once ^cs+tm+++=once
watched ^vprf+++xvbn+=watched
from ^in++++=from
the ^ati++++=the
kitchen ^nn++++=kitchen
window ^nn++++=window
for ^in++++=for
her ^pp$+pp3+++=her
husband ^nn++++=husband
to ^to++++=to
return ^vbi++++=return.
. ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
came ^vbd+++xvbn+=came
home ^nr++++=home
to ^to++++=to
bury ^vbi++++=bury
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
a ^at++++=a
careful ^jj+atrb+++=careful
life ^nn++++=life
in ^in++++=in
London ^np++++=London.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
repaired ^vbd+++xvbnx+=repaired
antique ^jj+atrb+++=antique
clocks ^nns++++=clocks
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
shop ^nn++++=shop
between ^in++++=between
a ^at++++=a
bakery ^nn++++=bakery
and ^cc++++=and
a ^at++++=a
bookseller ^nn+nom+++=bookseller.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lived ^vbd+++xvbnx+=lived
alone ^rb++++=alone
above ^jjb++++=above
the ^ati++++=the
shop ^nn++++=shop
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
customers ^nns+nom+++=customers
that ^tht+rel+obj++=that
quiet ^nn++++=quiet
suited ^vwbn+++xvbn+=suited
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
mentioned ^vbn+vpub++xvbn+=mentioned
Bellwether ^np+nom++??+=Bellwether
Valley ^nn++++=Valley,
, ^zz++++=EXTRAWORD
the ^ati++++=the
railway ^nn++++=railway,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
father ^nn++++=father
whose ^whp+rel+obj++=whose
face ^nn++++=face
he ^pp3a+pp3+++=he
remembered ^vbd+vprv++xvbnx+=remembered
most ^ql+emph+++=most
clearly ^rb++++=clearly
through ^in++++=through
glass ^nn++++=glass:
: ^zz++++=EXTRAWORD
ticket ^nn++++=ticket
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
carriage ^nn+nom+++=carriage
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
the ^ati++++=the
station ^nn+nom+++=station
office ^nn++++=office,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
transparent ^jj+atrb+++=transparent
barriers ^nns+nom+++=barriers
between ^in++++=between
a ^at++++=a
busy ^jj+atrb+++=busy
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
waiting ^jj+atrb++xvbg+=waiting
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
funeral ^nn++++=funeral,
, ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
spent ^vbd+++xvbn+=spent
three ^cd++++=three
days ^nns++++=days
sorting ^vwbg+++xvbg+=sorting
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
possessions ^nns++++=possessions.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
fourth ^rb+cnj+++=fourth,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
whistle ^nn++++=whistle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
beneath ^in+pl+++=beneath
a ^at++++=a
bundle ^nn++++=bundle
of ^in++++=of
winter ^nn++++=winter
scarves ^nns++++=scarves,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
railway ^nn++++=railway
timetable ^nn++++=timetable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brass ^nn++++=brass
was ^vbd+bedz+aux++=was
tarnished ^vpsv++agls+xvbnx+=tarnished,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
chain ^nn++++=chain
still ^rb++++=still
shone ^vbd+++xvbn+=shone
where ^wrb+who+++=where
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
fingers ^nns+nom+++=fingers
had ^vb+hv+vrb++=had
polished ^jj++++=polished
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
whistle ^nn++++=whistle
to ^in++++=to
his ^pp$+pp3+++=his
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
timetable ^nn++++=timetable,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
departure ^nn++++=departure
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
circled ^vpsv++agls+xvbnx+=circled
in ^in++++=in
blue ^jj+atrb+++=blue
ink ^nn++++=ink.
. ^zz++++=EXTRAWORD
**3:17 ^nn+++??+=**3:17
a.m ^nn+++??+=a.m.
. ^zz++++=EXTRAWORD
Northbound ^np+++??+=Northbound
Night ^nn++++=Night
Service.** ^np+++??+=Service.**
That ^tht+rel+++=That
train ^nn++++=train
had ^vb+hv+aux++=had
not ^xnot++not++=not
appeared ^vprf+++xvbn+=appeared
in ^in++++=in
any ^dti++++=any
public ^jj+atrb+++=public
schedule ^nn++++=schedule
Thomas ^np++++=Thomas
remembered ^vwbn+vprv++xvbn+=remembered.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
handwriting ^nn++++=handwriting,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
four ^cd++++=four
words ^nns++++=words:
: ^zz++++=EXTRAWORD
**he ^vb+++??+=**He
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't.**
n't.** ^vbd++not+xvbn+0=EXTRAWORD
Thomas ^np++++=Thomas
read ^vbd+vprv++xvbn+=read
them ^pp3o+pp3+++=them
until ^cs+sub+++=until
the ^ati++++=the
letters ^nns+nom+++=letters
blurred ^vbd+++xvbn+=blurred.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
night ^nn++++=night,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
the ^ati++++=the
whistle ^nn++++=whistle
and ^cc++++=and
a ^at++++=a
ring ^nn++++=ring
of ^in++++=of
old ^jj+atrb+++=old
station ^nn+nom+++=station
keys ^nns++++=keys,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
railway ^nn++++=railway.
. ^zz++++=EXTRAWORD
Fog ^nn++++=Fog
had ^vbd+hvd+aux++=had
settled ^vprf+++xvbnx+=settled
over ^in++++=over
the ^ati++++=the
valley ^nn++++=valley.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
pooled ^vbd+++xvbn+=pooled
between ^in++++=between
trees ^nns++++=trees
and ^cc++++=and
drifted ^vpsv++agls+xvbn+=drifted
across ^in+pl+++=across
the ^ati++++=the
tracks ^nns++++=tracks
in ^in++++=in
pale ^jj+atrb+++=pale
ribbons ^nns++++=ribbons.
. ^zz++++=EXTRAWORD
The ^ati++++=The
station ^npl+nom+++=station
emerged ^vbd+++xvbn+=emerged
gradually ^rb++++=gradually:
: ^zz++++=EXTRAWORD
first ^rb++++=first
the ^ati++++=the
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
chimney ^nn++++=chimney,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
windows ^nns++++=windows
reflecting ^vwbg+vprv++xvbg+=reflecting
a ^at++++=a
moon ^np++++=moon
too ^ql++++=too
weak ^jj++++=weak
to ^to++++=to
cast ^vbi++++=cast
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
unlocked ^vbd+++xvbn+=unlocked
the ^ati++++=the
side ^nn++++=side
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
damp ^nn++++=damp
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
rust ^nn++++=rust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
torch ^nn++++=torch
swept ^vwbn+++xvbn+=swept
across ^in+pl+++=across
the ^ati++++=the
waiting ^jj+atrb++xvbg+=waiting
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Benches ^nns++++=Benches
stood ^vbd+++xvbn+=stood
beneath ^in+pl+++=beneath
faded ^vprf+++xvbn+=faded
posters ^nns+nom+++=posters
advertising ^vwbg+++xvbg+=advertising
coastal ^jj+atrb+++=coastal
holidays ^nns++++=holidays.
. ^zz++++=EXTRAWORD
A ^at++++=A
timetable ^nn++++=timetable
board ^nn++++=board
listed ^vwbn+++xvbn+=listed
departures ^nns++++=departures
to ^in++++=to
cities ^nns++++=cities
whose ^whp+rel+obj++=whose
stations ^nns+nom+++=stations
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
demolished ^vpsv++agls+xvbnx+=demolished
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
floor ^nn++++=floor
lay ^vbd+++xvbn+=lay
a ^at++++=a
child ^nn++++=child's
's ^vbz+bez+vrb++0=EXTRAWORD
red ^jj+atrb+++=red
mitten ^np++++=mitten,
, ^zz++++=EXTRAWORD
gray ^np++++=gray
with ^in++++=with
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
The ^ati++++=The
office ^nn++++=office
door ^nn++++=door
resisted ^vbd+++xvbn+=resisted
before ^in++++=before
opening ^xvbg+++xvbg+=opening
with ^in++++=with
a ^at++++=a
soft ^jj++++=soft
crack ^jjb++++=crack.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
remained ^vbd+++xvbn+=remained
almost ^rb+hdg+++=almost
exactly ^rb++++=exactly
as ^ql++++=as
Thomas ^np++++=Thomas
remembered ^vwbn+vprv++xvbn+=remembered.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
father ^nn++++=father's
's ^$++++=EXTRAWORD
desk ^nn++++=desk
stood ^vbd+++xvbn+=stood
beneath ^in+pl+++=beneath
the ^ati++++=the
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
Ledgers ^nns+nom++??+=Ledgers
sagged ^vbd+++xvbn+=sagged
on ^in++++=on
shelves ^nns++++=shelves.
. ^zz++++=EXTRAWORD
A ^at++++=A
green ^jj+atrb+++=green
lamp ^nn++++=lamp
leaned ^vbd+++xvbn+=leaned
beside ^in+pl+++=beside
an ^at++++=an
overturned ^jj+atrb++xvbn+=overturned
ink ^nn++++=ink
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
at ^in++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
desk ^nn++++=desk
sat ^vbd+++xvbn+=sat
the ^ati++++=the
black ^jj+atrb+++=black
telephone ^nn++++=telephone.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
cord ^nn++++=cord
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cut ^vpsv++agls+xvbnx+=cut.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
touched ^vbd+++xvbn+=touched
the ^ati++++=the
receiver ^nn+nom+++=receiver.
. ^zz++++=EXTRAWORD
Dust ^nn++++=Dust
coated ^vbd+++xvbn+=coated
everything ^pn++++=everything
except ^in++++=except
the ^ati++++=the
handle ^nn++++=handle,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
smooth ^jj+pred+++=smooth
and ^cc+phrs+++=and
clean ^jj++++=clean.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
checked ^vbd+++xvbnx+=checked
his ^pp$+pp3+++=his
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
3:11 ^cd++++=3:11.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
absurd ^jj+pred+++=absurd,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
station ^npl+nom+++=station
returned ^vbd+++xvbn+=returned
his ^pp$+pp3+++=his
voice ^nn++++=voice
in ^in++++=in
faint ^jj+atrb+++=faint
pieces ^nns++++=pieces.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
in ^in++++=in
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fog ^nn++++=fog
thickened ^vprf+++xvbn+=thickened
against ^in++++=against
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
Edwin ^np++++=Edwin
Vale ^np++++=Vale's
's ^$++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
memory ^nn++++=memory
supplied ^vbd+++xvbn+=supplied
only ^rb+down+++=only
phrases ^nns++++=phrases.
. ^zz++++=EXTRAWORD
Stand ^vb++++=Stand
behind ^in+pl+++=behind
the ^ati++++=the
yellow ^jj+atrb+++=yellow
line ^nn++++=line.
. ^zz++++=EXTRAWORD
Mind ^nn++++=Mind
the ^ati++++=the
doors ^nns++++=doors.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later.
. ^zz++++=EXTRAWORD
At ^rb++++=At
3:16 ^cd++++=3:16,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dead ^jj+atrb+++=dead
clock ^nn++++=clock
gave ^vbd+++xvbn+=gave
a ^at++++=a
small ^jj+atrb+++=small
metallic ^jj+atrb+++=metallic
click ^nn++++=click.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minute ^nn++++=minute
hand ^nn++++=hand
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
rose ^vbd+++xvbn+=rose
so ^ql++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
the ^ati++++=the
chair ^nn++++=chair
fell ^vbd+++xvbn+=fell
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hand ^nn++++=hand
settled ^vbd+++xvbn+=settled
over ^in++++=over
seventeen ^cd++++=seventeen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
telephone ^nn++++=telephone
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
modern ^jj+atrb+++=modern
electronic ^jj+atrb+++=electronic
trill ^nn++++=trill,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
harsh ^jj+atrb+++=harsh
mechanical ^jj+atrb+++=mechanical
clamor ^nn++++=clamor
that ^tht+rel+subj++=that
filled ^vprf+++xvbn+=filled
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
severed ^jj+atrb++xvbn+=severed
cord ^nn++++=cord.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
setting ^nvbg+++xvbg+=setting
his ^pp$+pp3+++=his
teeth ^nn++++=teeth
on ^rp++++=on
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^od++++=third
ring ^vb++++=ring,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lifted ^vbd+++xvbnx+=lifted
the ^ati++++=the
receiver ^nn+nom+++=receiver.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
static ^jj+pred+++=static,
, ^zz++++=EXTRAWORD
faint ^jj++++=faint
and ^cc+phrs+++=and
rhythmic ^jj++++=rhythmic,
, ^zz++++=EXTRAWORD
like ^in++++=like
rain ^nn++++=rain
striking ^vwbg+++xvbg+=striking
a ^at++++=a
carriage ^nn+nom+++=carriage
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
man ^nn++++=man
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Bellwether
bellwether ^jjr+atrb+++=EXTRAWORD
Station ^nn+nom+++=Station?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
gripped ^vbd+++xvbn+=gripped
the ^ati++++=the
receiver ^nn+nom+++=receiver.
. ^zz++++=EXTRAWORD
The ^ati++++=The
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
older ^jjr+pred+++=older
and ^cc+phrs+++=and
rougher ^jjr++++=rougher
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Father?"
father ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
static ^nn++++=static
deepened ^vbd+++xvbn+=deepened.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
could ^md+pos+++=could
not ^xnot++not++=not
breathe ^vb++++=breathe.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
against ^in++++=against
the ^ati++++=the
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
at ^rb++++=at
the ^ati++++=the
office ^nn++++=office
door ^nn++++=door
as ^cs+sub+++=as
if ^cs+cnd+++=if
Edwin ^np++++=Edwin
might ^md+pos+++=might
enter ^vb++++=enter
wearing ^vbg+++xvbg+=wearing
his ^pp$+pp3+++=his
