On ^in++++=On
the ^ati++++=the
night ^nn++++=night
her ^pp$+pp3+++=her
husband ^nn++++=husband
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
old ^jj+atrb+++=old
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Cale ^np++++=Cale
also ^rb++++=also
insisted ^vbd+vpub+tht0+xvbn+=insisted
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
danced ^vprf+++xvbnx+=danced
with ^in++++=with
a ^at++++=a
prince ^nn++++=prince
of ^in++++=of
Spain ^np++++=Spain.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
in ^in++++=in
stories ^nns++++=stories
that ^tht+rel+subj++=that
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
opened ^vpsv++agls+xvbnx+=opened
with ^in++++=with
a ^at++++=a
screwdriver ^nn+nom+++=screwdriver.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
placed ^vbd+++xvbnx+=placed
the ^ati++++=the
spring ^nn++++=spring
on ^in++++=on
a ^at++++=a
square ^nn++++=square
of ^in++++=of
blue ^jj+atrb+++=blue
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="North
north ^nr+pl+++=EXTRAWORD
beach ^npl++++=beach,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
storm ^nn++++=storm
uncovered ^vbd+++xvbn+=uncovered
something ^pn++++=something
in ^in++++=in
the ^ati++++=the
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Half ^abn++++=Half
the ^ati++++=the
village ^nn+nom+++=village
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sensible ^jj+atrb+++=sensible
half ^nn++++=half?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
curious ^jj+atrb+++=curious
half ^nn++++=half."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
straightened ^vbd+++xvbn+=straightened.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
see ^vb+vprv+tht0++=see
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
deliver ^vb++++=deliver
the ^ati++++=the
post ^nn++++=post,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="History
history ^nn++++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
wait ^vb++++=wait
for ^in++++=for
the ^ati++++=the
afternoon ^nn++++=afternoon
collection ^nn+nom+++=collection."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Apparently ^rb+cnj+++=Apparently,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
could ^md+pos+++=could
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
up ^rp++++=up
his ^pp$+pp3+++=his
collar ^nn++++=collar
and ^cc++++=and
hurried ^vbd+++xvbn+=hurried
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
dripping ^jj+++xvbg+=dripping
steadily ^rb++++=steadily.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
coming ^vbg+++xvbgx+=coming,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
one ^cd1++++=one
customer ^nn+nom+++=customer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
just ^rb+emph+++=just
left ^jj+++xvbn+=left."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
twelve ^cd++++=twelve
clocks ^nns++++=clocks
waiting ^vwbg+++xvbg+=waiting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They've
they ^pp3a+pp3+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
waited ^vprf+++xvbnx+=waited
this ^dt+dem+++=this
long ^jj++++=long."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
shelves ^nns++++=shelves
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Clocks ^nns++++=Clocks
stood ^vbd+++xvbn+=stood
in ^in++++=in
solemn ^jj+atrb+++=solemn
rows ^nns++++=rows:
: ^zz++++=EXTRAWORD
brass ^nn++++=brass
carriage ^nn+nom+++=carriage
clocks ^nns++++=clocks,
, ^zz++++=EXTRAWORD
painted ^jj+atrb++xvbn+=painted
kitchen ^nn++++=kitchen
clocks ^nns++++=clocks,
, ^zz++++=EXTRAWORD
a ^at++++=a
walnut ^nn++++=walnut
grandfather ^nn+nom+++=grandfather
clock ^nn++++=clock
whose ^whp+rel+obj++=whose
hands ^nns++++=hands
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
at ^rb++++=at
twenty ^cd++++=twenty
past ^jjb++++=past
three ^cd++++=three.
. ^zz++++=EXTRAWORD
For ^in++++=For
years ^nns++++=years
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
repaired ^vprf+++xvbnx+=repaired
the ^ati++++=the
village ^nn+nom+++=village's
's ^$++++=EXTRAWORD
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
polished ^jj+atrb+++=polished
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
replaced ^xvbn+++xvbn+=replaced
pins ^nns++++=pins,
, ^zz++++=EXTRAWORD
adjusted ^xvbn+++xvbn+=adjusted
pendulums ^nns+++??+=pendulums,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
time ^nn++++=time
to ^in++++=to
people ^nns++++=people
who ^whp+rel+subj++=who
complained ^vbd+vpub+tht0+xvbn+=complained
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
running ^vbg+++xvbgx+=running
fast ^rb++++=fast
or ^cc++++=or
slow ^jj++++=slow.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
neither ^dt++neg++=neither.
. ^zz++++=EXTRAWORD
People ^nns++++=People
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
waiting ^vbg+++xvbgx+=waiting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
Mara ^np+++??+=Mara
in ^in++++=in
one ^cd1++++=one
way ^nn++++=way
or ^cc++++=or
another ^dt++++=another
since ^cs+sub+++=since
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
children ^nns++++=children:
: ^zz++++=EXTRAWORD
outside ^jjb+atrb+++=outside
school ^nn++++=school,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
upstairs ^jjb+atrb+++=upstairs
window ^nn++++=window
on ^in++++=on
summer ^nn++++=summer
nights ^nns++++=nights.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
patient ^nn++++=patient
only ^rb+down+++=only
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
With ^in++++=With
everything ^pn++++=everything
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rushed ^vbd+++xvbnx+=rushed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
oilskin ^nn+++??+=oilskin
coat ^nn++++=coat
from ^in++++=from
its ^pp$+it+++=its
hook ^nn++++=hook.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
an ^at++++=an
anchor ^nn++++=anchor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
charging ^vbg+++xvbgx+=charging
you ^pp2+pp2+++=you
for ^in++++=for
the ^ati++++=the
afternoon ^nn++++=afternoon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
North ^nr+pl+++=North
beach ^npl++++=beach
lay ^vbd+++xvbn+=lay
beyond ^in++++=beyond
the ^ati++++=the
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
cliffs ^nns++++=cliffs
bent ^vbd+++xvbn+=bent
inward ^jjb++++=inward
and ^cc+phrs+++=and
trapped ^jj+++xvbn+=trapped
whatever ^nn+nom+++=whatever
the ^ati++++=the
sea ^nn++++=sea
no ^at++++=no
longer ^rbr++++=longer
wanted ^vbd+++xvbn+=wanted.
. ^zz++++=EXTRAWORD
Driftwood ^np+++??+=Driftwood,
, ^zz++++=EXTRAWORD
bottles ^nns++++=bottles,
, ^zz++++=EXTRAWORD
fishing ^nvbg+++xvbg+=fishing
nets ^nns++++=nets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
nine ^cd++++=nine,
, ^zz++++=EXTRAWORD
a ^at++++=a
crate ^nn++++=crate
of ^in++++=of
oranges ^nns++++=oranges
had ^vbd+hvd+aux++=had
washed ^vprf+++xvbnx+=washed
ashore ^rb+pl+++=ashore
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
entire ^jjb++++=entire
beach ^npl++++=beach
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
iron ^nn++++=iron
and ^cc++++=and
torn ^xvbn+++xvbn+=torn
weeds ^nns++++=weeds.
. ^zz++++=EXTRAWORD
Villagers ^nns+nom+++=Villagers
crowded ^vbd+++xvbn+=crowded
among ^in++++=among
the ^ati++++=the
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
carried ^jj+atrb++xvbn+=carried
umbrellas ^nns++++=umbrellas.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
climbed ^vbd+++xvbn+=climbed
wherever ^nn+nom+++=wherever
adults ^nns++++=adults
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them
not ^xnot++not++=not
to ^to++++=to
climb ^vbi++++=climb.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^npt++++=mayor
stood ^vbd+++xvbn+=stood
on ^in++++=on
a ^at++++=a
boulder ^nn++++=boulder,
, ^zz++++=EXTRAWORD
shouting ^vbg+vpub++xvbg+=shouting
instructions ^nns+nom+++=instructions
nobody ^pn++++=nobody
obeyed ^vbd+++xvbn+=obeyed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
the ^ati++++=the
crowd ^nn++++=crowd
was ^vbd+bedz+vrb++=was
a ^at++++=a
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
on ^rb+phrv+++=on
its ^pp$+it+++=its
side ^nn++++=side
in ^in++++=in
a ^at++++=a
bed ^nn++++=bed
of ^in++++=of
black ^jj+atrb+++=black
seaweed ^nn++++=seaweed.
. ^zz++++=EXTRAWORD
Green ^nn++++=Green
with ^in++++=with
age ^nn++++=age,
, ^zz++++=EXTRAWORD
cracked ^j+++xvbn+=cracked
along ^in++++=along
the ^ati++++=the
lip ^nn++++=lip,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
larger ^jjr+pred+++=larger
than ^in++++=than
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined.
. ^zz++++=EXTRAWORD
Faded ^jj+atrb++xvbn+=Faded
letters ^nns+nom+++=letters
circled ^vbd+++xvbn+=circled
its ^pp$+it+++=its
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
pushed ^vwbn+++xvbn+=pushed
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
a ^at++++=a
path ^nn++++=path
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="There,"
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
