When ^wrb+who+++=When
blue ^jj+atrb+++=blue
flame ^nn++++=flame.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stood ^vbd+++xvbn+=stood
barefoot ^jj++++=barefoot
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof
of ^in++++=of
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
bakery ^nn++++=bakery,
, ^zz++++=EXTRAWORD
a ^at++++=a
basket ^nn++++=basket
of ^in++++=of
warm ^jj+atrb+++=warm
rolls ^nns++++=rolls
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
climbed ^vprf+++xvbnx+=climbed
up ^rp++++=up
to ^to++++=to
watch ^vbi++++=watch
the ^ati++++=the
sunrise ^nn++++=sunrise,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
often ^rb++++=often
did ^vbd+dod+vrb++=did
before ^in++++=before
deliveries ^nns+nom+++=deliveries.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below,
, ^zz++++=EXTRAWORD
gulls ^nns++++=gulls
wheeled ^vbd+++xvbn+=wheeled
above ^jjb+atrb+++=above
chimneys ^nns++++=chimneys
and ^cc++++=and
fishing ^nvbg+++xvbg+=fishing
boats ^nns++++=boats
knocked ^vbd+++xvbn+=knocked
against ^in++++=against
their ^pp$+pp3+++=their
moorings ^nns++++=moorings.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
waves ^nns++++=waves
broke ^vbd+++xvbn+=broke
around ^in++++=around
the ^ati++++=the
lighthouse ^nn++++=lighthouse
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
always ^rb++splt++=always
known ^vprf+++xvbnx+=known
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
stories ^nns++++=stories
called ^vbd+++xvbn+=called
it ^pp3+it+++=it
the ^ati++++=the
Lantern ^nn++++=Lantern
of ^in++++=of
Hours ^nns++++=Hours.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
grandmother ^nn+nom+++=grandmother
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
those ^dt+dem+++=those
stories ^nns++++=stories
beside ^in+pl+++=beside
the ^ati++++=the
oven ^nn++++=oven
on ^in++++=on
winter ^nn++++=winter
nights ^nns++++=nights.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
stood ^vprf+++xvbnx+=stood
on ^in++++=on
a ^at++++=a
small ^jj+atrb+++=small
island ^npl++++=island
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
keeper ^nn++++=keeper
could ^md+pos+++=could
guide ^vb++++=guide
lost ^vbd+++xvbn+=lost
ships ^nns++++=ships
home ^nr++++=home,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=could
also ^rb++++=also
guide ^nn++++=guide
lost ^vbd+++xvbn+=lost
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
someone ^pn++++=someone
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
tower ^nn++++=tower
at ^rb++++=at
low ^jj+atrb+++=low
tide ^nn++++=tide
and ^cc++++=and
lit ^rb+++xvbn+=lit
the ^ati++++=the
lantern ^nn++++=lantern
with ^in++++=with
a ^at++++=a
beloved ^jj+atrb+++=beloved
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
the ^ati++++=the
light ^nn++++=light
would ^md+prd+++=would
lead ^vb++++=lead
them ^pp3o+pp3+++=them
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
hour ^nn++++=hour
they ^pp3a+pp3+++=they
regretted ^vbd+vprv++xvbnx+=regretted
most ^ql+emph+++=most.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
because ^cs+cos+++=because
people ^nns++++=people
asked ^vbd+vsua++xvbn+=asked
too ^ql++++=too
much ^ap++++=much,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Grandmother ^nn+nom+++=Grandmother
Vale ^npl++++=Vale
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="Nobody
nobody ^pn++++=EXTRAWORD
wants ^vbz++++=wants
to ^to+vcmp+++=to
mend ^vbi++++=mend
only ^rb+down+++=only
one ^cd1++++=one
mistake ^nn++++=mistake.
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
us ^pp1o+pp1+++=us
one ^cd1++++=one
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
demand ^vb++++=demand
a ^at++++=a
thousand ^cd++++=thousand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
nine ^cd++++=nine
when ^wrb+who+++=when
her ^pp$+pp3+++=her
grandmother ^nn+nom+++=grandmother
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seventeen ^cd++++=seventeen
when ^wrb+who+++=when
her ^pp3o+pp3+++=her
father ^npt++++=father
followed ^vbd+vprv++xvbn+=followed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
at ^rb++++=at
twenty ^cd++++=twenty-two,
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran
the ^ati++++=the
bakery ^nn++++=bakery
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
tower ^nn++++=tower
until ^cs+sub+++=until
the ^ati++++=the
rolls ^nn++++=rolls
cooled ^vwbn+++xvbn+=cooled.
. ^zz++++=EXTRAWORD
By ^in++++=By
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
all ^abn++++=all
Bellweather ^np+nom++??+=Bellweather
knew ^vbd+vprv++xvbn+=knew.
. ^zz++++=EXTRAWORD
People ^nns++++=People
crowded ^vbd+++xvbn+=crowded
the ^ati++++=the
sea ^nn++++=sea
wall ^nn++++=wall
with ^in++++=with
spyglasses ^nns+++??+=spyglasses
and ^cc++++=and
cameras ^nns++++=cameras.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Pellen ^np+++??+=Pellen
ordered ^vbd+vsua+tht0+xvbn+=ordered
the ^ati++++=the
harbor ^nn++++=harbor
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
sailors ^nns++++=sailors
crossed ^vbd+++xvbn+=crossed
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
sold ^vwbn+++xvbn+=sold
bits ^nns++++=bits
of ^in++++=of
blue ^jj+atrb+++=blue
glass ^nn++++=glass
and ^cc++++=and
claimed ^vwbn+vpub+tht0+xvbn+=claimed
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
from ^in++++=from
the ^ati++++=the
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
bakery ^nn++++=bakery,
, ^zz++++=EXTRAWORD
customers ^nns+nom+++=customers
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
nothing ^pn++++=nothing
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+aux++=has
come ^vb++++=come
back ^jjb++++=back
for ^in++++=for
a ^at++++=a
reason ^nn++++=reason,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Quill ^np++++=Quill,
, ^zz++++=EXTRAWORD
buying ^vbg+++xvbg+=buying
a ^at++++=a
currant ^jj+atrb+++=currant
bun ^nn++++=bun.
. ^zz++++=EXTRAWORD
" ^zz++++="Storm
storm ^nn++++=EXTRAWORD
damage ^nn++++=damage,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Rusk ^np++++=Rusk,
, ^zz++++=EXTRAWORD
the ^ati++++=the
schoolmaster ^nn+nom+++=schoolmaster.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
geological ^jj+atrb+++=geological
event ^nn++++=event
pushed ^vwbn+++xvbn+=pushed
the ^ati++++=the
foundations ^nns+nom+++=foundations
upward ^jjb++++=upward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
the ^ati++++=the
lantern ^nn++++=lantern
already ^rb++++=already
lit ^rb+++xvbn+=lit?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Quill ^np++++=Quill
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Phosphorescent
phosphorescent ^jj+atrb+++=EXTRAWORD
gas ^nn++++=gas."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Phosphorescent
phosphorescent ^jj+atrb+++=EXTRAWORD
nonsense ^nn++++=nonsense."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
wrapped ^vbd+++xvbn+=wrapped
their ^pp$+pp3+++=their
purchases ^nns++++=purchases
and ^cc++++=and
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
At ^in++++=At
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tide ^nn++++=tide
began ^vbd+++xvbn+=began
to ^to++++=to
fall ^vbi++++=fall.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
retreating ^jj+atrb+++=retreating
water ^nn++++=water
appeared ^vbd+seem++xvbn+=appeared
a ^at++++=a
stone ^nn++++=stone
path ^nn++++=path
stretching ^vwbg+++xvbg+=stretching
from ^in++++=from
the ^ati++++=the
cliffs ^nns++++=cliffs
to ^in++++=to
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^npt++++=mayor
stationed ^vwbn+++xvbn+=stationed
two ^cd++++=two
constables ^nns++++=constables
at ^in++++=at
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
By ^in++++=By
one ^cd1++++=one
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
half ^abn++++=half
the ^ati++++=the
town ^nn++++=town
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+vrb++=is
to ^in++++=to
cross ^nn++++=cross,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
structure ^nn++++=structure
may ^md+pos+++=may
be ^vb+be+vrb++=be
unstable ^jj+pred+++=unstable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
fisherman ^nn+nom+++=fisherman
shouted ^vbd+vpub++xvbn+=shouted,
, ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
town ^nn++++=town
hall ^nn++++=hall!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
crowd ^nn++++=crowd
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mara ^np+++??+=Mara
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
watching ^vbg+++xvbgx+=watching
a ^at++++=a
boy ^nn++++=boy
in ^in++++=in
a ^at++++=a
red ^jj+atrb+++=red
coat ^nn++++=coat
slip ^nn++++=slip
between ^in++++=between
two ^cd++++=two
adults ^nns++++=adults.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Tomas ^np+++??+=Tomas
Reed ^nn++++=Reed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
eleven ^cd++++=eleven,
, ^zz++++=EXTRAWORD
restless ^jj++++=restless
and ^cc+phrs+++=and
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
with ^in++++=with
hair ^nn++++=hair
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
months ^nns++++=months
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
older ^jjr+atrb+++=older
sister ^nn++++=sister
Elise ^np+++??+=Elise
had ^vbd+hvd+aux++=had
drowned ^vprf+++xvbnx+=drowned
in ^in++++=in
a ^at++++=a
sudden ^jj+atrb+++=sudden
squall ^nn+++??+=squall.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
on ^in++++=on
the ^ati++++=the
boat ^nn++++=boat
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Since ^in++++=Since
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
only ^rb+down+++=only
when ^wrb+who+++=when
forced ^jj+++xvbn+=forced.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
darted ^vbd+++xvbnx+=darted
past ^jjb++++=past
the ^ati++++=the
constables ^nns++++=constables
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
onto ^in++++=onto
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother
screamed ^vbd+++xvbn+=screamed.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
ran ^vbd+++xvbn+=ran
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
dropped ^vbd+++xvbnx+=dropped
her ^pp$+pp3+++=her
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
pushed ^xvbn+++xvbn+=pushed
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stones ^nns++++=stones
were ^vbd+bed+vrb++=were
slick ^jj+pred+++=slick
with ^in++++=with
weed ^nn++++=weed.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
surged ^vbd+++xvbn+=surged
across ^in+pl+++=across
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
soaking ^jj+++xvbg+=soaking
her ^pp3o+pp3+++=her
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
Ahead ^rb+cnj+++=Ahead,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
reached ^vbd+++xvbn+=reached
the ^ati++++=the
tower ^nn++++=tower
door ^nn++++=door
and ^cc++++=and
vanished ^jj+++xvbn+=vanished
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
mayor ^npt++++=mayor
ordering ^vwbg+++xvbg+=ordering
the ^ati++++=the
constables ^nns++++=constables
after ^in++++=after
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
a ^at++++=a
wave ^nn++++=wave
crashed ^vbd+++xvbn+=crashed
over ^in++++=over
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
retreated ^vwbn+++xvbn+=retreated.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tide ^nn++++=tide
was ^vbd+bedz+aux++=was
rising ^vbg+++xvbgx+=rising
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
the ^ati++++=the
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
salt ^nn++++=salt,
, ^zz++++=EXTRAWORD
lamp ^nn++++=lamp
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
sweeter ^jjr+atrb+++=sweeter
fresh ^jj+atrb+++=fresh
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
thought ^vbd+++xvbn+=thought,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
" ^zz++++="Tomas?"
tomas ^vbz+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
spiral ^nn++++=spiral
stairs ^nns++++=stairs
and ^cc++++=and
returned ^vbd+++xvbn+=returned
as ^ql++++=as
a ^at++++=a
whisper ^nn++++=whisper.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
base ^nn++++=base
of ^in++++=of
the ^ati++++=the
tower ^npl++++=tower
stood ^vbd+++xvbn+=stood
a ^at++++=a
wooden ^jj+atrb+++=wooden
table ^nn++++=table.
. ^zz++++=EXTRAWORD
On ^in++++=On
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
a ^at++++=a
brass ^nn++++=brass
compass ^nn++++=compass,
, ^zz++++=EXTRAWORD
a ^at++++=a
book ^nn++++=book
swollen ^jj++++=swollen
with ^in++++=with
damp ^nn++++=damp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
silver ^nn++++=silver
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
Words ^nns++++=Words
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
carved ^vpsv++agls+xvbnx+=carved
into ^in++++=into
the ^ati++++=the
table ^nn++++=table:
: ^zz++++=EXTRAWORD
One ^cd1++++=ONE
Light ^nn++++=LIGHT.
. ^zz++++=EXTRAWORD
One ^cd1++++=ONE
Hour ^nn++++=HOUR.
. ^zz++++=EXTRAWORD
One ^cd1++++=ONE
Heart ^nn++++=HEART
Will ^md+prd+++=WILL
Pay ^vb++++=PAY.
. ^zz++++=EXTRAWORD
Tomas ^np++++=Tomas's
's ^$++++=EXTRAWORD
footsteps ^nns++++=footsteps
sounded ^vbd+++xvbn+=sounded
above ^jjb++++=above.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
hurried ^vbd+++xvbn+=hurried
after ^in++++=after
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tower ^nn++++=tower
seemed ^vbd+seem++xvbn+=seemed
taller ^jjr++++=taller
inside ^jjb++++=inside
than ^in++++=than
outside ^nn++++=outside.
. ^zz++++=EXTRAWORD
The ^ati++++=The
staircase ^nn++++=staircase
coiled ^vwbn+++xvbn+=coiled
upward ^jjb++++=upward
through ^in++++=through
rooms ^nns++++=rooms
untouched ^jj++++=untouched
by ^in++++=by
decay ^nn++++=decay:
: ^zz++++=EXTRAWORD
a ^at++++=a
keeper ^nn++++=keeper's
's ^$++++=EXTRAWORD
kitchen ^nn++++=kitchen
with ^in++++=with
a ^at++++=a
kettle ^nn++++=kettle
steaming ^vwbg+++xvbg+=steaming
on ^in++++=on
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
a ^at++++=a
bedroom ^nn++++=bedroom
with ^in++++=with
blankets ^nns++++=blankets
neatly ^rb++++=neatly
folded ^jj+++xvbn+=folded,
, ^zz++++=EXTRAWORD
a ^at++++=a
workshop ^nn++++=workshop
full ^jj++++=full
of ^in++++=of
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
clock ^nn++++=clock
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
different ^jj+atrb+++=different
time ^nn++++=time.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Mara ^np+++??+=Mara
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
hands ^nns++++=hands
began ^vbd+++xvbn+=began
to ^to++++=to
move ^vbi++++=move
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv++xvbnx+=found
Tomas ^np+++??+=Tomas
in ^in++++=in
the ^ati++++=the
lantern ^nn++++=lantern
room ^nn++++=room,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
before ^in++++=before
the ^ati++++=the
blue ^jj+atrb+++=blue
flame ^nn++++=flame.
. ^zz++++=EXTRAWORD
The ^ati++++=The
glass ^nn++++=glass
walls ^nns++++=walls
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
gray ^np++++=gray
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Bellweather ^np+nom++??+=Bellweather
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
different ^jj+atrb+++=different
scenes ^nns++++=scenes
flickered ^vbd+++xvbn+=flickered
in ^in++++=in
the ^ati++++=the
mist ^nn++++=mist.
. ^zz++++=EXTRAWORD
Elise ^np+++??+=Elise
Reed ^nn++++=Reed
laughing ^vwbg+++xvbg+=laughing
on ^in++++=on
the ^ati++++=the
harbor ^nn++++=harbor
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Quill ^np++++=Quill
dancing ^vwbg+++xvbg+=dancing
with ^in++++=with
her ^pp$+pp3+++=her
late ^jj+atrb+++=late
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Pellen ^np+++??+=Pellen,
, ^zz++++=EXTRAWORD
young ^jj++++=young
and ^cc+phrs+++=and
frightened ^jj+++xvbn+=frightened,
, ^zz++++=EXTRAWORD
hiding ^vbg+++xvbg+=hiding
examination ^nn+nom+++=examination
papers ^nns++++=papers
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
father ^nn++++=father
kneading ^nn++++=kneading
dough ^nn+++??+=dough
in ^in++++=in
the ^ati++++=the
bakery ^nn++++=bakery.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stopped ^vbd+++xvbnx+=stopped
breathing ^nvbg+++xvbg+=breathing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
appeared ^vbd+seem++xvbnx+=appeared
exactly ^rb++++=exactly
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
on ^in++++=on
the ^ati++++=the
last ^jj+atrb+++=last
morning ^nn++++=morning:
: ^zz++++=EXTRAWORD
sleeves ^nns++++=sleeves
rolled ^vbd+++xvbn+=rolled
to ^in++++=to
his ^pp$+pp3+++=his
elbows ^nns++++=elbows,
, ^zz++++=EXTRAWORD
flour ^nn++++=flour
in ^in++++=in
his ^pp$+pp3+++=his
beard ^nn++++=beard,
