At ^rb++++=At
had ^vbd+hvd+aux++=had
inherited ^vprf+++xvbnx+=inherited
the ^ati++++=the
office ^nn++++=office
from ^in++++=from
her ^pp3o+pp3+++=her
aunt ^npt++++=aunt
Elspeth ^np+++??+=Elspeth,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
explained ^vprf+++xvbnx+=explained
the ^ati++++=the
work ^nn++++=work
in ^in++++=in
a ^at++++=a
single ^jj+atrb+++=single
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
letters ^nns+nom+++=letters
are ^vb+ber+vrb++=are
ordinary ^jj+pred+++=ordinary,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
sorting ^nvbg+++xvbg+=sorting
envelopes ^nns++++=envelopes
into ^in++++=into
wooden ^jj+atrb+++=wooden
pigeonholes ^nns+++??+=pigeonholes.
. ^zz++++=EXTRAWORD
" ^zz++++="Bills,
bills ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
apologies ^nns++++=apologies,
, ^zz++++=EXTRAWORD
invitations ^nns+nom+++=invitations,
, ^zz++++=EXTRAWORD
lies ^vbz++++=lies.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
go ^vb++++=go
by ^in++++=by
bicycle ^nn++++=bicycle
or ^cc++++=or
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
want ^vb++++=want
to ^to+vcmp+++=to
travel ^vbi++++=travel
farther ^rbr++++=farther."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
much ^ap++++=much
farther ^rbr++++=farther?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth
pointed ^vbd+++xvbn+=pointed
toward ^in++++=toward
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
necessarily ^rb++++=necessarily
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
twelve ^cd++++=twelve
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
buried ^vpsv++agls+xvbnx+=buried
beneath ^in+pl+++=beneath
an ^at++++=an
elm ^nn++++=elm
in ^in++++=in
the ^ati++++=the
churchyard ^nn++++=churchyard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mara ^np+++??+=Mara
worked ^vbd+++xvbn+=worked
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
morning ^nn++++=morning
she ^pp3a+pp3+++=she
swept ^vbd+++xvbnx+=swept
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
lit ^j+++xvbn+=lit
the ^ati++++=the
iron ^nn++++=iron
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vb+++xvbn+=set
a ^at++++=a
pot ^nn++++=pot
of ^in++++=of
coffee ^nn++++=coffee
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
checked ^vbd+++xvbnx+=checked
the ^ati++++=the
brass ^nn++++=brass
slot ^nn++++=slot
in ^in++++=in
the ^ati++++=the
office ^nn++++=office's
's ^vbz+bez+vrb++0=EXTRAWORD
eastern ^jj+atrb+++=eastern
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slot ^nn++++=slot
had ^vb+hv+vrb++=had
no ^at++++=no
opening ^jj+++xvbg+=opening
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
verified ^vprf+++xvbnx+=verified
this ^dt+dem+++=this
many ^ap++++=many
times ^nns++++=times.
. ^zz++++=EXTRAWORD
From ^in++++=From
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
brick ^nn++++=brick.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
on ^in++++=on
certain ^jj+atrb+++=certain
mornings ^nns++++=mornings
an ^at++++=an
envelope ^nn++++=envelope
waited ^vbd+++xvbn+=waited
in ^in++++=in
the ^ati++++=the
tray ^nn++++=tray
beneath ^in+pl+++=beneath
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
chilled ^j+++xvbn+=chilled
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
night ^nn++++=night
under ^in++++=under
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
Letters ^nns+nom+++=Letters
from ^in++++=from
the ^ati++++=the
dead ^jj++++=dead
were ^vbd+bed+aux++=were
easily ^rb++splt++=easily
recognized ^vpsv++agls+xvbnx+=recognized.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
paper ^nn++++=paper
smelled ^vbd+++xvbn+=smelled
faintly ^rb++++=faintly
of ^in++++=of
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
stamps ^nns++++=stamps
bore ^vbd+++xvbn+=bore
the ^ati++++=the
faces ^nns++++=faces
of ^in++++=of
monarchs ^nns++++=monarchs
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
ruled ^vprf+++xvbnx+=ruled.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
delivered ^vwbn+++xvbn+=delivered
them ^pp3o+pp3+++=them
without ^in++++=without
asking ^xvbg+++xvbg+=asking
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
went ^vbd+++xvbn+=went
to ^in++++=to
a ^at++++=a
baker ^nn++++=baker
whose ^whp+rel+obj++=whose
brother ^nn++++=brother
had ^vbd+hvd+aux++=had
drowned ^vprf+++xvbnx+=drowned
as ^ql++++=as
a ^at++++=a
child ^nn++++=child.
. ^zz++++=EXTRAWORD
After ^in++++=After
reading ^xvbg+++xvbg+=reading
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
baker ^nn++++=baker
sat ^vbd+++xvbn+=sat
on ^in++++=on
the ^ati++++=the
flour ^nn++++=flour-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
floor ^nn++++=floor
until ^in++++=until
sunset ^nn++++=sunset,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
and ^cc++++=and
weeping ^nn++++=weeping
into ^in++++=into
his ^pp$+pp3+++=his
apron ^nn++++=apron.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
went ^vbd+++xvbn+=went
to ^in++++=to
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
fifty ^cd++++=fifty
years ^nns++++=years
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
an ^at++++=an
apology ^nn++++=apology
from ^in++++=from
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
read ^vbd+vprv+tht0+xvbnx+=read
his ^pp$+pp3+++=his
letter ^nn++++=letter
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
burned ^j+++xvbn+=burned
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Still
still ^rb+atrb+++=EXTRAWORD
making ^jj+atrb++xvbg+=making
excuses ^nns++++=excuses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
the ^ati++++=the
dead ^nn++++=dead
wrote ^vbd+vprv++xvbn+=wrote
nonsense ^nn++++=nonsense.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
complained ^vbd+vpub++xvbnx+=complained
about ^in++++=about
lost ^xvbn+++xvbn+=lost
buttons ^nns++++=buttons.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
described ^vbd+++xvbnx+=described
dreams ^nps++++=dreams.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
the ^ati++++=the
apple ^nn++++=apple
tree ^nn++++=tree
had ^vbd+hvd+aux++=had
survived ^vprf+++xvbnx+=survived
the ^ati++++=the
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
sometimes ^rb++++=sometimes
they ^pp3a+pp3+++=they
wrote ^vbd+vprv++xvbnx+=wrote
only ^rb+down+++=only
one ^cd1++++=one
sentence ^nn+nom+++=sentence:
: ^zz++++=EXTRAWORD
**i ^nn+++??+=**I
was ^vbd+bedz+vrb++=was
wrong.** ^nn+++??+=wrong.**
Mara ^np+++??+=Mara
never ^rb++++=never
received ^vbd+++xvbn+=received
a ^at++++=a
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
not ^xnot++not++=not
expected ^jj+atrb++xvbn+=expected
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
parents ^nns++++=parents
were ^vbd+bed+vrb++=were
alive ^jj+pred+++=alive,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
distant ^jj++++=distant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
siblings ^nns+nom+++=siblings.
. ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
peacefully ^rb++++=peacefully
after ^in++++=after
a ^at++++=a
long ^jj+atrb+++=long
illness ^nns+nom+++=illness,
, ^zz++++=EXTRAWORD
with ^in++++=with
Mara ^np+++??+=Mara
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
funeral ^nn++++=funeral,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
began ^vbd+++xvbn+=began
checking ^vbg+++xvbg+=checking
the ^ati++++=the
brass ^nn++++=brass
tray ^nn++++=tray
before ^in++++=before
taking ^xvbg+++xvbg+=taking
off ^rp+pl+++=off
her ^pp3o+pp3+++=her
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
Weeks ^nns++++=Weeks
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
months ^nns++++=months.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub+tht0+xvbnx+=told
herself ^ppl+pp3+++=herself
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
everything ^pn++++=everything
that ^cs+sub+++=that
needed ^vwbn+++xvbn+=needed
saying ^vbg+++xvbg+=saying.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
Mara ^np+++??+=Mara
the ^ati++++=the
keys ^nns++++=keys,
, ^zz++++=EXTRAWORD
the ^ati++++=the
account ^nn++++=account
books ^nns++++=books,
, ^zz++++=EXTRAWORD
three ^cd++++=three
jars ^nns++++=jars
of ^in++++=of
plum ^nn++++=plum
preserves ^vbz++++=preserves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
precise ^jj+atrb+++=precise
instructions ^nns+nom+++=instructions
for ^in++++=for
oiling ^nn++++=oiling
the ^ati++++=the
hinges ^nns++++=hinges.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
silence ^nn+nom+++=silence
has ^vbz+hvz+vrb++=has
a ^at++++=a
way ^nn++++=way
of ^in++++=of
turning ^xvbg+++xvbg+=turning
even ^rb++++=even
certainty ^nn++++=certainty
into ^in++++=into
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
seventh ^nn++++=seventh
year ^nn++++=year,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
expecting ^vbg+vprv++xvbg+=expecting
a ^at++++=a
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
twelfth ^np++++=twelfth,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
stopped ^vprf+++xvbnx+=stopped
wanting ^jj+atrb++xvbg+=wanting
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
an ^at++++=an
envelope ^nn++++=envelope
in ^in++++=in
the ^ati++++=the
tray ^nn++++=tray
bearing ^vwbg+++xvbg+=bearing
her ^pp3o+pp3+++=her
own ^ap++++=own
handwriting ^nn++++=handwriting.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
very ^ql+amp+++=very
still ^rb++++=still.
. ^zz++++=EXTRAWORD
The ^ati++++=The
paper ^nn++++=paper
was ^vbd+bedz+vrb++=was
gray ^np++++=gray
and ^cc++++=and
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
name ^nn++++=name
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
across ^in+pl+++=across
the ^ati++++=the
front ^jjb++++=front:
: ^zz++++=EXTRAWORD
**mara ^nn+++??+=**MARA
Venn ^np+++??+=VENN
The ^ati++++=THE
Last ^jj+atrb+++=LAST
Post ^nn++++=POST
Office ^nn++++=OFFICE
Bellweather** ^np+++??+=BELLWEATHER**
In ^in++++=In
the ^ati++++=the
upper ^jjb++++=upper
corner ^npl++++=corner,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
return ^vb++++=return
address ^nns+nom+++=address
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbn+=been,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
three ^cd++++=three
words ^nns++++=words:
: ^zz++++=EXTRAWORD
**north ^nn+++??+=**NORTH
Of ^in++++=OF
Tomorrow** ^np+++??+=TOMORROW**
Mara ^np+++??+=Mara
carried ^vbd+++xvbn+=carried
the ^ati++++=the
envelope ^nn++++=envelope
to ^in++++=to
her ^pp$+pp3+++=her
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
it ^pp3+it+++=it
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
light ^nn++++=light,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
examined ^vbd+++xvbn+=examined
the ^ati++++=the
seal ^nn++++=seal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
dark ^jj+atrb+++=dark
green ^nn++++=green
wax ^nn++++=wax
stamped ^vwbn+++xvbn+=stamped
with ^in++++=with
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
a ^at++++=a
moth ^nn++++=moth.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
owned ^vbd+++xvbnx+=owned
that ^dt+dem+++=that
seal ^nn++++=seal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
bottom ^jjb+atrb+++=bottom
drawer ^nn++++=drawer
beneath ^in+pl+++=beneath
unpaid ^jj+atrb+++=unpaid
invoices ^nns+++??+=invoices
and ^cc++++=and
a ^at++++=a
packet ^nn++++=packet
of ^in++++=of
peppermint ^jj+atrb++xvbn+=peppermint
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
opened ^vbd+++xvbn+=opened
the ^ati++++=the
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
seal ^nn++++=seal
was ^vbd+bedz+vrb++=was
still ^rb++++=still
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
minutes ^nns++++=minutes
she ^pp3a+pp3+++=she
listened ^vbd+++xvbnx+=listened
to ^in++++=to
the ^ati++++=the
stove ^nn++++=stove
crackle ^nn+++??+=crackle.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
**dear ^nn+++??+=**Dear
Mara,** ^np+++??+=Mara,**
**at ^nn+++??+=**At
noon ^nn++++=noon
today ^nr+tm+++=today,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
will ^md+prd+++=will
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
office ^nn++++=office
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
send ^vb++++=send
it.** ^nn+++??+=it.**
**if ^nn+++??+=**If
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
will ^md+prd+++=will
be ^vb+be+aux++=be
gone ^vpsv++by+xvbnx+=gone
by ^in++++=by
morning.** ^nn+++??+=morning.**
**you ^nn+++??+=**You
will ^md+prd+++=will
want ^vb++++=want
proof ^nn++++=proof.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
beneath ^in+pl+++=beneath
the ^ati++++=the
third ^od++++=third
floorboard ^vb+++??+=floorboard
under ^in++++=under
the ^ati++++=the
sorting ^jj+atrb++xvbg+=sorting
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth
left ^vbd+++xvbn+=left
something ^pn++++=something
there.** ^nn+++??+=there.**
**i ^nn+++??+=**I
am ^vb+bem+vrb++=am
sorry ^uh++++=sorry
it ^pp3+it+++=it
took ^vbd+++xvbn+=took
us ^pp1o+pp1+++=us
so ^ql++++=so
long ^vb++++=long
to ^to+vcmp+++=to
write.** ^vb+++??+=write.**
**mara** ^nn+++??+=**Mara**
The ^ati++++=The
signature ^nn++++=signature
was ^vbd+bedz+vrb++=was
unmistakable ^jj+pred+++=unmistakable.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
merely ^rb+down+++=merely
similar ^jj++++=similar,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
hers ^pp$$++++=hers
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
final ^jj+atrb+++=final
impatient ^jj+atrb+++=impatient
slash ^nn++++=slash.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
letter ^nn++++=letter
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
marsh ^nn++++=marsh
wind ^nn++++=wind
pushed ^vwbn+++xvbn+=pushed
mist ^nn++++=mist
against ^in++++=against
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
checked ^vbd+++xvbnx+=checked
the ^ati++++=the
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty
minutes ^nns++++=minutes
past ^jjb++++=past
six ^cd++++=six.
. ^zz++++=EXTRAWORD
The ^ati++++=The
third ^od++++=third
floorboard ^vb+++??+=floorboard
beneath ^in+pl+++=beneath
the ^ati++++=the
sorting ^jj+atrb++xvbg+=sorting
table ^nn++++=table
looked ^vbd+++xvbn+=looked
no ^at++++=no
different ^nn++++=different
from ^in++++=from
the ^ati++++=the
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
fetched ^vbd+++xvbn+=fetched
a ^at++++=a
screwdriver ^nn+nom+++=screwdriver
and ^cc++++=and
pried ^vbd+++xvbn+=pried
it ^pp3+it+++=it
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
was ^vbd+bedz+vrb++=was
a ^at++++=a
narrow ^jj+atrb+++=narrow
cavity ^nn++++=cavity
containing ^vwbg+++xvbg+=containing
a ^at++++=a
tin ^nn++++=tin
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Inside ^in+pl+++=Inside
lay ^jjb+++xvbn+=lay
a ^at++++=a
photograph ^nn++++=photograph.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
showed ^vbd+vprv++xvbn+=showed
Aunt ^nn++++=Aunt
Elspeth ^np+++??+=Elspeth
on ^in++++=on
the ^ati++++=the
station ^nn+nom+++=station
platform ^nn++++=platform,
, ^zz++++=EXTRAWORD
younger ^jjr++++=younger
than ^in++++=than
Mara ^np+++??+=Mara
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
known ^vprf+++xvbnx+=known
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
her ^pp$+pp3+++=her
stood ^vbd+++xvbn+=stood
six ^cd++++=six
postal ^jj+atrb+++=postal
workers ^nns+nom+++=workers
in ^in++++=in
blue ^jj+atrb+++=blue
uniforms ^nns++++=uniforms.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them
waited ^vbd+++xvbn+=waited
a ^at++++=a
black ^jj+atrb+++=black
locomotive ^nn++++=locomotive,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
windows ^nns++++=windows
glowing ^vwbg+++xvbg+=glowing
white ^jj++++=white.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
every ^at++++=every
photograph ^nn++++=photograph
of ^in++++=of
Elspeth ^np+++??+=Elspeth
in ^in++++=in
existence ^nn+nom+++=existence
or ^cc++++=or
had ^vbd+hvd+aux++=had
believed ^vprf++tht0+xvbnx+=believed
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
this ^dt+dem+++=this
one ^pn++++=one.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
in ^in++++=in
Elspeth ^np++++=Elspeth's
's ^$++++=EXTRAWORD
handwriting ^nn++++=handwriting,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
words ^nns++++=words:
: ^zz++++=EXTRAWORD
**the ^nn+++??+=**The
Night ^nn++++=Night
Route ^nn++++=Route,
, ^zz++++=EXTRAWORD
18 ^cd++++=18
November ^nr+nom+++=November
1963 ^cd+date+++=1963.
. ^zz++++=EXTRAWORD
Seven ^cd++++=Seven
went ^vbd+++xvbn+=went
