When ^wrb+who+++=When
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
because ^cs+cos+++=because
her ^pp3o+pp3+++=her
grandfather ^nn+nom+++=grandfather
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
a ^at++++=a
solicitor ^nn++++=solicitor
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
a ^at++++=a
letter ^nn++++=letter
to ^in++++=to
her ^pp$+pp3+++=her
apartment ^nn+nom+++=apartment
in ^in++++=in
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
grief ^nn++++=grief
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
every ^at++++=every
room ^nn++++=room
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
feel ^vb+vprv+++=feel
too ^rb++++=too
small ^jj++++=small.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
white ^jj+atrb+++=white
paint ^nn++++=paint
had ^vbd+hvd+aux++=had
peeled ^vprf+++xvbnx+=peeled
into ^in++++=into
long ^jj+atrb+++=long
gray ^np++++=gray
strips ^nns++++=strips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
black ^jj+atrb+++=black
grass ^nn++++=grass
leaned ^vbd+++xvbn+=leaned
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
sea ^nn++++=sea
as ^cs+sub+++=as
though ^cs+sub+++=though
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
escape ^vbi++++=escape
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
the ^ati++++=the
tower ^nn++++=tower
crouched ^vbd+++xvbn+=crouched
a ^at++++=a
keeper ^nn++++=keeper's
's ^$++++=EXTRAWORD
cottage ^nn+nom+++=cottage
with ^in++++=with
a ^at++++=a
slate ^nn++++=slate
roof ^nn++++=roof
and ^cc++++=and
four ^cd++++=four
salt ^nn++++=salt-clouded
- ^zz++++=EXTRAWORD
clouded ^jj+atrb++xvbn+=EXTRAWORD
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
key ^nn++++=key
resisted ^vbd+++xvbn+=resisted
Mara ^np+++??+=Mara
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
with ^in++++=with
a ^at++++=a
crack ^nn++++=crack.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
rust ^nn++++=rust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
storms ^nns++++=storms.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
coat ^nn++++=coat
still ^rb++++=still
hung ^vbd+++xvbn+=hung
beside ^in+pl+++=beside
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
A ^at++++=A
pair ^nn++++=pair
of ^in++++=of
mud ^nn++++=mud-stiff
- ^zz++++=EXTRAWORD
stiff ^jj+atrb+++=EXTRAWORD
boots ^nns++++=boots
waited ^vbd+++xvbn+=waited
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table
lay ^vbd+++xvbn+=lay
a ^at++++=a
blue ^jj+atrb+++=blue
cup ^nn++++=cup,
, ^zz++++=EXTRAWORD
a ^at++++=a
stack ^nn++++=stack
of ^in++++=of
tide ^nn++++=tide
charts ^nns++++=charts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
wooden ^jj+atrb+++=wooden
box ^nn++++=box
containing ^vwbg+++xvbg+=containing
twenty ^cd++++=twenty-nine
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
brass ^nn++++=brass
keys ^nns++++=keys.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
labeled ^vpsv++agls+xvbnx+=labeled
in ^in++++=in
her ^pp$+pp3+++=her
grandfather ^nn+nom+++=grandfather's
's ^vbz+bez+vrb++0=EXTRAWORD
careful ^jj+atrb+++=careful
handwriting ^nn++++=handwriting.
. ^zz++++=EXTRAWORD
Pantry ^nn++++=PANTRY.
. ^zz++++=EXTRAWORD
Cellar ^nn++++=CELLAR.
. ^zz++++=EXTRAWORD
Tool ^nn++++=TOOL
Shed ^vbd+++xvbn+=SHED.
. ^zz++++=EXTRAWORD
Lamp ^nn++++=LAMP
Room ^nn++++=ROOM.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
key ^jjb++++=key
was ^vbd+bedz+vrb++=was
smaller ^jjr+pred+++=smaller
and ^cc+phrs+++=and
darker ^jjr++++=darker
than ^in++++=than
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
label ^vb++++=label
read ^vbd+vprv++xvbn+=read:
: ^zz++++=EXTRAWORD
For ^in++++=FOR
The ^ati++++=THE
Night ^nn++++=NIGHT
The ^ati++++=THE
Sea ^nn++++=SEA
Knocks ^np+++??+=KNOCKS.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
that ^tht+vcmp+++=that
handwriting ^nn++++=handwriting
from ^in++++=from
birthday ^nn++++=birthday
cards ^nns++++=cards
arriving ^vwbg+++xvbg+=arriving
months ^nns++++=months
late ^jj++++=late.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv+tht0+xvbnx+=remembered
her ^pp$+pp3+++=her
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
less ^rbr++++=less
clearly ^rb++++=clearly:
: ^zz++++=EXTRAWORD
low ^jj++++=low,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
threaded ^j+++xvbn+=threaded
with ^in++++=with
the ^ati++++=the
roughness ^nns+nom+++=roughness
of ^in++++=of
tobacco ^nn++++=tobacco.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
raised ^vprf+++xvbnx+=raised
her ^pp3o+pp3+++=her
after ^cs+sub+++=after
her ^pp3o+pp3+++=her
parents ^nns++++=parents
drowned ^vbd+++xvbn+=drowned,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
" ^zz++++="raised"
raised ^vbd+++xvbn+=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
quite ^rb++++=quite
the ^ati++++=the
word ^nn++++=word.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
provided ^vprf+++xvbnx+=provided
a ^at++++=a
narrow ^jj+atrb+++=narrow
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
hot ^jj+atrb+++=hot
meals ^nns++++=meals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
her ^pp$+pp3+++=her
to ^to++++=to
tie ^vbi++++=tie
knots ^nns++++=knots,
, ^zz++++=EXTRAWORD
read ^jj+atrb++xvbn+=read
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
turn ^nn++++=turn
her ^pp3o+pp3+++=her
back ^jjb++++=back
on ^in++++=on
the ^ati++++=the
tide ^nn++++=tide.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
sixteen ^cd++++=sixteen,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
quarreled ^vprf+++xvbnx+=quarreled.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
accused ^vprf+++xvbnx+=accused
him ^pp3o+pp3+++=him
of ^in++++=of
loving ^xvbg+++xvbg+=loving
the ^ati++++=the
lighthouse ^nn++++=lighthouse
more ^ql++++=more
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
replied ^vprf+++xvbnx+=replied
that ^tht+vcmp+++=that
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
duties ^nns++++=duties
larger ^jjr++++=larger
than ^in++++=than
love ^nn++++=love.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
for ^in++++=for
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
exchanged ^vprf+++xvbnx+=exchanged
letters ^nns+nom+++=letters
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
neither ^rb++neg++=neither
apologized ^vbd+++xvbn+=apologized.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
there ^ex+pex+++=there
could ^md+pos+++=could
be ^vb+be+vrb++=be
no ^at++++=no
apology ^nn++++=apology.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
put ^vbd+++xvbn+=put
the ^ati++++=the
small ^jj++++=small
key ^jjb++++=key
in ^in++++=in
her ^pp$+pp3+++=her
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
days ^nns++++=days,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sorted ^vbd+++xvbnx+=sorted
her ^pp$+pp3+++=her
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
possessions ^nns++++=possessions.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv++xvbnx+=found
wool ^nn++++=wool
shirts ^nns++++=shirts
patched ^jj++++=patched
at ^in++++=at
the ^ati++++=the
elbows ^nns++++=elbows,
, ^zz++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
watches ^nns++++=watches,
, ^zz++++=EXTRAWORD
jars ^nns++++=jars
of ^in++++=of
screws ^nns++++=screws,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
records ^nns++++=records
of ^in++++=of
every ^at++++=every
storm ^nn++++=storm
to ^to++++=to
strike ^vbi++++=strike
Bellweather ^np+nom++??+=Bellweather
since ^in++++=since
1952 ^cd+date+++=1952.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
stairs ^nns++++=stairs
were ^vbd+bed+vrb++=were
sound ^jj+pred+++=sound
despite ^in++++=despite
the ^ati++++=the
villagers ^nns+nom+++=villagers'
' ^zz++++=EXTRAWORD
warnings ^nns++++=warnings.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
climbed ^vbd+++xvbnx+=climbed
them ^pp3o+pp3+++=them
each ^dt++++=each
evening ^nn++++=evening
and ^cc++++=and
watched ^vbd+++xvbn+=watched
darkness ^nns+nom+++=darkness
spread ^vbd+++xvbn+=spread
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
lamp ^nn++++=lamp
remained ^vbd+++xvbn+=remained
draped ^vwbn+++xvbn+=draped
beneath ^in+pl+++=beneath
a ^at++++=a
canvas ^nn++++=canvas
cover ^nn++++=cover.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
fourth ^od++++=fourth
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
knocked ^vbd+++xvbn+=knocked.
. ^zz++++=EXTRAWORD
A ^at++++=A
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
twelve ^cd++++=twelve
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
with ^in++++=with
red ^jj+atrb+++=red
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
a ^at++++=a
missing ^jj+atrb++xvbg+=missing
front ^jjb+atrb+++=front
tooth ^nn++++=tooth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
bucket ^nn++++=bucket
of ^in++++=of
silver ^nn++++=silver
fish ^nns++++=fish.
. ^zz++++=EXTRAWORD
" ^zz++++="Mam
mam ^npt++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
hungry ^jj+pred+++=hungry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
your ^pp$+pp2+++=your
mother ^nn++++=mother
want ^vb++++=want
in ^in++++=in
return ^nn++++=return?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
considered ^vwbn+vprv+tht0+xvbn+=considered
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
bucket ^nn++++=bucket."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
almost ^rb+hdg+++=almost
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Eli
eli ^nn+++??+=EXTRAWORD
Rook ^np+++??+=Rook."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
gaze ^nn++++=gaze
moved ^vbd+++xvbn+=moved
past ^jjb++++=past
her ^pp$+pp3+++=her
into ^in++++=into
the ^ati++++=the
cottage ^nn+nom+++=cottage.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
leave ^vb++++=leave
the ^ati++++=the
bell ^nn++++=bell?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
bell ^nn++++=bell?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eli ^np++++=Eli's
's ^$++++=EXTRAWORD
face ^vb++++=face
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
mind ^nn++++=mind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
set ^vbd+++xvbnx+=set
down ^rb+phrv+++=down
the ^ati++++=the
bucket ^nn++++=bucket
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
toward ^in++++=toward
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
bell ^nn++++=bell
that ^tht+rel+++=that
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
hidden ^vpsv++agls+xvbnx+=hidden
beneath ^in+pl+++=beneath
a ^at++++=a
loose ^jj+atrb+++=loose
floorboard ^nn+++??+=floorboard
in ^in++++=in
her ^pp$+pp3+++=her
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
Small ^jj++++=Small
enough ^qlp++++=enough
to ^to++++=to
hold ^vbi+vprv+++=hold
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cast ^vpsv++agls+xvbnx+=cast
from ^in++++=from
black ^jj+atrb+++=black
metal ^nn++++=metal.
. ^zz++++=EXTRAWORD
Strange ^jj+atrb+++=Strange
marks ^nns++++=marks
circled ^vbd+++xvbn+=circled
its ^pp$+it+++=its
rim ^nn++++=rim
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
open ^jj+atrb+++=open
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
clapper ^jjr++++=clapper
was ^vbd+bedz+aux++=was
wrapped ^vpsv++agls+xvbnx+=wrapped
in ^in++++=in
red ^jj+atrb+++=red
thread ^nn++++=thread.
. ^zz++++=EXTRAWORD
A ^at++++=A
note ^nn++++=note
lay ^vbd+++xvbn+=lay
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
recognized ^vwbn+++xvbn+=recognized
her ^pp3o+pp3+++=her
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
handwriting ^nn++++=handwriting.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
fog ^nn++++=fog
comes ^vbz++++=comes
against ^in++++=against
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
hang ^nn++++=hang
the ^ati++++=the
bell ^nn++++=bell
in ^in++++=in
the ^ati++++=the
lamp ^nn++++=lamp
room ^nn++++=room.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
bell ^nn++++=bell
rings ^nns++++=rings
without ^in++++=without
being ^nn+nn+aux++=being
struck ^vbd+++xvbn+=struck,
, ^zz++++=EXTRAWORD
bar ^nn++++=bar
the ^ati++++=the
cottage ^nn+nom+++=cottage
door ^nn++++=door.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
something ^pn++++=something
knocks ^vbz++++=knocks
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
use ^nn++++=use
the ^ati++++=the
black ^jj++++=black
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
whatever ^nn+nom+++=whatever
speaks ^vbz++++=speaks
in ^in++++=in
my ^pp$+pp1+++=my
voice ^nn++++=voice
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
read ^vbd+vprv++xvbnx+=read
the ^ati++++=the
last ^jj+atrb+++=last
line ^nn++++=line
twice ^rb++++=twice.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
humor ^nn++++=humor
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Duties
duties ^nns++++=EXTRAWORD
larger ^jjr++++=larger
than ^in++++=than
love ^nn++++=love,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
grandfather ^nn+nom+++=grandfather
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
his ^pp$+pp3+++=his
final ^jj+atrb+++=final
years ^nns++++=years
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
loneliness ^nns+nom+++=loneliness
had ^vbd+hvd+aux++=had
eroded ^vprf+++xvbnx+=eroded
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
old ^jj+atrb+++=old
tower ^nn++++=tower
had ^vbd+hvd+aux++=had
filled ^vprf+++xvbnx+=filled
his ^pp$+pp3+++=his
mind ^nn++++=mind
with ^in++++=with
echoes ^nns++++=echoes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
returned ^vbd+++xvbnx+=returned
the ^ati++++=the
bell ^nn++++=bell
to ^in++++=to
its ^pp$+it+++=its
hiding ^nvbg+++xvbg+=hiding
place ^nn++++=place
but ^cc++++=but
kept ^vbd+++xvbn+=kept
the ^ati++++=the
note ^nn++++=note.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
walked ^vbd+++xvbnx+=walked
down ^rp++++=down
to ^in++++=to
Bellweather ^np+nom+++=Bellweather's
's ^$++++=EXTRAWORD
only ^rb+down+++=only
pub ^nn++++=pub.
. ^zz++++=EXTRAWORD
Conversation ^nn+nom+++=Conversation
faded ^vbd+++xvbn+=faded
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
bar ^nn++++=bar,
, ^zz++++=EXTRAWORD
a ^at++++=a
broad ^jj+atrb+++=broad
woman ^nn++++=woman
polished ^jj++++=polished
a ^at++++=a
glass ^nn++++=glass
with ^in++++=with
unnecessary ^jj+atrb+++=unnecessary
force ^nn++++=force.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
Eli ^np++++=Eli's
's ^$++++=EXTRAWORD
mother ^nn++++=mother?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Nessa
nessa ^nn+++??+=EXTRAWORD
Rook ^np+++??+=Rook."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you
for ^in++++=for
the ^ati++++=the
fish ^nn++++=fish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nessa ^np+++??+=Nessa
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
note ^nn++++=note
on ^in++++=on
the ^ati++++=the
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
believe ^vb+vprv+++=believe
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
