Every ^at++++=Every
buttons ^nns++++=buttons.
. ^zz++++=EXTRAWORD
A ^at++++=A
broken ^jj+atrb++xvbn+=broken
compass ^nn++++=compass
pointing ^vwbg+++xvbg+=pointing
west ^np+pl+++=west."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
why ^wrb+who+whcl++=why
the ^ati++++=the
sea ^nn++++=sea
brought ^vbd+++xvbn+=brought
things ^nns++++=things
to ^in++++=to
Bellweather ^np+nom++??+=Bellweather.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
where ^wrb+who+whcl++=where
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
from ^in+ppvb+++=from.
. ^zz++++=EXTRAWORD
The ^ati++++=The
current ^nn++++=current
beyond ^in++++=beyond
the ^ati++++=the
harbor ^nn++++=harbor
moved ^vbd+++xvbn+=moved
east ^np+pl+++=east,
, ^zz++++=EXTRAWORD
toward ^in++++=toward
the ^ati++++=the
open ^jj+atrb+++=open
ocean ^nn++++=ocean,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
objects ^nn++++=objects
arrived ^vbd+++xvbn+=arrived
from ^in++++=from
every ^at++++=every
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
carried ^xvbn+++xvbn+=carried
by ^in++++=by
waves ^nns++++=waves
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
obey ^vbi++++=obey
a ^at++++=a
separate ^nn+nom+++=separate
moon ^np++++=moon.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
villagers ^nns+nom+++=villagers
believed ^vbd+vprv+tht0+xvbn+=believed
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+aux++=was
returning ^vbg+++xvbgx+=returning
what ^wdt+who+++=what
sailors ^nns++++=sailors
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
returning ^vbg+++xvbgx+=returning
what ^wdt+who+++=what
the ^ati++++=the
world ^nn++++=world
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^npl++++=Vale
believed ^vbd+vprv++xvbn+=believed
neither ^dt++neg++=neither.
. ^zz++++=EXTRAWORD
At ^rb++++=At
sixteen ^cd++++=sixteen,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
considered ^vbd+vprv++xvbnx+=considered
belief ^nn++++=belief
a ^at++++=a
poor ^jj+atrb+++=poor
substitute ^nn++++=substitute
for ^in++++=for
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
helped ^vbd+++xvbnx+=helped
her ^pp$+pp3+++=her
father ^nn++++=father
repair ^vb++++=repair
nets ^nns++++=nets,
, ^zz++++=EXTRAWORD
studied ^j+++xvbn+=studied
the ^ati++++=the
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
measured ^vbd+++xvbn+=measured
the ^ati++++=the
tide ^nn++++=tide
against ^in++++=against
the ^ati++++=the
black ^jj+atrb+++=black
marks ^nns++++=marks
cut ^vbd+++xvbn+=cut
into ^in++++=into
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
trusted ^vbd+++xvbnx+=trusted
knots ^nns++++=knots,
, ^zz++++=EXTRAWORD
numbers ^nns+nom+++=numbers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
rain ^nn++++=rain
in ^in++++=in
a ^at++++=a
bucket ^nn++++=bucket.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
trust ^vb+vprv+++=trust
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
mother ^nn++++=mother
nine ^cd++++=nine
years ^nns++++=years
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
no ^at++++=no
storm ^nn++++=storm
that ^tht+rel+++=that
day ^nn++++=day.
. ^zz++++=EXTRAWORD
No ^at++++=No
broken ^jj+atrb++xvbn+=broken
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
rowed ^vprf+++xvbnx+=rowed
beyond ^in++++=beyond
the ^ati++++=the
lighthouse ^nn++++=lighthouse
to ^to++++=to
inspect ^vbi++++=inspect
a ^at++++=a
line ^nn++++=line
of ^in++++=of
crab ^nn++++=crab
pots ^nns++++=pots.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
empty ^jj+atrb+++=empty
boat ^nn++++=boat
drifted ^vbd+++xvbn+=drifted
home ^nr++++=home
before ^in++++=before
sunset ^nn++++=sunset,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
oar ^nn++++=oar
still ^rb++++=still
locked ^vbd+++xvbn+=locked
in ^in++++=in
place ^nn++++=place.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
For ^in++++=For
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
the ^ati++++=the
shore ^nn++++=shore
at ^rb++++=at
dawn ^nn++++=dawn
hoping ^vwbg+vprv+tht0+xvbg+=hoping
the ^ati++++=the
tide ^nn++++=tide
would ^md+prd+++=would
return ^vb++++=return
a ^at++++=a
shawl ^nn++++=shawl,
, ^zz++++=EXTRAWORD
a ^at++++=a
boot ^nn++++=boot,
, ^zz++++=EXTRAWORD
a ^at++++=a
familiar ^jj+atrb+++=familiar
silver ^nn++++=silver
hairpin ^nn++++=hairpin
anything ^pn++++=anything
that ^dt+pdem+++=that
might ^md+pos+++=might
prove ^vb+vprv+tht0++=prove
the ^ati++++=the
sea ^npl++++=sea
kept ^vbd+++xvbn+=kept
accounts ^nns++++=accounts.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
returned ^vbd+++xvbn+=returned
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
a ^at++++=a
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
flat ^nn++++=flat
upon ^in++++=upon
the ^ati++++=the
wet ^jj+atrb+++=wet
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
half ^abn++++=half
covered ^jj+++xvbn+=covered
in ^in++++=in
foam ^nn++++=foam.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
painted ^vpsv++agls+xvbnx+=painted
yellow ^jj++++=yellow,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
paint ^nn++++=paint
had ^vbd+hvd+aux++=had
cracked ^vprf+++xvbnx+=cracked
into ^in++++=into
a ^at++++=a
map ^nn++++=map
of ^in++++=of
tiny ^jj+atrb+++=tiny
islands ^nns++++=islands.
. ^zz++++=EXTRAWORD
A ^at++++=A
brass ^nn++++=brass
knob ^nn++++=knob
shone ^vbd+++xvbn+=shone
at ^in++++=at
one ^cd1++++=one
end ^nn++++=end.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
hinges ^nn++++=hinges.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stood ^vbd+++xvbn+=stood
over ^in++++=over
it ^pp3+it+++=it
while ^cs+sub+++=while
gulls ^nns++++=gulls
wheeled ^vbd+++xvbn+=wheeled
above ^jjb++++=above
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
farther ^rbr++++=farther
down ^rp++++=down
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
a ^at++++=a
coil ^nn++++=coil
of ^in++++=of
rope ^nn++++=rope
from ^in++++=from
the ^ati++++=the
surf ^nn++++=surf.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Arden ^np++++=Arden
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
opened ^vbd+++xvbn+=opened
the ^ati++++=the
blue ^nn++++=blue
shed ^vbd+++xvbn+=shed.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vb+hv+vrb++=had
the ^ati++++=the
door ^nn++++=door
to ^in++++=to
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
crouched ^vbd+++xvbnx+=crouched
and ^cc+phrs+++=and
brushed ^vbd+++xvbn+=brushed
sand ^nn++++=sand
from ^in++++=from
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
bottom ^nn++++=bottom,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
carved ^vprf+++xvbnx+=carved
a ^at++++=a
small ^jj+atrb+++=small
symbol ^nn++++=symbol:
: ^zz++++=EXTRAWORD
three ^cd++++=three
waves ^nns++++=waves
beneath ^in+pl+++=beneath
a ^at++++=a
six ^cd++++=six-pointed
- ^zz++++=EXTRAWORD
pointed ^vbd+++xvbn+=EXTRAWORD
star ^nn++++=star.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv+tht0+xvbn+=knew
that ^tht+vcmp+++=that
mark ^vb++++=mark.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
had ^vbd+hvd+aux++=had
carved ^vprf+++xvbnx+=carved
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
handle ^nn++++=handle
of ^in++++=of
every ^at++++=every
tool ^nn++++=tool
she ^pp3a+pp3+++=she
owned ^vbd+++xvbnx+=owned.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara?"
mara ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
called ^vbd+++xvbn+=called.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
brass ^nn++++=brass
knob ^nn++++=knob
and ^cc++++=and
pulled ^jj+++xvbn+=pulled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
open ^jj++++=open
onto ^in++++=onto
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
narrow ^jj+atrb+++=narrow
room ^nn++++=room
with ^in++++=with
blue ^jj+atrb+++=blue
walls ^nns++++=walls
and ^cc++++=and
a ^at++++=a
round ^jj+atrb+++=round
window ^nn++++=window.
. ^zz++++=EXTRAWORD
A ^at++++=A
lamp ^nn++++=lamp
swung ^vbd+++xvbn+=swung
from ^in++++=from
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
Shelves ^nns++++=Shelves
held ^vbd+vprv++xvbn+=held
chipped ^vprf+++xvbn+=chipped
cups ^nns++++=cups,
, ^zz++++=EXTRAWORD
folded ^jj+atrb++xvbn+=folded
charts ^nns++++=charts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jars ^nns++++=jars
of ^in++++=of
seashells ^nns+++??+=seashells.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
leaned ^vbd+++xvbn+=leaned
at ^in++++=at
a ^at++++=a
slight ^jj+atrb+++=slight
angle ^nn++++=angle,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
room ^nn++++=room
were ^vbd+bed+vrb++=were
inside ^jjb+pred+++=inside
a ^at++++=a
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
small ^jj+atrb+++=small
table ^nn++++=table
sat ^vbd+++xvbn+=sat
Elian ^np+++??+=Elian
Vale ^nn++++=Vale.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
exactly ^rb++++=exactly
as ^ql++++=as
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark
hair ^nn++++=hair
braided ^jj++++=braided
over ^in++++=over
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
sleeves ^nns++++=sleeves
rolled ^vbd+++xvbn+=rolled
to ^in++++=to
the ^ati++++=the
elbow ^nn++++=elbow,
, ^zz++++=EXTRAWORD
a ^at++++=a
pale ^jj+atrb+++=pale
scar ^nn++++=scar
crossing ^vwbg+++xvbg+=crossing
her ^pp3o+pp3+++=her
left ^vbd+++xvbn+=left
thumb ^nn++++=thumb.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
threading ^vbg+++xvbgx+=threading
a ^at++++=a
needle ^nn++++=needle.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara,"
mara ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
needle ^nn++++=needle
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
could ^md+pos+++=could
not ^xnot++not++=not
breathe ^vb++++=breathe.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
stood ^vbd+++xvbn+=stood
so ^ql++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
the ^ati++++=the
chair ^nn++++=chair
overturned ^vbd+++xvbn+=overturned.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
touched ^vbd+++xvbn+=touched
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
The ^ati++++=The
yellow ^jj+atrb+++=yellow
paint ^nn++++=paint
was ^vbd+bedz+vrb++=was
rough ^jj+pred+++=rough
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
fingertips ^nns++++=fingertips.
. ^zz++++=EXTRAWORD
On ^rp++++=On
her ^pp3o+pp3+++=her
side ^nn++++=side,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
wind ^nn++++=wind
moved ^vbd+++xvbn+=moved
across ^in+pl+++=across
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blue ^jj+atrb+++=blue
room ^nn++++=room
glowed ^vbd+++xvbn+=glowed
with ^in++++=with
amber ^jj++++=amber
light ^jj++++=light.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
dead ^jj+pred+++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
whispered ^vbd+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
flinched ^vbd+++xvbn+=flinched.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
gone ^vpsv++agls+xvbnx+=gone
nine ^cd++++=nine
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nine?"
nine ^cd++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
round ^jj+atrb+++=round
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark
water ^nn++++=water
pressed ^vbd+++xvbn+=pressed
against ^in++++=against
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
A ^at++++=A
silver ^nn++++=silver
fish ^nns++++=fish
drifted ^vbd+++xvbn+=drifted
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
three ^cd++++=three
months ^nns++++=months."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
almost ^rb+hdg+++=almost
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
sound ^nn++++=sound
caught ^vbd+++xvbn+=caught
in ^in++++=in
her ^pp$+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
called ^vbd+++xvbn+=called
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
closer ^rbr++++=closer
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
rushed ^vbd+++xvbn+=rushed
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="Listen
listen ^vb++++=EXTRAWORD
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
come ^vprf+++xvbn+=come
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
stay ^vb++++=stay."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stepped ^vbd+++xvbn+=stepped
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
" ^zz++++="Please."
please ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
was ^vbd+bedz+vrb++=was
too ^ql++++=too
familiar ^jj++++=familiar.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
word ^nn++++=word
Elian ^np+++??+=Elian
had ^vbd+hvd+aux++=had
used ^vprf+++xvbnx+=used
when ^wrb+who+++=when
asking ^jj+++xvbg+=asking
Mara ^np+++??+=Mara
to ^to++++=to
fetch ^vbi++++=fetch
kindling ^nn+nom+++=kindling,
, ^zz++++=EXTRAWORD
untangle ^nn+++??+=untangle
twine ^nn+++??+=twine,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
swallow ^vb++++=swallow
bitter ^jj+atrb+++=bitter
medicine ^nn++++=medicine.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
seven ^cd++++=seven
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
safe ^jj++++=safe
in ^in++++=in
a ^at++++=a
warm ^jj+atrb+++=warm
kitchen ^nn++++=kitchen
while ^cs+sub+++=while
rain ^nn++++=rain
tapped ^vwbn+++xvbn+=tapped
the ^ati++++=the
shutters ^nns+nom+++=shutters.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Tomas ^np+++??+=Tomas
appeared ^vbd+seem++xvbn+=appeared
over ^in++++=over
the ^ati++++=the
dune ^nn+++??+=dune.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
the ^ati++++=the
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
Elian ^np++++=Elian's
's ^$++++=EXTRAWORD
face ^vb++++=face
changed ^vbd+++xvbn+=changed
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
