prompt,source,filename,f3
human,human,4000_story_1894.txt,13.972444202
llm_free,ai,4000_story_2259_llm_free.txt,14.040458882
llm,ai,4000_story_1834_llm.txt,14.082673488
llm_free,ai,4000_story_3624_llm_free.txt,14.439830393
llm,ai,4000_story_3976_llm.txt,14.469696255
llm,ai,4000_story_1151_llm.txt,14.54055521
llm,ai,4000_story_1279_llm.txt,14.630601354
llm,ai,4000_story_3947_llm.txt,14.709897655
llm_free,ai,4000_story_2017_llm_free.txt,14.725373336
llm_free,ai,4000_story_3912_llm_free.txt,14.738566839
llm,ai,4000_story_3912_llm.txt,14.903279884
llm_free,ai,4000_story_0367_llm_free.txt,14.970092022
human,human,4000_story_1819.txt,15.021599301
llm,ai,4000_story_3996_llm.txt,15.061985989
human,human,4000_story_3365.txt,15.141094609
llm,ai,4000_story_1141_llm.txt,15.235575805
llm,ai,cont_story_0010_llm.txt,15.288947359
human,human,4000_story_3912.txt,15.299954026
human,human,4000_story_4030.txt,15.324208907
llm_free,ai,4000_story_2079_llm_free.txt,15.498367346
llm,ai,4000_story_1894_llm.txt,15.745188409
llm_free,ai,4000_story_0976_llm_free.txt,15.948676152
llm,ai,4000_story_0280_llm.txt,15.956513147
human,human,cont_story_0006.txt,16.080340207
llm,ai,cont_story_0011_llm.txt,16.097455291
human,human,4000_story_0280.txt,16.221058109
human,human,4000_story_0479.txt,16.270405221
llm_free,ai,4000_story_1480_llm_free.txt,16.396669347
llm,ai,4000_story_2666_llm.txt,16.958136813
human,human,4000_story_3091.txt,17.062703863
llm_free,ai,4000_story_1843_llm_free.txt,17.73419197
llm_free,ai,4000_story_0284_llm_free.txt,17.827567445
human,human,4000_story_0748.txt,17.882855109
human,human,4000_story_0743.txt,18.103098306
llm,ai,4000_story_0748_llm.txt,18.278352779
human,human,4000_story_0736.txt,18.363925731
human,human,4000_story_3947.txt,18.430642372
llm,ai,4000_story_1757_llm.txt,18.625711437
llm,ai,4000_story_2305_llm.txt,19.137673587
llm_free,ai,4000_story_3429_llm_free.txt,19.23364157
llm,ai,4000_story_0462_llm.txt,19.404586425
llm,ai,4000_story_0479_llm.txt,19.502598515
llm,ai,4000_story_0279_llm.txt,19.709400092
human,human,4000_story_1279.txt,20.818074826
llm,ai,4000_story_2678_llm.txt,20.8977945
human,human,4000_story_3144.txt,20.913478713
human,human,cont_story_0008.txt,21.090477074
human,human,4000_story_1274.txt,21.288516363
llm,ai,cont_story_0007_llm.txt,21.589606064
human,human,4000_story_1834.txt,23.362102133
llm,ai,4000_story_3098_llm.txt,23.918797302
llm,ai,cont_story_0018_llm.txt,24.134740467
human,human,4000_story_3929.txt,24.14181048
llm,ai,4000_story_0980_llm.txt,24.670127867
human,human,cont_story_0018.txt,24.844570823
llm,ai,cont_story_0008_llm.txt,26.513454054
llm,ai,cont_story_0020_llm.txt,27.510111328
human,human,4000_story_3098.txt,40.948656388
