prompt,source,filename,f1,f2,f3,f4
llm,ai,4000_story_0218_llm.txt,6.3487881536,-6.587312876,4.5451382677,-0.359631402
llm,ai,4000_story_0219_llm.txt,-8.098026971,6.0754116939,-6.690577075,-1.87269136
llm,ai,4000_story_0220_llm.txt,-8.816013274,18.895465529,-10.02210252,-2.791680515
llm,ai,4000_story_0222_llm.txt,-3.978420287,11.629983344,-4.93022397,-0.976082747
llm,ai,4000_story_0223_llm.txt,-4.541759392,-4.369392327,-4.432758267,-2.846127964
llm,ai,4000_story_0224_llm.txt,5.2239365019,14.319777277,5.7427064518,5.0527488692
llm,ai,4000_story_0225_llm.txt,2.9916882013,-14.26925251,-2.871173595,-1.673238804
llm,ai,4000_story_0226_llm.txt,7.5917843377,-4.056032828,2.8233758029,-0.631934779
llm,ai,4000_story_0230_llm.txt,-3.84556251,-0.40125059,0.4912476565,-1.142730535
llm,ai,4000_story_0237_llm.txt,-0.450868213,-7.778638779,-3.660070708,-1.39426692
llm,ai,4000_story_0238_llm.txt,-1.703884977,10.038139245,1.644945912,-0.610069003
llm,ai,4000_story_0242_llm.txt,-6.080424741,-10.1156974,-11.50612505,-5.090242244
llm,ai,4000_story_0249_llm.txt,5.242888413,4.3670943786,-1.356329269,-0.098402842
llm,ai,4000_story_0250_llm.txt,-6.480765163,1.6878852011,2.0161587199,-0.936632777
llm,ai,4000_story_0254_llm.txt,-7.00792399,-3.609553906,1.7156787742,2.1082747369
llm,ai,4000_story_0256_llm.txt,6.0021331437,12.458405343,7.8972830977,2.2550455989
llm,ai,4000_story_0268_llm.txt,0.5829457756,0.3340750342,-3.176386723,1.6908261163
llm,ai,4000_story_0271_llm.txt,-9.341096954,-11.38682103,-6.10434964,-2.689169375
llm,ai,4000_story_0276_llm.txt,-7.042956375,-2.955605726,1.2381057628,5.6590345974
llm,ai,4000_story_0277_llm.txt,-9.746190644,-4.427895916,7.8971549385,5.1212042537
llm,ai,4000_story_0278_llm.txt,-4.789154645,-10.09605422,-2.043384799,0.8022781078
llm,ai,4000_story_0279_llm.txt,14.80190655,-3.257991686,19.709400092,2.378902462
llm,ai,4000_story_0280_llm.txt,2.8571202783,-8.028166299,15.956513147,2.851421869
llm,ai,4000_story_0282_llm.txt,-4.889530573,-1.130834279,11.926910707,5.1643780704
llm,ai,4000_story_0284_llm.txt,-5.115693813,-7.592740059,9.1129589089,3.6870209292
llm,ai,4000_story_0286_llm.txt,-5.933296135,9.6815342351,-0.671564356,-0.150395453
llm,ai,4000_story_0290_llm.txt,0.4955190821,3.9834425265,11.270493948,7.6017232544
llm,ai,4000_story_0293_llm.txt,3.6894531853,-8.56441559,6.6873730155,0.0759499131
llm,ai,4000_story_0295_llm.txt,-9.547501119,27.731003753,8.8795995158,1.7154088418
llm,ai,4000_story_0298_llm.txt,-2.474524086,-5.485031937,0.2687150727,0.5163444028
llm,ai,4000_story_0314_llm.txt,8.4850205517,9.484006244,9.8157079651,-3.895827234
llm,ai,4000_story_0315_llm.txt,-2.29835327,4.1023163908,-2.0560576,0.3401753328
llm,ai,4000_story_0317_llm.txt,7.3597798042,22.618375023,3.9266551707,3.2595066978
llm,ai,4000_story_0319_llm.txt,8.3594198183,41.067107853,11.097614403,1.310929389
llm,ai,4000_story_0323_llm.txt,7.9792874464,23.606814491,-0.697612772,0.08863664
llm,ai,4000_story_0336_llm.txt,7.2014185066,13.582303541,8.4117653834,0.8982004168
llm,ai,4000_story_0337_llm.txt,1.6972499538,19.200263147,0.9834126092,0.3181497596
llm,ai,4000_story_0339_llm.txt,-1.490519646,12.35921587,5.3910400834,1.6276307616
llm,ai,4000_story_0344_llm.txt,-0.791043652,41.620111327,9.511521647,3.1626384788
llm,ai,4000_story_0348_llm.txt,-1.687883247,18.781196114,3.6753421559,-0.689880005
llm,ai,4000_story_0350_llm.txt,18.901016413,13.361948591,7.0476202795,1.1248880162
llm,ai,4000_story_0352_llm.txt,0.9121592989,18.29773727,-0.211549353,-0.564871491
llm,ai,4000_story_0354_llm.txt,7.7633846031,20.704111083,0.3819020439,1.6503849624
llm,ai,4000_story_0358_llm.txt,0.9548205744,-14.42750673,-2.569987522,3.4287185632
llm,ai,4000_story_0359_llm.txt,-1.115310647,2.2211855522,-3.155458261,-0.493016472
llm,ai,4000_story_0360_llm.txt,-6.482744916,-0.997623753,-1.115596642,-3.315411706
llm,ai,4000_story_0361_llm.txt,-1.606155742,11.339133398,4.8487879612,1.0638389999
llm,ai,4000_story_0362_llm.txt,-4.653233247,6.1129347396,3.7811673619,2.1996208144
llm,ai,4000_story_0363_llm.txt,-5.394033792,4.1985695675,0.4289236477,0.1969202688
llm,ai,4000_story_0366_llm.txt,-13.26593986,7.0772165616,-7.446193792,-1.043681131
llm,ai,4000_story_0367_llm.txt,-2.700951374,3.0085466673,1.2190100192,-0.733951481
llm,ai,4000_story_0420_llm.txt,6.0098285531,-9.727048073,-5.884457034,-0.453270212
llm,ai,4000_story_0422_llm.txt,-9.956648418,2.6758984421,-6.553406819,1.9686998855
llm,ai,4000_story_0425_llm.txt,-4.60124744,24.686144293,-0.700974031,0.6021923132
llm,ai,4000_story_0427_llm.txt,-4.389236534,4.0267407873,2.4465144708,2.8397978838
llm,ai,4000_story_0428_llm.txt,-4.404720805,16.917336603,0.9263792974,-0.193726091
llm,ai,4000_story_0429_llm.txt,9.162983875,9.6047973405,3.1554625474,5.2189731081
llm,ai,4000_story_0440_llm.txt,-0.579856312,16.551107903,-5.236194501,1.3514548359
llm,ai,4000_story_0445_llm.txt,-4.637529281,0.9209507842,-0.903725682,0.2290661837
llm,ai,4000_story_0447_llm.txt,-3.165985323,8.8304396233,-3.022380094,2.0788788371
llm,ai,4000_story_0449_llm.txt,-1.60728455,15.431586618,1.1013574075,3.7639285974
llm,ai,4000_story_0452_llm.txt,-6.617202802,16.294548929,-3.947295763,-0.754677814
llm,ai,4000_story_0454_llm.txt,-8.95492185,20.6087482,0.4399678975,-0.654071899
llm,ai,4000_story_0456_llm.txt,-5.663897474,0.0844604413,-7.863356578,0.3016486361
llm,ai,4000_story_0458_llm.txt,-3.948323364,6.0209536439,0.260132837,0.5163624236
llm,ai,4000_story_0461_llm.txt,-6.163126519,5.4951579652,-4.086991347,-1.418113424
llm,ai,4000_story_0462_llm.txt,10.979653694,-1.103533341,19.404586425,11.198197258
llm,ai,4000_story_0463_llm.txt,1.9048814176,-9.771565352,9.9577240252,2.2813340637
llm,ai,4000_story_0464_llm.txt,-3.782381288,-9.994375347,-3.642013757,-0.422740156
llm,ai,4000_story_0466_llm.txt,13.168892585,-12.54517367,5.5876782666,6.4875608158
llm,ai,4000_story_0470_llm.txt,-1.468599719,9.8143495377,7.4730205029,-0.356270117
llm,ai,4000_story_0471_llm.txt,3.8175901618,9.6121323721,2.5169900512,-2.213671574
llm,ai,4000_story_0473_llm.txt,7.7449975806,0.1488558725,-0.99645719,-0.308244776
llm,ai,4000_story_0475_llm.txt,2.1336068536,-1.309410524,1.7725128892,0.1091555929
llm,ai,4000_story_0478_llm.txt,1.8530684315,-10.50697624,5.0988027937,1.4492502755
llm,ai,4000_story_0479_llm.txt,15.614809583,-0.55663004,19.502598515,3.5677500566
llm,ai,4000_story_0480_llm.txt,5.5198560779,-2.901226545,4.6620483915,0.5420222662
llm,ai,4000_story_0481_llm.txt,-9.161880061,-2.579824095,-6.090049991,-1.81534981
llm,ai,4000_story_0483_llm.txt,-3.275510411,17.847660998,6.1830585731,0.1702639566
llm,ai,4000_story_0487_llm.txt,-12.29363152,-6.714521081,-12.71959858,0.0029032531
llm,ai,4000_story_0489_llm.txt,-2.485717591,10.034433655,2.6598764206,0.1363423849
llm,ai,4000_story_0492_llm.txt,-5.464928945,13.491216221,3.390566005,-0.692756085
llm,ai,4000_story_0493_llm.txt,5.475988315,21.665750368,11.645799289,0.3965204132
llm,ai,4000_story_0497_llm.txt,-1.715819305,4.7665798655,-3.760938545,0.6529473403
llm,ai,4000_story_0500_llm.txt,7.3729987404,10.653671276,-2.364653656,-0.134434042
llm,ai,4000_story_0501_llm.txt,-4.698069923,18.383239205,-6.089201311,-2.411257256
llm,ai,4000_story_0503_llm.txt,-8.782458522,15.133245069,-2.695402057,-1.469093853
llm,ai,4000_story_0511_llm.txt,-1.647225269,-6.457322587,1.285104349,-1.034116883
llm,ai,4000_story_0514_llm.txt,-6.292512394,26.524392499,4.5872540191,1.471652484
llm,ai,4000_story_0520_llm.txt,-0.884564155,9.8806873381,0.2752765543,0.7849176755
llm,ai,4000_story_0522_llm.txt,-3.757603479,-0.343414242,-2.414392822,1.8451956833
llm,ai,4000_story_0529_llm.txt,1.0321987496,-0.007739552,-0.804573459,-2.19133169
llm,ai,4000_story_0531_llm.txt,-1.07575667,13.536914142,-0.815531844,-0.983896952
llm,ai,4000_story_0532_llm.txt,-0.464980091,-1.094068446,3.5598753564,2.9151605818
llm,ai,4000_story_0537_llm.txt,6.7623024254,4.1947897529,6.1484469012,0.5451017789
llm,ai,4000_story_0542_llm.txt,4.5006449994,-0.950556046,1.5564857762,-0.747061757
llm,ai,4000_story_0544_llm.txt,-3.478016069,-3.68754017,2.5149681173,-2.802637528
llm,ai,4000_story_0548_llm.txt,-0.381502604,-7.104517159,2.8825685149,2.3510277004
llm,ai,4000_story_0549_llm.txt,-0.68433221,14.269790973,2.5100413358,-1.162374467
llm,ai,4000_story_0550_llm.txt,0.3536489877,-8.004302827,5.1005056204,0.4244736566
llm,ai,4000_story_0552_llm.txt,3.5222784431,3.1810755617,2.9167271254,-0.34312961
llm,ai,4000_story_0554_llm.txt,2.5103211992,2.8330491143,4.0391123919,-0.46721716
llm,ai,4000_story_0564_llm.txt,3.9719538468,1.6843785084,-7.588471955,-2.706591463
llm,ai,4000_story_0565_llm.txt,3.0782048812,-0.722789878,5.4901634507,-2.293391358
llm,ai,4000_story_0571_llm.txt,-2.229873988,-2.461494334,4.0318614972,4.6178282697
llm,ai,4000_story_0575_llm.txt,-11.54236731,-11.40596649,-4.902985058,-1.442962209
llm,ai,4000_story_0579_llm.txt,5.9945000289,-3.458582483,3.9040237469,0.5971373561
llm,ai,4000_story_0582_llm.txt,-1.497157227,0.3091086507,2.9982206582,1.3157123328
llm,ai,4000_story_0585_llm.txt,-5.063577902,-13.30256502,-1.896799742,-1.679904334
llm,ai,4000_story_0586_llm.txt,-7.705864652,-4.031224023,0.5422953537,-0.518535206
llm,ai,4000_story_0587_llm.txt,-13.48812931,-11.81729674,-3.297592988,-1.094595956
llm,ai,4000_story_0588_llm.txt,-2.281090066,-5.659221954,3.8515243998,4.0916137919
llm,ai,4000_story_0589_llm.txt,-8.089087927,-16.85879739,-3.879718005,-0.180319524
llm,ai,4000_story_0592_llm.txt,3.9581724012,7.8139698367,5.2495670149,-2.741618074
llm,ai,4000_story_0594_llm.txt,-5.088940583,7.7770131285,-0.308762055,0.0212886033
llm,ai,4000_story_0596_llm.txt,-3.413730577,4.3125377017,-1.110031709,-2.252667764
llm,ai,4000_story_0597_llm.txt,-7.995357463,14.825956477,-0.823423137,-0.310805877
llm,ai,4000_story_0598_llm.txt,-1.192916915,15.436050538,0.3179563587,-0.923570084
llm,ai,4000_story_0602_llm.txt,-8.454586328,18.596018713,-0.446767903,0.7820898471
llm,ai,4000_story_0605_llm.txt,-6.263044413,22.960005776,2.8377992876,-0.001187773
llm,ai,4000_story_0606_llm.txt,-5.67085807,20.34075392,10.258681669,1.7770313041
llm,ai,4000_story_0608_llm.txt,-3.523862284,19.676268229,-2.432192838,-2.332118511
llm,ai,4000_story_0610_llm.txt,1.7545727163,15.850389995,5.6247907203,-0.302791215
llm,ai,4000_story_0612_llm.txt,0.3055316659,7.921594723,5.661912379,1.8002875364
llm,ai,4000_story_0613_llm.txt,-5.89388158,9.2484282628,-1.308057475,-1.611364657
llm,ai,4000_story_0614_llm.txt,-11.59012468,1.9677043548,-4.772335019,-2.149099167
llm,ai,4000_story_0615_llm.txt,5.2725777444,10.543316239,3.1836026204,1.0034941109
llm,ai,4000_story_0617_llm.txt,-13.76193247,12.762051594,-6.640012359,-1.905083005
llm,ai,4000_story_0628_llm.txt,8.3327998404,6.9312121844,5.4597941139,2.9454419305
llm,ai,4000_story_0631_llm.txt,-0.674576025,17.309245319,1.4809604803,0.9099005757
llm,ai,4000_story_0634_llm.txt,9.0359822194,12.391491663,10.887169161,2.4573236752
llm,ai,4000_story_0640_llm.txt,-13.98982774,9.3052227872,-11.37411525,-2.188277791
llm,ai,4000_story_0647_llm.txt,-2.736652054,14.19769558,1.7457859312,-0.297155887
llm,ai,4000_story_0666_llm.txt,0.9580163605,21.133125896,0.7775309163,1.6444572922
llm,ai,4000_story_0668_llm.txt,-4.93199771,18.614593817,-3.086108006,-2.477935344
llm,ai,4000_story_0672_llm.txt,-15.5428167,12.550177704,-9.432789058,-3.339813636
llm,ai,4000_story_0683_llm.txt,-1.751217497,-1.857504504,-6.751958507,-0.99330207
llm,ai,4000_story_0688_llm.txt,-13.32059542,17.610116478,-2.378060884,-3.769740934
llm,ai,4000_story_0693_llm.txt,-2.600924213,20.981079855,-1.954367026,0.4559013714
llm,ai,4000_story_0696_llm.txt,-14.50466079,12.022463141,0.2449263093,-1.534878899
llm,ai,4000_story_0698_llm.txt,-7.509314596,12.934088702,0.7193384518,0.2367392802
llm,ai,4000_story_0708_llm.txt,-10.47251832,7.1365458684,-4.505125517,-0.460006631
llm,ai,4000_story_0710_llm.txt,-4.138711391,-0.647116217,-2.079147909,-1.611339712
llm,ai,4000_story_0711_llm.txt,-10.68273844,4.4045232476,-0.876293513,-0.416972284
llm,ai,4000_story_0715_llm.txt,0.7558870204,-0.066101423,2.2727989192,3.1981043521
llm,ai,4000_story_0719_llm.txt,-4.541757164,6.8002049723,0.510091562,-0.399596139
llm,ai,4000_story_0721_llm.txt,-10.55380124,-0.485044112,-6.063406745,-2.060131754
llm,ai,4000_story_0725_llm.txt,-5.580244206,-6.053473661,-1.184069989,1.6897256933
llm,ai,4000_story_0726_llm.txt,-12.43987254,4.4809345721,-4.881370656,-1.360746929
llm,ai,4000_story_0727_llm.txt,-3.284924144,2.4789509639,-1.437592593,0.1765354999
llm,ai,4000_story_0728_llm.txt,-10.38611661,-3.060536754,-18.50939819,-0.429207539
llm,ai,4000_story_0730_llm.txt,2.5309792977,4.9552526236,13.340230435,0.3709488114
llm,ai,4000_story_0731_llm.txt,-2.586432862,5.4530395605,-2.458231227,-0.718461871
llm,ai,4000_story_0733_llm.txt,-9.321269419,10.257496695,-11.02361084,-2.080288145
llm,ai,4000_story_0735_llm.txt,-0.650747409,39.749832021,-0.498169409,0.0680084486
llm,ai,4000_story_0736_llm.txt,4.126786751,23.123029111,9.978749511,1.3535946947
llm,ai,4000_story_0737_llm.txt,-10.61342523,-9.258240373,-11.26666652,-2.651048207
llm,ai,4000_story_0738_llm.txt,-15.28231658,-12.38159965,-2.142039544,-0.628049494
llm,ai,4000_story_0743_llm.txt,-7.958675417,1.5324694242,11.512965169,-3.668404082
llm,ai,4000_story_0744_llm.txt,-14.42347004,-9.620402057,-4.385156883,0.4660791974
llm,ai,4000_story_0748_llm.txt,5.3821497426,7.7313563649,18.278352779,-2.053065311
llm,ai,4000_story_0750_llm.txt,-2.759569815,13.937025809,2.3263364075,1.1106976457
llm,ai,4000_story_0751_llm.txt,-1.569851292,9.5217783221,7.8902090252,1.914963043
llm,ai,4000_story_0752_llm.txt,-4.956496093,7.8717306842,4.6879085502,-0.151541819
llm,ai,4000_story_0753_llm.txt,-5.993758684,2.414985026,3.5355902449,-0.733010187
llm,ai,4000_story_0754_llm.txt,-0.445984384,-6.821366666,6.3235137824,-2.198045472
llm,ai,4000_story_0755_llm.txt,4.9923072889,10.528639532,5.2206015254,-3.518344018
llm,ai,4000_story_0757_llm.txt,-9.321384766,14.013667388,1.0653285043,-1.393239025
llm,ai,4000_story_0758_llm.txt,0.4804268367,-0.121458607,3.5031610348,-1.401570974
llm,ai,4000_story_0759_llm.txt,-4.459811599,2.7972128552,7.7630218259,-0.076126922
llm,ai,4000_story_0760_llm.txt,-3.872864066,-3.834533849,12.444845303,1.8064812663
llm,ai,4000_story_0761_llm.txt,-3.883702129,11.008183244,5.2179067423,-0.193794671
llm,ai,4000_story_0762_llm.txt,3.599303998,-7.407858185,9.0118792897,-1.085909037
llm,ai,4000_story_0764_llm.txt,-5.346541025,8.4716525776,5.4498728558,-0.440053005
llm,ai,4000_story_0766_llm.txt,-2.981656423,12.073156495,4.4937761799,-0.755056089
llm,ai,4000_story_0767_llm.txt,-6.122514404,0.3712208947,-1.612060853,-0.300072625
llm,ai,4000_story_0768_llm.txt,-9.264734838,2.970179269,1.6550813365,0.5439826666
llm,ai,4000_story_0769_llm.txt,-7.550458173,-1.641317925,-10.57902517,-1.037102201
llm,ai,4000_story_0774_llm.txt,-4.337621783,10.710328557,6.4247416763,-0.068091263
llm,ai,4000_story_0775_llm.txt,-8.038507953,-6.93688824,-4.849789004,-1.425501772
llm,ai,4000_story_0776_llm.txt,-8.190485166,14.769810618,-1.346092106,0.7114851473
llm,ai,4000_story_0777_llm.txt,-8.162950295,5.6248297079,-5.719743256,-2.275746177
llm,ai,4000_story_0778_llm.txt,-9.246695236,23.283124506,-2.022738806,-0.993903439
llm,ai,4000_story_0779_llm.txt,0.4431895741,8.3286614027,3.3158287026,0.1088662274
llm,ai,4000_story_0783_llm.txt,-15.95971582,-16.79545037,-8.708070983,-0.299235954
llm,ai,4000_story_0794_llm.txt,-5.015276538,15.747681023,-5.504852922,-0.70797435
llm,ai,4000_story_0798_llm.txt,-3.588262764,17.747750321,-1.905388019,3.9281330885
llm,ai,4000_story_0801_llm.txt,-3.904935672,7.3750325063,7.5243825345,-1.810502902
llm,ai,4000_story_0804_llm.txt,-0.044959474,2.5860799828,6.3438280625,0.4335178523
llm,ai,4000_story_0806_llm.txt,-4.258104386,3.3789801724,6.6710107172,0.2017875056
llm,ai,4000_story_0813_llm.txt,-12.88872734,-0.718061798,-7.710649254,-0.59495536
llm,ai,4000_story_0817_llm.txt,-9.084885632,7.4327502903,-6.759244284,-0.245427028
llm,ai,4000_story_0825_llm.txt,-4.458953232,31.328157631,5.8902717586,0.6169863602
llm,ai,4000_story_0831_llm.txt,-6.28179268,2.6741812974,0.5723450186,2.8017272754
llm,ai,4000_story_0833_llm.txt,-1.995363455,-10.73150888,5.4279380066,1.3943002687
llm,ai,4000_story_0838_llm.txt,-4.288548091,-5.319321967,5.2244245013,2.6122195505
llm,ai,4000_story_0839_llm.txt,-9.183315199,-13.09936483,-8.666064617,3.5884620149
llm,ai,4000_story_0842_llm.txt,2.1517600839,3.7711758105,2.9549787117,-1.421811658
llm,ai,4000_story_0852_llm.txt,-6.475425451,-1.88900991,-2.690211402,0.0996871791
llm,ai,4000_story_0853_llm.txt,-7.186164889,1.573997392,-4.120997232,-1.022307485
llm,ai,4000_story_0854_llm.txt,-6.459254057,-4.877176317,-0.009323714,1.4967887716
llm,ai,4000_story_0858_llm.txt,-4.042432287,12.067966529,3.6462728591,-0.822700416
llm,ai,4000_story_0872_llm.txt,-13.23230785,-10.76840831,-7.078142851,1.7617271063
llm,ai,4000_story_0879_llm.txt,1.9287679259,32.923321388,3.5666857901,-1.01454384
llm,ai,4000_story_0887_llm.txt,-0.826285555,5.5227281875,2.614652011,-0.674278849
llm,ai,4000_story_0888_llm.txt,-11.80142055,8.1733337978,-7.972914307,-3.47905087
llm,ai,4000_story_0889_llm.txt,-4.200241766,1.9347803689,2.4211473355,-1.721865513
llm,ai,4000_story_0890_llm.txt,-2.424469487,8.5104645691,-1.409933678,-2.070906332
llm,ai,4000_story_0891_llm.txt,-1.703040966,3.9924290318,-3.869564432,-1.973404206
llm,ai,4000_story_0894_llm.txt,-3.025065347,4.3623823212,-1.959188318,-0.890007126
llm,ai,4000_story_0895_llm.txt,-2.723778391,10.047403345,8.1151380645,-1.252650352
llm,ai,4000_story_0896_llm.txt,-10.21090281,6.3837734015,-2.843436819,-1.525651599
llm,ai,4000_story_0898_llm.txt,-2.858351823,0.6832303352,0.7553454495,-2.045425948
llm,ai,4000_story_0899_llm.txt,-3.49090272,6.7612873007,2.5494511152,-0.273197836
llm,ai,4000_story_0920_llm.txt,-2.422812399,3.2215021752,1.6597754513,1.083353364
llm,ai,4000_story_0921_llm.txt,-6.250635665,-0.285761436,-2.904942029,-0.469170636
llm,ai,4000_story_0922_llm.txt,-6.235638233,25.69034532,-3.783021929,-1.062336186
llm,ai,4000_story_0924_llm.txt,-9.528613199,17.662278903,-10.04002819,-2.755451167
llm,ai,4000_story_0925_llm.txt,-5.520690297,16.652381511,4.11129188,-0.985063647
llm,ai,4000_story_0926_llm.txt,-11.94783717,1.6907228031,-7.822680146,-0.744588898
llm,ai,4000_story_0928_llm.txt,-3.811866589,4.0557953524,2.2650300627,-0.325887649
llm,ai,4000_story_0929_llm.txt,-5.148568298,-9.050359637,-2.406231366,1.0307088252
llm,ai,4000_story_0931_llm.txt,-9.32735017,-2.917979315,-12.28919842,-1.867141964
llm,ai,4000_story_0932_llm.txt,-2.398997827,2.1605804701,-1.811338486,-0.545075355
llm,ai,4000_story_0935_llm.txt,-15.18256093,-7.975521674,-6.503448293,-3.915872078
llm,ai,4000_story_0936_llm.txt,-5.696997909,17.818671979,-1.73781982,-2.434698232
llm,ai,4000_story_0938_llm.txt,-1.954627306,-5.059140559,-7.569240135,-1.633207795
llm,ai,4000_story_0939_llm.txt,-6.835447352,-11.3135483,-3.925872047,-1.471564404
llm,ai,4000_story_0943_llm.txt,-1.161112789,1.0480405866,-5.077416004,-0.307121047
llm,ai,4000_story_0945_llm.txt,-17.24977005,9.7704236789,-13.97660396,-5.076097149
llm,ai,4000_story_0951_llm.txt,-0.586297642,11.64601345,4.3094791772,0.3567427284
llm,ai,4000_story_0952_llm.txt,-3.149068478,2.8542472632,4.3071499771,-2.881755944
llm,ai,4000_story_0953_llm.txt,-0.711867255,3.8046866573,-0.968403217,0.2696782318
llm,ai,4000_story_0954_llm.txt,8.7523961826,0.5994604655,8.6919212469,0.6816906435
llm,ai,4000_story_0955_llm.txt,-4.675105316,9.2476629765,-0.24038851,0.2496054657
llm,ai,4000_story_0957_llm.txt,-6.280539836,12.850503144,11.653546152,0.1105024152
llm,ai,4000_story_0968_llm.txt,-4.583547353,4.085479058,5.2425069779,0.8585093333
llm,ai,4000_story_0969_llm.txt,-7.867227268,12.397149857,2.33916912,1.1754908384
llm,ai,4000_story_0972_llm.txt,1.7243348675,27.958641093,5.6086945461,3.6071071686
llm,ai,4000_story_0973_llm.txt,0.855094795,8.9234297328,13.711827485,2.8454994838
llm,ai,4000_story_0976_llm.txt,-0.954488902,-6.414958249,-1.304165044,0.1120520018
llm,ai,4000_story_0979_llm.txt,6.9219519609,-1.968434055,5.8143314549,2.4926239393
llm,ai,4000_story_0980_llm.txt,9.8886977952,6.4842236169,24.670127867,5.0094175626
llm,ai,4000_story_0983_llm.txt,1.0574656197,-2.341178479,3.488030879,0.5846376809
llm,ai,4000_story_0986_llm.txt,-7.800187931,2.2044878325,11.186482715,-1.741177113
llm,ai,4000_story_0987_llm.txt,-2.509419683,-12.60239283,9.7306706556,3.3921440051
llm,ai,4000_story_0989_llm.txt,-10.72904651,-21.19811584,-4.029220953,0.7449598637
llm,ai,4000_story_0996_llm.txt,-15.51767486,-4.158147304,2.0420849118,-2.983590211
llm,ai,4000_story_0997_llm.txt,-14.09934907,-13.27755046,-0.879019981,-1.331786788
llm,ai,4000_story_1000_llm.txt,-17.14686473,-11.3914041,4.6164674256,0.7424846961
llm,ai,4000_story_1009_llm.txt,-4.62196833,7.8846346003,-7.856272094,-1.595811752
llm,ai,4000_story_1014_llm.txt,0.9878663116,-0.125197187,-3.22170977,1.8278985464
llm,ai,4000_story_1017_llm.txt,-11.9307886,39.224662021,-6.039616419,0.6199427851
llm,ai,4000_story_1028_llm.txt,3.258669184,25.522192738,5.9880857894,0.6091065515
llm,ai,4000_story_1030_llm.txt,-7.59375405,16.115127575,-9.941543007,-2.875807945
llm,ai,4000_story_1031_llm.txt,-2.435929863,52.435557592,-6.424920696,-0.294869411
llm,ai,4000_story_1032_llm.txt,-7.404919595,23.995502723,-7.266180152,-1.658986778
llm,ai,4000_story_1045_llm.txt,-0.802386464,7.4047340098,6.6365056942,-1.962447193
llm,ai,4000_story_1049_llm.txt,-1.762776806,10.930524526,0.5234202547,0.9385637574
llm,ai,4000_story_1052_llm.txt,-7.575337988,6.3076724161,-5.505371362,-1.166597369
llm,ai,4000_story_1055_llm.txt,-8.044059871,34.07638172,-4.569736994,-0.839310778
llm,ai,4000_story_1060_llm.txt,-3.013179124,14.041989703,2.5678592401,0.2052423165
llm,ai,4000_story_1064_llm.txt,4.7332986419,-2.552250841,4.2569776582,10.334885542
llm,ai,4000_story_1070_llm.txt,-0.483475016,3.2150468063,4.7007632808,-0.15771522
llm,ai,4000_story_1071_llm.txt,2.4624064257,5.3146653833,-1.200437373,0.2291574014
llm,ai,4000_story_1075_llm.txt,-1.349283572,16.334008607,2.1076179522,-1.247805752
llm,ai,4000_story_1091_llm.txt,-4.052323471,18.066248717,-2.715076881,1.7496214188
llm,ai,4000_story_1096_llm.txt,-1.527779134,0.5769000954,3.8189820112,-0.173054933
llm,ai,4000_story_1103_llm.txt,-1.863284399,2.2962392403,4.6833320507,-1.062988114
llm,ai,4000_story_1104_llm.txt,-2.096971898,1.8940858253,-0.772798003,0.8711048425
