prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv,f1,f2,f3,f4
llm_free,ai,4000_story_0776_llm_free.txt,0.0129729297,0.695350438,-0.226412681,-0.447729985,-0.36721579,-0.400292211,-0.107697335,-0.108851358,0.1328840579,-0.671333658,-0.394984831,-0.693711888,-0.549892047,-0.294041257,-0.379360977,-0.224369761,-0.445325462,-0.500789919,-0.461576178,-0.669462543,-0.84970392,0.8544717255,-0.431510559,0.8832207436,-0.478667034,-0.184359153,1.2998335264,0.3678805602,-0.244203201,-0.441269115,-0.730089876,-0.742304916,0.0907944927,0.4647869413,-0.205811972,1.2408341514,-0.38861713,-1.1290744,-0.867985335,1.6212467356,-0.970979614,-0.377035482,-0.549657625,-0.428236651,-0.891477018,-1.001161153,1.0507511851,-1.064599112,-0.92269732,-0.551866659,-1.213013262,-0.914523192,-1.011316372,-0.218778878,0.1400268681,-0.746761461,-0.37504447,-0.084861627,0.0329660861,1.3201809149,-0.00107109,0.2079320339,-0.60217915,-0.465426386,-0.765348671,-0.785974579,-0.289513669,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.957669306,0.3516135673,-0.04364832,0.0113048305,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-0.526458249,-0.792733196,-0.890580011,-0.760387041,-0.550039571,-0.988864234,-0.292850887,-0.909227917,-0.675094476,-0.856378968,-0.7206068,0.819228737,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.3477294082,-0.704366337,-0.98053994,-0.777532196,1.1367889094,-0.515642701,-1.030415975,2.0514743977,-1.143727263,-1.072466567,-0.79741204,0.5625307404,-0.381915659,-0.915412143,0.0292614923,0.8894528533,0.7274683122,0.1840252006,-0.218203274,0.6491499867,1.1204151482,1.2685880909,-13.9788193,-14.38302698,2.3166401358,-1.33125039
human,human,4000_story_0777.txt,-0.832391724,-0.229956614,1.5490453107,-0.626795464,-0.60459598,-1.664780982,-1.377645415,-0.944203069,-0.403569603,0.9867241736,1.3657729725,-0.465977903,-1.117095077,-0.017665666,-1.016310153,0.7101246736,2.8873502919,0.5900218384,-1.253695414,-1.043726095,0.0924432877,-0.187051095,0.7592050254,-0.750635482,2.3679187507,0.7473956074,-0.756183607,-0.947299734,1.0154039258,0.7727327771,1.1070525336,1.3750825813,1.57321978,-0.190132333,-2.068971286,-0.160437211,1.5137364059,1.6131679453,-1.256678657,-1.428230631,-0.818400331,-0.549916298,-0.375152203,0.5076937208,0.6519406973,0.4187565901,-0.538189631,0.6115570899,0.8538903541,0.8608721423,-1.017404373,-1.35259012,0.3146939043,0.2520438908,-0.949493856,1.1975658874,0.7650074197,0.0086558508,-0.479109525,-1.759965753,0.3934794645,1.5007009597,0.0703759536,-0.582483534,0.7869552707,0.4442766741,1.2214463874,-0.029537168,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,0.8625169328,-0.449574308,-0.389184684,-0.137903071,-0.4880277,4.0020812656,1.0355064617,1.1404117911,-0.475839257,-0.478595003,-0.417845591,0.1136462368,-0.535253036,0.519805574,0.8366144833,-0.031703318,0.4433059567,-0.351266301,0.1597567163,0.364386997,1.0196497163,0.6617949823,0.9718229663,0.6764278608,-0.035264997,0.1650941779,-0.322361049,2.6024876395,-0.276801185,-0.227359292,-0.489489417,-0.360797791,0.4288595673,0.471937335,0.6459038229,-0.775891295,-0.382960921,0.557323039,-0.230020569,1.4876634165,1.2474614263,0.829594055,-0.76003072,0.6116780814,-0.460065961,0.2480208402,-1.594010193,-2.159680161,0.0577759575,-1.027238263,-0.610461045,0.0725899952,-1.404333963,6.4556609191,7.3051893813,-12.8983161,-1.712302058
llm_free,ai,4000_story_0777_llm_free.txt,0.9736145815,0.2326969118,-0.684235182,-0.716328203,-0.238634853,-0.375376176,-0.476868288,-0.347523276,-0.097024654,-0.785682474,-0.73036727,2.0580737571,-0.455358208,-0.155853461,-1.016310153,-0.45799337,0.29526915,-0.428069135,-0.68789596,-0.402131434,-0.619644718,0.7056827512,-1.111919464,0.5741128089,-1.062754211,-0.372928568,0.909717455,-0.286532823,0.5955348836,-0.441269115,-0.664477647,-0.318827416,-0.360378421,-0.922100935,1.6107683602,0.7491599893,-0.305302377,-1.155442115,-0.568990472,0.544960606,-0.131793557,0.6602494151,-0.375152203,-0.053864502,-0.390909111,-1.001161153,0.6919580975,0.332197723,-0.685818963,0.0535928272,1.003887471,-0.376895598,-0.538403616,-0.050627889,-0.195210278,-0.566731151,-0.11471766,-0.922065712,-1.722721725,0.6240768674,-1.38199803,-0.395360132,-0.60217915,-0.52395496,-0.765348671,-0.346599131,-0.49097501,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.190592918,-0.957669306,0.9635093647,-0.93240708,-0.509231226,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-0.390150976,1.3381504638,-0.818478067,-0.760387041,-0.550039571,-0.922851979,-0.292850887,-0.909227917,-0.675094476,0.0519510047,-0.7206068,0.383139031,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.5528293868,-0.137753385,-0.911374356,-0.148572094,1.6098173471,0.9880841446,-0.331810809,0.6650274567,-0.52786987,-0.321901628,-0.737152555,1.4041607604,-0.754513312,0.7541905268,-0.627016552,0.0802345574,-0.311905138,-0.426179474,-0.333779701,0.7571166466,-0.028812439,1.2685880909,-14.42294901,-13.26873868,6.2044381959,-1.873415118
human,human,4000_story_0778.txt,1.4731482404,0.695350438,1.1942018547,-0.537262724,-0.782631123,-1.023193083,-1.244743872,-0.705531152,-1.169931975,0.9867241736,-1.02103205,-0.124376927,0.3954463381,-1.12316803,-1.016310153,-1.158864197,1.9616070269,0.6627426223,-1.253695414,0.2929294475,-0.225257515,-1.07978494,0.1638472333,-0.83600815,1.7234087618,0.4146260502,-0.559368291,2.8139888361,1.9751045938,1.7844010204,1.6975625939,1.5162417478,1.2509534132,1.1967555426,-1.044233663,-1.192952951,1.8331096272,1.2176522223,0.028999255,0.6346511168,-0.665821048,0.6602494151,1.4571547235,2.0051823151,-0.01548318,1.3062051796,-0.589445787,1.1144039504,2.571258439,1.6681514575,0.7430756201,0.2602926621,0.0272371311,-0.117888285,-1.536158861,1.9176871274,0.4508198911,0.7835149511,0.1061197449,-1.245849691,0.1567491319,-0.050621751,0.0703759536,-0.055726367,3.2706415772,-0.346599131,0.3148703534,1.4970521953,0.3117591439,-0.324160474,-0.149287935,2.1420776855,-0.369860065,2.1306296366,0.8453326404,0.1792999375,0.1068552483,-0.04364832,0.8788649251,-0.33345673,-0.27301049,-0.475839257,-0.478595003,0.7686367738,0.1136462368,-0.535253036,-0.532794219,2.6767626725,1.1859444881,0.7317137335,1.0806562868,1.9342474356,0.9915034213,0.6915245654,-0.337946863,0.4542203416,2.549858429,-0.377935898,0.819228737,-0.322361049,-0.188007178,-0.276801185,-0.227359292,2.3207593329,0.590120292,1.3732144873,1.7169178569,0.7452133126,-1.115237783,-0.471415441,-0.268301248,-0.52836991,0.7038449162,-0.253668452,-0.014038735,-1.24096216,-0.506114877,-1.067194204,1.7793362762,-0.617367422,-1.101059054,-0.25784715,-0.102626847,-0.430516612,-0.29921893,-1.017887401,9.5059420841,24.148615256,-12.47311323,1.8744006133
llm_free,ai,4000_story_0778_llm_free.txt,0.7814862511,0.695350438,-0.060157355,0.2685319305,-0.208962329,-0.244566993,0.4829761909,-0.108851358,0.0562478207,-1.014380106,-0.534727514,1.2420269796,-0.833493562,0.5350855162,0.2575881993,0.8853423801,-0.445325462,-0.282627568,1.1226622922,-0.562530099,-1.014031922,1.598416597,-0.261408333,0.7625214548,-0.941908588,0.4479030059,0.927290251,-0.026038175,0.1456751955,-0.744769588,-0.926926563,0.1046500829,-1.262724248,-0.344230986,-0.205811972,0.0116487462,-0.846848274,-0.25893981,-0.718487903,0.99341316,-0.589531406,0.0551665586,-0.811415757,-0.896201836,-0.724621049,-1.001161153,0.486933476,-0.841111618,0.0840356953,-0.35004683,-0.300171783,-0.675577594,-1.206045154,-0.420560064,1.7324033112,-0.746761461,-0.069833728,-0.303069075,0.3987343801,0.9971522392,-1.145267697,-0.567729322,-0.60217915,0.0028022072,1.4078768473,-0.346599131,0.5163316943,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,2.1402395884,-0.104942373,0.5963718863,-0.04364832,-0.509231226,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,0.5918337255,-0.535253036,-0.532794219,-1.139840979,-0.792733196,0.4072549845,-0.760387041,-0.550039571,0.199356359,0.560274505,-0.909227917,0.2189464212,-1.367314577,-0.7206068,1.473363296,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.1985657874,-0.389581363,1.5785866878,-0.479603727,0.6123443371,0.3246752421,2.3355907345,0.6299275341,-0.639843941,-0.867767039,-0.31533616,1.7047429104,-0.381915659,1.2095367095,0.0292614923,0.7220283783,0.5157440908,0.8573544971,1.0531374226,0.8650833065,-0.29921893,0.8821415289,-13.34735708,-5.924782752,9.9349667995,-0.101303169
human,human,4000_story_0779.txt,-0.755540392,-0.692610141,-0.246264063,0.6266628882,0.7108859092,1.2317080741,0.4829761909,2.3972037741,0.8226101929,2.0730379256,-0.137858295,-0.333133079,1.4353185612,0.5350855162,1.5314865517,0.1260656517,0.6655664559,2.9898077049,-1.140535523,1.4691863245,1.1112768963,-0.03826212,0.5891027991,-1.098013923,0.4612433668,-0.029066693,-1.016260988,0.7109710716,-0.933988056,-0.137768642,0.6477669313,-0.318827416,2.0243926936,-0.023192126,-1.882655355,-0.307939459,2.1941402253,0.0838404833,-0.329794581,-1.607611653,-0.055503915,0.9195706393,0.2356167723,0.4141006836,0.1513727895,1.1287154617,-0.794470408,-0.226521011,0.1432552845,4.0899894029,1.7863230237,0.5390625257,1.2327010185,-0.18514868,-0.86568457,0.2254022134,0.4687734642,0.538588224,0.6913490152,-0.549745644,-0.474531755,2.01780853,-0.60217915,0.9392593935,0.6317248765,0.0049012266,0.012678342,2.1076879408,0.7179482279,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,0.5863512508,1.6005114925,-0.015523911,-0.93240708,-1.029767283,-0.33345673,-0.74415125,-0.475839257,1.0443895148,1.3618779562,-0.125447508,2.2838699746,1.0461054705,2.3359944893,0.120502658,0.7677647057,1.6943373959,-0.550039571,0.9254911661,-0.292850887,-0.052306335,-0.251601419,2.4363171824,0.3074059051,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,2.3207593329,-0.304861433,0.2399885833,1.5094211032,1.1424512713,-1.485433952,-1.179051604,-0.141282127,-0.651219639,1.7116115594,0.1557306057,1.7334863298,-0.33921571,1.1084749517,-0.915412143,0.0292614923,0.3313712699,-1.062563741,-0.131597907,-0.218203274,-1.078316572,-1.414645706,-0.953479641,25.15488783,8.9176826809,-4.605418054,2.2817945799
llm_free,ai,4000_story_0779_llm_free.txt,0.704634919,0.2326969118,0.1060979704,0.4475974093,-0.317761583,-0.711742647,0.4829761909,-0.82486711,0.8226101929,-0.728508066,0.091319705,-0.067443431,-1.117095077,0.8114611072,0.2575881993,-0.224369761,0.110120497,-0.718952271,-0.574736069,-0.829861208,-0.948300721,-1.377362889,1.3545628176,0.3238825761,-0.86134484,-0.694605807,1.2646879344,0.2408100004,1.6751981351,-0.441269115,-0.402028731,-0.318827416,-0.424831694,-0.369914095,0.3531358227,-0.111269794,-0.291416584,-0.628087818,-0.658688931,0.6346511168,-1.047269256,0.7466898232,-0.200646782,0.1333215722,-0.182339149,-0.468691999,-0.025628078,0.7791727101,-0.626599374,0.4572324848,0.8734815456,-0.576016929,-0.798041992,-0.252409076,-1.200921716,-0.458712965,-1.263746337,0.3916321877,-1.137492455,0.9061582461,-0.4350767,-1.084836892,-0.60217915,0.4710308003,-1.231039853,-0.434474221,0.7177930352,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.190592918,0.7477845595,0.2292344078,-0.19177478,0.0113048305,-0.33345673,-0.03744011,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-0.049382793,0.8815325366,0.0827962356,-0.760387041,-0.550039571,-0.097698789,0.1008992937,-0.480767126,-0.251601419,0.1654922513,-0.7206068,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,1.0003202491,0.8066015353,-0.427215264,-0.280984747,0.4169630259,2.6244927709,-1.125680316,-0.774069368,-0.975766156,-0.185435276,1.1911509649,-0.39933214,0.2390804287,-0.915412143,-0.627016552,0.0104743594,1.189412068,1.6779745773,1.6310195574,0.8650833065,0.140191618,-0.148382636,-5.319033291,-9.36003805,3.5278814342,0.7249639891
human,human,4000_story_0783.txt,-0.063878402,-1.155263667,2.6024092763,-0.582029094,-0.307870742,-1.359559554,-1.303811225,-1.182874986,-0.940023263,-1.18590333,-0.914827611,-0.503933568,-0.644425885,-0.846792439,0.4699045913,-2.151764534,-1.000771421,-0.791673054,-1.480015195,-1.738786976,0.9907696953,-1.07978494,-0.176357219,0.768409225,1.1863171044,0.1262257674,-0.16925222,0.6664963757,-2.043641953,-0.036601817,-0.402028731,-0.742304916,2.6044721539,-1.936583733,-0.159232989,0.675408865,-0.083129701,-1.23454526,-0.509191499,-1.24884961,-1.352427822,-1.241439563,-1.247679311,0.1333215722,-1.308616942,-0.291202281,0.0256280777,-0.673495998,-0.330501429,-0.955506317,-1.865042889,-1.272941588,0.8710618523,-1.126794217,-1.703777434,-0.422706903,0.8009145659,-0.654872919,-1.43010709,-1.063861705,0.5512996862,0.7250396042,0.0703759536,-0.641012108,0.166033694,-0.346599131,-0.793167022,-0.029537168,-0.500619024,-0.324160474,-0.149287935,2.1420776855,0.8055697264,-0.405595771,-0.967537087,-0.957669306,-1.239315506,-0.63615416,0.5318408872,-0.33345673,-0.74415125,-0.475839257,0.5367280088,-0.417845591,-0.364541252,-0.535253036,-0.532794219,-0.526458249,-0.944939172,-0.782427095,-0.351266301,0.869553004,-0.691809086,-1.21160131,-0.62358739,-1.145642317,-0.913149591,0.4787413559,-0.707085234,-0.322361049,-0.188007178,1.7963936404,-0.227359292,-0.489489417,-0.677770485,-1.145065299,-0.911374356,-1.969246072,-0.138331227,0.1477662014,-0.744622952,-0.300220414,-0.91977912,-1.140699744,-0.79741204,0.8029964604,-0.754513312,-1.067194204,-0.627016552,-1.733530589,-1.639993436,-1.05742569,-1.489543971,0.5051944402,-1.414645706,-0.985683521,-8.589936689,-13.36494505,-13.54485065,-0.903143958
llm_free,ai,4000_story_0783_llm_free.txt,0.9736145815,1.1580039642,-0.081249449,0.178999191,-0.555141774,-0.774032734,-0.757438213,-0.466859234,-0.863387026,-0.671333658,-0.612983416,-0.105399095,-1.117095077,0.1205221296,0.2575881993,-0.633211077,0.6655664559,-0.718952271,-0.122096506,-1.043726095,-1.101673523,0.8544717255,-0.941817238,1.280645231,-0.599512657,0.2371489531,0.8956592182,-0.083219927,-0.274193847,-0.441269115,-0.008355358,-0.742304916,-0.682644788,0.0410156459,0.2133988741,1.0195807785,-0.985706196,-0.865397252,-0.628789444,0.4552700953,0.0970753682,-0.636356706,0.6718803263,-1.036591392,-0.808049034,-0.468691999,-0.230652699,0.4998133432,-0.745038553,0.255412656,0.6126696947,-0.954347458,-0.937133979,-0.891382833,0.307645441,-0.350694779,0.5854716891,-0.775109676,-0.259648549,0.483036178,-0.790172198,-1.084836892,-0.60217915,-0.348369238,-0.299657488,0.1806514056,-1.196089703,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.190592918,-0.957669306,-0.015523911,-1.37678646,-1.029767283,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.125447508,-0.535253036,-0.532794219,0.2232317536,-0.336115269,-0.638223207,-0.760387041,-0.550039571,-0.757821341,-1.27722634,-0.909227917,-1.286806669,-0.061590242,-0.7206068,0.1650941779,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.3850203134,0.5547735567,-0.565546433,-0.943048012,-0.117764773,2.0053111285,-1.252699437,1.7706750172,-0.191947656,0.0874974294,-0.978190495,1.4041607604,-0.754513312,-0.004719778,-0.627016552,0.2197549532,-0.46588639,0.2681913627,0.0129495799,0.8650833065,0.2077932408,1.8160540537,-17.7586168,-9.813404567,0.1318841413,-0.071938568
human,human,4000_story_0794.txt,-2.177290036,-0.229956614,0.9907251877,-0.268664506,0.0284178613,-0.35668915,-1.052774976,-1.182874986,-0.403569603,0.9295497656,-0.545906929,-1.414869505,0.8681155304,-0.846792439,0.0452718072,-0.574805175,1.5913097209,1.4626712444,-0.461576178,0.881057886,1.2536944976,-0.335840069,0.6741539123,-0.50040525,1.0654714814,0.3702567759,-0.517193581,0.7554457675,1.8551420103,1.5820673718,1.4351136782,1.5162417478,0.4775141329,0.5546778222,-1.463444509,-0.897948454,0.5972741185,0.9803427886,0.1485972003,1.5315562248,1.0125510676,-0.03127385,1.5444074343,0.7416763136,1.9450744593,0.596246308,-0.281908855,0.6674289633,-0.152842661,0.9617820567,0.2214519183,0.419589727,1.3068834116,1.496361208,-0.530447424,1.7736628794,-0.204485526,-0.222911237,0.3255807213,-0.918271316,-0.829627254,-0.826283107,0.0703759536,-0.52395496,3.1154111831,-0.258724042,-0.289513669,0.8864164499,-0.500619024,-0.324160474,-0.149287935,-0.248365383,2.5687144139,0.8625169328,-0.449574308,1.0320268705,1.0858885242,-0.63615416,0.5318408872,-0.33345673,2.5538340721,0.4114597162,-0.478595003,-0.417845591,2.0263961915,0.404454634,-0.532794219,0.2913853902,1.1859444881,0.1548981798,0.2624148079,1.9342474356,0.364386997,0.6258995352,1.3758963,1.3012064548,0.7331984841,0.1360704543,-0.707085234,-0.322361049,-0.188007178,1.7963936404,-0.227359292,-0.489489417,0.9443838914,2.569397386,1.1635931805,1.109348108,-1.351752002,-1.179051604,0.1762656757,-0.721419484,3.3912226314,0.0874974294,-0.375595645,0.9833457504,0.1148812111,-0.611848021,1.3418175802,-0.240662353,-0.677610612,0.8152714161,-0.333779701,-0.214583292,-0.265418119,-0.534829198,11.783031256,26.588493429,-8.386795065,-0.295897741
llm_free,ai,4000_story_0794_llm_free.txt,0.5893579208,-0.229956614,-0.211524144,0.2237655608,-0.218853171,-0.40652122,-0.506401965,-0.108851358,-1.0166595,-0.842856882,-0.663290782,1.5266944602,-0.549892047,-0.294041257,-0.379360977,-0.925240588,0.110120497,-0.282627568,0.2173831662,-1.471455868,-1.046897522,-0.930995966,0.5891027991,0.9244351349,-0.398103285,-0.927544497,0.6812711069,-0.350068103,1.0154039258,-0.744769588,-0.533253189,-0.742304916,0.0907944927,-0.395597204,0.3531358227,0.7737436974,-0.277530792,-0.812661822,-0.41949304,0.8140321384,-0.742110689,-0.117714258,-1.07317389,-0.287847095,-0.516051088,-1.001161153,0.2819088545,-0.394136631,-1.100356087,0.6590523135,-1.604231038,-0.854786792,-1.048407568,-0.420560064,-0.362828851,-0.746761461,-0.743092718,-0.926518925,0.0329660861,0.5649307719,-0.00107109,-0.826283107,-0.60217915,-0.289840664,-0.299657488,-0.52234931,-0.289513669,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.957669306,-0.749798868,0.4007310599,-0.509231226,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.125447508,0.8743084692,-0.532794219,-0.730919159,0.120502658,-0.566121262,-0.760387041,-0.550039571,-0.691809086,-0.883476159,-0.909227917,-0.95742318,-0.515755228,-0.7206068,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.043825096,-0.704366337,-0.773043187,0.2155627011,0.8180088752,1.2092204455,-0.363565589,-0.651219639,-0.975766156,-0.458367981,0.1064802351,0.9232293204,-0.009318006,-1.370758326,-0.627016552,0.8755008137,0.130790961,-0.783885663,-0.218203274,0.5411833268,0.2077932408,0.7855298884,-10.62072526,-12.07188603,-0.067772653,-0.938492516
human,human,4000_story_0798.txt,-0.256006733,-1.155263667,1.2698852492,-0.537262724,0.5724141314,-0.045238714,-0.654070346,-0.108851358,-0.326933365,0.1862824616,0.5217271681,-1.338958177,1.6243862382,-0.570416848,-1.016310153,-1.684517316,0.29526915,0.5173010546,-0.008936615,0.0255983391,1.1112768963,-1.07978494,-1.111919464,-0.102980762,0.1926975381,0.5033645988,-0.861620383,0.9142839673,2.4249642819,1.2785668988,1.8943992806,0.8104459154,0.4775141329,0.9784491176,-1.789497389,-1.635459697,-0.346959753,0.3738853468,1.2548781944,-0.800397056,-0.131793557,0.573809007,0.0611113507,0.0865250536,0.3182287588,0.2412668722,-0.486933476,-0.394136631,1.0907687106,-0.551866659,1.3951052474,0.9771294542,0.8896074506,-0.016997691,-0.61425671,1.7016507554,0.5405877564,0.8592195758,0.8376563328,-1.214001794,-1.026902531,-0.050621751,0.742931057,-0.582483534,0.7869552707,0.7957770321,0.012678342,-0.640172914,1.1241373119,-0.324160474,-0.149287935,-0.248365383,0.8055697264,0.8625169328,0.0683884716,1.6005114925,0.1068552483,-0.04364832,-0.335719207,-0.33345673,0.1981302704,-0.475839257,0.5367280088,-0.417845591,-0.364541252,1.3441623043,1.572405367,-0.730919159,0.120502658,0.1909491519,0.0578544382,0.869553004,0.2983747418,0.3633994144,0.0905139281,0.2189464212,-0.175131488,-0.035264997,-0.707085234,0.3814142588,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.5155384816,1.9398274394,0.2644405814,1.8045145357,-1.156370691,-0.515642701,0.208020456,-0.967118942,0.1439745588,-0.117202099,-0.255076675,-0.45944857,0.6116780814,0.6024084659,3.7481704081,-0.67317558,-1.004820772,-0.026390205,0.1285260069,-1.114305458,0.1063908066,-1.017887401,6.6435620057,20.493561458,-9.616635713,0.5903147407
llm_free,ai,4000_story_0798_llm_free.txt,0.3972295904,1.6206574905,-0.520461279,-0.492496355,-0.129835599,-0.767803726,-0.46210145,-0.466859234,-1.399840687,-0.61415925,-0.763905514,-0.257221751,-0.549892047,-0.294041257,-1.016310153,0.9437482823,0.110120497,-0.718952271,-0.348416288,-0.883327429,-0.882569521,-0.484629043,1.0143583649,1.3248035074,-0.485380679,0.8139495188,0.7023584621,-0.909178566,0.2356471331,-0.744769588,-0.926926563,-0.318827416,0.0263412193,-0.010350572,0.63260972,1.3145852757,-1.124564118,-1.023603541,-0.897884821,1.8903182679,-0.665821048,-0.290595074,-0.985921179,-0.896201836,-0.224053141,-1.001161153,0.7944704082,0.2204539762,0.0840356953,0.5581423992,-0.234968821,-0.994171724,-0.807314791,0.1511532975,-0.530447424,-0.854779647,1.0073806561,-1.385199887,-1.283799772,0.4056912839,0.4723895753,-0.222990941,-0.60217915,-0.231312089,-0.299657488,0.1806514056,-0.893897692,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.6222768092,-0.957669306,-0.26028223,-0.4880277,-1.029767283,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.125447508,-0.535253036,-0.532794219,-1.071687343,0.7293265609,-0.421917374,-0.760387041,-0.550039571,-0.559784576,-0.555351008,-0.909227917,-0.72214926,-0.742837721,-0.7206068,0.1650941779,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.547252317,-0.200710379,-0.288884095,-0.082365768,0.5403617488,1.1649931853,-0.744622952,1.0335766435,-1.143727263,-0.799533862,0.2269992051,1.4642771904,-0.754513312,0.1470622831,0.0292614923,0.6801722595,0.5157440908,-0.447221015,-0.449356128,0.3972277803,0.6134029774,0.2702678058,-18.09492229,-10.69743129,-1.079859616,-1.452335604
human,human,4000_story_0801.txt,0.1282499279,-0.229956614,2.3406191741,-0.268664506,0.3745973059,0.5652041409,0.5125098672,0.8458363113,-0.020388417,1.0438985816,0.0633711684,-0.959401536,0.4899801766,-0.155853461,2.5930685121,0.0676597495,1.7764583739,1.4626712444,-0.235256397,0.4533281126,0.2567712891,-0.782206992,0.6741539123,-0.603441228,0.8103529441,2.4556126674,-1.255251013,-0.972713846,-0.664072243,-0.036601817,2.0256237384,1.9397192472,0.6064206796,0.4904700502,-0.066075023,-0.873364746,1.2915637301,0.1893113427,0.1784966866,-0.441635013,0.8599717843,0.4009281909,0.4101221939,0.9756589065,-0.140625157,0.0637771543,-0.691958097,-0.450008504,0.0248161062,0.4572324848,-0.104562895,0.3996775939,0.3425123017,-0.555080855,-0.61425671,1.5936325694,2.5513879397,-0.481197603,-0.332802208,-1.173054497,0.9063951851,0.2941166289,0.0703759536,-0.582483534,0.166033694,-0.346599131,0.9192543761,-0.640172914,0.3117591439,1.3533596288,-0.149287935,-0.248365383,-0.369860065,-0.405595771,0.0683884716,0.1792999375,0.5963718863,-0.4880277,1.2258889629,-0.33345673,-0.27301049,-0.475839257,1.5520510208,0.7686367738,0.1136462368,-0.535253036,-0.532794219,0.4958463001,-0.944939172,-0.097458625,0.0578544382,-0.550039571,-0.163711045,0.560274505,0.0905139281,0.4542203416,-0.061590242,1.8494249626,0.1650941779,0.3814142588,-0.188007178,-0.276801185,1.9403109437,1.3840097496,0.7952202706,-0.326624369,-0.496380849,1.0431417816,-0.909573245,-0.825233522,-1.062170755,-0.861819175,0.535883809,1.9297931891,1.2514104499,-0.57968143,0.8600765166,0.6024084659,0.6855395362,-0.840600055,-0.446638734,-0.594511799,0.3596788608,-0.970349912,-0.468222987,-0.116178756,18.257638523,6.7111491611,-8.0178743,-2.170461017
