prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv,f1,f2,f3,f4
llm,ai,4000_story_1075_llm.txt,-0.256006733,1.1580039642,2.5825578941,-0.000066288,-0.782631123,0.5278300885,0.5715772198,-0.586195193,0.9758826674,-0.671333658,2.6290468253,-1.168157689,-0.266290531,0.1205221296,-1.016310153,-1.100458294,-1.000771421,-0.137186,-0.914215741,0.1859970042,-0.411495917,-0.335840069,-0.601612785,-0.141251268,-0.62636724,0.3369798202,0.1857182594,-1.601713117,1.2853197387,-0.036601817,0.5165424734,0.2458092494,-1.520537341,3.4697106727,-1.649760441,-1.389622616,-0.319188169,0.0047373387,-0.240096122,1.2624846924,0.0970753682,-0.46347589,0.7591330371,-0.381440132,1.8199324823,1.8386743332,-0.230652699,0.7791727101,1.268427478,-0.551866659,2.2427437628,-0.1976864,-0.427130026,1.6645121968,-0.781875283,0.3334203994,0.280260947,1.1397720087,0.3987343801,0.3601942873,-1.500363196,-1.601944462,0.0703759536,0.353973652,1.2526464532,0.5321517636,0.8185237056,-0.640172914,0.3117591439,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.3632954196,1.0320268705,0.1068552483,-0.33990124,0.1848168494,-0.33345673,0.4337006506,-0.475839257,-0.478595003,-0.417845591,0.1136462368,1.8140161395,-0.532794219,-0.049382793,0.120502658,1.0201215104,-0.351266301,-0.550039571,0.8264727833,0.560274505,-0.195126599,0.3601107734,0.1654922513,0.4787413559,-0.707085234,-0.322361049,5.392982457,-0.276801185,-0.227359292,-0.489489417,0.5714748394,0.0511175993,0.6794340887,1.3079670874,-0.426261581,-0.692551742,-0.966906414,-0.598569755,-0.023986548,-0.048968923,0.0462207501,-0.69991429,-0.257716442,-0.763630082,1.3418175802,-0.728983739,1.4973745718,0.8573544971,0.7064081417,-0.502494385,-0.434422176,-0.277198157,-1.349283572,16.334008607,2.1076179522,-1.247805752
llm,ai,4000_story_1091_llm.txt,0.5893579208,1.6206574905,2.1557531778,0.1342328213,-0.792521964,-0.095070784,0.3205409713,-0.944203069,-0.250297128,-0.61415925,-0.160217124,-1.073268529,-0.549892047,-0.570416848,-0.591677369,-0.633211077,-0.630474115,0.5900218384,-1.027375632,1.3622538812,0.0048016869,-0.782206992,-1.026868351,0.0736523433,-0.223548496,1.2132729874,-0.137621187,1.085829223,2.5749175113,1.5820673718,3.0098071721,0.1046500829,-0.940457881,3.1229887037,-0.392127903,-1.291287783,-0.38861713,-0.443513814,-0.060699204,0.2758890737,-0.055503915,0.1416069666,0.4973749047,0.0865250536,0.8187966666,0.0637771543,0.1281403884,0.2763258496,0.8538903541,-0.854596402,1.1994963592,0.5191503926,-0.130400454,0.7564968572,-1.200921716,2.2417416854,1.0881717349,0.7300763924,-0.040187573,-0.490599548,-1.421453085,-1.257206082,0.0703759536,0.5295593745,1.097416059,-0.6102244,0.012678342,-0.029537168,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.6222768092,-0.389184684,-0.26028223,0.5488575199,-0.682743245,-0.33345673,-0.74415125,0.4114597162,0.5367280088,0.7686367738,0.5918337255,1.3441623043,0.519805574,-0.730919159,-0.336115269,0.3712040124,-0.351266301,-0.550039571,0.2323624866,0.1008992937,-0.052306335,0.1718916372,-0.515755228,-0.377935898,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.137052359,2.6953113754,2.0627457796,0.1162532114,-0.498244169,-0.648324482,-0.903396854,-0.159820723,0.9277930591,-0.321901628,0.1667397201,-0.57968143,0.4874788638,0.6024084659,-0.189497856,-0.924312293,-0.215666856,0.2681913627,0.4752552878,0.1453055739,0.2077932408,-0.534829198,-4.052323471,18.066248717,-2.715076881,1.7496214188
llm,ai,4000_story_1096_llm.txt,0.3972295904,-0.229956614,2.2053816332,0.805728367,-0.871648695,-0.176047897,-0.343966745,-0.466859234,0.2861565324,-0.213938394,1.6732068747,2.0390959251,-0.266290531,0.3968977207,0.8945373755,0.1260656517,-0.630474115,-0.500789919,-0.235256397,0.0255983391,0.3444128898,-0.03826212,-0.431510559,-0.256062787,-0.109416519,0.1484104045,0.1329998714,-1.976571268,0.265637779,0.0645650068,1.5007259071,1.0927642483,-1.133817701,0.0795403091,0.5394517542,-0.430858,-0.13867287,-1.023603541,-0.838085848,0.9037226492,0.4022339347,0.6602494151,-0.200646782,-0.287847095,-0.641193065,2.0161640511,0.1281403884,1.9524820512,-0.508160196,1.2645117999,0.9386845083,-0.416719864,0.5186954852,-0.050627889,-0.111400991,1.1255537634,0.1725395086,-0.156113038,0.1061197449,-0.153921774,-0.592896921,-1.601944462,0.0703759536,0.9977879676,-0.610118277,0.2685264951,-1.095359033,-0.029537168,-0.500619024,-0.324160474,-0.149287935,-0.248365383,0.8055697264,-0.405595771,0.0683884716,-0.389184684,-0.749798868,-1.08053354,-0.335719207,-0.33345673,-0.74415125,-0.475839257,1.5520510208,-0.417845591,0.1136462368,-0.535253036,-0.532794219,-0.32199734,0.120502658,0.1548981798,-0.351266301,0.1597567163,0.1003379762,-1.14597628,-0.337946863,-0.910368396,-0.345443358,-0.7206068,0.601183884,-0.322361049,-0.188007178,-0.276801185,-0.227359292,0.1350103052,-1.498170399,-0.263667374,0.1952749968,0.6128006597,-0.004649277,1.1207659251,-0.681113392,0.0858787345,-0.807805049,-0.867767039,-0.67689307,-0.21898285,-0.754513312,-0.763630082,-0.189497856,-0.184854195,-0.023190291,-0.447221015,-0.680508982,-0.358538839,0.1739924294,-0.438217558,-1.527779134,0.5769000954,3.8189820112,-0.173054933
llm,ai,4000_story_1103_llm.txt,-0.563412061,-0.229956614,2.7512946424,-0.358197246,-0.871648695,0.9077996206,0.9555150115,0.0104846005,0.7459739557,-0.785682474,2.696123313,-0.5229114,-0.455358208,0.8114611072,-1.016310153,-0.633211077,-0.445325462,-0.209906784,0.1042232755,1.2553214378,-0.871614321,-0.335840069,-1.707277256,-0.432695892,-0.67336276,-1.116113913,0.1365144306,-0.356421631,0.4155910083,1.1774000744,-0.008355358,0.5281275824,-0.553738241,1.273804869,0.9120836172,-0.529192832,-0.76353352,-0.469881529,0.5073910362,0.7243416276,1.0125510676,-0.46347589,-0.02614136,-0.989794874,0.5267987204,0.2412668722,-0.640701942,-0.003033517,-0.152842661,0.4572324848,1.003887471,0.6983595906,-0.640404407,0.0502627043,-0.111400991,0.5494567714,-1.667701731,2.1862771155,-0.552263184,0.4648373794,-1.658183418,-0.395360132,0.4066535053,-0.348369238,0.6317248765,-0.434474221,-0.289513669,0.2757807044,0.3117591439,-0.324160474,-0.149287935,2.1420776855,-0.369860065,-0.405595771,-0.449574308,-0.104942373,-0.015523911,0.4007310599,-0.162207188,-0.33345673,-0.27301049,-0.475839257,-0.478595003,-0.417845591,-0.125447508,-0.535253036,2.0987052635,-1.071687343,0.8815325366,-0.313764458,0.2624148079,0.1597567163,-0.2297233,0.0352742635,-0.62358739,-0.204546635,-0.345443358,-0.7206068,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.7392839128,0.9954725193,-0.288884095,-0.347191074,-0.385128673,-0.20605188,-0.300056028,-1.370768052,-0.13596062,-0.048968923,-0.31533616,-0.519565,-0.754513312,-0.915412143,-0.189497856,-0.408086828,1.0931737855,0.0156928765,1.0531374226,-0.286561066,0.3767972977,-0.79246024,-1.863284399,2.2962392403,4.6833320507,-1.062988114
llm,ai,4000_story_1104_llm.txt,0.1282499279,0.2326969118,-0.480758514,0.2237655608,0.522959925,-0.132444836,-0.240598878,0.3684924766,-0.48020584,-1.014380106,-0.109909758,-0.959401536,-0.833493562,0.6732733117,-1.016310153,-0.98364649,-0.445325462,-0.718952271,-1.480015195,0.9879903294,0.2348608889,-0.484629043,-0.856766125,1.0480783087,-0.418244222,-0.017974374,0.3227860683,-0.057805815,-0.214212555,0.5703991285,0.3197057867,0.6692867489,-1.649443888,0.9399244544,-1.044233663,-1.192952951,0.2640151049,-0.021630376,-0.060699204,2.1593898003,-0.436952123,-0.03127385,0.4101221939,0.2737111279,-0.641193065,-0.468691999,0.5894457868,1.058532077,0.794670765,0.8608721423,-0.495780672,0.3399411945,0.1292379216,-0.218778878,-1.368540289,0.5494567714,-0.940582021,-0.200645171,-0.552263184,0.2510014956,-0.553441866,0.0355628438,-0.60217915,0.7051450969,0.7869552707,-0.170848952,-0.893897692,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,2.399220978,-0.104942373,-0.749798868,-0.4880277,0.0113048305,-0.33345673,-0.03744011,-0.475839257,-0.478595003,-0.417845591,-0.842728741,0.8743084692,-0.532794219,-0.867226433,0.2727086337,0.2630510961,-0.760387041,-0.550039571,0.0673318486,0.0352742635,-0.480767126,-0.298656204,-0.572525851,0.3074059051,-1.14317494,-0.322361049,-0.188007178,-0.276801185,3.0241460613,-0.489489417,2.2495655733,3.0100963487,0.1261094123,-0.744429032,-0.940422926,-0.604097221,-0.839887293,-0.24757053,2.8313522741,0.701596016,1.3719294199,-0.88026358,0.4874788638,-0.915412143,0.0292614923,0.4011314678,2.0170612971,0.6679806325,-1.258391117,-0.322549952,-0.738629478,-0.373809798,-2.096971898,1.8940858253,-0.772798003,0.8711048425
llm,ai,4000_story_1105_llm.txt,1.3578712422,1.1580039642,-0.94230315,-0.313430876,0.6812133854,0.2288376699,0.0990383992,-1.182874986,-0.786750789,-0.957205698,0.2813697537,-0.9973572,-1.117095077,1.9169634713,-0.167044585,-0.925240588,-0.260176809,-0.937114622,-1.480015195,2.4850445365,0.0705328875,0.2593158283,-0.431510559,1.1334509764,-0.465239742,-0.528221028,0.1576017858,0.6410822637,0.4755723001,-0.036601817,1.0414403047,0.2458092494,-0.489284968,0.644568703,1.0052415829,-0.602943956,-0.971820404,0.0838404833,-0.509191499,0.3655795845,-0.818400331,-1.068558746,-0.287899492,-0.615422725,-0.55776508,-1.001161153,0.5381896314,0.6115570899,0.8538903541,0.5581423992,-1.147810299,0.3399411945,0.1199651225,-0.286039273,-0.949493856,0.6214688954,-1.28169991,0.7033571131,0.6913490152,0.6104277684,-1.263632864,0.8974087943,-0.60217915,-0.055726367,-0.144427094,1.7624030166,0.012678342,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,0.0683884716,1.0320268705,-0.137903071,-0.78428062,0.1848168494,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,0.8309274698,2.7537238098,-0.532794219,-1.276148252,-1.249351124,0.6235608172,-0.760387041,-0.550039571,0.3973931246,-0.095975797,-0.909227917,-0.204546635,-1.197002707,-0.7206068,0.383139031,-0.322361049,-0.188007178,-0.276801185,-0.227359292,0.7595100274,0.8138657232,-0.263667374,0.1261094123,-1.406492297,-0.858157111,-0.604097221,-1.252699437,-0.809169291,1.3197023093,-1.004233391,-0.255076675,-0.33921571,1.1084749517,-1.370758326,-0.627016552,1.0429252888,1.4396316023,-0.005348664,0.9375609956,0.6851388733,-0.265418119,-0.502625318,-5.294741922,-2.335512899,6.7729205022,0.2719250209
llm,ai,4000_story_1106_llm.txt,1.9342562333,0.695350438,-0.769844267,-0.850627312,0.4339423535,-0.294399063,-0.550702479,-0.347523276,-1.629749398,0.1862824616,-0.545906929,-0.845534544,-0.833493562,-0.708604643,-0.379360977,0.3596892604,-0.445325462,-0.428069135,-1.140535523,0.0255983391,-0.214302315,-0.930995966,0.0787961201,0.6594854766,-0.680076405,0.6697493774,0.3157569499,-0.032391703,-0.03426868,-0.441269115,-0.205192045,0.2458092494,0.7997804997,0.3235298429,0.1202409084,-0.701278789,-0.152558662,0.5057239211,0.2681951456,1.1727941816,-1.123558898,-1.068558746,-1.596690154,-0.521829688,-0.933191011,0.2412668722,0.4356773206,0.6115570899,-0.271281839,0.0535928272,-0.756592523,-0.058301468,-0.139673253,-0.420560064,-1.284731002,-0.206670531,1.2318003194,-0.619247213,-0.698570502,0.1372590042,-1.894913751,-0.136806346,-0.60217915,-0.52395496,-1.231039853,0.0049012266,-0.49097501,0.2757807044,-0.500619024,-0.324160474,-0.149287935,-0.248365383,1.3932846223,1.4965732847,-0.967537087,-0.104942373,-1.484073825,-0.93240708,0.1848168494,-0.33345673,1.6115525514,0.8551092026,-0.478595003,-0.417845591,0.8309274698,-0.535253036,-0.532794219,-1.548762799,-0.183909293,-0.746376123,-0.146705931,1.9342474356,-0.526778448,-1.34285137,1.090255773,-0.439820556,-1.480855824,-0.7206068,0.383139031,0.7333019128,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-1.013388632,0.5547735567,-0.427215264,-0.446500563,-0.148614454,-0.20605188,-1.284454217,-0.616119717,2.3834559882,-0.799533862,0.1064802351,0.8631128904,-0.381915659,3.941613806,0.0292614923,0.6243641012,-0.639115299,0.0156928765,0.0129495799,0.325250007,0.8838094685,0.2058600454,-8.844707976,3.1187889232,-5.612132635,-1.406973976
llm,ai,4000_story_1107_llm.txt,0.3203782583,2.0833110167,3.8021771852,-0.492496355,-0.703504393,-0.101299792,0.1581057517,-0.82486711,-0.633478314,-0.728508066,0.0186535099,-0.750645384,-0.549892047,1.6405878802,-1.016310153,-0.925240588,-0.075028156,-0.573510703,-1.140535523,0.2394632258,-0.017108713,0.2593158283,-1.28202169,1.4837733023,-0.095989228,0.5366415545,-0.225485167,-1.055309709,0.8954413423,2.290235142,1.8943992806,-0.036509084,-0.940457881,4.1631546107,-1.277128578,-1.266704075,-1.291193625,-0.074365806,-0.628789444,0.2758890737,0.5548132179,-0.89567793,-0.113394071,-0.475033169,0.2765147665,0.9512257438,0.9994950297,0.9467883302,0.0840356953,-0.35004683,-0.300171783,-0.536192662,0.1756019173,1.0591686371,-0.698065997,1.8456750034,0.0827716432,-0.677138985,0.3987343801,-0.367757658,-1.579273307,-0.309175536,-0.60217915,0.0613307813,0.4764944824,-0.346599131,-0.39024434,-0.640172914,-0.500619024,-0.324160474,3.9657781381,-0.248365383,0.8055697264,0.8625169328,0.5863512508,-0.104942373,0.3516135673,0.4007310599,0.0113048305,-0.33345673,0.4337006506,-0.475839257,-0.478595003,-0.417845591,1.0700212141,0.8743084692,0.519805574,-0.799072796,-0.488321245,-0.169560569,-0.760387041,1.2244511479,-0.163711045,0.560274505,-0.195126599,0.5012751256,-0.742837721,0.1360704543,-0.707085234,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.379443243,1.4991284767,0.1952749968,1.1755544345,-1.218070052,0.1035389413,-0.585849051,-0.124720801,1.0957541663,-0.867767039,-0.496114615,-0.15886642,-0.133517224,-0.611848021,2.6543736681,-0.547607224,0.6504776862,-0.131597907,-0.218203274,-0.178594406,0.5120005432,-0.953479641,-10.46533657,17.125258039,0.9929377713,-1.486475283
llm,ai,4000_story_1108_llm.txt,0.704634919,3.0086180692,2.008108523,-0.626795464,0.0383087026,-0.007864662,-0.078163659,-0.944203069,-0.403569603,-0.04241517,-0.43970249,-0.371088743,-0.549892047,-0.017665666,-1.016310153,0.4765010648,-0.630474115,-0.646231487,0.330543057,-0.509063878,0.0924432877,-0.187051095,-1.53717503,1.5544265445,-0.740499217,1.0912574831,0.2454657659,-0.972713846,0.3856003625,0.4692323041,2.2224604252,0.3869684159,-0.747098061,5.6142502588,-1.230549595,-1.684627113,-1.707767392,-0.733558677,-0.41949304,2.9666043974,-0.436952123,-0.46347589,0.8463857479,-0.802608799,2.1953584132,1.1287154617,1.3070319619,-0.505880378,1.6237450129,0.3563225704,0.286654881,-0.576016929,-0.17676445,2.8079389207,0.0562175816,1.4496083214,0.0827716432,-1.051208896,0.1061197449,0.1736566014,-1.224177808,0.5526704141,-0.60217915,0.7051450969,0.0108032999,0.7957770321,-0.088052328,1.1917343226,-0.500619024,-0.324160474,-0.149287935,-0.248365383,0.8055697264,-0.405595771,1.10431403,1.3162691815,-0.994557187,-0.78428062,-0.682743245,-0.33345673,0.1981302704,0.4114597162,-0.478595003,0.7686367738,0.1136462368,1.3441623043,2.6250051599,-0.390150976,-0.944939172,0.7317137335,0.4669751777,0.1597567163,0.7604605281,-0.620976038,0.2333341917,-0.345710988,-0.288672735,-0.377935898,-0.707085234,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.0866930718,1.1213865087,0.471937335,0.4472848436,-1.454584271,-0.2945064,-0.744622952,0.243828386,0.1999615946,-0.799533862,-0.134557705,-0.15886642,0.2390804287,0.1470622831,7.029560628,-0.449942947,1.2279073809,0.120900579,1.8621724113,-0.718427705,-0.907633535,-0.502625318,-11.37809579,27.167618085,0.0806485257,-0.894364212
llm,ai,4000_story_1111_llm.txt,0.5893579208,1.6206574905,-1.93735368,-1.477356488,-0.871648695,-1.122857223,-0.284899393,-0.586195193,-1.783021873,-0.90003129,-1.065749709,-1.585669993,-0.644425885,-0.432229052,-1.016310153,1.9366486196,-0.075028156,0.5900218384,-0.914215741,-0.134800326,-0.028063913,-1.377362889,-0.431510559,1.4013445197,-0.559230782,0.5255492359,0.438766522,-0.419956911,-1.653763557,-0.238935466,1.566338136,-0.742304916,1.6376730534,-0.087399898,0.63260972,1.0687481947,-0.38861713,-0.417146099,-0.808186362,-0.710706545,0.7073925011,-0.377035482,-0.02614136,-0.989794874,-1.225188957,-0.113712564,0.896982719,2.511200785,-0.389721018,-0.249136916,-1.40862215,-0.675577594,0.6948786687,-0.420560064,-1.452349575,0.5854628334,0.6483091948,-1.229337424,-0.18649489,-0.176670272,-0.00107109,-0.740098512,-0.60217915,-1.343354998,-0.454887883,-0.785974579,0.012678342,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,0.4635422485,-0.872178028,-0.63615416,-0.162207188,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-1.071687343,1.9469743667,-1.21503876,-0.760387041,-0.550039571,-1.285919383,-0.883476159,-0.909227917,-1.098587533,-0.288672735,-0.7206068,-0.052950675,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-1.777852188,-0.893237321,-1.395533448,-0.578913216,-0.662775799,-0.427188181,-0.871642073,-0.440620104,0.4239097375,-0.799533862,0.2269992051,2.7868386504,1.1084749517,1.8166649532,-0.627016552,0.3732273887,-0.273409825,-1.036384149,-0.796085409,0.3612388936,-0.569625421,-0.180586517,-10.39548833,-9.575856453,-6.30061543,-3.240668397
llm,ai,4000_story_1112_llm.txt,0.7814862511,1.1580039642,-1.557695996,-0.537262724,-0.693613552,-0.680597604,-0.713137699,-1.182874986,-0.786750789,-0.957205698,-0.858930538,-0.105399095,-1.117095077,0.6732733117,-1.016310153,-1.042052392,-1.000771421,-0.937114622,-1.480015195,-1.417989646,-0.597734318,-0.782206992,-0.941817238,1.3483545881,-0.512235262,1.2243653059,0.1716600226,0.3234058642,0.2056564872,0.1657318312,-0.861314334,-0.17766825,0.0907944927,0.6574102575,2.1697161546,-1.094618119,0.0557282214,-0.786294107,-0.120498177,-0.441635013,-0.665821048,0.2280473747,-1.07317389,-0.100661021,-0.307481126,0.596246308,0.3331650099,0.2204539762,-0.21206225,1.2645117999,-1.343419187,-0.556104796,-0.49203962,0.083892902,-1.536158861,-0.422706903,0.6034252621,-0.672685772,-0.113341231,-0.276763665,-0.750717143,-1.257206082,-0.60217915,0.9977879676,0.166033694,-1.752600563,0.3148703534,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.3632954196,-0.957669306,-0.994557187,-0.04364832,1.2258889629,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,1.3091149585,1.3441623043,-0.532794219,-0.867226433,0.120502658,0.0467452634,-0.760387041,-0.550039571,-0.130704917,0.1008992937,-0.909227917,-0.016327499,-0.515755228,-0.7206068,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.267570528,0.680687546,-1.11887111,-0.909944848,1.2087714977,-1.002142563,-0.776377733,-0.230020569,0.9277930591,0.6333628397,0.52829663,1.7047429104,0.3632796463,-1.370758326,-0.627016552,0.0662825178,0.1115433045,-0.783885663,1.1687138495,-0.142605519,-0.333019741,-0.148382636,-11.55337347,-4.081230629,-8.634472092,0.7839311075
llm,ai,4000_story_1114_llm.txt,0.704634919,0.695350438,-1.246277439,0.5818965185,-0.476015044,0.2163796524,0.0252042084,-0.705531152,-1.553113161,-0.957205698,-0.109909758,0.2741575459,-0.36082437,-0.017665666,-1.016310153,-0.750022881,-0.260176809,-0.646231487,-0.574736069,1.0414565511,0.1143536878,0.4081048026,0.3339494596,0.6271027406,-0.371248702,-0.162174516,0.1119125162,0.5839005118,-0.064259326,0.0645650068,0.4509302445,-0.17766825,-0.876004608,0.8500335736,1.2381364973,-0.676695081,-0.319188169,-0.839029537,-0.389593554,-0.531325523,-1.047269256,-0.982118338,-0.811415757,-0.475033169,-0.01548318,-0.291202281,0.1281403884,0.1087102295,-1.278014855,-1.157326146,0.6126696947,-0.098125734,-0.139673253,0.0166325065,-0.195210278,0.2254022134,-0.437881976,0.3292872026,0.9108099916,0.073563209,-0.790172198,-0.912467702,-0.60217915,0.763673671,1.8735680298,-1.401100205,-1.095359033,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,1.3162691815,-0.015523911,-0.78428062,-0.335719207,-0.33345673,1.1404117911,-0.475839257,-0.478595003,-0.417845591,2.0263961915,-0.535253036,-0.532794219,-0.662765523,0.5771205852,-0.061407653,-0.760387041,-0.550039571,-0.2297233,-0.424100948,0.2333341917,0.1718916372,-0.458984605,-0.035264997,0.601183884,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.603188674,0.1770315887,-1.11887111,-0.711325869,0.0262004034,-0.16182462,-0.649358611,-0.93201902,0.7038449162,0.1557306057,4.2041252144,-0.519565,-0.257716442,-0.156501839,-0.627016552,1.6568150305,-0.273409825,-0.531387177,-0.564932555,-0.322549952,0.0387891838,-0.599236959,-7.32146037,-3.308145252,-0.661242288,1.9294707013
llm,ai,4000_story_1116_llm.txt,0.704634919,1.6206574905,-1.274813801,-0.492496355,-0.792521964,-0.636994542,-1.333344901,-0.705531152,-1.246568212,-0.499810434,-1.004262928,-1.908293138,0.3954463381,-1.12316803,0.6822209834,-1.217270099,-1.000771421,-0.064465216,0.78318262,0.3998618909,-0.619644718,-0.782206992,-0.686663898,1.6280236718,-0.612939948,1.3907500845,-0.225485167,0.469537008,-1.113931931,0.4692323041,0.4509302445,0.3869684159,0.670873953,1.0426568897,-1.370286543,0.0362324543,0.7361320408,-1.577325553,0.3578936046,-0.17256348,-0.131793557,-0.982118338,-0.113394071,-0.287847095,0.1930867818,-1.001161153,-0.486933476,0.3880695964,-0.804258142,-0.753686488,0.6126696947,0.1607319965,-0.454948424,-0.353299669,0.1400268681,0.5134507094,2.2551539842,-0.873080367,-1.43010709,-0.99561621,-1.894913751,1.1559625794,0.742931057,-1.109240702,-0.610118277,0.0049012266,0.1134090125,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.10431403,0.1792999375,-1.484073825,-1.37678646,-0.335719207,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,1.3441623043,-0.532794219,-0.11753643,-1.249351124,-0.782427095,-0.760387041,-0.550039571,-0.889845852,-1.21160131,-0.909227917,-1.333861453,-0.458984605,-0.7206068,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.21163417,-0.830280326,-0.288884095,-0.4133974,-0.487960942,-0.692551742,-0.649358611,-0.212470607,-1.087740227,0.1557306057,0.588556115,-0.03863356,-0.754513312,-0.763630082,0.2480208402,-1.942811183,-0.716105925,-0.320971772,-1.027238263,0.72112776,-0.873832724,-0.856868,-5.061162762,-3.862323055,-11.29019298,-1.132200048
llm,ai,4000_story_1117_llm.txt,1.1657429118,1.6206574905,0.3343888652,-0.492496355,-0.841976171,0.8828835857,0.5420435435,1.0845082286,-1.323204449,-0.728508066,-0.445292197,-1.073268529,0.8681155304,0.3968977207,-1.016310153,-0.691616979,-0.075028156,0.4445802708,-1.140535523,0.0790645608,0.1472192881,0.5568937769,-0.601612785,0.7271948337,-0.525662554,-0.616959577,-0.246572522,-0.019684647,-0.39415643,0.3680654798,1.3038892204,-0.036509084,-0.102565327,2.8661576156,0.0270829427,-0.55377654,0.3751014428,-0.021630376,-0.479292013,0.99341316,-0.055503915,1.9568555363,-0.02614136,1.3968275737,0.5685127127,-0.113712564,0.1793965438,1.5055070641,0.1432552845,-1.056416231,0.1562489556,0.1806441296,0.3703306991,0.5883458684,-0.530447424,0.8375052674,-0.410951616,-0.200645171,-0.918031478,0.4193403829,-0.869082309,-0.481544727,0.4066535053,-0.114254941,0.4764944824,0.1806514056,-0.188782999,0.2757807044,-0.500619024,2.1921196802,-0.149287935,-0.248365383,-0.369860065,-0.405595771,0.3273698612,0.4635422485,-0.137903071,-0.93240708,0.8788649251,1.7199880576,-0.74415125,-0.475839257,1.0443895148,-0.417845591,-0.125447508,-0.535253036,-0.532794219,0.2232317536,-0.488321245,0.0827962356,0.2624148079,-0.550039571,0.0673318486,-0.030350767,-0.195126599,-0.110437067,-0.118360865,-0.7206068,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.733706843,1.4991284767,-0.634712018,-0.148572094,-0.313146085,-1.090597083,-0.839887293,-1.002218865,-0.863792084,0.2921969583,-1.03844998,-0.09874999,-0.381915659,-1.370758326,0.4667801882,-0.701079659,2.1132995795,0.5627729299,0.8219845686,0.037338914,-0.400621364,0.0448406446,-0.957169435,6.4695234431,-0.098111137,-0.626435943
