prompt,source,filename,f1,f2,f3,f4
human,human,4000_story_0295.txt,8.5764567513,41.463251401,-6.395323536,-0.492726914
human,human,4000_story_0314.txt,32.061806166,8.8241444418,8.2584538732,-4.640165957
human,human,4000_story_0319.txt,25.752981103,32.459044765,8.9677829024,2.2897205451
llm,ai,4000_story_0319_llm.txt,12.335591585,39.087354607,4.2427111052,2.5460818686
human,human,4000_story_0344.txt,14.029819116,35.163846956,-6.904653034,0.3418953368
llm,ai,4000_story_0344_llm.txt,3.9576148796,39.093886001,6.0985842783,2.9917895264
human,human,4000_story_0360.txt,13.287400414,12.769789558,4.6190494658,-6.764579085
llm_free,ai,4000_story_0367_llm_free.txt,-3.942630991,-1.649824984,14.512306819,2.1135454701
human,human,4000_story_0425.txt,10.715288587,35.480215615,0.4130048291,2.1150021573
human,human,4000_story_0429.txt,21.651498613,18.777164474,3.1630937342,6.2203868732
human,human,4000_story_0440.txt,10.500437131,37.197015726,-13.77311273,0.3416326312
human,human,4000_story_0452.txt,11.121002776,30.26523675,-3.786524426,-0.683109725
human,human,4000_story_0454.txt,2.1044370753,31.94323444,-12.8943174,0.6933336813
human,human,4000_story_0462.txt,38.441038701,-6.899199745,5.1528543003,9.8686608698
llm,ai,4000_story_0462_llm.txt,14.203446319,-0.759620614,16.926040477,12.609099916
human,human,4000_story_0466.txt,30.945803344,-13.34548558,1.635755457,3.8692532819
llm,ai,4000_story_0466_llm.txt,12.954591438,-10.38262044,4.1020414918,6.8439624004
human,human,4000_story_0475.txt,35.017748313,-4.017190246,6.5931709578,4.3074069454
human,human,4000_story_0479.txt,35.253931645,-2.231718271,13.593195635,2.5620383522
llm,ai,4000_story_0479_llm.txt,18.519307181,-1.014446345,17.912360901,4.0120267307
llm_free,ai,4000_story_0483_llm_free.txt,-9.565711923,-12.84296362,3.449128019,4.6165138716
human,human,4000_story_0487.txt,3.5502514642,7.3764681422,-18.08989696,-2.639207968
human,human,4000_story_0489.txt,23.592731091,8.239947724,10.195504981,5.4059404118
llm_free,ai,4000_story_0520_llm_free.txt,-6.993789563,-8.932551402,16.550290039,-0.63931599
human,human,4000_story_0552.txt,18.843039211,2.8435332152,2.6260451629,5.331375891
llm_free,ai,4000_story_0554_llm_free.txt,-8.721514714,-8.348957492,16.136172837,-0.582484549
human,human,4000_story_0587.txt,-1.267715695,1.9712140096,-14.2841246,-0.090512856
human,human,4000_story_0588.txt,11.040417584,-4.801419331,-1.294875913,6.706518175
human,human,4000_story_0602.txt,15.41028061,32.032287263,-6.909570211,-0.345258892
human,human,4000_story_0647.txt,9.7648630387,30.342642207,-5.0496987,-4.816738354
human,human,4000_story_0666.txt,10.593923647,30.315434548,-1.165339823,-0.548292087
human,human,4000_story_0696.txt,-0.884942356,32.256522108,-5.843726204,0.0852495523
human,human,4000_story_0727.txt,17.636564876,11.125569455,-2.763220621,6.2222592134
llm,ai,4000_story_0728_llm.txt,-11.6186257,-2.108123673,-17.22190509,-1.566682476
human,human,4000_story_0733.txt,-3.621579029,10.410988023,-16.24516629,-3.133225822
llm,ai,4000_story_0735_llm.txt,4.04914437,40.402797312,-7.466259923,1.2152858388
human,human,4000_story_0736.txt,24.70712901,47.401173219,14.34642932,8.1152500489
human,human,4000_story_0743.txt,8.5904385364,18.657551818,20.039759524,-4.107457136
llm,ai,4000_story_0743_llm.txt,-6.300156501,0.6165627154,12.184395044,-5.157379377
human,human,4000_story_0748.txt,20.769354275,12.016293979,20.384936224,-0.596222123
llm,ai,4000_story_0748_llm.txt,5.4986997371,4.0282048378,22.192389507,-2.223914263
human,human,4000_story_0817.txt,5.6638271712,8.9267623052,-16.36465933,-1.617742603
llm,ai,4000_story_0825_llm.txt,-3.22816409,31.474725348,2.6900386571,1.7642637504
human,human,4000_story_0831.txt,7.8017287007,10.307538972,-3.429733874,7.3162609651
human,human,4000_story_0838.txt,4.2079808883,7.8023787239,-2.92671069,4.7786278462
human,human,4000_story_0842.txt,11.474823436,28.395869644,-4.372305886,0.1005075364
human,human,4000_story_0879.txt,10.602163036,32.678847917,-11.60482867,-0.916753183
llm,ai,4000_story_0879_llm.txt,3.952998886,31.151890036,3.1064737561,-0.570267166
human,human,4000_story_0922.txt,14.273646492,36.494344002,5.8683503716,-1.045094846
human,human,4000_story_0924.txt,0.3276589017,27.87694813,-20.10709477,-6.676431475
llm_free,ai,4000_story_0925_llm_free.txt,-14.05285882,-5.042484913,6.6092627237,5.8126518006
human,human,4000_story_0926.txt,3.1096149706,0.011655789,-17.83057213,0.4113426164
human,human,4000_story_0931.txt,0.1670340731,1.7878701426,-19.83900457,-3.824735711
human,human,4000_story_0935.txt,-6.553208542,2.0533391679,-20.90050956,-5.154934882
llm,ai,4000_story_0935_llm.txt,-14.21675316,-7.225942044,-8.071366007,-5.229097194
human,human,4000_story_0936.txt,9.5821374177,29.837348487,-10.3057101,-1.766691205
human,human,4000_story_0943.txt,2.2273818812,13.490671963,-16.67207494,3.4824233789
human,human,4000_story_0945.txt,-4.076727461,20.441058522,-18.77231905,-6.742331486
llm,ai,4000_story_0945_llm.txt,-18.22735158,8.2446445056,-13.41609088,-6.565072444
human,human,4000_story_0954.txt,28.400190344,-1.56421071,3.6598764564,1.1324987291
human,human,4000_story_0972.txt,21.940460249,22.207307859,-1.597137076,9.4834939364
llm,ai,4000_story_0972_llm.txt,3.7408617509,25.977515737,0.5388465336,4.7543845588
llm_free,ai,4000_story_0976_llm_free.txt,-10.35751887,-3.427841384,12.605027139,4.9909769444
human,human,4000_story_0980.txt,32.092387191,10.042761774,10.380555395,4.7278726899
llm,ai,4000_story_0980_llm.txt,14.259240736,5.3709718987,23.163155887,7.1233209373
llm,ai,4000_story_0987_llm.txt,-2.161246914,-13.76532383,8.4798962028,5.5939224693
human,human,4000_story_1017.txt,9.0756724939,57.846544618,-15.35148536,-1.425152589
llm,ai,4000_story_1017_llm.txt,-10.92391816,38.558523823,-9.913725076,0.4490938327
human,human,4000_story_1028.txt,18.908338908,30.211147149,-1.338253561,4.2101231323
human,human,4000_story_1030.txt,9.1911927715,21.489839237,-17.3515299,-4.204834673
human,human,4000_story_1031.txt,10.951284375,42.961302846,-2.678057246,1.6543558924
llm,ai,4000_story_1031_llm.txt,-4.788879877,51.107123428,-5.829857566,-1.344469259
human,human,4000_story_1032.txt,10.368455555,31.397901142,-12.28584831,-1.240823768
human,human,4000_story_1052.txt,6.1387360117,18.039495048,-15.18796709,-1.653089081
human,human,4000_story_1055.txt,12.577565293,38.760349739,-18.07913293,-4.33336467
llm,ai,4000_story_1055_llm.txt,-9.570209468,36.034729395,-3.639193514,-1.09803482
human,human,4000_story_1064.txt,27.23104774,3.4966306685,4.107042735,9.3266334667
llm,ai,4000_story_1064_llm.txt,5.2489192798,-1.45079992,3.7618355745,11.042787485
human,human,4000_story_1111.txt,-5.169826608,-5.204532918,-17.63913874,-1.431533013
human,human,4000_story_1112.txt,7.257045048,-8.456704483,-15.87644205,-2.677545156
human,human,4000_story_1116.txt,0.6943324426,0.8175002698,-14.89099422,-4.699610318
human,human,4000_story_1121.txt,2.3770167195,-6.217901034,-16.62085131,-1.728555356
human,human,4000_story_1130.txt,3.794797151,29.988710926,-8.128835925,-3.301671905
llm,ai,4000_story_1151_llm.txt,0.0119567399,-3.816795514,8.1391731359,5.3541932385
human,human,4000_story_1161.txt,-0.97989909,-8.36625829,-16.07404657,-3.662434494
human,human,4000_story_1171.txt,6.0924871618,-6.90058142,-7.617930282,-7.819208444
llm,ai,4000_story_1171_llm.txt,-11.44267774,-7.394117028,-2.870417569,-5.805702983
human,human,4000_story_1186.txt,38.81612204,8.4927519697,10.003913184,6.0229948617
human,human,4000_story_1194.txt,25.908887038,-7.389801184,0.303265609,8.5169797346
llm_free,ai,4000_story_1194_llm_free.txt,-10.80567962,-13.57069344,4.4775515259,4.8412091809
human,human,4000_story_1199.txt,24.642351373,1.8698071409,5.8943002292,5.2262089002
human,human,4000_story_1216.txt,16.53891051,-11.30096911,-3.823672485,8.0472490083
human,human,4000_story_1239.txt,9.7980235514,-1.663028115,6.8233513715,4.5860892925
human,human,4000_story_1262.txt,16.16888219,28.836480212,-8.209948556,-0.615998748
human,human,4000_story_1271.txt,30.879419144,32.558335031,1.2594835633,-0.473471159
human,human,4000_story_1274.txt,28.625909088,5.8845875931,15.934087884,7.0538273147
human,human,4000_story_1279.txt,30.301980719,8.3027367657,15.869778917,8.9855354467
human,human,4000_story_1285.txt,19.621884392,30.827370265,3.486938226,0.5042099583
llm_free,ai,4000_story_1292_llm_free.txt,-7.357305874,-3.892372555,13.30372862,4.7111588585
human,human,4000_story_1302.txt,29.914325001,4.4109437011,13.491304383,1.5043749163
llm,ai,4000_story_1327_llm.txt,2.0690637334,-8.107360187,2.9361903343,4.7050791969
human,human,4000_story_1337.txt,-1.208535767,29.026309679,-18.18307829,-1.615912755
llm,ai,4000_story_1337_llm.txt,-10.30243146,25.183154206,-14.58644643,-2.953922861
human,human,4000_story_1342.txt,-4.375017335,26.784899694,-19.61079082,0.5647012411
human,human,4000_story_1343.txt,7.8412299656,19.065706865,-14.41325865,-2.566627717
human,human,4000_story_1345.txt,-1.695806712,21.238875685,-16.19174949,-4.737456509
human,human,4000_story_1354.txt,9.1966611916,28.8572129,-12.10272441,-0.123844684
human,human,4000_story_1369.txt,9.9339213057,33.416157075,-13.24515823,-2.469122214
llm,ai,4000_story_1369_llm.txt,-6.140248458,29.621191851,-11.22852604,-3.858133705
human,human,4000_story_1386.txt,2.6257682106,10.785186692,-19.05906072,-3.326339559
human,human,4000_story_1399.txt,7.459178534,33.560192398,-17.06096936,-1.852226323
human,human,4000_story_1418.txt,1.3686702074,12.094165474,-14.69238384,-3.245071364
human,human,4000_story_1434.txt,-0.114729142,4.0154803461,-22.74733093,-6.926676191
llm,ai,4000_story_1434_llm.txt,-9.37128605,22.028023277,-9.993369987,-6.08786295
human,human,4000_story_1474.txt,0.0380412659,19.855121661,-17.87552185,-2.116199593
human,human,4000_story_1479.txt,16.681067764,33.365358704,-11.02583152,-3.029848536
human,human,4000_story_1483.txt,13.966731533,23.104546952,-15.58927659,-1.84248199
human,human,4000_story_1515.txt,-4.959410609,1.6167417675,-17.37126957,-3.27157314
human,human,4000_story_1533.txt,-3.976774388,24.509799684,-16.43365643,-3.870590878
human,human,4000_story_1757.txt,30.611790023,8.9386400349,5.7286291666,6.4394492563
llm,ai,4000_story_1757_llm.txt,13.930837502,2.4769019881,14.395596446,6.2499504065
human,human,4000_story_1764.txt,34.496479153,26.584878829,2.8844917988,1.6699741232
llm,ai,4000_story_1764_llm.txt,-1.284869913,29.542156926,2.9815521687,0.972385813
human,human,4000_story_1770.txt,33.225870706,-9.037580724,4.8375625603,1.5583648888
human,human,4000_story_1796.txt,34.524983604,7.4488505697,9.4587949064,0.3304779766
llm,ai,4000_story_1797_llm.txt,-4.610223864,28.237586779,-9.224469909,-0.113894462
human,human,4000_story_1799.txt,27.984927116,1.4775627232,0.9098107084,3.0375584548
human,human,4000_story_1808.txt,-3.364491896,8.2929258042,-13.98079968,-2.436881534
human,human,4000_story_1812.txt,1.172319207,31.152780752,-10.4745151,0.2726574951
human,human,4000_story_1818.txt,48.675835492,-3.756805834,6.8418802392,4.4884603339
human,human,4000_story_1819.txt,38.2370786,-4.571296607,14.272983851,2.5434019443
llm,ai,4000_story_1823_llm.txt,-10.8586848,17.735789162,-14.54747367,-1.715427351
human,human,4000_story_1831.txt,5.9156672268,10.728288014,-4.610715371,-6.310385216
human,human,4000_story_1834.txt,27.291465106,-4.059769741,22.385055436,3.3395482717
llm,ai,4000_story_1834_llm.txt,-1.698561619,-13.40952305,14.839074411,4.9233243042
human,human,4000_story_1841.txt,3.4049182297,10.133085952,-19.0619415,-1.979082828
llm,ai,4000_story_1841_llm.txt,-14.00344133,9.9220020143,-15.04935819,-1.458044342
human,human,4000_story_1843.txt,-4.770749421,20.224696301,-22.9740639,-4.645211184
llm,ai,4000_story_1843_llm.txt,-11.67538356,23.167625894,-15.9623726,-4.565881087
llm_free,ai,4000_story_1843_llm_free.txt,-0.413958173,-14.38803962,17.163031664,3.8250344962
human,human,4000_story_1844.txt,-5.334262727,13.731629239,-21.28114063,-6.963752261
llm,ai,4000_story_1844_llm.txt,-14.65740399,19.095634344,-15.64853759,-5.772895866
human,human,4000_story_1846.txt,3.6910917642,23.372199358,-21.33689662,-4.84348255
llm,ai,4000_story_1846_llm.txt,-11.0580718,28.79614993,-12.62972031,-2.512951735
human,human,4000_story_1847.txt,10.540859384,32.343477474,-17.79017328,-6.302208406
llm,ai,4000_story_1847_llm.txt,-3.71245321,25.984499995,-7.313980026,-5.578872454
human,human,4000_story_1854.txt,0.5344606232,13.152500997,-20.16545734,-4.282843791
llm,ai,4000_story_1854_llm.txt,-7.926517571,24.258937815,-14.62431972,-4.667077921
human,human,4000_story_1855.txt,4.6252004492,10.263378682,-18.81700096,-4.262229175
human,human,4000_story_1856.txt,-1.063866345,28.822488638,-23.29801992,-1.53151411
llm,ai,4000_story_1856_llm.txt,-9.340529011,39.97881849,-13.03573366,0.2277474951
human,human,4000_story_1857.txt,1.131955757,17.523699338,-14.45265414,-1.20209217
human,human,4000_story_1860.txt,-3.788610722,0.2764010903,-17.86328577,-1.861782471
llm,ai,4000_story_1860_llm.txt,-13.83275784,2.9531485343,-14.43963414,-1.488224023
human,human,4000_story_1864.txt,0.1675679151,24.597095246,-18.56468058,-1.629206364
llm,ai,4000_story_1864_llm.txt,-10.41723326,25.364726714,-14.76626974,-0.719229728
llm,ai,4000_story_1894_llm.txt,16.9002258,-6.255940077,14.743540769,-0.321657356
human,human,4000_story_1911.txt,27.801275055,-4.882532236,3.5475814116,0.9755240844
human,human,4000_story_1915.txt,34.515206249,-1.657019131,4.5214302966,-1.335421344
llm,ai,4000_story_1932_llm.txt,12.724091547,-5.934762969,7.5535048804,4.6047454162
human,human,4000_story_1952.txt,30.276613385,-6.687678338,6.1466917592,-2.190704138
human,human,4000_story_2016.txt,31.865915905,8.1074791883,11.481798666,1.3356731596
human,human,4000_story_2027.txt,24.141342113,35.547882719,3.0663900292,-0.303704766
human,human,4000_story_2029.txt,35.723303284,12.203127547,9.5158405338,-1.214445219
human,human,4000_story_2034.txt,19.226210615,26.838461943,0.6493098317,6.6244039909
llm,ai,4000_story_2034_llm.txt,-8.905449086,25.598852668,-3.199335098,4.9475811354
human,human,4000_story_2035.txt,17.370476107,14.918049197,-4.571403417,9.2781445388
llm,ai,4000_story_2035_llm.txt,5.8729351235,23.245606271,0.6551497449,4.7062208398
llm,ai,4000_story_2053_llm.txt,-1.929642071,5.5615185031,10.186276333,6.9928250319
llm,ai,4000_story_2056_llm.txt,-2.596759927,33.416196237,5.0407719257,5.3399479338
human,human,4000_story_2063.txt,25.036055097,1.6331878367,5.1922099972,14.35391085
llm,ai,4000_story_2063_llm.txt,11.002925197,4.902846188,12.473771089,6.7619666878
human,human,4000_story_2069.txt,29.068161426,6.2382638626,-2.11818705,1.6970731388
human,human,4000_story_2070.txt,9.7355263259,25.127604864,-16.95091705,-5.406181901
human,human,4000_story_2073.txt,32.10713296,9.0162855548,-0.109156864,3.7754450312
llm,ai,4000_story_2073_llm.txt,12.276863481,2.0594068728,8.0729945581,6.2537338105
human,human,4000_story_2074.txt,31.439715283,4.2288782082,-4.105349528,-2.011747898
human,human,4000_story_2075.txt,6.9363459896,13.976324939,-19.13535475,-3.299249605
human,human,4000_story_2076.txt,0.4452760931,7.5596409339,-14.8028702,-3.905527382
llm_free,ai,4000_story_2079_llm_free.txt,1.5960092964,-9.198363859,14.422387686,2.562141757
human,human,4000_story_2082.txt,14.272777445,15.402509504,0.7918486728,8.6169657741
llm,ai,4000_story_2082_llm.txt,3.416479229,-1.281052421,-4.088399672,6.2767242762
human,human,4000_story_2089.txt,9.6509687105,3.7948079532,-3.615298283,8.1412548599
human,human,4000_story_2090.txt,-0.858394351,6.4514601526,-8.785804995,4.6851341678
human,human,4000_story_2092.txt,19.594790485,35.148007235,7.8942768741,-0.916622524
human,human,4000_story_2094.txt,28.154200751,35.301224564,1.9284247144,-2.985139521
human,human,4000_story_2098.txt,17.533284782,47.478198475,-6.791172595,-4.238842136
llm,ai,4000_story_2098_llm.txt,-3.613631186,41.32125258,0.2527962045,-1.530208865
human,human,4000_story_2100.txt,27.675824263,16.633743869,9.4970675326,3.7128870023
human,human,4000_story_2102.txt,16.820809454,34.251069633,-2.999206484,4.7390813648
llm,ai,4000_story_2102_llm.txt,9.9484958041,41.730375536,1.9765548933,2.0330530431
llm_free,ai,4000_story_2103_llm_free.txt,-9.260120992,-4.663933015,14.57983754,4.0738015177
llm,ai,4000_story_2133_llm.txt,1.5488967217,41.705950755,-0.025824973,2.1932811381
human,human,4000_story_2178.txt,4.3237757069,31.464439331,-10.21228601,2.3476427345
human,human,4000_story_2259.txt,27.694043658,-9.681460159,10.913741072,-2.364833629
human,human,4000_story_2291.txt,2.4461554676,-1.575255892,-16.12372667,-0.486706451
human,human,4000_story_2293.txt,6.8587080926,27.27764173,-11.16089113,-5.569331912
human,human,4000_story_2305.txt,30.894352612,-10.78288069,3.7248553321,8.8706274575
llm,ai,4000_story_2305_llm.txt,10.28580715,-6.825332221,16.66284589,8.2022299519
llm,ai,4000_story_2312_llm.txt,3.1963165218,-6.822637841,0.9720673667,4.6836107018
human,human,4000_story_2320.txt,30.860804663,-1.934212931,8.1959657856,2.6370564892
human,human,4000_story_2322.txt,15.409267532,-10.46180245,2.6581110245,6.2193168193
llm,ai,4000_story_2325_llm.txt,19.474346535,1.7780331452,6.3003722156,5.1195900594
llm,ai,4000_story_2341_llm.txt,-5.286424054,-6.689842244,-3.07227187,-5.963046815
human,human,4000_story_2352.txt,27.193802512,0.1076461323,4.5602862972,2.1119714672
llm,ai,4000_story_2352_llm.txt,10.804796822,-5.558720743,7.3615067478,5.6136717291
human,human,4000_story_2353.txt,30.249899429,0.4140970101,-8.923151433,-0.580623066
human,human,4000_story_2370.txt,3.8089235539,41.662938562,-9.747058062,-2.486000266
llm,ai,4000_story_2370_llm.txt,-1.272647441,31.599981766,-2.833324566,-3.107389336
human,human,4000_story_2373.txt,9.5978067079,25.503269521,-17.20176673,-1.010084077
human,human,4000_story_2376.txt,27.345244251,0.4622424329,0.8127077968,-1.720902039
human,human,4000_story_2387.txt,14.646640513,35.476837197,-13.43721041,-1.162696137
llm,ai,4000_story_2387_llm.txt,-4.641573368,30.386074449,-7.482770411,-2.579025014
human,human,4000_story_2388.txt,14.753427385,-9.555155987,-4.558859776,24.353530029
llm,ai,4000_story_2388_llm.txt,0.0494479228,2.7640629773,-2.060004215,5.5655143831
human,human,4000_story_2391.txt,19.418953875,-12.99400696,1.1473923966,31.045013493
llm,ai,4000_story_2391_llm.txt,9.3536300959,-3.434729144,-2.27780182,5.0787342462
human,human,4000_story_2396.txt,8.9304476897,19.82046486,-14.71983161,-0.507624031
human,human,4000_story_2397.txt,0.4948340183,16.242264522,-17.75590998,-0.190515137
human,human,4000_story_2400.txt,3.77963246,-1.300758883,-19.28738159,-1.456138589
human,human,4000_story_2402.txt,16.44690833,32.697698403,-14.50558087,-1.874488245
human,human,4000_story_2405.txt,20.193563486,-0.630046242,-4.02922423,20.054039601
llm,ai,4000_story_2405_llm.txt,1.7945717568,4.5404712773,1.6077877448,6.691217438
human,human,4000_story_2408.txt,8.7435845027,-8.563638531,-2.884214701,22.976501202
human,human,4000_story_2410.txt,10.494649393,16.703631144,-14.36578328,-3.235980092
human,human,4000_story_2573.txt,8.3242021917,-1.740352418,-7.250663432,-5.754803829
human,human,4000_story_2594.txt,5.7824196289,20.92704902,-18.05384702,-2.487263251
llm,ai,4000_story_2594_llm.txt,-13.97100331,5.3884834788,-16.77543845,-4.920742581
human,human,4000_story_2599.txt,3.2129200058,34.449694948,-16.73911996,-4.650763891
human,human,4000_story_2611.txt,12.842529078,34.153487158,-17.74059456,-5.07374326
llm,ai,4000_story_2611_llm.txt,-8.450075793,13.111212029,-16.94526382,-5.643896269
human,human,4000_story_2613.txt,0.354234464,22.968398291,-20.97433877,-4.463181678
human,human,4000_story_2616.txt,3.0446205593,4.0328700287,-18.02957957,-6.447444028
llm,ai,4000_story_2616_llm.txt,-14.97606135,1.3930763467,-14.97505198,-4.679963929
human,human,4000_story_2630.txt,-3.204193359,-4.814106494,-18.62346402,-1.578425323
human,human,4000_story_2632.txt,4.964261806,8.4983526079,-16.24862946,-3.446033745
human,human,4000_story_2633.txt,-1.337120136,-9.737141308,-14.20297356,-2.139720562
human,human,4000_story_2639.txt,-1.420825668,5.3895960043,-21.03673948,-2.902543764
llm,ai,4000_story_2639_llm.txt,-12.54975786,7.8083857862,-14.23210739,-3.98595786
human,human,4000_story_2644.txt,0.9229658846,29.086065103,-19.83406043,-4.514287038
llm,ai,4000_story_2644_llm.txt,-13.79965882,10.275406331,-13.05277223,-5.159085785
human,human,4000_story_2648.txt,2.7397347465,20.073357085,-19.45114312,-6.894800488
llm,ai,4000_story_2648_llm.txt,-15.06102738,13.750653272,-11.34417343,-5.361143011
human,human,4000_story_2654.txt,-7.550694991,57.323000788,-23.16723388,-4.97135955
llm,ai,4000_story_2654_llm.txt,-10.86377571,76.776587863,-15.91089211,-3.614707751
human,human,4000_story_2655.txt,27.472619243,8.5679126548,8.4594412006,7.6169603303
human,human,4000_story_2666.txt,23.239088096,5.452027942,9.6268229787,4.8101817098
llm,ai,4000_story_2666_llm.txt,18.85676958,-8.731943784,14.829268695,3.5283430168
human,human,4000_story_2667.txt,29.567489327,2.9430199175,8.3404659415,6.2124341776
human,human,4000_story_2670.txt,27.0518763,-6.852885449,3.4736127745,5.0821209487
llm_free,ai,4000_story_2670_llm_free.txt,-13.2498511,-2.600817051,11.50749846,6.3542534452
human,human,4000_story_2675.txt,14.787489325,-6.488572711,2.5880994819,8.0109916808
human,human,4000_story_2678.txt,47.437453463,-11.26138054,8.6172031985,4.4984927279
llm,ai,4000_story_2678_llm.txt,20.461036567,-11.12973877,20.916987809,5.8471712078
human,human,4000_story_2682.txt,27.523070622,-6.281426846,7.4880064839,1.2282092079
llm,ai,4000_story_2704_llm.txt,-1.920534354,10.60801352,3.6214918037,6.4505280604
human,human,4000_story_2779.txt,7.6919537704,11.082344717,-6.718805753,-5.156116137
human,human,4000_story_2860.txt,30.151232846,8.1502523533,9.8314752444,0.3616864147
human,human,4000_story_2878.txt,6.5845060948,13.564275569,-15.27993859,-4.300124059
human,human,4000_story_2884.txt,-7.329816483,29.240520143,-13.25877367,-3.24765656
llm,ai,4000_story_2884_llm.txt,-11.50830233,3.9341304961,-12.49490829,-5.664524567
human,human,4000_story_2887.txt,0.5030960826,8.9597890131,-18.65922566,-5.851272311
human,human,4000_story_2890.txt,10.710034034,3.2525746345,-15.62271839,-4.152805998
human,human,4000_story_2895.txt,-3.734996577,9.1185453608,-18.99661387,-6.318703738
human,human,4000_story_2897.txt,9.0437052439,20.483557952,-16.38832999,-5.448051969
llm,ai,4000_story_2897_llm.txt,-2.622668874,32.656428653,-7.708447866,-1.228341045
human,human,4000_story_2900.txt,3.0963054928,2.6173334033,-17.2246824,-3.690107368
human,human,4000_story_2903.txt,8.9677199585,36.909199816,-15.64836184,-4.5633643
human,human,4000_story_2908.txt,27.861610432,7.8982251529,3.3296891355,1.5973839934
human,human,4000_story_2911.txt,32.41945706,0.6633940003,10.05786987,-0.075758356
human,human,4000_story_2920.txt,31.104998372,11.755033035,0.7744509665,4.399240837
human,human,4000_story_2921.txt,18.681963245,24.622775536,5.041299772,8.2187743692
llm,ai,4000_story_2921_llm.txt,9.3612879264,6.4854741337,0.8876795582,5.6460207931
llm_free,ai,4000_story_2933_llm_free.txt,-15.25628424,-12.18399032,7.1394911682,5.2034280589
human,human,4000_story_2934.txt,11.825589862,29.303033828,-0.333823951,3.5905970629
human,human,4000_story_2935.txt,15.117537471,36.203899664,-2.150055727,-1.256238044
human,human,4000_story_2937.txt,4.9147979846,30.131556971,-18.68921789,0.5430122163
human,human,4000_story_2939.txt,-0.041535641,32.319664634,-13.57467539,1.0778685092
human,human,4000_story_2944.txt,-3.723746755,12.949159941,-19.46789956,-2.669592615
human,human,4000_story_2950.txt,26.303668053,31.242995308,0.2476133762,0.9302420924
llm,ai,4000_story_2950_llm.txt,12.827781009,32.499593583,4.1411171868,1.7572367256
human,human,4000_story_2965.txt,10.646101565,40.137568308,-12.34474874,-2.340194659
llm,ai,4000_story_2965_llm.txt,-6.596810566,38.408525687,-11.34787214,-3.923152299
llm,ai,4000_story_2979_llm.txt,-4.973020594,39.496241118,-6.397646937,-3.075425001
llm,ai,4000_story_3052_llm.txt,-9.19147261,32.167846424,-3.975458447,-2.891656506
human,human,4000_story_3054.txt,9.276458154,11.231556963,-19.9790528,-4.386382997
llm,ai,4000_story_3054_llm.txt,-5.934322679,35.981194008,-7.605343556,0.8333230853
llm,ai,4000_story_3069_llm.txt,-0.205108824,46.638365513,-3.684649463,2.4570499208
human,human,4000_story_3078.txt,7.2426896455,6.7471890797,0.5403435178,5.3995496351
llm,ai,4000_story_3079_llm.txt,0.8219922094,-3.08776504,1.9421119403,6.9318182714
human,human,4000_story_3089.txt,6.5480881496,30.507021485,-4.511376609,-4.556806619
human,human,4000_story_3091.txt,13.707998004,-1.252330533,17.09659926,6.570862536
human,human,4000_story_3094.txt,16.947493842,5.9024285112,4.5360502219,7.781354614
human,human,4000_story_3098.txt,69.99153774,2.8896975777,33.028044197,14.822962339
llm,ai,4000_story_3098_llm.txt,22.725581434,-6.025296724,21.086043548,3.5911836731
human,human,4000_story_3121.txt,3.021141786,5.2343975144,-14.13627027,1.4722052536
