By ^in++++=By
and ^cc+cls+++=and
a ^at++++=a
Swiss ^jj++++=Swiss
specialist ^jj++++=specialist
staying ^jj+++xvbg+=staying
three ^cd++++=three
weeks ^nns++++=weeks
at ^in++++=at
the ^ati++++=the
Grand ^jj+atrb+++=Grand
Hotel ^npl++++=Hotel.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
swallowed ^vbd+++xvbnx+=swallowed
powders ^nns+nom+++=powders
of ^in++++=of
asafoetida ^nn+++??+=asafoetida
and ^cc++++=and
pearl ^nn++++=pearl,
, ^zz++++=EXTRAWORD
tonics ^nns++++=tonics
containing ^vwbg+++xvbg+=containing
iron ^nn++++=iron
and ^cc++++=and
arsenic ^nn++++=arsenic,
, ^zz++++=EXTRAWORD
syrups ^vbz+++??+=syrups
advertised ^vbd+++xvbn+=advertised
for ^in++++=for
female ^jj+atrb+++=female
debility ^nn+nom+++=debility,
, ^zz++++=EXTRAWORD
sheep ^nns++++=sheep's-milk
's-milk ^nn+++??+=EXTRAWORD
curd ^nn++++=curd,
, ^zz++++=EXTRAWORD
boiled ^jj+atrb++xvbn+=boiled
neem ^nn+++??+=neem,
, ^zz++++=EXTRAWORD
powdered ^jj+atrb++xvbn+=powdered
coral ^nn++++=coral,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bitter ^jj+atrb+++=bitter
scrapings ^nns+++??+=scrapings
of ^in++++=of
a ^at++++=a
tree ^nn++++=tree
struck ^vwbn+++xvbn+=struck
by ^in++++=by
lightning ^nn++++=lightning.
. ^zz++++=EXTRAWORD
Leeches ^np+++??+=Leeches
were ^vbd+bed+aux++=were
applied ^vpsv++agls+xvbnx+=applied
to ^in++++=to
her ^pp$+pp3+++=her
ankles ^nns++++=ankles.
. ^zz++++=EXTRAWORD
A ^at++++=A
magnet ^nn++++=magnet
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
to ^in++++=to
her ^pp$+pp3+++=her
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
An ^at++++=An
astrologer ^nn++++=astrologer
advised ^vwbn+vpub++xvbn+=advised
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
sleep ^nn++++=sleep
facing ^vwbg+++xvbg+=facing
northwest ^nr++++=northwest
with ^in++++=with
seven ^cd++++=seven
grains ^nns++++=grains
of ^in++++=of
rice ^np++++=rice
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
helped ^vbd+++xvbn+=helped
for ^in++++=for
long ^nn++++=long.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
physician ^nn++++=physician
prescribed ^vbd+++xvbn+=prescribed
cold ^jj+atrb+++=cold
baths ^nns++++=baths
before ^in++++=before
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
forbade ^vbd+++xvbn+=forbade
bathing ^nvbg+++xvbg+=bathing
altogether ^nn+nom+++=altogether.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
demanded ^vbd+vsua++xvbn+=demanded
a ^at++++=a
diet ^nn++++=diet
of ^in++++=of
mutton ^nn++++=mutton
and ^cc++++=and
eggs ^nns++++=eggs;
; ^zz++++=EXTRAWORD
another ^dt++++=another
permitted ^jj+++xvbn+=permitted
only ^rb+down+++=only
pumpkin ^nn+++??+=pumpkin,
, ^zz++++=EXTRAWORD
plantain ^nn+++??+=plantain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rock ^npl++++=rock
salt ^jj++++=salt.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
instructed ^vpsv++agls+xvbnx+=instructed
to ^to+vcmp+++=to
avoid ^vbi++++=avoid
red ^jj+atrb+++=red
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
sour ^jj+atrb+++=sour
fruit ^nn++++=fruit,
, ^zz++++=EXTRAWORD
fried ^jj+atrb+++=fried
food ^nn++++=food,
, ^zz++++=EXTRAWORD
window ^nn++++=window
seats ^nns++++=seats,
, ^zz++++=EXTRAWORD
thunderstorms ^nns++++=thunderstorms,
, ^zz++++=EXTRAWORD
funerals ^nns+nom+++=funerals,
, ^zz++++=EXTRAWORD
weddings ^nns++++=weddings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
For ^in++++=For
six ^cd++++=six
months ^nns++++=months
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
an ^at++++=an
amulet ^nn++++=amulet
containing ^vwbg+++xvbg+=containing
the ^ati++++=the
whisker ^nn++++=whisker
of ^in++++=of
a ^at++++=a
black ^jj+atrb+++=black
cat ^nn++++=cat.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
attacks ^nn++++=attacks
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
sold ^vbd+++xvbn+=sold
it ^pp3+it+++=it
explained ^vbd+vpub++xvbn+=explained
that ^tht+vcmp+++=that
the ^ati++++=the
cat ^nn++++=cat
must ^md+nec+++=must
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
entirely ^rb+amp+++=entirely
black ^jj++++=black.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
sold ^vwbn+++xvbn+=sold
his ^pp$+pp3+++=his
watch ^nn++++=watch,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
her ^pp3o+pp3+++=her
mother ^npt++++=mother's
's ^$++++=EXTRAWORD
brass ^nn++++=brass
cooking ^vwbg+++xvbg+=cooking
pots ^nns++++=pots,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
narrow ^nn++++=narrow
strip ^vb++++=strip
of ^in++++=of
land ^nn++++=land
outside ^jjb++++=outside
Krishnanagar ^np+++??+=Krishnanagar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kept ^vbd+++xvbnx+=kept
a ^at++++=a
notebook ^nn++++=notebook
of ^in++++=of
her ^pp$+pp3+++=her
paroxysms ^vbz+++??+=paroxysms
their ^pp$+pp3+++=their
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
duration ^nn+nom+++=duration,
, ^zz++++=EXTRAWORD
severity ^nn+nom+++=severity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
possible ^jj+atrb+++=possible
cause ^nn++++=cause
but ^cc++++=but
died ^vpsv++agls+xvbn+=died
before ^in++++=before
discovering ^xvbg+++xvbg+=discovering
a ^at++++=a
pattern ^nn++++=pattern.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
years ^nns++++=years
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
Bibi ^np+++??+=Bibi
came ^vbd+++xvbn+=came
to ^to++++=to
live ^vbi++++=live
with ^in+ppvb+++=with
her ^pp$+pp3+++=her
cousin ^nn++++=cousin
Haldar ^np+++??+=Haldar,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
occupied ^vbd+++xvbn+=occupied
two ^cd++++=two
rooms ^nns++++=rooms
and ^cc++++=and
ran ^vbd+++xvbn+=ran
a ^at++++=a
cosmetics ^nns++++=cosmetics
business ^nns+nom+++=business
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
floor ^nn++++=floor
of ^in++++=of
our ^pp$+pp1+++=our
building ^nvbg+++xvbg+=building.
. ^zz++++=EXTRAWORD
Haldar ^np++++=Haldar's
's ^$++++=EXTRAWORD
shop ^nn++++=shop
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
Fancy ^jj+atrb+++=Fancy
Palace ^nn++++=Palace,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
palatial ^jj++++=palatial
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
dim ^jj+atrb+++=dim
cubicle ^nn+++??+=cubicle
between ^in++++=between
a ^at++++=a
bicycle ^nn++++=bicycle
repair ^vb++++=repair
stall ^nn++++=stall
and ^cc++++=and
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
sharpened ^vprf+++xvbn+=sharpened
knives ^nns++++=knives.
. ^zz++++=EXTRAWORD
From ^in++++=From
iron ^nn++++=iron
shelves ^nns++++=shelves
Haldar ^np+++??+=Haldar
sold ^vwbn+++xvbn+=sold
cold ^jj+atrb+++=cold
cream ^nn++++=cream,
, ^zz++++=EXTRAWORD
hair ^nn++++=hair
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
shaving ^nvbg+++xvbg+=shaving
soap ^nn++++=soap,
, ^zz++++=EXTRAWORD
talcum ^nn+++??+=talcum
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
bindis ^nns+++??+=bindis,
, ^zz++++=EXTRAWORD
combs ^nns+++??+=combs,
, ^zz++++=EXTRAWORD
nail ^vb++++=nail
enamel ^nn++++=enamel,
, ^zz++++=EXTRAWORD
cheap ^jj+atrb+++=cheap
cologne ^np++++=cologne,
, ^zz++++=EXTRAWORD
skin ^nn++++=skin-lightening
- ^zz++++=EXTRAWORD
lightening ^vbg+++xvbg+=EXTRAWORD
lotion ^nn++++=lotion,
, ^zz++++=EXTRAWORD
packets ^nns++++=packets
of ^in++++=of
henna ^nn+++??+=henna,
, ^zz++++=EXTRAWORD
glass ^nn++++=glass
bangles ^nns++++=bangles,
, ^zz++++=EXTRAWORD
imitation ^nn+nom+++=imitation
sandalwood ^nn+++??+=sandalwood
paste ^nn++++=paste,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lipstick ^nn++++=lipstick
in ^in++++=in
colors ^nns++++=colors
called ^vbd+++xvbn+=called
Imperial ^np++++=Imperial
Rose ^vbd+++xvbn+=Rose,
, ^zz++++=EXTRAWORD
Bombay ^np++++=Bombay
Flame ^nn++++=Flame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Paris ^np++++=Paris
Evening ^nn++++=Evening.
. ^zz++++=EXTRAWORD
A ^at++++=A
naked ^jj+atrb+++=naked
bulb ^nn++++=bulb
burned ^vbd+++xvbn+=burned
above ^jjb++++=above
the ^ati++++=the
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
In ^in++++=In
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
the ^ati++++=the
jars ^nns++++=jars
sweated ^vbd+++xvbn+=sweated.
. ^zz++++=EXTRAWORD
Bibi ^np+++??+=Bibi
kept ^vbd+++xvbn+=kept
the ^ati++++=the
accounts ^nns++++=accounts.
. ^zz++++=EXTRAWORD
From ^in++++=From
ten ^cd++++=ten
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
until ^cs+sub+++=until
seven ^cd++++=seven
at ^in++++=at
night ^nn++++=night
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
in ^in++++=in
the ^ati++++=the
storeroom ^nn++++=storeroom
upstairs ^jjb++++=upstairs,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
stock ^nn++++=stock
into ^in++++=into
ledgers ^nns+nom+++=ledgers:
: ^zz++++=EXTRAWORD
six ^cd++++=six
dozen ^cd++++=dozen
eyebrow ^nn++++=eyebrow
pencils ^nns++++=pencils,
, ^zz++++=EXTRAWORD
three ^cd++++=three
dozen ^cd++++=dozen
tins ^nns++++=tins
of ^in++++=of
jasmine ^np++++=jasmine
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
bottles ^nns++++=bottles
of ^in++++=of
coconut ^nn++++=coconut
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
less ^ql++++=less
two ^cd++++=two
broken ^jj+++xvbn+=broken
in ^in++++=in
transit ^nn++++=transit.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pasted ^vbd+++xvbnx+=pasted
labels ^nns++++=labels,
, ^zz++++=EXTRAWORD
folded ^jj+atrb++xvbn+=folded
cartons ^nns++++=cartons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
separated ^xvbn+++xvbn+=separated
cracked ^vbd+++xvbn+=cracked
bangles ^nns++++=bangles
from ^in++++=from
sound ^nn++++=sound
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
paid ^vbd+++xvbn+=paid.
. ^zz++++=EXTRAWORD
Haldar ^np+++??+=Haldar
said ^vbd+vpub++xvbn+=said
her ^pp$+pp3+++=her
food ^nn++++=food
and ^cc++++=and
lodging ^nn++++=lodging
were ^vbd+bed+vrb++=were
payment ^nn+nom+++=payment
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
use ^nn++++=use
would ^md+prd+++=would
money ^vb++++=money
be ^vb+be+vrb++=be
to ^in++++=to
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
cannot ^md+pos+not++=cannot
cross ^vb++++=cross
a ^at++++=a
street ^nn++++=street
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
entirely ^rb+amp+++=entirely
true ^jj++++=true.
. ^zz++++=EXTRAWORD
Bibi ^np+++??+=Bibi
crossed ^vbd+++xvbn+=crossed
streets ^nns++++=streets
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
wished ^vbd+vprv++xvbnx+=wished,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
so ^rb++++=so
with ^in++++=with
her ^pp$+pp3+++=her
arms ^nns++++=arms
extended ^vbd+++xvbn+=extended
and ^cc+phrs+++=and
blamed ^vbd+++xvbn+=blamed
buses ^nns++++=buses
for ^in++++=for
targeting ^xvbg+++xvbg+=targeting
her ^pp3o+pp3+++=her
personally ^rb++++=personally.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read,
, ^zz++++=EXTRAWORD
add ^vb+vpub+++=add
columns ^nns++++=columns
without ^in++++=without
error ^nn++++=error,
, ^zz++++=EXTRAWORD
sew ^nn+++??+=sew
on ^in++++=on
a ^at++++=a
button ^nn++++=button,
, ^zz++++=EXTRAWORD
grind ^nn+++??+=grind
spices ^nns++++=spices,
, ^zz++++=EXTRAWORD
rinse ^nn++++=rinse
rice ^nn++++=rice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
identify ^vb++++=identify
by ^in++++=by
smell ^nn++++=smell
which ^whp+rel+obj++=which
brand ^nn++++=brand
of ^in++++=of
hair ^nn++++=hair
oil ^nn++++=oil
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
rancid ^jj++++=rancid.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
cook ^vb++++=cook
a ^at++++=a
complete ^jj+atrb+++=complete
meal ^nn++++=meal,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
Haldar ^np++++=Haldar's
's ^$++++=EXTRAWORD
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
we ^pp1a+pp1+++=we
called ^vbd+++xvbn+=called
simply ^rb++++=simply
the ^ati++++=the
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
allow ^vb++++=allow
her ^pp$+pp3+++=her
near ^in+pl+++=near
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
she ^pp3a+pp3+++=she
collapses ^nns+++??+=collapses
into ^in++++=into
the ^ati++++=the
flame ^nn++++=flame,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
will ^md+prd+++=will
answer ^vb++++=answer?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
wife ^nn++++=wife
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+aux++=was
Bibi ^np+++??+=Bibi
permitted ^vbd+++xvbn+=permitted
to ^to+vcmp+++=to
carry ^vbi++++=carry
the ^ati++++=the
baby ^nn++++=baby
of ^in++++=of
the ^ati++++=the
woman ^nn++++=woman
downstairs ^jjb++++=downstairs,
, ^zz++++=EXTRAWORD
fetch ^vb++++=fetch
water ^nn++++=water
from ^in++++=from
the ^ati++++=the
pump ^nn++++=pump,
, ^zz++++=EXTRAWORD
slice ^vb++++=slice
vegetables ^nns++++=vegetables,
, ^zz++++=EXTRAWORD
light ^jj+atrb+++=light
incense ^nn++++=incense,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
be ^vb+be+aux++=be
left ^vpsv++agls+xvbnx+=left
with ^in++++=with
a ^at++++=a
pressure ^nn++++=pressure
cooker ^nn++++=cooker.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ate ^vbd+++xvbnx+=ate
after ^in++++=after
Haldar ^np+++??+=Haldar
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept
behind ^in+pl+++=behind
a ^at++++=a
curtain ^nn++++=curtain
in ^in++++=in
their ^pp$+pp3+++=their
front ^jjb+atrb+++=front
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spent ^vbd+++xvbn+=spent
her ^pp$+pp3+++=her
evenings ^nns++++=evenings
on ^in++++=on
the ^ati++++=the
landing ^nvbg+++xvbg+=landing,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
our ^pp$+pp1+++=our
families ^nns++++=families
through ^in++++=through
the ^ati++++=the
doors ^nns++++=doors.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
deepest ^jjt+atrb+++=deepest
complaint ^nn++++=complaint
