# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
summer ^nn++++=summer
rain ^nn++++=rain
fell ^vbd+++xvbn+=fell
in ^in++++=in
furious ^jj+atrb+++=furious
sheets ^nns++++=sheets
and ^cc++++=and
stopped ^vpsv++agls+xvbn+=stopped
without ^in++++=without
warning ^nn++++=warning,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
yard ^nn++++=yard
steaming ^vwbg+++xvbg+=steaming.
. ^zz++++=EXTRAWORD
The ^ati++++=The
summer ^nn++++=summer
millipedes ^vbz+++??+=millipedes
curled ^vbd+++xvbn+=curled
into ^in++++=into
black ^jj+atrb+++=black
bracelets ^nns+nom+++=bracelets
along ^in++++=along
the ^ati++++=the
veranda ^nn++++=veranda.
. ^zz++++=EXTRAWORD
The ^ati++++=The
summer ^nn++++=summer
Grandmama ^np+++??+=Grandmama
killed ^vbd+++xvbn+=killed
a ^at++++=a
chicken ^nn++++=chicken
for ^in++++=for
Nonso ^np+++??+=Nonso
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
beaten ^vprf+++xvbnx+=beaten
Dozie ^np+++??+=Dozie
in ^in++++=in
a ^at++++=a
race ^nn++++=race
from ^in++++=from
the ^ati++++=the
gate ^nn++++=gate
to ^in++++=to
the ^ati++++=the
breadfruit ^nn+++??+=breadfruit
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
summer ^nn++++=summer
your ^pp$+pp2+++=your
mother ^nn++++=mother
began ^vbd+++xvbn+=began
to ^to++++=to
smoke ^vbi++++=smoke
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
summer ^nn++++=summer
your ^pp$+pp2+++=your
father ^npt++++=father
said ^vbd+vpub+tht0+xvbn+=said
America ^np++++=America
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
your ^pp$+pp2+++=your
mother ^npt++++=mother
too ^ql++++=too
sharp ^np++++=sharp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
your ^pp$+pp2+++=your
mother ^npt++++=mother
said ^vbd+vpub+tht0+xvbn+=said
Nigeria ^np++++=Nigeria
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
him ^pp3o+pp3+++=him
to ^in++++=to
mistake ^nn++++=mistake
silence ^nn+nom+++=silence
for ^in++++=for
obedience ^nn+nom+++=obedience.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
summer ^nn++++=summer
Nonso ^np+++??+=Nonso
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
is ^vbz+bez+aux++=is
sealed ^vpsv++agls+xvbnx+=sealed
and ^cc++++=and
medicinal ^jj++++=medicinal.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
has ^vbz+hvz+aux++=has
opened ^vprf+++xvbnx+=opened
the ^ati++++=the
shutters ^nns+nom+++=shutters,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
dust ^nn++++=dust
still ^rb++++=still
floats ^vbz++++=floats
in ^in++++=in
the ^ati++++=the
bars ^nns++++=bars
of ^in++++=of
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Grandmama ^np++++=Grandmama's
's ^$++++=EXTRAWORD
furniture ^nn++++=furniture
remains ^nns++++=remains
where ^wrb+who+++=where
it ^pp3+it+++=it
always ^rb++++=always
was ^vbd+bedz+vrb++=was:
: ^zz++++=EXTRAWORD
the ^ati++++=the
brown ^jj+atrb+++=brown
sofa ^nn++++=sofa
with ^in++++=with
wooden ^jj+atrb+++=wooden
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
the ^ati++++=the
glass ^nn++++=glass
cabinet ^nn++++=cabinet
crowded ^vbd+++xvbn+=crowded
with ^in++++=with
cups ^nns++++=cups
nobody ^pn++++=nobody
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
use ^vb++++=use,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
shaped ^vbd+++xvbn+=shaped
like ^in++++=like
a ^rb++++=a
little ^rb"++++=little
house ^nn++++=house.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clock ^nn++++=clock
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
twelve ^cd++++=twelve
minutes ^nns++++=minutes
past ^jjb++++=past
four ^cd++++=four.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wonder ^vb++++=wonder
whether ^cs+who+++=whether
this ^dt+dem+++=this
happened ^jj+++xvbn+=happened
on ^in++++=on
the ^ati++++=the
day ^nn++++=day
Grandmama ^np+++??+=Grandmama
died ^vbd+++xvbn+=died
or ^cc+cls+++=or
whether ^cs+who+++=whether
Dozie ^np+++??+=Dozie
left ^vbd+++xvbn+=left
it ^pp3+it+++=it
that ^dt+dem+++=that
way ^nn++++=way
because ^cs+cos+++=because
twelve ^cd++++=twelve
minutes ^nns++++=minutes
past ^jjb++++=past
four ^cd++++=four
looked ^vbd+++xvbn+=looked
final ^jj++++=final.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
photograph ^nn++++=photograph
sits ^vbz++++=sits
on ^in++++=on
the ^ati++++=the
cabinet ^nn++++=cabinet.
. ^zz++++=EXTRAWORD
In ^in++++=In
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
younger ^jjr+pred+++=younger
than ^in++++=than
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wears ^vbz++++=wears
a ^at++++=a
head ^jjb+atrb+++=head
tie ^nn++++=tie
with ^in++++=with
stiff ^jj+atrb+++=stiff
wings ^nns++++=wings
and ^cc++++=and
looks ^nns++++=looks
beyond ^in++++=beyond
the ^ati++++=the
photographer ^nn+nom+++=photographer
as ^cs+sub+++=as
if ^cs+cnd+++=if
someone ^pn++++=someone
more ^rbr++++=more
important ^jj++++=important
has ^vbz+hvz+aux++=has
entered ^vprf+++xvbnx+=entered
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
kept ^vbd+++xvbn+=kept
everything ^pn++++=everything,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
everything ^pn++++=everything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
goes ^vbz++++=goes
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen
to ^to++++=to
bring ^vbi++++=bring
water ^nn++++=water.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remain ^vb++++=remain
beside ^in+pl+++=beside
the ^ati++++=the
cabinet ^nn++++=cabinet,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
tiny ^jj+atrb+++=tiny
rust ^nn++++=rust-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
stain ^nn++++=stain
marks ^nns++++=marks
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
ten ^cd++++=ten,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
believed ^vbd+vprv+tht0+xvbn+=believed
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Nonso ^np++++=Nonso's
's ^$++++=EXTRAWORD
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
carried ^j+++xvbn+=carried
in ^in++++=in
somehow ^rb++++=somehow
on ^in++++=on
Grandmama ^np++++=Grandmama's
's ^$++++=EXTRAWORD
wrapper ^nn++++=wrapper
or ^cc++++=or
on ^in++++=on
the ^ati++++=the
hands ^nns++++=hands
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+obj++=who
lifted ^jj+++xvbn+=lifted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
you ^pp2+pp2+++=you
understood ^vbd+vprv++xvbn+=understood
that ^tht+vcmp+++=that
blood ^nn++++=blood
did ^vbd+dod+aux++=did
not ^xnot++not++=not
travel ^vb++++=travel
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way,
, ^zz++++=EXTRAWORD
secretly ^rb++++=secretly
and ^cc++++=and
upward ^jjb++++=upward,
, ^zz++++=EXTRAWORD
to ^to++++=to
fix ^vbi++++=fix
itself ^ppl++++=itself
above ^jjb++++=above
a ^at++++=a
cabinet ^nn++++=cabinet.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
touch ^vb++++=touch
the ^ati++++=the
stain ^nn++++=stain.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
returns ^nns++++=returns
with ^in++++=with
two ^cd++++=two
glasses ^nns++++=glasses
on ^in++++=on
a ^at++++=a
tray ^nn++++=tray.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
watches ^vbz++++=watches
your ^pp$+pp2+++=your
fingers ^nns+nom+++=fingers
leave ^vb++++=leave
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
" ^zz++++="Rust,"
rust ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
nail ^nn++++=nail
behind ^in+pl+++=behind
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
nod ^nn++++=nod.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
does ^vbz+doz+aux++=does
not ^xnot++not++=not
ask ^vb++++=ask
what ^wdt+who+++=what
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^nn++++=mother
had ^vb+hv+aux++=had
not ^xnot++not++=not
wanted ^vprf+++xvbn+=wanted
you ^pp2+pp2+++=you
to ^to++++=to
make ^vbi++++=make
this ^dt+dem+++=this
trip ^nn++++=trip.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
nothing ^pn++++=nothing
left ^vbd+++xvbn+=left
in ^in++++=in
Grandmama ^np++++=Grandmama's
's ^$++++=EXTRAWORD
house ^npl++++=house
except ^in++++=except
mildew ^nn++++=mildew
and ^cc++++=and
quarrels ^nns++++=quarrels
about ^in++++=about
land ^nn++++=land.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said
this ^dt+dem+++=this
while ^cs+sub+++=while
standing ^vbg+++xvbg+=standing
at ^rb++++=at
the ^ati++++=the
granite ^nn++++=granite
counter ^nn++++=counter
in ^in++++=in
her ^pp$+pp3+++=her
Maryland ^np+++??+=Maryland
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
slicing ^vbg+++xvbg+=slicing
pears ^nns+++??+=pears
into ^in++++=into
transparent ^jj+atrb+++=transparent
moons ^nns++++=moons.
. ^zz++++=EXTRAWORD
" ^zz++++="Dozie
dozie ^nn+++??+=EXTRAWORD
invited ^vwbn+++xvbn+=invited
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Dozie
dozie ^nn+++??+=EXTRAWORD
invites ^nn++++=invites
everyone ^pn++++=everyone.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
how ^wrb+who+++=how
people ^nns++++=people
there ^ex+pex+++=there
keep ^vb++++=keep
accounts ^nns++++=accounts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said
there ^rn+pl+++=there
as ^cs+sub+++=as
though ^cs+sub+++=though
Nigeria ^np++++=Nigeria
were ^vbd+bed+vrb++=were
a ^at++++=a
room ^nn++++=room
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
from ^in++++=from
and ^cc++++=and
locked ^vpsv++agls+xvbn+=locked
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her
Grandmama ^np++++=Grandmama's
's ^$++++=EXTRAWORD
lawyer ^nn++++=lawyer
needed ^vwbn+++xvbn+=needed
signatures ^nns++++=signatures
before ^cs+sub+++=before
the ^ati++++=the
house ^nn++++=house
could ^md+pos+++=could
be ^vb+be+aux++=be
sold ^vpsv++agls+xvbnx+=sold.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
quite ^rb++++=quite
true ^jj++++=true.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
signature ^nn++++=signature
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
needed ^vbd+++xvbn+=needed.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
could ^md+pos+++=could
have ^vb+hv+aux++=have
handled ^vprf+++xvbnx+=handled
the ^ati++++=the
sale ^nn++++=sale
without ^in++++=without
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^npt++++=mother
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
knife ^nn++++=knife
beside ^in+pl+++=beside
the ^ati++++=the
pear ^nn++++=pear.
. ^zz++++=EXTRAWORD
" ^zz++++="Be
be ^vb+be+vrb++=EXTRAWORD
careful ^jj+pred+++=careful,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
your ^pp$+pp2+++=your
father ^nn++++=father
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
before ^cs+sub+++=before
each ^dt++++=each
journey ^nn++++=journey
when ^wrb+who+++=when
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
children ^nns++++=children:
: ^zz++++=EXTRAWORD
Be ^vb+be+vrb++=Be
careful ^jj+pred+++=careful
what ^wdt+who+++=what
you ^pp2+pp2+++=you
eat ^vb++++=eat,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
careful ^jj+pred+++=careful
near ^in+pl+++=near
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
careful ^jj+pred+++=careful
in ^in++++=in
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
Nonso ^np+++??+=Nonso
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
the ^ati++++=the
words ^nns++++=words
changed ^vbd+++xvbn+=changed
shape ^nn++++=shape.
. ^zz++++=EXTRAWORD
Be ^vb+be+aux++=Be
careful ^jj+pred+++=careful
meant ^vprf+++xvbn+=meant
Do ^vb+do+aux++=Do
not ^xnot++not++=not
trust ^vb+vprv+++=trust
Grandmama ^np+++??+=Grandmama.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
meant ^vbd+vprv+tht0+xvbn+=meant
The ^ati++++=The
dead ^nn++++=dead
can ^md+pos+++=can
be ^vb+be+aux++=be
used ^vpsv++agls+xvbnx+=used
against ^in++++=against
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
meant ^vbd+vprv+tht0+xvbn+=meant
You ^pp2+pp2+++=You
came ^vbd+++xvbn+=came
back ^jjb++++=back
once ^rb+tm+++=once
without ^in++++=without
your ^pp$+pp2+++=your
brother ^nn++++=brother.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^nn++++=mother
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
spoken ^jj+++xvbn+=spoken
Nonso ^np++++=Nonso's
's ^$++++=EXTRAWORD
name ^nn++++=name
in ^in++++=in
eleven ^cd++++=eleven
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
